year,quintil_oecd_hh,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,2nd Quintile,East,Just Right,0.74392,391,525,0.70655,0.78129
1999,2nd Quintile,East,A Bit Too Large,0.09063,43,525,0.06605,0.11521
1999,3rd Quintile,West,A Bit Too Small,0.13145,162,995,0.11044,0.15245
1999,3rd Quintile,West,Just Right,0.76139,760,995,0.73489,0.78789
1999,3rd Quintile,West,A Bit Too Large,0.08374,73,995,0.06652,0.10097
1999,3rd Quintile,East,A Bit Too Small,0.13997,63,457,0.10813,0.17182
1999,3rd Quintile,East,Just Right,0.74197,352,457,0.70181,0.78214
1999,3rd Quintile,East,A Bit Too Large,0.09754,42,457,0.07030,0.12477
1999,4th Quintile,West,A Bit Too Small,0.14859,166,1071,0.12728,0.16990
1999,4th Quintile,West,Just Right,0.72505,803,1071,0.69830,0.75180
1999,4th Quintile,West,A Bit Too Large,0.11111,102,1071,0.09228,0.12994
1999,4th Quintile,East,A Bit Too Small,0.14610,48,259,0.10300,0.18920
1999,4th Quintile,East,Just Right,0.71770,211,259,0.66277,0.77262
1999,5th Quintile,West,A Bit Too Small,0.10893,118,1054,0.09011,0.12775
1999,5th Quintile,West,Just Right,0.69667,771,1054,0.66890,0.72444
1999,5th Quintile,West,A Bit Too Large,0.16649,165,1054,0.14399,0.18899
1999,5th Quintile,East,Just Right,0.69267,109,109,0.60565,0.77969
2000,1st Quintile,West,Much Too Small,0.02999,71,1775,0.02205,0.03793
2000,1st Quintile,West,A Bit Too Small,0.17439,326,1775,0.15673,0.19205
2000,1st Quintile,West,Just Right,0.71584,1283,1775,0.69485,0.73682
2000,1st Quintile,West,A Bit Too Large,0.05855,95,1775,0.04763,0.06948
2000,1st Quintile,East,A Bit Too Small,0.14986,119,728,0.12391,0.17581
2000,1st Quintile,East,Just Right,0.76335,568,728,0.73246,0.79425
2000,1st Quintile,East,A Bit Too Large,0.05426,41,728,0.03779,0.07073
2000,2nd Quintile,West,Much Too Small,0.01797,39,1852,0.01192,0.02402
2000,2nd Quintile,West,A Bit Too Small,0.16043,324,1852,0.14371,0.17715
2000,2nd Quintile,West,Just Right,0.73631,1365,1852,0.71623,0.75638
2000,2nd Quintile,West,A Bit Too Large,0.07595,124,1852,0.06388,0.08802
2000,2nd Quintile,East,A Bit Too Small,0.12853,110,821,0.10562,0.15143
2000,2nd Quintile,East,Just Right,0.77571,655,821,0.74716,0.80426
2000,2nd Quintile,East,A Bit Too Large,0.07193,56,821,0.05424,0.08961
2000,3rd Quintile,West,A Bit Too Small,0.13089,262,1843,0.11549,0.14629
2000,3rd Quintile,West,Just Right,0.74998,1424,1843,0.73021,0.76976
2000,3rd Quintile,West,A Bit Too Large,0.08647,157,1843,0.07363,0.09930
2000,3rd Quintile,East,A Bit Too Small,0.12063,99,735,0.09707,0.14419
2000,3rd Quintile,East,Just Right,0.72998,547,735,0.69786,0.76209
2000,3rd Quintile,East,A Bit Too Large,0.12345,89,735,0.09965,0.14725
2000,4th Quintile,West,A Bit Too Small,0.11584,236,2067,0.10204,0.12964
2000,4th Quintile,West,Just Right,0.74855,1611,2067,0.72984,0.76725
2000,4th Quintile,West,A Bit Too Large,0.10406,220,2067,0.09090,0.11723
2000,4th Quintile,East,A Bit Too Small,0.14493,71,464,0.11287,0.17700
2000,4th Quintile,East,Just Right,0.72192,346,464,0.68110,0.76273
2000,4th Quintile,East,A Bit Too Large,0.10657,47,464,0.07847,0.13468
2000,5th Quintile,West,A Bit Too Small,0.11515,235,2099,0.10149,0.12881
2000,5th Quintile,West,Just Right,0.71024,1562,2099,0.69083,0.72965
2000,5th Quintile,West,A Bit Too Large,0.14009,302,2099,0.12524,0.15495
2000,5th Quintile,East,Just Right,0.76014,197,231,0.70496,0.81533
2000,5th Quintile,East,A Bit Too Large,0.13914,34,231,0.09441,0.18387
2001,1st Quintile,West,Much Too Small,0.03523,63,1529,0.02599,0.04448
2001,1st Quintile,West,A Bit Too Small,0.16908,283,1529,0.15029,0.18788
2001,1st Quintile,West,Just Right,0.72038,1094,1529,0.69788,0.74288
2001,1st Quintile,West,A Bit Too Large,0.06294,89,1529,0.05076,0.07511
2001,1st Quintile,East,A Bit Too Small,0.14047,99,665,0.11404,0.16690
2001,1st Quintile,East,Just Right,0.78291,533,665,0.75155,0.81426
2001,1st Quintile,East,A Bit Too Large,0.05467,33,665,0.03738,0.07196
2001,2nd Quintile,West,Much Too Small,0.02436,43,1665,0.01696,0.03177
2001,2nd Quintile,West,A Bit Too Small,0.14332,263,1665,0.12648,0.16016
2001,2nd Quintile,West,Just Right,0.74960,1258,1665,0.72878,0.77042
2001,2nd Quintile,West,A Bit Too Large,0.07723,101,1665,0.06440,0.09006
2001,2nd Quintile,East,A Bit Too Small,0.11165,92,771,0.08941,0.13390
2001,2nd Quintile,East,Just Right,0.78122,618,771,0.75202,0.81042
2001,2nd Quintile,East,A Bit Too Large,0.08841,61,771,0.06836,0.10846
2001,3rd Quintile,West,Much Too Small,0.01716,33,1736,0.01105,0.02328
2001,3rd Quintile,West,A Bit Too Small,0.13550,252,1736,0.11939,0.15160
2001,3rd Quintile,West,Just Right,0.73838,1291,1736,0.71770,0.75906
2001,3rd Quintile,West,A Bit Too Large,0.09082,160,1736,0.07730,0.10434
2001,3rd Quintile,East,A Bit Too Small,0.10128,84,657,0.07819,0.12437
2001,3rd Quintile,East,Just Right,0.77048,515,657,0.73829,0.80266
2001,3rd Quintile,East,A Bit Too Large,0.09793,58,657,0.07518,0.12067
2001,4th Quintile,West,A Bit Too Small,0.12204,228,1861,0.10717,0.13692
2001,4th Quintile,West,Just Right,0.74337,1437,1861,0.72352,0.76322
2001,4th Quintile,West,A Bit Too Large,0.10792,196,1861,0.09382,0.12202
2001,4th Quintile,East,A Bit Too Small,0.13383,60,448,0.10227,0.16539
2001,4th Quintile,East,Just Right,0.72288,333,448,0.68139,0.76438
2001,4th Quintile,East,A Bit Too Large,0.12655,55,448,0.09573,0.15738
2001,5th Quintile,West,A Bit Too Small,0.11740,215,1888,0.10288,0.13192
2001,5th Quintile,West,Just Right,0.70581,1399,1888,0.68525,0.72637
2001,5th Quintile,West,A Bit Too Large,0.14760,274,1888,0.13160,0.16361
2001,5th Quintile,East,Just Right,0.67385,179,213,0.61074,0.73695
2001,5th Quintile,East,A Bit Too Large,0.17201,34,213,0.12121,0.22281
2002,1st Quintile,West,Much Too Small,0.03779,72,1414,0.02785,0.04773
2002,1st Quintile,West,A Bit Too Small,0.18622,277,1414,0.16593,0.20652
2002,1st Quintile,West,Just Right,0.67949,963,1414,0.65516,0.70383
2002,1st Quintile,West,A Bit Too Large,0.08155,102,1414,0.06728,0.09582
2002,1st Quintile,East,A Bit Too Small,0.13803,94,647,0.11143,0.16463
2002,1st Quintile,East,Just Right,0.78663,520,647,0.75504,0.81822
2002,1st Quintile,East,A Bit Too Large,0.04883,33,647,0.03221,0.06545
2002,2nd Quintile,West,Much Too Small,0.02578,45,1515,0.01779,0.03376
2002,2nd Quintile,West,A Bit Too Small,0.14059,236,1515,0.12308,0.15810
2002,2nd Quintile,West,Just Right,0.70918,1097,1515,0.68630,0.73206
2002,2nd Quintile,West,A Bit Too Large,0.10388,137,1515,0.08851,0.11925
2002,2nd Quintile,East,A Bit Too Small,0.10309,76,680,0.08022,0.12596
2002,2nd Quintile,East,Just Right,0.79631,552,680,0.76601,0.82660
2002,2nd Quintile,East,A Bit Too Large,0.07178,52,680,0.05236,0.09119
2002,3rd Quintile,West,A Bit Too Small,0.14688,247,1621,0.12964,0.16412
2002,3rd Quintile,West,Just Right,0.73051,1214,1621,0.70890,0.75212
2002,3rd Quintile,West,A Bit Too Large,0.10079,160,1621,0.08613,0.11545
2002,3rd Quintile,East,A Bit Too Small,0.10054,70,605,0.07656,0.12453
2002,3rd Quintile,East,Just Right,0.76430,466,605,0.73045,0.79815
2002,3rd Quintile,East,A Bit Too Large,0.12151,69,605,0.09545,0.14756
2002,4th Quintile,West,A Bit Too Small,0.13048,256,1791,0.11487,0.14608
2002,4th Quintile,West,Just Right,0.71363,1328,1791,0.69269,0.73458
2002,4th Quintile,West,A Bit Too Large,0.11915,207,1791,0.10414,0.13416
2002,4th Quintile,East,A Bit Too Small,0.13808,69,495,0.10766,0.16850
2002,4th Quintile,East,Just Right,0.70478,369,495,0.66455,0.74500
2002,4th Quintile,East,A Bit Too Large,0.12429,57,495,0.09520,0.15339
2002,5th Quintile,West,A Bit Too Small,0.10757,340,2844,0.09618,0.11896
2002,5th Quintile,West,Just Right,0.68211,2013,2844,0.66499,0.69923
2002,5th Quintile,West,A Bit Too Large,0.16493,422,2844,0.15128,0.17857
2002,5th Quintile,West,Much Too Large,0.02741,69,2844,0.02140,0.03341
2002,5th Quintile,East,A Bit Too Small,0.13555,46,344,0.09933,0.17178
2002,5th Quintile,East,Just Right,0.71205,262,344,0.66413,0.75997
2002,5th Quintile,East,A Bit Too Large,0.11994,36,344,0.08556,0.15432
2003,1st Quintile,West,Much Too Small,0.03565,56,1408,0.02596,0.04534
2003,1st Quintile,West,A Bit Too Small,0.17614,262,1408,0.15624,0.19605
2003,1st Quintile,West,Just Right,0.69822,987,1408,0.67423,0.72220
2003,1st Quintile,West,A Bit Too Large,0.07498,103,1408,0.06122,0.08874
2003,1st Quintile,East,A Bit Too Small,0.15369,96,578,0.12426,0.18311
2003,1st Quintile,East,Just Right,0.77901,482,578,0.74516,0.81287
2003,2nd Quintile,West,Much Too Small,0.02846,47,1463,0.01993,0.03698
2003,2nd Quintile,West,A Bit Too Small,0.15226,225,1463,0.13384,0.17067
2003,2nd Quintile,West,Just Right,0.71173,1062,1463,0.68851,0.73495
2003,2nd Quintile,West,A Bit Too Large,0.09630,129,1463,0.08118,0.11143
2003,2nd Quintile,East,A Bit Too Small,0.09851,77,714,0.07663,0.12038
2003,2nd Quintile,East,Just Right,0.79946,576,714,0.77007,0.82885
2003,2nd Quintile,East,A Bit Too Large,0.08520,61,714,0.06471,0.10570
2003,3rd Quintile,West,A Bit Too Small,0.16655,283,1556,0.14803,0.18507
2003,3rd Quintile,West,Just Right,0.68516,1114,1556,0.66208,0.70825
2003,3rd Quintile,West,A Bit Too Large,0.11543,159,1556,0.09954,0.13131
2003,3rd Quintile,East,A Bit Too Small,0.11641,83,619,0.09113,0.14170
2003,3rd Quintile,East,Just Right,0.77861,483,619,0.74587,0.81134
2003,3rd Quintile,East,A Bit Too Large,0.08497,53,619,0.06299,0.10695
2003,4th Quintile,West,A Bit Too Small,0.12581,244,1759,0.11030,0.14131
2003,4th Quintile,West,Just Right,0.72419,1295,1759,0.70330,0.74508
2003,4th Quintile,West,A Bit Too Large,0.12427,220,1759,0.10885,0.13969
2003,4th Quintile,East,A Bit Too Small,0.13276,58,461,0.10175,0.16376
2003,4th Quintile,East,Just Right,0.69722,339,461,0.65523,0.73921
2003,4th Quintile,East,A Bit Too Large,0.14897,64,461,0.11643,0.18151
2003,5th Quintile,West,A Bit Too Small,0.11623,293,2647,0.10402,0.12844
2003,5th Quintile,West,Just Right,0.68630,1905,2647,0.66862,0.70398
2003,5th Quintile,West,A Bit Too Large,0.16201,394,2647,0.14797,0.17605
2003,5th Quintile,West,Much Too Large,0.02301,55,2647,0.01730,0.02872
2003,5th Quintile,East,A Bit Too Small,0.12823,33,356,0.09345,0.16302
2003,5th Quintile,East,Just Right,0.70123,263,356,0.65362,0.74885
2003,5th Quintile,East,A Bit Too Large,0.16891,60,356,0.12993,0.20789
2004,1st Quintile,West,Much Too Small,0.02996,50,1329,0.02079,0.03913
2004,1st Quintile,West,A Bit Too Small,0.15964,217,1329,0.13994,0.17934
2004,1st Quintile,West,Just Right,0.72253,973,1329,0.69845,0.74661
2004,1st Quintile,West,A Bit Too Large,0.07170,89,1329,0.05783,0.08558
2004,1st Quintile,East,A Bit Too Small,0.12497,79,590,0.09826,0.15167
2004,1st Quintile,East,Just Right,0.76906,473,590,0.73502,0.80309
2004,1st Quintile,East,A Bit Too Large,0.06812,38,590,0.04777,0.08846
2004,2nd Quintile,West,Much Too Small,0.02708,34,1433,0.01867,0.03549
2004,2nd Quintile,West,A Bit Too Small,0.14107,217,1433,0.12304,0.15910
2004,2nd Quintile,West,Just Right,0.73366,1067,1433,0.71077,0.75656
2004,2nd Quintile,West,A Bit Too Large,0.08416,115,1433,0.06978,0.09854
2004,2nd Quintile,East,A Bit Too Small,0.10827,81,703,0.08528,0.13125
2004,2nd Quintile,East,Just Right,0.81513,573,703,0.78642,0.84385
2004,2nd Quintile,East,A Bit Too Large,0.06365,49,703,0.04559,0.08171
2004,3rd Quintile,West,A Bit Too Small,0.14187,238,1528,0.12437,0.15937
2004,3rd Quintile,West,Just Right,0.70150,1114,1528,0.67855,0.72445
2004,3rd Quintile,West,A Bit Too Large,0.12237,176,1528,0.10594,0.13881
2004,3rd Quintile,East,A Bit Too Small,0.09935,63,595,0.07529,0.12341
2004,3rd Quintile,East,Just Right,0.78642,477,595,0.75346,0.81938
2004,3rd Quintile,East,A Bit Too Large,0.08598,55,595,0.06344,0.10853
2004,4th Quintile,West,A Bit Too Small,0.11305,229,1731,0.09813,0.12798
2004,4th Quintile,West,Just Right,0.73544,1285,1731,0.71465,0.75622
2004,4th Quintile,West,A Bit Too Large,0.12663,217,1731,0.11096,0.14230
2004,4th Quintile,East,A Bit Too Small,0.14601,71,484,0.11451,0.17750
2004,4th Quintile,East,Just Right,0.70507,345,484,0.66440,0.74574
2004,4th Quintile,East,A Bit Too Large,0.13834,68,484,0.10755,0.16913
2004,5th Quintile,West,A Bit Too Small,0.11494,282,2595,0.10266,0.12721
2004,5th Quintile,West,Just Right,0.68800,1855,2595,0.67017,0.70583
2004,5th Quintile,West,A Bit Too Large,0.16829,405,2595,0.15389,0.18268
2004,5th Quintile,West,Much Too Large,0.01960,53,2595,0.01427,0.02494
2004,5th Quintile,East,A Bit Too Small,0.17418,39,331,0.13326,0.21510
2004,5th Quintile,East,Just Right,0.67775,242,331,0.62732,0.72817
2004,5th Quintile,East,A Bit Too Large,0.12750,50,331,0.09151,0.16348
2005,1st Quintile,West,Much Too Small,0.02805,34,1325,0.01916,0.03694
2005,1st Quintile,West,A Bit Too Small,0.18398,252,1325,0.16311,0.20485
2005,1st Quintile,West,Just Right,0.72166,957,1325,0.69752,0.74580
2005,1st Quintile,West,A Bit Too Large,0.05945,82,1325,0.04671,0.07218
2005,1st Quintile,East,A Bit Too Small,0.15401,99,622,0.12562,0.18240
2005,1st Quintile,East,Just Right,0.76819,487,622,0.73500,0.80138
2005,1st Quintile,East,A Bit Too Large,0.05061,36,622,0.03337,0.06785
2005,2nd Quintile,West,A Bit Too Small,0.13186,196,1348,0.11379,0.14993
2005,2nd Quintile,West,Just Right,0.74547,1037,1348,0.72220,0.76873
2005,2nd Quintile,West,A Bit Too Large,0.09541,115,1348,0.07972,0.11109
2005,2nd Quintile,East,A Bit Too Small,0.10054,74,667,0.07770,0.12337
2005,2nd Quintile,East,Just Right,0.79152,538,667,0.76067,0.82237
2005,2nd Quintile,East,A Bit Too Large,0.08303,55,667,0.06207,0.10398
2005,3rd Quintile,West,A Bit Too Small,0.15773,249,1465,0.13906,0.17640
2005,3rd Quintile,West,Just Right,0.70194,1076,1465,0.67851,0.72537
2005,3rd Quintile,West,A Bit Too Large,0.10082,140,1465,0.08540,0.11625
2005,3rd Quintile,East,A Bit Too Small,0.10329,66,569,0.07826,0.12832
2005,3rd Quintile,East,Just Right,0.77925,449,569,0.74514,0.81336
2005,3rd Quintile,East,A Bit Too Large,0.09517,54,569,0.07104,0.11931
2005,4th Quintile,West,A Bit Too Small,0.12189,207,1704,0.10635,0.13743
2005,4th Quintile,West,Just Right,0.71454,1272,1704,0.69309,0.73599
2005,4th Quintile,West,A Bit Too Large,0.14124,225,1704,0.12470,0.15778
2005,4th Quintile,East,A Bit Too Small,0.13637,66,458,0.10491,0.16784
2005,4th Quintile,East,Just Right,0.73971,338,458,0.69948,0.77994
2005,4th Quintile,East,A Bit Too Large,0.10365,54,458,0.07570,0.13160
2005,5th Quintile,West,A Bit Too Small,0.11264,268,2506,0.10026,0.12502
2005,5th Quintile,West,Just Right,0.69833,1801,2506,0.68036,0.71631
2005,5th Quintile,West,A Bit Too Large,0.16257,380,2506,0.14812,0.17701
2005,5th Quintile,West,Much Too Large,0.02252,57,2506,0.01671,0.02833
2005,5th Quintile,East,A Bit Too Small,0.14871,34,316,0.10942,0.18800
2005,5th Quintile,East,Just Right,0.70757,236,316,0.65733,0.75780
2005,5th Quintile,East,A Bit Too Large,0.11994,46,316,0.08406,0.15582
2006,1st Quintile,West,Much Too Small,0.04411,54,1419,0.03342,0.05480
2006,1st Quintile,West,A Bit Too Small,0.14987,230,1419,0.13129,0.16845
2006,1st Quintile,West,Just Right,0.71898,1032,1419,0.69558,0.74238
2006,1st Quintile,West,A Bit Too Large,0.07449,103,1419,0.06082,0.08815
2006,1st Quintile,East,A Bit Too Small,0.11235,86,645,0.08796,0.13674
2006,1st Quintile,East,Just Right,0.80532,520,645,0.77474,0.83590
2006,1st Quintile,East,A Bit Too Large,0.05008,39,645,0.03324,0.06693
2006,2nd Quintile,West,A Bit Too Small,0.15651,238,1446,0.13777,0.17524
2006,2nd Quintile,West,Just Right,0.71805,1076,1446,0.69485,0.74125
2006,2nd Quintile,West,A Bit Too Large,0.09506,132,1446,0.07994,0.11018
2006,2nd Quintile,East,A Bit Too Small,0.11104,85,719,0.08806,0.13403
2006,2nd Quintile,East,Just Right,0.77477,564,719,0.74421,0.80533
2006,2nd Quintile,East,A Bit Too Large,0.09513,70,719,0.07367,0.11659
2006,3rd Quintile,West,A Bit Too Small,0.14861,241,1655,0.13146,0.16575
2006,3rd Quintile,West,Just Right,0.68506,1213,1655,0.66268,0.70745
2006,3rd Quintile,West,A Bit Too Large,0.12633,201,1655,0.11032,0.14234
2006,3rd Quintile,East,A Bit Too Small,0.10905,83,657,0.08520,0.13290
2006,3rd Quintile,East,Just Right,0.75938,493,657,0.72667,0.79209
2006,3rd Quintile,East,A Bit Too Large,0.11048,81,657,0.08649,0.13447
2006,4th Quintile,West,A Bit Too Small,0.12288,241,1931,0.10823,0.13753
2006,4th Quintile,West,Just Right,0.71691,1438,1931,0.69682,0.73701
2006,4th Quintile,West,A Bit Too Large,0.12995,252,1931,0.11495,0.14495
2006,4th Quintile,East,A Bit Too Small,0.11812,56,495,0.08966,0.14658
2006,4th Quintile,East,Just Right,0.74417,387,495,0.70569,0.78265
2006,4th Quintile,East,A Bit Too Large,0.11402,52,495,0.08599,0.14205
2006,5th Quintile,West,A Bit Too Small,0.11050,275,2687,0.09865,0.12236
2006,5th Quintile,West,Just Right,0.67066,1873,2687,0.65288,0.68843
2006,5th Quintile,West,A Bit Too Large,0.17904,464,2687,0.16454,0.19354
2006,5th Quintile,West,Much Too Large,0.02869,75,2687,0.02238,0.03500
2006,5th Quintile,East,A Bit Too Small,0.13747,35,337,0.10065,0.17429
2006,5th Quintile,East,Just Right,0.69278,253,337,0.64345,0.74211
2006,5th Quintile,East,A Bit Too Large,0.11682,49,337,0.08248,0.15117
2007,1st Quintile,West,Much Too Small,0.03251,40,1342,0.02302,0.04200
2007,1st Quintile,West,A Bit Too Small,0.16468,228,1342,0.14483,0.18453
2007,1st Quintile,West,Just Right,0.73573,988,1342,0.71213,0.75933
2007,1st Quintile,West,A Bit Too Large,0.06097,86,1342,0.04816,0.07378
2007,1st Quintile,East,A Bit Too Small,0.13854,86,568,0.11010,0.16697
2007,1st Quintile,East,Just Right,0.79219,482,568,0.75880,0.82559
2007,2nd Quintile,West,A Bit Too Small,0.14397,224,1420,0.12570,0.16223
2007,2nd Quintile,West,Just Right,0.72569,1067,1420,0.70247,0.74890
2007,2nd Quintile,West,A Bit Too Large,0.09172,129,1420,0.07670,0.10673
2007,2nd Quintile,East,A Bit Too Small,0.12465,79,622,0.09867,0.15063
2007,2nd Quintile,East,Just Right,0.77875,502,622,0.74610,0.81139
2007,2nd Quintile,East,A Bit Too Large,0.06051,41,622,0.04176,0.07927
2007,3rd Quintile,West,A Bit Too Small,0.14784,234,1522,0.13001,0.16568
2007,3rd Quintile,West,Just Right,0.70115,1113,1522,0.67814,0.72415
2007,3rd Quintile,West,A Bit Too Large,0.12600,175,1522,0.10932,0.14268
2007,3rd Quintile,East,A Bit Too Small,0.10489,73,636,0.08106,0.12873
2007,3rd Quintile,East,Just Right,0.75652,491,636,0.72314,0.78990
2007,3rd Quintile,East,A Bit Too Large,0.11532,72,636,0.09048,0.14016
2007,4th Quintile,West,A Bit Too Small,0.13080,237,1785,0.11515,0.14644
2007,4th Quintile,West,Just Right,0.70254,1288,1785,0.68133,0.72376
2007,4th Quintile,West,A Bit Too Large,0.14541,260,1785,0.12905,0.16177
2007,4th Quintile,East,A Bit Too Small,0.12601,63,501,0.09692,0.15510
2007,4th Quintile,East,Just Right,0.72764,373,501,0.68862,0.76666
2007,4th Quintile,East,A Bit Too Large,0.12911,65,501,0.09972,0.15851
2007,5th Quintile,West,A Bit Too Small,0.10137,256,2475,0.08948,0.11326
2007,5th Quintile,West,Just Right,0.68732,1721,2475,0.66905,0.70559
2007,5th Quintile,West,A Bit Too Large,0.18015,431,2475,0.16501,0.19530
2007,5th Quintile,West,Much Too Large,0.02743,67,2475,0.02099,0.03387
2007,5th Quintile,East,A Bit Too Small,0.10212,34,332,0.06950,0.13474
2007,5th Quintile,East,Just Right,0.71801,243,332,0.66953,0.76649
2007,5th Quintile,East,A Bit Too Large,0.15020,55,332,0.11171,0.18869
2008,1st Quintile,West,A Bit Too Small,0.16355,212,1235,0.14291,0.18419
2008,1st Quintile,West,Just Right,0.72283,928,1235,0.69786,0.74780
2008,1st Quintile,West,A Bit Too Large,0.07487,95,1235,0.06019,0.08956
2008,1st Quintile,East,A Bit Too Small,0.13448,80,572,0.10650,0.16247
2008,1st Quintile,East,Just Right,0.75903,461,572,0.72395,0.79411
2008,1st Quintile,East,A Bit Too Large,0.06453,31,572,0.04438,0.08469
2008,2nd Quintile,West,A Bit Too Small,0.14407,198,1299,0.12497,0.16318
2008,2nd Quintile,West,Just Right,0.71250,979,1299,0.68788,0.73713
2008,2nd Quintile,West,A Bit Too Large,0.09614,122,1299,0.08010,0.11217
2008,2nd Quintile,East,A Bit Too Small,0.11207,70,611,0.08704,0.13710
2008,2nd Quintile,East,Just Right,0.81342,503,611,0.78250,0.84433
2008,2nd Quintile,East,A Bit Too Large,0.06417,38,611,0.04472,0.08362
2008,3rd Quintile,West,A Bit Too Small,0.11121,181,1452,0.09503,0.12739
2008,3rd Quintile,West,Just Right,0.73502,1098,1452,0.71231,0.75773
2008,3rd Quintile,West,A Bit Too Large,0.11603,173,1452,0.09955,0.13250
2008,3rd Quintile,East,A Bit Too Small,0.12651,87,652,0.10098,0.15205
2008,3rd Quintile,East,Just Right,0.72034,479,652,0.68586,0.75481
2008,3rd Quintile,East,A Bit Too Large,0.13299,86,652,0.10690,0.15907
2008,4th Quintile,West,A Bit Too Small,0.12390,220,1664,0.10807,0.13974
2008,4th Quintile,West,Just Right,0.68350,1179,1664,0.66114,0.70585
2008,4th Quintile,West,A Bit Too Large,0.15333,228,1664,0.13602,0.17065
2008,4th Quintile,West,Much Too Large,0.02427,37,1664,0.01687,0.03167
2008,4th Quintile,East,A Bit Too Small,0.11910,46,419,0.08805,0.15015
2008,4th Quintile,East,Just Right,0.71953,312,419,0.67646,0.76260
2008,4th Quintile,East,A Bit Too Large,0.13659,61,419,0.10367,0.16951
2008,5th Quintile,West,A Bit Too Small,0.11109,224,2332,0.09833,0.12385
2008,5th Quintile,West,Just Right,0.66028,1609,2332,0.64106,0.67951
2008,5th Quintile,West,A Bit Too Large,0.19033,433,2332,0.17440,0.20627
2008,5th Quintile,West,Much Too Large,0.03002,66,2332,0.02310,0.03695
2008,5th Quintile,East,A Bit Too Small,0.13313,36,335,0.09670,0.16956
2008,5th Quintile,East,Just Right,0.72759,247,335,0.67985,0.77534
2008,5th Quintile,East,A Bit Too Large,0.10169,52,335,0.06927,0.13410
2009,1st Quintile,West,Much Too Small,0.03325,38,1185,0.02304,0.04347
2009,1st Quintile,West,A Bit Too Small,0.15633,189,1185,0.13564,0.17702
2009,1st Quintile,West,Just Right,0.71204,871,1185,0.68625,0.73783
2009,1st Quintile,West,A Bit Too Large,0.07497,87,1185,0.05997,0.08997
2009,1st Quintile,East,A Bit Too Small,0.13507,90,564,0.10683,0.16330
2009,1st Quintile,East,Just Right,0.77372,441,564,0.73915,0.80828
2009,1st Quintile,East,A Bit Too Large,0.05181,33,564,0.03350,0.07012
2009,2nd Quintile,West,A Bit Too Small,0.14652,183,1223,0.12669,0.16635
2009,2nd Quintile,West,Just Right,0.71611,915,1223,0.69083,0.74139
2009,2nd Quintile,West,A Bit Too Large,0.09905,125,1223,0.08230,0.11580
2009,2nd Quintile,East,A Bit Too Small,0.12444,72,607,0.09816,0.15072
2009,2nd Quintile,East,Just Right,0.76752,478,607,0.73389,0.80115
2009,2nd Quintile,East,A Bit Too Large,0.08914,57,607,0.06645,0.11183
2009,3rd Quintile,West,A Bit Too Small,0.12789,182,1311,0.10981,0.14598
2009,3rd Quintile,West,Just Right,0.69975,947,1311,0.67492,0.72457
2009,3rd Quintile,West,A Bit Too Large,0.13893,182,1311,0.12020,0.15766
2009,3rd Quintile,East,A Bit Too Small,0.16502,82,579,0.13476,0.19528
2009,3rd Quintile,East,Just Right,0.69927,424,579,0.66188,0.73665
2009,3rd Quintile,East,A Bit Too Large,0.11206,73,579,0.08635,0.13778
2009,4th Quintile,West,A Bit Too Small,0.13905,211,1623,0.12221,0.15589
2009,4th Quintile,West,Just Right,0.68429,1163,1623,0.66167,0.70691
2009,4th Quintile,West,A Bit Too Large,0.14646,216,1623,0.12925,0.16367
2009,4th Quintile,West,Much Too Large,0.02401,33,1623,0.01656,0.03146
2009,4th Quintile,East,A Bit Too Small,0.14363,47,410,0.10964,0.17762
2009,4th Quintile,East,Just Right,0.66441,306,410,0.61865,0.71018
2009,4th Quintile,East,A Bit Too Large,0.14923,57,410,0.11470,0.18376
2009,5th Quintile,West,A Bit Too Small,0.11602,219,2132,0.10242,0.12962
2009,5th Quintile,West,Just Right,0.63348,1411,2132,0.61302,0.65394
2009,5th Quintile,West,A Bit Too Large,0.20484,432,2132,0.18771,0.22198
2009,5th Quintile,West,Much Too Large,0.03576,70,2132,0.02788,0.04364
2009,5th Quintile,East,Just Right,0.76110,245,296,0.71244,0.80976
2009,5th Quintile,East,A Bit Too Large,0.13459,51,296,0.09564,0.17354
2010,1st Quintile,West,Much Too Small,0.03251,171,2253,0.02518,0.03983
2010,1st Quintile,West,A Bit Too Small,0.16510,550,2253,0.14976,0.18043
2010,1st Quintile,West,Just Right,0.69556,1400,2253,0.67655,0.71457
2010,1st Quintile,West,A Bit Too Large,0.08500,132,2253,0.07348,0.09652
2010,1st Quintile,East,Much Too Small,0.02842,55,859,0.01730,0.03954
2010,1st Quintile,East,A Bit Too Small,0.15737,204,859,0.13300,0.18174
2010,1st Quintile,East,Just Right,0.74443,565,859,0.71525,0.77362
2010,1st Quintile,East,A Bit Too Large,0.04907,35,859,0.03462,0.06353
2010,2nd Quintile,West,Much Too Small,0.01375,70,2041,0.00870,0.01881
2010,2nd Quintile,West,A Bit Too Small,0.13480,422,2041,0.11998,0.14962
2010,2nd Quintile,West,Just Right,0.72844,1385,2041,0.70914,0.74774
2010,2nd Quintile,West,A Bit Too Large,0.11113,164,2041,0.09749,0.12476
2010,2nd Quintile,East,A Bit Too Small,0.12180,149,825,0.09947,0.14413
2010,2nd Quintile,East,Just Right,0.74934,605,825,0.71975,0.77893
