year,bula_h,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Mecklenburg-Western Pomerania,East,Just Right,0.71208,142,180,0.64575,0.77842
1995,Saxony,East,A Bit Too Small,0.15463,90,514,0.12334,0.18592
1995,Saxony,East,Just Right,0.70815,374,514,0.66881,0.74749
1995,Saxony,East,A Bit Too Large,0.08829,50,514,0.06373,0.11284
1995,Saxony-Anhalt,East,A Bit Too Small,0.19158,71,300,0.14697,0.23618
1995,Saxony-Anhalt,East,Just Right,0.68356,229,300,0.63084,0.73627
1995,Thuringa,East,A Bit Too Small,0.16866,56,290,0.12549,0.21184
1995,Thuringa,East,Just Right,0.73871,234,290,0.68806,0.78937
1996,Schleswig-Holstein,West,A Bit Too Small,0.18978,31,124,0.12048,0.25908
1996,Schleswig-Holstein,West,Just Right,0.62018,93,124,0.53441,0.70596
1996,Hamburg,West,Just Right,0.68572,58,58,0.56520,0.80623
1996,Lower Saxony,West,A Bit Too Small,0.12256,75,515,0.09421,0.15091
1996,Lower Saxony,West,Just Right,0.70338,374,515,0.66389,0.74287
1996,Lower Saxony,West,A Bit Too Large,0.14528,66,515,0.11482,0.17574
1996,Bremen,West,Just Right,0.75794,39,39,0.62175,0.89413
1996,North Rhine-Westphalia,West,Much Too Small,0.02007,52,1265,0.01234,0.02780
1996,North Rhine-Westphalia,West,A Bit Too Small,0.14518,216,1265,0.12576,0.16460
1996,North Rhine-Westphalia,West,Just Right,0.70517,898,1265,0.68004,0.73031
1996,North Rhine-Westphalia,West,A Bit Too Large,0.10524,99,1265,0.08832,0.12216
1996,Hesse,West,A Bit Too Small,0.15081,82,440,0.11734,0.18429
1996,Hesse,West,Just Right,0.72194,324,440,0.68002,0.76385
1996,Hesse,West,A Bit Too Large,0.09031,34,440,0.06349,0.11712
1996,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.15722,54,335,0.11818,0.19626
1996,"Rhineland-Palatinate, Saarland",West,Just Right,0.69179,241,335,0.64227,0.74131
1996,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.12347,40,335,0.08819,0.15875
1996,Baden-Wuerttemberg,West,A Bit Too Small,0.12531,140,792,0.10224,0.14838
1996,Baden-Wuerttemberg,West,Just Right,0.73512,600,792,0.70437,0.76587
1996,Baden-Wuerttemberg,West,A Bit Too Large,0.08984,52,792,0.06991,0.10977
1996,Bavaria,West,A Bit Too Small,0.14075,138,829,0.11706,0.16444
1996,Bavaria,West,Just Right,0.70821,619,829,0.67725,0.73917
1996,Bavaria,West,A Bit Too Large,0.11234,72,829,0.09083,0.13385
1996,Berlin,West,A Bit Too Small,0.21186,41,151,0.14647,0.27726
1996,Berlin,West,Just Right,0.67097,110,151,0.59577,0.74616
1996,Berlin,East,A Bit Too Small,0.27292,36,120,0.19289,0.35296
1996,Berlin,East,Just Right,0.61173,84,120,0.52417,0.69930
1996,Brandenburg,East,A Bit Too Small,0.16532,56,264,0.12042,0.21021
1996,Brandenburg,East,Just Right,0.71901,208,264,0.66468,0.77333
1996,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.19228,39,179,0.13439,0.25018
1996,Mecklenburg-Western Pomerania,East,Just Right,0.71942,140,179,0.65342,0.78543
1996,Saxony,East,A Bit Too Small,0.15760,89,523,0.12635,0.18886
1996,Saxony,East,Just Right,0.70437,393,523,0.66522,0.74352
1996,Saxony,East,A Bit Too Large,0.09292,41,523,0.06802,0.11783
1996,Saxony-Anhalt,East,A Bit Too Small,0.18646,70,290,0.14155,0.23136
1996,Saxony-Anhalt,East,Just Right,0.68013,220,290,0.62635,0.73390
1996,Thuringa,East,A Bit Too Small,0.14071,51,290,0.10062,0.18080
1996,Thuringa,East,Just Right,0.75391,239,290,0.70425,0.80357
1997,Schleswig-Holstein,West,Just Right,0.61720,93,93,0.51787,0.71652
1997,Hamburg,West,Just Right,0.72429,56,56,0.60619,0.84240
1997,Lower Saxony,West,A Bit Too Small,0.12608,72,510,0.09724,0.15491
1997,Lower Saxony,West,Just Right,0.71952,381,510,0.68049,0.75854
1997,Lower Saxony,West,A Bit Too Large,0.12357,57,510,0.09498,0.15216
1997,Bremen,West,Just Right,0.75989,41,41,0.62751,0.89226
1997,North Rhine-Westphalia,West,Much Too Small,0.01813,39,1252,0.01074,0.02553
1997,North Rhine-Westphalia,West,A Bit Too Small,0.15399,221,1252,0.13398,0.17399
1997,North Rhine-Westphalia,West,Just Right,0.69259,888,1252,0.66702,0.71816
1997,North Rhine-Westphalia,West,A Bit Too Large,0.11074,104,1252,0.09335,0.12813
1997,Hesse,West,A Bit Too Small,0.15530,82,419,0.12058,0.19002
1997,Hesse,West,Just Right,0.71777,306,419,0.67462,0.76092
1997,Hesse,West,A Bit Too Large,0.09012,31,419,0.06266,0.11757
1997,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.15286,59,327,0.11380,0.19192
1997,"Rhineland-Palatinate, Saarland",West,Just Right,0.74438,268,327,0.69703,0.79173
1997,Baden-Wuerttemberg,West,A Bit Too Small,0.14553,145,814,0.12129,0.16977
1997,Baden-Wuerttemberg,West,Just Right,0.73421,609,814,0.70384,0.76458
1997,Baden-Wuerttemberg,West,A Bit Too Large,0.10290,60,814,0.08202,0.12379
1997,Bavaria,West,A Bit Too Small,0.14838,143,819,0.12402,0.17274
1997,Bavaria,West,Just Right,0.69736,604,819,0.66588,0.72884
1997,Bavaria,West,A Bit Too Large,0.12005,72,819,0.09778,0.14233
1997,Berlin,West,A Bit Too Small,0.20449,37,149,0.13951,0.26947
1997,Berlin,West,Just Right,0.68863,112,149,0.61403,0.76323
1997,Berlin,East,A Bit Too Small,0.30117,34,123,0.21976,0.38258
1997,Berlin,East,Just Right,0.57626,89,123,0.48857,0.66395
1997,Brandenburg,East,A Bit Too Small,0.17397,62,266,0.12832,0.21961
1997,Brandenburg,East,Just Right,0.68345,204,266,0.62745,0.73945
1997,Mecklenburg-Western Pomerania,East,Just Right,0.70987,141,141,0.63469,0.78504
1997,Saxony,East,A Bit Too Small,0.16384,89,524,0.13212,0.19557
1997,Saxony,East,Just Right,0.71244,389,524,0.67365,0.75123
1997,Saxony,East,A Bit Too Large,0.09663,46,524,0.07131,0.12195
1997,Saxony-Anhalt,East,A Bit Too Small,0.14249,51,292,0.10232,0.18265
1997,Saxony-Anhalt,East,Just Right,0.74233,241,292,0.69208,0.79258
1997,Thuringa,East,A Bit Too Small,0.16051,49,290,0.11819,0.20283
1997,Thuringa,East,Just Right,0.75516,241,290,0.70559,0.80474
1998,Schleswig-Holstein,West,Just Right,0.66099,130,130,0.57930,0.74268
1998,Hamburg,West,Just Right,0.59005,60,60,0.46455,0.71555
1998,Lower Saxony,West,A Bit Too Small,0.13128,82,583,0.10384,0.15872
1998,Lower Saxony,West,Just Right,0.68243,427,583,0.64460,0.72025
1998,Lower Saxony,West,A Bit Too Large,0.13938,74,583,0.11124,0.16752
1998,Bremen,West,Just Right,0.65846,39,39,0.50768,0.80924
1998,North Rhine-Westphalia,West,Much Too Small,0.02653,55,1426,0.01819,0.03487
1998,North Rhine-Westphalia,West,A Bit Too Small,0.13949,234,1426,0.12150,0.15748
1998,North Rhine-Westphalia,West,Just Right,0.69943,1028,1426,0.67562,0.72323
1998,North Rhine-Westphalia,West,A Bit Too Large,0.09346,109,1426,0.07835,0.10857
1998,Hesse,West,A Bit Too Small,0.13227,75,458,0.10121,0.16333
1998,Hesse,West,Just Right,0.71605,343,458,0.67471,0.75739
1998,Hesse,West,A Bit Too Large,0.08405,40,458,0.05861,0.10949
1998,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.14224,63,387,0.10739,0.17708
1998,"Rhineland-Palatinate, Saarland",West,Just Right,0.68198,283,387,0.63552,0.72844
1998,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.09289,41,387,0.06393,0.12184
1998,Baden-Wuerttemberg,West,A Bit Too Small,0.11633,134,887,0.09522,0.13745
1998,Baden-Wuerttemberg,West,Just Right,0.73462,672,887,0.70554,0.76369
1998,Baden-Wuerttemberg,West,A Bit Too Large,0.11054,81,887,0.08989,0.13118
1998,Bavaria,West,A Bit Too Small,0.13094,151,929,0.10923,0.15264
1998,Bavaria,West,Just Right,0.70888,695,929,0.67965,0.73811
1998,Bavaria,West,A Bit Too Large,0.10198,83,929,0.08251,0.12145
1998,Berlin,West,A Bit Too Small,0.20766,41,166,0.14576,0.26955
1998,Berlin,West,Just Right,0.68247,125,166,0.61144,0.75350
1998,Berlin,East,A Bit Too Small,0.31193,35,115,0.22688,0.39697
1998,Berlin,East,Just Right,0.54986,80,115,0.45854,0.64119
1998,Brandenburg,East,A Bit Too Small,0.15473,53,285,0.11267,0.19679
1998,Brandenburg,East,Just Right,0.71459,232,285,0.66207,0.76712
1998,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.16561,37,186,0.11204,0.21918
1998,Mecklenburg-Western Pomerania,East,Just Right,0.69763,149,186,0.63145,0.76382
1998,Saxony,East,A Bit Too Small,0.14318,85,567,0.11432,0.17203
1998,Saxony,East,Just Right,0.70672,417,567,0.66921,0.74423
1998,Saxony,East,A Bit Too Large,0.12233,65,567,0.09533,0.14932
1998,Saxony-Anhalt,East,A Bit Too Small,0.15996,59,344,0.12116,0.19875
1998,Saxony-Anhalt,East,Just Right,0.69026,252,344,0.64132,0.73919
1998,Saxony-Anhalt,East,A Bit Too Large,0.12298,33,344,0.08822,0.15773
1998,Thuringa,East,A Bit Too Small,0.11322,45,346,0.07979,0.14666
1998,Thuringa,East,Just Right,0.75864,262,346,0.71349,0.80380
1998,Thuringa,East,A Bit Too Large,0.11393,39,346,0.08040,0.14746
1999,Schleswig-Holstein,West,Just Right,0.72769,131,131,0.65117,0.80421
1999,Hamburg,West,Just Right,0.70023,62,62,0.58525,0.81520
1999,Lower Saxony,West,A Bit Too Small,0.11557,79,584,0.08962,0.14152
1999,Lower Saxony,West,Just Right,0.71554,436,584,0.67892,0.75216
1999,Lower Saxony,West,A Bit Too Large,0.14136,69,584,0.11308,0.16964
1999,Bremen,West,Just Right,0.69066,37,37,0.53967,0.84165
1999,North Rhine-Westphalia,West,Much Too Small,0.02007,38,1399,0.01272,0.02742
1999,North Rhine-Westphalia,West,A Bit Too Small,0.13940,228,1399,0.12125,0.15756
1999,North Rhine-Westphalia,West,Just Right,0.72823,1028,1399,0.70491,0.75155
1999,North Rhine-Westphalia,West,A Bit Too Large,0.09688,105,1399,0.08138,0.11239
1999,Hesse,West,A Bit Too Small,0.17328,87,447,0.13815,0.20840
1999,Hesse,West,Just Right,0.69117,317,447,0.64829,0.73405
1999,Hesse,West,A Bit Too Large,0.09962,43,447,0.07182,0.12741
1999,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11329,52,389,0.08175,0.14483
1999,"Rhineland-Palatinate, Saarland",West,Just Right,0.73471,295,389,0.69078,0.77864
1999,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.11849,42,389,0.08633,0.15065
1999,Baden-Wuerttemberg,West,A Bit Too Small,0.12265,127,844,0.10050,0.14479
1999,Baden-Wuerttemberg,West,Just Right,0.73281,641,844,0.70294,0.76268
1999,Baden-Wuerttemberg,West,A Bit Too Large,0.10509,76,844,0.08439,0.12579
1999,Bavaria,West,A Bit Too Small,0.16524,160,924,0.14128,0.18920
1999,Bavaria,West,Just Right,0.72883,688,924,0.70015,0.75751
1999,Bavaria,West,A Bit Too Large,0.09094,76,924,0.07239,0.10949
1999,Berlin,West,A Bit Too Small,0.21394,37,160,0.15020,0.27768
1999,Berlin,West,Just Right,0.70257,123,160,0.63151,0.77362
1999,Berlin,East,A Bit Too Small,0.26780,32,113,0.18579,0.34981
1999,Berlin,East,Just Right,0.60991,81,113,0.51957,0.70025
1999,Brandenburg,East,A Bit Too Small,0.12924,43,281,0.08995,0.16854
1999,Brandenburg,East,Just Right,0.78237,238,281,0.73404,0.83070
1999,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.13979,32,179,0.08885,0.19074
1999,Mecklenburg-Western Pomerania,East,Just Right,0.75303,147,179,0.68968,0.81638
1999,Saxony,East,A Bit Too Small,0.15134,94,569,0.12186,0.18081
1999,Saxony,East,Just Right,0.74353,428,569,0.70761,0.77944
1999,Saxony,East,A Bit Too Large,0.09000,47,569,0.06647,0.11354
1999,Saxony-Anhalt,East,A Bit Too Small,0.11539,46,315,0.08005,0.15073
1999,Saxony-Anhalt,East,Just Right,0.76012,269,315,0.71289,0.80736
1999,Thuringa,East,A Bit Too Small,0.13878,47,322,0.10096,0.17660
1999,Thuringa,East,Just Right,0.78332,275,322,0.73825,0.82839
2000,Schleswig-Holstein,West,A Bit Too Small,0.13057,49,396,0.09734,0.16380
2000,Schleswig-Holstein,West,Just Right,0.75296,309,396,0.71043,0.79549
2000,Schleswig-Holstein,West,A Bit Too Large,0.10152,38,396,0.07174,0.13131
2000,Hamburg,West,A Bit Too Small,0.23022,47,169,0.16656,0.29388
2000,Hamburg,West,Just Right,0.64489,122,169,0.57253,0.71726
2000,Lower Saxony,West,A Bit Too Small,0.12482,128,1046,0.10478,0.14486
2000,Lower Saxony,West,Just Right,0.70990,777,1046,0.68238,0.73741
2000,Lower Saxony,West,A Bit Too Large,0.12683,141,1046,0.10665,0.14701
2000,Bremen,West,Just Right,0.74829,86,86,0.65602,0.84055
2000,North Rhine-Westphalia,West,Much Too Small,0.01774,57,2722,0.01278,0.02270
2000,North Rhine-Westphalia,West,A Bit Too Small,0.13740,391,2722,0.12447,0.15034
2000,North Rhine-Westphalia,West,Just Right,0.72846,2023,2722,0.71174,0.74517
2000,North Rhine-Westphalia,West,A Bit Too Large,0.09693,251,2722,0.08581,0.10804
2000,Hesse,West,A Bit Too Small,0.14181,140,864,0.11854,0.16509
2000,Hesse,West,Just Right,0.73615,650,864,0.70674,0.76555
2000,Hesse,West,A Bit Too Large,0.07878,74,864,0.06080,0.09675
2000,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.14097,112,756,0.11615,0.16580
2000,"Rhineland-Palatinate, Saarland",West,Just Right,0.70026,556,756,0.66758,0.73294
2000,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.12468,88,756,0.10112,0.14825
2000,Baden-Wuerttemberg,West,Much Too Small,0.01696,32,1517,0.01046,0.02346
2000,Baden-Wuerttemberg,West,A Bit Too Small,0.12844,222,1517,0.11160,0.14529
2000,Baden-Wuerttemberg,West,Just Right,0.76288,1154,1517,0.74147,0.78429
2000,Baden-Wuerttemberg,West,A Bit Too Large,0.07564,109,1517,0.06233,0.08895
2000,Bavaria,West,Much Too Small,0.02334,40,1788,0.01634,0.03034
2000,Bavaria,West,A Bit Too Small,0.11406,212,1788,0.09932,0.12880
2000,Bavaria,West,Just Right,0.75406,1380,1788,0.73409,0.77403
2000,Bavaria,West,A Bit Too Large,0.09356,156,1788,0.08006,0.10706
2000,Berlin,West,A Bit Too Small,0.25210,65,255,0.19870,0.30550
2000,Berlin,West,Just Right,0.66337,190,255,0.60526,0.72149
2000,Berlin,East,A Bit Too Small,0.22416,52,200,0.16622,0.28210
2000,Berlin,East,Just Right,0.63042,148,200,0.56336,0.69749
2000,Brandenburg,East,A Bit Too Small,0.13787,74,519,0.10818,0.16756
2000,Brandenburg,East,Just Right,0.75380,411,519,0.71670,0.79090
2000,Brandenburg,East,A Bit Too Large,0.07185,34,519,0.04961,0.09409
2000,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.13779,48,279,0.09727,0.17830
2000,Mecklenburg-Western Pomerania,East,Just Right,0.73991,231,279,0.68834,0.79148
2000,Saxony,East,A Bit Too Small,0.12075,123,904,0.09950,0.14200
2000,Saxony,East,Just Right,0.75972,694,904,0.73186,0.78759
2000,Saxony,East,A Bit Too Large,0.09506,87,904,0.07593,0.11419
2000,Saxony-Anhalt,East,A Bit Too Small,0.10860,61,528,0.08203,0.13516
2000,Saxony-Anhalt,East,Just Right,0.76700,413,528,0.73090,0.80309
2000,Saxony-Anhalt,East,A Bit Too Large,0.10927,54,528,0.08264,0.13591
2000,Thuringa,East,A Bit Too Small,0.10354,64,527,0.07750,0.12957
2000,Thuringa,East,Just Right,0.80835,417,527,0.77471,0.84199
2000,Thuringa,East,A Bit Too Large,0.07387,46,527,0.05152,0.09622
2001,Schleswig-Holstein,West,A Bit Too Small,0.11399,42,331,0.07970,0.14828
2001,Schleswig-Holstein,West,Just Right,0.79155,289,331,0.74772,0.83538
2001,Hamburg,West,A Bit Too Small,0.23486,45,160,0.16897,0.30075
2001,Hamburg,West,Just Right,0.61593,115,160,0.54033,0.69153
2001,Lower Saxony,West,A Bit Too Small,0.12751,124,921,0.10596,0.14907
2001,Lower Saxony,West,Just Right,0.68484,670,921,0.65482,0.71486
2001,Lower Saxony,West,A Bit Too Large,0.14520,127,921,0.12243,0.16797
2001,Bremen,West,Just Right,0.68851,70,70,0.57923,0.79778
2001,North Rhine-Westphalia,West,Much Too Small,0.02113,52,2452,0.01544,0.02683
2001,North Rhine-Westphalia,West,A Bit Too Small,0.12525,324,2452,0.11215,0.13836
2001,North Rhine-Westphalia,West,Just Right,0.74192,1848,2452,0.72460,0.75925
2001,North Rhine-Westphalia,West,A Bit Too Large,0.09747,228,2452,0.08573,0.10921
2001,Hesse,West,A Bit Too Small,0.13598,118,750,0.11143,0.16053
2001,Hesse,West,Just Right,0.73712,557,750,0.70559,0.76864
2001,Hesse,West,A Bit Too Large,0.09517,75,750,0.07415,0.11618
2001,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11251,89,691,0.08893,0.13609
2001,"Rhineland-Palatinate, Saarland",West,Just Right,0.71214,514,691,0.67836,0.74592
2001,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.13055,88,691,0.10541,0.15569
2001,Baden-Wuerttemberg,West,A Bit Too Small,0.15278,222,1324,0.13339,0.17216
2001,Baden-Wuerttemberg,West,Just Right,0.73992,1004,1324,0.71628,0.76356
2001,Baden-Wuerttemberg,West,A Bit Too Large,0.07929,98,1324,0.06473,0.09385
2001,Bavaria,West,A Bit Too Small,0.12800,208,1570,0.11146,0.14453
2001,Bavaria,West,Just Right,0.75522,1227,1570,0.73394,0.77649
2001,Bavaria,West,A Bit Too Large,0.08921,135,1570,0.07511,0.10332
2001,Berlin,West,A Bit Too Small,0.21858,56,243,0.16651,0.27065
2001,Berlin,West,Just Right,0.68432,187,243,0.62576,0.74288
2001,Berlin,East,A Bit Too Small,0.24399,53,187,0.18227,0.30571
2001,Berlin,East,Just Right,0.63325,134,187,0.56399,0.70251
2001,Brandenburg,East,A Bit Too Small,0.11463,63,481,0.08613,0.14313
2001,Brandenburg,East,Just Right,0.75789,378,481,0.71956,0.79621
2001,Brandenburg,East,A Bit Too Large,0.08812,40,481,0.06276,0.11348
2001,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.10480,34,259,0.06743,0.14218
2001,Mecklenburg-Western Pomerania,East,Just Right,0.78893,225,259,0.73914,0.83872
2001,Saxony,East,A Bit Too Small,0.11497,101,837,0.09335,0.13660
2001,Saxony,East,Just Right,0.78233,672,837,0.75435,0.81030
2001,Saxony,East,A Bit Too Large,0.08577,64,837,0.06679,0.10475
2001,Saxony-Anhalt,East,A Bit Too Small,0.10815,57,496,0.08079,0.13551
2001,Saxony-Anhalt,East,Just Right,0.74275,378,496,0.70424,0.78126
2001,Saxony-Anhalt,East,A Bit Too Large,0.13137,61,496,0.10161,0.16113
2001,Thuringa,East,A Bit Too Small,0.09840,57,487,0.07191,0.12488
2001,Thuringa,East,Just Right,0.81163,391,487,0.77687,0.84640
2001,Thuringa,East,A Bit Too Large,0.07929,39,487,0.05527,0.10331
2002,Schleswig-Holstein,West,A Bit Too Small,0.12347,52,385,0.09056,0.15637
2002,Schleswig-Holstein,West,Just Right,0.73848,291,385,0.69452,0.78243
2002,Schleswig-Holstein,West,A Bit Too Large,0.11134,42,385,0.07988,0.14280
2002,Hamburg,West,A Bit Too Small,0.22703,50,178,0.16531,0.28874
2002,Hamburg,West,Just Right,0.64065,128,178,0.56996,0.71133
2002,Lower Saxony,West,A Bit Too Small,0.14433,136,982,0.12234,0.16632
2002,Lower Saxony,West,Just Right,0.65120,702,982,0.62138,0.68102
2002,Lower Saxony,West,A Bit Too Large,0.15882,144,982,0.13595,0.18169
2002,Bremen,West,Just Right,0.73926,79,79,0.64183,0.83670
2002,North Rhine-Westphalia,West,Much Too Small,0.02217,59,2587,0.01649,0.02784
2002,North Rhine-Westphalia,West,A Bit Too Small,0.12950,347,2587,0.11656,0.14244
2002,North Rhine-Westphalia,West,Just Right,0.71699,1874,2587,0.69963,0.73435
2002,North Rhine-Westphalia,West,A Bit Too Large,0.11202,267,2587,0.09986,0.12417
2002,North Rhine-Westphalia,West,Much Too Large,0.01617,40,2587,0.01131,0.02103
2002,Hesse,West,A Bit Too Small,0.14700,147,825,0.12282,0.17118
2002,Hesse,West,Just Right,0.68168,573,825,0.64988,0.71349
2002,Hesse,West,A Bit Too Large,0.12115,105,825,0.09887,0.14343
2002,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11480,80,697,0.09112,0.13849
2002,"Rhineland-Palatinate, Saarland",West,Just Right,0.67296,508,697,0.63810,0.70781
2002,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.15718,109,697,0.13014,0.18423
2002,Baden-Wuerttemberg,West,Much Too Small,0.02064,37,1437,0.01328,0.02799
2002,Baden-Wuerttemberg,West,A Bit Too Small,0.14795,225,1437,0.12959,0.16631
2002,Baden-Wuerttemberg,West,Just Right,0.72096,1033,1437,0.69776,0.74416
2002,Baden-Wuerttemberg,West,A Bit Too Large,0.10041,142,1437,0.08486,0.11595
2002,Bavaria,West,Much Too Small,0.02080,37,1699,0.01401,0.02759
2002,Bavaria,West,A Bit Too Small,0.13753,250,1699,0.12115,0.15392
2002,Bavaria,West,Just Right,0.72119,1233,1699,0.69986,0.74252
2002,Bavaria,West,A Bit Too Large,0.10594,179,1699,0.09131,0.12058
2002,Berlin,West,A Bit Too Small,0.20090,55,250,0.15113,0.25066
2002,Berlin,West,Just Right,0.68765,195,250,0.63009,0.74522
2002,Berlin,East,A Bit Too Small,0.22247,51,195,0.16395,0.28100
2002,Berlin,East,Just Right,0.66868,144,195,0.60245,0.73492
2002,Brandenburg,East,A Bit Too Small,0.13947,70,489,0.10873,0.17021
2002,Brandenburg,East,Just Right,0.74995,376,489,0.71153,0.78837
2002,Brandenburg,East,A Bit Too Large,0.09164,43,489,0.06604,0.11724
2002,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.11444,35,249,0.07481,0.15406
2002,Mecklenburg-Western Pomerania,East,Just Right,0.78726,214,249,0.73633,0.83820
2002,Saxony,East,A Bit Too Small,0.10189,90,822,0.08120,0.12258
2002,Saxony,East,Just Right,0.76368,654,822,0.73462,0.79274
2002,Saxony,East,A Bit Too Large,0.09755,78,822,0.07725,0.11785
2002,Saxony-Anhalt,East,A Bit Too Small,0.11267,55,497,0.08484,0.14050
2002,Saxony-Anhalt,East,Just Right,0.76731,391,497,0.73012,0.80449
2002,Saxony-Anhalt,East,A Bit Too Large,0.10601,51,497,0.07892,0.13311
2002,Thuringa,East,A Bit Too Small,0.07822,54,488,0.05437,0.10207
2002,Thuringa,East,Just Right,0.83240,394,488,0.79923,0.86558
2002,Thuringa,East,A Bit Too Large,0.07781,40,488,0.05401,0.10160
2003,Schleswig-Holstein,West,A Bit Too Small,0.12430,43,362,0.09027,0.15834
2003,Schleswig-Holstein,West,Just Right,0.76614,282,362,0.72247,0.80980
2003,Schleswig-Holstein,West,A Bit Too Large,0.08238,37,362,0.05402,0.11074
2003,Hamburg,West,A Bit Too Small,0.22489,45,158,0.15958,0.29020
2003,Hamburg,West,Just Right,0.59486,113,158,0.51807,0.67166
2003,Lower Saxony,West,A Bit Too Small,0.13572,119,947,0.11389,0.15754
2003,Lower Saxony,West,Just Right,0.66135,686,947,0.63119,0.69150
2003,Lower Saxony,West,A Bit Too Large,0.16569,142,947,0.14200,0.18939
2003,Bremen,West,Just Right,0.63291,68,68,0.51749,0.74833
2003,North Rhine-Westphalia,West,Much Too Small,0.01976,47,2497,0.01430,0.02522
2003,North Rhine-Westphalia,West,A Bit Too Small,0.13414,346,2497,0.12077,0.14751
2003,North Rhine-Westphalia,West,Just Right,0.71746,1805,2497,0.69980,0.73512
2003,North Rhine-Westphalia,West,A Bit Too Large,0.10929,260,2497,0.09705,0.12154
2003,North Rhine-Westphalia,West,Much Too Large,0.01626,39,2497,0.01130,0.02122
2003,Hesse,West,A Bit Too Small,0.16740,146,777,0.14113,0.19367
2003,Hesse,West,Just Right,0.67849,533,777,0.64562,0.71135
2003,Hesse,West,A Bit Too Large,0.12149,98,777,0.09850,0.14447
2003,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11223,77,692,0.08869,0.13576
2003,"Rhineland-Palatinate, Saarland",West,Just Right,0.68303,504,692,0.64833,0.71772
2003,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.15423,111,692,0.12730,0.18116
2003,Baden-Wuerttemberg,West,Much Too Small,0.02259,32,1389,0.01477,0.03041
2003,Baden-Wuerttemberg,West,A Bit Too Small,0.15768,217,1389,0.13851,0.17686
2003,Baden-Wuerttemberg,West,Just Right,0.71203,1002,1389,0.68821,0.73585
2003,Baden-Wuerttemberg,West,A Bit Too Large,0.10228,138,1389,0.08634,0.11822
2003,Bavaria,West,Much Too Small,0.02071,32,1628,0.01379,0.02763
2003,Bavaria,West,A Bit Too Small,0.14209,241,1628,0.12513,0.15906
2003,Bavaria,West,Just Right,0.71973,1184,1628,0.69791,0.74156
2003,Bavaria,West,A Bit Too Large,0.10218,171,1628,0.08746,0.11690
2003,Berlin,West,A Bit Too Small,0.21409,59,246,0.16273,0.26546
2003,Berlin,West,Just Right,0.66565,187,246,0.60658,0.72473
2003,Berlin,East,A Bit Too Small,0.20641,45,188,0.14840,0.26442
2003,Berlin,East,Just Right,0.67548,143,188,0.60837,0.74258
2003,Brandenburg,East,A Bit Too Small,0.15223,75,488,0.12032,0.18414
2003,Brandenburg,East,Just Right,0.73390,365,488,0.69465,0.77315
2003,Brandenburg,East,A Bit Too Large,0.09232,48,488,0.06661,0.11803
2003,Mecklenburg-Western Pomerania,East,Just Right,0.81264,222,222,0.76119,0.86408
2003,Saxony,East,A Bit Too Small,0.11693,94,826,0.09500,0.13885
2003,Saxony,East,Just Right,0.78943,664,826,0.76161,0.81725
2003,Saxony,East,A Bit Too Large,0.07538,68,826,0.05737,0.09340
2003,Saxony-Anhalt,East,A Bit Too Small,0.11666,55,481,0.08794,0.14538
2003,Saxony-Anhalt,East,Just Right,0.75907,374,481,0.72081,0.79732
2003,Saxony-Anhalt,East,A Bit Too Large,0.10599,52,481,0.07845,0.13352
2003,Thuringa,East,A Bit Too Small,0.10153,52,472,0.07426,0.12881
2003,Thuringa,East,Just Right,0.78028,375,472,0.74289,0.81767
2003,Thuringa,East,A Bit Too Large,0.10000,45,472,0.07291,0.12709
2004,Schleswig-Holstein,West,A Bit Too Small,0.12254,44,326,0.08689,0.15819
2004,Schleswig-Holstein,West,Just Right,0.76885,282,326,0.72301,0.81468
2004,Hamburg,West,A Bit Too Small,0.20004,40,158,0.13746,0.26261
2004,Hamburg,West,Just Right,0.64949,118,158,0.57485,0.72412
2004,Lower Saxony,West,A Bit Too Small,0.11719,99,948,0.09671,0.13768
2004,Lower Saxony,West,Just Right,0.68368,712,948,0.65406,0.71330
2004,Lower Saxony,West,A Bit Too Large,0.15515,137,948,0.13209,0.17821
2004,Bremen,West,Just Right,0.71871,70,70,0.61262,0.82480
2004,North Rhine-Westphalia,West,Much Too Small,0.01567,34,2392,0.01069,0.02064
