year,bula_h,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Hamburg,West,A Bit Too Small,0.14583,69,321,0.10716,0.18450
2018,Hamburg,West,Just Right,0.74241,252,321,0.69449,0.79032
2018,Lower Saxony,West,Much Too Small,0.01250,72,1792,0.00735,0.01764
2018,Lower Saxony,West,A Bit Too Small,0.08279,216,1792,0.07003,0.09555
2018,Lower Saxony,West,Just Right,0.65812,1198,1792,0.63615,0.68009
2018,Lower Saxony,West,A Bit Too Large,0.18735,253,1792,0.16928,0.20542
2018,Lower Saxony,West,Much Too Large,0.05121,53,1792,0.04100,0.06142
2018,Bremen,West,A Bit Too Small,0.12032,42,156,0.06910,0.17153
2018,Bremen,West,Just Right,0.70483,114,156,0.63302,0.77664
2018,North Rhine-Westphalia,West,Much Too Small,0.01430,159,3762,0.01051,0.01810
2018,North Rhine-Westphalia,West,A Bit Too Small,0.09748,530,3762,0.08800,0.10696
2018,North Rhine-Westphalia,West,Just Right,0.72009,2638,3762,0.70574,0.73444
2018,North Rhine-Westphalia,West,A Bit Too Large,0.14496,380,3762,0.13371,0.15621
2018,North Rhine-Westphalia,West,Much Too Large,0.02142,55,3762,0.01680,0.02605
2018,Hesse,West,Much Too Small,0.03087,73,1207,0.02111,0.04064
2018,Hesse,West,A Bit Too Small,0.10773,227,1207,0.09023,0.12523
2018,Hesse,West,Just Right,0.67883,758,1207,0.65248,0.70518
2018,Hesse,West,A Bit Too Large,0.15767,149,1207,0.13711,0.17824
2018,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.00395,39,1048,0.00015,0.00775
2018,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.11640,150,1048,0.09698,0.13583
2018,"Rhineland-Palatinate, Saarland",West,Just Right,0.69236,735,1048,0.66441,0.72032
2018,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16110,124,1048,0.13883,0.18337
2018,Baden-Wuerttemberg,West,Much Too Small,0.01954,84,1866,0.01325,0.02582
2018,Baden-Wuerttemberg,West,A Bit Too Small,0.09635,294,1866,0.08296,0.10974
2018,Baden-Wuerttemberg,West,Just Right,0.72292,1269,1866,0.70261,0.74323
2018,Baden-Wuerttemberg,West,A Bit Too Large,0.14491,219,1866,0.12894,0.16089
2018,Bavaria,West,Much Too Small,0.01969,82,2607,0.01435,0.02502
2018,Bavaria,West,A Bit Too Small,0.12499,407,2607,0.11229,0.13769
2018,Bavaria,West,Just Right,0.67550,1792,2607,0.65753,0.69348
2018,Bavaria,West,A Bit Too Large,0.15427,326,2607,0.14040,0.16814
2018,Berlin,West,A Bit Too Small,0.20790,112,451,0.17041,0.24540
2018,Berlin,West,Just Right,0.65898,299,451,0.61518,0.70278
2018,Berlin,West,A Bit Too Large,0.09506,40,451,0.06796,0.12216
2018,Berlin,East,A Bit Too Small,0.16912,60,269,0.12424,0.21400
2018,Berlin,East,Just Right,0.75268,209,269,0.70102,0.80434
2018,Brandenburg,East,A Bit Too Small,0.10933,106,699,0.08618,0.13248
2018,Brandenburg,East,Just Right,0.74519,522,699,0.71286,0.77752
2018,Brandenburg,East,A Bit Too Large,0.11905,71,699,0.09503,0.14308
2018,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.15230,68,400,0.11704,0.18755
2018,Mecklenburg-Western Pomerania,East,Just Right,0.73183,297,400,0.68836,0.77530
2018,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.09466,35,400,0.06593,0.12338
2018,Saxony,East,A Bit Too Small,0.12303,146,1029,0.10295,0.14311
2018,Saxony,East,Just Right,0.75207,799,1029,0.72568,0.77847
2018,Saxony,East,A Bit Too Large,0.11118,84,1029,0.09197,0.13040
2018,Saxony-Anhalt,East,A Bit Too Small,0.08091,86,596,0.05900,0.10283
2018,Saxony-Anhalt,East,Just Right,0.76097,454,596,0.72670,0.79524
2018,Saxony-Anhalt,East,A Bit Too Large,0.12314,56,596,0.09674,0.14954
2018,Thuringa,East,A Bit Too Small,0.08686,78,619,0.06466,0.10906
2018,Thuringa,East,Just Right,0.77499,480,619,0.74207,0.80791
2018,Thuringa,East,A Bit Too Large,0.10482,61,619,0.08067,0.12897
2019,Schleswig-Holstein,West,Much Too Small,0.01289,33,703,0.00455,0.02124
2019,Schleswig-Holstein,West,A Bit Too Small,0.12043,95,703,0.09635,0.14450
2019,Schleswig-Holstein,West,Just Right,0.67746,498,703,0.64288,0.71204
2019,Schleswig-Holstein,West,A Bit Too Large,0.15711,77,703,0.13019,0.18403
2019,Hamburg,West,A Bit Too Small,0.10084,58,370,0.07011,0.13156
2019,Hamburg,West,Just Right,0.75791,279,370,0.71421,0.80162
2019,Hamburg,West,A Bit Too Large,0.09148,33,370,0.06206,0.12089
2019,Lower Saxony,West,Much Too Small,0.00892,43,1770,0.00454,0.01330
2019,Lower Saxony,West,A Bit Too Small,0.09676,218,1770,0.08298,0.11053
2019,Lower Saxony,West,Just Right,0.68656,1219,1770,0.66494,0.70817
2019,Lower Saxony,West,A Bit Too Large,0.16657,238,1770,0.14921,0.18393
2019,Lower Saxony,West,Much Too Large,0.04104,52,1770,0.03180,0.05029
2019,Bremen,West,A Bit Too Small,0.12816,40,149,0.07431,0.18201
2019,Bremen,West,Just Right,0.66204,109,149,0.58584,0.73825
2019,North Rhine-Westphalia,West,Much Too Small,0.01397,161,3872,0.01027,0.01767
2019,North Rhine-Westphalia,West,A Bit Too Small,0.09888,496,3872,0.08947,0.10828
2019,North Rhine-Westphalia,West,Just Right,0.72292,2694,3872,0.70882,0.73702
2019,North Rhine-Westphalia,West,A Bit Too Large,0.13368,430,3872,0.12296,0.14440
2019,North Rhine-Westphalia,West,Much Too Large,0.03012,91,3872,0.02473,0.03550
2019,Hesse,West,Much Too Small,0.01534,57,1262,0.00856,0.02213
2019,Hesse,West,A Bit Too Small,0.10502,190,1262,0.08810,0.12194
2019,Hesse,West,Just Right,0.68974,854,1262,0.66420,0.71527
2019,Hesse,West,A Bit Too Large,0.16677,161,1262,0.14619,0.18734
2019,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.01008,35,1027,0.00397,0.01619
2019,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08898,138,1027,0.07155,0.10640
2019,"Rhineland-Palatinate, Saarland",West,Just Right,0.69995,724,1027,0.67191,0.72799
2019,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16596,130,1027,0.14319,0.18872
2019,Baden-Wuerttemberg,West,Much Too Small,0.01489,94,1945,0.00951,0.02028
2019,Baden-Wuerttemberg,West,A Bit Too Small,0.11092,261,1945,0.09696,0.12488
2019,Baden-Wuerttemberg,West,Just Right,0.70475,1299,1945,0.68447,0.72503
2019,Baden-Wuerttemberg,West,A Bit Too Large,0.14270,255,1945,0.12715,0.15825
2019,Baden-Wuerttemberg,West,Much Too Large,0.02347,36,1945,0.01674,0.03020
2019,Bavaria,West,Much Too Small,0.02035,84,2784,0.01510,0.02559
2019,Bavaria,West,A Bit Too Small,0.10456,363,2784,0.09319,0.11593
2019,Bavaria,West,Just Right,0.69806,1914,2784,0.68100,0.71512
2019,Bavaria,West,A Bit Too Large,0.15328,377,2784,0.13990,0.16667
2019,Bavaria,West,Much Too Large,0.02321,46,2784,0.01761,0.02880
2019,Berlin,West,A Bit Too Small,0.22475,102,438,0.18561,0.26389
2019,Berlin,West,Just Right,0.61934,288,438,0.57382,0.66487
2019,Berlin,West,A Bit Too Large,0.13279,48,438,0.10097,0.16461
2019,Berlin,East,A Bit Too Small,0.17141,55,293,0.12819,0.21464
2019,Berlin,East,Just Right,0.73798,207,293,0.68755,0.78842
2019,Berlin,East,A Bit Too Large,0.07388,31,293,0.04388,0.10388
2019,Brandenburg,East,A Bit Too Small,0.08785,98,768,0.06782,0.10789
2019,Brandenburg,East,Just Right,0.78607,587,768,0.75705,0.81509
2019,Brandenburg,East,A Bit Too Large,0.10450,83,768,0.08285,0.12615
2019,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.11899,60,420,0.08799,0.15000
2019,Mecklenburg-Western Pomerania,East,Just Right,0.74084,312,420,0.69888,0.78279
2019,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.11963,48,420,0.08855,0.15070
2019,Saxony,East,A Bit Too Small,0.13346,147,1068,0.11306,0.15387
2019,Saxony,East,Just Right,0.73637,797,1068,0.70993,0.76280
2019,Saxony,East,A Bit Too Large,0.11713,124,1068,0.09784,0.13643
2019,Saxony-Anhalt,East,A Bit Too Small,0.11276,102,603,0.08749,0.13802
2019,Saxony-Anhalt,East,Just Right,0.71402,427,603,0.67792,0.75012
2019,Saxony-Anhalt,East,A Bit Too Large,0.15688,74,603,0.12783,0.18594
2019,Thuringa,East,A Bit Too Small,0.09365,67,622,0.07074,0.11657
2019,Thuringa,East,Just Right,0.77205,478,622,0.73905,0.80505
2019,Thuringa,East,A Bit Too Large,0.11318,77,622,0.08827,0.13810
2020,Schleswig-Holstein,West,Much Too Small,0.00555,49,674,-0.00006,0.01116
2020,Schleswig-Holstein,West,A Bit Too Small,0.10613,78,674,0.08286,0.12940
2020,Schleswig-Holstein,West,Just Right,0.66136,471,674,0.62561,0.69712
2020,Schleswig-Holstein,West,A Bit Too Large,0.18164,76,674,0.15252,0.21077
2020,Hamburg,West,A Bit Too Small,0.12461,72,385,0.09158,0.15765
2020,Hamburg,West,Just Right,0.75068,313,385,0.70741,0.79395
2020,Lower Saxony,West,Much Too Small,0.00751,67,1810,0.00353,0.01149
2020,Lower Saxony,West,A Bit Too Small,0.09376,238,1810,0.08032,0.10719
2020,Lower Saxony,West,Just Right,0.66195,1214,1810,0.64015,0.68375
2020,Lower Saxony,West,A Bit Too Large,0.18941,243,1810,0.17135,0.20746
2020,Lower Saxony,West,Much Too Large,0.04296,48,1810,0.03361,0.05230
2020,Bremen,West,A Bit Too Small,0.22946,43,189,0.16936,0.28957
2020,Bremen,West,Just Right,0.59263,146,189,0.52239,0.66286
2020,North Rhine-Westphalia,West,Much Too Small,0.01488,223,4351,0.01128,0.01848
2020,North Rhine-Westphalia,West,A Bit Too Small,0.10352,681,4351,0.09447,0.11258
2020,North Rhine-Westphalia,West,Just Right,0.71117,2956,4351,0.69770,0.72464
2020,North Rhine-Westphalia,West,A Bit Too Large,0.13369,410,4351,0.12358,0.14380
2020,North Rhine-Westphalia,West,Much Too Large,0.03501,81,4351,0.02955,0.04047
2020,Hesse,West,Much Too Small,0.02142,55,1346,0.01368,0.02916
2020,Hesse,West,A Bit Too Small,0.13115,234,1346,0.11311,0.14919
2020,Hesse,West,Just Right,0.66156,871,1346,0.63627,0.68684
2020,Hesse,West,A Bit Too Large,0.15545,155,1346,0.13608,0.17481
2020,Hesse,West,Much Too Large,0.02768,31,1346,0.01892,0.03645
2020,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.00387,47,1022,0.00006,0.00768
2020,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10034,133,1022,0.08191,0.11877
2020,"Rhineland-Palatinate, Saarland",West,Just Right,0.67850,711,1022,0.64985,0.70715
2020,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.15797,131,1022,0.13560,0.18034
2020,Baden-Wuerttemberg,West,Much Too Small,0.01077,75,1963,0.00620,0.01533
2020,Baden-Wuerttemberg,West,A Bit Too Small,0.12826,306,1963,0.11347,0.14306
2020,Baden-Wuerttemberg,West,Just Right,0.71034,1358,1963,0.69027,0.73042
2020,Baden-Wuerttemberg,West,A Bit Too Large,0.13007,224,1963,0.11519,0.14496
2020,Bavaria,West,Much Too Small,0.01690,110,2890,0.01220,0.02160
2020,Bavaria,West,A Bit Too Small,0.11572,438,2890,0.10406,0.12739
2020,Bavaria,West,Just Right,0.67784,1934,2890,0.66080,0.69488
2020,Bavaria,West,A Bit Too Large,0.15670,362,2890,0.14345,0.16996
2020,Bavaria,West,Much Too Large,0.02221,46,2890,0.01684,0.02759
2020,Berlin,West,Much Too Small,0.01984,34,650,0.00911,0.03057
2020,Berlin,West,A Bit Too Small,0.17415,147,650,0.14498,0.20333
2020,Berlin,West,Just Right,0.68878,420,650,0.65315,0.72440
2020,Berlin,West,A Bit Too Large,0.10357,49,650,0.08013,0.12701
2020,Berlin,East,A Bit Too Small,0.14785,73,354,0.11082,0.18488
2020,Berlin,East,Just Right,0.73313,250,354,0.68699,0.77928
2020,Berlin,East,A Bit Too Large,0.07512,31,354,0.04762,0.10261
2020,Brandenburg,East,A Bit Too Small,0.09296,94,720,0.07174,0.11419
2020,Brandenburg,East,Just Right,0.79365,555,720,0.76406,0.82323
2020,Brandenburg,East,A Bit Too Large,0.09934,71,720,0.07748,0.12121
2020,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.10914,40,358,0.07680,0.14149
2020,Mecklenburg-Western Pomerania,East,Just Right,0.77812,283,358,0.73502,0.82123
2020,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.09931,35,358,0.06828,0.13033
2020,Saxony,East,A Bit Too Small,0.14265,143,1045,0.12144,0.16386
2020,Saxony,East,Just Right,0.71260,796,1045,0.68514,0.74005
2020,Saxony,East,A Bit Too Large,0.12068,106,1045,0.10092,0.14044
2020,Saxony-Anhalt,East,A Bit Too Small,0.09909,87,595,0.07506,0.12312
2020,Saxony-Anhalt,East,Just Right,0.71444,436,595,0.67811,0.75076
2020,Saxony-Anhalt,East,A Bit Too Large,0.13485,72,595,0.10738,0.16232
2020,Thuringa,East,A Bit Too Small,0.10540,78,605,0.08091,0.12989
2020,Thuringa,East,Just Right,0.78347,457,605,0.75062,0.81631
2020,Thuringa,East,A Bit Too Large,0.09382,70,605,0.07056,0.11707
2021,Schleswig-Holstein,West,A Bit Too Small,0.09279,65,478,0.06675,0.11882
2021,Schleswig-Holstein,West,Just Right,0.68202,343,478,0.64023,0.72381
2021,Schleswig-Holstein,West,A Bit Too Large,0.16520,70,478,0.13188,0.19853
2021,Hamburg,West,A Bit Too Small,0.13251,49,273,0.09222,0.17280
2021,Hamburg,West,Just Right,0.74262,224,273,0.69066,0.79458
2021,Lower Saxony,West,Much Too Small,0.01044,39,1211,0.00471,0.01617
2021,Lower Saxony,West,A Bit Too Small,0.09143,152,1211,0.07519,0.10767
2021,Lower Saxony,West,Just Right,0.68087,809,1211,0.65460,0.70713
2021,Lower Saxony,West,A Bit Too Large,0.17051,166,1211,0.14932,0.19170
2021,Lower Saxony,West,Much Too Large,0.04673,45,1211,0.03484,0.05862
2021,Bremen,West,Just Right,0.75307,69,69,0.65058,0.85557
2021,North Rhine-Westphalia,West,Much Too Small,0.01121,100,2685,0.00723,0.01520
2021,North Rhine-Westphalia,West,A Bit Too Small,0.11314,380,2685,0.10115,0.12512
2021,North Rhine-Westphalia,West,Just Right,0.70182,1836,2685,0.68451,0.71913
2021,North Rhine-Westphalia,West,A Bit Too Large,0.14417,318,2685,0.13088,0.15746
2021,North Rhine-Westphalia,West,Much Too Large,0.02862,51,2685,0.02232,0.03493
2021,Hesse,West,Much Too Small,0.01576,38,844,0.00735,0.02416
2021,Hesse,West,A Bit Too Small,0.10904,136,844,0.08800,0.13009
2021,Hesse,West,Just Right,0.67810,551,844,0.64656,0.70964
2021,Hesse,West,A Bit Too Large,0.16960,119,844,0.14427,0.19494
2021,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08669,88,597,0.06410,0.10929
2021,"Rhineland-Palatinate, Saarland",West,Just Right,0.68164,422,597,0.64424,0.71904
2021,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.18619,87,597,0.15494,0.21745
2021,Baden-Wuerttemberg,West,Much Too Small,0.01524,40,1351,0.00870,0.02177
2021,Baden-Wuerttemberg,West,A Bit Too Small,0.09830,176,1351,0.08242,0.11418
2021,Baden-Wuerttemberg,West,Just Right,0.70405,910,1351,0.67969,0.72840
2021,Baden-Wuerttemberg,West,A Bit Too Large,0.15468,189,1351,0.13539,0.17397
2021,Baden-Wuerttemberg,West,Much Too Large,0.02423,36,1351,0.01603,0.03243
2021,Bavaria,West,Much Too Small,0.01372,41,1879,0.00846,0.01899
2021,Bavaria,West,A Bit Too Small,0.10830,263,1879,0.09424,0.12235
2021,Bavaria,West,Just Right,0.68075,1260,1879,0.65967,0.70184
2021,Bavaria,West,A Bit Too Large,0.16251,270,1879,0.14582,0.17920
2021,Bavaria,West,Much Too Large,0.03385,45,1879,0.02567,0.04203
2021,Berlin,West,A Bit Too Small,0.15664,88,383,0.12019,0.19309
2021,Berlin,West,Just Right,0.65885,247,383,0.61131,0.70639
2021,Berlin,West,A Bit Too Large,0.14409,48,383,0.10887,0.17931
2021,Berlin,East,A Bit Too Small,0.16777,47,199,0.11572,0.21982
2021,Berlin,East,Just Right,0.72140,152,199,0.65896,0.78385
2021,Brandenburg,East,A Bit Too Small,0.08033,45,457,0.05538,0.10528
2021,Brandenburg,East,Just Right,0.75247,340,457,0.71286,0.79208
2021,Brandenburg,East,A Bit Too Large,0.14003,72,457,0.10818,0.17188
2021,Mecklenburg-Western Pomerania,East,Just Right,0.74731,192,233,0.69139,0.80323
2021,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10680,41,233,0.06706,0.14654
2021,Saxony,East,A Bit Too Small,0.11001,99,743,0.08750,0.13253
2021,Saxony,East,Just Right,0.74096,566,743,0.70944,0.77249
2021,Saxony,East,A Bit Too Large,0.12227,78,743,0.09870,0.14584
2021,Saxony-Anhalt,East,A Bit Too Small,0.07809,53,381,0.05111,0.10507
2021,Saxony-Anhalt,East,Just Right,0.73102,277,381,0.68644,0.77561
2021,Saxony-Anhalt,East,A Bit Too Large,0.16866,51,381,0.13101,0.20630
2021,Thuringa,East,A Bit Too Small,0.09365,50,404,0.06521,0.12210
2021,Thuringa,East,Just Right,0.73351,304,404,0.69035,0.77668
2021,Thuringa,East,A Bit Too Large,0.14104,50,404,0.10706,0.17502
2022,Schleswig-Holstein,West,A Bit Too Small,0.11563,105,672,0.09143,0.13982
2022,Schleswig-Holstein,West,Just Right,0.65627,468,672,0.62033,0.69221
2022,Schleswig-Holstein,West,A Bit Too Large,0.18106,99,672,0.15192,0.21019
2022,Hamburg,West,A Bit Too Small,0.13561,90,448,0.10387,0.16735
2022,Hamburg,West,Just Right,0.74414,321,448,0.70369,0.78459
2022,Hamburg,West,A Bit Too Large,0.08778,37,448,0.06155,0.11402
2022,Lower Saxony,West,Much Too Small,0.00912,54,1776,0.00470,0.01355
2022,Lower Saxony,West,A Bit Too Small,0.10831,249,1776,0.09385,0.12277
2022,Lower Saxony,West,Just Right,0.63931,1151,1776,0.61697,0.66165
2022,Lower Saxony,West,A Bit Too Large,0.19691,276,1776,0.17841,0.21541
2022,Lower Saxony,West,Much Too Large,0.04306,46,1776,0.03361,0.05250
2022,Bremen,West,A Bit Too Small,0.25073,35,134,0.17707,0.32439
2022,Bremen,West,Just Right,0.59796,99,134,0.51463,0.68129
2022,North Rhine-Westphalia,West,Much Too Small,0.02197,163,4326,0.01760,0.02634
2022,North Rhine-Westphalia,West,A Bit Too Small,0.12747,720,4326,0.11753,0.13741
2022,North Rhine-Westphalia,West,Just Right,0.67246,2835,4326,0.65848,0.68645
2022,North Rhine-Westphalia,West,A Bit Too Large,0.14741,523,4326,0.13684,0.15798
2022,North Rhine-Westphalia,West,Much Too Large,0.02809,85,4326,0.02317,0.03302
2022,Hesse,West,Much Too Small,0.02216,48,1347,0.01430,0.03002
2022,Hesse,West,A Bit Too Small,0.13508,232,1347,0.11682,0.15334
2022,Hesse,West,Just Right,0.61987,850,1347,0.59394,0.64580
2022,Hesse,West,A Bit Too Large,0.18928,186,1347,0.16836,0.21021
2022,Hesse,West,Much Too Large,0.03361,31,1347,0.02398,0.04324
2022,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.01156,32,943,0.00473,0.01838
2022,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08486,133,943,0.06706,0.10265
2022,"Rhineland-Palatinate, Saarland",West,Just Right,0.67281,637,943,0.64285,0.70278
2022,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.17298,141,943,0.14882,0.19713
2022,Baden-Wuerttemberg,West,Much Too Small,0.02351,67,2383,0.01743,0.02960
2022,Baden-Wuerttemberg,West,A Bit Too Small,0.14515,412,2383,0.13100,0.15929
2022,Baden-Wuerttemberg,West,Just Right,0.64030,1530,2383,0.62103,0.65957
2022,Baden-Wuerttemberg,West,A Bit Too Large,0.16310,332,2383,0.14826,0.17794
2022,Baden-Wuerttemberg,West,Much Too Large,0.02773,42,2383,0.02114,0.03432
2022,Bavaria,West,Much Too Small,0.02170,86,3213,0.01666,0.02674
2022,Bavaria,West,A Bit Too Small,0.12328,534,3213,0.11191,0.13465
2022,Bavaria,West,Just Right,0.65692,2109,3213,0.64050,0.67333
2022,Bavaria,West,A Bit Too Large,0.16828,424,3213,0.15534,0.18122
2022,Bavaria,West,Much Too Large,0.02731,60,3213,0.02168,0.03295
2022,Berlin,West,Much Too Small,0.02280,39,684,0.01160,0.03399
2022,Berlin,West,A Bit Too Small,0.18654,171,684,0.15733,0.21576
2022,Berlin,West,Just Right,0.63272,411,684,0.59657,0.66888
2022,Berlin,West,A Bit Too Large,0.13900,63,684,0.11305,0.16494
2022,Berlin,East,A Bit Too Small,0.17965,136,468,0.14483,0.21446
2022,Berlin,East,Just Right,0.71715,332,468,0.67630,0.75800
2022,Brandenburg,East,A Bit Too Small,0.11973,125,736,0.09626,0.14320
2022,Brandenburg,East,Just Right,0.73244,521,736,0.70043,0.76444
2022,Brandenburg,East,A Bit Too Large,0.11112,90,736,0.08840,0.13384
2022,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.11579,61,420,0.08515,0.14643
2022,Mecklenburg-Western Pomerania,East,Just Right,0.71693,310,420,0.67379,0.76007
2022,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.14628,49,420,0.11244,0.18012
2022,Saxony,East,Much Too Small,0.01669,38,1329,0.00980,0.02358
2022,Saxony,East,A Bit Too Small,0.12661,199,1329,0.10872,0.14449
2022,Saxony,East,Just Right,0.71955,952,1329,0.69538,0.74371
2022,Saxony,East,A Bit Too Large,0.11923,140,1329,0.10180,0.13666
2022,Saxony-Anhalt,East,A Bit Too Small,0.13955,118,681,0.11350,0.16559
2022,Saxony-Anhalt,East,Just Right,0.66947,480,681,0.63411,0.70482
2022,Saxony-Anhalt,East,A Bit Too Large,0.15513,83,681,0.12792,0.18234
2022,Thuringa,East,A Bit Too Small,0.09270,87,581,0.06909,0.11630
2022,Thuringa,East,Just Right,0.72748,430,581,0.69125,0.76372
2022,Thuringa,East,A Bit Too Large,0.13048,64,581,0.10307,0.15789
