year,rentown,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Tenant,West,Just Right,0.71259,4306,6371,0.70147,0.72370
2012,Tenant,West,A Bit Too Large,0.08320,430,6371,0.07641,0.08998
2012,Tenant,West,Much Too Large,0.00986,50,6371,0.00743,0.01228
2012,Tenant,East,Much Too Small,0.01957,72,2319,0.01393,0.02521
2012,Tenant,East,A Bit Too Small,0.16048,438,2319,0.14554,0.17542
2012,Tenant,East,Just Right,0.73054,1652,2319,0.71248,0.74861
2012,Tenant,East,A Bit Too Large,0.08171,157,2319,0.07056,0.09286
2013,Owner,West,Much Too Small,0.00415,51,6368,0.00257,0.00573
2013,Owner,West,A Bit Too Small,0.06472,581,6368,0.05868,0.07077
2013,Owner,West,Just Right,0.68309,4473,6368,0.67166,0.69452
2013,Owner,West,A Bit Too Large,0.20389,1075,6368,0.19399,0.21378
2013,Owner,West,Much Too Large,0.04219,188,6368,0.03725,0.04712
2013,Owner,East,A Bit Too Small,0.07033,110,1305,0.05645,0.08421
2013,Owner,East,Just Right,0.73846,986,1305,0.71461,0.76231
2013,Owner,East,A Bit Too Large,0.16707,209,1305,0.14682,0.18732
2013,Tenant,West,Much Too Small,0.02787,364,7837,0.02423,0.03152
2013,Tenant,West,A Bit Too Small,0.17052,1725,7837,0.16219,0.17885
2013,Tenant,West,Just Right,0.71117,5233,7837,0.70114,0.72121
2013,Tenant,West,A Bit Too Large,0.08123,477,7837,0.07518,0.08728
2013,Tenant,West,Much Too Large,0.00750,38,7837,0.00559,0.00941
2013,Tenant,East,Much Too Small,0.01675,62,2306,0.01151,0.02199
2013,Tenant,East,A Bit Too Small,0.15931,435,2306,0.14437,0.17426
2013,Tenant,East,Just Right,0.74747,1672,2306,0.72973,0.76520
2013,Tenant,East,A Bit Too Large,0.06929,137,2306,0.05892,0.07966
2014,Owner,West,Much Too Small,0.00270,37,5809,0.00137,0.00404
2014,Owner,West,A Bit Too Small,0.06779,539,5809,0.06132,0.07425
2014,Owner,West,Just Right,0.66958,3993,5809,0.65748,0.68167
2014,Owner,West,A Bit Too Large,0.21312,1062,5809,0.20259,0.22365
2014,Owner,West,Much Too Large,0.04417,178,5809,0.03888,0.04945
2014,Owner,East,A Bit Too Small,0.07274,102,1203,0.05806,0.08742
2014,Owner,East,Just Right,0.71888,889,1203,0.69346,0.74429
2014,Owner,East,A Bit Too Large,0.18907,212,1203,0.16694,0.21121
2014,Tenant,West,Much Too Small,0.02949,301,6622,0.02541,0.03356
2014,Tenant,West,A Bit Too Small,0.17036,1399,6622,0.16130,0.17941
2014,Tenant,West,Just Right,0.69895,4438,6622,0.68790,0.71000
2014,Tenant,West,A Bit Too Large,0.09094,440,6622,0.08402,0.09787
2014,Tenant,West,Much Too Large,0.00854,44,6622,0.00632,0.01075
2014,Tenant,East,Much Too Small,0.02717,74,2134,0.02027,0.03407
2014,Tenant,East,A Bit Too Small,0.16864,400,2134,0.15275,0.18453
2014,Tenant,East,Just Right,0.72985,1526,2134,0.71101,0.74870
2014,Tenant,East,A Bit Too Large,0.06591,134,2134,0.05538,0.07644
2015,Owner,West,A Bit Too Small,0.06281,487,5512,0.05640,0.06921
2015,Owner,West,Just Right,0.67857,3871,5512,0.66624,0.69090
2015,Owner,West,A Bit Too Large,0.20543,972,5512,0.19476,0.21610
2015,Owner,West,Much Too Large,0.04659,182,5512,0.04103,0.05215
2015,Owner,East,A Bit Too Small,0.06418,92,1168,0.05012,0.07824
2015,Owner,East,Just Right,0.73728,871,1168,0.71203,0.76253
2015,Owner,East,A Bit Too Large,0.17734,205,1168,0.15542,0.19925
2015,Tenant,West,Much Too Small,0.03012,332,6935,0.02610,0.03415
2015,Tenant,West,A Bit Too Small,0.15920,1414,6935,0.15058,0.16781
2015,Tenant,West,Just Right,0.70621,4669,6935,0.69548,0.71693
2015,Tenant,West,A Bit Too Large,0.09608,476,6935,0.08914,0.10301
2015,Tenant,West,Much Too Large,0.00834,44,6935,0.00620,0.01048
2015,Tenant,East,Much Too Small,0.02825,81,2077,0.02112,0.03537
2015,Tenant,East,A Bit Too Small,0.15401,370,2077,0.13848,0.16954
2015,Tenant,East,Just Right,0.75008,1514,2077,0.73145,0.76870
2015,Tenant,East,A Bit Too Large,0.06489,112,2077,0.05429,0.07549
2016,Owner,West,A Bit Too Small,0.06577,443,5114,0.05897,0.07256
2016,Owner,West,Just Right,0.67567,3595,5114,0.66284,0.68850
2016,Owner,West,A Bit Too Large,0.20868,913,5114,0.19754,0.21981
2016,Owner,West,Much Too Large,0.04279,163,5114,0.03724,0.04834
2016,Owner,East,A Bit Too Small,0.06185,86,1126,0.04778,0.07593
2016,Owner,East,Just Right,0.73228,848,1126,0.70640,0.75815
2016,Owner,East,A Bit Too Large,0.18182,192,1126,0.15928,0.20436
2016,Tenant,West,Much Too Small,0.02528,249,6075,0.02134,0.02923
2016,Tenant,West,A Bit Too Small,0.15779,1160,6075,0.14863,0.16696
2016,Tenant,West,Just Right,0.71305,4211,6075,0.70168,0.72443
2016,Tenant,West,A Bit Too Large,0.09149,417,6075,0.08424,0.09874
2016,Tenant,West,Much Too Large,0.00964,38,6075,0.00718,0.01210
2016,Tenant,East,Much Too Small,0.02138,67,1910,0.01489,0.02786
2016,Tenant,East,A Bit Too Small,0.18174,358,1910,0.16444,0.19904
2016,Tenant,East,Just Right,0.71968,1356,1910,0.69953,0.73983
2016,Tenant,East,A Bit Too Large,0.07074,129,1910,0.05923,0.08224
2017,Owner,West,A Bit Too Small,0.06547,466,5719,0.05906,0.07188
2017,Owner,West,Just Right,0.67650,4014,5719,0.66438,0.68863
2017,Owner,West,A Bit Too Large,0.20381,1047,5719,0.19336,0.21425
2017,Owner,West,Much Too Large,0.04932,192,5719,0.04371,0.05494
2017,Owner,East,A Bit Too Small,0.05492,94,1274,0.04240,0.06743
2017,Owner,East,Just Right,0.73471,961,1274,0.71046,0.75896
2017,Owner,East,A Bit Too Large,0.18417,219,1274,0.16287,0.20546
2017,Tenant,West,Much Too Small,0.03204,486,7997,0.02818,0.03590
2017,Tenant,West,A Bit Too Small,0.14452,1528,7997,0.13681,0.15223
2017,Tenant,West,Just Right,0.72372,5437,7997,0.71392,0.73352
2017,Tenant,West,A Bit Too Large,0.08763,499,7997,0.08144,0.09383
2017,Tenant,West,Much Too Large,0.00852,47,7997,0.00650,0.01053
2017,Tenant,East,Much Too Small,0.02607,114,2394,0.01969,0.03246
2017,Tenant,East,A Bit Too Small,0.16715,459,2394,0.15220,0.18210
2017,Tenant,East,Just Right,0.74237,1688,2394,0.72485,0.75989
2017,Tenant,East,A Bit Too Large,0.05752,133,2394,0.04819,0.06685
2018,Owner,West,A Bit Too Small,0.06201,438,5471,0.05561,0.06840
2018,Owner,West,Just Right,0.68112,3855,5471,0.66877,0.69347
2018,Owner,West,A Bit Too Large,0.21105,1022,5471,0.20023,0.22186
2018,Owner,West,Much Too Large,0.03870,156,5471,0.03359,0.04381
2018,Owner,East,A Bit Too Small,0.05331,87,1226,0.04073,0.06589
2018,Owner,East,Just Right,0.75315,944,1226,0.72900,0.77729
2018,Owner,East,A Bit Too Large,0.17221,195,1226,0.15107,0.19335
2018,Tenant,West,Much Too Small,0.03154,584,8582,0.02784,0.03524
2018,Tenant,West,A Bit Too Small,0.15365,1713,8582,0.14602,0.16128
2018,Tenant,West,Just Right,0.71076,5658,8582,0.70117,0.72036
2018,Tenant,West,A Bit Too Large,0.09237,570,8582,0.08625,0.09850
2018,Tenant,West,Much Too Large,0.00907,57,8582,0.00706,0.01107
2018,Tenant,East,Much Too Small,0.02294,105,2513,0.01708,0.02879
2018,Tenant,East,A Bit Too Small,0.15396,457,2513,0.13985,0.16807
2018,Tenant,East,Just Right,0.75375,1817,2513,0.73690,0.77060
2018,Tenant,East,A Bit Too Large,0.06606,134,2513,0.05635,0.07578
2019,Owner,West,A Bit Too Small,0.05586,416,6292,0.05019,0.06154
2019,Owner,West,Just Right,0.68586,4415,6292,0.67439,0.69733
2019,Owner,West,A Bit Too Large,0.20919,1228,6292,0.19914,0.21925
2019,Owner,West,Much Too Large,0.04496,233,6292,0.03984,0.05008
2019,Owner,East,A Bit Too Small,0.06692,101,1544,0.05445,0.07939
2019,Owner,East,Just Right,0.72705,1118,1544,0.70482,0.74928
2019,Owner,East,A Bit Too Large,0.19698,294,1544,0.17713,0.21682
2019,Owner,East,Much Too Large,0.00757,31,1544,0.00325,0.01190
2019,Tenant,West,Much Too Small,0.02745,524,8134,0.02390,0.03100
2019,Tenant,West,A Bit Too Small,0.15523,1545,8134,0.14736,0.16310
2019,Tenant,West,Just Right,0.71568,5463,8134,0.70588,0.72549
2019,Tenant,West,A Bit Too Large,0.09068,533,8134,0.08444,0.09693
2019,Tenant,West,Much Too Large,0.01054,69,8134,0.00832,0.01275
2019,Tenant,East,Much Too Small,0.02002,86,2347,0.01436,0.02569
2019,Tenant,East,A Bit Too Small,0.14911,428,2347,0.13470,0.16353
2019,Tenant,East,Just Right,0.76057,1690,2347,0.74330,0.77783
2019,Tenant,East,A Bit Too Large,0.06761,143,2347,0.05745,0.07777
2020,Owner,West,A Bit Too Small,0.05910,379,5591,0.05292,0.06528
2020,Owner,West,Just Right,0.67143,3898,5591,0.65911,0.68374
2020,Owner,West,A Bit Too Large,0.21127,1101,5591,0.20057,0.22197
2020,Owner,West,Much Too Large,0.05092,213,5591,0.04516,0.05668
2020,Owner,East,A Bit Too Small,0.05468,79,1353,0.04256,0.06680
2020,Owner,East,Just Right,0.73781,979,1353,0.71436,0.76125
2020,Owner,East,A Bit Too Large,0.18406,256,1353,0.16340,0.20472
2020,Owner,East,Much Too Large,0.02045,39,1353,0.01290,0.02799
2020,Tenant,West,Much Too Small,0.02480,671,9823,0.02172,0.02787
2020,Tenant,West,A Bit Too Small,0.16844,1991,9823,0.16104,0.17584
2020,Tenant,West,Just Right,0.70562,6496,9823,0.69660,0.71463
2020,Tenant,West,A Bit Too Large,0.08759,597,9823,0.08200,0.09319
2020,Tenant,West,Much Too Large,0.00940,68,9823,0.00749,0.01131
2020,Tenant,East,Much Too Small,0.01567,99,2462,0.01077,0.02058
2020,Tenant,East,A Bit Too Small,0.15595,436,2462,0.14162,0.17029
2020,Tenant,East,Just Right,0.75404,1798,2462,0.73703,0.77106
2020,Tenant,East,A Bit Too Large,0.06190,129,2462,0.05238,0.07142
2021,Owner,West,A Bit Too Small,0.04856,244,4131,0.04201,0.05512
2021,Owner,West,Just Right,0.68079,2849,4131,0.66657,0.69500
2021,Owner,West,A Bit Too Large,0.21453,861,4131,0.20201,0.22705
2021,Owner,West,Much Too Large,0.05190,177,4131,0.04514,0.05867
2021,Owner,East,A Bit Too Small,0.04734,54,950,0.03383,0.06086
2021,Owner,East,Just Right,0.68961,654,950,0.66017,0.71905
2021,Owner,East,A Bit Too Large,0.22578,210,950,0.19918,0.25238
2021,Owner,East,Much Too Large,0.03368,32,950,0.02220,0.04515
2021,Tenant,West,Much Too Small,0.02126,335,5823,0.01755,0.02496
2021,Tenant,West,A Bit Too Small,0.16227,1173,5823,0.15280,0.17174
2021,Tenant,West,Just Right,0.70211,3821,5823,0.69037,0.71386
2021,Tenant,West,A Bit Too Large,0.10279,441,5823,0.09499,0.11059
2021,Tenant,West,Much Too Large,0.01012,53,5823,0.00755,0.01270
2021,Tenant,East,Much Too Small,0.02485,77,1627,0.01728,0.03241
2021,Tenant,East,A Bit Too Small,0.13121,268,1627,0.11480,0.14762
2021,Tenant,East,Just Right,0.76970,1176,1627,0.74924,0.79017
2021,Tenant,East,A Bit Too Large,0.07010,106,1627,0.05769,0.08252
2022,Owner,West,A Bit Too Small,0.07214,512,6286,0.06575,0.07854
2022,Owner,West,Just Right,0.64300,4212,6286,0.63116,0.65485
2022,Owner,West,A Bit Too Large,0.23122,1334,6286,0.22080,0.24164
2022,Owner,West,Much Too Large,0.04647,228,6286,0.04126,0.05167
2022,Owner,East,A Bit Too Small,0.06222,126,1539,0.05015,0.07429
2022,Owner,East,Just Right,0.67792,1082,1539,0.65457,0.70127
2022,Owner,East,A Bit Too Large,0.21140,288,1539,0.19099,0.23181
2022,Owner,East,Much Too Large,0.04475,43,1539,0.03442,0.05508
2022,Tenant,West,Much Too Small,0.03302,509,9721,0.02947,0.03657
2022,Tenant,West,A Bit Too Small,0.18195,2168,9721,0.17428,0.18962
2022,Tenant,West,Just Right,0.66583,6192,9721,0.65646,0.67521
2022,Tenant,West,A Bit Too Large,0.10095,760,9721,0.09496,0.10693
2022,Tenant,West,Much Too Large,0.01616,92,9721,0.01366,0.01867
2022,Tenant,East,Much Too Small,0.02353,113,2820,0.01794,0.02913
2022,Tenant,East,A Bit Too Small,0.16475,600,2820,0.15106,0.17845
2022,Tenant,East,Just Right,0.73629,1942,2820,0.72002,0.75256
2022,Tenant,East,A Bit Too Large,0.06914,165,2820,0.05978,0.07851
