year,regtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Rural regions,Owner,Just Right,0.70306,1491,2058,0.68331,0.72280
2008,Rural regions,Owner,A Bit Too Large,0.18654,361,2058,0.16971,0.20338
2008,Rural regions,Owner,Much Too Large,0.03767,67,2058,0.02944,0.04590
2008,Rural regions,Tenant,A Bit Too Small,0.14255,230,1524,0.12499,0.16010
2008,Rural regions,Tenant,Just Right,0.74738,1174,1524,0.72556,0.76921
2008,Rural regions,Tenant,A Bit Too Large,0.08681,120,1524,0.07267,0.10095
2009,Urban regions,Owner,A Bit Too Small,0.09416,268,3086,0.08385,0.10447
2009,Urban regions,Owner,Just Right,0.67709,2157,3086,0.66059,0.69359
2009,Urban regions,Owner,A Bit Too Large,0.18703,564,3086,0.17327,0.20079
2009,Urban regions,Owner,Much Too Large,0.03763,97,3086,0.03092,0.04435
2009,Urban regions,Tenant,Much Too Small,0.02690,89,3570,0.02159,0.03220
2009,Urban regions,Tenant,A Bit Too Small,0.18323,672,3570,0.17054,0.19592
2009,Urban regions,Tenant,Just Right,0.70838,2552,3570,0.69347,0.72329
2009,Urban regions,Tenant,A Bit Too Large,0.07259,257,3570,0.06408,0.08110
2009,Rural regions,Owner,A Bit Too Small,0.07372,131,1954,0.06213,0.08531
2009,Rural regions,Owner,Just Right,0.67317,1388,1954,0.65237,0.69398
2009,Rural regions,Owner,A Bit Too Large,0.20470,364,1954,0.18680,0.22259
2009,Rural regions,Owner,Much Too Large,0.04163,71,1954,0.03277,0.05049
2009,Rural regions,Tenant,Much Too Small,0.01953,38,1505,0.01254,0.02652
2009,Rural regions,Tenant,A Bit Too Small,0.15891,232,1505,0.14043,0.17739
2009,Rural regions,Tenant,Just Right,0.72462,1107,1505,0.70205,0.74720
2009,Rural regions,Tenant,A Bit Too Large,0.08776,128,1505,0.07346,0.10206
2010,Urban regions,Owner,A Bit Too Small,0.08853,427,3800,0.07950,0.09757
2010,Urban regions,Owner,Just Right,0.69182,2692,3800,0.67714,0.70651
2010,Urban regions,Owner,A Bit Too Large,0.17707,579,3800,0.16493,0.18921
2010,Urban regions,Owner,Much Too Large,0.03870,102,3800,0.03257,0.04483
2010,Urban regions,Tenant,Much Too Small,0.02201,266,5221,0.01803,0.02599
2010,Urban regions,Tenant,A Bit Too Small,0.18081,1297,5221,0.17037,0.19125
2010,Urban regions,Tenant,Just Right,0.70931,3356,5221,0.69699,0.72163
2010,Urban regions,Tenant,A Bit Too Large,0.07745,302,5221,0.07019,0.08470
2010,Rural regions,Owner,A Bit Too Small,0.07846,221,2471,0.06786,0.08907
2010,Rural regions,Owner,Just Right,0.66150,1772,2471,0.64283,0.68016
2010,Rural regions,Owner,A Bit Too Large,0.20346,401,2471,0.18758,0.21933
2010,Rural regions,Owner,Much Too Large,0.04464,77,2471,0.03650,0.05279
2010,Rural regions,Tenant,Much Too Small,0.01754,104,2197,0.01205,0.02303
2010,Rural regions,Tenant,A Bit Too Small,0.16621,489,2197,0.15064,0.18178
2010,Rural regions,Tenant,Just Right,0.70558,1442,2197,0.68652,0.72464
2010,Rural regions,Tenant,A Bit Too Large,0.09853,162,2197,0.08607,0.11100
2011,Urban regions,Owner,A Bit Too Small,0.08545,508,4592,0.07737,0.09354
2011,Urban regions,Owner,Just Right,0.68257,3200,4592,0.66911,0.69604
2011,Urban regions,Owner,A Bit Too Large,0.19370,768,4592,0.18227,0.20513
2011,Urban regions,Owner,Much Too Large,0.03363,116,4592,0.02842,0.03885
2011,Urban regions,Tenant,Much Too Small,0.02482,278,6104,0.02092,0.02873
2011,Urban regions,Tenant,A Bit Too Small,0.18167,1358,6104,0.17200,0.19135
2011,Urban regions,Tenant,Just Right,0.70970,4102,6104,0.69831,0.72109
2011,Urban regions,Tenant,A Bit Too Large,0.07551,366,6104,0.06888,0.08214
2011,Rural regions,Owner,A Bit Too Small,0.07220,280,3081,0.06306,0.08134
2011,Rural regions,Owner,Just Right,0.67506,2181,3081,0.65852,0.69160
2011,Rural regions,Owner,A Bit Too Large,0.20283,524,3081,0.18863,0.21703
2011,Rural regions,Owner,Much Too Large,0.04540,96,3081,0.03805,0.05276
2011,Rural regions,Tenant,Much Too Small,0.01463,95,2731,0.01013,0.01914
2011,Rural regions,Tenant,A Bit Too Small,0.15355,557,2731,0.14003,0.16708
2011,Rural regions,Tenant,Just Right,0.73067,1880,2731,0.71403,0.74731
2011,Rural regions,Tenant,A Bit Too Large,0.09522,199,2731,0.08421,0.10623
2012,Urban regions,Owner,A Bit Too Small,0.07082,432,4482,0.06331,0.07834
2012,Urban regions,Owner,Just Right,0.70098,3170,4482,0.68758,0.71439
2012,Urban regions,Owner,A Bit Too Large,0.18830,751,4482,0.17686,0.19975
2012,Urban regions,Owner,Much Too Large,0.03504,129,4482,0.02966,0.04043
2012,Urban regions,Tenant,Much Too Small,0.02457,223,5931,0.02063,0.02851
2012,Urban regions,Tenant,A Bit Too Small,0.17558,1271,5931,0.16590,0.18526
2012,Urban regions,Tenant,Just Right,0.71179,4016,5931,0.70026,0.72332
2012,Urban regions,Tenant,A Bit Too Large,0.07922,385,5931,0.07235,0.08610
2012,Urban regions,Tenant,Much Too Large,0.00838,36,5931,0.00606,0.01070
2012,Rural regions,Owner,A Bit Too Small,0.06681,246,3067,0.05798,0.07565
2012,Rural regions,Owner,Just Right,0.68039,2191,3067,0.66389,0.69690
2012,Rural regions,Owner,A Bit Too Large,0.20778,536,3067,0.19342,0.22214
2012,Rural regions,Owner,Much Too Large,0.04063,94,3067,0.03364,0.04762
2012,Rural regions,Tenant,Much Too Small,0.02681,96,2745,0.02076,0.03285
2012,Rural regions,Tenant,A Bit Too Small,0.13934,505,2745,0.12639,0.15230
2012,Rural regions,Tenant,Just Right,0.72858,1942,2745,0.71194,0.74522
2012,Rural regions,Tenant,A Bit Too Large,0.09215,202,2745,0.08133,0.10297
2013,Urban regions,Owner,Much Too Small,0.00379,37,4679,0.00203,0.00555
2013,Urban regions,Owner,A Bit Too Small,0.07083,452,4679,0.06347,0.07818
2013,Urban regions,Owner,Just Right,0.69590,3309,4679,0.68271,0.70908
2013,Urban regions,Owner,A Bit Too Large,0.19416,760,4679,0.18282,0.20549
2013,Urban regions,Owner,Much Too Large,0.03374,121,4679,0.02857,0.03892
2013,Urban regions,Tenant,Much Too Small,0.02763,324,7168,0.02383,0.03142
2013,Urban regions,Tenant,A Bit Too Small,0.17670,1627,7168,0.16787,0.18553
2013,Urban regions,Tenant,Just Right,0.71460,4777,7168,0.70414,0.72505
2013,Urban regions,Tenant,A Bit Too Large,0.07249,405,7168,0.06649,0.07850
2013,Urban regions,Tenant,Much Too Large,0.00791,35,7168,0.00586,0.00997
2013,Rural regions,Owner,A Bit Too Small,0.05639,239,3009,0.04814,0.06463
2013,Rural regions,Owner,Just Right,0.68274,2150,3009,0.66611,0.69938
2013,Rural regions,Owner,A Bit Too Large,0.20620,524,3009,0.19174,0.22066
2013,Rural regions,Owner,Much Too Large,0.04920,96,3009,0.04147,0.05693
2013,Rural regions,Tenant,Much Too Small,0.02017,102,2972,0.01511,0.02522
2013,Rural regions,Tenant,A Bit Too Small,0.14646,533,2972,0.13375,0.15918
2013,Rural regions,Tenant,Just Right,0.72968,2128,2972,0.71371,0.74565
2013,Rural regions,Tenant,A Bit Too Large,0.09443,209,2972,0.08391,0.10494
2014,Urban regions,Owner,A Bit Too Small,0.06999,400,4235,0.06230,0.07767
2014,Urban regions,Owner,Just Right,0.68553,2960,4235,0.67154,0.69952
2014,Urban regions,Owner,A Bit Too Large,0.20259,765,4235,0.19049,0.21470
2014,Urban regions,Owner,Much Too Large,0.03662,110,4235,0.03096,0.04228
2014,Urban regions,Tenant,Much Too Small,0.02913,270,6114,0.02492,0.03335
2014,Urban regions,Tenant,A Bit Too Small,0.18536,1361,6114,0.17562,0.19510
2014,Urban regions,Tenant,Just Right,0.69406,4077,6114,0.68251,0.70562
2014,Urban regions,Tenant,A Bit Too Large,0.07981,372,6114,0.07302,0.08661
2014,Urban regions,Tenant,Much Too Large,0.00826,34,6114,0.00599,0.01053
2014,Rural regions,Owner,A Bit Too Small,0.06575,241,2765,0.05651,0.07499
2014,Rural regions,Owner,Just Right,0.65996,1922,2765,0.64230,0.67763
2014,Rural regions,Owner,A Bit Too Large,0.22272,509,2765,0.20721,0.23824
2014,Rural regions,Owner,Much Too Large,0.04759,93,2765,0.03966,0.05553
2014,Rural regions,Tenant,Much Too Small,0.02861,105,2632,0.02224,0.03498
2014,Rural regions,Tenant,A Bit Too Small,0.13187,438,2632,0.11894,0.14480
2014,Rural regions,Tenant,Just Right,0.73455,1887,2632,0.71768,0.75142
2014,Rural regions,Tenant,A Bit Too Large,0.09950,202,2632,0.08807,0.11094
2015,Urban regions,Owner,A Bit Too Small,0.06347,362,4026,0.05594,0.07100
2015,Urban regions,Owner,Just Right,0.69397,2835,4026,0.67973,0.70821
2015,Urban regions,Owner,A Bit Too Large,0.19751,711,4026,0.18521,0.20981
2015,Urban regions,Owner,Much Too Large,0.03763,118,4026,0.03175,0.04351
2015,Urban regions,Tenant,Much Too Small,0.03272,315,6331,0.02834,0.03710
2015,Urban regions,Tenant,A Bit Too Small,0.17379,1362,6331,0.16446,0.18313
2015,Urban regions,Tenant,Just Right,0.70401,4237,6331,0.69276,0.71525
2015,Urban regions,Tenant,A Bit Too Large,0.08208,383,6331,0.07532,0.08884
2015,Urban regions,Tenant,Much Too Large,0.00734,34,6331,0.00524,0.00944
2015,Rural regions,Owner,A Bit Too Small,0.06215,217,2678,0.05301,0.07130
2015,Rural regions,Owner,Just Right,0.67370,1907,2678,0.65594,0.69146
2015,Rural regions,Owner,A Bit Too Large,0.20875,466,2678,0.19335,0.22415
2015,Rural regions,Owner,Much Too Large,0.05174,88,2678,0.04334,0.06013
2015,Rural regions,Tenant,Much Too Small,0.02227,98,2671,0.01667,0.02787
2015,Rural regions,Tenant,A Bit Too Small,0.11912,422,2671,0.10683,0.13141
2015,Rural regions,Tenant,Just Right,0.74480,1946,2671,0.72826,0.76134
2015,Rural regions,Tenant,A Bit Too Large,0.10719,205,2671,0.09545,0.11892
2016,Urban regions,Owner,A Bit Too Small,0.07059,339,3748,0.06239,0.07879
2016,Urban regions,Owner,Just Right,0.69137,2643,3748,0.67658,0.70616
2016,Urban regions,Owner,A Bit Too Large,0.19696,666,3748,0.18422,0.20969
2016,Urban regions,Owner,Much Too Large,0.03510,100,3748,0.02921,0.04099
2016,Urban regions,Tenant,Much Too Small,0.02717,242,5600,0.02291,0.03143
2016,Urban regions,Tenant,A Bit Too Small,0.17097,1123,5600,0.16111,0.18083
2016,Urban regions,Tenant,Just Right,0.71279,3857,5600,0.70094,0.72465
2016,Urban regions,Tenant,A Bit Too Large,0.07842,347,5600,0.07138,0.08546
2016,Urban regions,Tenant,Much Too Large,0.00853,31,5600,0.00612,0.01094
2016,Rural regions,Owner,A Bit Too Small,0.05563,190,2516,0.04667,0.06459
2016,Rural regions,Owner,Just Right,0.67001,1800,2516,0.65164,0.68839
2016,Rural regions,Owner,A Bit Too Large,0.21896,439,2516,0.20280,0.23512
2016,Rural regions,Owner,Much Too Large,0.04767,87,2516,0.03934,0.05599
2016,Rural regions,Tenant,Much Too Small,0.01744,74,2378,0.01218,0.02270
2016,Rural regions,Tenant,A Bit Too Small,0.14201,395,2378,0.12798,0.15604
2016,Rural regions,Tenant,Just Right,0.71877,1710,2378,0.70069,0.73684
2016,Rural regions,Tenant,A Bit Too Large,0.10941,199,2378,0.09686,0.12196
2017,Urban regions,Owner,A Bit Too Small,0.06821,374,4238,0.06062,0.07581
2017,Urban regions,Owner,Just Right,0.69747,2991,4238,0.68364,0.71130
2017,Urban regions,Owner,A Bit Too Large,0.18765,747,4238,0.17589,0.19941
2017,Urban regions,Owner,Much Too Large,0.04342,126,4238,0.03729,0.04956
2017,Urban regions,Tenant,Much Too Small,0.03342,441,7234,0.02928,0.03756
2017,Urban regions,Tenant,A Bit Too Small,0.15896,1475,7234,0.15054,0.16739
2017,Urban regions,Tenant,Just Right,0.72399,4869,7234,0.71369,0.73429
2017,Urban regions,Tenant,A Bit Too Large,0.07391,414,7234,0.06788,0.07994
2017,Urban regions,Tenant,Much Too Large,0.00671,35,7234,0.00483,0.00859
2017,Rural regions,Owner,A Bit Too Small,0.05603,186,2784,0.04749,0.06458
2017,Rural regions,Owner,Just Right,0.66034,1984,2784,0.64275,0.67794
2017,Rural regions,Owner,A Bit Too Large,0.22641,519,2784,0.21086,0.24196
2017,Rural regions,Owner,Much Too Large,0.04860,95,2784,0.04061,0.05658
2017,Rural regions,Tenant,Much Too Small,0.02391,159,3145,0.01857,0.02925
2017,Rural regions,Tenant,A Bit Too Small,0.12386,512,3145,0.11235,0.13538
2017,Rural regions,Tenant,Just Right,0.73716,2256,3145,0.72178,0.75255
2017,Rural regions,Tenant,A Bit Too Large,0.10073,218,3145,0.09021,0.11125
2018,Urban regions,Owner,A Bit Too Small,0.06132,327,4060,0.05394,0.06870
2018,Urban regions,Owner,Just Right,0.70635,2923,4060,0.69234,0.72036
2018,Urban regions,Owner,A Bit Too Large,0.19363,706,4060,0.18147,0.20578
2018,Urban regions,Owner,Much Too Large,0.03320,104,4060,0.02769,0.03871
2018,Urban regions,Tenant,Much Too Small,0.03160,532,7847,0.02773,0.03548
2018,Urban regions,Tenant,A Bit Too Small,0.16440,1634,7847,0.15620,0.17261
2018,Urban regions,Tenant,Just Right,0.72006,5170,7847,0.71013,0.73000
2018,Urban regions,Tenant,A Bit Too Large,0.07501,465,7847,0.06918,0.08084
2018,Urban regions,Tenant,Much Too Large,0.00771,46,7847,0.00577,0.00964
2018,Rural regions,Owner,A Bit Too Small,0.05980,198,2657,0.05078,0.06881
2018,Rural regions,Owner,Just Right,0.66244,1876,2657,0.64445,0.68042
2018,Rural regions,Owner,A Bit Too Large,0.22834,511,2657,0.21238,0.24430
2018,Rural regions,Owner,Much Too Large,0.03842,72,2657,0.03111,0.04573
2018,Rural regions,Tenant,Much Too Small,0.02490,157,3237,0.01953,0.03026
2018,Rural regions,Tenant,A Bit Too Small,0.12591,536,3237,0.11448,0.13734
2018,Rural regions,Tenant,Just Right,0.71894,2305,3237,0.70346,0.73443
2018,Rural regions,Tenant,A Bit Too Large,0.11772,239,3237,0.10662,0.12882
2019,Urban regions,Owner,A Bit Too Small,0.05799,322,4713,0.05132,0.06467
2019,Urban regions,Owner,Just Right,0.70307,3327,4713,0.69002,0.71612
2019,Urban regions,Owner,A Bit Too Large,0.19427,907,4713,0.18297,0.20556
2019,Urban regions,Owner,Much Too Large,0.04017,157,4713,0.03456,0.04577
2019,Urban regions,Tenant,Much Too Small,0.02939,488,7239,0.02550,0.03328
2019,Urban regions,Tenant,A Bit Too Small,0.16645,1421,7239,0.15787,0.17503
2019,Urban regions,Tenant,Just Right,0.71750,4838,7239,0.70713,0.72787
2019,Urban regions,Tenant,A Bit Too Large,0.07713,437,7239,0.07098,0.08328
2019,Urban regions,Tenant,Much Too Large,0.00927,55,7239,0.00706,0.01148
2019,Rural regions,Owner,A Bit Too Small,0.05596,181,2983,0.04771,0.06421
2019,Rural regions,Owner,Just Right,0.67078,2109,2983,0.65391,0.68765
2019,Rural regions,Owner,A Bit Too Large,0.23376,594,2983,0.21857,0.24895
2019,Rural regions,Owner,Much Too Large,0.03765,99,2983,0.03081,0.04448
2019,Rural regions,Tenant,Much Too Small,0.01668,113,2970,0.01208,0.02129
2019,Rural regions,Tenant,A Bit Too Small,0.12356,507,2970,0.11173,0.13540
2019,Rural regions,Tenant,Just Right,0.74621,2143,2970,0.73056,0.76186
2019,Rural regions,Tenant,A Bit Too Large,0.10563,207,2970,0.09458,0.11669
2020,Urban regions,Owner,A Bit Too Small,0.05804,301,4270,0.05102,0.06505
2020,Urban regions,Owner,Just Right,0.70389,3022,4270,0.69020,0.71759
2020,Urban regions,Owner,A Bit Too Large,0.18910,794,4270,0.17736,0.20085
2020,Urban regions,Owner,Much Too Large,0.04442,153,4270,0.03824,0.05060
2020,Urban regions,Tenant,Much Too Small,0.02630,611,9069,0.02301,0.02960
2020,Urban regions,Tenant,A Bit Too Small,0.17826,1895,9069,0.17038,0.18614
2020,Urban regions,Tenant,Just Right,0.70772,6008,9069,0.69836,0.71708
2020,Urban regions,Tenant,A Bit Too Large,0.07750,504,9069,0.07200,0.08301
2020,Urban regions,Tenant,Much Too Large,0.00712,51,9069,0.00539,0.00886
2020,Rural regions,Owner,A Bit Too Small,0.05926,157,2674,0.05031,0.06821
2020,Rural regions,Owner,Just Right,0.63810,1855,2674,0.61988,0.65632
2020,Rural regions,Owner,A Bit Too Large,0.24150,563,2674,0.22528,0.25773
2020,Rural regions,Owner,Much Too Large,0.05049,99,2674,0.04219,0.05879
2020,Rural regions,Tenant,Much Too Small,0.01409,159,3199,0.01000,0.01817
2020,Rural regions,Tenant,A Bit Too Small,0.13367,532,3199,0.12187,0.14546
2020,Rural regions,Tenant,Just Right,0.73626,2286,3199,0.72099,0.75153
2020,Rural regions,Tenant,A Bit Too Large,0.09460,222,3199,0.08446,0.10474
2021,Urban regions,Owner,A Bit Too Small,0.05112,203,3124,0.04340,0.05885
2021,Urban regions,Owner,Just Right,0.69880,2191,3124,0.68271,0.71489
2021,Urban regions,Owner,A Bit Too Large,0.19745,606,3124,0.18349,0.21141
2021,Urban regions,Owner,Much Too Large,0.04780,124,3124,0.04032,0.05528
2021,Urban regions,Tenant,Much Too Small,0.02456,331,5476,0.02046,0.02866
2021,Urban regions,Tenant,A Bit Too Small,0.16584,1115,5476,0.15599,0.17570
2021,Urban regions,Tenant,Just Right,0.70530,3591,5476,0.69322,0.71738
2021,Urban regions,Tenant,A Bit Too Large,0.09547,397,5476,0.08769,0.10326
2021,Urban regions,Tenant,Much Too Large,0.00737,42,5476,0.00510,0.00963
2021,Rural regions,Owner,A Bit Too Small,0.04337,95,1957,0.03434,0.05240
2021,Rural regions,Owner,Just Right,0.65118,1312,1957,0.63006,0.67230
2021,Rural regions,Owner,A Bit Too Large,0.25042,465,1957,0.23122,0.26962
2021,Rural regions,Owner,Much Too Large,0.05218,85,1957,0.04232,0.06203
2021,Rural regions,Tenant,Much Too Small,0.01549,81,1962,0.01002,0.02095
2021,Rural regions,Tenant,A Bit Too Small,0.13133,326,1962,0.11638,0.14627
2021,Rural regions,Tenant,Just Right,0.74168,1405,1962,0.72230,0.76105
2021,Rural regions,Tenant,A Bit Too Large,0.09825,150,1962,0.08508,0.11143
2022,Urban regions,Owner,A Bit Too Small,0.07852,402,4678,0.07081,0.08623
2022,Urban regions,Owner,Just Right,0.65377,3162,4678,0.64013,0.66740
2022,Urban regions,Owner,A Bit Too Large,0.22001,958,4678,0.20814,0.23188
2022,Urban regions,Owner,Much Too Large,0.04119,156,4678,0.03549,0.04688
2022,Urban regions,Tenant,Much Too Small,0.03330,486,9405,0.02968,0.03693
2022,Urban regions,Tenant,A Bit Too Small,0.19338,2180,9405,0.18540,0.20136
2022,Urban regions,Tenant,Just Right,0.66719,5987,9405,0.65766,0.67671
2022,Urban regions,Tenant,A Bit Too Large,0.09134,678,9405,0.08551,0.09716
2022,Urban regions,Tenant,Much Too Large,0.01256,74,9405,0.01031,0.01481
2022,Rural regions,Owner,A Bit Too Small,0.05673,236,3147,0.04865,0.06482
2022,Rural regions,Owner,Just Right,0.63704,2132,3147,0.62023,0.65384
2022,Rural regions,Owner,A Bit Too Large,0.24386,664,3147,0.22885,0.25886
2022,Rural regions,Owner,Much Too Large,0.05538,115,3147,0.04739,0.06337
2022,Rural regions,Tenant,Much Too Small,0.02522,136,3151,0.01974,0.03069
2022,Rural regions,Tenant,A Bit Too Small,0.13863,588,3151,0.12656,0.15070
2022,Rural regions,Tenant,Just Right,0.71455,2147,3151,0.69878,0.73032
2022,Rural regions,Tenant,A Bit Too Large,0.10300,247,3151,0.09239,0.11362
2022,Rural regions,Tenant,Much Too Large,0.01806,33,3151,0.01341,0.02271
