year,bula_h,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.79868,42,42,0.67594,0.92142
1994,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.12780,113,657,0.10225,0.15335
1994,Baden-Wuerttemberg,Urban regions,Just Right,0.72834,511,657,0.69430,0.76238
1994,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.07485,33,657,0.05471,0.09499
1994,Baden-Wuerttemberg,Rural regions,Just Right,0.75480,77,77,0.65808,0.85152
1994,Bavaria,Urban regions,A Bit Too Small,0.13301,69,409,0.10006,0.16596
1994,Bavaria,Urban regions,Just Right,0.69810,298,409,0.65356,0.74265
1994,Bavaria,Urban regions,A Bit Too Large,0.11954,42,409,0.08806,0.15101
1994,Bavaria,Rural regions,A Bit Too Small,0.10508,48,369,0.07375,0.13641
1994,Bavaria,Rural regions,Just Right,0.72514,286,369,0.67953,0.77076
1994,Bavaria,Rural regions,A Bit Too Large,0.10480,35,369,0.07350,0.13609
1994,Berlin,Urban regions,A Bit Too Small,0.22832,69,257,0.17690,0.27974
1994,Berlin,Urban regions,Just Right,0.64268,188,257,0.58398,0.70138
1994,Brandenburg,Rural regions,A Bit Too Small,0.15039,50,235,0.10459,0.19619
1994,Brandenburg,Rural regions,Just Right,0.71472,185,235,0.65686,0.77257
1994,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.73844,120,120,0.65947,0.81740
1994,Saxony,Urban regions,A Bit Too Small,0.17053,58,248,0.12362,0.21743
1994,Saxony,Urban regions,Just Right,0.68074,190,248,0.62261,0.73888
1994,Saxony,Rural regions,A Bit Too Small,0.16492,44,222,0.11599,0.21385
1994,Saxony,Rural regions,Just Right,0.67763,178,222,0.61601,0.73925
1994,Saxony-Anhalt,Urban regions,Just Right,0.59148,45,45,0.44623,0.73672
1994,Saxony-Anhalt,Rural regions,A Bit Too Small,0.18576,55,233,0.13571,0.23580
1994,Saxony-Anhalt,Rural regions,Just Right,0.70001,178,233,0.64104,0.75898
1994,Thuringa,Urban regions,Just Right,0.76184,70,70,0.66133,0.86234
1994,Thuringa,Rural regions,A Bit Too Small,0.18604,43,209,0.13316,0.23893
1994,Thuringa,Rural regions,Just Right,0.70686,166,209,0.64499,0.76872
1995,Schleswig-Holstein,Urban regions,Just Right,0.69316,51,51,0.56533,0.82099
1995,Schleswig-Holstein,Rural regions,Just Right,0.61102,46,46,0.46858,0.75346
1995,Hamburg,Urban regions,Just Right,0.70429,58,58,0.58581,0.82276
1995,Lower Saxony,Urban regions,A Bit Too Small,0.13804,45,237,0.09403,0.18205
1995,Lower Saxony,Urban regions,Just Right,0.70831,192,237,0.65032,0.76631
1995,Lower Saxony,Rural regions,A Bit Too Small,0.10278,31,246,0.06475,0.14081
1995,Lower Saxony,Rural regions,Just Right,0.71426,179,246,0.65769,0.77083
1995,Lower Saxony,Rural regions,A Bit Too Large,0.15465,36,246,0.10937,0.19992
1995,Bremen,Urban regions,Just Right,0.73374,36,36,0.58730,0.88017
1995,North Rhine-Westphalia,Urban regions,Much Too Small,0.02326,57,1246,0.01489,0.03164
1995,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14899,224,1246,0.12921,0.16877
1995,North Rhine-Westphalia,Urban regions,Just Right,0.72176,883,1246,0.69687,0.74665
1995,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.08609,82,1246,0.07051,0.10167
1995,Hesse,Urban regions,A Bit Too Small,0.15976,80,349,0.12127,0.19826
1995,Hesse,Urban regions,Just Right,0.68939,269,349,0.64078,0.73801
1995,Hesse,Rural regions,Just Right,0.72853,51,51,0.60526,0.85180
1995,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.13918,46,254,0.09653,0.18183
1995,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.71020,208,254,0.65429,0.76610
1995,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.74875,45,45,0.62058,0.87691
1995,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.13042,130,696,0.10538,0.15545
1995,Baden-Wuerttemberg,Urban regions,Just Right,0.74673,534,696,0.71440,0.77906
1995,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.07025,32,696,0.05125,0.08925
1995,Baden-Wuerttemberg,Rural regions,Just Right,0.73926,79,79,0.64183,0.83670
1995,Bavaria,Urban regions,A Bit Too Small,0.15314,77,427,0.11895,0.18734
1995,Bavaria,Urban regions,Just Right,0.68888,314,427,0.64492,0.73285
1995,Bavaria,Urban regions,A Bit Too Large,0.10446,36,427,0.07541,0.13350
1995,Bavaria,Rural regions,A Bit Too Small,0.11492,53,399,0.08359,0.14626
1995,Bavaria,Rural regions,Just Right,0.73452,307,399,0.69114,0.77791
1995,Bavaria,Rural regions,A Bit Too Large,0.11182,39,399,0.08086,0.14279
1995,Berlin,Urban regions,A Bit Too Small,0.25177,75,273,0.20019,0.30335
1995,Berlin,Urban regions,Just Right,0.60459,198,273,0.54649,0.66270
1995,Brandenburg,Rural regions,A Bit Too Small,0.16437,56,236,0.11699,0.21176
1995,Brandenburg,Rural regions,Just Right,0.69280,180,236,0.63382,0.75179
1995,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.73506,128,128,0.65831,0.81181
1995,Saxony,Urban regions,A Bit Too Small,0.13609,46,254,0.09384,0.17834
1995,Saxony,Urban regions,Just Right,0.74064,208,254,0.68664,0.79465
1995,Saxony,Rural regions,A Bit Too Small,0.17372,44,210,0.12235,0.22508
1995,Saxony,Rural regions,Just Right,0.67471,166,210,0.61120,0.73823
1995,Saxony-Anhalt,Urban regions,Just Right,0.65691,42,42,0.51159,0.80223
1995,Saxony-Anhalt,Rural regions,A Bit Too Small,0.18029,54,241,0.13165,0.22892
1995,Saxony-Anhalt,Rural regions,Just Right,0.69043,187,241,0.63194,0.74892
1995,Thuringa,Urban regions,Just Right,0.79642,72,72,0.70276,0.89008
1995,Thuringa,Rural regions,A Bit Too Small,0.19859,45,207,0.14411,0.25307
1995,Thuringa,Rural regions,Just Right,0.71177,162,207,0.64992,0.77363
1996,Schleswig-Holstein,Urban regions,Just Right,0.65875,46,46,0.52021,0.79728
1996,Schleswig-Holstein,Rural regions,Just Right,0.59367,47,47,0.45173,0.73560
1996,Hamburg,Urban regions,Just Right,0.68572,58,58,0.56520,0.80623
1996,Lower Saxony,Urban regions,A Bit Too Small,0.15721,51,245,0.11153,0.20288
1996,Lower Saxony,Urban regions,Just Right,0.71789,194,245,0.66142,0.77436
1996,Lower Saxony,Rural regions,Just Right,0.68679,180,220,0.62537,0.74822
1996,Lower Saxony,Rural regions,A Bit Too Large,0.19095,40,220,0.13889,0.24301
1996,Bremen,Urban regions,Just Right,0.75794,39,39,0.62175,0.89413
1996,North Rhine-Westphalia,Urban regions,Much Too Small,0.01998,51,1233,0.01217,0.02780
1996,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14678,213,1233,0.12702,0.16655
1996,North Rhine-Westphalia,Urban regions,Just Right,0.71201,879,1233,0.68673,0.73730
1996,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09617,90,1233,0.07971,0.11264
1996,Hesse,Urban regions,A Bit Too Small,0.16912,74,341,0.12928,0.20897
1996,Hesse,Urban regions,Just Right,0.70089,267,341,0.65222,0.74956
1996,Hesse,Rural regions,Just Right,0.82196,57,57,0.72176,0.92215
1996,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.14460,42,246,0.10056,0.18864
1996,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.70139,204,246,0.64408,0.75869
1996,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.64389,37,37,0.48746,0.80031
1996,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.12645,124,690,0.10164,0.15127
1996,Baden-Wuerttemberg,Urban regions,Just Right,0.73730,522,690,0.70443,0.77016
1996,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.08594,44,690,0.06501,0.10687
1996,Baden-Wuerttemberg,Rural regions,Just Right,0.72197,78,78,0.62190,0.82205
1996,Bavaria,Urban regions,A Bit Too Small,0.18226,89,426,0.14556,0.21897
1996,Bavaria,Urban regions,Just Right,0.67629,304,426,0.63180,0.72077
1996,Bavaria,Urban regions,A Bit Too Large,0.11344,33,426,0.08329,0.14360
1996,Bavaria,Rural regions,A Bit Too Small,0.09597,49,403,0.06718,0.12476
1996,Bavaria,Rural regions,Just Right,0.74265,315,403,0.69991,0.78538
1996,Bavaria,Rural regions,A Bit Too Large,0.11115,39,403,0.08042,0.14187
1996,Berlin,Urban regions,A Bit Too Small,0.23210,77,271,0.18175,0.28246
1996,Berlin,Urban regions,Just Right,0.65133,194,271,0.59449,0.70818
1996,Brandenburg,Rural regions,A Bit Too Small,0.17492,55,246,0.12735,0.22249
1996,Brandenburg,Rural regions,Just Right,0.69954,191,246,0.64214,0.75695
1996,Mecklenburg-Western Pomerania,Rural regions,A Bit Too Small,0.16376,31,154,0.10512,0.22240
1996,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.73752,123,154,0.66780,0.80723
1996,Saxony,Urban regions,A Bit Too Small,0.15471,47,254,0.11015,0.19927
1996,Saxony,Urban regions,Just Right,0.70305,207,254,0.64675,0.75935
1996,Saxony,Rural regions,A Bit Too Small,0.16066,42,228,0.11289,0.20843
1996,Saxony,Rural regions,Just Right,0.70576,186,228,0.64648,0.76504
1996,Saxony-Anhalt,Urban regions,Just Right,0.61717,44,44,0.47188,0.76245
1996,Saxony-Anhalt,Rural regions,A Bit Too Small,0.17054,48,224,0.12117,0.21990
1996,Saxony-Anhalt,Rural regions,Just Right,0.69962,176,224,0.63945,0.75978
1996,Thuringa,Urban regions,Just Right,0.77750,69,69,0.67865,0.87636
1996,Thuringa,Rural regions,A Bit Too Small,0.14826,37,207,0.09973,0.19679
1996,Thuringa,Rural regions,Just Right,0.74356,170,207,0.68393,0.80319
1997,Schleswig-Holstein,Urban regions,Just Right,0.64734,46,46,0.50774,0.78695
1997,Schleswig-Holstein,Rural regions,Just Right,0.59463,47,47,0.45275,0.73651
1997,Hamburg,Urban regions,Just Right,0.72429,56,56,0.60619,0.84240
1997,Lower Saxony,Urban regions,A Bit Too Small,0.14688,40,236,0.10162,0.19213
1997,Lower Saxony,Urban regions,Just Right,0.71544,196,236,0.65775,0.77313
1997,Lower Saxony,Rural regions,A Bit Too Small,0.10394,32,248,0.06588,0.14200
1997,Lower Saxony,Rural regions,Just Right,0.72385,185,248,0.66809,0.77961
1997,Lower Saxony,Rural regions,A Bit Too Large,0.14769,31,248,0.10344,0.19194
1997,Bremen,Urban regions,Just Right,0.75989,41,41,0.62751,0.89226
1997,North Rhine-Westphalia,Urban regions,Much Too Small,0.01873,39,1217,0.01111,0.02635
1997,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.15552,216,1217,0.13515,0.17588
1997,North Rhine-Westphalia,Urban regions,Just Right,0.69801,866,1217,0.67221,0.72382
1997,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.10238,96,1217,0.08534,0.11942
1997,Hesse,Urban regions,A Bit Too Small,0.16174,71,330,0.12195,0.20153
1997,Hesse,Urban regions,Just Right,0.72044,259,330,0.67195,0.76894
1997,Hesse,Rural regions,Just Right,0.70420,47,47,0.57230,0.83609
1997,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.13598,45,273,0.09524,0.17671
1997,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.75761,228,273,0.70669,0.80854
1997,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.67921,40,40,0.53271,0.82571
1997,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.14111,127,714,0.11556,0.16667
1997,Baden-Wuerttemberg,Urban regions,Just Right,0.73858,537,714,0.70632,0.77083
1997,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.10254,50,714,0.08028,0.12481
1997,Baden-Wuerttemberg,Rural regions,Just Right,0.70842,72,72,0.60270,0.81414
1997,Bavaria,Urban regions,A Bit Too Small,0.16326,85,415,0.12765,0.19886
1997,Bavaria,Urban regions,Just Right,0.68338,298,415,0.63857,0.72819
1997,Bavaria,Urban regions,A Bit Too Large,0.10422,32,415,0.07479,0.13366
1997,Bavaria,Rural regions,A Bit Too Small,0.13187,58,404,0.09884,0.16491
1997,Bavaria,Rural regions,Just Right,0.71288,306,404,0.66871,0.75705
1997,Bavaria,Rural regions,A Bit Too Large,0.13762,40,404,0.10399,0.17126
1997,Berlin,Urban regions,A Bit Too Small,0.23817,71,272,0.18745,0.28889
1997,Berlin,Urban regions,Just Right,0.64948,201,272,0.59268,0.70629
1997,Brandenburg,Rural regions,A Bit Too Small,0.18122,61,253,0.13366,0.22878
1997,Brandenburg,Rural regions,Just Right,0.67739,192,253,0.61967,0.73510
1997,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.72605,123,123,0.64691,0.80519
1997,Saxony,Urban regions,A Bit Too Small,0.16422,49,248,0.11801,0.21042
1997,Saxony,Urban regions,Just Right,0.70781,199,248,0.65110,0.76453
1997,Saxony,Rural regions,A Bit Too Small,0.16346,40,230,0.11557,0.21136
1997,Saxony,Rural regions,Just Right,0.71715,190,230,0.65881,0.77548
1997,Saxony-Anhalt,Urban regions,Just Right,0.69494,50,50,0.56602,0.82386
1997,Saxony-Anhalt,Rural regions,A Bit Too Small,0.12686,35,226,0.08337,0.17035
1997,Saxony-Anhalt,Rural regions,Just Right,0.75633,191,226,0.70023,0.81242
1997,Thuringa,Urban regions,Just Right,0.70342,68,68,0.59405,0.81279
1997,Thuringa,Rural regions,A Bit Too Small,0.14920,33,206,0.10043,0.19797
1997,Thuringa,Rural regions,Just Right,0.77905,173,206,0.72226,0.83585
1998,Schleswig-Holstein,Urban regions,Just Right,0.69113,70,70,0.58211,0.80015
1998,Schleswig-Holstein,Rural regions,Just Right,0.63456,60,60,0.51169,0.75744
1998,Hamburg,Urban regions,Just Right,0.59005,60,60,0.46455,0.71555
1998,Lower Saxony,Urban regions,A Bit Too Small,0.16781,53,268,0.12298,0.21263
1998,Lower Saxony,Urban regions,Just Right,0.70150,215,268,0.64661,0.75639
1998,Lower Saxony,Rural regions,Just Right,0.66288,212,261,0.60542,0.72034
1998,Lower Saxony,Rural regions,A Bit Too Large,0.19334,49,261,0.14534,0.24135
1998,Bremen,Urban regions,Just Right,0.65846,39,39,0.50768,0.80924
1998,North Rhine-Westphalia,Urban regions,Much Too Small,0.02716,55,1395,0.01863,0.03569
1998,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14233,233,1395,0.12399,0.16068
1998,North Rhine-Westphalia,Urban regions,Just Right,0.69723,1002,1395,0.67311,0.72135
1998,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09173,105,1395,0.07658,0.10689
1998,Hesse,Urban regions,A Bit Too Small,0.14152,65,383,0.10657,0.17647
1998,Hesse,Urban regions,Just Right,0.69719,284,383,0.65111,0.74327
1998,Hesse,Urban regions,A Bit Too Large,0.08495,34,383,0.05699,0.11291
1998,Hesse,Rural regions,Just Right,0.82578,59,59,0.72816,0.92339
1998,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.13700,50,305,0.09835,0.17565
1998,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.66809,222,305,0.61515,0.72102
1998,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Large,0.09694,33,305,0.06368,0.13020
1998,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.73679,61,61,0.62535,0.84822
1998,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.11053,118,781,0.08852,0.13253
1998,Baden-Wuerttemberg,Urban regions,Just Right,0.73460,594,781,0.70361,0.76559
1998,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.11089,69,781,0.08885,0.13292
1998,Baden-Wuerttemberg,Rural regions,Just Right,0.73471,78,78,0.63610,0.83332
1998,Bavaria,Urban regions,A Bit Too Small,0.16497,100,466,0.13124,0.19871
1998,Bavaria,Urban regions,Just Right,0.68272,327,466,0.64042,0.72503
1998,Bavaria,Urban regions,A Bit Too Large,0.09574,39,466,0.06899,0.12248
1998,Bavaria,Rural regions,A Bit Too Small,0.09232,51,463,0.06593,0.11872
1998,Bavaria,Rural regions,Just Right,0.73856,368,463,0.69849,0.77863
1998,Bavaria,Rural regions,A Bit Too Large,0.10906,44,463,0.08064,0.13748
1998,Berlin,Urban regions,A Bit Too Small,0.24388,76,281,0.19358,0.29418
1998,Berlin,Urban regions,Just Right,0.63640,205,281,0.58006,0.69275
1998,Brandenburg,Rural regions,A Bit Too Small,0.15021,49,272,0.10768,0.19275
1998,Brandenburg,Rural regions,Just Right,0.73025,223,272,0.67741,0.78309
1998,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.71847,133,133,0.64174,0.79519
1998,Saxony,Urban regions,A Bit Too Small,0.15400,45,285,0.11202,0.19597
1998,Saxony,Urban regions,Just Right,0.70389,208,285,0.65079,0.75699
1998,Saxony,Urban regions,A Bit Too Large,0.11695,32,285,0.07957,0.15432
1998,Saxony,Rural regions,A Bit Too Small,0.13293,40,282,0.09323,0.17263
1998,Saxony,Rural regions,Just Right,0.70940,209,282,0.65632,0.76249
1998,Saxony,Rural regions,A Bit Too Large,0.12742,33,282,0.08843,0.16640
1998,Saxony-Anhalt,Urban regions,Just Right,0.60450,46,46,0.46163,0.74736
1998,Saxony-Anhalt,Rural regions,A Bit Too Small,0.14003,42,248,0.09675,0.18331
1998,Saxony-Anhalt,Rural regions,Just Right,0.71193,206,248,0.65545,0.76841
1998,Thuringa,Urban regions,Just Right,0.64912,69,69,0.53568,0.76255
1998,Thuringa,Rural regions,Just Right,0.80579,193,193,0.74983,0.86174
1999,Schleswig-Holstein,Urban regions,Just Right,0.70018,63,63,0.58613,0.81423
1999,Schleswig-Holstein,Rural regions,Just Right,0.74795,68,68,0.64398,0.85191
1999,Hamburg,Urban regions,Just Right,0.70023,62,62,0.58525,0.81520
1999,Lower Saxony,Urban regions,A Bit Too Small,0.12372,44,268,0.08422,0.16321
1999,Lower Saxony,Urban regions,Just Right,0.74027,224,268,0.68768,0.79287
1999,Lower Saxony,Rural regions,A Bit Too Small,0.10690,35,289,0.07122,0.14259
1999,Lower Saxony,Rural regions,Just Right,0.68923,212,289,0.63578,0.74268
1999,Lower Saxony,Rural regions,A Bit Too Large,0.18111,42,289,0.13663,0.22559
1999,Bremen,Urban regions,Just Right,0.69066,37,37,0.53967,0.84165
1999,North Rhine-Westphalia,Urban regions,Much Too Small,0.02059,38,1368,0.01306,0.02811
1999,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14179,226,1368,0.12330,0.16028
1999,North Rhine-Westphalia,Urban regions,Just Right,0.72804,1002,1368,0.70446,0.75163
1999,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09472,102,1368,0.07920,0.11025
1999,Hesse,Urban regions,A Bit Too Small,0.18668,75,379,0.14740,0.22596
1999,Hesse,Urban regions,Just Right,0.68575,271,379,0.63895,0.73255
1999,Hesse,Urban regions,A Bit Too Large,0.08782,33,379,0.05929,0.11635
1999,Hesse,Rural regions,Just Right,0.72312,46,46,0.59238,0.85386
1999,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.09989,36,305,0.06618,0.13360
1999,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.72928,234,305,0.67933,0.77923
1999,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Large,0.12789,35,305,0.09034,0.16543
1999,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.75400,61,61,0.64503,0.86298
1999,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.11136,107,747,0.08878,0.13393
1999,Baden-Wuerttemberg,Urban regions,Just Right,0.74462,575,747,0.71332,0.77591
1999,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.10727,65,747,0.08506,0.12948
1999,Baden-Wuerttemberg,Rural regions,Just Right,0.65670,66,66,0.54127,0.77213
1999,Bavaria,Urban regions,A Bit Too Small,0.19790,102,469,0.16180,0.23399
1999,Bavaria,Urban regions,Just Right,0.69684,331,469,0.65520,0.73849
1999,Bavaria,Urban regions,A Bit Too Large,0.08874,36,469,0.06297,0.11450
1999,Bavaria,Rural regions,A Bit Too Small,0.12752,58,455,0.09684,0.15821
1999,Bavaria,Rural regions,Just Right,0.76576,357,455,0.72680,0.80472
1999,Bavaria,Rural regions,A Bit Too Large,0.09348,40,455,0.06670,0.12026
1999,Berlin,Urban regions,A Bit Too Small,0.23217,69,273,0.18199,0.28235
1999,Berlin,Urban regions,Just Right,0.67120,204,273,0.61537,0.72703
1999,Brandenburg,Rural regions,A Bit Too Small,0.13118,41,262,0.09022,0.17214
1999,Brandenburg,Rural regions,Just Right,0.77599,221,262,0.72541,0.82657
1999,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.77385,131,131,0.70194,0.84577
1999,Saxony,Urban regions,A Bit Too Small,0.14533,47,258,0.10224,0.18842
1999,Saxony,Urban regions,Just Right,0.74437,211,258,0.69103,0.79770
1999,Saxony,Rural regions,A Bit Too Small,0.15688,47,264,0.11293,0.20084
1999,Saxony,Rural regions,Just Right,0.74275,217,264,0.68992,0.79558
1999,Saxony-Anhalt,Urban regions,Just Right,0.69965,53,53,0.57505,0.82424
1999,Saxony-Anhalt,Rural regions,A Bit Too Small,0.09630,33,249,0.05959,0.13302
1999,Saxony-Anhalt,Rural regions,Just Right,0.77543,216,249,0.72350,0.82737
1999,Thuringa,Urban regions,Just Right,0.74058,79,79,0.64331,0.83785
1999,Thuringa,Rural regions,A Bit Too Small,0.13205,32,228,0.08801,0.17609
1999,Thuringa,Rural regions,Just Right,0.80280,196,228,0.75104,0.85456
2000,Schleswig-Holstein,Urban regions,Just Right,0.81831,136,136,0.75327,0.88336
2000,Schleswig-Holstein,Rural regions,Just Right,0.70878,173,173,0.64088,0.77668
2000,Hamburg,Urban regions,A Bit Too Small,0.23022,47,169,0.16656,0.29388
2000,Hamburg,Urban regions,Just Right,0.64489,122,169,0.57253,0.71726
2000,Lower Saxony,Urban regions,A Bit Too Small,0.12077,62,520,0.09273,0.14880
2000,Lower Saxony,Urban regions,Just Right,0.73519,400,520,0.69723,0.77315
2000,Lower Saxony,Urban regions,A Bit Too Large,0.10684,58,520,0.08026,0.13341
2000,Lower Saxony,Rural regions,A Bit Too Small,0.12932,66,526,0.10062,0.15803
2000,Lower Saxony,Rural regions,Just Right,0.68179,377,526,0.64194,0.72163
2000,Lower Saxony,Rural regions,A Bit Too Large,0.14906,83,526,0.11859,0.17952
2000,Bremen,Urban regions,Just Right,0.74829,86,86,0.65602,0.84055
2000,North Rhine-Westphalia,Urban regions,Much Too Small,0.01824,57,2649,0.01314,0.02334
2000,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14039,388,2649,0.12716,0.15362
2000,North Rhine-Westphalia,Urban regions,Just Right,0.72585,1960,2649,0.70886,0.74285
2000,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09693,244,2649,0.08566,0.10820
2000,North Rhine-Westphalia,Rural regions,Just Right,0.82104,63,63,0.72562,0.91645
2000,Hesse,Urban regions,A Bit Too Small,0.15541,124,701,0.12857,0.18225
2000,Hesse,Urban regions,Just Right,0.72900,526,701,0.69607,0.76192
2000,Hesse,Urban regions,A Bit Too Large,0.06672,51,701,0.04823,0.08520
2000,Hesse,Rural regions,Just Right,0.77220,124,124,0.69808,0.84632
2000,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.14615,89,579,0.11735,0.17495
2000,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.70602,426,579,0.66888,0.74316
2000,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Large,0.11900,64,579,0.09261,0.14540
2000,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.68129,130,130,0.60088,0.76170
2000,Baden-Wuerttemberg,Urban regions,Much Too Small,0.01891,31,1360,0.01167,0.02616
2000,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.13090,201,1360,0.11296,0.14883
2000,Baden-Wuerttemberg,Urban regions,Just Right,0.75955,1034,1360,0.73682,0.78227
2000,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.07405,94,1360,0.06012,0.08797
2000,Baden-Wuerttemberg,Rural regions,Just Right,0.78931,120,120,0.71604,0.86258
2000,Bavaria,Urban regions,A Bit Too Small,0.13528,123,856,0.11235,0.15821
2000,Bavaria,Urban regions,Just Right,0.73471,661,856,0.70511,0.76430
2000,Bavaria,Urban regions,A Bit Too Large,0.08775,72,856,0.06878,0.10671
2000,Bavaria,Rural regions,A Bit Too Small,0.09086,89,892,0.07198,0.10973
2000,Bavaria,Rural regions,Just Right,0.77523,719,892,0.74782,0.80264
2000,Bavaria,Rural regions,A Bit Too Large,0.09992,84,892,0.08023,0.11961
2000,Berlin,Urban regions,A Bit Too Small,0.24146,117,488,0.20345,0.27948
2000,Berlin,Urban regions,Just Right,0.65083,338,488,0.60849,0.69317
2000,Berlin,Urban regions,A Bit Too Large,0.06528,33,488,0.04334,0.08722
2000,Brandenburg,Rural regions,A Bit Too Small,0.13215,66,485,0.10198,0.16232
2000,Brandenburg,Rural regions,Just Right,0.75669,385,485,0.71847,0.79492
2000,Brandenburg,Rural regions,A Bit Too Large,0.07688,34,485,0.05315,0.10062
2000,Mecklenburg-Western Pomerania,Rural regions,A Bit Too Small,0.10601,36,237,0.06673,0.14528
2000,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.75535,201,237,0.70051,0.81020
2000,Saxony,Urban regions,A Bit Too Small,0.12795,61,429,0.09631,0.15960
2000,Saxony,Urban regions,Just Right,0.74984,325,429,0.70881,0.79088
2000,Saxony,Urban regions,A Bit Too Large,0.09866,43,429,0.07041,0.12691
2000,Saxony,Rural regions,A Bit Too Small,0.11485,62,475,0.08615,0.14356
2000,Saxony,Rural regions,Just Right,0.76781,369,475,0.72980,0.80582
2000,Saxony,Rural regions,A Bit Too Large,0.09211,44,475,0.06608,0.11815
2000,Saxony-Anhalt,Urban regions,Just Right,0.74987,87,87,0.65834,0.84141
2000,Saxony-Anhalt,Rural regions,A Bit Too Small,0.09652,45,417,0.06814,0.12490
2000,Saxony-Anhalt,Rural regions,Just Right,0.77154,326,417,0.73120,0.81189
2000,Saxony-Anhalt,Rural regions,A Bit Too Large,0.11698,46,417,0.08610,0.14787
2000,Thuringa,Urban regions,Just Right,0.80607,114,114,0.73317,0.87897
2000,Thuringa,Rural regions,A Bit Too Small,0.10519,46,383,0.07443,0.13596
2000,Thuringa,Rural regions,Just Right,0.80919,303,383,0.76979,0.84860
2000,Thuringa,Rural regions,A Bit Too Large,0.07471,34,383,0.04835,0.10108
2001,Schleswig-Holstein,Urban regions,Just Right,0.82530,128,128,0.75926,0.89134
2001,Schleswig-Holstein,Rural regions,Just Right,0.76768,161,161,0.70224,0.83311
2001,Hamburg,Urban regions,A Bit Too Small,0.23486,45,160,0.16897,0.30075
2001,Hamburg,Urban regions,Just Right,0.61593,115,160,0.54033,0.69153
2001,Lower Saxony,Urban regions,A Bit Too Small,0.13428,65,460,0.10308,0.16547
2001,Lower Saxony,Urban regions,Just Right,0.69107,342,460,0.64880,0.73335
2001,Lower Saxony,Urban regions,A Bit Too Large,0.12463,53,460,0.09441,0.15485
2001,Lower Saxony,Rural regions,A Bit Too Small,0.12017,59,461,0.09046,0.14989
2001,Lower Saxony,Rural regions,Just Right,0.67807,328,461,0.63537,0.72077
2001,Lower Saxony,Rural regions,A Bit Too Large,0.16753,74,461,0.13340,0.20166
2001,Bremen,Urban regions,Just Right,0.68851,70,70,0.57923,0.79778
