year,pgisced97,sampreg,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Pre-primary Level,West,"In the distant future, in more than five years",0.20818,112,306,0.16262,0.25375
2003,Pre-primary Level,East,In the next 2 to 5 years,0.31019,51,87,0.21242,0.40795
2003,Pre-primary Level,East,"In the distant future, in more than five years",0.17315,36,87,0.09318,0.25311
2003,Lower Secondary Level,West,As soon as possible,0.05864,128,291,0.03160,0.08568
2003,Lower Secondary Level,West,Next year,0.02788,76,291,0.00893,0.04683
2003,Lower Secondary Level,West,In the next 2 to 5 years,0.03283,87,291,0.01232,0.05334
2003,Lower Secondary Level,East,As soon as possible,0.10269,41,41,0.00862,0.19676
2003,Upper Secondary Level,West,As soon as possible,0.04253,328,937,0.02960,0.05545
2003,Upper Secondary Level,West,Next year,0.02354,221,937,0.01383,0.03325
2003,Upper Secondary Level,West,In the next 2 to 5 years,0.03134,312,937,0.02018,0.04250
2003,Upper Secondary Level,West,"In the distant future, in more than five years",0.00685,76,937,0.00157,0.01214
2003,Upper Secondary Level,East,As soon as possible,0.13158,372,538,0.10299,0.16017
2003,Upper Secondary Level,East,Next year,0.02887,90,538,0.01471,0.04303
2003,Upper Secondary Level,East,In the next 2 to 5 years,0.02486,76,538,0.01169,0.03803
2003,Post-secondary Non-tertiary Level,West,As soon as possible,0.04923,39,101,0.00683,0.09164
2003,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.05072,62,101,0.00771,0.09373
2003,First Stage of Tertiary Education,West,As soon as possible,0.02798,35,71,-0.01065,0.06662
2003,First Stage of Tertiary Education,West,Next year,0.02989,36,71,-0.01000,0.06979
2003,Second Stage of Tertiary Education,West,As soon as possible,0.03339,78,187,0.00757,0.05921
2003,Second Stage of Tertiary Education,West,Next year,0.02219,55,187,0.00102,0.04336
2003,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01577,54,187,-0.00213,0.03368
2003,Second Stage of Tertiary Education,East,As soon as possible,0.05366,61,61,-0.00336,0.11069
2004,Pre-primary Level,West,Next year,0.16780,70,356,0.12893,0.20667
2004,Pre-primary Level,West,In the next 2 to 5 years,0.34756,157,356,0.29802,0.39709
2004,Pre-primary Level,West,"In the distant future, in more than five years",0.21852,129,356,0.17553,0.26150
2004,Pre-primary Level,East,Next year,0.18848,31,132,0.12150,0.25545
2004,Pre-primary Level,East,In the next 2 to 5 years,0.34065,61,132,0.25950,0.42181
2004,Pre-primary Level,East,"In the distant future, in more than five years",0.21276,40,132,0.14268,0.28285
2004,Lower Secondary Level,West,As soon as possible,0.07051,154,303,0.04163,0.09938
2004,Lower Secondary Level,West,Next year,0.02839,66,303,0.00966,0.04712
2004,Lower Secondary Level,West,In the next 2 to 5 years,0.03243,83,303,0.01245,0.05241
2004,Lower Secondary Level,East,As soon as possible,0.13119,38,38,0.02240,0.23997
2004,Upper Secondary Level,West,As soon as possible,0.05157,395,991,0.03779,0.06534
2004,Upper Secondary Level,West,Next year,0.02321,207,991,0.01383,0.03259
2004,Upper Secondary Level,West,In the next 2 to 5 years,0.03226,315,991,0.02126,0.04327
2004,Upper Secondary Level,West,"In the distant future, in more than five years",0.00687,74,991,0.00172,0.01201
2004,Upper Secondary Level,East,As soon as possible,0.13632,358,518,0.10674,0.16590
2004,Upper Secondary Level,East,Next year,0.02842,81,518,0.01410,0.04274
2004,Upper Secondary Level,East,In the next 2 to 5 years,0.02465,79,518,0.01128,0.03801
2004,Post-secondary Non-tertiary Level,West,As soon as possible,0.04144,42,108,0.00368,0.07921
2004,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.05642,66,108,0.01270,0.10013
2004,First Stage of Tertiary Education,West,As soon as possible,0.02621,35,35,-0.02749,0.07992
2004,Second Stage of Tertiary Education,West,As soon as possible,0.03503,72,182,0.00825,0.06182
2004,Second Stage of Tertiary Education,West,Next year,0.02251,52,182,0.00090,0.04412
2004,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.02272,58,182,0.00101,0.04443
2004,Second Stage of Tertiary Education,East,As soon as possible,0.04462,58,58,-0.00898,0.09823
2005,Pre-primary Level,West,Next year,0.15017,68,372,0.11382,0.18652
2005,Pre-primary Level,West,In the next 2 to 5 years,0.34917,170,372,0.30066,0.39768
2005,Pre-primary Level,West,"In the distant future, in more than five years",0.20588,134,372,0.16473,0.24702
2005,Pre-primary Level,East,Next year,0.26348,32,115,0.18261,0.34434
2005,Pre-primary Level,East,In the next 2 to 5 years,0.31456,47,115,0.22932,0.39980
2005,Pre-primary Level,East,"In the distant future, in more than five years",0.19219,36,115,0.11986,0.26452
2005,Primary Level,West,As soon as possible,0.17075,33,33,0.04037,0.30112
2005,Lower Secondary Level,West,As soon as possible,0.06802,140,281,0.03853,0.09751
2005,Lower Secondary Level,West,Next year,0.02718,59,281,0.00814,0.04623
2005,Lower Secondary Level,West,In the next 2 to 5 years,0.03723,82,281,0.01505,0.05940
2005,Lower Secondary Level,East,As soon as possible,0.12684,34,34,0.01330,0.24039
2005,Upper Secondary Level,West,As soon as possible,0.05134,364,885,0.03679,0.06588
2005,Upper Secondary Level,West,Next year,0.01838,159,885,0.00953,0.02724
2005,Upper Secondary Level,West,In the next 2 to 5 years,0.03005,287,885,0.01879,0.04130
2005,Upper Secondary Level,West,"In the distant future, in more than five years",0.00776,75,885,0.00198,0.01355
2005,Upper Secondary Level,East,As soon as possible,0.14654,358,527,0.11631,0.17676
2005,Upper Secondary Level,East,Next year,0.02855,87,527,0.01432,0.04278
2005,Upper Secondary Level,East,In the next 2 to 5 years,0.02873,82,527,0.01446,0.04301
2005,Post-secondary Non-tertiary Level,West,As soon as possible,0.05150,42,119,0.01162,0.09138
2005,Post-secondary Non-tertiary Level,West,Next year,0.02557,31,119,-0.00291,0.05406
2005,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.04749,46,119,0.00911,0.08586
2005,First Stage of Tertiary Education,West,As soon as possible,0.02646,34,34,-0.02830,0.08123
2005,Second Stage of Tertiary Education,West,As soon as possible,0.03824,75,183,0.01037,0.06610
2005,Second Stage of Tertiary Education,West,Next year,0.02468,61,183,0.00214,0.04723
2005,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01936,47,183,-0.00066,0.03938
2005,Second Stage of Tertiary Education,East,As soon as possible,0.04653,54,54,-0.01018,0.10323
2006,Pre-primary Level,West,Next year,0.07168,32,225,0.03790,0.10547
2006,Pre-primary Level,West,In the next 2 to 5 years,0.24306,110,225,0.18689,0.29923
2006,Pre-primary Level,West,"In the distant future, in more than five years",0.12676,83,225,0.08319,0.17033
2006,Lower Secondary Level,West,As soon as possible,0.08105,168,309,0.05057,0.11153
2006,Lower Secondary Level,West,Next year,0.01866,57,309,0.00355,0.03377
2006,Lower Secondary Level,West,In the next 2 to 5 years,0.03433,84,309,0.01400,0.05467
2006,Lower Secondary Level,East,As soon as possible,0.11947,36,36,0.01202,0.22693
2006,Upper Secondary Level,West,As soon as possible,0.05266,389,986,0.03871,0.06660
2006,Upper Secondary Level,West,Next year,0.02149,190,986,0.01244,0.03055
2006,Upper Secondary Level,West,In the next 2 to 5 years,0.03248,316,986,0.02141,0.04355
2006,Upper Secondary Level,West,"In the distant future, in more than five years",0.00876,91,986,0.00294,0.01457
2006,Upper Secondary Level,East,As soon as possible,0.12753,344,533,0.09919,0.15588
2006,Upper Secondary Level,East,Next year,0.03024,85,533,0.01568,0.04479
2006,Upper Secondary Level,East,In the next 2 to 5 years,0.03262,104,533,0.01752,0.04771
2006,Post-secondary Non-tertiary Level,West,As soon as possible,0.04452,44,148,0.01118,0.07785
2006,Post-secondary Non-tertiary Level,West,Next year,0.03198,38,148,0.00353,0.06042
2006,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.06235,66,148,0.02326,0.10144
2006,First Stage of Tertiary Education,West,As soon as possible,0.03475,34,65,-0.01012,0.07962
2006,First Stage of Tertiary Education,West,Next year,0.02473,31,65,-0.01332,0.06277
2006,Second Stage of Tertiary Education,West,As soon as possible,0.03576,86,211,0.01065,0.06088
2006,Second Stage of Tertiary Education,West,Next year,0.02722,66,211,0.00521,0.04923
2006,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01992,59,211,0.00102,0.03882
2006,Second Stage of Tertiary Education,East,As soon as possible,0.04160,48,48,-0.01549,0.09869
2007,Pre-primary Level,West,Next year,0.05935,34,187,0.02539,0.09331
2007,Pre-primary Level,West,In the next 2 to 5 years,0.20418,91,187,0.14625,0.26212
2007,Pre-primary Level,West,"In the distant future, in more than five years",0.09891,62,187,0.05601,0.14182
2007,Lower Secondary Level,West,As soon as possible,0.06504,125,258,0.03489,0.09519
2007,Lower Secondary Level,West,Next year,0.02502,51,258,0.00592,0.04411
2007,Lower Secondary Level,West,In the next 2 to 5 years,0.03851,82,258,0.01498,0.06204
2007,Upper Secondary Level,West,As soon as possible,0.04368,296,811,0.02961,0.05776
2007,Upper Secondary Level,West,Next year,0.02338,174,811,0.01297,0.03379
2007,Upper Secondary Level,West,In the next 2 to 5 years,0.02960,280,811,0.01793,0.04128
2007,Upper Secondary Level,West,"In the distant future, in more than five years",0.00635,61,811,0.00088,0.01182
2007,Upper Secondary Level,East,As soon as possible,0.11968,294,431,0.08900,0.15036
2007,Upper Secondary Level,East,Next year,0.02716,68,431,0.01179,0.04252
2007,Upper Secondary Level,East,In the next 2 to 5 years,0.02230,69,431,0.00835,0.03626
2007,Post-secondary Non-tertiary Level,West,As soon as possible,0.05362,45,131,0.01489,0.09234
2007,Post-secondary Non-tertiary Level,West,Next year,0.04561,40,131,0.00974,0.08148
2007,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03535,46,131,0.00361,0.06710
2007,Second Stage of Tertiary Education,West,As soon as possible,0.02881,60,160,0.00281,0.05481
2007,Second Stage of Tertiary Education,West,Next year,0.01810,50,160,-0.00262,0.03882
2007,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01589,50,160,-0.00355,0.03532
2007,Second Stage of Tertiary Education,East,As soon as possible,0.04047,47,47,-0.01648,0.09742
2008,Pre-primary Level,West,In the next 2 to 5 years,0.21034,91,175,0.14978,0.27089
2008,Pre-primary Level,West,"In the distant future, in more than five years",0.15135,84,175,0.09810,0.20460
2008,Lower Secondary Level,West,As soon as possible,0.05676,99,211,0.02546,0.08805
2008,Lower Secondary Level,West,Next year,0.03010,55,211,0.00699,0.05321
2008,Lower Secondary Level,West,In the next 2 to 5 years,0.02485,57,211,0.00379,0.04590
2008,Lower Secondary Level,East,As soon as possible,0.16550,31,31,0.03251,0.29849
2008,Upper Secondary Level,West,As soon as possible,0.03633,240,701,0.02247,0.05019
2008,Upper Secondary Level,West,Next year,0.02175,164,701,0.01094,0.03256
2008,Upper Secondary Level,West,In the next 2 to 5 years,0.02662,233,701,0.01470,0.03855
2008,Upper Secondary Level,West,"In the distant future, in more than five years",0.00727,64,701,0.00098,0.01356
2008,Upper Secondary Level,East,As soon as possible,0.10021,238,382,0.07005,0.13036
2008,Upper Secondary Level,East,Next year,0.02530,72,382,0.00953,0.04107
2008,Upper Secondary Level,East,In the next 2 to 5 years,0.02800,72,382,0.01143,0.04457
2008,Post-secondary Non-tertiary Level,West,Next year,0.03362,34,73,-0.00802,0.07525
2008,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.04139,39,73,-0.00462,0.08741
2008,Second Stage of Tertiary Education,West,As soon as possible,0.02906,54,142,0.00133,0.05678
2008,Second Stage of Tertiary Education,West,Next year,0.01477,49,142,-0.00514,0.03468
2008,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01224,39,142,-0.00591,0.03040
2008,Second Stage of Tertiary Education,East,As soon as possible,0.03771,33,33,-0.02829,0.10372
2009,Pre-primary Level,West,Next year,0.07910,38,177,0.03923,0.11898
2009,Pre-primary Level,West,In the next 2 to 5 years,0.17660,72,177,0.12026,0.23294
2009,Pre-primary Level,West,"In the distant future, in more than five years",0.14014,67,177,0.08885,0.19142
2009,Lower Secondary Level,West,As soon as possible,0.06380,102,205,0.03026,0.09734
2009,Lower Secondary Level,West,Next year,0.02842,45,205,0.00562,0.05122
2009,Lower Secondary Level,West,In the next 2 to 5 years,0.03325,58,205,0.00865,0.05786
2009,Upper Secondary Level,West,As soon as possible,0.04099,248,627,0.02546,0.05652
2009,Upper Secondary Level,West,Next year,0.01897,140,627,0.00828,0.02966
2009,Upper Secondary Level,West,In the next 2 to 5 years,0.02611,194,627,0.01362,0.03860
2009,Upper Secondary Level,West,"In the distant future, in more than five years",0.00695,45,627,0.00044,0.01346
2009,Upper Secondary Level,East,As soon as possible,0.10752,227,356,0.07530,0.13975
2009,Upper Secondary Level,East,Next year,0.02737,65,356,0.01039,0.04434
2009,Upper Secondary Level,East,In the next 2 to 5 years,0.01919,64,356,0.00492,0.03347
2009,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03808,40,40,-0.02199,0.09815
2009,Second Stage of Tertiary Education,West,As soon as possible,0.02895,57,146,0.00166,0.05624
2009,Second Stage of Tertiary Education,West,Next year,0.01860,50,146,-0.00339,0.04059
2009,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01081,39,146,-0.00602,0.02765
2010,Pre-primary Level,West,Next year,0.10655,52,259,0.06890,0.14420
2010,Pre-primary Level,West,In the next 2 to 5 years,0.21853,117,259,0.16810,0.26896
2010,Pre-primary Level,West,"In the distant future, in more than five years",0.14875,90,259,0.10533,0.19217
2010,Primary Level,West,As soon as possible,0.16161,45,84,0.08242,0.24081
2010,Primary Level,West,In the next 2 to 5 years,0.03871,39,84,-0.00279,0.08020
2010,Lower Secondary Level,West,As soon as possible,0.06687,184,517,0.04532,0.08843
2010,Lower Secondary Level,West,Next year,0.03293,138,517,0.01753,0.04833
2010,Lower Secondary Level,West,In the next 2 to 5 years,0.02953,152,517,0.01492,0.04414
2010,Lower Secondary Level,West,"In the distant future, in more than five years",0.01045,43,517,0.00167,0.01922
2010,Lower Secondary Level,East,As soon as possible,0.13822,47,78,0.06113,0.21531
2010,Lower Secondary Level,East,Next year,0.03825,31,78,-0.00459,0.08108
2010,Upper Secondary Level,West,As soon as possible,0.04054,423,1472,0.03046,0.05062
2010,Upper Secondary Level,West,Next year,0.02732,412,1472,0.01899,0.03565
2010,Upper Secondary Level,West,In the next 2 to 5 years,0.02991,511,1472,0.02121,0.03862
2010,Upper Secondary Level,West,"In the distant future, in more than five years",0.00598,126,1472,0.00204,0.00992
2010,Upper Secondary Level,East,As soon as possible,0.08332,298,559,0.06039,0.10625
2010,Upper Secondary Level,East,Next year,0.03101,140,559,0.01663,0.04539
2010,Upper Secondary Level,East,In the next 2 to 5 years,0.02781,121,559,0.01417,0.04145
2010,Post-secondary Non-tertiary Level,West,As soon as possible,0.03241,62,281,0.01167,0.05316
2010,Post-secondary Non-tertiary Level,West,Next year,0.03657,110,281,0.01459,0.05856
2010,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03240,109,281,0.01166,0.05314
2010,First Stage of Tertiary Education,West,As soon as possible,0.03164,31,99,-0.00301,0.06630
2010,First Stage of Tertiary Education,West,Next year,0.01310,33,99,-0.00941,0.03561
2010,First Stage of Tertiary Education,West,In the next 2 to 5 years,0.00946,35,99,-0.00971,0.02862
2010,Second Stage of Tertiary Education,West,As soon as possible,0.03137,115,490,0.01592,0.04682
2010,Second Stage of Tertiary Education,West,Next year,0.02591,214,490,0.01183,0.03999
2010,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01285,128,490,0.00287,0.02284
2010,Second Stage of Tertiary Education,West,"In the distant future, in more than five years",0.00334,33,490,-0.00177,0.00846
2010,Second Stage of Tertiary Education,East,As soon as possible,0.02020,33,88,-0.00936,0.04977
2010,Second Stage of Tertiary Education,East,Next year,0.01891,55,88,-0.00971,0.04753
2011,Pre-primary Level,West,Next year,0.06018,52,307,0.03354,0.08683
2011,Pre-primary Level,West,In the next 2 to 5 years,0.20081,132,307,0.15592,0.24570
2011,Pre-primary Level,West,"In the distant future, in more than five years",0.12779,123,307,0.09038,0.16519
2011,Primary Level,West,As soon as possible,0.10930,44,75,0.03821,0.18039
2011,Primary Level,West,Next year,0.05469,31,75,0.00289,0.10650
2011,Lower Secondary Level,West,As soon as possible,0.06130,210,513,0.04052,0.08208
2011,Lower Secondary Level,West,Next year,0.02423,128,513,0.01091,0.03755
2011,Lower Secondary Level,West,In the next 2 to 5 years,0.02589,131,513,0.01213,0.03964
2011,Lower Secondary Level,West,"In the distant future, in more than five years",0.00727,44,513,-0.00009,0.01463
2011,Lower Secondary Level,East,As soon as possible,0.11309,48,84,0.04496,0.18123
2011,Lower Secondary Level,East,Next year,0.04344,36,84,-0.00042,0.08729
2011,Upper Secondary Level,West,As soon as possible,0.03162,398,1397,0.02244,0.04080
2011,Upper Secondary Level,West,Next year,0.02329,350,1397,0.01538,0.03120
2011,Upper Secondary Level,West,In the next 2 to 5 years,0.03388,501,1397,0.02439,0.04337
2011,Upper Secondary Level,West,"In the distant future, in more than five years",0.00947,148,1397,0.00439,0.01455
2011,Upper Secondary Level,East,As soon as possible,0.08097,339,600,0.05912,0.10282
2011,Upper Secondary Level,East,Next year,0.02791,140,600,0.01472,0.04110
2011,Upper Secondary Level,East,In the next 2 to 5 years,0.02764,121,600,0.01451,0.04077
2011,Post-secondary Non-tertiary Level,West,As soon as possible,0.03295,75,267,0.01150,0.05441
2011,Post-secondary Non-tertiary Level,West,Next year,0.03410,86,267,0.01229,0.05591
2011,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03967,106,267,0.01621,0.06313
2011,First Stage of Tertiary Education,West,Next year,0.01087,34,73,-0.01308,0.03481
2011,First Stage of Tertiary Education,West,In the next 2 to 5 years,0.01669,39,73,-0.01290,0.04629
2011,Second Stage of Tertiary Education,West,As soon as possible,0.02925,104,398,0.01268,0.04583
2011,Second Stage of Tertiary Education,West,Next year,0.01894,136,398,0.00553,0.03235
2011,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01747,121,398,0.00458,0.03036
2011,Second Stage of Tertiary Education,West,"In the distant future, in more than five years",0.00430,37,398,-0.00214,0.01074
2011,Second Stage of Tertiary Education,East,As soon as possible,0.01902,38,76,-0.01189,0.04994
2011,Second Stage of Tertiary Education,East,Next year,0.01488,38,76,-0.01252,0.04229
2012,Pre-primary Level,West,Next year,0.08276,49,287,0.05082,0.11469
2012,Pre-primary Level,West,In the next 2 to 5 years,0.13504,122,287,0.09543,0.17465
2012,Pre-primary Level,West,"In the distant future, in more than five years",0.13562,116,287,0.09594,0.17530
2012,Primary Level,West,As soon as possible,0.13615,47,78,0.05955,0.21275
2012,Primary Level,West,In the next 2 to 5 years,0.04790,31,78,0.00020,0.09561
2012,Lower Secondary Level,West,As soon as possible,0.05412,191,487,0.03401,0.07424
2012,Lower Secondary Level,West,Next year,0.02706,130,487,0.01263,0.04148
2012,Lower Secondary Level,West,In the next 2 to 5 years,0.02835,114,487,0.01359,0.04310
2012,Lower Secondary Level,West,"In the distant future, in more than five years",0.01352,52,487,0.00326,0.02379
2012,Lower Secondary Level,East,As soon as possible,0.17722,52,52,0.07242,0.28203
2012,Upper Secondary Level,West,As soon as possible,0.03426,364,1247,0.02416,0.04435
2012,Upper Secondary Level,West,Next year,0.02698,348,1247,0.01798,0.03598
2012,Upper Secondary Level,West,In the next 2 to 5 years,0.03401,423,1247,0.02395,0.04408
2012,Upper Secondary Level,West,"In the distant future, in more than five years",0.00724,112,1247,0.00254,0.01195
2012,Upper Secondary Level,East,As soon as possible,0.08958,308,513,0.06485,0.11432
2012,Upper Secondary Level,East,Next year,0.02978,125,513,0.01506,0.04451
2012,Upper Secondary Level,East,In the next 2 to 5 years,0.02284,80,513,0.00990,0.03578
2012,Post-secondary Non-tertiary Level,West,As soon as possible,0.03061,68,230,0.00830,0.05292
2012,Post-secondary Non-tertiary Level,West,Next year,0.03675,81,230,0.01238,0.06112
2012,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03578,81,230,0.01172,0.05983
2012,First Stage of Tertiary Education,West,Next year,0.02628,31,31,-0.03096,0.08353
2012,Second Stage of Tertiary Education,West,As soon as possible,0.02429,105,342,0.00795,0.04063
2012,Second Stage of Tertiary Education,West,Next year,0.02460,141,342,0.00816,0.04104
2012,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01750,96,342,0.00358,0.03142
2012,Second Stage of Tertiary Education,East,As soon as possible,0.03296,45,87,-0.00477,0.07069
2012,Second Stage of Tertiary Education,East,Next year,0.02314,42,87,-0.00864,0.05491
2013,Pre-primary Level,West,Next year,0.09830,87,383,0.06844,0.12815
2013,Pre-primary Level,West,In the next 2 to 5 years,0.17346,168,383,0.13549,0.21143
2013,Pre-primary Level,West,"In the distant future, in more than five years",0.13578,128,383,0.10143,0.17014
2013,Primary Level,West,As soon as possible,0.11827,84,165,0.06885,0.16770
2013,Primary Level,West,Next year,0.06306,43,165,0.02585,0.10026
2013,Primary Level,West,In the next 2 to 5 years,0.03923,38,165,0.00952,0.06895
2013,Lower Secondary Level,West,As soon as possible,0.05576,268,731,0.03912,0.07241
2013,Lower Secondary Level,West,Next year,0.03614,189,731,0.02260,0.04967
2013,Lower Secondary Level,West,In the next 2 to 5 years,0.04124,201,731,0.02682,0.05567
2013,Lower Secondary Level,West,"In the distant future, in more than five years",0.00836,73,731,0.00176,0.01497
2013,Lower Secondary Level,East,As soon as possible,0.12613,46,81,0.05338,0.19888
2013,Lower Secondary Level,East,In the next 2 to 5 years,0.03691,35,81,-0.00441,0.07822
2013,Upper Secondary Level,West,As soon as possible,0.03743,487,1482,0.02776,0.04710
2013,Upper Secondary Level,West,Next year,0.02848,366,1482,0.02001,0.03695
2013,Upper Secondary Level,West,In the next 2 to 5 years,0.03146,483,1482,0.02257,0.04035
2013,Upper Secondary Level,West,"In the distant future, in more than five years",0.00714,146,1482,0.00285,0.01143
2013,Upper Secondary Level,East,As soon as possible,0.06710,268,463,0.04428,0.08991
2013,Upper Secondary Level,East,Next year,0.03988,129,463,0.02204,0.05773
2013,Upper Secondary Level,East,In the next 2 to 5 years,0.01134,66,463,0.00168,0.02099
2013,Post-secondary Non-tertiary Level,West,As soon as possible,0.04382,104,283,0.01993,0.06771
2013,Post-secondary Non-tertiary Level,West,Next year,0.03203,85,283,0.01148,0.05258
2013,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.03315,94,283,0.01225,0.05404
2013,Second Stage of Tertiary Education,West,As soon as possible,0.02385,165,461,0.00991,0.03779
2013,Second Stage of Tertiary Education,West,Next year,0.02640,173,461,0.01175,0.04105
2013,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01552,123,461,0.00423,0.02682
2013,Second Stage of Tertiary Education,East,As soon as possible,0.01666,31,31,-0.02914,0.06246
2014,Pre-primary Level,West,Next year,0.08563,61,255,0.05122,0.12004
2014,Pre-primary Level,West,In the next 2 to 5 years,0.17203,120,255,0.12561,0.21844
2014,Pre-primary Level,West,"In the distant future, in more than five years",0.10343,74,255,0.06598,0.14088
2014,Primary Level,West,As soon as possible,0.13368,64,132,0.07540,0.19195
2014,Primary Level,West,Next year,0.05688,37,132,0.01722,0.09655
2014,Primary Level,West,In the next 2 to 5 years,0.05397,31,132,0.01528,0.09266
2014,Lower Secondary Level,West,As soon as possible,0.05861,223,560,0.03913,0.07808
2014,Lower Secondary Level,West,Next year,0.03405,137,560,0.01902,0.04909
2014,Lower Secondary Level,West,In the next 2 to 5 years,0.03374,146,560,0.01878,0.04871
2014,Lower Secondary Level,West,"In the distant future, in more than five years",0.00931,54,560,0.00135,0.01727
2014,Lower Secondary Level,East,As soon as possible,0.14387,51,88,0.07012,0.21762
2014,Lower Secondary Level,East,Next year,0.07735,37,88,0.02121,0.13349
2014,Upper Secondary Level,West,As soon as possible,0.03801,391,1189,0.02713,0.04888
2014,Upper Secondary Level,West,Next year,0.02467,299,1189,0.01585,0.03349
2014,Upper Secondary Level,West,In the next 2 to 5 years,0.03243,381,1189,0.02236,0.04250
2014,Upper Secondary Level,West,"In the distant future, in more than five years",0.00681,118,1189,0.00213,0.01149
2014,Upper Secondary Level,East,As soon as possible,0.06577,200,366,0.04034,0.09121
2014,Upper Secondary Level,East,Next year,0.03221,99,366,0.01409,0.05032
2014,Upper Secondary Level,East,In the next 2 to 5 years,0.02316,67,366,0.00773,0.03859
2014,Post-secondary Non-tertiary Level,West,As soon as possible,0.03202,62,204,0.00780,0.05624
2014,Post-secondary Non-tertiary Level,West,Next year,0.03211,73,204,0.00786,0.05637
2014,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.02590,69,204,0.00405,0.04775
2014,Second Stage of Tertiary Education,West,As soon as possible,0.02888,145,394,0.01232,0.04544
2014,Second Stage of Tertiary Education,West,Next year,0.02631,148,394,0.01049,0.04214
2014,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.01624,101,394,0.00374,0.02874
2014,Second Stage of Tertiary Education,East,As soon as possible,0.02186,33,77,-0.01101,0.05474
2014,Second Stage of Tertiary Education,East,Next year,0.02355,44,77,-0.01054,0.05765
2015,Pre-primary Level,West,Next year,0.08802,42,222,0.05066,0.12537
2015,Pre-primary Level,West,In the next 2 to 5 years,0.17465,105,222,0.12459,0.22471
2015,Pre-primary Level,West,"In the distant future, in more than five years",0.11382,75,222,0.07194,0.15569
2015,Primary Level,West,As soon as possible,0.14765,71,149,0.09049,0.20480
2015,Primary Level,West,Next year,0.03648,35,149,0.00628,0.06669
2015,Primary Level,West,In the next 2 to 5 years,0.05475,43,149,0.01810,0.09140
2015,Lower Secondary Level,West,As soon as possible,0.05004,210,581,0.03229,0.06778
2015,Lower Secondary Level,West,Next year,0.03916,147,581,0.02338,0.05495
2015,Lower Secondary Level,West,In the next 2 to 5 years,0.04416,176,581,0.02744,0.06088
2015,Lower Secondary Level,West,"In the distant future, in more than five years",0.00991,48,581,0.00185,0.01798
2015,Lower Secondary Level,East,As soon as possible,0.12212,42,42,0.02189,0.22234
2015,Upper Secondary Level,West,As soon as possible,0.03620,355,1218,0.02570,0.04669
2015,Upper Secondary Level,West,Next year,0.02458,296,1218,0.01588,0.03328
2015,Upper Secondary Level,West,In the next 2 to 5 years,0.03248,448,1218,0.02252,0.04244
2015,Upper Secondary Level,West,"In the distant future, in more than five years",0.00557,119,1218,0.00139,0.00976
2015,Upper Secondary Level,East,As soon as possible,0.05897,179,356,0.03447,0.08348
2015,Upper Secondary Level,East,Next year,0.03395,110,356,0.01511,0.05279
2015,Upper Secondary Level,East,In the next 2 to 5 years,0.01960,67,356,0.00518,0.03403
2015,Post-secondary Non-tertiary Level,West,As soon as possible,0.04052,69,249,0.01598,0.06506
2015,Post-secondary Non-tertiary Level,West,Next year,0.02278,79,249,0.00421,0.04135
2015,Post-secondary Non-tertiary Level,West,In the next 2 to 5 years,0.04289,101,249,0.01768,0.06811
2015,Second Stage of Tertiary Education,West,As soon as possible,0.02875,165,469,0.01361,0.04389
2015,Second Stage of Tertiary Education,West,Next year,0.02644,171,469,0.01190,0.04098
2015,Second Stage of Tertiary Education,West,In the next 2 to 5 years,0.02086,133,469,0.00791,0.03381
2015,Second Stage of Tertiary Education,East,As soon as possible,0.02043,41,75,-0.01180,0.05266
2015,Second Stage of Tertiary Education,East,Next year,0.01739,34,75,-0.01239,0.04718
2016,Pre-primary Level,West,Next year,0.10028,59,228,0.06120,0.13935
2016,Pre-primary Level,West,In the next 2 to 5 years,0.18200,114,228,0.13180,0.23219
2016,Pre-primary Level,West,"In the distant future, in more than five years",0.09574,55,228,0.05746,0.13402
2016,Primary Level,West,As soon as possible,0.12255,291,722,0.09862,0.14649
2016,Primary Level,West,Next year,0.04745,168,722,0.03193,0.06296
