,Unnamed: 0,year,age_gr,sex,plb0418,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
314,314,2003,17-29 y.,male,In the next 2 to 5 years,0.36742,271,3016,0.33301,0.41364
315,315,2003,17-29 y.,male,"In the distant future, in more than five years",0.10517,92,3016,0.08297,0.12994
316,316,2003,17-29 y.,female,As soon as possible,0.20916,134,3016,0.18482,0.23963
317,317,2003,17-29 y.,female,Next year,0.257,180,3016,0.21984,0.29158
318,318,2003,17-29 y.,female,In the next 2 to 5 years,0.38497,317,3016,0.34907,0.422
319,319,2003,17-29 y.,female,"In the distant future, in more than five years",0.14887,134,3016,0.12988,0.17111
320,320,2003,30-45 y.,male,As soon as possible,0.86962,255,3016,0.79131,0.95384
321,321,2003,30-45 y.,male,Next year,0.13038,41,3016,0.09516,0.16464
322,322,2003,30-45 y.,female,As soon as possible,0.33545,245,3016,0.30849,0.36797
323,323,2003,30-45 y.,female,Next year,0.25646,188,3016,0.22925,0.28645
324,324,2003,30-45 y.,female,In the next 2 to 5 years,0.32258,239,3016,0.28977,0.35768
325,325,2003,30-45 y.,female,"In the distant future, in more than five years",0.08552,69,3016,0.0712,0.10055
326,326,2003,46-65 y.,male,As soon as possible,0.86534,197,3016,0.78957,0.95905
327,327,2003,46-65 y.,male,Next year,0.13466,32,3016,0.1037,0.16885
328,328,2003,46-65 y.,female,As soon as possible,0.58617,173,3016,0.52422,0.65049
329,329,2003,46-65 y.,female,Next year,0.27542,76,3016,0.24014,0.31823
330,330,2003,46-65 y.,female,In the next 2 to 5 years,0.13841,40,3016,0.09978,0.18845
331,331,2004,17-29 y.,male,As soon as possible,0.3281,196,3117,0.29439,0.36788
332,332,2004,17-29 y.,male,Next year,0.20458,143,3117,0.17664,0.23574
333,333,2004,17-29 y.,male,In the next 2 to 5 years,0.34751,278,3117,0.31094,0.3823
334,334,2004,17-29 y.,male,"In the distant future, in more than five years",0.11981,117,3117,0.10022,0.14079
335,335,2004,17-29 y.,female,As soon as possible,0.19586,131,3117,0.16914,0.22659
336,336,2004,17-29 y.,female,Next year,0.2291,196,3117,0.2003,0.25882
337,337,2004,17-29 y.,female,In the next 2 to 5 years,0.44424,356,3117,0.40401,0.48645
338,338,2004,17-29 y.,female,"In the distant future, in more than five years",0.1308,133,3117,0.11464,0.14985
339,339,2004,30-45 y.,male,As soon as possible,0.84487,232,3117,0.76547,0.92645
340,340,2004,30-45 y.,male,Next year,0.15513,33,3117,0.1068,0.19805
341,341,2004,30-45 y.,female,As soon as possible,0.38275,264,3117,0.3465,0.42343
342,342,2004,30-45 y.,female,Next year,0.19816,156,3117,0.17315,0.2223
343,343,2004,30-45 y.,female,In the next 2 to 5 years,0.34928,254,3117,0.31223,0.38328
344,344,2004,30-45 y.,female,"In the distant future, in more than five years",0.06982,62,3117,0.05682,0.08559
345,345,2004,46-65 y.,male,As soon as possible,0.85358,231,3117,0.78172,0.93574
346,346,2004,46-65 y.,male,Next year,0.14642,33,3117,0.11151,0.20161
347,347,2004,46-65 y.,female,As soon as possible,0.67101,202,3117,0.60207,0.73744
348,348,2004,46-65 y.,female,Next year,0.22645,69,3117,0.18311,0.28109
349,349,2004,46-65 y.,female,In the next 2 to 5 years,0.10254,31,3117,0.07361,0.13589
350,350,2005,17-29 y.,male,As soon as possible,0.33459,200,3010,0.29694,0.36979
351,351,2005,17-29 y.,male,Next year,0.19307,136,3010,0.16543,0.21694
352,352,2005,17-29 y.,male,In the next 2 to 5 years,0.34049,265,3010,0.30435,0.38338
353,353,2005,17-29 y.,male,"In the distant future, in more than five years",0.13185,127,3010,0.11187,0.15565
354,354,2005,17-29 y.,female,As soon as possible,0.25597,170,3010,0.22448,0.29207
355,355,2005,17-29 y.,female,Next year,0.21734,186,3010,0.1985,0.23964
356,356,2005,17-29 y.,female,In the next 2 to 5 years,0.40664,341,3010,0.37028,0.45356
357,357,2005,17-29 y.,female,"In the distant future, in more than five years",0.12005,126,3010,0.10009,0.14593
358,358,2005,30-45 y.,male,As soon as possible,0.82229,213,3010,0.73174,0.91417
359,359,2005,30-45 y.,male,Next year,0.17771,41,3010,0.13793,0.22104
360,360,2005,30-45 y.,female,As soon as possible,0.36153,240,3010,0.32187,0.40131
361,361,2005,30-45 y.,female,Next year,0.23703,169,3010,0.20434,0.27152
362,362,2005,30-45 y.,female,In the next 2 to 5 years,0.31353,210,3010,0.28297,0.34538
363,363,2005,30-45 y.,female,"In the distant future, in more than five years",0.08791,58,3010,0.07263,0.10599
364,364,2005,46-65 y.,male,As soon as possible,0.90272,196,3010,0.8148,0.99561
365,365,2005,46-65 y.,male,Next year,0.09728,32,3010,0.07425,0.12365
366,366,2005,46-65 y.,female,As soon as possible,0.72057,213,3010,0.65154,0.81262
367,367,2005,46-65 y.,female,Next year,0.15048,45,3010,0.11338,0.18623
368,368,2005,46-65 y.,female,In the next 2 to 5 years,0.12895,42,3010,0.10142,0.16435
369,369,2006,17-29 y.,male,As soon as possible,0.37729,200,2948,0.3424,0.41954
370,370,2006,17-29 y.,male,Next year,0.16036,109,2948,0.13592,0.18437
371,371,2006,17-29 y.,male,In the next 2 to 5 years,0.35748,238,2948,0.31293,0.39809
372,372,2006,17-29 y.,male,"In the distant future, in more than five years",0.10488,91,2948,0.08731,0.1266
373,373,2006,17-29 y.,female,As soon as possible,0.25212,166,2948,0.21805,0.28733
374,374,2006,17-29 y.,female,Next year,0.22575,161,2948,0.19776,0.25369
375,375,2006,17-29 y.,female,In the next 2 to 5 years,0.42942,352,2948,0.39502,0.47851
376,376,2006,17-29 y.,female,"In the distant future, in more than five years",0.09271,87,2948,0.07548,0.11295
377,377,2006,30-45 y.,male,As soon as possible,1.0,220,2948,0.88092,1.09701
378,378,2006,30-45 y.,female,As soon as possible,0.34941,247,2948,0.32154,0.38146
379,379,2006,30-45 y.,female,Next year,0.26832,203,2948,0.23445,0.29367
380,380,2006,30-45 y.,female,In the next 2 to 5 years,0.30536,236,2948,0.2749,0.33952
381,381,2006,30-45 y.,female,"In the distant future, in more than five years",0.07691,68,2948,0.06438,0.08948
382,382,2006,46-65 y.,male,As soon as possible,0.86563,209,2948,0.78163,0.96276
383,383,2006,46-65 y.,male,Next year,0.13437,41,2948,0.10319,0.1796
384,384,2006,46-65 y.,female,As soon as possible,0.73959,226,2948,0.6766,0.82697
385,385,2006,46-65 y.,female,Next year,0.16078,54,2948,0.13012,0.19562
386,386,2006,46-65 y.,female,In the next 2 to 5 years,0.09964,40,2948,0.07121,0.13084
387,387,2007,17-29 y.,male,As soon as possible,0.35438,154,2470,0.31377,0.39832
388,388,2007,17-29 y.,male,Next year,0.2257,115,2470,0.1926,0.26458
389,389,2007,17-29 y.,male,In the next 2 to 5 years,0.32383,216,2470,0.27783,0.3769
390,390,2007,17-29 y.,male,"In the distant future, in more than five years",0.0961,71,2470,0.07725,0.11494
391,391,2007,17-29 y.,female,As soon as possible,0.24011,148,2470,0.20759,0.28075
392,392,2007,17-29 y.,female,Next year,0.24791,155,2470,0.21417,0.2804
393,393,2007,17-29 y.,female,In the next 2 to 5 years,0.41805,307,2470,0.37315,0.45797
394,394,2007,17-29 y.,female,"In the distant future, in more than five years",0.09393,84,2470,0.07446,0.11722
395,395,2007,30-45 y.,male,As soon as possible,1.0,147,2470,0.87116,1.153
396,396,2007,30-45 y.,female,As soon as possible,0.38572,203,2470,0.3456,0.43149
397,397,2007,30-45 y.,female,Next year,0.25892,152,2470,0.22922,0.29299
398,398,2007,30-45 y.,female,In the next 2 to 5 years,0.28677,186,2470,0.25759,0.31924
399,399,2007,30-45 y.,female,"In the distant future, in more than five years",0.06859,42,2470,0.05079,0.0822
400,400,2007,46-65 y.,male,As soon as possible,0.84523,166,2470,0.74225,0.93457
401,401,2007,46-65 y.,male,Next year,0.15477,33,2470,0.10464,0.20549
402,402,2007,46-65 y.,female,As soon as possible,0.6651,193,2470,0.60185,0.73225
403,403,2007,46-65 y.,female,Next year,0.16553,51,2470,0.12926,0.20271
404,404,2007,46-65 y.,female,In the next 2 to 5 years,0.16938,47,2470,0.12527,0.21911
405,405,2008,17-29 y.,male,As soon as possible,0.3329,132,2176,0.28887,0.38597
406,406,2008,17-29 y.,male,Next year,0.15872,91,2176,0.13195,0.18787
407,407,2008,17-29 y.,male,In the next 2 to 5 years,0.37622,192,2176,0.32903,0.43235
408,408,2008,17-29 y.,male,"In the distant future, in more than five years",0.13216,87,2176,0.10744,0.15404
409,409,2008,17-29 y.,female,As soon as possible,0.20071,115,2176,0.16942,0.23937
410,410,2008,17-29 y.,female,Next year,0.25923,143,2176,0.21985,0.30875
411,411,2008,17-29 y.,female,In the next 2 to 5 years,0.41384,280,2176,0.36447,0.46081
412,412,2008,17-29 y.,female,"In the distant future, in more than five years",0.12622,85,2176,0.09995,0.15714
413,413,2008,30-45 y.,male,As soon as possible,1.0,120,2176,0.85368,1.18439
414,414,2008,30-45 y.,female,As soon as possible,0.31869,149,2176,0.28018,0.35836
415,415,2008,30-45 y.,female,Next year,0.28216,150,2176,0.24242,0.32128
416,416,2008,30-45 y.,female,In the next 2 to 5 years,0.30435,154,2176,0.25448,0.3538
417,417,2008,30-45 y.,female,"In the distant future, in more than five years",0.09481,46,2176,0.07467,0.11912
418,418,2008,46-65 y.,male,As soon as possible,0.85407,155,2176,0.73653,0.95702
419,419,2008,46-65 y.,male,Next year,0.14593,35,2176,0.10528,0.1902
420,420,2008,46-65 y.,female,As soon as possible,0.67665,155,2176,0.58559,0.76906
421,421,2008,46-65 y.,female,Next year,0.21395,54,2176,0.16798,0.27054
422,422,2008,46-65 y.,female,In the next 2 to 5 years,0.1094,33,2176,0.06591,0.15984
423,423,2009,17-29 y.,male,As soon as possible,0.3342,136,1949,0.28485,0.3758
424,424,2009,17-29 y.,male,Next year,0.22586,112,1949,0.19049,0.26894
425,425,2009,17-29 y.,male,In the next 2 to 5 years,0.32462,174,1949,0.27526,0.37756
426,426,2009,17-29 y.,male,"In the distant future, in more than five years",0.11532,68,1949,0.08973,0.13533
427,427,2009,17-29 y.,female,As soon as possible,0.19291,104,1949,0.16652,0.22584
428,428,2009,17-29 y.,female,Next year,0.25885,121,1949,0.21285,0.31097
429,429,2009,17-29 y.,female,In the next 2 to 5 years,0.42892,222,1949,0.36113,0.49919
430,430,2009,17-29 y.,female,"In the distant future, in more than five years",0.11933,66,1949,0.09812,0.14673
431,431,2009,30-45 y.,male,As soon as possible,1.0,122,1949,0.87776,1.13405
432,432,2009,30-45 y.,female,As soon as possible,0.35695,137,1949,0.29925,0.41795
433,433,2009,30-45 y.,female,Next year,0.26964,129,1949,0.22629,0.3114
434,434,2009,30-45 y.,female,In the next 2 to 5 years,0.29558,139,1949,0.25242,0.34525
435,435,2009,30-45 y.,female,"In the distant future, in more than five years",0.07783,32,1949,0.05244,0.10414
436,436,2009,46-65 y.,male,As soon as possible,1.0,154,1949,0.86259,1.14877
437,437,2009,46-65 y.,female,As soon as possible,0.65761,145,1949,0.56172,0.76227
438,438,2009,46-65 y.,female,Next year,0.21478,47,1949,0.16202,0.2702
439,439,2009,46-65 y.,female,In the next 2 to 5 years,0.12761,41,1949,0.09688,0.17547
440,440,2010,17-29 y.,male,As soon as possible,0.33163,181,4285,0.27623,0.41084
441,441,2010,17-29 y.,male,Next year,0.20942,118,4285,0.17171,0.25049
442,442,2010,17-29 y.,male,In the next 2 to 5 years,0.33637,199,4285,0.28311,0.39074
443,443,2010,17-29 y.,male,"In the distant future, in more than five years",0.12258,83,4285,0.09187,0.16361
444,444,2010,17-29 y.,female,As soon as possible,0.1958,187,4285,0.15877,0.23534
445,445,2010,17-29 y.,female,Next year,0.28514,339,4285,0.23664,0.33886
446,446,2010,17-29 y.,female,In the next 2 to 5 years,0.38729,431,4285,0.34105,0.45132
447,447,2010,17-29 y.,female,"In the distant future, in more than five years",0.13178,134,4285,0.10997,0.15548
448,448,2010,30-45 y.,male,As soon as possible,0.69847,251,4285,0.5655,0.81304
449,449,2010,30-45 y.,male,Next year,0.23698,77,4285,0.13642,0.33041
450,450,2010,30-45 y.,male,In the next 2 to 5 years,0.06455,33,4285,0.02891,0.11933
451,451,2010,30-45 y.,female,As soon as possible,0.3165,349,4285,0.26361,0.37059
452,452,2010,30-45 y.,female,Next year,0.30517,617,4285,0.2765,0.3345
453,453,2010,30-45 y.,female,In the next 2 to 5 years,0.28625,591,4285,0.25801,0.31831
454,454,2010,30-45 y.,female,"In the distant future, in more than five years",0.09208,164,4285,0.0751,0.1106
455,455,2010,46-65 y.,male,As soon as possible,0.83956,186,4285,0.71661,0.98939
456,456,2010,46-65 y.,male,Next year,0.16044,34,4285,0.10024,0.21877
457,457,2010,46-65 y.,female,As soon as possible,0.62234,178,4285,0.5011,0.7309
458,458,2010,46-65 y.,female,Next year,0.21068,73,4285,0.16096,0.2743
459,459,2010,46-65 y.,female,In the next 2 to 5 years,0.16698,60,4285,0.12183,0.22804
460,460,2011,17-29 y.,male,As soon as possible,0.29361,186,4197,0.25229,0.34642
461,461,2011,17-29 y.,male,Next year,0.2013,134,4197,0.16586,0.24578
462,462,2011,17-29 y.,male,In the next 2 to 5 years,0.37558,246,4197,0.3326,0.43359
463,463,2011,17-29 y.,male,"In the distant future, in more than five years",0.12952,100,4197,0.10264,0.15567
464,464,2011,17-29 y.,female,As soon as possible,0.1716,174,4197,0.14328,0.20404
465,465,2011,17-29 y.,female,Next year,0.23299,274,4197,0.20318,0.26449
466,466,2011,17-29 y.,female,In the next 2 to 5 years,0.47207,398,4197,0.42713,0.52307
467,467,2011,17-29 y.,female,"In the distant future, in more than five years",0.12333,143,4197,0.10102,0.14348
468,468,2011,30-45 y.,male,As soon as possible,0.74745,223,4197,0.6072,0.89477
469,469,2011,30-45 y.,male,Next year,0.14159,52,4197,0.09423,0.2043
470,470,2011,30-45 y.,male,In the next 2 to 5 years,0.11096,33,4197,0.07258,0.1524
471,471,2011,30-45 y.,female,As soon as possible,0.30388,377,4197,0.2629,0.3462
472,472,2011,30-45 y.,female,Next year,0.27902,490,4197,0.24892,0.31251
473,473,2011,30-45 y.,female,In the next 2 to 5 years,0.31757,540,4197,0.27132,0.36794
474,474,2011,30-45 y.,female,"In the distant future, in more than five years",0.09952,150,4197,0.08316,0.12177
475,475,2011,46-65 y.,male,As soon as possible,0.68722,183,4197,0.59415,0.7833
476,476,2011,46-65 y.,male,Next year,0.24266,58,4197,0.18091,0.30644
477,477,2011,46-65 y.,male,In the next 2 to 5 years,0.07012,32,4197,0.04687,0.09628
478,478,2011,46-65 y.,female,As soon as possible,0.61358,239,4197,0.52476,0.69326
479,479,2011,46-65 y.,female,Next year,0.22877,95,4197,0.17994,0.29155
480,480,2011,46-65 y.,female,In the next 2 to 5 years,0.15765,70,4197,0.11719,0.1951
481,481,2012,17-29 y.,male,As soon as possible,0.34723,183,3758,0.29143,0.41224
482,482,2012,17-29 y.,male,Next year,0.18612,122,3758,0.15831,0.21833
483,483,2012,17-29 y.,male,In the next 2 to 5 years,0.35142,224,3758,0.30428,0.40434
484,484,2012,17-29 y.,male,"In the distant future, in more than five years",0.11523,94,3758,0.09043,0.14173
485,485,2012,17-29 y.,female,As soon as possible,0.20035,172,3758,0.16878,0.23617
486,486,2012,17-29 y.,female,Next year,0.24887,225,3758,0.21012,0.2894
487,487,2012,17-29 y.,female,In the next 2 to 5 years,0.42937,369,3758,0.37849,0.4872
488,488,2012,17-29 y.,female,"In the distant future, in more than five years",0.12141,134,3758,0.10133,0.14996
489,489,2012,30-45 y.,male,As soon as possible,0.74345,178,3758,0.62553,0.87524
490,490,2012,30-45 y.,male,Next year,0.25655,62,3758,0.16919,0.34605
491,491,2012,30-45 y.,female,As soon as possible,0.25579,296,3758,0.22331,0.29289
492,492,2012,30-45 y.,female,Next year,0.38925,461,3758,0.32757,0.45081
493,493,2012,30-45 y.,female,In the next 2 to 5 years,0.27234,379,3758,0.22812,0.30417
494,494,2012,30-45 y.,female,"In the distant future, in more than five years",0.08262,129,3758,0.06522,0.10439
495,495,2012,46-65 y.,male,As soon as possible,0.75088,210,3758,0.67419,0.85599
496,496,2012,46-65 y.,male,Next year,0.24912,57,3758,0.18711,0.31683
497,497,2012,46-65 y.,female,As soon as possible,0.5737,256,3758,0.50254,0.65071
498,498,2012,46-65 y.,female,Next year,0.26421,132,3758,0.22016,0.31622
499,499,2012,46-65 y.,female,In the next 2 to 5 years,0.1621,75,3758,0.11185,0.22354
500,500,2013,17-29 y.,male,As soon as possible,0.27323,200,4612,0.23719,0.30988
501,501,2013,17-29 y.,male,Next year,0.21872,175,4612,0.18022,0.26166
502,502,2013,17-29 y.,male,In the next 2 to 5 years,0.38854,302,4612,0.3359,0.44746
503,503,2013,17-29 y.,male,"In the distant future, in more than five years",0.11951,129,4612,0.09571,0.14583
504,504,2013,17-29 y.,female,As soon as possible,0.21229,206,4612,0.17514,0.2547
505,505,2013,17-29 y.,female,Next year,0.29002,284,4612,0.24825,0.32719
506,506,2013,17-29 y.,female,In the next 2 to 5 years,0.37566,459,4612,0.34414,0.41065
507,507,2013,17-29 y.,female,"In the distant future, in more than five years",0.12204,161,4612,0.10128,0.14824
508,508,2013,30-45 y.,male,As soon as possible,0.69481,279,4612,0.58275,0.79739
509,509,2013,30-45 y.,male,Next year,0.21363,68,4612,0.15349,0.28367
510,510,2013,30-45 y.,male,In the next 2 to 5 years,0.09155,39,4612,0.06031,0.13253
511,511,2013,30-45 y.,female,As soon as possible,0.26278,401,4612,0.2276,0.30561
512,512,2013,30-45 y.,female,Next year,0.38285,485,4612,0.34347,0.42624
513,513,2013,30-45 y.,female,In the next 2 to 5 years,0.28862,455,4612,0.25401,0.32037
514,514,2013,30-45 y.,female,"In the distant future, in more than five years",0.06576,142,4612,0.05399,0.0799
515,515,2013,46-65 y.,male,As soon as possible,0.72903,249,4612,0.62809,0.82058
516,516,2013,46-65 y.,male,Next year,0.27097,72,4612,0.20269,0.34095
517,517,2013,46-65 y.,female,As soon as possible,0.48896,245,4612,0.41937,0.56773
518,518,2013,46-65 y.,female,Next year,0.2604,136,4612,0.20415,0.33513
519,519,2013,46-65 y.,female,In the next 2 to 5 years,0.18495,90,4612,0.12784,0.2367
520,520,2013,46-65 y.,female,"In the distant future, in more than five years",0.06569,35,4612,0.04095,0.09844
521,521,2014,17-29 y.,male,As soon as possible,0.31786,204,3710,0.26821,0.36761
522,522,2014,17-29 y.,male,Next year,0.18832,137,3710,0.15215,0.23635
523,523,2014,17-29 y.,male,In the next 2 to 5 years,0.38654,254,3710,0.32904,0.46336
524,524,2014,17-29 y.,male,"In the distant future, in more than five years",0.10729,93,3710,0.08853,0.13398
525,525,2014,17-29 y.,female,As soon as possible,0.18272,166,3710,0.15408,0.21564
526,526,2014,17-29 y.,female,Next year,0.28423,235,3710,0.25078,0.33297
527,527,2014,17-29 y.,female,In the next 2 to 5 years,0.42322,354,3710,0.37132,0.47422
528,528,2014,17-29 y.,female,"In the distant future, in more than five years",0.10983,121,3710,0.09053,0.12841
529,529,2014,30-45 y.,male,As soon as possible,0.71202,205,3710,0.57935,0.85066
530,530,2014,30-45 y.,male,Next year,0.28798,67,3710,0.19355,0.37534
531,531,2014,30-45 y.,female,As soon as possible,0.3206,310,3710,0.27583,0.37013
532,532,2014,30-45 y.,female,Next year,0.35167,401,3710,0.30697,0.40387
533,533,2014,30-45 y.,female,In the next 2 to 5 years,0.26741,348,3710,0.22401,0.30984
534,534,2014,30-45 y.,female,"In the distant future, in more than five years",0.06032,101,3710,0.04744,0.07756
535,535,2014,46-65 y.,male,As soon as possible,0.78543,207,3710,0.66258,0.92386
536,536,2014,46-65 y.,male,Next year,0.21457,55,3710,0.16856,0.27303
537,537,2014,46-65 y.,female,As soon as possible,0.49657,213,3710,0.42392,0.58985
538,538,2014,46-65 y.,female,Next year,0.28285,125,3710,0.2339,0.33091
539,539,2014,46-65 y.,female,In the next 2 to 5 years,0.16833,80,3710,0.11665,0.21692
540,540,2014,46-65 y.,female,"In the distant future, in more than five years",0.05225,34,3710,0.03931,0.06708
541,541,2015,17-29 y.,male,As soon as possible,0.34698,188,3835,0.27358,0.4142
542,542,2015,17-29 y.,male,Next year,0.18553,122,3835,0.14721,0.22745
543,543,2015,17-29 y.,male,In the next 2 to 5 years,0.37232,274,3835,0.3166,0.42801
544,544,2015,17-29 y.,male,"In the distant future, in more than five years",0.09517,89,3835,0.07385,0.11769
545,545,2015,17-29 y.,female,As soon as possible,0.15937,154,3835,0.14007,0.18688
546,546,2015,17-29 y.,female,Next year,0.29017,250,3835,0.23936,0.34936
547,547,2015,17-29 y.,female,In the next 2 to 5 years,0.46063,426,3835,0.40474,0.52466
548,548,2015,17-29 y.,female,"In the distant future, in more than five years",0.08983,100,3835,0.0711,0.10648
549,549,2015,30-45 y.,male,As soon as possible,0.73144,231,3835,0.59455,0.91828
550,550,2015,30-45 y.,male,Next year,0.26856,80,3835,0.20511,0.3584
551,551,2015,30-45 y.,female,As soon as possible,0.25179,281,3835,0.21006,0.28968
552,552,2015,30-45 y.,female,Next year,0.3282,369,3835,0.29371,0.36318
553,553,2015,30-45 y.,female,In the next 2 to 5 years,0.33561,394,3835,0.29166,0.37505
554,554,2015,30-45 y.,female,"In the distant future, in more than five years",0.0844,134,3835,0.06494,0.10615
555,555,2015,46-65 y.,male,As soon as possible,0.72372,211,3835,0.61395,0.83974
556,556,2015,46-65 y.,male,Next year,0.16505,58,3835,0.11442,0.22503
557,557,2015,46-65 y.,male,In the next 2 to 5 years,0.11123,32,3835,0.06971,0.16619
558,558,2015,46-65 y.,female,As soon as possible,0.4473,181,3835,0.37806,0.54151
559,559,2015,46-65 y.,female,Next year,0.28649,128,3835,0.23065,0.34956
560,560,2015,46-65 y.,female,In the next 2 to 5 years,0.21327,100,3835,0.16539,0.2628
561,561,2015,46-65 y.,female,"In the distant future, in more than five years",0.05294,33,3835,0.03798,0.07167
562,562,2016,17-29 y.,male,As soon as possible,0.29999,413,5484,0.24165,0.37228
563,563,2016,17-29 y.,male,Next year,0.19775,237,5484,0.16092,0.24038
564,564,2016,17-29 y.,male,In the next 2 to 5 years,0.42175,332,5484,0.35787,0.49232
565,565,2016,17-29 y.,male,"In the distant future, in more than five years",0.08051,83,5484,0.05455,0.11909
566,566,2016,17-29 y.,female,As soon as possible,0.16674,170,5484,0.12936,0.21834
567,567,2016,17-29 y.,female,Next year,0.28443,297,5484,0.23607,0.34273
568,568,2016,17-29 y.,female,In the next 2 to 5 years,0.43819,528,5484,0.38111,0.49565
569,569,2016,17-29 y.,female,"In the distant future, in more than five years",0.11063,135,5484,0.08243,0.14514
570,570,2016,30-45 y.,male,As soon as possible,0.58847,625,5484,0.45677,0.73225
571,571,2016,30-45 y.,male,Next year,0.28133,237,5484,0.17653,0.3948
572,572,2016,30-45 y.,male,In the next 2 to 5 years,0.1302,90,5484,0.06897,0.20235
573,573,2016,30-45 y.,female,As soon as possible,0.25012,377,5484,0.21549,0.29734
574,574,2016,30-45 y.,female,Next year,0.42047,462,5484,0.35534,0.49077
575,575,2016,30-45 y.,female,In the next 2 to 5 years,0.25573,445,5484,0.21356,0.29656
576,576,2016,30-45 y.,female,"In the distant future, in more than five years",0.07367,131,5484,0.05363,0.09466
577,577,2016,46-65 y.,male,As soon as possible,0.66071,280,5484,0.53049,0.77359
578,578,2016,46-65 y.,male,Next year,0.21791,120,5484,0.14495,0.30335
579,579,2016,46-65 y.,male,In the next 2 to 5 years,0.12138,52,5484,0.06203,0.20665
580,580,2016,46-65 y.,female,As soon as possible,0.43576,180,5484,0.36432,0.50911
581,581,2016,46-65 y.,female,Next year,0.23986,144,5484,0.19073,0.29598
582,582,2016,46-65 y.,female,In the next 2 to 5 years,0.222,104,5484,0.16936,0.29583
583,583,2016,46-65 y.,female,"In the distant future, in more than five years",0.10238,42,5484,0.0682,0.14056
584,584,2017,17-29 y.,male,As soon as possible,0.30067,464,6210,0.25171,0.35251
585,585,2017,17-29 y.,male,Next year,0.25353,320,6210,0.20711,0.30537
586,586,2017,17-29 y.,male,In the next 2 to 5 years,0.35443,379,6210,0.2926,0.40288
587,587,2017,17-29 y.,male,"In the distant future, in more than five years",0.09137,109,6210,0.07,0.12368
588,588,2017,17-29 y.,female,As soon as possible,0.16713,196,6210,0.12717,0.21233
589,589,2017,17-29 y.,female,Next year,0.31881,333,6210,0.26492,0.37812
590,590,2017,17-29 y.,female,In the next 2 to 5 years,0.41367,622,6210,0.35996,0.47381
591,591,2017,17-29 y.,female,"In the distant future, in more than five years",0.10038,169,6210,0.07615,0.12684
592,592,2017,30-45 y.,male,As soon as possible,0.73214,631,6210,0.58529,0.87778
593,593,2017,30-45 y.,male,Next year,0.1487,270,6210,0.10675,0.1892
594,594,2017,30-45 y.,male,In the next 2 to 5 years,0.11916,87,6210,0.07156,0.17155
595,595,2017,30-45 y.,female,As soon as possible,0.20214,320,6210,0.16698,0.23521
596,596,2017,30-45 y.,female,Next year,0.42759,515,6210,0.36194,0.49608
597,597,2017,30-45 y.,female,In the next 2 to 5 years,0.30753,588,6210,0.26584,0.35038
598,598,2017,30-45 y.,female,"In the distant future, in more than five years",0.06275,149,6210,0.04601,0.08022
599,599,2017,46-65 y.,male,As soon as possible,0.55973,337,6210,0.46307,0.67346
600,600,2017,46-65 y.,male,Next year,0.34718,146,6210,0.24567,0.45206
601,601,2017,46-65 y.,male,In the next 2 to 5 years,0.09309,45,6210,0.04217,0.14978
602,602,2017,46-65 y.,female,As soon as possible,0.36751,178,6210,0.30626,0.43047
603,603,2017,46-65 y.,female,Next year,0.31063,187,6210,0.25574,0.3803
604,604,2017,46-65 y.,female,In the next 2 to 5 years,0.23962,125,6210,0.19489,0.29981
605,605,2017,46-65 y.,female,"In the distant future, in more than five years",0.08224,40,6210,0.05407,0.10988
606,606,2018,17-29 y.,male,As soon as possible,0.28655,363,5493,0.23753,0.34624
607,607,2018,17-29 y.,male,Next year,0.29581,246,5493,0.23993,0.35961
608,608,2018,17-29 y.,male,In the next 2 to 5 years,0.33559,303,5493,0.28628,0.39577
609,609,2018,17-29 y.,male,"In the distant future, in more than five years",0.08206,81,5493,0.06064,0.10644
610,610,2018,17-29 y.,female,As soon as possible,0.18153,175,5493,0.14908,0.21764
611,611,2018,17-29 y.,female,Next year,0.27669,360,5493,0.23335,0.32188
612,612,2018,17-29 y.,female,In the next 2 to 5 years,0.44813,556,5493,0.39311,0.49966
613,613,2018,17-29 y.,female,"In the distant future, in more than five years",0.09364,130,5493,0.06963,0.12809
614,614,2018,30-45 y.,male,As soon as possible,0.56826,499,5493,0.44793,0.72068
615,615,2018,30-45 y.,male,Next year,0.3125,224,5493,0.2299,0.41057
616,616,2018,30-45 y.,male,In the next 2 to 5 years,0.11924,65,5493,0.06408,0.20418
617,617,2018,30-45 y.,female,As soon as possible,0.23267,322,5493,0.18957,0.27565
618,618,2018,30-45 y.,female,Next year,0.41747,503,5493,0.35506,0.48062
619,619,2018,30-45 y.,female,In the next 2 to 5 years,0.2921,519,5493,0.24226,0.34405
620,620,2018,30-45 y.,female,"In the distant future, in more than five years",0.05776,119,5493,0.04224,0.07199
621,621,2018,46-65 y.,male,As soon as possible,0.6048,320,5493,0.4801,0.73358
622,622,2018,46-65 y.,male,Next year,0.29165,142,5493,0.19914,0.39727
623,623,2018,46-65 y.,male,In the next 2 to 5 years,0.10355,61,5493,0.05616,0.1524
624,624,2018,46-65 y.,female,As soon as possible,0.36354,174,5493,0.28284,0.43546
625,625,2018,46-65 y.,female,Next year,0.3248,163,5493,0.26551,0.39477
626,626,2018,46-65 y.,female,In the next 2 to 5 years,0.22807,126,5493,0.15911,0.30143
627,627,2018,46-65 y.,female,"In the distant future, in more than five years",0.08359,42,5493,0.04896,0.12471
