year,pgisced97,quintil_oecd,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Upper Secondary Level,2nd Quintile,As soon as possible,0.39441,132,293,0.33836,0.45047
2002,Upper Secondary Level,2nd Quintile,Next year,0.24413,69,293,0.19485,0.29340
2002,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.29897,92,293,0.24646,0.35148
2002,Upper Secondary Level,3rd Quintile,As soon as possible,0.37830,110,279,0.32129,0.43531
2002,Upper Secondary Level,3rd Quintile,Next year,0.19827,55,279,0.15140,0.24514
2002,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.28722,83,279,0.23403,0.34041
2002,Upper Secondary Level,3rd Quintile,"In the distant future, in more than five years",0.13620,31,279,0.09588,0.17653
2002,Upper Secondary Level,4th Quintile,As soon as possible,0.43340,80,191,0.36294,0.50386
2002,Upper Secondary Level,4th Quintile,Next year,0.23343,52,191,0.17328,0.29357
2002,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.24999,59,191,0.18842,0.31156
2002,Upper Secondary Level,5th Quintile,As soon as possible,0.33984,43,151,0.26404,0.41564
2002,Upper Secondary Level,5th Quintile,Next year,0.28751,41,151,0.21508,0.35994
2002,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.27403,67,151,0.20265,0.34541
2002,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.69001,36,36,0.53678,0.84323
2003,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.49219,37,37,0.32887,0.65550
2003,Pre-primary Level,3rd Quintile,In the next 2 to 5 years,0.47937,45,45,0.33175,0.62698
2003,Pre-primary Level,4th Quintile,In the next 2 to 5 years,0.36016,32,77,0.25224,0.46809
2003,Pre-primary Level,4th Quintile,"In the distant future, in more than five years",0.44846,45,77,0.33664,0.56027
2003,Pre-primary Level,5th Quintile,In the next 2 to 5 years,0.37013,50,106,0.27777,0.46249
2003,Pre-primary Level,5th Quintile,"In the distant future, in more than five years",0.47003,56,106,0.37456,0.56549
2003,Lower Secondary Level,1st Quintile,As soon as possible,0.52393,88,171,0.44886,0.59901
2003,Lower Secondary Level,1st Quintile,Next year,0.22442,45,171,0.16170,0.28713
2003,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.18749,38,171,0.12882,0.24617
2003,Lower Secondary Level,2nd Quintile,As soon as possible,0.39282,39,39,0.23754,0.54810
2003,Upper Secondary Level,1st Quintile,As soon as possible,0.61699,305,476,0.57327,0.66071
2003,Upper Secondary Level,1st Quintile,Next year,0.15001,77,476,0.11790,0.18213
2003,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.20793,94,476,0.17143,0.24442
2003,Upper Secondary Level,2nd Quintile,As soon as possible,0.48256,165,313,0.42712,0.53801
2003,Upper Secondary Level,2nd Quintile,Next year,0.23185,72,313,0.18502,0.27868
2003,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.23708,76,313,0.18989,0.28427
2003,Upper Secondary Level,3rd Quintile,As soon as possible,0.46364,118,239,0.40028,0.52700
2003,Upper Secondary Level,3rd Quintile,Next year,0.24747,59,239,0.19265,0.30230
2003,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.23042,62,239,0.17692,0.28392
2003,Upper Secondary Level,4th Quintile,As soon as possible,0.34355,65,185,0.27493,0.41217
2003,Upper Secondary Level,4th Quintile,Next year,0.25549,55,185,0.19247,0.31851
2003,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.32429,65,185,0.25665,0.39193
2003,Upper Secondary Level,5th Quintile,As soon as possible,0.29701,47,185,0.23098,0.36303
2003,Upper Secondary Level,5th Quintile,Next year,0.22210,48,185,0.16204,0.28215
2003,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.38279,90,185,0.31256,0.45302
2003,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.54207,34,34,0.37207,0.71206
2003,Second Stage of Tertiary Education,5th Quintile,As soon as possible,0.51025,38,38,0.34918,0.67133
2004,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.50509,42,42,0.35205,0.65813
2004,Pre-primary Level,2nd Quintile,In the next 2 to 5 years,0.49992,44,44,0.35047,0.64936
2004,Pre-primary Level,3rd Quintile,In the next 2 to 5 years,0.43773,42,42,0.28587,0.58959
2004,Pre-primary Level,4th Quintile,In the next 2 to 5 years,0.40919,43,74,0.29640,0.52199
2004,Pre-primary Level,4th Quintile,"In the distant future, in more than five years",0.30084,31,74,0.19563,0.40605
2004,Pre-primary Level,5th Quintile,In the next 2 to 5 years,0.36717,47,117,0.27945,0.45490
2004,Pre-primary Level,5th Quintile,"In the distant future, in more than five years",0.52520,70,117,0.43432,0.61607
2004,Lower Secondary Level,1st Quintile,As soon as possible,0.60099,116,196,0.53226,0.66972
2004,Lower Secondary Level,1st Quintile,Next year,0.16797,39,196,0.11550,0.22044
2004,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.20671,41,196,0.14987,0.26355
2004,Lower Secondary Level,2nd Quintile,As soon as possible,0.45321,35,35,0.28588,0.62054
2004,Upper Secondary Level,1st Quintile,As soon as possible,0.61805,299,482,0.57463,0.66147
2004,Upper Secondary Level,1st Quintile,Next year,0.16978,84,482,0.13622,0.20333
2004,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.18040,99,482,0.14604,0.21477
2004,Upper Secondary Level,2nd Quintile,As soon as possible,0.55612,192,321,0.50169,0.61056
2004,Upper Secondary Level,2nd Quintile,Next year,0.22219,67,321,0.17664,0.26774
2004,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.19025,62,321,0.14725,0.23326
2004,Upper Secondary Level,3rd Quintile,As soon as possible,0.49954,130,239,0.43602,0.56307
2004,Upper Secondary Level,3rd Quintile,Next year,0.16179,42,239,0.11501,0.20858
2004,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.27306,67,239,0.21645,0.32966
2004,Upper Secondary Level,4th Quintile,As soon as possible,0.46843,90,210,0.40078,0.53609
2004,Upper Secondary Level,4th Quintile,Next year,0.17059,48,210,0.11959,0.22159
2004,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.31218,72,210,0.24936,0.37500
2004,Upper Secondary Level,5th Quintile,As soon as possible,0.20490,42,183,0.14626,0.26354
2004,Upper Secondary Level,5th Quintile,Next year,0.25402,47,183,0.19078,0.31727
2004,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.42156,94,183,0.34981,0.49330
2004,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.59054,34,34,0.42276,0.75831
2005,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.46307,50,50,0.32345,0.60269
2005,Pre-primary Level,2nd Quintile,In the next 2 to 5 years,0.45354,44,44,0.30474,0.60234
2005,Pre-primary Level,3rd Quintile,In the next 2 to 5 years,0.54762,39,39,0.38936,0.70587
2005,Pre-primary Level,4th Quintile,In the next 2 to 5 years,0.32931,31,64,0.21326,0.44537
2005,Pre-primary Level,4th Quintile,"In the distant future, in more than five years",0.34718,33,64,0.22962,0.46474
2005,Pre-primary Level,5th Quintile,In the next 2 to 5 years,0.40085,53,117,0.31167,0.49004
2005,Pre-primary Level,5th Quintile,"In the distant future, in more than five years",0.41387,64,117,0.32424,0.50350
2005,Lower Secondary Level,1st Quintile,As soon as possible,0.57833,101,175,0.50495,0.65171
2005,Lower Secondary Level,1st Quintile,Next year,0.17995,35,175,0.12287,0.23703
2005,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.21094,39,175,0.15032,0.27156
2005,Lower Secondary Level,2nd Quintile,As soon as possible,0.42558,37,37,0.26407,0.58709
2005,Upper Secondary Level,1st Quintile,As soon as possible,0.64896,319,503,0.60721,0.69072
2005,Upper Secondary Level,1st Quintile,Next year,0.13320,79,503,0.10348,0.16293
2005,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.18874,105,503,0.15450,0.22297
2005,Upper Secondary Level,2nd Quintile,As soon as possible,0.54407,172,283,0.48594,0.60220
2005,Upper Secondary Level,2nd Quintile,Next year,0.16399,54,283,0.12077,0.20720
2005,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.22024,57,283,0.17187,0.26860
2005,Upper Secondary Level,3rd Quintile,As soon as possible,0.49069,114,240,0.42731,0.55407
2005,Upper Secondary Level,3rd Quintile,Next year,0.18078,44,240,0.13199,0.22957
2005,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.26291,82,240,0.20710,0.31872
2005,Upper Secondary Level,4th Quintile,As soon as possible,0.45819,72,130,0.37221,0.54417
2005,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.28289,58,130,0.20516,0.36062
2005,Upper Secondary Level,5th Quintile,As soon as possible,0.26317,44,152,0.19293,0.33341
2005,Upper Secondary Level,5th Quintile,Next year,0.23565,41,152,0.16795,0.30334
2005,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.36091,67,152,0.28430,0.43751
2005,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.63324,39,39,0.48001,0.78647
2006,Pre-primary Level,5th Quintile,In the next 2 to 5 years,0.44113,37,72,0.32564,0.55663
2006,Pre-primary Level,5th Quintile,"In the distant future, in more than five years",0.34561,35,72,0.23499,0.45623
2006,Lower Secondary Level,1st Quintile,As soon as possible,0.59342,100,137,0.51087,0.67598
2006,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.20040,37,137,0.13312,0.26767
2006,Lower Secondary Level,2nd Quintile,As soon as possible,0.53452,35,35,0.36685,0.70218
2006,Upper Secondary Level,1st Quintile,As soon as possible,0.65268,329,490,0.61048,0.69488
2006,Upper Secondary Level,1st Quintile,Next year,0.14709,66,490,0.11570,0.17849
2006,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.17555,95,490,0.14183,0.20927
2006,Upper Secondary Level,2nd Quintile,As soon as possible,0.46976,118,246,0.40726,0.53225
2006,Upper Secondary Level,2nd Quintile,Next year,0.25611,60,246,0.20145,0.31077
2006,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.23231,68,246,0.17943,0.28519
2006,Upper Secondary Level,3rd Quintile,As soon as possible,0.51567,84,174,0.44120,0.59014
2006,Upper Secondary Level,3rd Quintile,Next year,0.14173,35,174,0.08975,0.19370
2006,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.24476,55,174,0.18069,0.30883
2006,Upper Secondary Level,4th Quintile,As soon as possible,0.34021,65,173,0.26940,0.41101
2006,Upper Secondary Level,4th Quintile,Next year,0.16300,33,173,0.10780,0.21820
2006,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.41055,75,173,0.33703,0.48407
2006,Upper Secondary Level,5th Quintile,As soon as possible,0.24597,35,156,0.17817,0.31377
2006,Upper Secondary Level,5th Quintile,Next year,0.26323,47,156,0.19390,0.33256
2006,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.39365,74,156,0.31673,0.47056
2006,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.62482,36,36,0.46442,0.78523
2007,Pre-primary Level,5th Quintile,"In the distant future, in more than five years",0.52278,32,32,0.34695,0.69861
2007,Lower Secondary Level,1st Quintile,As soon as possible,0.57594,95,159,0.49888,0.65300
2007,Lower Secondary Level,1st Quintile,Next year,0.18201,31,159,0.12184,0.24217
2007,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.19111,33,159,0.12980,0.25241
2007,Lower Secondary Level,2nd Quintile,As soon as possible,0.38325,31,31,0.20927,0.55723
2007,Upper Secondary Level,1st Quintile,As soon as possible,0.62803,310,466,0.58410,0.67196
2007,Upper Secondary Level,1st Quintile,Next year,0.16582,66,466,0.13202,0.19963
2007,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.18139,90,466,0.14636,0.21641
2007,Upper Secondary Level,2nd Quintile,As soon as possible,0.47500,122,249,0.41285,0.53715
2007,Upper Secondary Level,2nd Quintile,Next year,0.22310,56,249,0.17129,0.27492
2007,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.25480,71,249,0.20057,0.30904
2007,Upper Secondary Level,3rd Quintile,As soon as possible,0.41037,72,169,0.33599,0.48476
2007,Upper Secondary Level,3rd Quintile,Next year,0.28715,42,169,0.21874,0.35557
2007,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.25827,55,169,0.19208,0.32445
2007,Upper Secondary Level,4th Quintile,As soon as possible,0.38431,51,158,0.30822,0.46041
2007,Upper Secondary Level,4th Quintile,Next year,0.23525,47,158,0.16891,0.30160
2007,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.31250,60,158,0.24000,0.38501
2007,Upper Secondary Level,5th Quintile,As soon as possible,0.24123,35,136,0.16906,0.31341
2007,Upper Secondary Level,5th Quintile,Next year,0.22674,31,136,0.15611,0.29738
2007,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.39996,70,136,0.31732,0.48260
2007,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.68104,36,36,0.52662,0.83545
2008,Pre-primary Level,5th Quintile,"In the distant future, in more than five years",0.36154,36,36,0.20237,0.52072
2008,Lower Secondary Level,1st Quintile,As soon as possible,0.57134,78,149,0.49160,0.65107
2008,Lower Secondary Level,1st Quintile,Next year,0.23340,37,149,0.16525,0.30155
2008,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.16938,34,149,0.10895,0.22982
2008,Upper Secondary Level,1st Quintile,As soon as possible,0.57525,251,404,0.52699,0.62351
2008,Upper Secondary Level,1st Quintile,Next year,0.16716,69,404,0.13073,0.20359
2008,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.21907,84,404,0.17869,0.25946
2008,Upper Secondary Level,2nd Quintile,As soon as possible,0.47636,94,187,0.40459,0.54814
2008,Upper Secondary Level,2nd Quintile,Next year,0.20339,46,187,0.14554,0.26124
2008,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.25148,47,187,0.18913,0.31383
2008,Upper Secondary Level,3rd Quintile,As soon as possible,0.38544,60,159,0.30955,0.46133
2008,Upper Secondary Level,3rd Quintile,Next year,0.27748,48,159,0.20766,0.34730
2008,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.25230,51,159,0.18457,0.32002
2008,Upper Secondary Level,4th Quintile,As soon as possible,0.31838,46,142,0.24148,0.39527
2008,Upper Secondary Level,4th Quintile,Next year,0.32494,45,142,0.24763,0.40224
2008,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.26982,51,142,0.19655,0.34308
2008,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.40667,71,71,0.29160,0.52175
2008,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.78053,32,32,0.63484,0.92623
2009,Lower Secondary Level,1st Quintile,As soon as possible,0.54320,72,104,0.44700,0.63940
2009,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.17660,32,104,0.10296,0.25024
2009,Lower Secondary Level,2nd Quintile,As soon as possible,0.40286,31,31,0.22735,0.57837
2009,Upper Secondary Level,1st Quintile,As soon as possible,0.57026,222,382,0.52055,0.61997
2009,Upper Secondary Level,1st Quintile,Next year,0.17479,71,382,0.13665,0.21292
2009,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.22989,89,382,0.18764,0.27214
2009,Upper Secondary Level,2nd Quintile,As soon as possible,0.50499,103,182,0.43215,0.57783
2009,Upper Secondary Level,2nd Quintile,Next year,0.15827,33,182,0.10510,0.21145
2009,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.22774,46,182,0.16664,0.28883
2009,Upper Secondary Level,3rd Quintile,As soon as possible,0.51898,71,145,0.43737,0.60059
2009,Upper Secondary Level,3rd Quintile,Next year,0.25287,41,145,0.18188,0.32386
2009,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.16652,33,145,0.10567,0.22736
2009,Upper Secondary Level,4th Quintile,As soon as possible,0.45512,52,126,0.36782,0.54242
2009,Upper Secondary Level,4th Quintile,Next year,0.25338,32,126,0.17713,0.32963
2009,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.23785,42,126,0.16321,0.31249
2009,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.38485,48,48,0.24575,0.52396
2010,Lower Secondary Level,1st Quintile,As soon as possible,0.68414,70,70,0.57445,0.79382
2010,Upper Secondary Level,1st Quintile,As soon as possible,0.56011,202,340,0.50727,0.61295
2010,Upper Secondary Level,1st Quintile,Next year,0.20633,62,340,0.16325,0.24940
2010,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.20780,76,340,0.16461,0.25100
2010,Upper Secondary Level,2nd Quintile,As soon as possible,0.42998,78,170,0.35534,0.50463
2010,Upper Secondary Level,2nd Quintile,Next year,0.23505,45,170,0.17112,0.29898
2010,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.27293,47,170,0.20577,0.34009
2010,Upper Secondary Level,3rd Quintile,As soon as possible,0.56691,59,93,0.46566,0.66817
2010,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.18841,34,93,0.10850,0.26831
2010,Upper Secondary Level,4th Quintile,As soon as possible,0.27320,40,117,0.19211,0.35429
2010,Upper Secondary Level,4th Quintile,Next year,0.36372,33,117,0.27618,0.45127
2010,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.28525,44,117,0.20308,0.36742
2010,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.38533,51,51,0.25043,0.52023
2011,Primary Level,1st Quintile,As soon as possible,0.52992,33,33,0.35698,0.70285
2011,Lower Secondary Level,1st Quintile,As soon as possible,0.61230,128,281,0.55523,0.66937
2011,Lower Secondary Level,1st Quintile,Next year,0.19724,84,281,0.15063,0.24385
2011,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.15116,69,281,0.10921,0.19312
2011,Lower Secondary Level,2nd Quintile,As soon as possible,0.50176,37,37,0.33843,0.66509
2011,Upper Secondary Level,1st Quintile,As soon as possible,0.56394,325,709,0.52741,0.60047
2011,Upper Secondary Level,1st Quintile,Next year,0.20533,181,709,0.17557,0.23508
2011,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.18649,158,709,0.15780,0.21518
2011,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.04424,45,709,0.02910,0.05939
2011,Upper Secondary Level,2nd Quintile,As soon as possible,0.35495,120,313,0.30186,0.40805
2011,Upper Secondary Level,2nd Quintile,Next year,0.30211,92,313,0.25116,0.35307
2011,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.30272,101,313,0.25174,0.35370
2011,Upper Secondary Level,3rd Quintile,As soon as possible,0.29726,54,196,0.23311,0.36141
2011,Upper Secondary Level,3rd Quintile,Next year,0.20678,55,196,0.14993,0.26362
2011,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.43944,87,196,0.36978,0.50910
2011,Upper Secondary Level,4th Quintile,As soon as possible,0.20713,37,135,0.13851,0.27575
2011,Upper Secondary Level,4th Quintile,Next year,0.25686,36,135,0.18288,0.33083
2011,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.36862,62,135,0.28693,0.45030
2011,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.45534,54,54,0.32127,0.58942
2011,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.27640,32,69,0.17011,0.38270
2011,Post-secondary Non-tertiary Level,1st Quintile,Next year,0.43817,37,69,0.32024,0.55610
2011,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.50547,37,37,0.34214,0.66879
2011,Second Stage of Tertiary Education,4th Quintile,Next year,0.44508,35,35,0.27803,0.61213
2011,Second Stage of Tertiary Education,5th Quintile,Next year,0.35989,41,41,0.21115,0.50863
2012,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.42309,33,64,0.30109,0.54509
2012,Pre-primary Level,1st Quintile,"In the distant future, in more than five years",0.38081,31,64,0.26090,0.50072
2012,Pre-primary Level,2nd Quintile,In the next 2 to 5 years,0.38480,34,34,0.21879,0.55080
2012,Primary Level,1st Quintile,As soon as possible,0.63768,48,48,0.50026,0.77510
2012,Lower Secondary Level,1st Quintile,As soon as possible,0.54034,164,353,0.48828,0.59241
2012,Lower Secondary Level,1st Quintile,Next year,0.21395,104,353,0.17110,0.25679
2012,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.20170,85,353,0.15978,0.24362
2012,Lower Secondary Level,2nd Quintile,As soon as possible,0.43484,31,31,0.25744,0.61223
2012,Upper Secondary Level,1st Quintile,As soon as possible,0.51997,365,779,0.48486,0.55507
2012,Upper Secondary Level,1st Quintile,Next year,0.21995,188,779,0.19084,0.24905
2012,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.20796,175,779,0.17944,0.23648
2012,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.05213,51,779,0.03651,0.06775
2012,Upper Secondary Level,2nd Quintile,As soon as possible,0.39874,128,323,0.34526,0.45223
2012,Upper Secondary Level,2nd Quintile,Next year,0.25494,93,323,0.20734,0.30254
2012,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.27654,102,323,0.22768,0.32539
2012,Upper Secondary Level,3rd Quintile,As soon as possible,0.31835,65,220,0.25666,0.38005
2012,Upper Secondary Level,3rd Quintile,Next year,0.32541,82,220,0.26336,0.38746
2012,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.30131,73,220,0.24054,0.36208
2012,Upper Secondary Level,4th Quintile,Next year,0.30695,47,99,0.21563,0.39827
2012,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.37714,52,99,0.28118,0.47310
2012,Upper Secondary Level,5th Quintile,Next year,0.25495,40,103,0.17037,0.33953
2012,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.54268,63,103,0.44600,0.63936
2012,Post-secondary Non-tertiary Level,1st Quintile,Next year,0.44841,37,37,0.28594,0.61087
2012,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.49565,49,86,0.38935,0.60194
2012,Second Stage of Tertiary Education,1st Quintile,Next year,0.29163,37,86,0.19500,0.38825
2012,Second Stage of Tertiary Education,4th Quintile,Next year,0.55589,49,49,0.41532,0.69645
2012,Second Stage of Tertiary Education,5th Quintile,Next year,0.34110,41,41,0.19419,0.48802
2013,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.43781,31,31,0.26028,0.61535
2013,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.56679,46,46,0.42201,0.71157
2013,Primary Level,1st Quintile,As soon as possible,0.53883,40,40,0.38238,0.69528
2013,Lower Secondary Level,1st Quintile,As soon as possible,0.48439,140,332,0.43055,0.53823
2013,Lower Secondary Level,1st Quintile,Next year,0.31132,116,332,0.26143,0.36120
2013,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.17578,76,332,0.13478,0.21679
2013,Lower Secondary Level,2nd Quintile,In the next 2 to 5 years,0.38314,35,35,0.21972,0.54655
2013,Upper Secondary Level,1st Quintile,As soon as possible,0.51799,334,690,0.48068,0.55530
2013,Upper Secondary Level,1st Quintile,Next year,0.25600,152,690,0.22341,0.28859
2013,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.17693,157,690,0.14844,0.20543
2013,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.04907,47,690,0.03294,0.06520
2013,Upper Secondary Level,2nd Quintile,As soon as possible,0.42975,121,316,0.37508,0.48441
2013,Upper Secondary Level,2nd Quintile,Next year,0.32561,103,316,0.27386,0.37736
2013,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.20185,92,316,0.15753,0.24618
2013,Upper Secondary Level,3rd Quintile,As soon as possible,0.30904,71,216,0.24728,0.37081
2013,Upper Secondary Level,3rd Quintile,Next year,0.35519,80,216,0.29122,0.41916
2013,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.25771,65,216,0.19925,0.31618
2013,Upper Secondary Level,4th Quintile,As soon as possible,0.25667,39,139,0.18380,0.32955
2013,Upper Secondary Level,4th Quintile,Next year,0.30282,48,139,0.22616,0.37949
2013,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.36474,52,139,0.28443,0.44506
2013,Upper Secondary Level,5th Quintile,Next year,0.27637,31,82,0.17898,0.37376
2013,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.37764,51,82,0.27206,0.48322
2013,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.41947,31,65,0.29857,0.54038
2013,Post-secondary Non-tertiary Level,1st Quintile,In the next 2 to 5 years,0.29829,34,65,0.18620,0.41038
2013,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.42180,38,69,0.30442,0.53918
2013,Second Stage of Tertiary Education,1st Quintile,Next year,0.35759,31,69,0.24367,0.47151
2013,Second Stage of Tertiary Education,5th Quintile,Next year,0.54611,41,41,0.39182,0.70040
2014,No answer / don't know,1st Quintile,As soon as possible,0.40744,38,79,0.29840,0.51649
2014,No answer / don't know,1st Quintile,In the next 2 to 5 years,0.30515,41,79,0.20296,0.40734
2014,Pre-primary Level,1st Quintile,In the next 2 to 5 years,0.43065,42,42,0.27907,0.58222
2014,Pre-primary Level,2nd Quintile,In the next 2 to 5 years,0.44061,31,31,0.26295,0.61827
2014,Primary Level,1st Quintile,As soon as possible,0.54290,66,99,0.44427,0.64153
2014,Primary Level,1st Quintile,Next year,0.19942,33,99,0.12031,0.27853
2014,Lower Secondary Level,1st Quintile,As soon as possible,0.50802,187,425,0.46044,0.55561
2014,Lower Secondary Level,1st Quintile,Next year,0.28165,115,425,0.23883,0.32446
2014,Lower Secondary Level,1st Quintile,In the next 2 to 5 years,0.14571,92,425,0.11213,0.17929
2014,Lower Secondary Level,1st Quintile,"In the distant future, in more than five years",0.06462,31,425,0.04122,0.08802
2014,Lower Secondary Level,2nd Quintile,As soon as possible,0.36682,43,86,0.26437,0.46928
2014,Lower Secondary Level,2nd Quintile,In the next 2 to 5 years,0.31016,43,86,0.21183,0.40850
2014,Upper Secondary Level,1st Quintile,As soon as possible,0.48279,340,717,0.44619,0.51939
2014,Upper Secondary Level,1st Quintile,Next year,0.23624,171,717,0.20513,0.26736
2014,Upper Secondary Level,1st Quintile,In the next 2 to 5 years,0.23584,162,717,0.20475,0.26694
2014,Upper Secondary Level,1st Quintile,"In the distant future, in more than five years",0.04512,44,717,0.02992,0.06033
2014,Upper Secondary Level,2nd Quintile,As soon as possible,0.41687,126,329,0.36351,0.47023
2014,Upper Secondary Level,2nd Quintile,Next year,0.23619,91,329,0.19022,0.28215
2014,Upper Secondary Level,2nd Quintile,In the next 2 to 5 years,0.29771,112,329,0.24822,0.34719
2014,Upper Secondary Level,3rd Quintile,As soon as possible,0.32834,67,213,0.26512,0.39156
2014,Upper Secondary Level,3rd Quintile,Next year,0.28899,71,213,0.22797,0.35001
2014,Upper Secondary Level,3rd Quintile,In the next 2 to 5 years,0.34657,75,213,0.28252,0.41063
2014,Upper Secondary Level,4th Quintile,As soon as possible,0.36058,42,128,0.27707,0.44409
2014,Upper Secondary Level,4th Quintile,Next year,0.19787,31,128,0.12858,0.26716
2014,Upper Secondary Level,4th Quintile,In the next 2 to 5 years,0.33288,55,128,0.25092,0.41484
2014,Upper Secondary Level,5th Quintile,Next year,0.32127,34,77,0.21629,0.42626
2014,Upper Secondary Level,5th Quintile,In the next 2 to 5 years,0.37270,43,77,0.26399,0.48141
2014,Post-secondary Non-tertiary Level,1st Quintile,As soon as possible,0.48343,44,44,0.33407,0.63280
2014,Second Stage of Tertiary Education,1st Quintile,As soon as possible,0.37186,65,145,0.29292,0.45080
2014,Second Stage of Tertiary Education,1st Quintile,Next year,0.39956,47,145,0.31956,0.47956
