year,age_gr,quintil_oecd,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,66 and older,2nd Quintile,Sometimes,0.26328,320,1175,0.23809,0.28848
2018,66 and older,2nd Quintile,Seldom,0.32452,387,1175,0.29774,0.35131
2018,66 and older,2nd Quintile,Never,0.32302,374,1175,0.29627,0.34977
2018,66 and older,3rd Quintile,Often,0.11269,116,1002,0.09311,0.13228
2018,66 and older,3rd Quintile,Sometimes,0.28234,304,1002,0.25445,0.31022
2018,66 and older,3rd Quintile,Seldom,0.33161,331,1002,0.30244,0.36077
2018,66 and older,3rd Quintile,Never,0.24531,251,1002,0.21866,0.27197
2018,66 and older,4th Quintile,Often,0.12356,100,828,0.10113,0.14599
2018,66 and older,4th Quintile,Sometimes,0.26489,247,828,0.23482,0.29497
2018,66 and older,4th Quintile,Seldom,0.36786,319,828,0.33499,0.40072
2018,66 and older,4th Quintile,Never,0.20800,162,828,0.18034,0.23567
2018,66 and older,5th Quintile,Often,0.15447,145,942,0.13138,0.17756
2018,66 and older,5th Quintile,Sometimes,0.35063,337,942,0.32014,0.38112
2018,66 and older,5th Quintile,Seldom,0.34492,341,942,0.31454,0.37529
2018,66 and older,5th Quintile,Never,0.13352,119,942,0.11179,0.15525
