year,age_gr,sampreg,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,46-65 y.,West,Difficult,0.04514,334,571,0.02809,0.06218
2012,46-65 y.,West,Almost impossible,0.02365,187,571,0.01117,0.03612
2012,46-65 y.,East,Difficult,0.07808,152,251,0.04482,0.11133
2012,46-65 y.,East,Almost impossible,0.04244,99,251,0.01745,0.06743
2013,17-29 y.,West,Easy,0.10630,542,1509,0.09075,0.12186
2013,17-29 y.,West,Difficult,0.13393,716,1509,0.11674,0.15112
2013,17-29 y.,West,Almost impossible,0.03972,251,1509,0.02986,0.04958
2013,17-29 y.,East,Easy,0.07898,79,281,0.04739,0.11057
2013,17-29 y.,East,Difficult,0.15502,149,281,0.11262,0.19741
2013,17-29 y.,East,Almost impossible,0.04139,53,281,0.01806,0.06472
2013,30-45 y.,West,Easy,0.03019,337,1527,0.02160,0.03877
2013,30-45 y.,West,Difficult,0.08964,888,1527,0.07531,0.10398
2013,30-45 y.,West,Almost impossible,0.02714,302,1527,0.01898,0.03529
2013,30-45 y.,East,Easy,0.01840,50,332,0.00392,0.03288
2013,30-45 y.,East,Difficult,0.08154,213,332,0.05205,0.11102
2013,30-45 y.,East,Almost impossible,0.03017,69,332,0.01174,0.04859
2013,46-65 y.,West,Easy,0.00593,58,655,0.00004,0.01181
2013,46-65 y.,West,Difficult,0.04102,381,655,0.02582,0.05622
2013,46-65 y.,West,Almost impossible,0.02389,216,655,0.01219,0.03559
2013,46-65 y.,East,Difficult,0.05533,141,241,0.02640,0.08425
2013,46-65 y.,East,Almost impossible,0.04781,100,241,0.02082,0.07481
2014,17-29 y.,West,Easy,0.08362,410,1216,0.06806,0.09919
2014,17-29 y.,West,Difficult,0.13132,584,1216,0.11233,0.15032
2014,17-29 y.,West,Almost impossible,0.04160,222,1216,0.03037,0.05282
2014,17-29 y.,East,Easy,0.07786,73,275,0.04613,0.10958
2014,17-29 y.,East,Difficult,0.16016,150,275,0.11673,0.20358
2014,17-29 y.,East,Almost impossible,0.04199,52,275,0.01824,0.06574
2014,30-45 y.,West,Easy,0.03293,264,1201,0.02283,0.04303
2014,30-45 y.,West,Difficult,0.09065,697,1201,0.07440,0.10689
2014,30-45 y.,West,Almost impossible,0.02878,240,1201,0.01932,0.03824
2014,30-45 y.,East,Easy,0.02205,39,281,0.00485,0.03924
2014,30-45 y.,East,Difficult,0.11690,189,281,0.07927,0.15454
2014,30-45 y.,East,Almost impossible,0.03475,53,281,0.01330,0.05620
2014,46-65 y.,West,Easy,0.00719,56,583,0.00032,0.01405
2014,46-65 y.,West,Difficult,0.04181,334,583,0.02555,0.05808
2014,46-65 y.,West,Almost impossible,0.02372,193,583,0.01136,0.03609
2014,46-65 y.,East,Difficult,0.07027,135,217,0.03618,0.10436
2014,46-65 y.,East,Almost impossible,0.04045,82,217,0.01418,0.06673
2015,17-29 y.,West,Easy,0.09034,396,1300,0.07475,0.10593
2015,17-29 y.,West,Difficult,0.14103,672,1300,0.12210,0.15996
2015,17-29 y.,West,Almost impossible,0.04042,232,1300,0.02971,0.05113
2015,17-29 y.,East,Easy,0.08698,64,223,0.04991,0.12405
2015,17-29 y.,East,Difficult,0.11034,121,223,0.06912,0.15155
2015,17-29 y.,East,Almost impossible,0.03105,38,223,0.00823,0.05386
2015,30-45 y.,West,Easy,0.03219,264,1239,0.02236,0.04202
2015,30-45 y.,West,Difficult,0.08434,704,1239,0.06886,0.09982
2015,30-45 y.,West,Almost impossible,0.02888,271,1239,0.01955,0.03821
2015,30-45 y.,East,Easy,0.01731,47,281,0.00203,0.03259
2015,30-45 y.,East,Difficult,0.11250,171,281,0.07549,0.14951
2015,30-45 y.,East,Almost impossible,0.03292,63,281,0.01202,0.05381
2015,46-65 y.,West,Easy,0.00647,57,597,0.00003,0.01290
2015,46-65 y.,West,Difficult,0.04649,370,597,0.02959,0.06339
2015,46-65 y.,West,Almost impossible,0.01947,170,597,0.00838,0.03057
2015,46-65 y.,East,Difficult,0.04996,106,195,0.01931,0.08062
2015,46-65 y.,East,Almost impossible,0.04283,89,195,0.01434,0.07132
2016,17-29 y.,West,Easy,0.10815,376,1109,0.08987,0.12644
2016,17-29 y.,West,Difficult,0.13367,512,1109,0.11363,0.15370
2016,17-29 y.,West,Almost impossible,0.04708,221,1109,0.03461,0.05955
2016,17-29 y.,East,Easy,0.09563,64,212,0.05595,0.13531
2016,17-29 y.,East,Difficult,0.13108,110,212,0.08554,0.17662
2016,17-29 y.,East,Almost impossible,0.04059,38,212,0.01396,0.06722
2016,30-45 y.,West,Easy,0.02885,214,983,0.01838,0.03932
2016,30-45 y.,West,Difficult,0.07964,550,983,0.06271,0.09657
2016,30-45 y.,West,Almost impossible,0.02484,219,983,0.01510,0.03457
2016,30-45 y.,East,Easy,0.04038,47,222,0.01443,0.06634
2016,30-45 y.,East,Difficult,0.09797,118,222,0.05878,0.13717
2016,30-45 y.,East,Almost impossible,0.03142,57,222,0.00842,0.05442
2016,46-65 y.,West,Easy,0.00724,57,502,-0.00018,0.01466
2016,46-65 y.,West,Difficult,0.03878,301,502,0.02187,0.05569
2016,46-65 y.,West,Almost impossible,0.01791,144,502,0.00630,0.02953
2016,46-65 y.,East,Difficult,0.04418,89,155,0.01172,0.07663
2016,46-65 y.,East,Almost impossible,0.03352,66,155,0.00509,0.06195
2017,17-29 y.,West,Easy,0.10586,524,1536,0.09047,0.12125
2017,17-29 y.,West,Difficult,0.12081,752,1536,0.10450,0.13711
2017,17-29 y.,West,Almost impossible,0.04221,260,1536,0.03215,0.05227
2017,17-29 y.,East,Easy,0.12162,95,332,0.08641,0.15684
2017,17-29 y.,East,Difficult,0.11698,163,332,0.08236,0.15161
2017,17-29 y.,East,Almost impossible,0.05722,74,332,0.03220,0.08224
2017,30-45 y.,West,Easy,0.03248,301,1579,0.02373,0.04122
2017,30-45 y.,West,Difficult,0.07949,994,1579,0.06615,0.09284
2017,30-45 y.,West,Almost impossible,0.02673,284,1579,0.01877,0.03468
2017,30-45 y.,East,Easy,0.01985,55,406,0.00627,0.03344
2017,30-45 y.,East,Difficult,0.10299,258,406,0.07339,0.13260
2017,30-45 y.,East,Almost impossible,0.02895,93,406,0.01262,0.04528
2017,46-65 y.,West,Easy,0.00841,106,739,0.00182,0.01500
2017,46-65 y.,West,Difficult,0.03851,446,739,0.02462,0.05239
2017,46-65 y.,West,Almost impossible,0.02100,187,739,0.01066,0.03135
2017,46-65 y.,East,Difficult,0.04751,122,197,0.01773,0.07730
2017,46-65 y.,East,Almost impossible,0.02624,75,197,0.00386,0.04862
2018,17-29 y.,West,Easy,0.10165,565,1671,0.08715,0.11614
2018,17-29 y.,West,Difficult,0.11563,829,1671,0.10030,0.13097
2018,17-29 y.,West,Almost impossible,0.04639,277,1671,0.03630,0.05648
2018,17-29 y.,East,Easy,0.09733,96,341,0.06582,0.12883
2018,17-29 y.,East,Difficult,0.13769,177,341,0.10106,0.17431
2018,17-29 y.,East,Almost impossible,0.03962,68,341,0.01889,0.06036
2018,30-45 y.,West,Easy,0.03473,354,1742,0.02613,0.04333
2018,30-45 y.,West,Difficult,0.07585,1097,1742,0.06341,0.08829
2018,30-45 y.,West,Almost impossible,0.02329,291,1742,0.01621,0.03038
2018,30-45 y.,East,Easy,0.04440,77,418,0.02463,0.06417
2018,30-45 y.,East,Difficult,0.07279,262,418,0.04785,0.09772
2018,30-45 y.,East,Almost impossible,0.02848,79,418,0.01252,0.04445
2018,46-65 y.,West,Easy,0.00988,113,863,0.00328,0.01649
2018,46-65 y.,West,Difficult,0.03382,541,863,0.02175,0.04588
2018,46-65 y.,West,Almost impossible,0.01979,209,863,0.01049,0.02909
2018,46-65 y.,East,Difficult,0.04371,119,183,0.01401,0.07341
2018,46-65 y.,East,Almost impossible,0.01802,64,183,-0.00131,0.03734
2019,17-29 y.,West,Easy,0.10394,534,1376,0.08781,0.12008
2019,17-29 y.,West,Difficult,0.10906,665,1376,0.09258,0.12553
2019,17-29 y.,West,Almost impossible,0.04410,177,1376,0.03324,0.05495
2019,17-29 y.,East,Easy,0.10127,86,277,0.06568,0.13687
2019,17-29 y.,East,Difficult,0.11926,140,277,0.08102,0.15749
2019,17-29 y.,East,Almost impossible,0.03353,51,277,0.01230,0.05477
2019,30-45 y.,West,Easy,0.04038,311,1476,0.03033,0.05042
2019,30-45 y.,West,Difficult,0.06513,966,1476,0.05253,0.07772
2019,30-45 y.,West,Almost impossible,0.01911,199,1476,0.01212,0.02610
2019,30-45 y.,East,Easy,0.03490,69,349,0.01562,0.05418
2019,30-45 y.,East,Difficult,0.08935,213,349,0.05938,0.11932
2019,30-45 y.,East,Almost impossible,0.02726,67,349,0.01015,0.04437
2019,46-65 y.,West,Easy,0.01092,125,789,0.00366,0.01818
2019,46-65 y.,West,Difficult,0.03225,497,789,0.01991,0.04458
2019,46-65 y.,West,Almost impossible,0.01483,167,789,0.00639,0.02327
2019,46-65 y.,East,Difficult,0.04346,117,175,0.01316,0.07375
2019,46-65 y.,East,Almost impossible,0.02592,58,175,0.00231,0.04953
2020,17-29 y.,West,Easy,0.10139,468,1404,0.08559,0.11718
2020,17-29 y.,West,Difficult,0.11282,718,1404,0.09627,0.12938
2020,17-29 y.,West,Almost impossible,0.04601,218,1404,0.03504,0.05697
2020,17-29 y.,East,Easy,0.08291,87,290,0.05112,0.11470
2020,17-29 y.,East,Difficult,0.15642,166,290,0.11454,0.19831
2020,17-29 y.,East,Almost impossible,0.04044,37,290,0.01773,0.06315
2020,30-45 y.,West,Easy,0.04009,312,1400,0.02981,0.05037
2020,30-45 y.,West,Difficult,0.06252,870,1400,0.04983,0.07521
2020,30-45 y.,West,Almost impossible,0.02148,218,1400,0.01388,0.02907
2020,30-45 y.,East,Easy,0.04622,66,314,0.02296,0.06947
2020,30-45 y.,East,Difficult,0.06619,213,314,0.03865,0.09374
2020,30-45 y.,East,Almost impossible,0.01073,35,314,-0.00068,0.02215
2020,46-65 y.,West,Easy,0.01071,106,795,0.00355,0.01788
2020,46-65 y.,West,Difficult,0.03724,507,795,0.02407,0.05041
2020,46-65 y.,West,Almost impossible,0.01485,182,795,0.00643,0.02326
2020,46-65 y.,East,Difficult,0.04127,128,174,0.01163,0.07091
2020,46-65 y.,East,Almost impossible,0.02243,46,174,0.00036,0.04450
2021,17-29 y.,West,Easy,0.00283,64,170,-0.00518,0.01083
2021,17-29 y.,West,Difficult,0.00438,106,170,-0.00558,0.01434
2021,30-45 y.,West,Easy,0.00183,106,438,-0.00218,0.00583
2021,30-45 y.,West,Difficult,0.00456,276,438,-0.00176,0.01088
2021,30-45 y.,West,Almost impossible,0.00090,56,438,-0.00191,0.00371
2021,30-45 y.,East,Difficult,0.00456,52,52,-0.01393,0.02304
2021,46-65 y.,West,Easy,0.00029,36,198,-0.00209,0.00267
2021,46-65 y.,West,Difficult,0.00101,162,198,-0.00343,0.00544
