year,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,4th Quintile,Easy,0.01687,118,353,0.00342,0.03032
2013,4th Quintile,Difficult,0.02685,179,353,0.00996,0.04374
2013,4th Quintile,Almost impossible,0.00823,56,353,-0.00121,0.01767
2013,5th Quintile,Easy,0.01793,131,342,0.00385,0.03202
2013,5th Quintile,Difficult,0.02191,160,342,0.00637,0.03744
2013,5th Quintile,Almost impossible,0.00600,51,342,-0.00220,0.01420
2014,1st Quintile,Easy,0.03319,268,1804,0.02492,0.04145
2014,1st Quintile,Difficult,0.11429,1051,1804,0.09960,0.12898
2014,1st Quintile,Almost impossible,0.05497,485,1804,0.04445,0.06549
2014,2nd Quintile,Easy,0.01844,166,758,0.00886,0.02802
2014,2nd Quintile,Difficult,0.05875,422,758,0.04200,0.07550
2014,2nd Quintile,Almost impossible,0.02404,170,758,0.01313,0.03495
2014,3rd Quintile,Easy,0.01797,162,523,0.00657,0.02937
2014,3rd Quintile,Difficult,0.04237,288,523,0.02509,0.05965
2014,3rd Quintile,Almost impossible,0.01077,73,523,0.00192,0.01963
2014,4th Quintile,Easy,0.01527,129,414,0.00345,0.02710
2014,4th Quintile,Difficult,0.03349,205,414,0.01614,0.05084
2014,4th Quintile,Almost impossible,0.00824,80,414,-0.00048,0.01696
2014,5th Quintile,Easy,0.01708,129,329,0.00306,0.03111
2014,5th Quintile,Difficult,0.02240,148,329,0.00639,0.03842
2014,5th Quintile,Almost impossible,0.00618,52,329,-0.00230,0.01467
2015,1st Quintile,Easy,0.03706,244,1564,0.02770,0.04643
2015,1st Quintile,Difficult,0.11825,916,1564,0.10224,0.13426
2015,1st Quintile,Almost impossible,0.04970,404,1564,0.03892,0.06047
2015,2nd Quintile,Easy,0.01887,157,685,0.00867,0.02907
2015,2nd Quintile,Difficult,0.05115,375,685,0.03464,0.06766
2015,2nd Quintile,Almost impossible,0.01814,153,685,0.00814,0.02814
2015,3rd Quintile,Easy,0.01725,143,473,0.00550,0.02900
2015,3rd Quintile,Difficult,0.03564,242,473,0.01891,0.05236
2015,3rd Quintile,Almost impossible,0.01173,88,473,0.00202,0.02145
2015,4th Quintile,Easy,0.01763,123,332,0.00345,0.03181
2015,4th Quintile,Difficult,0.02768,164,332,0.01001,0.04535
2015,4th Quintile,Almost impossible,0.00525,45,332,-0.00254,0.01303
2015,5th Quintile,Easy,0.01425,111,330,0.00144,0.02706
2015,5th Quintile,Difficult,0.02704,157,330,0.00951,0.04457
2015,5th Quintile,Almost impossible,0.00834,62,330,-0.00149,0.01816
2016,1st Quintile,Easy,0.04267,260,1553,0.03261,0.05272
2016,1st Quintile,Difficult,0.11752,861,1553,0.10149,0.13354
2016,1st Quintile,Almost impossible,0.05533,432,1553,0.04395,0.06670
2016,2nd Quintile,Easy,0.02460,167,655,0.01273,0.03647
2016,2nd Quintile,Difficult,0.05490,355,655,0.03744,0.07236
2016,2nd Quintile,Almost impossible,0.01547,133,655,0.00601,0.02493
2016,3rd Quintile,Easy,0.02306,143,399,0.00831,0.03781
2016,3rd Quintile,Difficult,0.02444,180,399,0.00927,0.03961
2016,3rd Quintile,Almost impossible,0.00914,76,399,-0.00021,0.01848
2016,4th Quintile,Easy,0.01552,99,318,0.00191,0.02912
2016,4th Quintile,Difficult,0.02532,155,318,0.00803,0.04262
2016,4th Quintile,Almost impossible,0.00912,64,318,-0.00134,0.01959
2016,5th Quintile,Easy,0.01559,110,304,0.00164,0.02955
2016,5th Quintile,Difficult,0.02670,148,304,0.00855,0.04486
2016,5th Quintile,Almost impossible,0.00470,46,304,-0.00300,0.01240
2017,1st Quintile,Easy,0.03731,403,2459,0.02982,0.04481
2017,1st Quintile,Difficult,0.11513,1519,2459,0.10251,0.12774
2017,1st Quintile,Almost impossible,0.05017,537,2459,0.04154,0.05880
2017,2nd Quintile,Easy,0.02200,170,652,0.01073,0.03327
2017,2nd Quintile,Difficult,0.04353,350,652,0.02786,0.05921
2017,2nd Quintile,Almost impossible,0.01753,132,652,0.00745,0.02761
2017,3rd Quintile,Easy,0.02307,127,389,0.00813,0.03801
2017,3rd Quintile,Difficult,0.02706,187,389,0.01092,0.04321
2017,3rd Quintile,Almost impossible,0.01024,75,389,0.00022,0.02026
2017,4th Quintile,Easy,0.01773,114,321,0.00327,0.03219
2017,4th Quintile,Difficult,0.02683,156,321,0.00912,0.04453
2017,4th Quintile,Almost impossible,0.00904,51,321,-0.00133,0.01942
2017,5th Quintile,Easy,0.01956,105,241,0.00204,0.03708
2017,5th Quintile,Difficult,0.01900,103,241,0.00173,0.03628
2017,5th Quintile,Almost impossible,0.00539,33,241,-0.00387,0.01465
2018,1st Quintile,Easy,0.04155,536,2899,0.03428,0.04881
2018,1st Quintile,Difficult,0.10430,1775,2899,0.09317,0.11543
2018,1st Quintile,Almost impossible,0.05246,588,2899,0.04435,0.06058
2018,2nd Quintile,Easy,0.02643,211,750,0.01494,0.03791
2018,2nd Quintile,Difficult,0.03815,407,750,0.02443,0.05187
2018,2nd Quintile,Almost impossible,0.01386,132,750,0.00549,0.02223
2018,3rd Quintile,Easy,0.01986,153,438,0.00678,0.03294
2018,3rd Quintile,Difficult,0.03017,220,438,0.01413,0.04621
2018,3rd Quintile,Almost impossible,0.00813,65,438,-0.00029,0.01655
2018,4th Quintile,Easy,0.01851,111,321,0.00374,0.03328
2018,4th Quintile,Difficult,0.02397,151,321,0.00721,0.04073
2018,4th Quintile,Almost impossible,0.00900,59,321,-0.00135,0.01934
2018,5th Quintile,Easy,0.01738,120,271,0.00179,0.03297
2018,5th Quintile,Difficult,0.01681,112,271,0.00148,0.03215
2018,5th Quintile,Almost impossible,0.00572,39,271,-0.00328,0.01471
2019,1st Quintile,Easy,0.03822,509,2797,0.03111,0.04532
2019,1st Quintile,Difficult,0.10705,1811,2797,0.09559,0.11851
2019,1st Quintile,Almost impossible,0.04673,477,2797,0.03891,0.05455
2019,2nd Quintile,Easy,0.02705,198,603,0.01409,0.04001
2019,2nd Quintile,Difficult,0.03617,309,603,0.02126,0.05109
2019,2nd Quintile,Almost impossible,0.01440,96,603,0.00488,0.02391
2019,3rd Quintile,Easy,0.01836,132,333,0.00392,0.03281
2019,3rd Quintile,Difficult,0.02429,151,333,0.00773,0.04086
2019,3rd Quintile,Almost impossible,0.00694,50,333,-0.00199,0.01587
2019,4th Quintile,Easy,0.02860,129,282,0.00911,0.04809
2019,4th Quintile,Difficult,0.02354,116,282,0.00582,0.04127
2019,4th Quintile,Almost impossible,0.00681,37,282,-0.00281,0.01643
2019,5th Quintile,Easy,0.01826,117,201,-0.00030,0.03682
2019,5th Quintile,Difficult,0.01506,84,201,-0.00182,0.03194
2020,1st Quintile,Easy,0.03523,412,2486,0.02798,0.04248
2020,1st Quintile,Difficult,0.10925,1619,2486,0.09699,0.12152
2020,1st Quintile,Almost impossible,0.04368,455,2486,0.03564,0.05172
2020,2nd Quintile,Easy,0.02902,167,578,0.01532,0.04271
2020,2nd Quintile,Difficult,0.03764,296,578,0.02211,0.05317
2020,2nd Quintile,Almost impossible,0.01850,115,578,0.00751,0.02950
2020,3rd Quintile,Easy,0.01898,111,344,0.00454,0.03342
2020,3rd Quintile,Difficult,0.03108,170,344,0.01272,0.04945
2020,3rd Quintile,Almost impossible,0.00972,63,344,-0.00067,0.02010
2020,4th Quintile,Easy,0.02276,134,254,0.00438,0.04113
2020,4th Quintile,Difficult,0.01803,120,254,0.00163,0.03442
2020,5th Quintile,Easy,0.02349,154,269,0.00536,0.04162
2020,5th Quintile,Difficult,0.01840,115,269,0.00231,0.03449
2021,1st Quintile,Easy,0.00341,177,744,-0.00078,0.00761
2021,1st Quintile,Difficult,0.00635,471,744,0.00064,0.01206
2021,1st Quintile,Almost impossible,0.00219,96,744,-0.00117,0.00555
2021,2nd Quintile,Difficult,0.00087,68,68,-0.00618,0.00791
