year,age_gr,migback,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,17-29 y.,Indirect migration background,Almost impossible,0.05643,34,186,0.02318,0.08969
2006,30-45 y.,No migration background,Easy,0.01673,100,773,0.00768,0.02577
2006,30-45 y.,No migration background,Difficult,0.09944,506,773,0.07833,0.12055
2006,30-45 y.,No migration background,Almost impossible,0.03227,167,773,0.01981,0.04474
2006,30-45 y.,Direct migration background,Difficult,0.18003,133,181,0.12390,0.23615
2006,30-45 y.,Direct migration background,Almost impossible,0.06804,48,181,0.03125,0.10483
2006,30-45 y.,Indirect migration background,Difficult,0.10509,36,36,0.00349,0.20669
2006,46-65 y.,No migration background,Difficult,0.04588,275,508,0.02766,0.06409
2006,46-65 y.,No migration background,Almost impossible,0.03869,233,508,0.02190,0.05548
2006,46-65 y.,Direct migration background,Difficult,0.06787,48,91,0.01591,0.11984
2006,46-65 y.,Direct migration background,Almost impossible,0.05728,43,91,0.00927,0.10529
2007,17-29 y.,No migration background,Easy,0.06034,218,965,0.04531,0.07537
2007,17-29 y.,No migration background,Difficult,0.18037,581,965,0.15610,0.20464
2007,17-29 y.,No migration background,Almost impossible,0.04964,166,965,0.03593,0.06335
2007,17-29 y.,Direct migration background,Difficult,0.26156,64,64,0.15304,0.37009
2007,17-29 y.,Indirect migration background,Easy,0.06600,34,134,0.02380,0.10819
2007,17-29 y.,Indirect migration background,Difficult,0.21921,100,134,0.14890,0.28952
2007,30-45 y.,No migration background,Easy,0.01456,81,587,0.00486,0.02426
2007,30-45 y.,No migration background,Difficult,0.07864,369,587,0.05684,0.10043
2007,30-45 y.,No migration background,Almost impossible,0.03148,137,587,0.01734,0.04562
2007,30-45 y.,Direct migration background,Difficult,0.14934,91,128,0.08735,0.21133
2007,30-45 y.,Direct migration background,Almost impossible,0.06391,37,128,0.02137,0.10645
2007,30-45 y.,Indirect migration background,Difficult,0.08828,33,33,-0.01002,0.18657
2007,46-65 y.,No migration background,Difficult,0.04277,238,435,0.02373,0.06181
2007,46-65 y.,No migration background,Almost impossible,0.03447,197,435,0.01731,0.05164
2007,46-65 y.,Direct migration background,Difficult,0.06885,40,80,0.01302,0.12469
2007,46-65 y.,Direct migration background,Almost impossible,0.06014,40,80,0.00772,0.11257
2008,17-29 y.,No migration background,Easy,0.07347,224,877,0.05619,0.09075
2008,17-29 y.,No migration background,Difficult,0.15730,508,877,0.13319,0.18142
2008,17-29 y.,No migration background,Almost impossible,0.04495,145,877,0.03123,0.05867
2008,17-29 y.,Direct migration background,Difficult,0.27989,55,55,0.16014,0.39963
2008,17-29 y.,Indirect migration background,Difficult,0.19922,101,132,0.13083,0.26762
2008,17-29 y.,Indirect migration background,Almost impossible,0.04765,31,132,0.01117,0.08413
2008,30-45 y.,No migration background,Easy,0.01845,85,514,0.00680,0.03009
2008,30-45 y.,No migration background,Difficult,0.06864,302,514,0.04676,0.09052
2008,30-45 y.,No migration background,Almost impossible,0.02886,127,514,0.01437,0.04334
2008,30-45 y.,Direct migration background,Difficult,0.11938,73,73,0.04448,0.19427
2008,46-65 y.,No migration background,Difficult,0.04432,227,389,0.02384,0.06479
2008,46-65 y.,No migration background,Almost impossible,0.02901,162,389,0.01231,0.04571
2008,46-65 y.,Direct migration background,Difficult,0.06256,39,39,-0.01444,0.13956
2009,17-29 y.,No migration background,Easy,0.08847,211,774,0.06845,0.10849
2009,17-29 y.,No migration background,Difficult,0.14851,426,774,0.12344,0.17358
2009,17-29 y.,No migration background,Almost impossible,0.04709,137,774,0.03215,0.06202
2009,17-29 y.,Direct migration background,Difficult,0.18631,37,37,0.05912,0.31350
2009,17-29 y.,Indirect migration background,Easy,0.07361,39,126,0.02783,0.11939
2009,17-29 y.,Indirect migration background,Difficult,0.15931,87,126,0.09515,0.22347
2009,30-45 y.,No migration background,Easy,0.01683,75,460,0.00506,0.02860
2009,30-45 y.,No migration background,Difficult,0.07710,288,460,0.05270,0.10150
2009,30-45 y.,No migration background,Almost impossible,0.02548,97,460,0.01106,0.03990
2009,30-45 y.,Direct migration background,Difficult,0.09346,62,62,0.02041,0.16651
2009,46-65 y.,No migration background,Difficult,0.04169,210,369,0.02127,0.06211
2009,46-65 y.,No migration background,Almost impossible,0.02810,159,369,0.01122,0.04499
2009,46-65 y.,Direct migration background,Difficult,0.10084,38,69,0.02927,0.17241
2009,46-65 y.,Direct migration background,Almost impossible,0.04439,31,69,-0.00456,0.09335
2010,17-29 y.,No migration background,Easy,0.08197,305,1183,0.06634,0.09761
2010,17-29 y.,No migration background,Difficult,0.16462,674,1183,0.14348,0.18576
2010,17-29 y.,No migration background,Almost impossible,0.05018,204,1183,0.03774,0.06263
2010,17-29 y.,Direct migration background,Easy,0.07252,34,234,0.03922,0.10583
2010,17-29 y.,Direct migration background,Difficult,0.20806,146,234,0.15594,0.26018
2010,17-29 y.,Direct migration background,Almost impossible,0.05748,54,234,0.02759,0.08736
2010,17-29 y.,Indirect migration background,Easy,0.07569,52,218,0.04049,0.11088
2010,17-29 y.,Indirect migration background,Difficult,0.21113,128,218,0.15683,0.26543
2010,17-29 y.,Indirect migration background,Almost impossible,0.03828,38,218,0.01275,0.06381
2010,30-45 y.,No migration background,Easy,0.02013,354,1468,0.01294,0.02731
2010,30-45 y.,No migration background,Difficult,0.07597,844,1468,0.06242,0.08953
2010,30-45 y.,No migration background,Almost impossible,0.02433,270,1468,0.01644,0.03221
2010,30-45 y.,Direct migration background,Easy,0.04500,69,489,0.02660,0.06339
2010,30-45 y.,Direct migration background,Difficult,0.13108,303,489,0.10114,0.16103
2010,30-45 y.,Direct migration background,Almost impossible,0.04441,117,489,0.02613,0.06269
2010,30-45 y.,Indirect migration background,Easy,0.01286,31,114,-0.00791,0.03363
2010,30-45 y.,Indirect migration background,Difficult,0.12691,83,114,0.06554,0.18829
2010,46-65 y.,No migration background,Difficult,0.04211,277,459,0.02372,0.06051
2010,46-65 y.,No migration background,Almost impossible,0.02736,182,459,0.01242,0.04230
2010,46-65 y.,Direct migration background,Difficult,0.10500,60,102,0.04521,0.16478
2010,46-65 y.,Direct migration background,Almost impossible,0.05581,42,102,0.01104,0.10057
2011,17-29 y.,No migration background,Easy,0.09154,358,1179,0.07507,0.10801
2011,17-29 y.,No migration background,Difficult,0.14173,622,1179,0.12181,0.16164
2011,17-29 y.,No migration background,Almost impossible,0.03550,199,1179,0.02493,0.04607
2011,17-29 y.,Direct migration background,Easy,0.09625,37,185,0.05364,0.13887
2011,17-29 y.,Direct migration background,Difficult,0.18987,113,185,0.13320,0.24654
2011,17-29 y.,Direct migration background,Almost impossible,0.05238,35,185,0.02019,0.08457
2011,17-29 y.,Indirect migration background,Easy,0.08688,55,225,0.04999,0.12377
2011,17-29 y.,Indirect migration background,Difficult,0.15105,126,225,0.10416,0.19795
2011,17-29 y.,Indirect migration background,Almost impossible,0.03734,44,225,0.01251,0.06216
2011,30-45 y.,No migration background,Easy,0.02195,290,1351,0.01414,0.02977
2011,30-45 y.,No migration background,Difficult,0.06918,782,1351,0.05565,0.08272
2011,30-45 y.,No migration background,Almost impossible,0.02194,279,1351,0.01413,0.02976
2011,30-45 y.,Direct migration background,Easy,0.04277,67,414,0.02326,0.06229
2011,30-45 y.,Direct migration background,Difficult,0.14490,267,414,0.11095,0.17885
2011,30-45 y.,Direct migration background,Almost impossible,0.04020,80,414,0.02125,0.05914
2011,30-45 y.,Indirect migration background,Difficult,0.08860,84,84,0.02746,0.14973
2011,46-65 y.,No migration background,Easy,0.00419,46,613,-0.00093,0.00931
2011,46-65 y.,No migration background,Difficult,0.03781,335,613,0.02269,0.05292
2011,46-65 y.,No migration background,Almost impossible,0.02597,232,613,0.01337,0.03857
2011,46-65 y.,Direct migration background,Difficult,0.06409,64,112,0.01853,0.10965
2011,46-65 y.,Direct migration background,Almost impossible,0.04923,48,112,0.00898,0.08948
2012,17-29 y.,No migration background,Easy,0.09584,366,1109,0.07851,0.11318
2012,17-29 y.,No migration background,Difficult,0.14507,566,1109,0.12433,0.16581
2012,17-29 y.,No migration background,Almost impossible,0.03367,177,1109,0.02305,0.04429
2012,17-29 y.,Direct migration background,Difficult,0.21918,86,118,0.14422,0.29414
2012,17-29 y.,Direct migration background,Almost impossible,0.05382,32,118,0.01293,0.09471
2012,17-29 y.,Indirect migration background,Easy,0.07381,57,184,0.03592,0.11169
2012,17-29 y.,Indirect migration background,Difficult,0.15176,96,184,0.09978,0.20375
2012,17-29 y.,Indirect migration background,Almost impossible,0.03592,31,184,0.00896,0.06289
2012,30-45 y.,No migration background,Easy,0.03032,256,1111,0.02023,0.04040
2012,30-45 y.,No migration background,Difficult,0.06700,628,1111,0.05229,0.08170
2012,30-45 y.,No migration background,Almost impossible,0.02210,227,1111,0.01345,0.03075
2012,30-45 y.,Direct migration background,Easy,0.03271,57,329,0.01346,0.05196
2012,30-45 y.,Direct migration background,Difficult,0.12233,200,329,0.08687,0.15779
2012,30-45 y.,Direct migration background,Almost impossible,0.02576,72,329,0.00862,0.04291
2012,30-45 y.,Indirect migration background,Difficult,0.14870,71,71,0.06535,0.23205
2012,46-65 y.,No migration background,Easy,0.00649,55,685,0.00047,0.01250
2012,46-65 y.,No migration background,Difficult,0.04657,407,685,0.03078,0.06236
2012,46-65 y.,No migration background,Almost impossible,0.02389,223,685,0.01245,0.03533
2012,46-65 y.,Direct migration background,Difficult,0.07545,69,127,0.02933,0.12156
2012,46-65 y.,Direct migration background,Almost impossible,0.04597,58,127,0.00940,0.08254
2013,17-29 y.,No migration background,Easy,0.10491,360,1000,0.08591,0.12392
2013,17-29 y.,No migration background,Difficult,0.12858,469,1000,0.10783,0.14934
2013,17-29 y.,No migration background,Almost impossible,0.03227,171,1000,0.02131,0.04323
2013,17-29 y.,Direct migration background,Easy,0.07379,122,401,0.04817,0.09941
2013,17-29 y.,Direct migration background,Difficult,0.15083,209,401,0.11576,0.18590
2013,17-29 y.,Direct migration background,Almost impossible,0.06909,70,401,0.04424,0.09395
2013,17-29 y.,Indirect migration background,Easy,0.11288,139,389,0.08139,0.14437
2013,17-29 y.,Indirect migration background,Difficult,0.16635,187,389,0.12930,0.20341
2013,17-29 y.,Indirect migration background,Almost impossible,0.05195,63,389,0.02987,0.07403
2013,30-45 y.,No migration background,Easy,0.02464,208,944,0.01475,0.03454
2013,30-45 y.,No migration background,Difficult,0.07028,538,944,0.05397,0.08660
2013,30-45 y.,No migration background,Almost impossible,0.02283,198,944,0.01330,0.03236
2013,30-45 y.,Direct migration background,Easy,0.04038,142,729,0.02608,0.05468
2013,30-45 y.,Direct migration background,Difficult,0.13665,449,729,0.11170,0.16160
2013,30-45 y.,Direct migration background,Almost impossible,0.04144,138,729,0.02696,0.05592
2013,30-45 y.,Indirect migration background,Easy,0.02911,37,186,0.00489,0.05334
2013,30-45 y.,Indirect migration background,Difficult,0.12883,114,186,0.08055,0.17711
2013,30-45 y.,Indirect migration background,Almost impossible,0.03572,35,186,0.00898,0.06247
2013,46-65 y.,No migration background,Easy,0.00607,49,609,-0.00010,0.01224
2013,46-65 y.,No migration background,Difficult,0.04007,354,609,0.02448,0.05566
2013,46-65 y.,No migration background,Almost impossible,0.02639,206,609,0.01365,0.03913
2013,46-65 y.,Direct migration background,Difficult,0.06802,156,263,0.03753,0.09851
2013,46-65 y.,Direct migration background,Almost impossible,0.04255,107,263,0.01811,0.06700
2014,17-29 y.,No migration background,Easy,0.07464,293,886,0.05733,0.09196
2014,17-29 y.,No migration background,Difficult,0.13105,453,886,0.10882,0.15328
2014,17-29 y.,No migration background,Almost impossible,0.03011,140,886,0.01885,0.04137
2014,17-29 y.,Direct migration background,Easy,0.08450,86,292,0.05254,0.11645
2014,17-29 y.,Direct migration background,Difficult,0.14746,140,292,0.10673,0.18820
2014,17-29 y.,Direct migration background,Almost impossible,0.10022,66,292,0.06572,0.13473
2014,17-29 y.,Indirect migration background,Easy,0.11525,104,313,0.07982,0.15068
2014,17-29 y.,Indirect migration background,Difficult,0.14624,141,313,0.10703,0.18545
2014,17-29 y.,Indirect migration background,Almost impossible,0.04701,68,313,0.02353,0.07050
2014,30-45 y.,No migration background,Easy,0.02899,171,763,0.01708,0.04091
2014,30-45 y.,No migration background,Difficult,0.07815,451,763,0.05909,0.09721
2014,30-45 y.,No migration background,Almost impossible,0.02457,141,763,0.01358,0.03556
2014,30-45 y.,Direct migration background,Easy,0.03256,93,566,0.01793,0.04720
2014,30-45 y.,Direct migration background,Difficult,0.14319,350,566,0.11431,0.17207
2014,30-45 y.,Direct migration background,Almost impossible,0.04099,123,566,0.02464,0.05733
2014,30-45 y.,Indirect migration background,Easy,0.04807,39,124,0.01026,0.08587
2014,30-45 y.,Indirect migration background,Difficult,0.11687,85,124,0.06009,0.17364
2014,46-65 y.,No migration background,Easy,0.00566,43,564,-0.00054,0.01186
2014,46-65 y.,No migration background,Difficult,0.04150,329,564,0.02503,0.05798
2014,46-65 y.,No migration background,Almost impossible,0.02470,192,564,0.01188,0.03752
2014,46-65 y.,Direct migration background,Difficult,0.08568,133,215,0.04818,0.12318
2014,46-65 y.,Direct migration background,Almost impossible,0.04391,82,215,0.01646,0.07136
2015,17-29 y.,No migration background,Easy,0.09703,290,840,0.07700,0.11706
2015,17-29 y.,No migration background,Difficult,0.12596,425,840,0.10351,0.14842
2015,17-29 y.,No migration background,Almost impossible,0.02892,125,840,0.01758,0.04026
2015,17-29 y.,Direct migration background,Easy,0.06722,88,376,0.04188,0.09257
2015,17-29 y.,Direct migration background,Difficult,0.16176,217,376,0.12449,0.19903
2015,17-29 y.,Direct migration background,Almost impossible,0.05227,71,376,0.02974,0.07479
2015,17-29 y.,Indirect migration background,Easy,0.07847,82,307,0.04834,0.10860
2015,17-29 y.,Indirect migration background,Difficult,0.15910,151,307,0.11812,0.20008
2015,17-29 y.,Indirect migration background,Almost impossible,0.06996,74,307,0.04138,0.09855
2015,30-45 y.,No migration background,Easy,0.02672,167,674,0.01453,0.03890
2015,30-45 y.,No migration background,Difficult,0.07145,370,674,0.05199,0.09092
2015,30-45 y.,No migration background,Almost impossible,0.02292,137,674,0.01161,0.03423
2015,30-45 y.,Direct migration background,Easy,0.03441,115,714,0.02103,0.04779
2015,30-45 y.,Direct migration background,Difficult,0.13353,430,714,0.10856,0.15850
2015,30-45 y.,Direct migration background,Almost impossible,0.05060,169,714,0.03451,0.06669
2015,30-45 y.,Indirect migration background,Difficult,0.12260,75,75,0.04787,0.19733
2015,46-65 y.,No migration background,Easy,0.00733,67,552,0.00021,0.01446
2015,46-65 y.,No migration background,Difficult,0.04289,310,552,0.02597,0.05981
2015,46-65 y.,No migration background,Almost impossible,0.02071,175,552,0.00882,0.03260
2015,46-65 y.,Direct migration background,Difficult,0.06999,156,235,0.03730,0.10268
2015,46-65 y.,Direct migration background,Almost impossible,0.04059,79,235,0.01530,0.06587
2016,17-29 y.,No migration background,Easy,0.11135,289,792,0.08943,0.13327
2016,17-29 y.,No migration background,Difficult,0.12104,356,792,0.09831,0.14377
2016,17-29 y.,No migration background,Almost impossible,0.04223,147,792,0.02822,0.05625
2016,17-29 y.,Direct migration background,Easy,0.05437,62,255,0.02648,0.08225
2016,17-29 y.,Direct migration background,Difficult,0.12793,128,255,0.08685,0.16901
2016,17-29 y.,Direct migration background,Almost impossible,0.07812,65,255,0.04512,0.11113
2016,17-29 y.,Indirect migration background,Easy,0.12481,89,274,0.08561,0.16402
2016,17-29 y.,Indirect migration background,Difficult,0.18519,138,274,0.13911,0.23127
2016,17-29 y.,Indirect migration background,Almost impossible,0.03718,47,274,0.01474,0.05963
2016,30-45 y.,No migration background,Easy,0.03085,139,564,0.01656,0.04513
2016,30-45 y.,No migration background,Difficult,0.07449,304,564,0.05280,0.09618
2016,30-45 y.,No migration background,Almost impossible,0.01759,121,564,0.00673,0.02845
2016,30-45 y.,Direct migration background,Easy,0.03114,95,536,0.01642,0.04585
2016,30-45 y.,Direct migration background,Difficult,0.11098,307,536,0.08436,0.13759
2016,30-45 y.,Direct migration background,Almost impossible,0.05088,134,536,0.03226,0.06950
2016,30-45 y.,Indirect migration background,Difficult,0.07623,57,57,0.00673,0.14574
2016,46-65 y.,No migration background,Easy,0.00600,52,440,-0.00122,0.01323
2016,46-65 y.,No migration background,Difficult,0.03210,255,440,0.01561,0.04859
2016,46-65 y.,No migration background,Almost impossible,0.01820,133,440,0.00569,0.03070
2016,46-65 y.,Direct migration background,Difficult,0.07717,125,197,0.03981,0.11453
2016,46-65 y.,Direct migration background,Almost impossible,0.03485,72,197,0.00918,0.06053
2017,17-29 y.,No migration background,Easy,0.10751,369,923,0.08752,0.12751
2017,17-29 y.,No migration background,Difficult,0.10785,406,923,0.08783,0.12787
2017,17-29 y.,No migration background,Almost impossible,0.03831,148,923,0.02592,0.05069
2017,17-29 y.,Direct migration background,Easy,0.08578,141,651,0.06425,0.10731
2017,17-29 y.,Direct migration background,Difficult,0.16384,389,651,0.13538,0.19229
2017,17-29 y.,Direct migration background,Almost impossible,0.07314,121,651,0.05312,0.09315
2017,17-29 y.,Indirect migration background,Easy,0.12667,109,294,0.08858,0.16475
2017,17-29 y.,Indirect migration background,Difficult,0.13907,120,294,0.09945,0.17869
2017,17-29 y.,Indirect migration background,Almost impossible,0.04913,65,294,0.02438,0.07388
2017,30-45 y.,No migration background,Easy,0.02861,145,562,0.01482,0.04241
2017,30-45 y.,No migration background,Difficult,0.06512,289,562,0.04470,0.08554
2017,30-45 y.,No migration background,Almost impossible,0.02132,128,562,0.00937,0.03327
2017,30-45 y.,Direct migration background,Easy,0.03069,183,1316,0.02137,0.04001
2017,30-45 y.,Direct migration background,Difficult,0.13983,899,1316,0.12108,0.15857
2017,30-45 y.,Direct migration background,Almost impossible,0.04864,234,1316,0.03702,0.06027
2017,30-45 y.,Indirect migration background,Difficult,0.08187,64,64,0.01417,0.14957
2017,46-65 y.,No migration background,Easy,0.00871,73,477,0.00036,0.01706
2017,46-65 y.,No migration background,Difficult,0.03335,252,477,0.01722,0.04949
2017,46-65 y.,No migration background,Almost impossible,0.01829,152,477,0.00625,0.03033
2017,46-65 y.,Direct migration background,Easy,0.00802,55,465,-0.00009,0.01614
2017,46-65 y.,Direct migration background,Difficult,0.07451,303,465,0.05061,0.09840
2017,46-65 y.,Direct migration background,Almost impossible,0.04232,107,465,0.02400,0.06064
2018,17-29 y.,No migration background,Easy,0.10700,375,898,0.08677,0.12723
2018,17-29 y.,No migration background,Difficult,0.10227,373,898,0.08244,0.12210
2018,17-29 y.,No migration background,Almost impossible,0.04232,150,898,0.02915,0.05550
2018,17-29 y.,Direct migration background,Easy,0.08761,194,840,0.06848,0.10674
2018,17-29 y.,Direct migration background,Difficult,0.19255,495,840,0.16587,0.21924
2018,17-29 y.,Direct migration background,Almost impossible,0.06631,151,840,0.04947,0.08314
2018,17-29 y.,Indirect migration background,Easy,0.08627,92,274,0.05296,0.11957
2018,17-29 y.,Indirect migration background,Difficult,0.13663,138,274,0.09588,0.17737
2018,17-29 y.,Indirect migration background,Almost impossible,0.04339,44,274,0.01922,0.06756
2018,30-45 y.,No migration background,Easy,0.03130,166,527,0.01642,0.04618
2018,30-45 y.,No migration background,Difficult,0.05418,262,527,0.03484,0.07353
2018,30-45 y.,No migration background,Almost impossible,0.01903,99,527,0.00735,0.03070
2018,30-45 y.,Direct migration background,Easy,0.04902,243,1541,0.03824,0.05980
2018,30-45 y.,Direct migration background,Difficult,0.13028,1044,1541,0.11347,0.14710
2018,30-45 y.,Direct migration background,Almost impossible,0.04049,254,1541,0.03064,0.05033
2018,30-45 y.,Indirect migration background,Difficult,0.08673,53,53,0.01023,0.16323
2018,46-65 y.,No migration background,Easy,0.00962,73,438,0.00047,0.01877
2018,46-65 y.,No migration background,Difficult,0.02758,230,438,0.01223,0.04294
2018,46-65 y.,No migration background,Almost impossible,0.01529,135,438,0.00379,0.02680
2018,46-65 y.,Direct migration background,Easy,0.01549,61,608,0.00567,0.02532
2018,46-65 y.,Direct migration background,Difficult,0.07410,417,608,0.05326,0.09494
2018,46-65 y.,Direct migration background,Almost impossible,0.04007,130,608,0.02447,0.05567
2019,17-29 y.,No migration background,Easy,0.10774,360,784,0.08602,0.12946
2019,17-29 y.,No migration background,Difficult,0.08334,311,784,0.06398,0.10270
2019,17-29 y.,No migration background,Almost impossible,0.03259,113,784,0.02015,0.04503
2019,17-29 y.,Direct migration background,Easy,0.06678,159,631,0.04729,0.08628
2019,17-29 y.,Direct migration background,Difficult,0.19564,395,631,0.16467,0.22662
2019,17-29 y.,Direct migration background,Almost impossible,0.10257,77,631,0.07888,0.12627
2019,17-29 y.,Indirect migration background,Easy,0.11229,102,241,0.07235,0.15224
2019,17-29 y.,Indirect migration background,Difficult,0.16098,101,241,0.11449,0.20748
2019,17-29 y.,Indirect migration background,Almost impossible,0.04131,38,241,0.01613,0.06649
2019,30-45 y.,No migration background,Easy,0.03541,155,475,0.01877,0.05204
2019,30-45 y.,No migration background,Difficult,0.05696,228,475,0.03610,0.07783
2019,30-45 y.,No migration background,Almost impossible,0.01388,92,475,0.00335,0.02441
2019,30-45 y.,Direct migration background,Easy,0.04989,203,1280,0.03796,0.06182
2019,30-45 y.,Direct migration background,Difficult,0.11210,913,1280,0.09481,0.12940
2019,30-45 y.,Direct migration background,Almost impossible,0.04161,164,1280,0.03066,0.05255
2019,30-45 y.,Indirect migration background,Difficult,0.05340,41,41,-0.01628,0.12307
2019,46-65 y.,No migration background,Easy,0.00964,79,415,0.00023,0.01905
2019,46-65 y.,No migration background,Difficult,0.02835,222,415,0.01236,0.04434
2019,46-65 y.,No migration background,Almost impossible,0.01313,114,415,0.00217,0.02410
2019,46-65 y.,Direct migration background,Easy,0.01445,67,558,0.00454,0.02436
2019,46-65 y.,Direct migration background,Difficult,0.06405,386,558,0.04371,0.08438
2019,46-65 y.,Direct migration background,Almost impossible,0.03464,105,558,0.01945,0.04983
2019,66 and older,No migration background,Difficult,0.00749,32,32,-0.02286,0.03785
2020,17-29 y.,No migration background,Easy,0.09610,323,793,0.07557,0.11663
2020,17-29 y.,No migration background,Difficult,0.10602,352,793,0.08458,0.12746
2020,17-29 y.,No migration background,Almost impossible,0.03855,118,793,0.02514,0.05196
2020,17-29 y.,Direct migration background,Easy,0.06697,154,663,0.04793,0.08601
2020,17-29 y.,Direct migration background,Difficult,0.19066,416,663,0.16073,0.22058
2020,17-29 y.,Direct migration background,Almost impossible,0.08777,93,663,0.06622,0.10933
2020,17-29 y.,Indirect migration background,Easy,0.13198,78,238,0.08889,0.17507
2020,17-29 y.,Indirect migration background,Difficult,0.13367,116,238,0.09035,0.17700
2020,17-29 y.,Indirect migration background,Almost impossible,0.04841,44,238,0.02109,0.07574
2020,30-45 y.,No migration background,Easy,0.03943,152,420,0.02080,0.05807
2020,30-45 y.,No migration background,Difficult,0.04737,196,420,0.02703,0.06771
2020,30-45 y.,No migration background,Almost impossible,0.01430,72,420,0.00293,0.02567
2020,30-45 y.,Direct migration background,Easy,0.04302,201,1219,0.03163,0.05442
2020,30-45 y.,Direct migration background,Difficult,0.10968,843,1219,0.09213,0.12723
2020,30-45 y.,Direct migration background,Almost impossible,0.04075,175,1219,0.02964,0.05185
2020,30-45 y.,Indirect migration background,Difficult,0.06902,44,44,-0.00675,0.14478
2020,46-65 y.,No migration background,Easy,0.00840,69,417,-0.00037,0.01716
2020,46-65 y.,No migration background,Difficult,0.03207,230,417,0.01514,0.04900
2020,46-65 y.,No migration background,Almost impossible,0.01522,118,417,0.00346,0.02699
2020,46-65 y.,Direct migration background,Easy,0.01913,48,553,0.00771,0.03056
2020,46-65 y.,Direct migration background,Difficult,0.07178,399,553,0.05025,0.09332
2020,46-65 y.,Direct migration background,Almost impossible,0.02201,106,553,0.00977,0.03426
2021,17-29 y.,Direct migration background,Easy,0.02493,73,194,0.00293,0.04692
2021,17-29 y.,Direct migration background,Difficult,0.03596,121,194,0.00969,0.06222
2021,30-45 y.,Direct migration background,Easy,0.00858,123,514,0.00060,0.01656
2021,30-45 y.,Direct migration background,Difficult,0.02069,328,514,0.00837,0.03301
2021,30-45 y.,Direct migration background,Almost impossible,0.00420,63,514,-0.00140,0.00980
2021,46-65 y.,Direct migration background,Easy,0.00163,43,258,-0.00330,0.00656
2021,46-65 y.,Direct migration background,Difficult,0.00566,180,258,-0.00351,0.01484
2021,46-65 y.,Direct migration background,Almost impossible,0.00192,35,258,-0.00343,0.00728
