year,quintil_oecd,sampreg,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,2nd Quintile,West,Does not matter,0.33234,90,283,0.27736,0.38732
2013,2nd Quintile,West,Does not apply/do not (yet) have a job,0.25653,80,283,0.20555,0.30750
2013,3rd Quintile,West,In my current field/ field I was trained in,0.27720,61,250,0.22160,0.33280
2013,3rd Quintile,West,Do something new,0.16305,41,250,0.11716,0.20893
2013,3rd Quintile,West,Does not matter,0.21731,59,250,0.16609,0.26854
2013,3rd Quintile,West,Does not apply/do not (yet) have a job,0.34244,89,250,0.28350,0.40138
2013,4th Quintile,West,In my current field/ field I was trained in,0.30413,69,232,0.24481,0.36346
2013,4th Quintile,West,Do something new,0.13408,31,232,0.09014,0.17802
2013,4th Quintile,West,Does not matter,0.20022,42,232,0.14862,0.25183
2013,4th Quintile,West,Does not apply/do not (yet) have a job,0.36157,90,232,0.29961,0.42353
2013,5th Quintile,West,In my current field/ field I was trained in,0.24946,59,247,0.19538,0.30353
2013,5th Quintile,West,Do something new,0.14307,41,247,0.09931,0.18682
2013,5th Quintile,West,Does not matter,0.14694,40,247,0.10269,0.19118
2013,5th Quintile,West,Does not apply/do not (yet) have a job,0.46054,107,247,0.39825,0.52283
2015,1st Quintile,West,In my current field/ field I was trained in,0.19510,224,1197,0.17264,0.21756
2015,1st Quintile,West,Do something new,0.14817,173,1197,0.12803,0.16830
2015,1st Quintile,West,Does not matter,0.31468,380,1197,0.28836,0.34100
2015,1st Quintile,West,Does not apply/do not (yet) have a job,0.34205,420,1197,0.31517,0.36894
2015,1st Quintile,East,In my current field/ field I was trained in,0.21696,68,405,0.17676,0.25715
2015,1st Quintile,East,Do something new,0.18260,68,405,0.14493,0.22027
2015,1st Quintile,East,Does not matter,0.46965,193,405,0.42099,0.51832
2015,1st Quintile,East,Does not apply/do not (yet) have a job,0.13079,76,405,0.09791,0.16367
2015,2nd Quintile,West,In my current field/ field I was trained in,0.20965,113,540,0.17529,0.24402
2015,2nd Quintile,West,Do something new,0.15905,78,540,0.12818,0.18993
2015,2nd Quintile,West,Does not matter,0.32584,154,540,0.28627,0.36541
2015,2nd Quintile,West,Does not apply/do not (yet) have a job,0.30545,195,540,0.26657,0.34434
2015,2nd Quintile,East,In my current field/ field I was trained in,0.28082,51,128,0.20266,0.35898
2015,2nd Quintile,East,Does not matter,0.33428,46,128,0.25224,0.41633
2015,2nd Quintile,East,Does not apply/do not (yet) have a job,0.18175,31,128,0.11468,0.24882
2015,3rd Quintile,West,In my current field/ field I was trained in,0.26077,116,417,0.21858,0.30297
2015,3rd Quintile,West,Do something new,0.17033,64,417,0.13421,0.20646
2015,3rd Quintile,West,Does not matter,0.16526,89,417,0.12957,0.20095
2015,3rd Quintile,West,Does not apply/do not (yet) have a job,0.40364,148,417,0.35649,0.45078
2015,4th Quintile,West,In my current field/ field I was trained in,0.33418,100,319,0.28234,0.38603
2015,4th Quintile,West,Do something new,0.17415,45,319,0.13247,0.21584
2015,4th Quintile,West,Does not matter,0.16268,57,319,0.12211,0.20324
2015,4th Quintile,West,Does not apply/do not (yet) have a job,0.32899,117,319,0.27735,0.38063
2015,5th Quintile,West,In my current field/ field I was trained in,0.26952,87,276,0.21708,0.32197
2015,5th Quintile,West,Does not matter,0.28131,70,276,0.22817,0.33446
2015,5th Quintile,West,Does not apply/do not (yet) have a job,0.39198,119,276,0.33428,0.44968
2017,1st Quintile,West,In my current field/ field I was trained in,0.17398,174,1063,0.15118,0.19678
2017,1st Quintile,West,Do something new,0.18525,182,1063,0.16188,0.20862
2017,1st Quintile,West,Does not matter,0.30057,328,1063,0.27299,0.32815
2017,1st Quintile,West,Does not apply/do not (yet) have a job,0.34020,379,1063,0.31171,0.36870
2017,1st Quintile,East,In my current field/ field I was trained in,0.16070,55,352,0.12228,0.19912
2017,1st Quintile,East,Do something new,0.17176,60,352,0.13230,0.21122
2017,1st Quintile,East,Does not matter,0.47746,153,352,0.42521,0.52972
2017,1st Quintile,East,Does not apply/do not (yet) have a job,0.19008,84,352,0.14903,0.23113
2017,2nd Quintile,West,In my current field/ field I was trained in,0.22021,113,465,0.18251,0.25792
2017,2nd Quintile,West,Do something new,0.16452,79,465,0.13079,0.19826
2017,2nd Quintile,West,Does not matter,0.27234,119,465,0.23184,0.31285
2017,2nd Quintile,West,Does not apply/do not (yet) have a job,0.34292,154,465,0.29973,0.38612
2017,2nd Quintile,East,Does not apply/do not (yet) have a job,0.29015,31,31,0.12775,0.45256
2017,3rd Quintile,West,In my current field/ field I was trained in,0.26729,75,331,0.21954,0.31503
2017,3rd Quintile,West,Do something new,0.12832,40,331,0.09224,0.16441
2017,3rd Quintile,West,Does not matter,0.22406,85,331,0.17907,0.26905
2017,3rd Quintile,West,Does not apply/do not (yet) have a job,0.38033,131,331,0.32795,0.43271
2017,4th Quintile,West,In my current field/ field I was trained in,0.29501,76,289,0.24234,0.34769
2017,4th Quintile,West,Do something new,0.16949,56,289,0.12615,0.21282
2017,4th Quintile,West,Does not matter,0.14024,43,289,0.10013,0.18034
2017,4th Quintile,West,Does not apply/do not (yet) have a job,0.39527,114,289,0.33880,0.45173
2017,5th Quintile,West,In my current field/ field I was trained in,0.30718,67,208,0.24434,0.37003
2017,5th Quintile,West,Does not matter,0.17646,37,208,0.12453,0.22839
2017,5th Quintile,West,Does not apply/do not (yet) have a job,0.38956,104,208,0.32313,0.45599
