year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Lower Secondary Level,1st Quintile,Secondary School Degree,0.76208,439,712,0.73078,0.79338
1997,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.12088,107,712,0.09691,0.14484
1997,Lower Secondary Level,1st Quintile,Other Degree,0.11704,166,712,0.09341,0.14067
1997,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.76424,368,576,0.72954,0.79893
1997,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.16922,116,576,0.13857,0.19986
1997,Lower Secondary Level,2nd Quintile,Other Degree,0.06654,92,576,0.04617,0.08692
1997,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.72078,262,441,0.67886,0.76270
1997,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.18803,94,441,0.15152,0.22454
1997,Lower Secondary Level,3rd Quintile,Other Degree,0.09119,85,441,0.06429,0.11809
1997,Lower Secondary Level,4th Quintile,Secondary School Degree,0.72224,232,377,0.67696,0.76751
1997,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.23441,96,377,0.19159,0.27723
1997,Lower Secondary Level,4th Quintile,Other Degree,0.04335,49,377,0.02277,0.06393
1997,Lower Secondary Level,5th Quintile,Secondary School Degree,0.65260,131,193,0.58524,0.71995
1997,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.29844,62,193,0.23371,0.36316
1997,Upper Secondary Level,1st Quintile,Secondary School Degree,0.59982,531,1044,0.57009,0.62956
1997,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.25080,318,1044,0.22449,0.27711
1997,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.04968,62,1044,0.03649,0.06287
1997,Upper Secondary Level,1st Quintile,Other Degree,0.08074,133,1044,0.06421,0.09728
1997,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.60337,731,1387,0.57762,0.62913
1997,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.30196,504,1387,0.27779,0.32613
1997,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03059,49,1387,0.02152,0.03966
1997,Upper Secondary Level,2nd Quintile,Other Degree,0.04673,103,1387,0.03562,0.05785
1997,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.60422,763,1387,0.57848,0.62997
1997,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.30306,487,1387,0.27886,0.32725
1997,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05091,66,1387,0.03934,0.06248
1997,Upper Secondary Level,3rd Quintile,Other Degree,0.03175,71,1387,0.02252,0.04098
1997,Upper Secondary Level,4th Quintile,Secondary School Degree,0.60613,752,1367,0.58022,0.63204
1997,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.31387,479,1367,0.28926,0.33848
1997,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04264,72,1367,0.03192,0.05335
1997,Upper Secondary Level,4th Quintile,Other Degree,0.02747,64,1367,0.01881,0.03614
1997,Upper Secondary Level,5th Quintile,Secondary School Degree,0.49509,534,1086,0.46534,0.52484
1997,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.42242,458,1086,0.39303,0.45181
1997,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.05383,61,1086,0.04041,0.06726
1997,Upper Secondary Level,5th Quintile,Other Degree,0.01484,33,1086,0.00764,0.02203
1997,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.28059,34,34,0.12730,0.43389
1997,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.59740,45,45,0.45249,0.74231
1997,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.65324,48,48,0.51718,0.78931
1997,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.59364,76,76,0.48248,0.70480
1997,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.60836,55,55,0.47817,0.73855
1997,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.49257,55,117,0.40159,0.58355
1997,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.39576,62,117,0.30676,0.48475
1997,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.31106,59,149,0.23648,0.38564
1997,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.43197,90,149,0.35217,0.51178
1997,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.41284,67,144,0.33214,0.49353
1997,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.35805,77,144,0.27947,0.43663
1997,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.36043,64,146,0.28228,0.43858
1997,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.36736,82,146,0.28889,0.44583
1997,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.49825,52,52,0.36102,0.63547
1997,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.35801,97,187,0.28911,0.42690
1997,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.39958,90,187,0.32919,0.46998
1997,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.28316,107,245,0.22663,0.33970
1997,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.48989,138,245,0.42716,0.55262
1997,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.07887,36,419,0.05303,0.10471
1997,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.19946,125,419,0.16115,0.23777
1997,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13138,41,419,0.09900,0.16377
1997,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.53198,217,419,0.48414,0.57982
1997,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.13261,115,630,0.10611,0.15912
1997,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.13217,72,630,0.10570,0.15864
1997,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.68806,443,630,0.65185,0.72426
1998,Primary Level,1st Quintile,"Dropout, No School Degree",0.70401,127,169,0.63498,0.77304
1998,Primary Level,1st Quintile,No School Attended,0.19003,42,169,0.13070,0.24936
1998,Primary Level,2nd Quintile,"Dropout, No School Degree",0.77156,75,75,0.67591,0.86722
1998,Primary Level,3rd Quintile,"Dropout, No School Degree",0.74562,52,52,0.62610,0.86515
1998,Primary Level,4th Quintile,"Dropout, No School Degree",0.69578,42,42,0.55495,0.83661
1998,Lower Secondary Level,1st Quintile,Secondary School Degree,0.73136,402,656,0.69742,0.76531
1998,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.14212,109,656,0.11538,0.16887
1998,Lower Secondary Level,1st Quintile,Other Degree,0.12651,145,656,0.10105,0.15197
1998,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.74204,339,545,0.70527,0.77880
1998,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.16533,108,545,0.13411,0.19655
1998,Lower Secondary Level,2nd Quintile,Other Degree,0.09263,98,545,0.06827,0.11699
1998,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.75178,288,458,0.71218,0.79139
1998,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.18035,102,458,0.14510,0.21560
1998,Lower Secondary Level,3rd Quintile,Other Degree,0.06787,68,458,0.04481,0.09093
1998,Lower Secondary Level,4th Quintile,Secondary School Degree,0.68517,224,365,0.63746,0.73289
1998,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.24509,94,365,0.20090,0.28928
1998,Lower Secondary Level,4th Quintile,Other Degree,0.06974,47,365,0.04357,0.09590
1998,Lower Secondary Level,5th Quintile,Secondary School Degree,0.65486,116,174,0.58401,0.72570
1998,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.30535,58,174,0.23672,0.37398
1998,Upper Secondary Level,1st Quintile,Secondary School Degree,0.56404,546,1057,0.53413,0.59395
1998,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.27134,323,1057,0.24452,0.29816
1998,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.07143,72,1057,0.05590,0.08696
1998,Upper Secondary Level,1st Quintile,Other Degree,0.07871,116,1057,0.06247,0.09496
1998,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.59633,687,1273,0.56937,0.62330
1998,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.30809,446,1273,0.28272,0.33347
1998,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03158,48,1273,0.02197,0.04119
1998,Upper Secondary Level,2nd Quintile,Other Degree,0.04317,92,1273,0.03200,0.05433
1998,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.60811,733,1356,0.58212,0.63411
1998,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.31196,508,1356,0.28729,0.33662
1998,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03143,50,1356,0.02214,0.04072
1998,Upper Secondary Level,3rd Quintile,Other Degree,0.03464,65,1356,0.02490,0.04438
1998,Upper Secondary Level,4th Quintile,Secondary School Degree,0.58523,703,1297,0.55841,0.61206
1998,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.31655,473,1297,0.29122,0.34187
1998,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04853,61,1297,0.03683,0.06022
1998,Upper Secondary Level,4th Quintile,Other Degree,0.03177,60,1297,0.02222,0.04132
1998,Upper Secondary Level,5th Quintile,Secondary School Degree,0.47068,483,1009,0.43986,0.50149
1998,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.44556,452,1009,0.41487,0.47624
1998,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.05830,74,1009,0.04384,0.07277
1998,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.48769,36,36,0.32209,0.65329
1998,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.52051,34,34,0.35005,0.69096
1998,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.64099,52,52,0.50933,0.77265
1998,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.61712,78,78,0.50855,0.72570
1998,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.63781,52,52,0.50590,0.76972
1998,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.41822,45,111,0.32604,0.51040
1998,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.50593,66,111,0.41249,0.59936
1998,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.42091,63,136,0.33763,0.50419
1998,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.39702,73,136,0.31449,0.47956
1998,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.33216,62,184,0.26392,0.40040
1998,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.38972,89,184,0.31906,0.46038
1998,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.21805,33,184,0.15822,0.27787
1998,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.38502,63,135,0.30263,0.46741
1998,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.34130,72,135,0.26102,0.42158
1998,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.29222,35,76,0.18930,0.39515
1998,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.36145,41,76,0.25272,0.47018
1998,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.28211,79,162,0.21260,0.35163
1998,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.43542,83,162,0.35883,0.51201
1998,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.13962,34,266,0.09789,0.18135
1998,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.29904,107,266,0.24392,0.35417
1998,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.42660,125,266,0.36705,0.48614
1998,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.08023,31,408,0.05384,0.10662
1998,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.20940,118,408,0.16987,0.24893
1998,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.11537,34,408,0.08433,0.14641
1998,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.53851,225,408,0.49008,0.58694
1998,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.13767,122,636,0.11087,0.16446
1998,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.14775,77,636,0.12015,0.17535
1998,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.66042,437,636,0.62358,0.69725
1999,Primary Level,1st Quintile,"Dropout, No School Degree",0.73719,130,165,0.66982,0.80456
1999,Primary Level,1st Quintile,No School Attended,0.15903,35,165,0.10306,0.21500
1999,Primary Level,2nd Quintile,"Dropout, No School Degree",0.83602,85,85,0.75684,0.91520
1999,Primary Level,3rd Quintile,"Dropout, No School Degree",0.70940,57,57,0.59048,0.82832
1999,Primary Level,4th Quintile,"Dropout, No School Degree",0.75719,40,40,0.62261,0.89176
1999,Lower Secondary Level,1st Quintile,Secondary School Degree,0.70336,443,729,0.67018,0.73654
1999,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.16816,143,729,0.14100,0.19533
1999,Lower Secondary Level,1st Quintile,Other Degree,0.12848,143,729,0.10417,0.15278
1999,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.76208,411,607,0.72817,0.79598
1999,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.15721,108,607,0.12822,0.18619
1999,Lower Secondary Level,2nd Quintile,Other Degree,0.08072,88,607,0.05903,0.10241
1999,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.71157,302,492,0.67150,0.75164
1999,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.22082,123,492,0.18413,0.25751
1999,Lower Secondary Level,3rd Quintile,Other Degree,0.06761,67,492,0.04540,0.08982
1999,Lower Secondary Level,4th Quintile,Secondary School Degree,0.72718,240,371,0.68180,0.77257
1999,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.21216,84,371,0.17051,0.25382
1999,Lower Secondary Level,4th Quintile,Other Degree,0.06065,47,371,0.03633,0.08497
1999,Lower Secondary Level,5th Quintile,Secondary School Degree,0.67238,149,222,0.61050,0.73426
1999,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.29312,73,222,0.23310,0.35313
1999,Upper Secondary Level,1st Quintile,Secondary School Degree,0.55071,598,1185,0.52238,0.57904
1999,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.27390,384,1185,0.24849,0.29930
1999,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.08615,95,1185,0.07017,0.10214
1999,Upper Secondary Level,1st Quintile,Other Degree,0.06978,108,1185,0.05526,0.08429
1999,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.62037,839,1493,0.59574,0.64499
1999,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.27215,488,1493,0.24956,0.29473
1999,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03614,60,1493,0.02667,0.04561
1999,Upper Secondary Level,2nd Quintile,Other Degree,0.05067,106,1493,0.03954,0.06180
1999,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.58840,794,1479,0.56331,0.61349
1999,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.32977,571,1479,0.30581,0.35374
1999,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.04234,61,1479,0.03208,0.05261
1999,Upper Secondary Level,3rd Quintile,Other Degree,0.02719,53,1479,0.01890,0.03548
1999,Upper Secondary Level,4th Quintile,Secondary School Degree,0.59673,763,1391,0.57095,0.62252
1999,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.32671,505,1391,0.30205,0.35137
1999,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.03397,63,1391,0.02445,0.04350
1999,Upper Secondary Level,4th Quintile,Other Degree,0.03064,60,1391,0.02158,0.03969
1999,Upper Secondary Level,5th Quintile,Secondary School Degree,0.47268,539,1132,0.44358,0.50178
1999,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.43540,518,1132,0.40651,0.46430
1999,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.05740,75,1132,0.04384,0.07095
1999,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.45975,33,33,0.28707,0.63243
1999,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.55393,43,43,0.40360,0.70427
1999,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.68688,57,57,0.56542,0.80835
1999,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.30175,39,123,0.22030,0.38320
1999,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.59317,84,123,0.50600,0.68034
1999,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.28844,33,108,0.20260,0.37428
1999,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.65032,75,108,0.55997,0.74068
1999,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.30571,35,35,0.15085,0.46057
1999,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.41044,53,114,0.31974,0.50114
1999,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.43939,61,114,0.34788,0.53090
1999,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.38182,69,162,0.30677,0.45687
1999,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.42334,93,162,0.34702,0.49967
1999,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.33230,62,197,0.26635,0.39824
1999,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.39663,94,197,0.32814,0.46512
1999,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.19875,41,197,0.14288,0.25461
1999,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.39631,67,143,0.31586,0.47676
1999,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.33315,76,143,0.25562,0.41067
1999,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.19342,34,94,0.11314,0.27370
1999,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.43448,60,94,0.33373,0.53522
1999,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.30736,90,182,0.24014,0.37458
1999,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.41732,92,182,0.34548,0.48916
1999,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.10992,36,308,0.07493,0.14491
1999,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.27642,115,308,0.22639,0.32645
1999,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.45416,157,308,0.39847,0.50986
1999,Second Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.07907,31,452,0.05416,0.10397
1999,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.20577,130,452,0.16846,0.24308
1999,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.12317,39,452,0.09284,0.15350
1999,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.56092,252,452,0.51512,0.60672
1999,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.11515,119,714,0.09172,0.13858
1999,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.13995,80,714,0.11448,0.16541
1999,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.69421,515,714,0.66039,0.72803
2000,Primary Level,1st Quintile,"Dropout, No School Degree",0.84441,91,91,0.76952,0.91929
2000,Primary Level,2nd Quintile,"Dropout, No School Degree",0.93541,59,59,0.87215,0.99867
2000,Lower Secondary Level,1st Quintile,Secondary School Degree,0.71063,447,716,0.67739,0.74387
2000,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.14711,124,716,0.12115,0.17307
2000,Lower Secondary Level,1st Quintile,Other Degree,0.14226,145,716,0.11666,0.16787
2000,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.73329,324,500,0.69448,0.77209
2000,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.15829,95,500,0.12626,0.19032
2000,Lower Secondary Level,2nd Quintile,Other Degree,0.10842,81,500,0.08114,0.13570
2000,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.67275,211,359,0.62414,0.72135
2000,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.24462,102,359,0.20009,0.28915
2000,Lower Secondary Level,3rd Quintile,Other Degree,0.08263,46,359,0.05411,0.11115
2000,Lower Secondary Level,4th Quintile,Secondary School Degree,0.68522,179,277,0.63043,0.74001
2000,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.20601,57,277,0.15829,0.25372
2000,Lower Secondary Level,4th Quintile,Other Degree,0.10877,41,277,0.07204,0.14550
2000,Lower Secondary Level,5th Quintile,Secondary School Degree,0.64070,84,131,0.55822,0.72318
2000,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.26808,47,131,0.19194,0.34423
2000,Upper Secondary Level,1st Quintile,Secondary School Degree,0.57848,699,1286,0.55148,0.60548
2000,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.27569,398,1286,0.25126,0.30012
2000,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.07282,98,1286,0.05861,0.08703
2000,Upper Secondary Level,1st Quintile,Other Degree,0.06215,91,1286,0.04895,0.07535
2000,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.58552,814,1533,0.56085,0.61019
2000,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.32371,566,1533,0.30028,0.34714
2000,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03949,74,1533,0.02973,0.04924
2000,Upper Secondary Level,2nd Quintile,Other Degree,0.04207,79,1533,0.03202,0.05213
2000,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.56817,800,1490,0.54301,0.59333
2000,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.37204,597,1490,0.34749,0.39659
2000,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.03768,54,1490,0.02801,0.04735
2000,Upper Secondary Level,3rd Quintile,Other Degree,0.01512,39,1490,0.00893,0.02132
2000,Upper Secondary Level,4th Quintile,Secondary School Degree,0.54575,708,1424,0.51988,0.57162
2000,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.37918,603,1424,0.35397,0.40439
2000,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04238,76,1424,0.03191,0.05285
2000,Upper Secondary Level,4th Quintile,Other Degree,0.02127,37,1424,0.01377,0.02877
2000,Upper Secondary Level,5th Quintile,Secondary School Degree,0.40199,436,1062,0.37248,0.43149
2000,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.50217,548,1062,0.47208,0.53225
2000,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.06422,78,1062,0.04947,0.07898
2000,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.38919,43,81,0.28235,0.49603
2000,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.24862,38,81,0.15391,0.34334
2000,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.44266,41,41,0.28873,0.59659
2000,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.28419,37,107,0.19832,0.37005
2000,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.63105,70,107,0.53919,0.72291
2000,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.27629,35,120,0.19595,0.35664
2000,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.55886,85,120,0.46965,0.64807
2000,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.35632,51,135,0.27523,0.43741
2000,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.58145,84,135,0.49792,0.66498
2000,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.44101,44,100,0.34320,0.53881
2000,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.38651,56,100,0.29059,0.48244
2000,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.28933,62,175,0.22195,0.35670
2000,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.45891,113,175,0.38487,0.53295
2000,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.29119,84,219,0.23088,0.35150
2000,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.43558,135,219,0.36976,0.50140
2000,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.32471,77,247,0.26620,0.38323
2000,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.40179,126,247,0.34052,0.46305
2000,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.16620,44,247,0.11968,0.21272
2000,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.24199,63,242,0.18792,0.29606
2000,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.41250,109,242,0.35035,0.47466
2000,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.17387,38,242,0.12602,0.22172
2000,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.15756,32,242,0.11156,0.20355
2000,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.19405,31,105,0.11804,0.27005
2000,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.52200,74,105,0.42600,0.61800
2000,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.31165,89,189,0.24544,0.37785
2000,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.42008,100,189,0.34952,0.49063
2000,Second Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.09764,33,354,0.06668,0.12861
2000,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.26321,108,354,0.21727,0.30915
2000,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.10066,34,354,0.06927,0.13205
2000,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.50151,179,354,0.44935,0.55367
2000,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.18677,119,451,0.15076,0.22278
2000,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.14923,55,451,0.11631,0.18215
2000,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.55372,277,451,0.50779,0.59965
2000,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.07872,86,810,0.06016,0.09728
2000,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.15179,112,810,0.12706,0.17651
2000,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.73680,612,810,0.70645,0.76714
2001,Primary Level,1st Quintile,"Dropout, No School Degree",0.85359,122,122,0.79060,0.91658
2001,Primary Level,2nd Quintile,"Dropout, No School Degree",0.89719,79,79,0.82979,0.96459
2001,Primary Level,3rd Quintile,"Dropout, No School Degree",0.86425,32,32,0.74367,0.98482
2001,Lower Secondary Level,1st Quintile,Secondary School Degree,0.72428,663,1000,0.69657,0.75199
2001,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.12575,152,1000,0.10519,0.14631
2001,Lower Secondary Level,1st Quintile,Other Degree,0.14997,185,1000,0.12783,0.17211
2001,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.72203,512,784,0.69065,0.75341
2001,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.16492,157,784,0.13893,0.19092
2001,Lower Secondary Level,2nd Quintile,Other Degree,0.11304,115,784,0.09086,0.13522
2001,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.67811,379,593,0.64047,0.71574
