year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.05996,163,1902,0.04929,0.07063
2020,Upper Secondary Level,4th Quintile,Other Degree,0.04731,74,1902,0.03777,0.05686
2020,Upper Secondary Level,5th Quintile,Secondary School Degree,0.27694,352,1601,0.25501,0.29887
2020,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.55099,927,1601,0.52662,0.57536
2020,Upper Secondary Level,5th Quintile,Technical School Degree,0.01628,37,1601,0.01008,0.02248
2020,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.10392,236,1601,0.08896,0.11887
2020,Upper Secondary Level,5th Quintile,Other Degree,0.04952,49,1601,0.03889,0.06015
2020,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.26114,88,403,0.21820,0.30408
2020,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.45467,117,403,0.40599,0.50334
2020,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.27462,198,403,0.23099,0.31826
2020,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.27365,104,399,0.22985,0.31745
2020,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.43060,177,399,0.38196,0.47925
2020,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.27623,118,399,0.23230,0.32016
2020,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.30976,123,412,0.26506,0.35447
2020,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.56968,232,412,0.52181,0.61754
2020,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.09610,57,412,0.06761,0.12459
2020,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.34062,138,416,0.29502,0.38622
2020,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.55462,233,416,0.50680,0.60244
2020,Post-secondary Non-tertiary Level,4th Quintile,Other Degree,0.07086,45,416,0.04617,0.09555
2020,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.32293,146,484,0.28122,0.36463
2020,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.59128,304,484,0.54743,0.63512
2020,Post-secondary Non-tertiary Level,5th Quintile,Other Degree,0.08255,34,484,0.05800,0.10709
2020,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.37082,47,47,0.23123,0.51041
2020,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.29612,55,173,0.22789,0.36435
2020,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.47100,118,173,0.39640,0.54560
2020,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.23267,62,257,0.18091,0.28443
2020,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.48420,120,257,0.42298,0.54542
2020,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12203,36,257,0.08193,0.16212
2020,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.15246,39,257,0.10843,0.19649
2020,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.16056,59,342,0.12159,0.19952
2020,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.50225,172,342,0.44918,0.55532
2020,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.12198,54,342,0.08724,0.15671
2020,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.20828,57,342,0.16518,0.25138
2020,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.17179,80,477,0.13790,0.20568
2020,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.42905,228,477,0.38459,0.47351
2020,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.15292,72,477,0.12058,0.18525
2020,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.23649,97,477,0.19832,0.27467
2020,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.06745,38,832,0.05040,0.08450
2020,Second Stage of Tertiary Education,1st Quintile,Technical School Degree,0.07657,32,832,0.05849,0.09465
2020,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.49782,202,832,0.46382,0.53181
2020,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.34541,560,832,0.31308,0.37774
2020,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.11940,100,658,0.09460,0.14419
2020,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.11645,62,658,0.09193,0.14098
2020,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.57169,312,658,0.53386,0.60953
2020,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.15163,184,658,0.12421,0.17906
2020,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.15182,130,915,0.12855,0.17508
2020,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.11433,91,915,0.09370,0.13496
2020,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.56321,546,915,0.53106,0.59537
2020,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.14153,148,915,0.11893,0.16413
2020,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.09347,145,1378,0.07809,0.10884
2020,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.11549,150,1378,0.09861,0.13237
2020,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.69235,950,1378,0.66798,0.71673
2020,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.07668,133,1378,0.06263,0.09074
2020,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.09113,241,2981,0.08080,0.10146
2020,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11302,296,2981,0.10165,0.12439
2020,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.71004,2226,2981,0.69375,0.72633
2020,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.07587,218,2981,0.06636,0.08537
2021,Primary Level,1st Quintile,"Dropout, No School Degree",0.83715,473,638,0.80847,0.86582
2021,Primary Level,1st Quintile,No School Attended,0.08763,165,638,0.06567,0.10958
2021,Primary Level,2nd Quintile,"Dropout, No School Degree",0.76738,74,74,0.67046,0.86430
2021,Lower Secondary Level,1st Quintile,Secondary School Degree,0.57889,300,852,0.54571,0.61206
2021,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.21571,175,852,0.18808,0.24335
2021,Lower Secondary Level,1st Quintile,Other Degree,0.20540,377,852,0.17826,0.23255
2021,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.54964,188,426,0.50234,0.59694
2021,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.24416,130,426,0.20331,0.28500
2021,Lower Secondary Level,2nd Quintile,Other Degree,0.20620,108,426,0.16774,0.24467
2021,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.61494,106,206,0.54832,0.68155
2021,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.31816,100,206,0.25440,0.38192
2021,Lower Secondary Level,4th Quintile,Secondary School Degree,0.52860,68,147,0.44763,0.60957
2021,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.31720,79,147,0.24171,0.39269
2021,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.49262,59,59,0.36395,0.62129
2021,Upper Secondary Level,1st Quintile,Secondary School Degree,0.41656,488,1729,0.39331,0.43980
2021,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.30520,504,1729,0.28348,0.32691
2021,Upper Secondary Level,1st Quintile,Technical School Degree,0.02554,54,1729,0.01810,0.03297
2021,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.12738,213,1729,0.11166,0.14310
2021,Upper Secondary Level,1st Quintile,Other Degree,0.10827,421,1729,0.09361,0.12292
2021,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01681,49,1729,0.01075,0.02288
2021,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.42208,592,1643,0.39819,0.44597
2021,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.41947,740,1643,0.39560,0.44334
2021,Upper Secondary Level,2nd Quintile,Technical School Degree,0.01384,34,1643,0.00819,0.01949
2021,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.06908,106,1643,0.05681,0.08134
2021,Upper Secondary Level,2nd Quintile,Other Degree,0.06765,171,1643,0.05550,0.07979
2021,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.38238,473,1415,0.35705,0.40771
2021,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.45452,703,1415,0.42857,0.48048
2021,Upper Secondary Level,3rd Quintile,Technical School Degree,0.03402,34,1415,0.02457,0.04347
2021,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.07377,127,1415,0.06015,0.08740
2021,Upper Secondary Level,3rd Quintile,Other Degree,0.04803,78,1415,0.03688,0.05917
2021,Upper Secondary Level,4th Quintile,Secondary School Degree,0.36214,351,1202,0.33496,0.38932
2021,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.49309,668,1202,0.46482,0.52137
2021,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.07568,133,1202,0.06072,0.09064
2021,Upper Secondary Level,4th Quintile,Other Degree,0.04287,50,1202,0.03142,0.05433
2021,Upper Secondary Level,5th Quintile,Secondary School Degree,0.30228,248,1090,0.27500,0.32955
2021,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.54519,624,1090,0.51561,0.57476
2021,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.09669,174,1090,0.07914,0.11425
2021,Upper Secondary Level,5th Quintile,Other Degree,0.03514,44,1090,0.02421,0.04608
2021,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.22495,61,302,0.17778,0.27213
2021,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.45044,90,302,0.39423,0.50665
2021,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.31258,151,302,0.26021,0.36494
2021,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.31120,88,332,0.26132,0.36107
2021,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.50485,148,332,0.45099,0.55871
2021,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.18396,96,332,0.14222,0.22570
2021,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.32482,105,341,0.27504,0.37460
2021,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.48480,172,341,0.43168,0.53792
2021,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.14695,64,341,0.10932,0.18459
2021,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.33813,100,303,0.28477,0.39148
2021,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.56346,167,303,0.50753,0.61940
2021,Post-secondary Non-tertiary Level,4th Quintile,Other Degree,0.09836,36,303,0.06477,0.13194
2021,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.31686,85,282,0.26246,0.37125
2021,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.61041,197,282,0.55339,0.66743
2021,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.38666,36,36,0.22532,0.54799
2021,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.27915,39,129,0.20144,0.35686
2021,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.54914,90,129,0.46294,0.63534
2021,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.25694,41,158,0.18859,0.32529
2021,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.32208,77,158,0.24899,0.39518
2021,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.24896,40,158,0.18132,0.31660
2021,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.18733,38,220,0.13565,0.23900
2021,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.48314,108,220,0.41696,0.54933
2021,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.12253,34,220,0.07911,0.16596
2021,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.19032,40,220,0.13833,0.24231
2021,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.19753,46,313,0.15335,0.24170
2021,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.48518,162,313,0.42972,0.54064
2021,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11817,40,313,0.08235,0.15399
2021,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.19673,65,313,0.15262,0.24084
2021,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.08832,50,694,0.06719,0.10945
2021,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.55168,222,694,0.51465,0.58871
2021,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.27845,422,694,0.24508,0.31182
2021,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.13212,78,648,0.10602,0.15821
2021,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.13486,64,648,0.10854,0.16118
2021,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.54280,298,648,0.50441,0.58119
2021,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.16425,208,648,0.13570,0.19280
2021,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.09540,74,760,0.07450,0.11630
2021,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12319,78,760,0.09981,0.14657
2021,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.62813,458,760,0.59375,0.66252
2021,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.12390,150,760,0.10046,0.14734
2021,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.07145,94,1099,0.05621,0.08669
2021,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.12635,122,1099,0.10669,0.14600
2021,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.71565,762,1099,0.68897,0.74234
2021,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.05967,121,1099,0.04566,0.07369
2021,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.07466,170,2183,0.06363,0.08569
2021,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11514,216,2183,0.10175,0.12854
2021,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.71484,1600,2183,0.69590,0.73379
2021,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.08794,197,2183,0.07605,0.09982
2022,Primary Level,1st Quintile,"Dropout, No School Degree",0.76142,380,517,0.72464,0.79819
2022,Primary Level,1st Quintile,No School Attended,0.12549,137,517,0.09691,0.15407
2022,Primary Level,2nd Quintile,"Dropout, No School Degree",0.82260,85,85,0.74090,0.90429
2022,Lower Secondary Level,1st Quintile,Secondary School Degree,0.58010,270,759,0.54496,0.61523
2022,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.18787,167,759,0.16006,0.21568
2022,Lower Secondary Level,1st Quintile,Other Degree,0.23203,322,759,0.20198,0.26208
2022,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.54321,162,362,0.49183,0.59460
2022,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.26925,127,362,0.22349,0.31500
2022,Lower Secondary Level,2nd Quintile,Other Degree,0.18754,73,362,0.14727,0.22781
2022,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.64659,94,175,0.57556,0.71762
2022,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.24165,81,175,0.17804,0.30525
2022,Lower Secondary Level,4th Quintile,Secondary School Degree,0.33201,34,102,0.24016,0.42385
2022,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.48743,68,102,0.38995,0.58491
2022,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.35787,47,47,0.21934,0.49640
2022,Upper Secondary Level,1st Quintile,Secondary School Degree,0.43009,447,1559,0.40551,0.45468
2022,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.31605,460,1559,0.29296,0.33914
2022,Upper Secondary Level,1st Quintile,Technical School Degree,0.02185,41,1559,0.01459,0.02910
2022,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.12917,221,1559,0.11251,0.14582
2022,Upper Secondary Level,1st Quintile,Other Degree,0.09175,347,1559,0.07741,0.10608
2022,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01082,43,1559,0.00568,0.01595
2022,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.42814,544,1536,0.40339,0.45289
2022,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.41058,691,1536,0.38597,0.43519
2022,Upper Secondary Level,2nd Quintile,Technical School Degree,0.03377,33,1536,0.02474,0.04281
2022,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04504,106,1536,0.03466,0.05541
2022,Upper Secondary Level,2nd Quintile,Other Degree,0.07394,162,1536,0.06085,0.08703
2022,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.40501,396,1230,0.37756,0.43246
2022,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.46138,671,1230,0.43351,0.48925
2022,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.06765,104,1230,0.05361,0.08169
2022,Upper Secondary Level,3rd Quintile,Other Degree,0.04677,59,1230,0.03496,0.05857
2022,Upper Secondary Level,4th Quintile,Secondary School Degree,0.35113,307,1092,0.32280,0.37945
2022,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.50874,598,1092,0.47907,0.53840
