"pgpsbil","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Ohne Abschluss verlassen","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","362","0.0287880539568436","0.0239480960695545","0.0336280118441327"
"Ohne Abschluss verlassen","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","131","0.0411386761104096","0.0344617654502555","0.0478155867705637"
"Noch kein Abschluss","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.0279169376488511","0.0189860243444706","0.0368478509532316"
"Noch kein Abschluss","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","100","0.00789410196041304","0.00533251677735828","0.0104556871434678"
"Keine Schule besucht","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1222","0.332688521699857","0.316663565195362","0.348713478204352"
"Hauptschulabschluss","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","112","0.091102899459313","0.0751380709828855","0.10706772793574"
"Hauptschulabschluss","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2138","0.572166389620036","0.557596882868487","0.586735896371584"
"Hauptschulabschluss","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","933","0.497441613663547","0.476056933326836","0.518826294000258"
"Hauptschulabschluss","1994","66 und älter","Westdeutschland, alte Bundeslaender","790","0.709707780751034","0.683005762853141","0.736409798648928"
"Hauptschulabschluss","1994","66 und älter","Ostdeutschland, neue Bundeslaender","331","0.838177545836177","0.802175890716085","0.874179200956269"
"Realschulabschluss","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","915","0.296317401162056","0.280787072842021","0.31184772948209"
"Realschulabschluss","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","874","0.713489277587241","0.688404805611522","0.73857374956296"
"Realschulabschluss","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","683","0.181059943094105","0.169720715433065","0.192399170755146"
"Realschulabschluss","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","828","0.344720986242731","0.324393417655575","0.365048554829886"
"Realschulabschluss","1994","66 und älter","Westdeutschland, alte Bundeslaender","169","0.183499991297985","0.160728958833132","0.206271023762837"
"Realschulabschluss","1994","66 und älter","Ostdeutschland, neue Bundeslaender","52","0.126382370166377","0.0939006509969904","0.158864089335764"
"Fachhochschulreife","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","158","0.0536733425975726","0.0460083187298074","0.0613383664653379"
"Fachhochschulreife","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","129","0.0360375129128132","0.0305490125130525","0.0415260133125738"
"Fachhochschulreife","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","537","0.20283079963225","0.189154901410599","0.2165066978539"
"Abitur","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.137958672463855","0.118825836627729","0.157091508299982"
"Abitur","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","406","0.116392185628248","0.106948578449144","0.125835792807352"
"Abitur","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","307","0.141539155929211","0.126630551565435","0.156447760292987"
"Abitur","1994","66 und älter","Westdeutschland, alte Bundeslaender","70","0.0689109199736589","0.0540095484705552","0.0838122914767627"
"Abitur","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","198","0.0374086874846491","0.030954807908771","0.0438625670605272"
"Anderer Abschluss","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","649","0.0571373393984018","0.0503024663360072","0.0639722124607964"
"Anderer Abschluss","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Anderer Abschluss","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","118","0.0226126928426801","0.0175565056715056","0.0276688800138547"
"Ohne Abschluss verlassen","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","335","0.029662341967485","0.0246664804692698","0.0346582034657003"
"Ohne Abschluss verlassen","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","157","0.052226212644298","0.0446594472989658","0.0597929779896301"
"Noch kein Abschluss","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","75","0.0432185448310617","0.0319366449097696","0.0545004447523538"
"Noch kein Abschluss","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","90","0.00754428737891059","0.00499622000246485","0.0100923547553563"
"Keine Schule besucht","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1197","0.313837352956902","0.298432759124142","0.329241946789663"
"Hauptschulabschluss","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","120","0.107614088396234","0.0900659682100205","0.125162208582448"
"Hauptschulabschluss","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2127","0.544654249042952","0.530430475214128","0.558878022871777"
"Hauptschulabschluss","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","869","0.481337617086216","0.459724326443049","0.502950907729382"
"Hauptschulabschluss","1995","66 und älter","Westdeutschland, alte Bundeslaender","789","0.703829806535371","0.677244746950387","0.730414866120355"
"Hauptschulabschluss","1995","66 und älter","Ostdeutschland, neue Bundeslaender","329","0.816529814931987","0.779110489573597","0.853949140290377"
"Realschulabschluss","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","963","0.282756309267287","0.267806903839625","0.297705714694949"
"Realschulabschluss","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","796","0.681013800185586","0.65462111450245","0.707406485868722"
"Realschulabschluss","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","757","0.185973349125723","0.174860423347522","0.197086274903924"
"Realschulabschluss","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","851","0.358880292972918","0.338131254066301","0.379629331879534"
"Realschulabschluss","1995","66 und älter","Westdeutschland, alte Bundeslaender","170","0.182267762196997","0.159787900935035","0.20474762345896"
"Realschulabschluss","1995","66 und älter","Ostdeutschland, neue Bundeslaender","56","0.128979978030277","0.0965756963667226","0.161384259693832"
"Fachhochschulreife","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","161","0.0518606613708399","0.0444996157707407","0.0592217069709392"
"Fachhochschulreife","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","143","0.0386458426120338","0.0331405952105237","0.0441510900135439"
"Fachhochschulreife","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","554","0.197517104986239","0.184300964470937","0.210733245501542"
"Abitur","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","173","0.144661509888096","0.12474261743908","0.164580402337112"
"Abitur","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","456","0.123923007659788","0.1145121142183","0.133333901101277"
"Abitur","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","304","0.143920255759187","0.128736762952347","0.159103748566027"
"Abitur","1995","66 und älter","Westdeutschland, alte Bundeslaender","71","0.0688616565023398","0.0541171930135003","0.0836061199911792"
"Abitur","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","300","0.0721202725780735","0.0635329273549792","0.0807076178011679"
"Anderer Abschluss","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","808","0.0745240521547148","0.0670231319654959","0.0820249723439336"
"Anderer Abschluss","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1995","66 und älter","Westdeutschland, alte Bundeslaender","40","0.0150289033268208","0.00794441441633286","0.0221133922373087"
"Anderer Abschluss","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","105","0.0198957081663088","0.0152601690931796","0.0245312472394379"
"Ohne Abschluss verlassen","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","337","0.0264656682621739","0.021881074978832","0.0310502615455158"
"Ohne Abschluss verlassen","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","191","0.060343881079427","0.0524391792602462","0.0682485828986077"
"Noch kein Abschluss","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","89","0.0505459617755124","0.0381408726946938","0.062951050856331"
"Noch kein Abschluss","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","80","0.00556881853164984","0.00344335995383609","0.00769427710946359"
"Keine Schule besucht","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1156","0.312976322244419","0.297252741793154","0.328699902695685"
"Hauptschulabschluss","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","114","0.106464337594434","0.0886382024668974","0.124290472721971"
"Hauptschulabschluss","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2066","0.531881947208085","0.517476390152212","0.546287504263959"
"Hauptschulabschluss","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","831","0.453101615055304","0.431667560044019","0.474535670066589"
"Hauptschulabschluss","1996","66 und älter","Westdeutschland, alte Bundeslaender","795","0.704398561662446","0.677956361983138","0.730840761341754"
"Hauptschulabschluss","1996","66 und älter","Ostdeutschland, neue Bundeslaender","336","0.803187633124466","0.765298679994759","0.841076586254173"
"Realschulabschluss","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","932","0.286068078827173","0.270744050253318","0.301392107401028"
"Realschulabschluss","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","730","0.652453891311062","0.624931871773815","0.679975910848309"
"Realschulabschluss","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","794","0.1948962946024","0.183460339521299","0.206332249683501"
"Realschulabschluss","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","916","0.393445899185946","0.372411481253037","0.414480317118854"
"Realschulabschluss","1996","66 und älter","Westdeutschland, alte Bundeslaender","166","0.178622514855827","0.156426522034743","0.200818507676911"
"Realschulabschluss","1996","66 und älter","Ostdeutschland, neue Bundeslaender","56","0.132334339341556","0.100042678009907","0.164626000673206"
"Fachhochschulreife","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","149","0.0496203349996043","0.0422567675915286","0.0569839024076799"
"Fachhochschulreife","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","148","0.0403656426248286","0.0346836120461073","0.0460476732035499"
"Fachhochschulreife","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","543","0.200937032705777","0.18734982084214","0.214524244569413"
"Abitur","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","189","0.160728138461661","0.13950075527947","0.181955521643852"
"Abitur","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","462","0.124593593593249","0.115059103906657","0.134128083279841"
"Abitur","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","295","0.136797621315229","0.12200146868669","0.151593773943768"
"Abitur","1996","66 und älter","Westdeutschland, alte Bundeslaender","68","0.0653725868068318","0.0510489872330344","0.0796961863806291"
"Abitur","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","260","0.0640548050708091","0.0557522661599259","0.0723573439816924"
"Anderer Abschluss","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","761","0.0747745980388437","0.0671810358436578","0.0823681602340295"
"Anderer Abschluss","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1996","66 und älter","Westdeutschland, alte Bundeslaender","44","0.0169592699260144","0.00947715437215326","0.0244413854798754"
"Anderer Abschluss","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","90","0.0177876089434641","0.0133056141878015","0.0222696036991267"
"Ohne Abschluss verlassen","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","308","0.0281087900351582","0.023337073462446","0.0328805066078704"
"Ohne Abschluss verlassen","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1996","66 und älter","Westdeutschland, alte Bundeslaender","34","0.0112512841208361","0.00513934399806504","0.0173632242436072"
"Ohne Abschluss verlassen","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","197","0.0669150771970225","0.0584421703667862","0.0753879840272588"
"Noch kein Abschluss","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","92","0.0613702037910553","0.0474986496329797","0.0752417579491309"
"Noch kein Abschluss","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","70","0.00537913389743478","0.00326744616276907","0.0074908216321005"
"Keine Schule besucht","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1091","0.296083636285063","0.280302969998685","0.311864302571442"
"Hauptschulabschluss","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","116","0.103689462385257","0.0858034899859576","0.121575434784556"
"Hauptschulabschluss","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2030","0.527717518298925","0.513213232546826","0.542221804051023"
"Hauptschulabschluss","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","781","0.436782555889682","0.415238379529308","0.458326732250057"
"Hauptschulabschluss","1997","66 und älter","Westdeutschland, alte Bundeslaender","811","0.710828195941368","0.684760339394366","0.736896052488371"
"Hauptschulabschluss","1997","66 und älter","Ostdeutschland, neue Bundeslaender","348","0.802164260283291","0.764899368814666","0.839429151751915"
"Realschulabschluss","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","915","0.294452905109022","0.278697537957023","0.310208272261021"
"Realschulabschluss","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","675","0.635953463784531","0.607723708467989","0.664183219101073"
"Realschulabschluss","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","815","0.196304683003849","0.184764685304596","0.207844680703102"
"Realschulabschluss","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","932","0.408457662884843","0.387106297894449","0.429809027875237"
"Realschulabschluss","1997","66 und älter","Westdeutschland, alte Bundeslaender","161","0.169599510608466","0.148022010742367","0.191177010474564"
"Realschulabschluss","1997","66 und älter","Ostdeutschland, neue Bundeslaender","53","0.123886579990697","0.0930683189630884","0.154704841018306"
"Fachhochschulreife","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","148","0.0528955319296369","0.0451586487479967","0.060632415111277"
"Fachhochschulreife","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","152","0.0408817440544642","0.0351287296757655","0.0466347584331629"
"Fachhochschulreife","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","539","0.211421416936925","0.197307271737931","0.225535562135919"
"Abitur","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","195","0.169267687103115","0.147267135207922","0.191268238998307"
"Abitur","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","477","0.124946731650329","0.115340028544778","0.134553434755881"
"Abitur","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","299","0.141431158155443","0.12629487251429","0.156567443796596"
"Abitur","1997","66 und älter","Westdeutschland, alte Bundeslaender","66","0.0629991751902782","0.0490296242604392","0.0769687261201171"
"Abitur","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","230","0.0596836755173435","0.0514948358007976","0.0678725152338894"
"Anderer Abschluss","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","714","0.075655382694956","0.0679723700534783","0.0833383953364337"
"Anderer Abschluss","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1997","66 und älter","Westdeutschland, alte Bundeslaender","50","0.0180332571823955","0.0103820404373952","0.0256844739273958"
"Anderer Abschluss","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","73","0.015530562061342","0.0112563869774984","0.0198047371451857"
"Ohne Abschluss verlassen","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","295","0.0287345978218224","0.0238809730980617","0.0335882225455831"
"Ohne Abschluss verlassen","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1997","66 und älter","Westdeutschland, alte Bundeslaender","35","0.0124993721980676","0.00611147648458464","0.0188872679115505"
"Ohne Abschluss verlassen","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","208","0.0684198399916333","0.0596929652028108","0.0771467147804559"
"Noch kein Abschluss","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.0704958204644482","0.0554774313659829","0.0855142095629135"
"Noch kein Abschluss","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","68","0.00575934247565465","0.00356084037544697","0.00795784457586234"
"Keine Schule besucht","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1078","0.278348523829351","0.263203208815275","0.293493838843427"
"Hauptschulabschluss","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","122","0.107139723855052","0.0891461607103149","0.12513328699979"
"Hauptschulabschluss","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2348","0.506624866613149","0.492930404143563","0.520319329082735"
"Hauptschulabschluss","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","804","0.421283347761422","0.400426618092864","0.442140077429979"
"Hauptschulabschluss","1998","66 und älter","Westdeutschland, alte Bundeslaender","937","0.711944956270113","0.687625328167105","0.73626458437312"
"Hauptschulabschluss","1998","66 und älter","Ostdeutschland, neue Bundeslaender","366","0.783933922491108","0.746805190769524","0.821062654212692"
"Realschulabschluss","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","978","0.296940441277444","0.281500315605464","0.312380566949424"
"Realschulabschluss","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","695","0.650109803736042","0.622363227276465","0.67785638019562"
"Realschulabschluss","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","962","0.203909404494667","0.192873371622008","0.214945437367326"
"Realschulabschluss","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1008","0.427431749568169","0.406535271455168","0.44832822768117"
"Realschulabschluss","1998","66 und älter","Westdeutschland, alte Bundeslaender","183","0.162867366324642","0.143037939932186","0.182696792717099"
"Realschulabschluss","1998","66 und älter","Ostdeutschland, neue Bundeslaender","63","0.130977983179044","0.100541698966938","0.16141426739115"
"Fachhochschulreife","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","172","0.0586810785904874","0.0507389386398142","0.0666232185411607"
"Fachhochschulreife","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","180","0.0426777902237621","0.0371411903303032","0.048214390117221"
"Fachhochschulreife","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","621","0.221181222254129","0.207155913477768","0.235206531030489"
"Abitur","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","189","0.148067638953963","0.127405142425016","0.16873013548291"
"Abitur","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","595","0.131254024193657","0.122004575935893","0.140503472451421"
"Abitur","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","312","0.137022007411933","0.122496841582623","0.151547173241244"
"Abitur","1998","66 und älter","Westdeutschland, alte Bundeslaender","79","0.0644297982713372","0.0512448765770137","0.0776147199656606"
