"pgpsbil","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Abitur","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","404","0.320317855528723","0.295762096374675","0.344873614682772"
"Abitur","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3081","0.205003860253899","0.197945068430203","0.212062652077595"
"Abitur","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","786","0.183590183091791","0.170697657981295","0.196482708202288"
"Abitur","2012","66 und älter","Westdeutschland, alte Bundeslaender","588","0.11777339824782","0.107680182587651","0.12786661390799"
"Abitur","2012","66 und älter","Ostdeutschland, neue Bundeslaender","175","0.114344343498227","0.0970388770959996","0.131649809900454"
"Anderer Abschluss","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","271","0.0559534435728952","0.0495476187341925","0.0623592684115979"
"Anderer Abschluss","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","56","0.0406163047931138","0.0302277237563732","0.0510048858298543"
"Anderer Abschluss","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1200","0.121270502483358","0.115562659262626","0.12697834570409"
"Anderer Abschluss","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","54","0.0133458918931121","0.00952455422885621","0.0171672295573681"
"Anderer Abschluss","2012","66 und älter","Westdeutschland, alte Bundeslaender","252","0.0751919270919904","0.0669348319450761","0.0834490222389046"
"Anderer Abschluss","2012","66 und älter","Ostdeutschland, neue Bundeslaender","30","0.0242404613460488","0.0158770133892579","0.0326039093028397"
"Ohne Abschluss verlassen","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","102","0.0146726287881842","0.0113213606177707","0.0180238969585977"
"Ohne Abschluss verlassen","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","196","0.0167080044748208","0.0144668572454104","0.0189491517042312"
"Ohne Abschluss verlassen","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2012","66 und älter","Westdeutschland, alte Bundeslaender","71","0.0233017907760489","0.0185779992783725","0.0280255822737252"
"Ohne Abschluss verlassen","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","807","0.109954275997227","0.101235065474237","0.118673486520216"
"Noch kein Abschluss","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0522433713238714","0.0405329135311117","0.063953829116631"
"Noch kein Abschluss","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2012","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2012","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1187","0.163572294425833","0.154549617480214","0.172594971371453"
"Hauptschulabschluss","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.128789916744485","0.110881762163446","0.146698071325524"
"Hauptschulabschluss","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3360","0.303650146878768","0.296048865426006","0.311251428331529"
"Hauptschulabschluss","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","428","0.139867037169755","0.12839903686613","0.151335037473379"
"Hauptschulabschluss","2013","66 und älter","Westdeutschland, alte Bundeslaender","1974","0.550711088612819","0.534945364958398","0.566476812267241"
"Hauptschulabschluss","2013","66 und älter","Ostdeutschland, neue Bundeslaender","718","0.603107030140922","0.576006372791042","0.630207687490802"
"Realschulabschluss","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1619","0.261623902137288","0.250902690862329","0.272345113412247"
"Realschulabschluss","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","477","0.365829937292105","0.340079124226077","0.391580750358134"
"Realschulabschluss","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3467","0.263375882791429","0.256094777850319","0.270656987732539"
"Realschulabschluss","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1996","0.629835980300581","0.613871380097065","0.645800580504097"
"Realschulabschluss","2013","66 und älter","Westdeutschland, alte Bundeslaender","736","0.19232881280601","0.179836909332731","0.204820716279288"
"Realschulabschluss","2013","66 und älter","Ostdeutschland, neue Bundeslaender","274","0.204779151645601","0.182426313417424","0.227131989873777"
"Fachhochschulreife","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","420","0.0818605530148226","0.0751731423924595","0.0885479636371857"
"Fachhochschulreife","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","66","0.0658277659869794","0.0525701177321656","0.0790854142417933"
"Fachhochschulreife","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","939","0.0690741871211508","0.0648823755781875","0.073265998664114"
"Fachhochschulreife","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","88","0.0233663850700378","0.018371691932881","0.0283610782071945"
"Fachhochschulreife","2013","66 und älter","Westdeutschland, alte Bundeslaender","165","0.0461114722147857","0.0394642154267393","0.0527587290028322"
"Fachhochschulreife","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1414","0.296011502181043","0.284876164149061","0.307146840213025"
"Abitur","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","354","0.303724214938779","0.279138728156086","0.328309701721472"
"Abitur","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3119","0.211877218280261","0.205122217655281","0.218632218905241"
"Abitur","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","743","0.171474514692904","0.159012164823255","0.183936864562553"
"Abitur","2013","66 und älter","Westdeutschland, alte Bundeslaender","590","0.121755210186177","0.111390892473118","0.132119527899237"
"Abitur","2013","66 und älter","Ostdeutschland, neue Bundeslaender","187","0.124434262690025","0.106150722313195","0.142717803066855"
"Anderer Abschluss","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","723","0.0709321564795941","0.0646701771996008","0.0771941357595873"
"Anderer Abschluss","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","96","0.0526372063014415","0.0406986163906599","0.0645757962122231"
"Anderer Abschluss","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2785","0.129774100146777","0.124218943153463","0.135329257140092"
"Anderer Abschluss","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","230","0.0295439250840906","0.023945456433855","0.0351423937343262"
"Anderer Abschluss","2013","66 und älter","Westdeutschland, alte Bundeslaender","284","0.068824149793399","0.0608004360021327","0.0768478635846654"
"Anderer Abschluss","2013","66 und älter","Ostdeutschland, neue Bundeslaender","32","0.0259877457643347","0.0171749756446633","0.034800515884006"
"Ohne Abschluss verlassen","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","158","0.0159047762711599","0.0128530282310325","0.0189565243112874"
"Ohne Abschluss verlassen","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","385","0.0220362714843458","0.0196095677835841","0.0244629751851074"
"Ohne Abschluss verlassen","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2013","66 und älter","Westdeutschland, alte Bundeslaender","75","0.0202692663868088","0.0158028261186538","0.0247357066549637"
"Ohne Abschluss verlassen","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","935","0.110094815490259","0.102459594130455","0.117730036850062"
"Noch kein Abschluss","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","152","0.0666588810019636","0.053323738352303","0.0799940236516241"
"Noch kein Abschluss","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","960","0.157556072736524","0.147772559923042","0.167339585550006"
"Hauptschulabschluss","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","151","0.135604115751012","0.115729971116579","0.155478260385446"
"Hauptschulabschluss","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2901","0.290015464895674","0.281977299716079","0.298053630075268"
"Hauptschulabschluss","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","373","0.13714902331536","0.125171935644908","0.149126110985813"
"Hauptschulabschluss","2014","66 und älter","Westdeutschland, alte Bundeslaender","1910","0.538934588081388","0.522941711941793","0.554927464220982"
"Hauptschulabschluss","2014","66 und älter","Ostdeutschland, neue Bundeslaender","695","0.601372250434116","0.57407654569539","0.628667955172841"
"Realschulabschluss","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1319","0.247686711171817","0.236094735459494","0.25927868688414"
"Realschulabschluss","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","394","0.34550125858677","0.317897076080311","0.373105441093228"
"Realschulabschluss","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3096","0.261030248619958","0.253250229707249","0.268810267532667"
"Realschulabschluss","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1809","0.620254309869439","0.603356971786138","0.63715164795274"
"Realschulabschluss","2014","66 und älter","Westdeutschland, alte Bundeslaender","728","0.195211740765695","0.182495139424798","0.207928342106592"
"Realschulabschluss","2014","66 und älter","Ostdeutschland, neue Bundeslaender","288","0.214300633465465","0.191424702116897","0.237176564814033"
"Fachhochschulreife","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","377","0.0852943733246172","0.0777935729169296","0.0927951737323048"
"Fachhochschulreife","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","60","0.0759857885602702","0.0606042004304018","0.0913673766901386"
"Fachhochschulreife","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","861","0.0720957015034747","0.0675139853243168","0.0766774176826327"
"Fachhochschulreife","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","85","0.0262211024905226","0.0206576725313103","0.0317845324497349"
"Fachhochschulreife","2014","66 und älter","Westdeutschland, alte Bundeslaender","169","0.0495399923187604","0.0425781823441224","0.0565018022933984"
"Fachhochschulreife","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1278","0.32153714540318","0.308994609404693","0.334079681401667"
"Abitur","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","314","0.305233503144952","0.278501518701166","0.331965487588737"
"Abitur","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2834","0.219574419318661","0.212241472708496","0.226907365928826"
"Abitur","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","698","0.178875887751656","0.165532464095512","0.1922193114078"
"Abitur","2014","66 und älter","Westdeutschland, alte Bundeslaender","580","0.1274261234302","0.116727999798789","0.138124247061611"
"Abitur","2014","66 und älter","Ostdeutschland, neue Bundeslaender","181","0.11976688850545","0.101665741737807","0.137868035273093"
"Anderer Abschluss","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","507","0.0689942127497272","0.0621882547497154","0.0758001707497389"
"Anderer Abschluss","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","81","0.0631832525035563","0.04906034946053","0.0773061555465825"
"Anderer Abschluss","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2229","0.133931722534441","0.127898634029945","0.139964811038937"
"Anderer Abschluss","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","179","0.0289877237188766","0.0231464657240053","0.0348289817137479"
"Anderer Abschluss","2014","66 und älter","Westdeutschland, alte Bundeslaender","282","0.0712201213963982","0.0629685810531971","0.0794716617395993"
"Anderer Abschluss","2014","66 und älter","Ostdeutschland, neue Bundeslaender","33","0.0236067158626069","0.0151428448964283","0.0320705868287855"
"Ohne Abschluss verlassen","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","109","0.014661719468933","0.0114340290490139","0.0178894098888521"
"Ohne Abschluss verlassen","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","320","0.0231207755990105","0.0204585580650567","0.0257829931329643"
"Ohne Abschluss verlassen","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2014","66 und älter","Westdeutschland, alte Bundeslaender","63","0.0176674340075589","0.0134408132331815","0.0218940547819363"
"Ohne Abschluss verlassen","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","777","0.104269765145202","0.0960629517769727","0.112476578513431"
"Noch kein Abschluss","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","118","0.0573136808924932","0.0438206840668143","0.070806677718172"
"Noch kein Abschluss","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","830","0.152176293509533","0.142617247992943","0.161735339026123"
"Hauptschulabschluss","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","141","0.137112023007225","0.116812991716571","0.15741105429788"
"Hauptschulabschluss","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2658","0.274133155263665","0.266161277266711","0.28210503326062"
"Hauptschulabschluss","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","332","0.126910251958381","0.115094886034543","0.138725617882219"
"Hauptschulabschluss","2015","66 und älter","Westdeutschland, alte Bundeslaender","1850","0.525042679247598","0.508925938068722","0.541159420426473"
"Hauptschulabschluss","2015","66 und älter","Ostdeutschland, neue Bundeslaender","664","0.586406378167199","0.558962246120953","0.613850510213445"
"Realschulabschluss","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1208","0.24337061879321","0.231950676099137","0.254790561487282"
"Realschulabschluss","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","332","0.334323877068992","0.306483473792585","0.362164280345399"
"Realschulabschluss","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2992","0.266479940300902","0.258578802430907","0.274381078170897"
"Realschulabschluss","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1726","0.617427254491463","0.600176055261471","0.634678453721455"
"Realschulabschluss","2015","66 und älter","Westdeutschland, alte Bundeslaender","731","0.20104366211854","0.18810887304151","0.213978451195569"
"Realschulabschluss","2015","66 und älter","Ostdeutschland, neue Bundeslaender","312","0.228900769860106","0.205488581871177","0.252312957849036"
"Fachhochschulreife","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","355","0.0897303779229447","0.0821246108008428","0.0973361450450465"
"Fachhochschulreife","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","57","0.0592172716870664","0.0452879746459754","0.0731465687281574"
"Fachhochschulreife","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","835","0.0718848704203834","0.0672688145720473","0.0765009262687194"
"Fachhochschulreife","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","85","0.0287306362134401","0.0228012212429991","0.0346600511838812"
"Fachhochschulreife","2015","66 und älter","Westdeutschland, alte Bundeslaender","162","0.0484983402157278","0.0415653458411475","0.0554313345903081"
"Fachhochschulreife","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1239","0.322197124817807","0.309760550075595","0.33463369956002"
"Abitur","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","290","0.299648165150374","0.272613295400391","0.326683034900356"
"Abitur","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2731","0.22495943511529","0.217497255393408","0.232421614837171"
"Abitur","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","672","0.185562354293895","0.171763493426645","0.199361215161145"
"Abitur","2015","66 und älter","Westdeutschland, alte Bundeslaender","602","0.133944040155247","0.122951772127338","0.144936308183156"
"Abitur","2015","66 und älter","Ostdeutschland, neue Bundeslaender","194","0.121668232873928","0.103451053416434","0.139885412331422"
"Anderer Abschluss","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","999","0.0891304608094693","0.081547664047527","0.0967132575714117"
"Anderer Abschluss","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","139","0.0852546912622717","0.0687742220122857","0.101735160512258"
"Anderer Abschluss","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2457","0.137474891787057","0.131321012858215","0.143628770715899"
"Anderer Abschluss","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","207","0.0332364325702139","0.0268738018506208","0.039599063289807"
"Anderer Abschluss","2015","66 und älter","Westdeutschland, alte Bundeslaender","295","0.0770105171358699","0.0684060093695006","0.0856150249022393"
"Anderer Abschluss","2015","66 und älter","Ostdeutschland, neue Bundeslaender","31","0.0231897223354734","0.0148025392053094","0.0315769054656375"
"Ohne Abschluss verlassen","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","134","0.0157158312263929","0.0124059136531118","0.0190257487996739"
"Ohne Abschluss verlassen","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","355","0.0250677071127026","0.022273903239204","0.0278615109862012"
"Ohne Abschluss verlassen","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2015","66 und älter","Westdeutschland, alte Bundeslaender","48","0.014460761127018","0.0106078838936056","0.0183136383604305"
"Ohne Abschluss verlassen","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","659","0.0876792929206435","0.0801524901496929","0.0952060956915941"
"Noch kein Abschluss","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","123","0.0652559438287013","0.0506806697996099","0.0798312178577927"
"Noch kein Abschluss","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","751","0.150515569517772","0.14190970990675","0.159121429128794"
"Hauptschulabschluss","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","119","0.139603098108565","0.12144873488594","0.15775746133119"
"Hauptschulabschluss","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2409","0.269122191244199","0.261283462294129","0.276960920194269"
"Hauptschulabschluss","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","314","0.118268155703535","0.107056771532536","0.129479539874533"
"Hauptschulabschluss","2016","66 und älter","Westdeutschland, alte Bundeslaender","1763","0.513573873929307","0.497201317894531","0.529946429964083"
"Hauptschulabschluss","2016","66 und älter","Ostdeutschland, neue Bundeslaender","588","0.541642000892526","0.513296684702574","0.569987317082478"
"Realschulabschluss","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1057","0.242123982011294","0.231814334464292","0.252433629558295"
"Realschulabschluss","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","295","0.320026651227563","0.295591046448178","0.344462256006949"
"Realschulabschluss","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2742","0.257912744481699","0.250180378659982","0.265645110303415"
"Realschulabschluss","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1604","0.594812815409801","0.57776867637629","0.611856954443312"
"Realschulabschluss","2016","66 und älter","Westdeutschland, alte Bundeslaender","718","0.203459304248605","0.190272203027041","0.216646405470169"
"Realschulabschluss","2016","66 und älter","Ostdeutschland, neue Bundeslaender","334","0.266047944764592","0.240909608507444","0.29118628102174"
"Fachhochschulreife","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","317","0.083716163940133","0.0770504679132119","0.0903818599670541"
"Fachhochschulreife","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.0534853175812541","0.0416993554814103","0.0652712796810979"
"Fachhochschulreife","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","790","0.0744754190842797","0.0698350880756131","0.0791157500929463"
"Fachhochschulreife","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","86","0.0342691110413474","0.0279531922117948","0.0405850298708999"
"Fachhochschulreife","2016","66 und älter","Westdeutschland, alte Bundeslaender","159","0.0488271839986268","0.0417677947097886","0.055886573287465"
"Fachhochschulreife","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1137","0.314813497881624","0.303635683225276","0.325991312537973"
"Abitur","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","257","0.295197147076057","0.271303965813233","0.319090328338882"
"Abitur","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2565","0.229836454051414","0.222400281820248","0.23727262628258"
"Abitur","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","663","0.203561268464534","0.189582116710035","0.217540420219033"
"Abitur","2016","66 und älter","Westdeutschland, alte Bundeslaender","593","0.132301099640043","0.121202381349953","0.143399817930133"
"Abitur","2016","66 und älter","Ostdeutschland, neue Bundeslaender","200","0.132758752014473","0.113455775822926","0.152061728206019"
"Anderer Abschluss","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1728","0.0989420580725986","0.091755967915441","0.106128148229756"
"Anderer Abschluss","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","339","0.106438285527111","0.0902837199067419","0.122592851147479"
"Anderer Abschluss","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2945","0.144619145208241","0.138402713565231","0.150835576851251"
"Anderer Abschluss","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","366","0.0397847128210484","0.0329989374208145","0.0465704882212823"
"Anderer Abschluss","2016","66 und älter","Westdeutschland, alte Bundeslaender","284","0.0841748938148174","0.0750798637547009","0.0932699238749338"
"Anderer Abschluss","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","645","0.0193839718653658","0.0160658165432984","0.0227021271874333"
"Ohne Abschluss verlassen","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","134","0.0244808625636819","0.0163858909923281","0.0325758341350357"
"Ohne Abschluss verlassen","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","681","0.0235462073688024","0.0208662071157228","0.0262262076218819"
"Ohne Abschluss verlassen","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","107","0.00866720854049737","0.00544905753686893","0.0118853595441258"
"Ohne Abschluss verlassen","2016","66 und älter","Westdeutschland, alte Bundeslaender","53","0.0176042704604701","0.0132964377788154","0.0219121031421247"
"Ohne Abschluss verlassen","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","804","0.0881950877751465","0.0813701453124493","0.0950200302378437"
"Noch kein Abschluss","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","145","0.0570826191756373","0.0449299174213458","0.0692353209299287"
"Noch kein Abschluss","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","193","0.00230966893606646","0.00115435880806251","0.00346497906407041"
"Keine Schule besucht","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","59","0.00368601874013026","0.000511623823348891","0.00686041365691162"
"Keine Schule besucht","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","160","0.00045686334319524","7.91673027425365e-05","0.000834559383647944"
"Keine Schule besucht","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.000632472883811549","-0.000240379156452635","0.00150532492407573"
