"plj0046","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2010","66 und älter","Westdeutschland, alte Bundeslaender","681","0.241526030970091","0.226135660376876","0.256916401563305"
"Grosse Sorgen","2010","66 und älter","Ostdeutschland, neue Bundeslaender","258","0.227867102454755","0.202615903626256","0.253118301283254"
"Einige Sorgen","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1947","0.373033822045091","0.359633075255311","0.38643456883487"
"Einige Sorgen","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","569","0.37006708904012","0.345952763921084","0.394181414159156"
"Einige Sorgen","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4226","0.421091644537545","0.411631616000667","0.430551673074422"
"Einige Sorgen","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1209","0.425910506598014","0.407775489654868","0.444045523541161"
"Einige Sorgen","2010","66 und älter","Westdeutschland, alte Bundeslaender","1399","0.465669832708811","0.447733210356737","0.483606455060884"
"Einige Sorgen","2010","66 und älter","Ostdeutschland, neue Bundeslaender","514","0.469221794935966","0.439178968597413","0.49926462127452"
"Keine Sorgen","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2053","0.420650312888236","0.406971014086589","0.434329611689882"
"Keine Sorgen","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","610","0.399163214979018","0.374704071572715","0.42362235838532"
"Keine Sorgen","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4139","0.365999457703969","0.356769828343505","0.375229087064432"
"Keine Sorgen","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","929","0.288232677132022","0.27162114769661","0.304844206567434"
"Keine Sorgen","2010","66 und älter","Westdeutschland, alte Bundeslaender","891","0.292804136321099","0.276441426642938","0.309166845999259"
"Keine Sorgen","2010","66 und älter","Ostdeutschland, neue Bundeslaender","288","0.302911102609279","0.275248258000663","0.330573947217895"
"Grosse Sorgen","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","669","0.201477890107536","0.187721731620892","0.215234048594179"
"Grosse Sorgen","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","262","0.30079444145757","0.272256043203371","0.329332839711769"
"Grosse Sorgen","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1844","0.219246111962032","0.210523149810825","0.227969074113239"
"Grosse Sorgen","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","763","0.337646250971763","0.319489553779114","0.355802948164412"
"Grosse Sorgen","2011","66 und älter","Westdeutschland, alte Bundeslaender","938","0.255493915374678","0.241616012798826","0.26937181795053"
"Grosse Sorgen","2011","66 und älter","Ostdeutschland, neue Bundeslaender","338","0.258035738514108","0.233933206849959","0.282138270178257"
"Einige Sorgen","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1253","0.382237073774618","0.365571613013938","0.398902534535298"
"Einige Sorgen","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","385","0.341834118164343","0.312317429040396","0.371350807288291"
"Einige Sorgen","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3716","0.43508412749139","0.424631644521342","0.445536610461438"
"Einige Sorgen","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1139","0.413496953483142","0.394589537528861","0.432404369437424"
"Einige Sorgen","2011","66 und älter","Westdeutschland, alte Bundeslaender","1747","0.464855560768551","0.448984938638333","0.480726182898769"
"Einige Sorgen","2011","66 und älter","Ostdeutschland, neue Bundeslaender","580","0.456234227315492","0.42879757601897","0.483670878612014"
"Keine Sorgen","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1344","0.416285036117846","0.399379232717621","0.433190839518072"
"Keine Sorgen","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","345","0.357371440378087","0.327549754763956","0.387193125992218"
"Keine Sorgen","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3082","0.345669760546578","0.335642780513324","0.355696740579833"
"Keine Sorgen","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","704","0.248856795545095","0.232257219017242","0.265456372072948"
"Keine Sorgen","2011","66 und älter","Westdeutschland, alte Bundeslaender","1109","0.279650523856771","0.265368857971431","0.293932189742112"
"Keine Sorgen","2011","66 und älter","Ostdeutschland, neue Bundeslaender","348","0.285730034170399","0.260844877503948","0.310615190836851"
"Grosse Sorgen","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","479","0.144863141809518","0.132670382046668","0.157055901572368"
"Grosse Sorgen","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","202","0.233100916358605","0.20586865556535","0.260333177151861"
"Grosse Sorgen","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1485","0.182432395699499","0.174225617568549","0.19063917383045"
"Grosse Sorgen","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","586","0.250980597568151","0.234397435753764","0.267563759382537"
"Grosse Sorgen","2012","66 und älter","Westdeutschland, alte Bundeslaender","752","0.201700567179546","0.189108512933468","0.214292621425623"
"Grosse Sorgen","2012","66 und älter","Ostdeutschland, neue Bundeslaender","272","0.222486059806111","0.199850898303964","0.245121221308259"
"Einige Sorgen","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1103","0.352171921412805","0.335625179192495","0.368718663633115"
"Einige Sorgen","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","332","0.333416632596587","0.303052319241837","0.363780945951336"
"Einige Sorgen","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3355","0.400082936127913","0.389672222590786","0.410493649665041"
"Einige Sorgen","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1130","0.429378627017559","0.410446694017974","0.448310560017144"
"Einige Sorgen","2012","66 und älter","Westdeutschland, alte Bundeslaender","1782","0.460728589067872","0.44508680106993","0.476370377065813"
"Einige Sorgen","2012","66 und älter","Ostdeutschland, neue Bundeslaender","627","0.472310423096611","0.44514095564745","0.499479890545772"
"Keine Sorgen","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1619","0.502964936777677","0.485644149719378","0.520285723835975"
"Keine Sorgen","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","392","0.433482451044808","0.40156449725719","0.465400404832426"
"Keine Sorgen","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3667","0.417484668172587","0.407005330846994","0.427964005498181"
"Keine Sorgen","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","910","0.31964077541429","0.301804631960368","0.337476918868212"
"Keine Sorgen","2012","66 und älter","Westdeutschland, alte Bundeslaender","1367","0.337570843752582","0.322731581841923","0.352410105663242"
"Keine Sorgen","2012","66 und älter","Ostdeutschland, neue Bundeslaender","398","0.305203517097278","0.280142327871757","0.330264706322798"
"Grosse Sorgen","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","480","0.15826861128712","0.145014152293612","0.171523070280628"
"Grosse Sorgen","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.228450472965851","0.198949507582465","0.257951438349236"
"Grosse Sorgen","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1595","0.212562758642726","0.203459502156179","0.221666015129273"
"Grosse Sorgen","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","605","0.271583790872672","0.253993394184373","0.289174187560971"
"Grosse Sorgen","2013","66 und älter","Westdeutschland, alte Bundeslaender","881","0.247310957978686","0.233440803851293","0.261181112106079"
"Grosse Sorgen","2013","66 und älter","Ostdeutschland, neue Bundeslaender","309","0.272125867541546","0.247284265008888","0.296967470074204"
"Einige Sorgen","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","964","0.338394464102154","0.321211857824909","0.355577070379398"
"Einige Sorgen","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","291","0.374630926136585","0.340619228800469","0.408642623472702"
"Einige Sorgen","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3124","0.406377048283633","0.395448432875041","0.417305663692225"
"Einige Sorgen","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1076","0.439315724795525","0.419687479706857","0.458943969884193"
"Einige Sorgen","2013","66 und älter","Westdeutschland, alte Bundeslaender","1716","0.464331568270425","0.448298599655564","0.480364536885286"
"Einige Sorgen","2013","66 und älter","Ostdeutschland, neue Bundeslaender","596","0.456715498095743","0.428911766626742","0.484519229564744"
"Keine Sorgen","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1469","0.503336924610726","0.485180171800889","0.521493677420563"
"Keine Sorgen","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","316","0.396918600897564","0.362539304415722","0.431297897379405"
"Keine Sorgen","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3040","0.381060193073641","0.370254161945999","0.391866224201282"
"Keine Sorgen","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","775","0.289100484331803","0.271171221713459","0.307029746950147"
"Keine Sorgen","2013","66 und älter","Westdeutschland, alte Bundeslaender","1120","0.288357473750889","0.273794557134105","0.302920390367673"
"Keine Sorgen","2013","66 und älter","Ostdeutschland, neue Bundeslaender","328","0.271158634362711","0.246344748610607","0.295972520114815"
"Grosse Sorgen","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1242","0.222661414994728","0.211526887613652","0.233795942375805"
"Grosse Sorgen","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","343","0.298695130937232","0.27256998728536","0.324820274589104"
"Grosse Sorgen","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2947","0.244924574249527","0.237334866131966","0.252514282367087"
"Grosse Sorgen","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","932","0.321142477291189","0.304909082949477","0.337375871632901"
"Grosse Sorgen","2014","66 und älter","Westdeutschland, alte Bundeslaender","968","0.272017992478403","0.257762004651661","0.286273980305144"
"Grosse Sorgen","2014","66 und älter","Ostdeutschland, neue Bundeslaender","375","0.325582055088115","0.299447843613987","0.351716266562243"
"Einige Sorgen","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2114","0.380724396904702","0.367728940648622","0.393719853160782"
"Einige Sorgen","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","436","0.345198105876502","0.318059948665305","0.3723362630877"
"Einige Sorgen","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5123","0.409180921368689","0.400503340518371","0.417858502219007"
"Einige Sorgen","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1354","0.428572656797587","0.411367292080559","0.445778021514616"
"Einige Sorgen","2014","66 und älter","Westdeutschland, alte Bundeslaender","1750","0.463284978377105","0.447310224999679","0.479259731754532"
"Einige Sorgen","2014","66 und älter","Ostdeutschland, neue Bundeslaender","568","0.434180953812726","0.40653772442917","0.461824183196283"
"Keine Sorgen","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2007","0.39661418810057","0.383521589219163","0.409706786981977"
"Keine Sorgen","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","400","0.356106763186265","0.328773704668444","0.383439821704087"
"Keine Sorgen","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4263","0.345894504381784","0.337499721751875","0.354289287011694"
"Keine Sorgen","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","892","0.250284865911223","0.235224463428746","0.2653452683937"
"Keine Sorgen","2014","66 und älter","Westdeutschland, alte Bundeslaender","1025","0.264697029144492","0.250563654500441","0.278830403788543"
"Keine Sorgen","2014","66 und älter","Ostdeutschland, neue Bundeslaender","292","0.240236991099159","0.216409757390851","0.264064224807466"
"Grosse Sorgen","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1321","0.277493392242693","0.264648516659131","0.290338267826255"
"Grosse Sorgen","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","420","0.402060545920453","0.372275583220358","0.431845508620547"
"Grosse Sorgen","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3409","0.3071267024254","0.298649391952869","0.315604012897931"
"Grosse Sorgen","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1183","0.428410436710534","0.410631581465447","0.44618929195562"
"Grosse Sorgen","2015","66 und älter","Westdeutschland, alte Bundeslaender","1137","0.330415816591641","0.315208505626628","0.345623127556653"
"Grosse Sorgen","2015","66 und älter","Ostdeutschland, neue Bundeslaender","435","0.366468061346256","0.339529495441173","0.393406627251339"
"Einige Sorgen","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1827","0.383110323205636","0.369164365429911","0.397056280981362"
"Einige Sorgen","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","330","0.305815549759669","0.27782638433497","0.333804715184367"
"Einige Sorgen","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4925","0.420755942295485","0.41168362332462","0.429828261266349"
"Einige Sorgen","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1187","0.393276881219277","0.375726922145151","0.410826840293404"
"Einige Sorgen","2015","66 und älter","Westdeutschland, alte Bundeslaender","1719","0.459622788753452","0.443510074365794","0.47573550314111"
"Einige Sorgen","2015","66 und älter","Ostdeutschland, neue Bundeslaender","579","0.459887093468559","0.432023313116389","0.487750873820728"
"Keine Sorgen","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1520","0.339396284551671","0.325812940058528","0.352979629044814"
"Keine Sorgen","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","291","0.292123904319879","0.264500010377979","0.319747798261778"
"Keine Sorgen","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3041","0.272117355279115","0.26393871341444","0.280295997143791"
"Keine Sorgen","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","606","0.178312682070189","0.164560359963727","0.192065004176651"
"Keine Sorgen","2015","66 und älter","Westdeutschland, alte Bundeslaender","819","0.209961394654907","0.196793592260365","0.223129197049449"
"Keine Sorgen","2015","66 und älter","Ostdeutschland, neue Bundeslaender","215","0.173644845185186","0.152466770888597","0.194822919481774"
"Grosse Sorgen","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1600","0.338549002694434","0.32487247045956","0.352225534929308"
"Grosse Sorgen","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","440","0.472163111401542","0.440681610901029","0.503644611902055"
"Grosse Sorgen","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4749","0.447411772464837","0.438102469907138","0.456721075022537"
"Grosse Sorgen","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1558","0.591734926621734","0.57380268245453","0.609667170788938"
"Grosse Sorgen","2016","66 und älter","Westdeutschland, alte Bundeslaender","1737","0.495518817249443","0.479127140597238","0.511910493901649"
"Grosse Sorgen","2016","66 und älter","Ostdeutschland, neue Bundeslaender","686","0.592855185794872","0.564917615320788","0.620792756268957"
"Einige Sorgen","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1955","0.428068980859803","0.413768682740067","0.44236927897954"
"Einige Sorgen","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","339","0.34220785605699","0.312288733228129","0.37212697888585"
"Einige Sorgen","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4380","0.399251134305084","0.390081918662677","0.408420349947492"
"Einige Sorgen","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","975","0.311873424884817","0.294972001633813","0.328774848135821"
"Einige Sorgen","2016","66 und älter","Westdeutschland, alte Bundeslaender","1409","0.388660816842776","0.372680061134955","0.404641572550597"
"Einige Sorgen","2016","66 und älter","Ostdeutschland, neue Bundeslaender","401","0.319272218619574","0.292762374543966","0.345782062695182"
"Keine Sorgen","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1044","0.233382016445763","0.221157277841218","0.245606755050308"
"Keine Sorgen","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","187","0.185629032541469","0.161110548211352","0.210147516871585"
"Keine Sorgen","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1830","0.153337093230079","0.146591168248462","0.160083018211695"
"Keine Sorgen","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","353","0.0963916484934494","0.0856242757028345","0.107159021284064"
"Keine Sorgen","2016","66 und älter","Westdeutschland, alte Bundeslaender","428","0.115820365907781","0.105328963698668","0.126311768116894"
"Keine Sorgen","2016","66 und älter","Ostdeutschland, neue Bundeslaender","101","0.0878725955855536","0.07177376425893","0.103971426912177"
"Grosse Sorgen","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1379","0.263776421440367","0.251654614679642","0.275898228201093"
"Grosse Sorgen","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","405","0.346012450337593","0.318078259302864","0.373946641372322"
"Grosse Sorgen","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4336","0.374036810877419","0.365416653326997","0.38265696842784"
"Grosse Sorgen","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1553","0.494537563794959","0.477382843562012","0.511692284027906"
"Grosse Sorgen","2017","66 und älter","Westdeutschland, alte Bundeslaender","1539","0.411754545164572","0.396025769605346","0.427483320723799"
"Grosse Sorgen","2017","66 und älter","Ostdeutschland, neue Bundeslaender","628","0.524283995697298","0.496419724221586","0.552148267173009"
"Einige Sorgen","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2239","0.44698565098617","0.433309638135223","0.460661663837117"
"Einige Sorgen","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","449","0.420788679152957","0.391798156838708","0.449779201467207"
"Einige Sorgen","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5300","0.432205529459837","0.423380333198866","0.441030725720807"
"Einige Sorgen","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1252","0.371741454010275","0.355159746386393","0.388323161634158"
"Einige Sorgen","2017","66 und älter","Westdeutschland, alte Bundeslaender","1667","0.439698550849828","0.423835569475228","0.455561532224428"
"Einige Sorgen","2017","66 und älter","Ostdeutschland, neue Bundeslaender","474","0.365608571533276","0.338737972468532","0.392479170598019"
"Keine Sorgen","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1459","0.289237927573463","0.276765980696045","0.301709874450881"
"Keine Sorgen","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","260","0.23319887050945","0.208366962606512","0.258030778412388"
"Keine Sorgen","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2468","0.193757659662744","0.186716472728617","0.200798846596872"
"Keine Sorgen","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","458","0.133720982194766","0.122042988651662","0.14539897573787"
"Keine Sorgen","2017","66 und älter","Westdeutschland, alte Bundeslaender","555","0.1485469039856","0.137180879399678","0.159912928571521"
"Keine Sorgen","2017","66 und älter","Ostdeutschland, neue Bundeslaender","132","0.110107432769427","0.092642471804818","0.127572393734035"
"Grosse Sorgen","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1000","0.203550501652381","0.192308906224179","0.214792097080583"
"Grosse Sorgen","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","312","0.287585060086297","0.26066457706019","0.314505543112403"
"Grosse Sorgen","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3362","0.306269011118015","0.297830516757035","0.314707505478995"
"Grosse Sorgen","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1321","0.455861569727951","0.438477266197278","0.473245873258623"
"Grosse Sorgen","2018","66 und älter","Westdeutschland, alte Bundeslaender","1224","0.332649493628042","0.317643288838417","0.347655698417667"
"Grosse Sorgen","2018","66 und älter","Ostdeutschland, neue Bundeslaender","552","0.432144979661063","0.404759905394425","0.459530053927701"
"Einige Sorgen","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2109","0.430476506064887","0.416652201582593","0.444300810547182"
"Einige Sorgen","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","450","0.411565419595329","0.382296835689759","0.440834003500899"
"Einige Sorgen","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5037","0.435823455753093","0.426745653832533","0.444901257673654"
"Einige Sorgen","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1251","0.376915233889414","0.359999863271409","0.39383060450742"
"Einige Sorgen","2018","66 und älter","Westdeutschland, alte Bundeslaender","1807","0.466133400658561","0.450245302092113","0.482021499225009"
"Einige Sorgen","2018","66 und älter","Ostdeutschland, neue Bundeslaender","525","0.411268130893953","0.384066073433241","0.438470188354664"
"Keine Sorgen","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1819","0.365972992282732","0.352523956815411","0.379422027750052"
"Keine Sorgen","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","324","0.300849520318374","0.273572735976304","0.328126304660445"
"Keine Sorgen","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3063","0.257907533128891","0.249898521685355","0.265916544572428"
"Keine Sorgen","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","581","0.167223196382635","0.15419756823911","0.18024882452616"
"Keine Sorgen","2018","66 und älter","Westdeutschland, alte Bundeslaender","756","0.201217105713397","0.188448388601022","0.213985822825772"
"Keine Sorgen","2018","66 und älter","Ostdeutschland, neue Bundeslaender","180","0.156586889444984","0.136496964023525","0.176676814866443"
"Grosse Sorgen","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","845","0.187367399614818","0.175867772544547","0.198867026685089"
"Grosse Sorgen","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","286","0.293273662711759","0.264399554819363","0.322147770604156"
"Grosse Sorgen","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3106","0.290272641599017","0.282070648321098","0.298474634876936"
"Grosse Sorgen","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1271","0.410066053899913","0.393262050801382","0.426870056998444"
"Grosse Sorgen","2019","66 und älter","Westdeutschland, alte Bundeslaender","1154","0.29824205730902","0.283885899371886","0.312598215246154"
"Grosse Sorgen","2019","66 und älter","Ostdeutschland, neue Bundeslaender","527","0.407882580151066","0.381290477936277","0.434474682365855"
"Einige Sorgen","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1889","0.434637885023104","0.420029010389618","0.449246759656591"
"Einige Sorgen","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","369","0.395030741492031","0.3640259721004","0.426035510883662"
"Einige Sorgen","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5098","0.430915908243164","0.421967308782184","0.439864507704144"
"Einige Sorgen","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1315","0.406486735008939","0.389705552773037","0.423267917244841"
"Einige Sorgen","2019","66 und älter","Westdeutschland, alte Bundeslaender","1821","0.471289769572644","0.45562539790324","0.486954141242047"
"Einige Sorgen","2019","66 und älter","Ostdeutschland, neue Bundeslaender","574","0.433181451193177","0.406368900763331","0.459994001623023"
"Keine Sorgen","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1689","0.377994715362077","0.363704804404006","0.392284626320148"
"Keine Sorgen","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","300","0.31169559579621","0.282318963156334","0.341072228436086"
"Keine Sorgen","2019","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3560","0.278811450157819","0.270708366975278","0.28691453334036"
"Keine Sorgen","2019","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","705","0.183447211091148","0.170224155007589","0.196670267174707"
"Keine Sorgen","2019","66 und älter","Westdeutschland, alte Bundeslaender","926","0.230468173118336","0.217252816452053","0.243683529784619"
"Keine Sorgen","2019","66 und älter","Ostdeutschland, neue Bundeslaender","211","0.158935968655757","0.139152301338584","0.178719635972931"
