"hgowner","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","2012","4","Laendlicher Raum","2867","0.630996367727712","0.616743491999969","0.645249243455456"
"Eigentuemer","2012","5","Staedtischer Raum","5852","0.608893689796729","0.59879938442888","0.618987995164579"
"Eigentuemer","2012","5","Laendlicher Raum","2637","0.713556465756576","0.698582952727937","0.728529978785215"
"Hauptmieter","2012","1","Staedtischer Raum","","","",""
"Hauptmieter","2012","1","Laendlicher Raum","","","",""
"Hauptmieter","2012","2","Staedtischer Raum","2956","0.774677151880761","0.76126038289089","0.788093920870633"
"Hauptmieter","2012","2","Laendlicher Raum","1802","0.636958411960722","0.618608058951052","0.655308764970392"
"Hauptmieter","2012","3","Staedtischer Raum","4515","0.573777685584743","0.562297361076906","0.585258010092579"
"Hauptmieter","2012","3","Laendlicher Raum","2294","0.462238728355398","0.448294610336023","0.476182846374772"
"Hauptmieter","2012","4","Staedtischer Raum","3342","0.472970689187506","0.461373771020066","0.484567607354945"
"Hauptmieter","2012","4","Laendlicher Raum","1489","0.355632312626192","0.341492578860762","0.369772046391621"
"Hauptmieter","2012","5","Staedtischer Raum","3053","0.37965329883453","0.369614792024123","0.389691805644936"
"Hauptmieter","2012","5","Laendlicher Raum","824","0.269549586987293","0.254853398108141","0.284245775866445"
"Untermieter","2012","1","Staedtischer Raum","","","",""
"Untermieter","2012","1","Laendlicher Raum","","","",""
"Untermieter","2012","2","Staedtischer Raum","79","0.0308734124624807","0.0253186240074622","0.0364282009174993"
"Untermieter","2012","2","Laendlicher Raum","67","0.0505520030762991","0.0421918261000012","0.058912180052597"
"Untermieter","2012","3","Staedtischer Raum","49","0.0161379620650419","0.013212761204546","0.0190631629255377"
"Untermieter","2012","3","Laendlicher Raum","68","0.0170028472909094","0.0133870832526632","0.0206186113291557"
"Untermieter","2012","4","Staedtischer Raum","57","0.0126829743265228","0.0100837308421721","0.0152822178108735"
"Untermieter","2012","4","Laendlicher Raum","47","0.0133713196460961","0.00997867985354764","0.0167639594386445"
"Untermieter","2012","5","Staedtischer Raum","73","0.0114530113687407","0.00925202782657585","0.0136539949109055"
"Untermieter","2012","5","Laendlicher Raum","36","0.016641455207048","0.0124046195516487","0.0208782908624473"
"Mieter","2012","1","Staedtischer Raum","","","",""
"Mieter","2012","1","Laendlicher Raum","","","",""
"Mieter","2012","2","Staedtischer Raum","","","",""
"Mieter","2012","2","Laendlicher Raum","","","",""
"Mieter","2012","3","Staedtischer Raum","","","",""
"Mieter","2012","3","Laendlicher Raum","","","",""
"Mieter","2012","4","Staedtischer Raum","","","",""
"Mieter","2012","4","Laendlicher Raum","","","",""
"Mieter","2012","5","Staedtischer Raum","","","",""
"Mieter","2012","5","Laendlicher Raum","","","",""
"Eigentuemer","2013","1","Staedtischer Raum","","","",""
"Eigentuemer","2013","1","Laendlicher Raum","","","",""
"Eigentuemer","2013","2","Staedtischer Raum","752","0.195224987566312","0.184316528350853","0.206133446781772"
"Eigentuemer","2013","2","Laendlicher Raum","757","0.330356901855379","0.313015851351967","0.347697952358791"
"Eigentuemer","2013","3","Staedtischer Raum","2558","0.352247763556867","0.342091268425604","0.362404258688129"
"Eigentuemer","2013","3","Laendlicher Raum","2282","0.527137334510458","0.513155373017513","0.541119296003403"
"Eigentuemer","2013","4","Staedtischer Raum","3867","0.526785094905421","0.515844295780537","0.537725894030304"
"Eigentuemer","2013","4","Laendlicher Raum","3026","0.608283840789731","0.594389050486711","0.622178631092751"
"Eigentuemer","2013","5","Staedtischer Raum","6268","0.609472971684017","0.599884038180906","0.619061905187127"
"Eigentuemer","2013","5","Laendlicher Raum","2689","0.714180519407898","0.69959505243035","0.728765986385446"
"Hauptmieter","2013","1","Staedtischer Raum","","","",""
"Hauptmieter","2013","1","Laendlicher Raum","","","",""
"Hauptmieter","2013","2","Staedtischer Raum","4245","0.773633062579347","0.76211624528619","0.785149879872505"
"Hauptmieter","2013","2","Laendlicher Raum","1995","0.631967588910654","0.614186741765685","0.649748436055623"
"Hauptmieter","2013","3","Staedtischer Raum","5855","0.630863047962404","0.620602357464708","0.641123738460099"
"Hauptmieter","2013","3","Laendlicher Raum","2551","0.458229274369482","0.444275622506628","0.472182926232335"
"Hauptmieter","2013","4","Staedtischer Raum","4064","0.462003062418877","0.451078213834821","0.472927911002932"
"Hauptmieter","2013","4","Laendlicher Raum","1646","0.369614414487843","0.355874288964862","0.383354540010823"
"Hauptmieter","2013","5","Staedtischer Raum","3615","0.379651721316026","0.370113266855388","0.389190175776663"
"Hauptmieter","2013","5","Laendlicher Raum","955","0.272823076500752","0.258443999124091","0.287202153877414"
"Untermieter","2013","1","Staedtischer Raum","","","",""
"Untermieter","2013","1","Laendlicher Raum","","","",""
"Untermieter","2013","2","Staedtischer Raum","75","0.0311419498543406","0.0263615805926592","0.0359223191160221"
"Untermieter","2013","2","Laendlicher Raum","74","0.0376755092339674","0.0306552629696161","0.0446957554983187"
"Untermieter","2013","3","Staedtischer Raum","84","0.0168891884807297","0.0141493755616728","0.0196290013997865"
"Untermieter","2013","3","Laendlicher Raum","64","0.0143313281730695","0.0110028370902975","0.0176598192558415"
"Untermieter","2013","4","Staedtischer Raum","69","0.0112118426757027","0.00890460028046649","0.0135190850709388"
"Untermieter","2013","4","Laendlicher Raum","69","0.0221017447224262","0.017916958971823","0.0262865304730293"
"Untermieter","2013","5","Staedtischer Raum","61","0.0108753069999575","0.00883679243895663","0.0129138215609584"
"Untermieter","2013","5","Laendlicher Raum","40","0.0128752563435027","0.00923581782696208","0.0165146948600434"
"Mieter","2013","1","Staedtischer Raum","","","",""
"Mieter","2013","1","Laendlicher Raum","","","",""
"Mieter","2013","2","Staedtischer Raum","","","",""
"Mieter","2013","2","Laendlicher Raum","","","",""
"Mieter","2013","3","Staedtischer Raum","","","",""
"Mieter","2013","3","Laendlicher Raum","","","",""
"Mieter","2013","4","Staedtischer Raum","","","",""
"Mieter","2013","4","Laendlicher Raum","","","",""
"Mieter","2013","5","Staedtischer Raum","","","",""
"Mieter","2013","5","Laendlicher Raum","","","",""
"Eigentuemer","2014","1","Staedtischer Raum","","","",""
"Eigentuemer","2014","1","Laendlicher Raum","","","",""
"Eigentuemer","2014","2","Staedtischer Raum","550","0.188969735464084","0.176352061665299","0.201587409262869"
"Eigentuemer","2014","2","Laendlicher Raum","613","0.316073730932014","0.296720027207542","0.335427434656487"
"Eigentuemer","2014","3","Staedtischer Raum","1967","0.363132804511939","0.351651068843114","0.374614540180763"
"Eigentuemer","2014","3","Laendlicher Raum","1983","0.482129589999279","0.46702139753253","0.497237782466029"
"Eigentuemer","2014","4","Staedtischer Raum","3485","0.508906855265878","0.497395406562616","0.520418303969141"
"Eigentuemer","2014","4","Laendlicher Raum","2605","0.613009321664356","0.598307146887739","0.627711496440973"
"Eigentuemer","2014","5","Staedtischer Raum","6011","0.615318536010072","0.605515057551036","0.625122014469108"
"Eigentuemer","2014","5","Laendlicher Raum","2758","0.708124076812878","0.693532382743485","0.72271577088227"
"Hauptmieter","2014","1","Staedtischer Raum","","","",""
"Hauptmieter","2014","1","Laendlicher Raum","","","",""
"Hauptmieter","2014","2","Staedtischer Raum","3088","0.786440583052258","0.773231977863766","0.79964918824075"
"Hauptmieter","2014","2","Laendlicher Raum","1547","0.644992766809972","0.625074054111478","0.664911479508466"
"Hauptmieter","2014","3","Staedtischer Raum","4697","0.619022357406642","0.607427824023617","0.630616890789667"
"Hauptmieter","2014","3","Laendlicher Raum","2181","0.498064008190698","0.482946270145514","0.513181746235882"
"Hauptmieter","2014","4","Staedtischer Raum","3690","0.47670932196805","0.465208544042524","0.488210099893576"
"Hauptmieter","2014","4","Laendlicher Raum","1557","0.37166323108429","0.357076135585209","0.386250326583372"
"Hauptmieter","2014","5","Staedtischer Raum","3373","0.371798416936296","0.362060123623344","0.381536710249248"
"Hauptmieter","2014","5","Laendlicher Raum","933","0.279844732015796","0.265436073848098","0.294253390183493"
"Untermieter","2014","1","Staedtischer Raum","","","",""
"Untermieter","2014","1","Laendlicher Raum","","","",""
"Untermieter","2014","2","Staedtischer Raum","60","0.0245896814836586","0.0195981391126924","0.0295812238546248"
"Untermieter","2014","2","Laendlicher Raum","57","0.0389335022580136","0.0308815034898894","0.0469855010261378"
"Untermieter","2014","3","Staedtischer Raum","73","0.0170036425873664","0.0139169221254053","0.0200903630493274"
"Untermieter","2014","3","Laendlicher Raum","37","0.0194670858326085","0.0152897284948042","0.0236444431704128"
"Untermieter","2014","4","Staedtischer Raum","70","0.0143838227660714","0.0116421225312723","0.0171255230008706"
"Untermieter","2014","4","Laendlicher Raum","54","0.0153274472513537","0.0116191151453955","0.0190357793573118"
"Untermieter","2014","5","Staedtischer Raum","77","0.0128830470536325","0.010610707795743","0.0151553863115219"
"Untermieter","2014","5","Laendlicher Raum","38","0.0120311911713264","0.00853191813757744","0.0155304642050753"
"Mieter","2014","1","Staedtischer Raum","","","",""
"Mieter","2014","1","Laendlicher Raum","","","",""
"Mieter","2014","2","Staedtischer Raum","","","",""
"Mieter","2014","2","Laendlicher Raum","","","",""
"Mieter","2014","3","Staedtischer Raum","","","",""
"Mieter","2014","3","Laendlicher Raum","","","",""
"Mieter","2014","4","Staedtischer Raum","","","",""
"Mieter","2014","4","Laendlicher Raum","","","",""
"Mieter","2014","5","Staedtischer Raum","","","",""
"Mieter","2014","5","Laendlicher Raum","","","",""
"Eigentuemer","2015","1","Staedtischer Raum","","","",""
"Eigentuemer","2015","1","Laendlicher Raum","","","",""
"Eigentuemer","2015","2","Staedtischer Raum","463","0.170060978161328","0.15798347279459","0.182138483528065"
"Eigentuemer","2015","2","Laendlicher Raum","529","0.310877625753512","0.291230573535302","0.330524677971722"
"Eigentuemer","2015","3","Staedtischer Raum","1667","0.344868325232949","0.333147741739309","0.35658890872659"
"Eigentuemer","2015","3","Laendlicher Raum","1668","0.47437069169862","0.458583255456039","0.490158127941202"
"Eigentuemer","2015","4","Staedtischer Raum","3201","0.511135487856964","0.499483482986246","0.522787492727683"
"Eigentuemer","2015","4","Laendlicher Raum","2559","0.602256778763888","0.587479547598593","0.617034009929182"
"Eigentuemer","2015","5","Staedtischer Raum","6001","0.615222419786823","0.605600826934691","0.624844012638955"
"Eigentuemer","2015","5","Laendlicher Raum","2825","0.685040115352245","0.670526976641069","0.699553254063422"
"Hauptmieter","2015","1","Staedtischer Raum","","","",""
"Hauptmieter","2015","1","Laendlicher Raum","","","",""
"Hauptmieter","2015","2","Staedtischer Raum","3169","0.810246275385167","0.797640908609704","0.822851642160631"
"Hauptmieter","2015","2","Laendlicher Raum","1546","0.659376405209494","0.639259621056623","0.679493189362365"
"Hauptmieter","2015","3","Staedtischer Raum","4570","0.633039745843547","0.621155181032217","0.644924310654876"
"Hauptmieter","2015","3","Laendlicher Raum","2125","0.509848747142681","0.494043596646335","0.525653897639027"
"Hauptmieter","2015","4","Staedtischer Raum","3799","0.474818707171625","0.463178601614363","0.486458812728887"
"Hauptmieter","2015","4","Laendlicher Raum","1605","0.386759292740489","0.372055252181064","0.401463333299914"
"Hauptmieter","2015","5","Staedtischer Raum","3738","0.372075136372433","0.362516516657168","0.381633756087699"
"Hauptmieter","2015","5","Laendlicher Raum","1052","0.294535509122699","0.280293143440605","0.308777874804792"
"Untermieter","2015","1","Staedtischer Raum","","","",""
"Untermieter","2015","1","Laendlicher Raum","","","",""
"Untermieter","2015","2","Staedtischer Raum","85","0.0196927464535051","0.0152260538734675","0.0241594390335426"
"Untermieter","2015","2","Laendlicher Raum","57","0.0297459690369942","0.0225347069571582","0.0369572311168303"
"Untermieter","2015","3","Staedtischer Raum","81","0.0220919289235036","0.0184676291311878","0.0257162287158194"
"Untermieter","2015","3","Laendlicher Raum","50","0.0157805611586987","0.011840344622545","0.0197207776948524"
"Untermieter","2015","4","Staedtischer Raum","70","0.0140458049714105","0.011302714884733","0.0167888950580879"
"Untermieter","2015","4","Laendlicher Raum","50","0.0109839284956236","0.00783704004618188","0.0141308169450653"
"Untermieter","2015","5","Staedtischer Raum","84","0.0127024438407436","0.0104878520190974","0.0149170356623897"
"Untermieter","2015","5","Laendlicher Raum","58","0.0204243755250559","0.0160049166093193","0.0248438344407924"
"Mieter","2015","1","Staedtischer Raum","","","",""
"Mieter","2015","1","Laendlicher Raum","","","",""
"Mieter","2015","2","Staedtischer Raum","","","",""
"Mieter","2015","2","Laendlicher Raum","","","",""
"Mieter","2015","3","Staedtischer Raum","","","",""
"Mieter","2015","3","Laendlicher Raum","","","",""
"Mieter","2015","4","Staedtischer Raum","","","",""
"Mieter","2015","4","Laendlicher Raum","","","",""
"Mieter","2015","5","Staedtischer Raum","","","",""
"Mieter","2015","5","Laendlicher Raum","","","",""
"Eigentuemer","2016","1","Staedtischer Raum","","","",""
"Eigentuemer","2016","1","Laendlicher Raum","","","",""
"Eigentuemer","2016","2","Staedtischer Raum","317","0.171309722815374","0.157281038062908","0.185338407567839"
"Eigentuemer","2016","2","Laendlicher Raum","420","0.295342014278816","0.273605008694368","0.317079019863263"
"Eigentuemer","2016","3","Staedtischer Raum","1466","0.336312620324084","0.323661160813557","0.348964079834611"
"Eigentuemer","2016","3","Laendlicher Raum","1383","0.470225973610125","0.4530796414467","0.48737230577355"
"Eigentuemer","2016","4","Staedtischer Raum","2809","0.5036486063241","0.491250059710645","0.516047152937555"
"Eigentuemer","2016","4","Laendlicher Raum","2372","0.614111245771273","0.598669915384883","0.629552576157662"
"Eigentuemer","2016","5","Staedtischer Raum","5854","0.601890799193704","0.592115055336344","0.611666543051064"
"Eigentuemer","2016","5","Laendlicher Raum","2904","0.69016768215873","0.675867622717649","0.70446774159981"
"Hauptmieter","2016","1","Staedtischer Raum","","","",""
"Hauptmieter","2016","1","Laendlicher Raum","","","",""
"Hauptmieter","2016","2","Staedtischer Raum","2361","0.791809271566374","0.776692090604706","0.806926452528042"
"Hauptmieter","2016","2","Laendlicher Raum","1225","0.627830960400683","0.604798549663024","0.650863371138341"
"Hauptmieter","2016","3","Staedtischer Raum","3844","0.653908720783192","0.641169549979952","0.666647891586433"
"Hauptmieter","2016","3","Laendlicher Raum","1809","0.514559727155778","0.497390197729797","0.531729256581759"
"Hauptmieter","2016","4","Staedtischer Raum","3390","0.483333033007739","0.470941046701768","0.49572501931371"
"Hauptmieter","2016","4","Laendlicher Raum","1385","0.361556621491357","0.34631681395514","0.376796429027573"
"Hauptmieter","2016","5","Staedtischer Raum","3688","0.382330677929085","0.372625858854015","0.392035497004156"
"Hauptmieter","2016","5","Laendlicher Raum","1063","0.294518110870376","0.280422103673402","0.30861411806735"
"Untermieter","2016","1","Staedtischer Raum","","","",""
"Untermieter","2016","1","Laendlicher Raum","","","",""
"Untermieter","2016","2","Staedtischer Raum","93","0.0368810056182525","0.0298636872693958","0.0438983239671093"
"Untermieter","2016","2","Laendlicher Raum","47","0.0768270253205018","0.0641374682933537","0.0895165823476498"
"Untermieter","2016","3","Staedtischer Raum","47","0.00977865889272382","0.00714358342796269","0.0124137343574849"
"Untermieter","2016","3","Laendlicher Raum","63","0.015214299234097","0.0110092659435417","0.0194193325246522"
"Untermieter","2016","4","Staedtischer Raum","48","0.0130183606681607","0.0102074630693317","0.0158292582669898"
"Untermieter","2016","4","Laendlicher Raum","61","0.0243321327373709","0.0194448077530849","0.029219457721657"
"Untermieter","2016","5","Staedtischer Raum","90","0.0157785228772107","0.0132898406583877","0.0182672050960337"
"Untermieter","2016","5","Laendlicher Raum","50","0.0153142069708944","0.0115167464523094","0.0191116674894795"
"Mieter","2016","1","Staedtischer Raum","","","",""
"Mieter","2016","1","Laendlicher Raum","","","",""
"Mieter","2016","2","Staedtischer Raum","","","",""
"Mieter","2016","2","Laendlicher Raum","","","",""
"Mieter","2016","3","Staedtischer Raum","","","",""
"Mieter","2016","3","Laendlicher Raum","","","",""
"Mieter","2016","4","Staedtischer Raum","","","",""
"Mieter","2016","4","Laendlicher Raum","","","",""
"Mieter","2016","5","Staedtischer Raum","","","",""
"Mieter","2016","5","Laendlicher Raum","","","",""
"Eigentuemer","2017","1","Staedtischer Raum","","","",""
"Eigentuemer","2017","1","Laendlicher Raum","","","",""
"Eigentuemer","2017","2","Staedtischer Raum","338","0.172144823671627","0.163320860019946","0.180968787323308"
"Eigentuemer","2017","2","Laendlicher Raum","353","0.267567699693217","0.253009348249497","0.282126051136936"
"Eigentuemer","2017","3","Staedtischer Raum","1393","0.315773906806531","0.303793834725829","0.327753978887233"
"Eigentuemer","2017","3","Laendlicher Raum","1325","0.449304356424932","0.432611395894637","0.465997316955228"
"Eigentuemer","2017","4","Staedtischer Raum","3054","0.509945376587798","0.498056705085666","0.52183404808993"
"Eigentuemer","2017","4","Laendlicher Raum","2497","0.603326059812881","0.588449321551105","0.618202798074657"
"Eigentuemer","2017","5","Staedtischer Raum","6937","0.607011181425327","0.598045090130071","0.615977272720583"
"Eigentuemer","2017","5","Laendlicher Raum","3553","0.690590986664768","0.67771635816108","0.703465615168456"
"Hauptmieter","2017","1","Staedtischer Raum","","","",""
"Hauptmieter","2017","1","Laendlicher Raum","","","",""
"Hauptmieter","2017","2","Staedtischer Raum","6381","0.787092107577634","0.777523511954989","0.796660703200279"
"Hauptmieter","2017","2","Laendlicher Raum","3070","0.690486018818788","0.675283022412374","0.705689015225202"
"Hauptmieter","2017","3","Staedtischer Raum","4291","0.663034191017623","0.650851804477305","0.67521657755794"
"Hauptmieter","2017","3","Laendlicher Raum","2022","0.529860635680519","0.51311115418785","0.546610117173189"
"Hauptmieter","2017","4","Staedtischer Raum","3662","0.472375662471766","0.460502800488982","0.48424852445455"
"Hauptmieter","2017","4","Laendlicher Raum","1582","0.369921738758794","0.35524035402356","0.384603123494027"
"Hauptmieter","2017","5","Staedtischer Raum","4342","0.378613467620894","0.369709293143105","0.387517642098683"
"Hauptmieter","2017","5","Laendlicher Raum","1331","0.289942327754013","0.27730485024077","0.302579805267256"
"Untermieter","2017","1","Staedtischer Raum","","","",""
"Untermieter","2017","1","Laendlicher Raum","","","",""
"Untermieter","2017","2","Staedtischer Raum","312","0.0407630687507394","0.0361410050852683","0.0453851324162105"
"Untermieter","2017","2","Laendlicher Raum","129","0.0419462814879953","0.0353537338552442","0.0485388291207464"
"Untermieter","2017","3","Staedtischer Raum","99","0.0211919021758463","0.017479925471742","0.0249038788799507"
"Untermieter","2017","3","Laendlicher Raum","64","0.0208350078945485","0.016041736659921","0.025628279129176"
"Untermieter","2017","4","Staedtischer Raum","76","0.017678960940436","0.0145449223237135","0.0208129995571585"
"Untermieter","2017","4","Laendlicher Raum","75","0.0267522014283257","0.0218453114225986","0.0316590914340528"
"Untermieter","2017","5","Staedtischer Raum","120","0.0143753509537792","0.0121902086733612","0.0165604932341973"
"Untermieter","2017","5","Laendlicher Raum","68","0.0194666855812188","0.0156186865229417","0.0233146846394959"
"Mieter","2017","1","Staedtischer Raum","","","",""
"Mieter","2017","1","Laendlicher Raum","","","",""
"Mieter","2017","2","Staedtischer Raum","","","",""
"Mieter","2017","2","Laendlicher Raum","","","",""
"Mieter","2017","3","Staedtischer Raum","","","",""
"Mieter","2017","3","Laendlicher Raum","","","",""
"Mieter","2017","4","Staedtischer Raum","","","",""
"Mieter","2017","4","Laendlicher Raum","","","",""
"Mieter","2017","5","Staedtischer Raum","","","",""
"Mieter","2017","5","Laendlicher Raum","","","",""
"Eigentuemer","2018","1","Staedtischer Raum","","","",""
"Eigentuemer","2018","1","Laendlicher Raum","","","",""
"Eigentuemer","2018","2","Staedtischer Raum","242","0.151894997771212","0.143971829563521","0.159818165978904"
"Eigentuemer","2018","2","Laendlicher Raum","265","0.273626386318736","0.259026673353377","0.288226099284095"
"Eigentuemer","2018","3","Staedtischer Raum","1053","0.257685013338781","0.246507088211866","0.268862938465696"
"Eigentuemer","2018","3","Laendlicher Raum","1079","0.422276912332489","0.40518238324373","0.439371441421248"
"Eigentuemer","2018","4","Staedtischer Raum","2752","0.475492299102671","0.463568956003526","0.487415642201816"
"Eigentuemer","2018","4","Laendlicher Raum","2379","0.585544739048202","0.570434293467555","0.60065518462885"
"Eigentuemer","2018","5","Staedtischer Raum","7023","0.615818831829163","0.606992472090785","0.624645191567542"
"Eigentuemer","2018","5","Laendlicher Raum","3643","0.698318234638505","0.68572378814838","0.710912681128631"
"Hauptmieter","2018","1","Staedtischer Raum","","","",""
"Hauptmieter","2018","1","Laendlicher Raum","","","",""
"Hauptmieter","2018","2","Staedtischer Raum","7403","0.807999374847551","0.799304583560489","0.816694166134614"
"Hauptmieter","2018","2","Laendlicher Raum","3205","0.682415074919188","0.667169649560402","0.697660500277974"
"Hauptmieter","2018","3","Staedtischer Raum","4746","0.72875463587704","0.717391601286211","0.740117670467869"
"Hauptmieter","2018","3","Laendlicher Raum","2066","0.551349216275456","0.534135834256755","0.568562598294157"
"Hauptmieter","2018","4","Staedtischer Raum","3910","0.513114786473719","0.501181201757132","0.525048371190306"
"Hauptmieter","2018","4","Laendlicher Raum","1630","0.395361368789524","0.380364400865691","0.410358336713357"
"Hauptmieter","2018","5","Staedtischer Raum","4524","0.368977904768619","0.360221827843504","0.377733981693734"
"Hauptmieter","2018","5","Laendlicher Raum","1412","0.29010804582154","0.27765562245599","0.30256046918709"
"Untermieter","2018","1","Staedtischer Raum","","","",""
"Untermieter","2018","1","Laendlicher Raum","","","",""
"Untermieter","2018","2","Staedtischer Raum","238","0.0401056273812361","0.035774342915707","0.0444369118467652"
"Untermieter","2018","2","Laendlicher Raum","112","0.0439585387620761","0.037245096046736","0.0506719814774163"
"Untermieter","2018","3","Staedtischer Raum","82","0.0135603507841792","0.010604427058067","0.0165162745102915"
"Untermieter","2018","3","Laendlicher Raum","62","0.0263738713920552","0.0208278484313557","0.0319198943527548"
"Untermieter","2018","4","Staedtischer Raum","77","0.0113929144236105","0.00885907178590283","0.0139267570613181"
"Untermieter","2018","4","Laendlicher Raum","74","0.0190938921622736","0.0148961152638559","0.0232916690606912"
"Untermieter","2018","5","Staedtischer Raum","118","0.0149202684800121","0.0127203270646929","0.0171202098953312"
"Untermieter","2018","5","Laendlicher Raum","47","0.0115737195399548","0.00863886566406306","0.0145085734158465"
"Mieter","2018","1","Staedtischer Raum","","","",""
"Mieter","2018","1","Laendlicher Raum","","","",""
"Mieter","2018","2","Staedtischer Raum","","","",""
"Mieter","2018","2","Laendlicher Raum","","","",""
"Mieter","2018","3","Staedtischer Raum","","","",""
"Mieter","2018","3","Laendlicher Raum","","","",""
"Mieter","2018","4","Staedtischer Raum","","","",""
"Mieter","2018","4","Laendlicher Raum","","","",""
"Mieter","2018","5","Staedtischer Raum","","","",""
"Mieter","2018","5","Laendlicher Raum","","","",""
"Eigentuemer","2019","1","Staedtischer Raum","","","",""
"Eigentuemer","2019","1","Laendlicher Raum","","","",""
"Eigentuemer","2019","2","Staedtischer Raum","289","0.158536291493646","0.14967072818132","0.167401854805972"
"Eigentuemer","2019","2","Laendlicher Raum","303","0.291470371136727","0.274853222941262","0.308087519332192"
"Eigentuemer","2019","3","Staedtischer Raum","911","0.280780383288089","0.268666074064921","0.292894692511258"
"Eigentuemer","2019","3","Laendlicher Raum","832","0.400101541852299","0.382105444129807","0.418097639574791"
"Eigentuemer","2019","4","Staedtischer Raum","2456","0.464814313756597","0.452060615224244","0.477568012288949"
"Eigentuemer","2019","4","Laendlicher Raum","2274","0.587071634109916","0.571597297967518","0.602545970252313"
"Eigentuemer","2019","5","Staedtischer Raum","9054","0.612339129653988","0.604331480950592","0.620346778357383"
"Eigentuemer","2019","5","Laendlicher Raum","4712","0.689308916035559","0.67792296268061","0.700694869390509"
"Hauptmieter","2019","1","Staedtischer Raum","","","",""
"Hauptmieter","2019","1","Laendlicher Raum","","","",""
"Hauptmieter","2019","2","Staedtischer Raum","5865","0.785203593249328","0.775235113331274","0.795172073167383"
"Hauptmieter","2019","2","Laendlicher Raum","2463","0.65741933025341","0.640065995689096","0.674772664817725"
"Hauptmieter","2019","3","Staedtischer Raum","4246","0.691933448582095","0.679487186327751","0.70437971083644"
"Hauptmieter","2019","3","Laendlicher Raum","1958","0.579935583698148","0.561805400898656","0.598065766497639"
"Hauptmieter","2019","4","Staedtischer Raum","3330","0.52091547574014","0.508141271469529","0.533689680010751"
"Hauptmieter","2019","4","Laendlicher Raum","1564","0.397742671143477","0.382360371775605","0.413124970511349"
"Hauptmieter","2019","5","Staedtischer Raum","5051","0.378022354908821","0.370052890190843","0.385991819626799"
"Hauptmieter","2019","5","Laendlicher Raum","1567","0.296259567504823","0.285025410188711","0.307493724820935"
"Untermieter","2019","1","Staedtischer Raum","","","",""
"Untermieter","2019","1","Laendlicher Raum","","","",""
"Untermieter","2019","2","Staedtischer Raum","366","0.0562601152570256","0.0506670387914116","0.0618531917226396"
"Untermieter","2019","2","Laendlicher Raum","107","0.0511102986098628","0.0430575831493737","0.0591630140703519"
"Untermieter","2019","3","Staedtischer Raum","129","0.0272861681298156","0.0228943096952331","0.031678026564398"
"Untermieter","2019","3","Laendlicher Raum","57","0.0199628744495535","0.0148249565639002","0.0251007923352068"
"Untermieter","2019","4","Staedtischer Raum","89","0.0142702105032634","0.0112374488088901","0.0173029721976366"
"Untermieter","2019","4","Laendlicher Raum","51","0.0151856947466074","0.0113422235874756","0.0190291659057393"
"Untermieter","2019","5","Staedtischer Raum","116","0.0096385154371914","0.00803273941911754","0.0112442914552653"
"Untermieter","2019","5","Laendlicher Raum","67","0.0144315164596179","0.0114972642165298","0.017365768702706"
"Mieter","2019","1","Staedtischer Raum","","","",""
"Mieter","2019","1","Laendlicher Raum","","","",""
"Mieter","2019","2","Staedtischer Raum","","","",""
"Mieter","2019","2","Laendlicher Raum","","","",""
"Mieter","2019","3","Staedtischer Raum","","","",""
"Mieter","2019","3","Laendlicher Raum","","","",""
"Mieter","2019","4","Staedtischer Raum","","","",""
"Mieter","2019","4","Laendlicher Raum","","","",""
"Mieter","2019","5","Staedtischer Raum","","","",""
"Mieter","2019","5","Laendlicher Raum","","","",""
"Eigentuemer","2020","1","Staedtischer Raum","","","",""
"Eigentuemer","2020","1","Laendlicher Raum","","","",""
"Eigentuemer","2020","2","Staedtischer Raum","191","0.13495864867932","0.126554765182963","0.143362532175677"
"Eigentuemer","2020","2","Laendlicher Raum","218","0.217905669442361","0.201771636844711","0.234039702040012"
"Eigentuemer","2020","3","Staedtischer Raum","802","0.258385051805293","0.248199977127352","0.268570126483234"
"Eigentuemer","2020","3","Laendlicher Raum","737","0.382259040757934","0.365125349643116","0.399392731872753"
"Eigentuemer","2020","4","Staedtischer Raum","2145","0.460177283768977","0.448011958009435","0.472342609528518"
"Eigentuemer","2020","4","Laendlicher Raum","1841","0.574937344224513","0.558901977023311","0.590972711425715"
"Eigentuemer","2020","5","Staedtischer Raum","8198","0.590563348467603","0.582524647487019","0.598602049448187"
"Eigentuemer","2020","5","Laendlicher Raum","4485","0.688769804614196","0.677432791696106","0.700106817532287"
"Hauptmieter","2020","1","Staedtischer Raum","","","",""
"Hauptmieter","2020","1","Laendlicher Raum","","","",""
"Hauptmieter","2020","2","Staedtischer Raum","5751","0.821558622811489","0.812141281935682","0.830975963687296"
"Hauptmieter","2020","2","Laendlicher Raum","2195","0.699018294228576","0.681091880438842","0.71694470801831"
"Hauptmieter","2020","3","Staedtischer Raum","6049","0.708373802786589","0.697798670694078","0.718948934879101"
"Hauptmieter","2020","3","Laendlicher Raum","2248","0.58539498975295","0.568024557536035","0.602765421969864"
"Hauptmieter","2020","4","Staedtischer Raum","4140","0.523446352148234","0.511255682445089","0.535637021851378"
"Hauptmieter","2020","4","Laendlicher Raum","1736","0.412787641865399","0.396817708229439","0.428757575501359"
"Hauptmieter","2020","5","Staedtischer Raum","5960","0.392970439100815","0.38498600515874","0.40095487304289"
