"hgowner","year","quintil","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","2008","3","3336","0.537738960125715","0.525840616384082","0.549637303867348"
"Hauptmieter","2008","4","2756","0.43019917197607","0.418538206079302","0.441860137872838"
"Hauptmieter","2008","5","2060","0.352602231913096","0.341661591072058","0.363542872754134"
"Untermieter","2008","1","","","",""
"Untermieter","2008","2","127","0.0411242172121439","0.0348767171807688","0.047371717243519"
"Untermieter","2008","3","126","0.0270106590331278","0.0231418370610348","0.0308794810052207"
"Untermieter","2008","4","94","0.0143435754702547","0.0115431134183448","0.0171440375221647"
"Untermieter","2008","5","73","0.0131675228844115","0.0105572350956204","0.0157778106732025"
"Mieter","2008","1","","","",""
"Mieter","2008","2","","","",""
"Mieter","2008","3","","","",""
"Mieter","2008","4","","","",""
"Mieter","2008","5","","","",""
"Eigentuemer","2009","1","","","",""
"Eigentuemer","2009","2","1014","0.285627334116196","0.270534595447034","0.300720072785358"
"Eigentuemer","2009","3","3061","0.454633507066495","0.442235058847483","0.467031955285507"
"Eigentuemer","2009","4","3841","0.568862414743118","0.556791454942612","0.580933374543625"
"Eigentuemer","2009","5","4977","0.629362234622955","0.618142198034148","0.640582271211762"
"Hauptmieter","2009","1","","","",""
"Hauptmieter","2009","2","2304","0.677861315761264","0.662247910942391","0.693474720580136"
"Hauptmieter","2009","3","3007","0.524084565034389","0.511649216380721","0.536519913688058"
"Hauptmieter","2009","4","2509","0.410405313536759","0.398415470190896","0.422395156882622"
"Hauptmieter","2009","5","2048","0.352248467770942","0.341151664672093","0.363345270869791"
"Untermieter","2009","1","","","",""
"Untermieter","2009","2","123","0.0365113501225406","0.0302445909913245","0.0427781092537567"
"Untermieter","2009","3","128","0.0212819278991158","0.0176883532234395","0.0248755025747921"
"Untermieter","2009","4","116","0.0207322717201228","0.0172592747195019","0.0242052687207438"
"Untermieter","2009","5","91","0.0183282735202476","0.0152121618034578","0.0214443852370375"
"Mieter","2009","1","","","",""
"Mieter","2009","2","","","",""
"Mieter","2009","3","","","",""
"Mieter","2009","4","","","",""
"Mieter","2009","5","","","",""
"Eigentuemer","2010","1","","","",""
"Eigentuemer","2010","2","1702","0.258284278271435","0.248271877913982","0.268296678628888"
"Eigentuemer","2010","3","4951","0.452800890412757","0.443694207243132","0.461907573582382"
"Eigentuemer","2010","4","5253","0.57845198636696","0.568311239967929","0.588592732765991"
"Eigentuemer","2010","5","6494","0.637471970424599","0.627825854314955","0.647118086534244"
"Hauptmieter","2010","1","","","",""
"Hauptmieter","2010","2","5443","0.704910563306937","0.694477440486722","0.715343686127153"
"Hauptmieter","2010","3","6360","0.527298771515759","0.518164884283864","0.536432658747654"
"Hauptmieter","2010","4","3753","0.410098428734513","0.399997842771936","0.42019901469709"
"Hauptmieter","2010","5","2950","0.346655054964553","0.337105762832237","0.356204347096869"
"Untermieter","2010","1","","","",""
"Untermieter","2010","2","196","0.0368051584216275","0.0324980887331334","0.0411122281101216"
"Untermieter","2010","3","164","0.0196620196209989","0.0171220069858125","0.0222020322561852"
"Untermieter","2010","4","103","0.0114495848985272","0.00926480836594107","0.0136343614311133"
"Untermieter","2010","5","92","0.0157685517569721","0.013268807001895","0.0182682965120492"
"Mieter","2010","1","","","",""
"Mieter","2010","2","","","",""
"Mieter","2010","3","","","",""
"Mieter","2010","4","","","",""
"Mieter","2010","5","","","",""
"Eigentuemer","2011","1","","","",""
"Eigentuemer","2011","2","1860","0.266639383398944","0.256794962754398","0.276483804043491"
"Eigentuemer","2011","3","5609","0.448867261347875","0.440274240055026","0.457460282640723"
"Eigentuemer","2011","4","6650","0.570846116794501","0.561779019030161","0.579913214558841"
"Eigentuemer","2011","5","8166","0.641449283924296","0.632844702866565","0.650053864982028"
"Hauptmieter","2011","1","","","",""
"Hauptmieter","2011","2","5718","0.690232125408249","0.679938105710957","0.700526145105541"
"Hauptmieter","2011","3","7121","0.53766366512814","0.529049897046128","0.546277433210152"
"Hauptmieter","2011","4","4676","0.416591711092605","0.407560544376303","0.425622877808907"
"Hauptmieter","2011","5","3648","0.344503785779079","0.335977588758016","0.353029982800142"
"Untermieter","2011","1","","","",""
"Untermieter","2011","2","173","0.0431284911928064","0.038605995448564","0.0476509869370487"
"Untermieter","2011","3","138","0.0132719705005732","0.011294885897307","0.0152490551038394"
"Untermieter","2011","4","121","0.0125621721128941","0.0105218933944094","0.0146024508313789"
"Untermieter","2011","5","114","0.0139704571728807","0.0118646260331907","0.0160762883125707"
"Mieter","2011","1","","","",""
"Mieter","2011","2","","","",""
"Mieter","2011","3","","","",""
"Mieter","2011","4","","","",""
"Mieter","2011","5","","","",""
"Eigentuemer","2012","1","","","",""
"Eigentuemer","2012","2","1459","0.238350408271299","0.227881468861121","0.248819347681477"
"Eigentuemer","2012","3","5112","0.450279335295412","0.441392135916138","0.459166534674687"
"Eigentuemer","2012","4","6588","0.555595782567877","0.546523138647734","0.564668426488019"
"Eigentuemer","2012","5","8489","0.635815991639073","0.627373571569175","0.644258411708971"
"Hauptmieter","2012","1","","","",""
"Hauptmieter","2012","2","4758","0.723457404487404","0.712467228935607","0.734447580039202"
"Hauptmieter","2012","3","6809","0.533180082471458","0.524268300941983","0.542091864000932"
"Hauptmieter","2012","4","4831","0.43147783242801","0.422434713219739","0.440520951636281"
"Hauptmieter","2012","5","3877","0.35133143046128","0.34295593075119","0.35970693017137"
"Untermieter","2012","1","","","",""
"Untermieter","2012","2","146","0.0381921872412964","0.0334829719550031","0.0429014025275898"
"Untermieter","2012","3","117","0.0164527603024516","0.0141804382615661","0.0187250823433371"
"Untermieter","2012","4","104","0.012926385004113","0.01086395781619","0.0149888121920359"
"Untermieter","2012","5","109","0.0127876296207976","0.0108163822950329","0.0147588769465623"
"Mieter","2012","1","","","",""
"Mieter","2012","2","","","",""
"Mieter","2012","3","","","",""
"Mieter","2012","4","","","",""
"Mieter","2012","5","","","",""
"Eigentuemer","2013","1","","","",""
"Eigentuemer","2013","2","1509","0.244372535321216","0.234895563462933","0.253849507179499"
"Eigentuemer","2013","3","4840","0.415124725266467","0.406780276284165","0.42346917424877"
"Eigentuemer","2013","4","6893","0.555786459720749","0.547158736380639","0.56441418306086"
"Eigentuemer","2013","5","8957","0.636925408956282","0.628852270908408","0.644998547004155"
"Hauptmieter","2013","1","","","",""
"Hauptmieter","2013","2","6240","0.722109255868081","0.712229913797874","0.731988597938289"
"Hauptmieter","2013","3","8406","0.568797099073625","0.560410299674733","0.577183898472517"
"Hauptmieter","2013","4","5710","0.429126521137538","0.420532252100587","0.437720790174488"
"Hauptmieter","2013","5","4570","0.351643170505476","0.343627159558911","0.359659181452041"
"Untermieter","2013","1","","","",""
"Untermieter","2013","2","149","0.0335182088107024","0.0295487914434431","0.0374876261779617"
"Untermieter","2013","3","148","0.0159695768438189","0.0138466858277681","0.0180924678598697"
"Untermieter","2013","4","138","0.0150870191417128","0.0129703792128231","0.0172036590706026"
"Untermieter","2013","5","101","0.0113996577759509","0.00961745773947468","0.0131818578124271"
"Mieter","2013","1","","","",""
"Mieter","2013","2","","","",""
"Mieter","2013","3","","","",""
"Mieter","2013","4","","","",""
"Mieter","2013","5","","","",""
"Eigentuemer","2014","1","","","",""
"Eigentuemer","2014","2","1163","0.235358564913011","0.224547595606974","0.246169534219048"
"Eigentuemer","2014","3","3950","0.405640301646698","0.396439730091186","0.414840873202211"
"Eigentuemer","2014","4","6090","0.545064778687","0.535948120433043","0.554181436940957"
"Eigentuemer","2014","5","8769","0.639703369939906","0.631510329234317","0.647896410645494"
"Hauptmieter","2014","1","","","",""
"Hauptmieter","2014","2","4635","0.734816724971084","0.72356722295749","0.746066226984678"
"Hauptmieter","2014","3","6878","0.575814159288811","0.5665535654715","0.585074753106123"
"Hauptmieter","2014","4","5247","0.440223649329667","0.431135388286365","0.449311910372968"
"Hauptmieter","2014","5","4306","0.347637409774158","0.339510349697495","0.355764469850822"
"Untermieter","2014","1","","","",""
"Untermieter","2014","2","117","0.029824710115905","0.0254897616725582","0.0341596585592518"
"Untermieter","2014","3","110","0.0178836227167449","0.015400324891628","0.0203669205418618"
"Untermieter","2014","4","124","0.0147115719833333","0.0125073868626153","0.0169157571040513"
"Untermieter","2014","5","115","0.0126592202859363","0.0107512890890953","0.0145671514827773"
"Mieter","2014","1","","","",""
"Mieter","2014","2","","","",""
"Mieter","2014","3","","","",""
"Mieter","2014","4","","","",""
"Mieter","2014","5","","","",""
"Eigentuemer","2015","1","","","",""
"Eigentuemer","2015","2","992","0.221038834902138","0.210404765876255","0.231672903928021"
"Eigentuemer","2015","3","3335","0.390673283560175","0.381186656410025","0.400159910710326"
"Eigentuemer","2015","4","5760","0.543191074438847","0.53400012969066","0.552382019187034"
"Eigentuemer","2015","5","8826","0.634104577197283","0.626055809910673","0.642153344483894"
"Hauptmieter","2015","1","","","",""
"Hauptmieter","2015","2","4715","0.755628992842027","0.744616480040902","0.766641505643153"
"Hauptmieter","2015","3","6695","0.589467116896428","0.57990214647055","0.599032087322306"
"Hauptmieter","2015","4","5404","0.443840259044387","0.434673207510895","0.453007310577878"
"Hauptmieter","2015","5","4790","0.351104586780089","0.343128753961499","0.359080419598678"
"Untermieter","2015","1","","","",""
"Untermieter","2015","2","142","0.0233321722558349","0.0194635323411533","0.0272008121705165"
"Untermieter","2015","3","131","0.0198595995433967","0.0171468527786659","0.0225723463081275"
"Untermieter","2015","4","120","0.0129686665167669","0.0108811511387946","0.0150561818947391"
"Untermieter","2015","5","142","0.0147908360226279","0.0127737193410205","0.0168079527042352"
"Mieter","2015","1","","","",""
"Mieter","2015","2","","","",""
"Mieter","2015","3","","","",""
"Mieter","2015","4","","","",""
"Mieter","2015","5","","","",""
"Eigentuemer","2016","1","","","",""
"Eigentuemer","2016","2","737","0.21587950604591","0.203808825458016","0.227950186633803"
"Eigentuemer","2016","3","2849","0.381727994342466","0.371467627770657","0.391988360914276"
"Eigentuemer","2016","4","5181","0.543184982467436","0.533453359718576","0.552916605216295"
"Eigentuemer","2016","5","8758","0.625978119131313","0.617860554493203","0.634095683769422"
"Hauptmieter","2016","1","","","",""
"Hauptmieter","2016","2","3586","0.732885279298454","0.719904476322099","0.745866082274809"
"Hauptmieter","2016","3","5653","0.606649903724402","0.59633287172985","0.616966935718953"
"Hauptmieter","2016","4","4775","0.439747273739332","0.43005033239724","0.449444215081423"
"Hauptmieter","2016","5","4751","0.358370051701222","0.350325426000512","0.366414677401931"
"Untermieter","2016","1","","","",""
"Untermieter","2016","2","140","0.0512352146556365","0.0447667947326389","0.0577036345786341"
"Untermieter","2016","3","110","0.011622101933132","0.00935850064120408","0.0138857032250599"
"Untermieter","2016","4","109","0.0170677437932325","0.0145373328767166","0.0195981547097483"
"Untermieter","2016","5","140","0.0156518291674657","0.0135694750162998","0.0177341833186317"
"Mieter","2016","1","","","",""
"Mieter","2016","2","","","",""
"Mieter","2016","3","","","",""
"Mieter","2016","4","","","",""
"Mieter","2016","5","","","",""
"Eigentuemer","2017","1","","","",""
"Eigentuemer","2017","2","691","0.205433848671392","0.197736436819253","0.21313126052353"
"Eigentuemer","2017","3","2718","0.358615356769753","0.348812118428315","0.368418595111191"
"Eigentuemer","2017","4","5551","0.542309208187129","0.532976021649144","0.551642394725114"
"Eigentuemer","2017","5","10490","0.630218676194154","0.622819317978942","0.637618034409365"
"Hauptmieter","2017","1","","","",""
"Hauptmieter","2017","2","9451","0.753390309456446","0.745178123462407","0.761602495450486"
"Hauptmieter","2017","3","6313","0.620307245787501","0.610387160108789","0.630227331466213"
"Hauptmieter","2017","4","5244","0.436867231614122","0.427575417690702","0.446159045537543"
"Hauptmieter","2017","5","5673","0.353992268651703","0.346662476190323","0.361322061113083"
"Untermieter","2017","1","","","",""
"Untermieter","2017","2","441","0.041175841872162","0.0373902445079105","0.0449614392364134"
"Untermieter","2017","3","163","0.0210773974427456","0.0181412455967677","0.0240135492887234"
"Untermieter","2017","4","151","0.0208235601987484","0.0181485321624165","0.0234985882350802"
"Untermieter","2017","5","188","0.0157890551541438","0.0138783305420947","0.0176997797661929"
"Mieter","2017","1","","","",""
"Mieter","2017","2","","","",""
"Mieter","2017","3","","","",""
"Mieter","2017","4","","","",""
"Mieter","2017","5","","","",""
"Eigentuemer","2018","1","","","",""
"Eigentuemer","2018","2","507","0.194644406173137","0.187397112420009","0.201891699926266"
"Eigentuemer","2018","3","2132","0.312893492619423","0.303360610380139","0.322426374858707"
"Eigentuemer","2018","4","5131","0.513363065953385","0.503946139688615","0.522779992218155"
"Eigentuemer","2018","5","10666","0.638609606213272","0.631338282423885","0.645880930002658"
"Hauptmieter","2018","1","","","",""
"Hauptmieter","2018","2","10608","0.76389690800999","0.756123181189237","0.771670634830743"
"Hauptmieter","2018","3","6812","0.669248162640942","0.659575218979127","0.678921106302757"
"Hauptmieter","2018","4","5540","0.472593992666694","0.46318786301264","0.482000122320747"
"Hauptmieter","2018","5","5936","0.347189805706576","0.339983969192279","0.354395642220873"
"Untermieter","2018","1","","","",""
"Untermieter","2018","2","350","0.0414586858168724","0.0378096826077948","0.0451076890259501"
"Untermieter","2018","3","144","0.0178583447396354","0.0151355080215053","0.0205811814577654"
"Untermieter","2018","4","151","0.0140429413799214","0.0118260094015194","0.0162598733583234"
"Untermieter","2018","5","165","0.0139957715835377","0.0122177162587226","0.0157738269083528"
"Mieter","2018","1","","","",""
"Mieter","2018","2","","","",""
"Mieter","2018","3","","","",""
"Mieter","2018","4","","","",""
"Mieter","2018","5","","","",""
"Eigentuemer","2019","1","","","",""
"Eigentuemer","2019","2","600","0.199848907908866","0.191787273014395","0.207910542803336"
"Eigentuemer","2019","3","1771","0.318299507075509","0.308243623694721","0.328355390456297"
"Eigentuemer","2019","4","4793","0.506511168912739","0.496689070842628","0.516333266982849"
"Eigentuemer","2019","5","13968","0.632310612342922","0.625790403300642","0.638830821385202"
"Hauptmieter","2019","1","","","",""
"Hauptmieter","2019","2","8375","0.745385251801237","0.736602746708822","0.754167756893653"
"Hauptmieter","2019","3","6278","0.656304651392275","0.646051791810188","0.666557510974361"
"Hauptmieter","2019","4","5010","0.478674836265936","0.468860843537978","0.488488828993894"
"Hauptmieter","2019","5","6853","0.356775625748224","0.350297720796104","0.363253530700344"
"Untermieter","2019","1","","","",""
"Untermieter","2019","2","477","0.0547658402898968","0.0501790295955896","0.0593526509842041"
"Untermieter","2019","3","194","0.0253958415322164","0.0219995819607031","0.0287921011037296"
"Untermieter","2019","4","150","0.0148139948213253","0.0124406201666875","0.017187369475963"
"Untermieter","2019","5","187","0.0109137619088546","0.00950881454481149","0.0123187092728977"
"Mieter","2019","1","","","",""
"Mieter","2019","2","","","",""
"Mieter","2019","3","","","",""
"Mieter","2019","4","","","",""
"Mieter","2019","5","","","",""
"Eigentuemer","2020","1","","","",""
"Eigentuemer","2020","2","409","0.164009472055765","0.156301433741246","0.171717510370283"
"Eigentuemer","2020","3","1539","0.301309932467928","0.292399572202373","0.310220292733483"
"Eigentuemer","2020","4","3986","0.499778720347846","0.490027053254579","0.509530387441112"
"Eigentuemer","2020","5","12683","0.619113573969039","0.612511235561598","0.62571591237648"
"Hauptmieter","2020","1","","","",""
"Hauptmieter","2020","2","7946","0.77864089762491","0.769998663667664","0.787283131582155"
"Hauptmieter","2020","3","8297","0.665759118960434","0.656598293669136","0.674919944251732"
"Hauptmieter","2020","4","5876","0.485260210734837","0.475512780929465","0.495007640540209"
"Hauptmieter","2020","5","7800","0.365541852264021","0.358994210451282","0.37208949407676"
"Untermieter","2020","1","","","",""
"Untermieter","2020","2","510","0.0573496303193259","0.052509585831665","0.0621896748069867"
"Untermieter","2020","3","350","0.0329309485716382","0.0294653590809706","0.0363965380623058"
"Untermieter","2020","4","237","0.0149610689173176","0.0125934221259747","0.0173287157086605"
"Untermieter","2020","5","298","0.0153445737669398","0.013673350690545","0.0170157968433346"
"Mieter","2020","1","","","",""
"Mieter","2020","2","","","",""
"Mieter","2020","3","","","",""
"Mieter","2020","4","","","",""
"Mieter","2020","5","","","",""
