"hgowner","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Mieter","2004","Staedtischer Raum","Ost","","","",""
"Mieter","2004","Laendlicher Raum","West","","","",""
"Mieter","2004","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2005","Staedtischer Raum","West","8086","0.443712342198388","0.43594119919205","0.451483485204726"
"Eigentuemer","2005","Staedtischer Raum","Ost","685","0.216140625984437","0.198322647050629","0.233958604918244"
"Eigentuemer","2005","Laendlicher Raum","West","3346","0.647004935323295","0.633560693410465","0.660449177236124"
"Eigentuemer","2005","Laendlicher Raum","Ost","2320","0.486964727843491","0.471665182409915","0.502264273277067"
"Hauptmieter","2005","Staedtischer Raum","West","7340","0.531864725648934","0.524059765110954","0.539669686186914"
"Hauptmieter","2005","Staedtischer Raum","Ost","1327","0.767850007723904","0.749573479823442","0.786126535624367"
"Hauptmieter","2005","Laendlicher Raum","West","1420","0.333103896856083","0.319844702044162","0.346363091668003"
"Hauptmieter","2005","Laendlicher Raum","Ost","1696","0.485842914623196","0.470544303270484","0.501141525975907"
"Untermieter","2005","Staedtischer Raum","West","275","0.024422932152678","0.0220085048847007","0.0268373594206553"
"Untermieter","2005","Staedtischer Raum","Ost","38","0.0160093662916591","0.0105761910446545","0.0214425415386636"
"Untermieter","2005","Laendlicher Raum","West","88","0.0198911678206228","0.0159632219240312","0.0238191137172144"
"Untermieter","2005","Laendlicher Raum","Ost","82","0.0270262990305465","0.0220626621551636","0.0319899359059293"
"Mieter","2005","Staedtischer Raum","West","","","",""
"Mieter","2005","Staedtischer Raum","Ost","","","",""
"Mieter","2005","Laendlicher Raum","West","","","",""
"Mieter","2005","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2006","Staedtischer Raum","West","8814","0.442237283111387","0.434697049187792","0.449777517034981"
"Eigentuemer","2006","Staedtischer Raum","Ost","697","0.214774981864765","0.197408179494735","0.232141784234795"
"Eigentuemer","2006","Laendlicher Raum","West","3697","0.623660632411717","0.6108090816893","0.636512183134135"
"Eigentuemer","2006","Laendlicher Raum","Ost","2468","0.482863497022602","0.468083268214946","0.497643725830259"
"Hauptmieter","2006","Staedtischer Raum","West","7626","0.538589856309333","0.531021439247737","0.546158273370928"
"Hauptmieter","2006","Staedtischer Raum","Ost","1394","0.760578700502947","0.742532556279126","0.778624844726768"
"Hauptmieter","2006","Laendlicher Raum","West","1682","0.356527985156891","0.343822150830406","0.369233819483375"
"Hauptmieter","2006","Laendlicher Raum","Ost","1818","0.489262706893615","0.474477200120682","0.504048213666549"
"Untermieter","2006","Staedtischer Raum","West","226","0.0191728605792806","0.0170909019446333","0.021254819213928"
"Untermieter","2006","Staedtischer Raum","Ost","57","0.0246463176322881","0.0180895765071519","0.0312030587574242"
"Untermieter","2006","Laendlicher Raum","West","80","0.019811382431392","0.0161147713411809","0.023507993521603"
"Untermieter","2006","Laendlicher Raum","Ost","103","0.0277333034305716","0.022876395408325","0.0325902114528181"
"Mieter","2006","Staedtischer Raum","West","","","",""
"Mieter","2006","Staedtischer Raum","Ost","","","",""
"Mieter","2006","Laendlicher Raum","West","","","",""
"Mieter","2006","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2007","Staedtischer Raum","West","8223","0.458613342642126","0.450751940189425","0.466474745094828"
"Eigentuemer","2007","Staedtischer Raum","Ost","644","0.221091339378372","0.203003501902489","0.239179176854256"
"Eigentuemer","2007","Laendlicher Raum","West","3411","0.6234480887235","0.610099280325653","0.636796897121348"
"Eigentuemer","2007","Laendlicher Raum","Ost","2324","0.48689470750401","0.471598948334443","0.502190466673576"
"Hauptmieter","2007","Staedtischer Raum","West","6970","0.52088544683532","0.513003859247941","0.528767034422698"
"Hauptmieter","2007","Staedtischer Raum","Ost","1328","0.752190579814203","0.733372280745594","0.771008878882813"
"Hauptmieter","2007","Laendlicher Raum","West","1577","0.355925226120698","0.342734234270051","0.369116217971344"
"Hauptmieter","2007","Laendlicher Raum","Ost","1695","0.484952308940602","0.469658223888919","0.500246393992286"
"Untermieter","2007","Staedtischer Raum","West","240","0.0205012105225542","0.0182655049083503","0.022736916136758"
"Untermieter","2007","Staedtischer Raum","Ost","50","0.0267180808074242","0.0196893085356701","0.0337468530791784"
"Untermieter","2007","Laendlicher Raum","West","73","0.020626685155802","0.0167109007237128","0.0245424695878912"
"Untermieter","2007","Laendlicher Raum","Ost","81","0.0280154233790794","0.0229655726028091","0.0330652741553498"
"Mieter","2007","Staedtischer Raum","West","","","",""
"Mieter","2007","Staedtischer Raum","Ost","","","",""
"Mieter","2007","Laendlicher Raum","West","","","",""
"Mieter","2007","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2008","Staedtischer Raum","West","7762","0.472027655345303","0.46386258030567","0.480192730384936"
"Eigentuemer","2008","Staedtischer Raum","Ost","609","0.22065676696584","0.202269853969552","0.239043679962128"
"Eigentuemer","2008","Laendlicher Raum","West","3215","0.635501407660941","0.621735963373267","0.649266851948616"
"Eigentuemer","2008","Laendlicher Raum","Ost","2201","0.502373282882956","0.486614374998023","0.518132190767889"
"Hauptmieter","2008","Staedtischer Raum","West","6382","0.507950562454563","0.499773713720239","0.516127411188887"
"Hauptmieter","2008","Staedtischer Raum","Ost","1304","0.745760632029731","0.726453981375947","0.765067282683515"
"Hauptmieter","2008","Laendlicher Raum","West","1404","0.341878285104204","0.328311625898635","0.355444944309772"
"Hauptmieter","2008","Laendlicher Raum","Ost","1578","0.467047345434801","0.451322522139348","0.482772168730254"
"Untermieter","2008","Staedtischer Raum","West","216","0.0200217822001337","0.0177307539270417","0.0223128104732257"
"Untermieter","2008","Staedtischer Raum","Ost","41","0.0335826010044287","0.0255948347757582","0.0415703672330992"
"Untermieter","2008","Laendlicher Raum","West","77","0.0226203072348552","0.0183676052268188","0.0268730092428916"
"Untermieter","2008","Laendlicher Raum","Ost","86","0.0304408585089834","0.0250261310012973","0.0358555860166694"
"Mieter","2008","Staedtischer Raum","West","","","",""
"Mieter","2008","Staedtischer Raum","Ost","","","",""
"Mieter","2008","Laendlicher Raum","West","","","",""
"Mieter","2008","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2009","Staedtischer Raum","West","7172","0.487497758036679","0.478963985590211","0.496031530483146"
"Eigentuemer","2009","Staedtischer Raum","Ost","603","0.243446888025094","0.223943348104438","0.26295042794575"
"Eigentuemer","2009","Laendlicher Raum","West","2972","0.631304730214625","0.617145685076107","0.645463775353142"
"Eigentuemer","2009","Laendlicher Raum","Ost","2146","0.517462776287856","0.501409455862377","0.533516096713335"
"Hauptmieter","2009","Staedtischer Raum","West","5798","0.492842625346044","0.484307058542026","0.501378192150062"
"Hauptmieter","2009","Staedtischer Raum","Ost","1194","0.721770506234705","0.701405114540564","0.742135897928847"
"Hauptmieter","2009","Laendlicher Raum","West","1402","0.343484006813782","0.3295474151047","0.357420598522864"
"Hauptmieter","2009","Laendlicher Raum","Ost","1474","0.453310560549403","0.437317625728819","0.469303495369986"
"Untermieter","2009","Staedtischer Raum","West","209","0.0196596166172773","0.0172894284223689","0.0220298048121857"
"Untermieter","2009","Staedtischer Raum","Ost","63","0.0347826057402006","0.0264556693739506","0.0431095421064506"
"Untermieter","2009","Laendlicher Raum","West","86","0.0252112629715935","0.0206104644591179","0.029812061484069"
"Untermieter","2009","Laendlicher Raum","Ost","100","0.0290887696659991","0.0236897818763529","0.0344877574556453"
"Mieter","2009","Staedtischer Raum","West","","","",""
"Mieter","2009","Staedtischer Raum","Ost","","","",""
"Mieter","2009","Laendlicher Raum","West","","","",""
"Mieter","2009","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2010","Staedtischer Raum","West","10220","0.499443747743819","0.492774738272231","0.506112757215406"
"Eigentuemer","2010","Staedtischer Raum","Ost","759","0.244892199894186","0.228770151157588","0.261014248630784"
"Eigentuemer","2010","Laendlicher Raum","West","4766","0.62923488804254","0.618614094466977","0.639855681618104"
"Eigentuemer","2010","Laendlicher Raum","Ost","2655","0.529367347287823","0.515796988347648","0.542937706227997"
"Hauptmieter","2010","Staedtischer Raum","West","11117","0.483680385536617","0.477014925198946","0.490345845874289"
"Hauptmieter","2010","Staedtischer Raum","Ost","1921","0.730849556784753","0.714221564328926","0.747477549240579"
"Hauptmieter","2010","Laendlicher Raum","West","3062","0.351306746797653","0.340809773897757","0.361803719697548"
"Hauptmieter","2010","Laendlicher Raum","Ost","2406","0.445277524918631","0.431765358012503","0.458789691824759"
"Untermieter","2010","Staedtischer Raum","West","256","0.0168758667195638","0.0151578443250357","0.0185938891140919"
"Untermieter","2010","Staedtischer Raum","Ost","53","0.0242582433210613","0.0184902414233734","0.0300262452187492"
"Untermieter","2010","Laendlicher Raum","West","114","0.0193899967362546","0.0163579341059915","0.0224220593665177"
"Untermieter","2010","Laendlicher Raum","Ost","132","0.0246459341821636","0.0204306629545176","0.0288612054098096"
"Mieter","2010","Staedtischer Raum","West","","","",""
"Mieter","2010","Staedtischer Raum","Ost","","","",""
"Mieter","2010","Laendlicher Raum","West","","","",""
"Mieter","2010","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2011","Staedtischer Raum","West","12365","0.504192451364661","0.497990996934243","0.510393905795079"
"Eigentuemer","2011","Staedtischer Raum","Ost","856","0.241891916073697","0.227077933958815","0.256705898188579"
"Eigentuemer","2011","Laendlicher Raum","West","6078","0.627871686234798","0.618342812741317","0.63740055972828"
"Eigentuemer","2011","Laendlicher Raum","Ost","2986","0.507145122759154","0.49442688906367","0.519863356454638"
"Hauptmieter","2011","Staedtischer Raum","West","12334","0.479441180659814","0.473244752894431","0.485637608425198"
"Hauptmieter","2011","Staedtischer Raum","Ost","2306","0.734554736277605","0.719279246396526","0.749830226158683"
"Hauptmieter","2011","Laendlicher Raum","West","3687","0.353273816761724","0.343851109445753","0.362696524077695"
"Hauptmieter","2011","Laendlicher Raum","Ost","2836","0.471192480484832","0.458494076734601","0.483890884235062"
"Untermieter","2011","Staedtischer Raum","West","271","0.0163663679755247","0.0147926327701273","0.0179401031809222"
"Untermieter","2011","Staedtischer Raum","Ost","48","0.0235533476486979","0.0183071317843461","0.0287995635130497"
"Untermieter","2011","Laendlicher Raum","West","117","0.0188042975154176","0.0161265715504932","0.021482023480342"
"Untermieter","2011","Laendlicher Raum","Ost","110","0.0210993579370876","0.0174433673287663","0.0247553485454089"
"Mieter","2011","Staedtischer Raum","West","","","",""
"Mieter","2011","Staedtischer Raum","Ost","","","",""
"Mieter","2011","Laendlicher Raum","West","","","",""
"Mieter","2011","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2012","Staedtischer Raum","West","12044","0.508943141320322","0.502601994196299","0.515284288444345"
"Eigentuemer","2012","Staedtischer Raum","Ost","783","0.244525395263294","0.229334007447964","0.259716783078625"
"Eigentuemer","2012","Laendlicher Raum","West","5936","0.613913851541172","0.604205279571636","0.623622423510708"
"Eigentuemer","2012","Laendlicher Raum","Ost","2885","0.499326531548245","0.486453199207167","0.512199863889322"
"Hauptmieter","2012","Staedtischer Raum","West","11636","0.476831002524911","0.470495653465184","0.483166351584638"
"Hauptmieter","2012","Staedtischer Raum","Ost","2230","0.729538439725314","0.713838340559501","0.745238538891126"
"Hauptmieter","2012","Laendlicher Raum","West","3611","0.367412098160864","0.357798262476767","0.377025933844961"
"Hauptmieter","2012","Laendlicher Raum","Ost","2798","0.475438155427816","0.462580353361271","0.488295957494361"
"Untermieter","2012","Staedtischer Raum","West","196","0.0142258561547669","0.0127237686833552","0.0157279436261786"
"Untermieter","2012","Staedtischer Raum","Ost","62","0.025936165011392","0.0203182893762523","0.0315540406465317"
"Untermieter","2012","Laendlicher Raum","West","110","0.0186275849468629","0.0159313686628981","0.0213238012308276"
"Untermieter","2012","Laendlicher Raum","Ost","109","0.0249341042134583","0.0209195692987154","0.0289486391282012"
"Mieter","2012","Staedtischer Raum","West","","","",""
"Mieter","2012","Staedtischer Raum","Ost","","","",""
"Mieter","2012","Laendlicher Raum","West","","","",""
"Mieter","2012","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2013","Staedtischer Raum","West","12679","0.496287196807604","0.490470082771463","0.502104310843744"
"Eigentuemer","2013","Staedtischer Raum","Ost","766","0.253651054493853","0.238417968534199","0.268884140453506"
"Eigentuemer","2013","Laendlicher Raum","West","5966","0.606832794507029","0.597467679606366","0.616197909407693"
"Eigentuemer","2013","Laendlicher Raum","Ost","2788","0.510482593165999","0.497507543670937","0.523457642661062"
"Hauptmieter","2013","Staedtischer Raum","West","15464","0.490174287016293","0.484358135958505","0.495990438074081"
"Hauptmieter","2013","Staedtischer Raum","Ost","2315","0.716195503985393","0.700411251265244","0.731979756705543"
"Hauptmieter","2013","Laendlicher Raum","West","4348","0.375925053675688","0.366638406304116","0.38521170104726"
"Hauptmieter","2013","Laendlicher Raum","Ost","2800","0.464127391720314","0.451182933928625","0.477071849512002"
"Untermieter","2013","Staedtischer Raum","West","236","0.0135385161761031","0.0121939717779925","0.0148830605742136"
"Untermieter","2013","Staedtischer Raum","Ost","53","0.0301534415207541","0.0241663133855805","0.0361405696559277"
"Untermieter","2013","Laendlicher Raum","West","136","0.0172421518172828","0.0147463566552038","0.0197379469793618"
"Untermieter","2013","Laendlicher Raum","Ost","111","0.0250654675715807","0.0210079527356871","0.0291229824074743"
"Mieter","2013","Staedtischer Raum","West","","","",""
"Mieter","2013","Staedtischer Raum","Ost","","","",""
"Mieter","2013","Laendlicher Raum","West","","","",""
"Mieter","2013","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2014","Staedtischer Raum","West","11314","0.503181179749749","0.496896400467852","0.509465959031646"
"Eigentuemer","2014","Staedtischer Raum","Ost","699","0.247976228596997","0.23206602698548","0.263886430208514"
"Eigentuemer","2014","Laendlicher Raum","West","5408","0.603863316589812","0.593853919413088","0.613872713766535"
"Eigentuemer","2014","Laendlicher Raum","Ost","2551","0.489229720919937","0.475632505606568","0.502826936233305"
"Hauptmieter","2014","Staedtischer Raum","West","12781","0.483704648757201","0.477423080924418","0.489986216589984"
"Hauptmieter","2014","Staedtischer Raum","Ost","2067","0.708386253275226","0.691640914734951","0.7251315918155"
"Hauptmieter","2014","Laendlicher Raum","West","3668","0.382438857974633","0.372493119042774","0.392384596906491"
"Hauptmieter","2014","Laendlicher Raum","Ost","2550","0.481726716968447","0.468135431745249","0.495318002191645"
"Untermieter","2014","Staedtischer Raum","West","218","0.0131141714930496","0.0116841824770119","0.0145441605090874"
"Untermieter","2014","Staedtischer Raum","Ost","62","0.041560755142957","0.0342075127493248","0.0489139975365892"
"Untermieter","2014","Laendlicher Raum","West","96","0.0136978254355558","0.0113190859756847","0.0160765648954268"
"Untermieter","2014","Laendlicher Raum","Ost","90","0.0287933906047729","0.024244735920573","0.0333420452889727"
"Mieter","2014","Staedtischer Raum","West","","","",""
"Mieter","2014","Staedtischer Raum","Ost","","","",""
"Mieter","2014","Laendlicher Raum","West","","","",""
"Mieter","2014","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2015","Staedtischer Raum","West","10648","0.504060433471959","0.49775456066099","0.510366306282928"
"Eigentuemer","2015","Staedtischer Raum","Ost","684","0.267419682690686","0.250960575336905","0.283878790044466"
"Eigentuemer","2015","Laendlicher Raum","West","5179","0.59785781450451","0.587826931197994","0.607888697811026"
"Eigentuemer","2015","Laendlicher Raum","Ost","2402","0.487528420633784","0.473596858867231","0.501459982400336"
"Hauptmieter","2015","Staedtischer Raum","West","13226","0.48121768468137","0.474916054759376","0.487519314603365"
"Hauptmieter","2015","Staedtischer Raum","Ost","2050","0.706485721252504","0.689552160842486","0.723419281662521"
"Hauptmieter","2015","Laendlicher Raum","West","3873","0.385015358802445","0.375060810272641","0.394969907332249"
"Hauptmieter","2015","Laendlicher Raum","Ost","2455","0.493584923299647","0.479650172732443","0.50751967386685"
"Untermieter","2015","Staedtischer Raum","West","276","0.014721881846671","0.0132029069159513","0.0162408567773906"
"Untermieter","2015","Staedtischer Raum","Ost","44","0.0260945960568106","0.0201664943333746","0.0320226977802465"
"Untermieter","2015","Laendlicher Raum","West","127","0.0171268266930451","0.0144726025305938","0.0197810508554965"
"Untermieter","2015","Laendlicher Raum","Ost","88","0.0188866560665697","0.0150926146260921","0.0226806975070473"
"Mieter","2015","Staedtischer Raum","West","","","",""
"Mieter","2015","Staedtischer Raum","Ost","","","",""
"Mieter","2015","Laendlicher Raum","West","","","",""
"Mieter","2015","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2016","Staedtischer Raum","West","9806","0.501003531344968","0.494315143833189","0.507691918856747"
"Eigentuemer","2016","Staedtischer Raum","Ost","640","0.282175260839396","0.2646693215067","0.299681200172091"
"Eigentuemer","2016","Laendlicher Raum","West","4739","0.609694921465103","0.599114528621189","0.620275314309016"
"Eigentuemer","2016","Laendlicher Raum","Ost","2340","0.500951587189927","0.486527630530715","0.515375543849139"
"Hauptmieter","2016","Staedtischer Raum","West","11430","0.484561436112136","0.477876224239984","0.491246647984289"
"Hauptmieter","2016","Staedtischer Raum","Ost","1853","0.684603234276624","0.666528795060596","0.702677673492651"
"Hauptmieter","2016","Laendlicher Raum","West","3296","0.367068538079965","0.356614229225714","0.377522846934216"
"Hauptmieter","2016","Laendlicher Raum","Ost","2186","0.468822756303287","0.454426841645676","0.483218670960898"
"Untermieter","2016","Staedtischer Raum","West","232","0.0144350325428953","0.0128395068198531","0.0160305582659375"
"Untermieter","2016","Staedtischer Raum","Ost","46","0.0332215048839807","0.0262505883616126","0.0401924214063488"
"Untermieter","2016","Laendlicher Raum","West","131","0.0232365404549322","0.0199689784310288","0.0265041024788356"
"Untermieter","2016","Laendlicher Raum","Ost","90","0.0302256565067856","0.02528666354448","0.0351646494690912"
"Mieter","2016","Staedtischer Raum","West","","","",""
"Mieter","2016","Staedtischer Raum","Ost","","","",""
"Mieter","2016","Laendlicher Raum","West","","","",""
"Mieter","2016","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2017","Staedtischer Raum","West","10954","0.504584447769404","0.498700376491669","0.51046851904714"
"Eigentuemer","2017","Staedtischer Raum","Ost","768","0.291055856259213","0.275484199884316","0.30662751263411"
"Eigentuemer","2017","Laendlicher Raum","West","5121","0.602597088485083","0.593112838340991","0.612081338629176"
"Eigentuemer","2017","Laendlicher Raum","Ost","2607","0.506264374662442","0.4934439257962","0.519084823528683"
"Hauptmieter","2017","Staedtischer Raum","West","16261","0.477672248371924","0.471793799674421","0.483550697069428"
"Hauptmieter","2017","Staedtischer Raum","Ost","2415","0.676433604695082","0.660396169166166","0.692471040223998"
"Hauptmieter","2017","Laendlicher Raum","West","4911","0.374714775562744","0.365333466250177","0.384096084875311"
"Hauptmieter","2017","Laendlicher Raum","Ost","3094","0.465832437489548","0.453040953430783","0.478623921548312"
"Untermieter","2017","Staedtischer Raum","West","521","0.0177433038586713","0.0161896440873361","0.0192969636300066"
"Untermieter","2017","Staedtischer Raum","Ost","86","0.0325105390457053","0.0264309274119368","0.0385901506794738"
"Untermieter","2017","Laendlicher Raum","West","195","0.0226881359521729","0.0198021782842318","0.025574093620114"
"Untermieter","2017","Laendlicher Raum","Ost","141","0.0279031878480105","0.0236799165043812","0.0321264591916399"
"Mieter","2017","Staedtischer Raum","West","","","",""
"Mieter","2017","Staedtischer Raum","Ost","","","",""
"Mieter","2017","Laendlicher Raum","West","","","",""
"Mieter","2017","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2018","Staedtischer Raum","West","10343","0.50513870605288","0.499362506106324","0.510914905999435"
"Eigentuemer","2018","Staedtischer Raum","Ost","727","0.279673166641265","0.264559613175268","0.294786720107262"
"Eigentuemer","2018","Laendlicher Raum","West","4866","0.606189569891838","0.596703939016389","0.615675200767287"
"Eigentuemer","2018","Laendlicher Raum","Ost","2500","0.513957875769525","0.50107509058313","0.526840660955919"
"Hauptmieter","2018","Staedtischer Raum","West","17973","0.479495412161624","0.473723766504543","0.485267057818704"
"Hauptmieter","2018","Staedtischer Raum","Ost","2610","0.698157970778838","0.682700334058201","0.713615607499475"
"Hauptmieter","2018","Laendlicher Raum","West","5141","0.375247764143721","0.365847688473375","0.384647839814067"
"Hauptmieter","2018","Laendlicher Raum","Ost","3172","0.464564548521729","0.451709147133858","0.477419949909601"
"Untermieter","2018","Staedtischer Raum","West","464","0.0152092459191326","0.0137953384992961","0.0166231533389691"
"Untermieter","2018","Staedtischer Raum","Ost","51","0.0221688625798975","0.0172111650470349","0.02712656011276"
"Untermieter","2018","Laendlicher Raum","West","185","0.0185626659644407","0.0159422523592562","0.0211830795696252"
"Untermieter","2018","Laendlicher Raum","Ost","110","0.0214775757087458","0.0177408857244591","0.0252142656930324"
"Mieter","2018","Staedtischer Raum","West","","","",""
"Mieter","2018","Staedtischer Raum","Ost","","","",""
"Mieter","2018","Laendlicher Raum","West","","","",""
"Mieter","2018","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2019","Staedtischer Raum","West","11762","0.50870835528773","0.502906358888534","0.514510351686925"
"Eigentuemer","2019","Staedtischer Raum","Ost","948","0.291911564311563","0.276589026901854","0.307234101721271"
"Eigentuemer","2019","Laendlicher Raum","West","5151","0.604473651957829","0.594882948701172","0.614064355214486"
"Eigentuemer","2019","Laendlicher Raum","Ost","2970","0.533476471846513","0.520821670376215","0.546131273316812"
"Hauptmieter","2019","Staedtischer Raum","West","16107","0.474968776649713","0.469173176343714","0.480764376955713"
"Hauptmieter","2019","Staedtischer Raum","Ost","2385","0.682078916027529","0.666384749113244","0.697773082941815"
"Hauptmieter","2019","Laendlicher Raum","West","4646","0.3787342933724","0.369219922797182","0.388248663947618"
"Hauptmieter","2019","Laendlicher Raum","Ost","2906","0.44449221347562","0.431887351931653","0.457097075019587"
"Untermieter","2019","Staedtischer Raum","West","651","0.016322868062557","0.014852256916784","0.01779347920833"
"Untermieter","2019","Staedtischer Raum","Ost","49","0.0260095196609079","0.0206453215191115","0.0313737178027043"
"Untermieter","2019","Laendlicher Raum","West","188","0.0167920546697709","0.0142717754076685","0.0193123339318733"
"Untermieter","2019","Laendlicher Raum","Ost","94","0.0220313146778665","0.0183078811359408","0.0257547482197922"
"Mieter","2019","Staedtischer Raum","West","","","",""
"Mieter","2019","Staedtischer Raum","Ost","","","",""
"Mieter","2019","Laendlicher Raum","West","","","",""
"Mieter","2019","Laendlicher Raum","Ost","","","",""
"Eigentuemer","2020","Staedtischer Raum","West","10555","0.50334666891733","0.497756926981906","0.508936410852754"
"Eigentuemer","2020","Staedtischer Raum","Ost","781","0.264432394478123","0.24988969939285","0.278975089563396"
"Eigentuemer","2020","Laendlicher Raum","West","4651","0.597552383084199","0.587967691779059","0.60713707438934"
"Eigentuemer","2020","Laendlicher Raum","Ost","2630","0.522983317370603","0.50990976789864","0.536056866842566"
"Hauptmieter","2020","Staedtischer Raum","West","19255","0.477378939354855","0.471794795941758","0.482963082767951"
"Hauptmieter","2020","Staedtischer Raum","Ost","2645","0.700906198464734","0.6858085284458","0.716003868483668"
"Hauptmieter","2020","Laendlicher Raum","West","5132","0.378780790431071","0.369299840130137","0.388261740732006"
"Hauptmieter","2020","Laendlicher Raum","Ost","2887","0.461004551935496","0.447957032017155","0.474052071853837"
"Untermieter","2020","Staedtischer Raum","West","925","0.0192743917278155","0.017737314881351","0.02081146857428"
"Untermieter","2020","Staedtischer Raum","Ost","107","0.0346614070571426","0.0286297144410022","0.040693099673283"
"Untermieter","2020","Laendlicher Raum","West","273","0.0236668264847293","0.0206958138755697","0.026637839093889"
"Untermieter","2020","Laendlicher Raum","Ost","90","0.0160121306939005","0.0127266248174137","0.0192976365703872"
"Mieter","2020","Staedtischer Raum","West","","","",""
"Mieter","2020","Staedtischer Raum","Ost","","","",""
"Mieter","2020","Laendlicher Raum","West","","","",""
"Mieter","2020","Laendlicher Raum","Ost","","","",""
