"hgowner","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Untermieter","2017","3","Ost","45","0.0230942336179159","0.0166016933811531","0.0295867738546787"
"Untermieter","2017","4","West","96","0.0159527125553858","0.0132955447348167","0.0186098803759549"
"Untermieter","2017","4","Ost","55","0.0412123257463053","0.0332678483493772","0.0491568031432333"
"Untermieter","2017","5","West","160","0.0151129995019473","0.0130824680954514","0.0171435309084433"
"Untermieter","2017","5","Ost","","","",""
"Mieter","2017","1","West","","","",""
"Mieter","2017","1","Ost","","","",""
"Mieter","2017","2","West","","","",""
"Mieter","2017","2","Ost","","","",""
"Mieter","2017","3","West","","","",""
"Mieter","2017","3","Ost","","","",""
"Mieter","2017","4","West","","","",""
"Mieter","2017","4","Ost","","","",""
"Mieter","2017","5","West","","","",""
"Mieter","2017","5","Ost","","","",""
"Eigentuemer","2018","1","West","","","",""
"Eigentuemer","2018","1","Ost","","","",""
"Eigentuemer","2018","2","West","345","0.190998322019829","0.183003234200287","0.198993409839371"
"Eigentuemer","2018","2","Ost","162","0.2064833397808","0.189487602520287","0.223479077041313"
"Eigentuemer","2018","3","West","1638","0.314860588872206","0.304141228819039","0.325579948925373"
"Eigentuemer","2018","3","Ost","494","0.30526437990976","0.284425252844695","0.326103506974824"
"Eigentuemer","2018","4","West","4057","0.530298486228562","0.519589900521681","0.541007071935444"
"Eigentuemer","2018","4","Ost","1074","0.442551195624818","0.422995120661253","0.462107270588384"
"Eigentuemer","2018","5","West","9169","0.649272433670817","0.641404511127015","0.657140356214618"
"Eigentuemer","2018","5","Ost","1497","0.563842367055833","0.544914851249573","0.582769882862092"
"Hauptmieter","2018","1","West","","","",""
"Hauptmieter","2018","1","Ost","","","",""
"Hauptmieter","2018","2","West","8631","0.765380039856332","0.756761081233617","0.773998998479048"
"Hauptmieter","2018","2","Ost","1977","0.759081138893876","0.741125577968069","0.777036699819684"
"Hauptmieter","2018","3","West","5469","0.669559101392306","0.658703307526495","0.680414895258117"
"Hauptmieter","2018","3","Ost","1343","0.668042229389528","0.646732641446914","0.689351817332143"
"Hauptmieter","2018","4","West","4186","0.456609342493055","0.44592151529269","0.46729716969342"
"Hauptmieter","2018","4","Ost","1354","0.53943041933644","0.519805278503118","0.559055560169762"
"Hauptmieter","2018","5","West","4828","0.337050024499417","0.329256225453991","0.344843823544843"
"Hauptmieter","2018","5","Ost","1108","0.418289469425068","0.399462303303064","0.437116635547072"
"Untermieter","2018","1","West","","","",""
"Untermieter","2018","1","Ost","","","",""
"Untermieter","2018","2","West","310","0.0436216381238386","0.039467321366244","0.0477759548814332"
"Untermieter","2018","2","Ost","40","0.0344355213253235","0.0267793181973416","0.0420917244533053"
"Untermieter","2018","3","West","105","0.0155803097354875","0.0127220715205088","0.0184385479504663"
"Untermieter","2018","3","Ost","39","0.026693390700712","0.0193995145998443","0.0339872668015796"
"Untermieter","2018","4","West","101","0.0130921712783831","0.0106532090221723","0.0155311335345939"
"Untermieter","2018","4","Ost","50","0.0180183850387417","0.0127810898817184","0.0232556801957649"
"Untermieter","2018","5","West","133","0.0134435157088767","0.0115447164653944","0.015342314952359"
"Untermieter","2018","5","Ost","32","0.0178681635190992","0.0128120376156291","0.0229242894225693"
"Mieter","2018","1","West","","","",""
"Mieter","2018","1","Ost","","","",""
"Mieter","2018","2","West","","","",""
"Mieter","2018","2","Ost","","","",""
"Mieter","2018","3","West","","","",""
"Mieter","2018","3","Ost","","","",""
"Mieter","2018","4","West","","","",""
"Mieter","2018","4","Ost","","","",""
"Mieter","2018","5","West","","","",""
"Mieter","2018","5","Ost","","","",""
"Eigentuemer","2019","1","West","","","",""
"Eigentuemer","2019","1","Ost","","","",""
"Eigentuemer","2019","2","West","428","0.189246468508306","0.180469444090999","0.198023492925614"
"Eigentuemer","2019","2","Ost","170","0.234869835832787","0.215248018416625","0.254491653248949"
"Eigentuemer","2019","3","West","1360","0.3187415765329","0.307528219295624","0.329954933770175"
"Eigentuemer","2019","3","Ost","407","0.316716237608519","0.293821682193645","0.339610793023393"
"Eigentuemer","2019","4","West","3741","0.518835399700355","0.507599256973496","0.530071542427215"
"Eigentuemer","2019","4","Ost","1052","0.457910087380329","0.437727671432045","0.478092503328613"
"Eigentuemer","2019","5","West","11626","0.645939914400867","0.638795909603401","0.653083919198333"
"Eigentuemer","2019","5","Ost","2328","0.548325832195678","0.532393466006997","0.564258198384359"
"Hauptmieter","2019","1","West","","","",""
"Hauptmieter","2019","1","Ost","","","",""
"Hauptmieter","2019","2","West","6769","0.752750318503844","0.743083527384771","0.762417109622917"
"Hauptmieter","2019","2","Ost","1600","0.72088703098722","0.700124439422971","0.741649622551469"
"Hauptmieter","2019","3","West","5108","0.655384795640247","0.643948753272449","0.666820838008044"
"Hauptmieter","2019","3","Ost","1153","0.660613107977228","0.63730979729368","0.683916418660777"
"Hauptmieter","2019","4","West","3758","0.468412001140365","0.457190338619419","0.479633663661311"
"Hauptmieter","2019","4","Ost","1236","0.518730893946672","0.498490804232948","0.538970983660396"
"Hauptmieter","2019","5","West","5450","0.34436134568898","0.33726317129985","0.35145952007811"
"Hauptmieter","2019","5","Ost","1374","0.433353458204922","0.417488988688098","0.449217927721745"
"Untermieter","2019","1","West","","","",""
"Untermieter","2019","1","Ost","","","",""
"Untermieter","2019","2","West","454","0.0580032129878493","0.0527655237612572","0.0632409022144414"
"Untermieter","2019","2","Ost","","","",""
"Untermieter","2019","3","West","166","0.0258736278268536","0.022053334838711","0.0296939208149962"
"Untermieter","2019","3","Ost","","","",""
"Untermieter","2019","4","West","97","0.0127525991592795","0.0102293045082507","0.0152758938103083"
"Untermieter","2019","4","Ost","53","0.0233590186729995","0.0172405582793576","0.0294774790666414"
"Untermieter","2019","5","West","138","0.00969873991015271","0.00823471483875498","0.0111627649815504"
"Untermieter","2019","5","Ost","46","0.0183207095994007","0.0140272808516477","0.0226141383471536"
"Mieter","2019","1","West","","","",""
"Mieter","2019","1","Ost","","","",""
"Mieter","2019","2","West","","","",""
"Mieter","2019","2","Ost","","","",""
"Mieter","2019","3","West","","","",""
"Mieter","2019","3","Ost","","","",""
"Mieter","2019","4","West","","","",""
"Mieter","2019","4","Ost","","","",""
"Mieter","2019","5","West","","","",""
"Mieter","2019","5","Ost","","","",""
"Eigentuemer","2020","1","West","","","",""
"Eigentuemer","2020","1","Ost","","","",""
"Eigentuemer","2020","2","West","295","0.166172719585844","0.15752042685496","0.174825012316728"
"Eigentuemer","2020","2","Ost","114","0.157032681195352","0.14001070721043","0.174054655180273"
"Eigentuemer","2020","3","West","1206","0.304788738061519","0.295025879153875","0.314551596969162"
"Eigentuemer","2020","3","Ost","333","0.287062799934633","0.265207978021319","0.308917621847947"
"Eigentuemer","2020","4","West","3154","0.510156449991612","0.499239641128811","0.521073258854414"
"Eigentuemer","2020","4","Ost","832","0.452583441344406","0.43100520524968","0.474161677439133"
"Eigentuemer","2020","5","West","10551","0.633138371327978","0.625911865583373","0.640364877072583"
"Eigentuemer","2020","5","Ost","2132","0.533244871603108","0.517158845743141","0.549330897463075"
"Hauptmieter","2020","1","West","","","",""
"Hauptmieter","2020","1","Ost","","","",""
"Hauptmieter","2020","2","West","6372","0.767682231321226","0.757865989494404","0.777498473148048"
"Hauptmieter","2020","2","Ost","1574","0.813984205243084","0.795779131998624","0.832189278487544"
"Hauptmieter","2020","3","West","7016","0.661606660725845","0.651571369203846","0.671641952247845"
"Hauptmieter","2020","3","Ost","1281","0.682765134736696","0.660281873874597","0.705248395598795"
"Hauptmieter","2020","4","West","4716","0.477028832798555","0.46612130053343","0.48793636506368"
"Hauptmieter","2020","4","Ost","1160","0.522694427236991","0.501040841059528","0.544348013414454"
"Hauptmieter","2020","5","West","6283","0.351810471097934","0.344650137173912","0.358970805021957"
"Hauptmieter","2020","5","Ost","1517","0.449614074646067","0.433574439752811","0.465653709539324"
"Untermieter","2020","1","West","","","",""
"Untermieter","2020","1","Ost","","","",""
"Untermieter","2020","2","West","443","0.06614504909293","0.0603680583050652","0.0719220398807947"
"Untermieter","2020","2","Ost","67","0.028983113561564","0.021134454915753","0.036831772207375"
"Untermieter","2020","3","West","318","0.033604601212636","0.0297825548100531","0.0374266476152188"
"Untermieter","2020","3","Ost","32","0.030172065328671","0.0219082036386543","0.0384359270186878"
"Untermieter","2020","4","West","185","0.012814717209833","0.0103584864369709","0.0152709479826951"
"Untermieter","2020","4","Ost","52","0.0247221314186027","0.0179905859249537","0.0314536769122517"
"Untermieter","2020","5","West","252","0.0150511575740876","0.0132254985073286","0.0168768166408466"
"Untermieter","2020","5","Ost","46","0.0171410537508245","0.0129559596679243","0.0213261478337247"
"Mieter","2020","1","West","","","",""
"Mieter","2020","1","Ost","","","",""
"Mieter","2020","2","West","","","",""
"Mieter","2020","2","Ost","","","",""
"Mieter","2020","3","West","","","",""
"Mieter","2020","3","Ost","","","",""
"Mieter","2020","4","West","","","",""
"Mieter","2020","4","Ost","","","",""
"Mieter","2020","5","West","","","",""
"Mieter","2020","5","Ost","","","",""
