"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2015","Alleinerziehende","Laendlicher Raum","4.18","3.5","1532","4.1","4.26"
"2015","Alleinerziehende","Staedtischer Raum","3.68","2.5","2896","3.63","3.73"
"2015","Paar mit Kind(ern)","Laendlicher Raum","5.08","4.5","7753","5.04","5.12"
"2015","Paar mit Kind(ern)","Staedtischer Raum","4.76","4.5","15030","4.73","4.79"
"2015","Sonstige","Laendlicher Raum","4.53","3.5","467","4.36","4.7"
"2015","Sonstige","Staedtischer Raum","4.44","3.5","995","4.33","4.55"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.32","3.5","3098","4.26","4.38"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.97","3.5","5220","3.93","4.01"
"2016","1-Pers.- Haushalt","Laendlicher Raum","3.15","2.5","1200","3.06","3.24"
"2016","1-Pers.- Haushalt","Staedtischer Raum","2.86","2.5","2603","2.81","2.91"
"2016","Alleinerziehende","Laendlicher Raum","4.12","3.5","1571","4.05","4.19"
"2016","Alleinerziehende","Staedtischer Raum","3.73","2.5","3009","3.68","3.78"
"2016","Paar mit Kind(ern)","Laendlicher Raum","5.12","4.5","8838","5.08","5.16"
"2016","Paar mit Kind(ern)","Staedtischer Raum","4.74","4.5","17447","4.72","4.76"
"2016","Sonstige","Laendlicher Raum","4.35","3.5","646","4.2","4.5"
"2016","Sonstige","Staedtischer Raum","4.45","3.5","1442","4.37","4.53"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.35","3.5","3502","4.3","4.4"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.96","3.5","5922","3.92","4"
"2017","1-Pers.- Haushalt","Laendlicher Raum","3.1","2.5","1400","3.02","3.18"
"2017","1-Pers.- Haushalt","Staedtischer Raum","2.89","2.5","2890","2.84","2.94"
"2017","Alleinerziehende","Laendlicher Raum","4.19","3.5","1610","4.11","4.27"
"2017","Alleinerziehende","Staedtischer Raum","3.84","2.5","3135","3.79","3.89"
"2017","Paar mit Kind(ern)","Laendlicher Raum","5.06","4.5","9789","5.03","5.09"
"2017","Paar mit Kind(ern)","Staedtischer Raum","4.72","3.5","19165","4.7","4.74"
"2017","Sonstige","Laendlicher Raum","5.24","4.5","857","5.11","5.37"
"2017","Sonstige","Staedtischer Raum","4.56","3.5","1871","4.48","4.64"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.35","3.5","3427","4.3","4.4"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","3.98","3.5","5850","3.94","4.02"
"2018","1-Pers.- Haushalt","Laendlicher Raum","3.11","2.5","1387","3.03","3.19"
"2018","1-Pers.- Haushalt","Staedtischer Raum","2.88","2.5","3071","2.83","2.93"
"2018","Alleinerziehende","Laendlicher Raum","4.06","3.5","1500","3.97","4.15"
"2018","Alleinerziehende","Staedtischer Raum","3.76","2.5","3176","3.71","3.81"
"2018","Paar mit Kind(ern)","Laendlicher Raum","5.16","4.5","9034","5.12","5.2"
"2018","Paar mit Kind(ern)","Staedtischer Raum","4.78","4.5","18430","4.76","4.8"
"2018","Sonstige","Laendlicher Raum","5.23","4.5","620","5.07","5.39"
"2018","Sonstige","Staedtischer Raum","4.51","3.5","1631","4.42","4.6"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.38","3.5","3679","4.32","4.44"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","4.02","3.5","6410","3.98","4.06"
"2019","1-Pers.- Haushalt","Laendlicher Raum","3.14","2.5","1382","3.06","3.22"
"2019","1-Pers.- Haushalt","Staedtischer Raum","2.91","2.5","3018","2.86","2.96"
"2019","Alleinerziehende","Laendlicher Raum","4.16","3.5","1414","4.07","4.25"
"2019","Alleinerziehende","Staedtischer Raum","3.8","2.5","2872","3.75","3.85"
"2019","Paar mit Kind(ern)","Laendlicher Raum","5.19","4.5","8951","5.15","5.23"
"2019","Paar mit Kind(ern)","Staedtischer Raum","4.75","4.5","18359","4.72","4.78"
"2019","Sonstige","Laendlicher Raum","4.9","4.5","527","4.73","5.07"
"2019","Sonstige","Staedtischer Raum","4.49","3.5","1243","4.39","4.59"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","4.36","3.5","3561","4.3","4.42"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","4.06","3.5","6832","4.02","4.1"
"2020","1-Pers.- Haushalt","Laendlicher Raum","3.17","2.5","1515","3.09","3.25"
"2020","1-Pers.- Haushalt","Staedtischer Raum","2.87","2.5","3915","2.83","2.91"
"2020","Alleinerziehende","Laendlicher Raum","4.25","3.5","1318","4.16","4.34"
"2020","Alleinerziehende","Staedtischer Raum","3.88","2.5","2969","3.83","3.93"
"2020","Paar mit Kind(ern)","Laendlicher Raum","5.28","4.5","8585","5.24","5.32"
"2020","Paar mit Kind(ern)","Staedtischer Raum","4.85","4.5","18900","4.83","4.87"
"2020","Sonstige","Laendlicher Raum","5.67","4.5","684","5.51","5.83"
"2020","Sonstige","Staedtischer Raum","4.58","3.5","1652","4.49","4.67"
