"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2012","1-Pers.- Haushalt","Ostdeutschland","0","0","936","0","0","0","0","0","0","0","0","0","0","0"
"2012","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2012","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Alleinerziehende","Westdeutschland","0.61","0","4327","0","0","1","2","3","0.58","0.64","0","5","1","1"
"2012","Paar mit Kind(ern)","Ostdeutschland","1","0.5","4257","0","0","2","2","4","0.96","1.04","0","6","1","2"
"2012","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2012","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Sonstige","Westdeutschland","0.54","0","595","0","0","1","2","3","0.46","0.62","0","5","0","0"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","7056","0","0","0","0","0","0","0","0","0","0","0"
"2013","1-Pers.- Haushalt","Ostdeutschland","0","0","903","0","0","0","0","0","0","0","0","0","0","0"
"2013","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2013","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Alleinerziehende","Westdeutschland","0.66","0","4602","0","0","1","2","4","0.63","0.69","0","6","1","1"
"2013","Paar mit Kind(ern)","Ostdeutschland","0.99","0.5","4275","0","0","2","2","4","0.95","1.03","0","6","1","1"
"2013","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2013","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","6560","0","0","0","0","0","0","0","0","0","0","0"
"2014","1-Pers.- Haushalt","Ostdeutschland","0","0","882","0","0","0","0","0","0","0","0","0","0","0"
"2014","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2014","Alleinerziehende","Ostdeutschland","1.01","0.5","993","0","0","2","2","4","0.94","1.08","0","6","1","1"
"2014","Alleinerziehende","Westdeutschland","0.62","0","3695","0","0","1","2","4","0.59","0.65","0","7","0","1"
"2014","Paar mit Kind(ern)","Ostdeutschland","1.06","0.5","3798","0","0","2","2","4","1.02","1.1","0","6","1","1"
"2014","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2014","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","6618","0","0","0","0","0","0","0","0","0","0","0"
"2015","1-Pers.- Haushalt","Ostdeutschland","0","0","873","0","0","0","0","0","0","0","0","0","0","0"
"2015","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2015","Alleinerziehende","Ostdeutschland","0.96","0.5","929","0","0","1","2","5","0.89","1.03","0","5","1","1"
"2015","Alleinerziehende","Westdeutschland","0.65","0","3499","0","0","1","2","4","0.61","0.69","0","7","0","1"
"2015","Paar mit Kind(ern)","Ostdeutschland","1.08","0.5","3585","0","0","2","2","4","1.04","1.12","0","7","1","1"
"2015","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2015","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","6270","0","0","0","0","0","0","0","0","0","0","0"
"2016","1-Pers.- Haushalt","Ostdeutschland","0","0","937","0","0","0","0","0","0","0","0","0","0","0"
"2016","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2016","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Alleinerziehende","Westdeutschland","0.62","0","3548","0","0","1","2","3","0.58","0.66","0","6","0","1"
"2016","Paar mit Kind(ern)","Ostdeutschland","1.08","0.5","4325","0","0","2","2","4","1.04","1.12","0","8","2","2"
"2016","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2016","Sonstige","Ostdeutschland","0.7","0","306","0","0","1","2","4","0.54","0.86","0","5","0","1"
"2016","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","7140","0","0","0","0","0","0","0","0","0","0","0"
"2017","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2017","1-Pers.- Haushalt","Westdeutschland","0","0","3241","0","0","0","0","0","0","0","0","0","0","0"
"2017","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Alleinerziehende","Westdeutschland","0.68","0","3739","0","0","1","2","6","0.64","0.72","0","6","0","1"
"2017","Paar mit Kind(ern)","Ostdeutschland","1.1","0.5","4732","0","0","2","2","4","1.06","1.14","0","8","2","2"
"2017","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2017","Sonstige","Ostdeutschland","0.74","0","303","0","0","1","2","4","0.62","0.86","0","4","0","0"
"2017","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","6994","0","0","0","0","0","0","0","0","0","0","0"
"2018","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2018","1-Pers.- Haushalt","Westdeutschland","0","0","3368","0","0","0","0","0","0","0","0","0","0","0"
"2018","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Alleinerziehende","Westdeutschland","0.6","0","3678","0","0","1","2","4","0.57","0.63","0","6","0","1"
"2018","Paar mit Kind(ern)","Ostdeutschland","1.14","0.5","4551","0","0","2","2","5","1.1","1.18","0","8","2","2"
"2018","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2018","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","7790","0","0","0","0","0","0","0","0","0","0","0"
"2019","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2019","1-Pers.- Haushalt","Westdeutschland","0","0","3526","0","0","0","0","0","0","0","0","0","0","0"
"2019","Alleinerziehende","Ostdeutschland","0.84","0.5","968","0","0","1","2","4","0.77","0.91","0","6","1","1"
"2019","Alleinerziehende","Westdeutschland","0.67","0","3350","0","0","1","2","4","0.63","0.71","0","6","0","1"
"2019","Paar mit Kind(ern)","Ostdeutschland","1.12","0.5","4643","0","0","2","2","6","1.08","1.16","0","8","1","1"
"2019","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2019","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","0","0","7996","0","0","0","0","0","0","0","0","0","0","0"
"2020","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2020","1-Pers.- Haushalt","Westdeutschland","0","0","4272","0","0","0","0","0","0","0","0","0","0","0"
"2020","Alleinerziehende","Ostdeutschland","0.82","0.5","939","0","0","1","2","4","0.75","0.89","0","5","1","1"
"2020","Alleinerziehende","Westdeutschland","0.59","0","3348","0","0","1","2","3","0.55","0.63","0","6","0","1"
"2020","Paar mit Kind(ern)","Ostdeutschland","1.14","0.5","4383","0","0","2","2","5","1.1","1.18","0","8","1","1"
"2020","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2020","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2020","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
