,Unnamed: 0,year,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
692,692,2005,2nd Quintile,3 rooms,0.36167,730,11004,0.34305,0.38349
693,693,2005,2nd Quintile,4 rooms,0.19312,440,11004,0.1818,0.20691
694,694,2005,2nd Quintile,5 rooms,0.09591,223,11004,0.08632,0.10487
695,695,2005,2nd Quintile,6 rooms,0.04507,109,11004,0.03876,0.05135
696,696,2005,2nd Quintile,7 rooms,0.02631,52,11004,0.0214,0.03233
697,697,2005,3rd Quintile,1 room,0.02743,41,11004,0.02278,0.03121
698,698,2005,3rd Quintile,2 rooms,0.20371,353,11004,0.19173,0.2183
699,699,2005,3rd Quintile,3 rooms,0.32294,652,11004,0.30475,0.33972
700,700,2005,3rd Quintile,4 rooms,0.19201,438,11004,0.1775,0.2066
701,701,2005,3rd Quintile,5 rooms,0.1423,333,11004,0.13063,0.15339
702,702,2005,3rd Quintile,6 rooms,0.06485,140,11004,0.05538,0.07332
703,703,2005,3rd Quintile,7 rooms,0.02915,67,11004,0.0247,0.03402
704,704,2005,3rd Quintile,8 rooms,0.0176,41,11004,0.0139,0.02211
705,705,2005,4th Quintile,2 rooms,0.16988,266,11004,0.15639,0.18007
706,706,2005,4th Quintile,3 rooms,0.28939,591,11004,0.27147,0.30872
707,707,2005,4th Quintile,4 rooms,0.22162,510,11004,0.20814,0.237
708,708,2005,4th Quintile,5 rooms,0.17421,402,11004,0.16221,0.18852
709,709,2005,4th Quintile,6 rooms,0.09558,243,11004,0.08386,0.10553
710,710,2005,4th Quintile,7 rooms,0.03123,97,11004,0.02585,0.03812
711,711,2005,4th Quintile,8 rooms,0.01809,47,11004,0.01519,0.02166
712,712,2005,5th Quintile,2 rooms,0.1081,186,11004,0.09507,0.1197
713,713,2005,5th Quintile,3 rooms,0.2577,570,11004,0.23964,0.27304
714,714,2005,5th Quintile,4 rooms,0.22321,633,11004,0.20825,0.23945
715,715,2005,5th Quintile,5 rooms,0.19369,589,11004,0.1792,0.20723
716,716,2005,5th Quintile,6 rooms,0.10916,396,11004,0.09707,0.11951
717,717,2005,5th Quintile,7 rooms,0.05203,218,11004,0.04513,0.05921
718,718,2005,5th Quintile,8 rooms,0.03098,120,11004,0.02568,0.03656
719,719,2005,5th Quintile,9 rooms,0.0109,56,11004,0.00845,0.01378
720,720,2005,5th Quintile,10 or more rooms,0.01423,52,11004,0.0106,0.01757
721,721,2006,1st Quintile,1 room,0.09769,173,12086,0.08743,0.10818
722,722,2006,1st Quintile,2 rooms,0.32876,605,12086,0.31193,0.34568
723,723,2006,1st Quintile,3 rooms,0.35142,757,12086,0.33717,0.36873
724,724,2006,1st Quintile,4 rooms,0.14094,329,12086,0.1291,0.15129
725,725,2006,1st Quintile,5 rooms,0.05821,131,12086,0.05139,0.06556
726,726,2006,1st Quintile,6 rooms,0.02298,53,12086,0.01894,0.02769
727,727,2006,2nd Quintile,1 room,0.03776,60,12086,0.0333,0.04261
728,728,2006,2nd Quintile,2 rooms,0.24715,467,12086,0.23523,0.26215
729,729,2006,2nd Quintile,3 rooms,0.36936,794,12086,0.35467,0.38774
730,730,2006,2nd Quintile,4 rooms,0.17256,453,12086,0.16149,0.18488
731,731,2006,2nd Quintile,5 rooms,0.09356,232,12086,0.08548,0.10189
732,732,2006,2nd Quintile,6 rooms,0.05312,123,12086,0.04675,0.06112
733,733,2006,2nd Quintile,7 rooms,0.0265,63,12086,0.02133,0.03096
734,734,2006,3rd Quintile,1 room,0.02382,36,12086,0.01928,0.02766
735,735,2006,3rd Quintile,2 rooms,0.20328,386,12086,0.19088,0.21906
736,736,2006,3rd Quintile,3 rooms,0.31813,736,12086,0.30018,0.33398
737,737,2006,3rd Quintile,4 rooms,0.19763,520,12086,0.18694,0.21222
738,738,2006,3rd Quintile,5 rooms,0.14349,374,12086,0.1307,0.15424
739,739,2006,3rd Quintile,6 rooms,0.07239,196,12086,0.0644,0.08053
740,740,2006,3rd Quintile,7 rooms,0.02686,85,12086,0.02277,0.0316
741,741,2006,3rd Quintile,8 rooms,0.0144,48,12086,0.01236,0.01615
742,742,2006,4th Quintile,1 room,0.02145,39,12086,0.01766,0.02517
743,743,2006,4th Quintile,2 rooms,0.18137,330,12086,0.16841,0.19484
744,744,2006,4th Quintile,3 rooms,0.27726,623,12086,0.26191,0.28912
745,745,2006,4th Quintile,4 rooms,0.22175,579,12086,0.20967,0.23511
746,746,2006,4th Quintile,5 rooms,0.17,444,12086,0.15622,0.18268
747,747,2006,4th Quintile,6 rooms,0.07619,243,12086,0.06741,0.08598
748,748,2006,4th Quintile,7 rooms,0.0368,126,12086,0.03014,0.04325
749,749,2006,4th Quintile,8 rooms,0.01518,51,12086,0.01277,0.0178
750,750,2006,5th Quintile,2 rooms,0.11684,217,12086,0.10674,0.1278
751,751,2006,5th Quintile,3 rooms,0.24899,594,12086,0.23396,0.26417
752,752,2006,5th Quintile,4 rooms,0.21986,664,12086,0.20518,0.23535
753,753,2006,5th Quintile,5 rooms,0.17944,634,12086,0.16428,0.19295
754,754,2006,5th Quintile,6 rooms,0.11171,425,12086,0.10102,0.12152
755,755,2006,5th Quintile,7 rooms,0.06215,252,12086,0.05598,0.0698
756,756,2006,5th Quintile,8 rooms,0.03437,137,12086,0.02861,0.04194
757,757,2006,5th Quintile,9 rooms,0.01524,58,12086,0.01087,0.02063
758,758,2006,5th Quintile,10 or more rooms,0.0114,49,12086,0.00865,0.01467
759,759,2007,1st Quintile,1 room,0.09526,160,11290,0.08568,0.10768
760,760,2007,1st Quintile,2 rooms,0.34155,571,11290,0.32663,0.36093
761,761,2007,1st Quintile,3 rooms,0.33749,693,11290,0.32057,0.35755
762,762,2007,1st Quintile,4 rooms,0.14669,322,11290,0.13631,0.15693
763,763,2007,1st Quintile,5 rooms,0.05755,111,11290,0.04923,0.0657
764,764,2007,1st Quintile,6 rooms,0.02146,42,11290,0.01692,0.02526
765,765,2007,2nd Quintile,1 room,0.03381,53,11290,0.02911,0.03859
766,766,2007,2nd Quintile,2 rooms,0.23556,418,11290,0.22056,0.2498
767,767,2007,2nd Quintile,3 rooms,0.37234,792,11290,0.35575,0.38995
768,768,2007,2nd Quintile,4 rooms,0.18345,430,11290,0.16953,0.1963
769,769,2007,2nd Quintile,5 rooms,0.09747,226,11290,0.08717,0.10794
770,770,2007,2nd Quintile,6 rooms,0.05309,127,11290,0.04475,0.06089
771,771,2007,2nd Quintile,7 rooms,0.02428,62,11290,0.01952,0.02887
772,772,2007,3rd Quintile,1 room,0.02899,40,11290,0.02584,0.03257
773,773,2007,3rd Quintile,2 rooms,0.19039,335,11290,0.17633,0.20336
774,774,2007,3rd Quintile,3 rooms,0.31366,669,11290,0.29789,0.33034
775,775,2007,3rd Quintile,4 rooms,0.20488,482,11290,0.19157,0.21893
776,776,2007,3rd Quintile,5 rooms,0.13645,333,11290,0.12601,0.14929
777,777,2007,3rd Quintile,6 rooms,0.07832,195,11290,0.07124,0.08662
778,778,2007,3rd Quintile,7 rooms,0.03457,87,11290,0.02955,0.04089
779,779,2007,3rd Quintile,8 rooms,0.01274,36,11290,0.01063,0.01529
780,780,2007,4th Quintile,1 room,0.01653,33,11290,0.01314,0.02055
781,781,2007,4th Quintile,2 rooms,0.17589,298,11290,0.16132,0.19087
782,782,2007,4th Quintile,3 rooms,0.2757,575,11290,0.25803,0.29024
783,783,2007,4th Quintile,4 rooms,0.22161,550,11290,0.20689,0.23814
784,784,2007,4th Quintile,5 rooms,0.15223,401,11290,0.14105,0.16264
785,785,2007,4th Quintile,6 rooms,0.09931,266,11290,0.09113,0.10868
786,786,2007,4th Quintile,7 rooms,0.04191,121,11290,0.03636,0.04952
787,787,2007,4th Quintile,8 rooms,0.01683,50,11290,0.01307,0.02075
788,788,2007,5th Quintile,2 rooms,0.09651,179,11290,0.08458,0.10827
789,789,2007,5th Quintile,3 rooms,0.24121,539,11290,0.22542,0.25771
790,790,2007,5th Quintile,4 rooms,0.22393,611,11290,0.20634,0.23979
791,791,2007,5th Quintile,5 rooms,0.1886,594,11290,0.17505,0.2051
792,792,2007,5th Quintile,6 rooms,0.11696,403,11290,0.10574,0.12671
793,793,2007,5th Quintile,7 rooms,0.06672,254,11290,0.05861,0.07668
794,794,2007,5th Quintile,8 rooms,0.03566,126,11290,0.03049,0.04238
795,795,2007,5th Quintile,9 rooms,0.01506,59,11290,0.01176,0.01851
796,796,2007,5th Quintile,10 or more rooms,0.01536,47,11290,0.0115,0.01954
797,797,2008,1st Quintile,1 room,0.08435,142,10637,0.07529,0.09476
798,798,2008,1st Quintile,2 rooms,0.34603,553,10637,0.32752,0.3663
799,799,2008,1st Quintile,3 rooms,0.33576,678,10637,0.31825,0.35255
800,800,2008,1st Quintile,4 rooms,0.13772,285,10637,0.1258,0.14926
801,801,2008,1st Quintile,5 rooms,0.06946,125,10637,0.06148,0.07759
802,802,2008,1st Quintile,6 rooms,0.02668,50,10637,0.02083,0.03333
803,803,2008,2nd Quintile,1 room,0.03062,47,10637,0.02615,0.03653
804,804,2008,2nd Quintile,2 rooms,0.23389,376,10637,0.21882,0.25008
805,805,2008,2nd Quintile,3 rooms,0.36947,710,10637,0.35052,0.38899
806,806,2008,2nd Quintile,4 rooms,0.18568,421,10637,0.17297,0.20089
807,807,2008,2nd Quintile,5 rooms,0.09548,207,10637,0.08735,0.10395
808,808,2008,2nd Quintile,6 rooms,0.05601,124,10637,0.05009,0.06298
809,809,2008,2nd Quintile,7 rooms,0.02887,57,10637,0.02267,0.03683
810,810,2008,3rd Quintile,1 room,0.03184,43,10637,0.02654,0.03632
811,811,2008,3rd Quintile,2 rooms,0.19518,328,10637,0.1799,0.20732
812,812,2008,3rd Quintile,3 rooms,0.30413,666,10637,0.28754,0.32121
813,813,2008,3rd Quintile,4 rooms,0.20255,451,10637,0.18948,0.21554
814,814,2008,3rd Quintile,5 rooms,0.14193,340,10637,0.12923,0.15392
815,815,2008,3rd Quintile,6 rooms,0.07329,194,10637,0.06465,0.0807
816,816,2008,3rd Quintile,7 rooms,0.03751,82,10637,0.0316,0.04477
817,817,2008,3rd Quintile,8 rooms,0.01357,32,10637,0.01033,0.01756
818,818,2008,4th Quintile,2 rooms,0.16401,265,10637,0.14759,0.17724
819,819,2008,4th Quintile,3 rooms,0.29455,545,10637,0.27637,0.31253
820,820,2008,4th Quintile,4 rooms,0.23667,519,10637,0.22258,0.25442
821,821,2008,4th Quintile,5 rooms,0.15949,367,10637,0.14958,0.17202
822,822,2008,4th Quintile,6 rooms,0.09375,224,10637,0.08409,0.10486
823,823,2008,4th Quintile,7 rooms,0.0315,97,10637,0.02605,0.03752
824,824,2008,4th Quintile,8 rooms,0.02004,49,10637,0.01579,0.02444
825,825,2008,5th Quintile,2 rooms,0.09607,169,10637,0.08505,0.10779
826,826,2008,5th Quintile,3 rooms,0.21467,469,10637,0.19697,0.23176
827,827,2008,5th Quintile,4 rooms,0.2239,593,10637,0.20979,0.24301
828,828,2008,5th Quintile,5 rooms,0.20861,593,10637,0.19252,0.22554
829,829,2008,5th Quintile,6 rooms,0.12169,377,10637,0.10905,0.13608
830,830,2008,5th Quintile,7 rooms,0.06611,232,10637,0.05778,0.07458
831,831,2008,5th Quintile,8 rooms,0.03313,119,10637,0.02794,0.03952
832,832,2008,5th Quintile,9 rooms,0.01695,61,10637,0.01277,0.02079
833,833,2008,5th Quintile,10 or more rooms,0.01887,47,10637,0.01462,0.02448
834,834,2009,1st Quintile,1 room,0.08749,131,9999,0.07784,0.09687
835,835,2009,1st Quintile,2 rooms,0.34086,531,9999,0.32301,0.36235
836,836,2009,1st Quintile,3 rooms,0.33491,648,9999,0.31333,0.35594
837,837,2009,1st Quintile,4 rooms,0.14148,277,9999,0.12896,0.1545
838,838,2009,1st Quintile,5 rooms,0.06783,121,9999,0.05921,0.07739
839,839,2009,1st Quintile,6 rooms,0.02743,43,9999,0.02069,0.03473
840,840,2009,2nd Quintile,1 room,0.03215,39,9999,0.02609,0.03706
841,841,2009,2nd Quintile,2 rooms,0.22929,373,9999,0.21518,0.24773
842,842,2009,2nd Quintile,3 rooms,0.37622,701,9999,0.35868,0.39944
843,843,2009,2nd Quintile,4 rooms,0.19709,399,9999,0.18165,0.21189
844,844,2009,2nd Quintile,5 rooms,0.09878,208,9999,0.08773,0.11392
845,845,2009,2nd Quintile,6 rooms,0.04942,106,9999,0.04275,0.05732
846,846,2009,2nd Quintile,7 rooms,0.01705,41,9999,0.01315,0.02059
847,847,2009,3rd Quintile,1 room,0.02484,34,9999,0.01949,0.0304
848,848,2009,3rd Quintile,2 rooms,0.17326,265,9999,0.15932,0.18602
849,849,2009,3rd Quintile,3 rooms,0.33068,618,9999,0.30673,0.3561
850,850,2009,3rd Quintile,4 rooms,0.19327,408,9999,0.1796,0.20894
851,851,2009,3rd Quintile,5 rooms,0.14011,311,9999,0.12646,0.15342
852,852,2009,3rd Quintile,6 rooms,0.08351,193,9999,0.07331,0.09359
853,853,2009,3rd Quintile,7 rooms,0.0384,83,9999,0.03126,0.04713
854,854,2009,3rd Quintile,8 rooms,0.01593,32,9999,0.01069,0.02151
855,855,2009,4th Quintile,2 rooms,0.1749,254,9999,0.15886,0.19403
856,856,2009,4th Quintile,3 rooms,0.26928,504,9999,0.24886,0.28794
857,857,2009,4th Quintile,4 rooms,0.23018,475,9999,0.21348,0.24939
858,858,2009,4th Quintile,5 rooms,0.18102,375,9999,0.16588,0.19558
859,859,2009,4th Quintile,6 rooms,0.08497,216,9999,0.07492,0.09541
860,860,2009,4th Quintile,7 rooms,0.04208,110,9999,0.03452,0.0501
861,861,2009,4th Quintile,8 rooms,0.01756,39,9999,0.01245,0.02241
862,862,2009,5th Quintile,2 rooms,0.09346,151,9999,0.08311,0.10605
863,863,2009,5th Quintile,3 rooms,0.20631,417,9999,0.19264,0.22538
864,864,2009,5th Quintile,4 rooms,0.22752,577,9999,0.20929,0.24684
865,865,2009,5th Quintile,5 rooms,0.20729,537,9999,0.18641,0.22354
866,866,2009,5th Quintile,6 rooms,0.1153,341,9999,0.10347,0.12865
867,867,2009,5th Quintile,7 rooms,0.07601,224,9999,0.06322,0.09067
868,868,2009,5th Quintile,8 rooms,0.03791,116,9999,0.03101,0.04618
869,869,2009,5th Quintile,9 rooms,0.01172,50,9999,0.00875,0.0164
870,870,2009,5th Quintile,10 or more rooms,0.02447,51,9999,0.0181,0.031
871,871,2010,1st Quintile,1 room,0.08699,123,13567,0.07592,0.0965
872,872,2010,1st Quintile,2 rooms,0.32625,628,13567,0.30358,0.34853
873,873,2010,1st Quintile,3 rooms,0.35813,1319,13567,0.33043,0.38323
874,874,2010,1st Quintile,4 rooms,0.14259,689,13567,0.12862,0.15705
875,875,2010,1st Quintile,5 rooms,0.05463,216,13567,0.04514,0.06587
876,876,2010,1st Quintile,6 rooms,0.02181,103,13567,0.01699,0.02698
877,877,2010,1st Quintile,7 rooms,0.0096,41,13567,0.00611,0.01355
878,878,2010,2nd Quintile,1 room,0.02213,38,13567,0.01713,0.0274
879,879,2010,2nd Quintile,2 rooms,0.22504,387,13567,0.20743,0.24348
880,880,2010,2nd Quintile,3 rooms,0.36329,1024,13567,0.33995,0.39015
881,881,2010,2nd Quintile,4 rooms,0.20016,700,13567,0.18126,0.21585
882,882,2010,2nd Quintile,5 rooms,0.1048,356,13567,0.09096,0.1216
883,883,2010,2nd Quintile,6 rooms,0.05008,208,13567,0.04217,0.05895
884,884,2010,2nd Quintile,7 rooms,0.02047,95,13567,0.01527,0.0263
885,885,2010,2nd Quintile,8 rooms,0.01402,52,13567,0.00859,0.02013
886,886,2010,3rd Quintile,2 rooms,0.18276,301,13567,0.16493,0.197
887,887,2010,3rd Quintile,3 rooms,0.33866,782,13567,0.31283,0.36444
888,888,2010,3rd Quintile,4 rooms,0.21096,579,13567,0.19216,0.22558
889,889,2010,3rd Quintile,5 rooms,0.14376,435,13567,0.1284,0.16094
890,890,2010,3rd Quintile,6 rooms,0.07758,238,13567,0.06652,0.08818
891,891,2010,3rd Quintile,7 rooms,0.03295,120,13567,0.02611,0.04166
892,892,2010,3rd Quintile,8 rooms,0.01332,59,13567,0.00988,0.01726
893,893,2010,4th Quintile,2 rooms,0.14156,220,13567,0.12371,0.15778
894,894,2010,4th Quintile,3 rooms,0.27876,596,13567,0.25687,0.30353
895,895,2010,4th Quintile,4 rooms,0.23531,595,13567,0.21945,0.2589
896,896,2010,4th Quintile,5 rooms,0.18062,472,13567,0.16712,0.20008
897,897,2010,4th Quintile,6 rooms,0.10036,292,13567,0.08594,0.11561
898,898,2010,4th Quintile,7 rooms,0.04152,130,13567,0.03204,0.05073
899,899,2010,4th Quintile,8 rooms,0.02187,63,13567,0.01499,0.02925
900,900,2010,5th Quintile,2 rooms,0.09305,135,13567,0.07926,0.10673
901,901,2010,5th Quintile,3 rooms,0.23712,498,13567,0.21982,0.25526
902,902,2010,5th Quintile,4 rooms,0.21145,595,13567,0.19267,0.22913
903,903,2010,5th Quintile,5 rooms,0.1895,583,13567,0.17309,0.20839
904,904,2010,5th Quintile,6 rooms,0.13432,431,13567,0.1194,0.15059
905,905,2010,5th Quintile,7 rooms,0.07556,245,13567,0.0634,0.08731
906,906,2010,5th Quintile,8 rooms,0.03166,111,13567,0.02501,0.04018
907,907,2010,5th Quintile,9 rooms,0.01484,61,13567,0.0108,0.02
908,908,2010,5th Quintile,10 or more rooms,0.01252,47,13567,0.00868,0.01754
909,909,2011,1st Quintile,1 room,0.09055,187,16445,0.08175,0.1011
910,910,2011,1st Quintile,2 rooms,0.34145,784,16445,0.32177,0.36303
911,911,2011,1st Quintile,3 rooms,0.34761,1457,16445,0.32881,0.37202
912,912,2011,1st Quintile,4 rooms,0.12444,744,16445,0.11461,0.135
913,913,2011,1st Quintile,5 rooms,0.05682,270,16445,0.04745,0.06707
914,914,2011,1st Quintile,6 rooms,0.02043,132,16445,0.01653,0.0246
915,915,2011,1st Quintile,7 rooms,0.01133,57,16445,0.00802,0.01466
916,916,2011,1st Quintile,8 rooms,0.00738,33,16445,0.00452,0.01081
917,917,2011,2nd Quintile,1 room,0.03557,61,16445,0.0295,0.04082
918,918,2011,2nd Quintile,2 rooms,0.22317,498,16445,0.20601,0.241
919,919,2011,2nd Quintile,3 rooms,0.36703,1213,16445,0.34801,0.38802
920,920,2011,2nd Quintile,4 rooms,0.18019,774,16445,0.16663,0.19505
921,921,2011,2nd Quintile,5 rooms,0.11468,458,16445,0.10123,0.12678
922,922,2011,2nd Quintile,6 rooms,0.04428,236,16445,0.03821,0.05246
923,923,2011,2nd Quintile,7 rooms,0.02585,121,16445,0.02072,0.03151
924,924,2011,2nd Quintile,8 rooms,0.00923,62,16445,0.00632,0.01277
925,925,2011,3rd Quintile,1 room,0.02175,33,16445,0.01782,0.0257
926,926,2011,3rd Quintile,2 rooms,0.18368,381,16445,0.16929,0.19837
927,927,2011,3rd Quintile,3 rooms,0.30841,930,16445,0.2884,0.32458
928,928,2011,3rd Quintile,4 rooms,0.21641,725,16445,0.197,0.23187
929,929,2011,3rd Quintile,5 rooms,0.14225,540,16445,0.13083,0.15601
930,930,2011,3rd Quintile,6 rooms,0.07929,329,16445,0.06995,0.09085
931,931,2011,3rd Quintile,7 rooms,0.03076,168,16445,0.02584,0.0364
932,932,2011,3rd Quintile,8 rooms,0.01132,66,16445,0.00731,0.01513
933,933,2011,3rd Quintile,9 rooms,0.00614,35,16445,0.00377,0.00908
934,934,2011,4th Quintile,2 rooms,0.13425,263,16445,0.12108,0.14914
935,935,2011,4th Quintile,3 rooms,0.29068,735,16445,0.27325,0.30709
936,936,2011,4th Quintile,4 rooms,0.21901,665,16445,0.20306,0.23669
937,937,2011,4th Quintile,5 rooms,0.1743,570,16445,0.1603,0.19191
938,938,2011,4th Quintile,6 rooms,0.10896,415,16445,0.09905,0.12033
939,939,2011,4th Quintile,7 rooms,0.04656,187,16445,0.03969,0.05415
940,940,2011,4th Quintile,8 rooms,0.01846,89,16445,0.01411,0.02273
941,941,2011,4th Quintile,9 rooms,0.00778,37,16445,0.00508,0.01155
942,942,2011,5th Quintile,2 rooms,0.10224,183,16445,0.09056,0.11431
943,943,2011,5th Quintile,3 rooms,0.22749,578,16445,0.21269,0.24197
944,944,2011,5th Quintile,4 rooms,0.21127,693,16445,0.19599,0.22677
945,945,2011,5th Quintile,5 rooms,0.19439,671,16445,0.17953,0.20943
946,946,2011,5th Quintile,6 rooms,0.12872,505,16445,0.11835,0.13963
947,947,2011,5th Quintile,7 rooms,0.06372,266,16445,0.05438,0.07274
948,948,2011,5th Quintile,8 rooms,0.04661,166,16445,0.04038,0.05512
949,949,2011,5th Quintile,9 rooms,0.01429,71,16445,0.01039,0.01811
950,950,2011,5th Quintile,10 or more rooms,0.01128,57,16445,0.00816,0.01466
951,951,2012,1st Quintile,1 room,0.09719,218,16189,0.08708,0.10533
952,952,2012,1st Quintile,2 rooms,0.35301,786,16189,0.33296,0.37044
953,953,2012,1st Quintile,3 rooms,0.34147,1404,16189,0.32011,0.3641
954,954,2012,1st Quintile,4 rooms,0.12248,724,16189,0.11197,0.1344
955,955,2012,1st Quintile,5 rooms,0.0553,256,16189,0.04718,0.06263
956,956,2012,1st Quintile,6 rooms,0.01731,125,16189,0.01399,0.02204
957,957,2012,1st Quintile,7 rooms,0.00848,56,16189,0.00588,0.01134
958,958,2012,1st Quintile,8 rooms,0.00476,37,16189,0.003,0.00691
959,959,2012,2nd Quintile,1 room,0.03615,68,16189,0.03047,0.04241
960,960,2012,2nd Quintile,2 rooms,0.21542,471,16189,0.2006,0.22792
961,961,2012,2nd Quintile,3 rooms,0.36779,1139,16189,0.34876,0.38978
962,962,2012,2nd Quintile,4 rooms,0.19072,737,16189,0.17447,0.20668
963,963,2012,2nd Quintile,5 rooms,0.09812,398,16189,0.08715,0.11049
964,964,2012,2nd Quintile,6 rooms,0.05201,239,16189,0.04511,0.06154
965,965,2012,2nd Quintile,7 rooms,0.03015,121,16189,0.02404,0.03688
966,966,2012,2nd Quintile,8 rooms,0.00964,55,16189,0.00661,0.013
967,967,2012,3rd Quintile,1 room,0.02142,37,16189,0.01642,0.02694
968,968,2012,3rd Quintile,2 rooms,0.18415,385,16189,0.17203,0.19823
969,969,2012,3rd Quintile,3 rooms,0.31643,947,16189,0.30036,0.33461
970,970,2012,3rd Quintile,4 rooms,0.21498,735,16189,0.20144,0.22949
971,971,2012,3rd Quintile,5 rooms,0.13148,515,16189,0.11852,0.14189
972,972,2012,3rd Quintile,6 rooms,0.08183,342,16189,0.07236,0.09062
973,973,2012,3rd Quintile,7 rooms,0.02968,152,16189,0.02342,0.03574
974,974,2012,3rd Quintile,8 rooms,0.0143,76,16189,0.01137,0.01741
975,975,2012,3rd Quintile,9 rooms,0.00572,31,16189,0.00327,0.00772
976,976,2012,4th Quintile,2 rooms,0.12462,263,16189,0.11223,0.13819
977,977,2012,4th Quintile,3 rooms,0.29037,738,16189,0.273,0.30854
978,978,2012,4th Quintile,4 rooms,0.23864,692,16189,0.22279,0.25499
979,979,2012,4th Quintile,5 rooms,0.16785,578,16189,0.15492,0.18093
980,980,2012,4th Quintile,6 rooms,0.09808,380,16189,0.0876,0.10767
981,981,2012,4th Quintile,7 rooms,0.04534,189,16189,0.0395,0.05339
982,982,2012,4th Quintile,8 rooms,0.01801,76,16189,0.01416,0.02238
983,983,2012,4th Quintile,9 rooms,0.01019,40,16189,0.00596,0.01652
984,984,2012,4th Quintile,10 or more rooms,0.0069,31,16189,0.00425,0.01126
985,985,2012,5th Quintile,2 rooms,0.09288,175,16189,0.0815,0.10525
986,986,2012,5th Quintile,3 rooms,0.22298,551,16189,0.20763,0.23749
987,987,2012,5th Quintile,4 rooms,0.20496,663,16189,0.18987,0.2222
988,988,2012,5th Quintile,5 rooms,0.2121,705,16189,0.19546,0.23147
989,989,2012,5th Quintile,6 rooms,0.12561,490,16189,0.11479,0.13679
990,990,2012,5th Quintile,7 rooms,0.0719,277,16189,0.06357,0.08167
991,991,2012,5th Quintile,8 rooms,0.04087,155,16189,0.03278,0.04797
992,992,2012,5th Quintile,9 rooms,0.01269,69,16189,0.01034,0.0151
993,993,2012,5th Quintile,10 or more rooms,0.016,63,16189,0.01188,0.02103
994,994,2013,1st Quintile,1 room,0.09089,243,17716,0.08222,0.10155
995,995,2013,1st Quintile,2 rooms,0.34309,908,17716,0.32093,0.36108
996,996,2013,1st Quintile,3 rooms,0.35017,1655,17716,0.33005,0.36985
997,997,2013,1st Quintile,4 rooms,0.13031,840,17716,0.11979,0.14134
998,998,2013,1st Quintile,5 rooms,0.04899,282,17716,0.04084,0.05746
999,999,2013,1st Quintile,6 rooms,0.0213,153,17716,0.01617,0.02668
1000,1000,2013,1st Quintile,7 rooms,0.00982,70,17716,0.00725,0.01313
1001,1001,2013,1st Quintile,8 rooms,0.00545,40,17716,0.00401,0.00723
1002,1002,2013,2nd Quintile,1 room,0.04636,111,17716,0.04007,0.05465
1003,1003,2013,2nd Quintile,2 rooms,0.23847,606,17716,0.22355,0.25438
1004,1004,2013,2nd Quintile,3 rooms,0.36058,1367,17716,0.33942,0.38307
1005,1005,2013,2nd Quintile,4 rooms,0.18031,885,17716,0.16595,0.19643
1006,1006,2013,2nd Quintile,5 rooms,0.09476,468,17716,0.08457,0.1076
1007,1007,2013,2nd Quintile,6 rooms,0.04324,214,17716,0.03594,0.05007
1008,1008,2013,2nd Quintile,7 rooms,0.02979,135,17716,0.02266,0.03685
1009,1009,2013,2nd Quintile,8 rooms,0.0065,44,17716,0.00435,0.0097
1010,1010,2013,3rd Quintile,1 room,0.02226,35,17716,0.0173,0.02781
1011,1011,2013,3rd Quintile,2 rooms,0.16417,405,17716,0.14779,0.17595
1012,1012,2013,3rd Quintile,3 rooms,0.31805,1033,17716,0.29874,0.3377
1013,1013,2013,3rd Quintile,4 rooms,0.2176,769,17716,0.20428,0.23501
1014,1014,2013,3rd Quintile,5 rooms,0.14442,551,17716,0.13067,0.15771
1015,1015,2013,3rd Quintile,6 rooms,0.08723,350,17716,0.07737,0.09704
1016,1016,2013,3rd Quintile,7 rooms,0.02663,133,17716,0.02205,0.03178
1017,1017,2013,3rd Quintile,8 rooms,0.01417,78,17716,0.01049,0.01722
1018,1018,2013,3rd Quintile,9 rooms,0.00548,32,17716,0.00339,0.00777
1019,1019,2013,4th Quintile,1 room,0.01971,33,17716,0.01571,0.02514
1020,1020,2013,4th Quintile,2 rooms,0.14331,317,17716,0.12991,0.15773
1021,1021,2013,4th Quintile,3 rooms,0.27254,748,17716,0.25252,0.29418
1022,1022,2013,4th Quintile,4 rooms,0.21867,716,17716,0.2044,0.23515
1023,1023,2013,4th Quintile,5 rooms,0.1805,615,17716,0.16273,0.19609
1024,1024,2013,4th Quintile,6 rooms,0.09122,370,17716,0.08173,0.10142
1025,1025,2013,4th Quintile,7 rooms,0.05183,194,17716,0.04322,0.05954
1026,1026,2013,4th Quintile,8 rooms,0.02223,90,17716,0.01835,0.02739
1027,1027,2013,5th Quintile,2 rooms,0.09146,190,17716,0.08074,0.10263
1028,1028,2013,5th Quintile,3 rooms,0.23037,597,17716,0.21454,0.24748
1029,1029,2013,5th Quintile,4 rooms,0.20596,703,17716,0.19078,0.21962
1030,1030,2013,5th Quintile,5 rooms,0.20736,676,17716,0.19047,0.22053
1031,1031,2013,5th Quintile,6 rooms,0.12951,514,17716,0.11731,0.14017
1032,1032,2013,5th Quintile,7 rooms,0.06483,271,17716,0.05613,0.07323
1033,1033,2013,5th Quintile,8 rooms,0.03854,141,17716,0.03188,0.04609
1034,1034,2013,5th Quintile,9 rooms,0.02018,80,17716,0.01487,0.02607
1035,1035,2013,5th Quintile,10 or more rooms,0.0118,54,17716,0.00824,0.0162
