year,bula_h,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.17117,41,141,0.10877,0.23356
1998,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.25725,46,178,0.19286,0.32165
1998,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.42758,92,178,0.35470,0.50047
1998,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.16296,40,178,0.10855,0.21737
1998,Baden-Wuerttemberg,Owner,3 rooms,0.18489,71,317,0.14209,0.22770
1998,Baden-Wuerttemberg,Owner,4 rooms,0.27419,110,317,0.22500,0.32338
1998,Baden-Wuerttemberg,Owner,5 rooms,0.18792,78,317,0.14485,0.23099
1998,Baden-Wuerttemberg,Owner,6 rooms,0.13184,58,317,0.09454,0.16915
1998,Baden-Wuerttemberg,Tenant,2 rooms,0.26495,129,470,0.22501,0.30489
1998,Baden-Wuerttemberg,Tenant,3 rooms,0.44378,247,470,0.39882,0.48875
1998,Baden-Wuerttemberg,Tenant,4 rooms,0.16275,94,470,0.12934,0.19616
1998,Bavaria,Owner,2 rooms,0.08093,31,431,0.05515,0.10670
1998,Bavaria,Owner,3 rooms,0.20218,81,431,0.16422,0.24014
1998,Bavaria,Owner,4 rooms,0.28373,132,431,0.24112,0.32633
1998,Bavaria,Owner,5 rooms,0.18542,91,431,0.14869,0.22216
1998,Bavaria,Owner,6 rooms,0.11818,65,431,0.08767,0.14870
1998,Bavaria,Owner,7 rooms,0.05460,31,431,0.03313,0.07608
1998,Bavaria,Tenant,2 rooms,0.33455,142,472,0.29193,0.37716
1998,Bavaria,Tenant,3 rooms,0.36764,200,472,0.32409,0.41118
1998,Bavaria,Tenant,4 rooms,0.14807,99,472,0.11599,0.18014
1998,Bavaria,Tenant,5 rooms,0.04739,31,472,0.02820,0.06658
1998,Berlin,Tenant,1 room,0.12345,31,288,0.08540,0.16151
1998,Berlin,Tenant,2 rooms,0.38456,96,288,0.32827,0.44084
1998,Berlin,Tenant,3 rooms,0.32823,107,288,0.27390,0.38256
1998,Berlin,Tenant,4 rooms,0.13861,54,288,0.09863,0.17859
1998,Brandenburg,Owner,3 rooms,0.32607,32,65,0.21122,0.44091
1998,Brandenburg,Owner,4 rooms,0.24251,33,65,0.13751,0.34752
1998,Brandenburg,Tenant,2 rooms,0.34265,51,153,0.26720,0.41810
1998,Brandenburg,Tenant,3 rooms,0.43154,102,153,0.35280,0.51028
1998,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.34995,31,91,0.25141,0.44849
1998,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.39177,60,91,0.29091,0.49262
1998,Saxony,Owner,3 rooms,0.27338,41,127,0.19555,0.35120
1998,Saxony,Owner,4 rooms,0.25133,49,127,0.17558,0.32707
1998,Saxony,Owner,5 rooms,0.18116,37,127,0.11391,0.24841
1998,Saxony,Tenant,2 rooms,0.34672,120,372,0.29829,0.39515
1998,Saxony,Tenant,3 rooms,0.42396,178,372,0.37367,0.47425
1998,Saxony,Tenant,4 rooms,0.13656,74,372,0.10161,0.17150
1998,Saxony-Anhalt,Owner,4 rooms,0.35403,42,74,0.24432,0.46373
1998,Saxony-Anhalt,Owner,5 rooms,0.21261,32,74,0.11875,0.30647
1998,Saxony-Anhalt,Tenant,2 rooms,0.35410,68,170,0.28200,0.42620
1998,Saxony-Anhalt,Tenant,3 rooms,0.44659,102,170,0.37164,0.52155
1998,Thuringa,Owner,3 rooms,0.22996,35,143,0.16075,0.29917
1998,Thuringa,Owner,4 rooms,0.18911,36,143,0.12470,0.25352
1998,Thuringa,Owner,5 rooms,0.22067,41,143,0.15246,0.28888
1998,Thuringa,Owner,6 rooms,0.15934,31,143,0.09914,0.21953
1998,Thuringa,Tenant,2 rooms,0.26787,43,132,0.19203,0.34370
1998,Thuringa,Tenant,3 rooms,0.45074,89,132,0.36553,0.53594
1999,Lower Saxony,Owner,3 rooms,0.12265,35,242,0.08123,0.16406
1999,Lower Saxony,Owner,4 rooms,0.31499,84,242,0.25635,0.37364
1999,Lower Saxony,Owner,5 rooms,0.24983,66,242,0.19518,0.30449
1999,Lower Saxony,Owner,6 rooms,0.16998,57,242,0.12256,0.21740
1999,Lower Saxony,Tenant,2 rooms,0.29559,76,276,0.24166,0.34953
1999,Lower Saxony,Tenant,3 rooms,0.41090,132,276,0.35275,0.46905
1999,Lower Saxony,Tenant,4 rooms,0.17041,68,276,0.12597,0.21485
1999,North Rhine-Westphalia,Owner,3 rooms,0.20511,88,472,0.16865,0.24158
1999,North Rhine-Westphalia,Owner,4 rooms,0.23968,135,472,0.20113,0.27824
1999,North Rhine-Westphalia,Owner,5 rooms,0.23030,128,472,0.19228,0.26833
1999,North Rhine-Westphalia,Owner,6 rooms,0.15904,84,472,0.12601,0.19207
1999,North Rhine-Westphalia,Owner,7 rooms,0.06622,37,472,0.04376,0.08868
1999,North Rhine-Westphalia,Tenant,1 room,0.05595,40,872,0.04069,0.07122
1999,North Rhine-Westphalia,Tenant,2 rooms,0.34824,263,872,0.31660,0.37988
1999,North Rhine-Westphalia,Tenant,3 rooms,0.38730,372,872,0.35495,0.41965
1999,North Rhine-Westphalia,Tenant,4 rooms,0.14302,148,872,0.11977,0.16627
1999,North Rhine-Westphalia,Tenant,5 rooms,0.04047,49,872,0.02739,0.05356
1999,Hesse,Owner,3 rooms,0.16058,32,87,0.08299,0.23818
1999,Hesse,Owner,4 rooms,0.26807,55,87,0.17445,0.36169
1999,Hesse,Tenant,2 rooms,0.34074,78,244,0.28114,0.40033
1999,Hesse,Tenant,3 rooms,0.36048,118,244,0.30011,0.42085
1999,Hesse,Tenant,4 rooms,0.15735,48,244,0.11157,0.20313
1999,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.30020,58,139,0.22373,0.37668
1999,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.17088,39,139,0.10808,0.23368
1999,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.17899,42,139,0.11503,0.24295
1999,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.28787,49,163,0.21815,0.35759
1999,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.36368,75,163,0.28960,0.43776
1999,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.19439,39,163,0.13345,0.25533
1999,Baden-Wuerttemberg,Owner,3 rooms,0.18861,68,299,0.14419,0.23302
1999,Baden-Wuerttemberg,Owner,4 rooms,0.26622,98,299,0.21604,0.31640
1999,Baden-Wuerttemberg,Owner,5 rooms,0.18746,76,299,0.14315,0.23178
1999,Baden-Wuerttemberg,Owner,6 rooms,0.13836,57,299,0.09916,0.17756
1999,Baden-Wuerttemberg,Tenant,2 rooms,0.27689,132,456,0.23577,0.31800
1999,Baden-Wuerttemberg,Tenant,3 rooms,0.44277,228,456,0.39713,0.48841
1999,Baden-Wuerttemberg,Tenant,4 rooms,0.15599,96,456,0.12265,0.18933
1999,Bavaria,Owner,2 rooms,0.08118,31,434,0.05545,0.10690
1999,Bavaria,Owner,3 rooms,0.20838,86,434,0.17012,0.24664
1999,Bavaria,Owner,4 rooms,0.28244,129,434,0.24004,0.32485
1999,Bavaria,Owner,5 rooms,0.17657,89,434,0.14065,0.21248
1999,Bavaria,Owner,6 rooms,0.11979,68,434,0.08920,0.15037
1999,Bavaria,Owner,7 rooms,0.05341,31,434,0.03223,0.07458
1999,Bavaria,Tenant,2 rooms,0.34423,138,403,0.29778,0.39067
1999,Bavaria,Tenant,3 rooms,0.35680,177,403,0.30997,0.40363
1999,Bavaria,Tenant,4 rooms,0.14068,88,403,0.10669,0.17467
1999,Berlin,Tenant,2 rooms,0.38911,93,246,0.32806,0.45016
1999,Berlin,Tenant,3 rooms,0.32457,99,246,0.26594,0.38320
1999,Berlin,Tenant,4 rooms,0.14164,54,246,0.09798,0.18530
1999,Brandenburg,Owner,3 rooms,0.31534,31,98,0.22288,0.40781
1999,Brandenburg,Owner,4 rooms,0.24238,35,98,0.15710,0.32766
1999,Brandenburg,Owner,5 rooms,0.25064,32,98,0.16439,0.33688
1999,Brandenburg,Tenant,2 rooms,0.35926,49,149,0.28196,0.43656
1999,Brandenburg,Tenant,3 rooms,0.44696,100,149,0.36686,0.52707
1999,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.38898,61,61,0.26562,0.51234
1999,Saxony,Owner,3 rooms,0.24737,40,135,0.17431,0.32043
1999,Saxony,Owner,4 rooms,0.26063,49,135,0.18631,0.33496
1999,Saxony,Owner,5 rooms,0.22270,46,135,0.15226,0.29315
1999,Saxony,Tenant,2 rooms,0.33915,107,362,0.29031,0.38798
1999,Saxony,Tenant,3 rooms,0.43034,176,362,0.37926,0.48141
1999,Saxony,Tenant,4 rooms,0.13485,79,362,0.09962,0.17009
1999,Saxony-Anhalt,Owner,4 rooms,0.30182,38,70,0.19350,0.41013
1999,Saxony-Anhalt,Owner,5 rooms,0.21210,32,70,0.11564,0.30855
1999,Saxony-Anhalt,Tenant,2 rooms,0.31403,63,201,0.24971,0.37836
1999,Saxony-Anhalt,Tenant,3 rooms,0.45248,103,201,0.38349,0.52146
1999,Saxony-Anhalt,Tenant,4 rooms,0.12437,35,201,0.07864,0.17011
1999,Thuringa,Owner,3 rooms,0.24270,36,112,0.16294,0.32245
1999,Thuringa,Owner,4 rooms,0.19790,36,112,0.12378,0.27202
1999,Thuringa,Owner,5 rooms,0.21498,40,112,0.13856,0.29141
1999,Thuringa,Tenant,2 rooms,0.30839,45,130,0.22869,0.38809
1999,Thuringa,Tenant,3 rooms,0.40277,85,130,0.31814,0.48741
2000,Schleswig-Holstein,Owner,3 rooms,0.18951,39,188,0.13333,0.24568
2000,Schleswig-Holstein,Owner,4 rooms,0.29611,60,188,0.23068,0.36155
2000,Schleswig-Holstein,Owner,5 rooms,0.21231,56,188,0.15369,0.27092
2000,Schleswig-Holstein,Owner,6 rooms,0.15622,33,188,0.10418,0.20826
2000,Schleswig-Holstein,Tenant,2 rooms,0.38912,58,147,0.31004,0.46821
2000,Schleswig-Holstein,Tenant,3 rooms,0.34270,58,147,0.26572,0.41969
2000,Schleswig-Holstein,Tenant,4 rooms,0.13937,31,147,0.08319,0.19555
2000,Hamburg,Tenant,2 rooms,0.38920,53,113,0.29890,0.47950
2000,Hamburg,Tenant,3 rooms,0.37054,60,113,0.28110,0.45998
2000,Lower Saxony,Owner,3 rooms,0.13696,72,528,0.10761,0.16632
2000,Lower Saxony,Owner,4 rooms,0.25948,140,528,0.22206,0.29691
2000,Lower Saxony,Owner,5 rooms,0.25983,145,528,0.22239,0.29727
2000,Lower Saxony,Owner,6 rooms,0.17555,113,528,0.14307,0.20804
2000,Lower Saxony,Owner,7 rooms,0.08138,58,528,0.05804,0.10473
2000,Lower Saxony,Tenant,2 rooms,0.25728,110,465,0.21750,0.29705
2000,Lower Saxony,Tenant,3 rooms,0.39150,206,465,0.34708,0.43591
2000,Lower Saxony,Tenant,4 rooms,0.19770,111,465,0.16146,0.23393
2000,Lower Saxony,Tenant,5 rooms,0.06845,38,465,0.04547,0.09143
2000,Bremen,Tenant,3 rooms,0.42692,35,35,0.26066,0.59319
2000,North Rhine-Westphalia,Owner,2 rooms,0.04579,40,1127,0.03358,0.05800
2000,North Rhine-Westphalia,Owner,3 rooms,0.20732,209,1127,0.18364,0.23100
2000,North Rhine-Westphalia,Owner,4 rooms,0.24229,296,1127,0.21727,0.26732
2000,North Rhine-Westphalia,Owner,5 rooms,0.22113,274,1127,0.19689,0.24537
2000,North Rhine-Westphalia,Owner,6 rooms,0.15432,182,1127,0.13322,0.17542
2000,North Rhine-Westphalia,Owner,7 rooms,0.06624,81,1127,0.05171,0.08077
2000,North Rhine-Westphalia,Owner,8 rooms,0.03331,45,1127,0.02283,0.04379
2000,North Rhine-Westphalia,Tenant,1 room,0.06116,78,1589,0.04937,0.07294
2000,North Rhine-Westphalia,Tenant,2 rooms,0.32741,447,1589,0.30433,0.35049
2000,North Rhine-Westphalia,Tenant,3 rooms,0.40331,690,1589,0.37918,0.42744
2000,North Rhine-Westphalia,Tenant,4 rooms,0.13871,256,1589,0.12171,0.15571
2000,North Rhine-Westphalia,Tenant,5 rooms,0.04101,84,1589,0.03126,0.05077
2000,North Rhine-Westphalia,Tenant,6 rooms,0.02078,34,1589,0.01376,0.02780
2000,Hesse,Owner,3 rooms,0.18197,71,356,0.14183,0.22210
2000,Hesse,Owner,4 rooms,0.26192,113,356,0.21618,0.30765
2000,Hesse,Owner,5 rooms,0.19424,84,356,0.15308,0.23539
2000,Hesse,Owner,6 rooms,0.13481,53,356,0.09928,0.17033
2000,Hesse,Owner,7 rooms,0.07918,35,356,0.05109,0.10727
2000,Hesse,Tenant,2 rooms,0.32163,135,455,0.27867,0.36460
2000,Hesse,Tenant,3 rooms,0.36128,191,455,0.31709,0.40547
2000,Hesse,Tenant,4 rooms,0.16619,92,455,0.13195,0.20043
2000,Hesse,Tenant,5 rooms,0.06732,37,455,0.04427,0.09037
2000,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.14051,57,384,0.10570,0.17531
2000,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.24101,103,384,0.19817,0.28384
2000,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.19466,93,384,0.15500,0.23431
2000,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.18747,92,384,0.14839,0.22656
2000,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.08573,39,384,0.05769,0.11377
2000,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.28109,85,275,0.22786,0.33431
2000,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.34995,119,275,0.29347,0.40642
2000,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.20884,71,275,0.16071,0.25697
2000,Baden-Wuerttemberg,Owner,2 rooms,0.05997,32,735,0.04279,0.07714
2000,Baden-Wuerttemberg,Owner,3 rooms,0.18226,124,735,0.15433,0.21019
2000,Baden-Wuerttemberg,Owner,4 rooms,0.26204,195,735,0.23023,0.29386
2000,Baden-Wuerttemberg,Owner,5 rooms,0.20699,168,735,0.17768,0.23630
2000,Baden-Wuerttemberg,Owner,6 rooms,0.13111,110,735,0.10669,0.15553
2000,Baden-Wuerttemberg,Owner,7 rooms,0.09272,71,735,0.07174,0.11371
2000,Baden-Wuerttemberg,Owner,8 rooms,0.03925,35,735,0.02520,0.05330
2000,Baden-Wuerttemberg,Tenant,1 room,0.04812,32,753,0.03283,0.06342
2000,Baden-Wuerttemberg,Tenant,2 rooms,0.27462,197,753,0.24272,0.30652
2000,Baden-Wuerttemberg,Tenant,3 rooms,0.42879,332,753,0.39342,0.46416
2000,Baden-Wuerttemberg,Tenant,4 rooms,0.14489,136,753,0.11973,0.17005
2000,Baden-Wuerttemberg,Tenant,5 rooms,0.06502,56,753,0.04740,0.08265
2000,Bavaria,Owner,2 rooms,0.07272,54,934,0.05606,0.08938
2000,Bavaria,Owner,3 rooms,0.18989,163,934,0.16472,0.21506
2000,Bavaria,Owner,4 rooms,0.24996,241,934,0.22218,0.27775
2000,Bavaria,Owner,5 rooms,0.19773,203,934,0.17217,0.22329
2000,Bavaria,Owner,6 rooms,0.14485,157,934,0.12227,0.16743
2000,Bavaria,Owner,7 rooms,0.06012,72,934,0.04487,0.07537
2000,Bavaria,Owner,8 rooms,0.04472,44,934,0.03146,0.05798
2000,Bavaria,Tenant,1 room,0.08258,44,813,0.06364,0.10151
2000,Bavaria,Tenant,2 rooms,0.34370,248,813,0.31103,0.37637
2000,Bavaria,Tenant,3 rooms,0.34446,315,813,0.31178,0.37715
2000,Bavaria,Tenant,4 rooms,0.16526,164,813,0.13971,0.19081
2000,Bavaria,Tenant,5 rooms,0.04348,42,813,0.02945,0.05750
2000,Berlin,Tenant,1 room,0.10264,40,437,0.07415,0.13112
2000,Berlin,Tenant,2 rooms,0.37544,150,437,0.32999,0.42090
2000,Berlin,Tenant,3 rooms,0.34534,165,437,0.30071,0.38997
2000,Berlin,Tenant,4 rooms,0.14628,82,437,0.11311,0.17946
2000,Brandenburg,Owner,3 rooms,0.30355,55,162,0.23253,0.37457
2000,Brandenburg,Owner,4 rooms,0.24481,57,162,0.17840,0.31123
2000,Brandenburg,Owner,5 rooms,0.22686,50,162,0.16216,0.29155
2000,Brandenburg,Tenant,2 rooms,0.30943,82,281,0.25528,0.36357
2000,Brandenburg,Tenant,3 rooms,0.42243,151,281,0.36458,0.48029
2000,Brandenburg,Tenant,4 rooms,0.11877,48,281,0.08087,0.15666
2000,Mecklenburg-Western Pomerania,Owner,4 rooms,0.36680,39,39,0.21357,0.52003
2000,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.41578,65,156,0.33819,0.49337
2000,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.38182,91,156,0.30534,0.45831
2000,Saxony,Owner,3 rooms,0.26423,77,277,0.21221,0.31625
2000,Saxony,Owner,4 rooms,0.26132,87,277,0.20949,0.31315
2000,Saxony,Owner,5 rooms,0.21174,73,277,0.16354,0.25993
2000,Saxony,Owner,6 rooms,0.11482,40,277,0.07721,0.15243
2000,Saxony,Tenant,1 room,0.06865,32,575,0.04796,0.08934
2000,Saxony,Tenant,2 rooms,0.32371,164,575,0.28544,0.36199
2000,Saxony,Tenant,3 rooms,0.45446,284,575,0.41372,0.49519
2000,Saxony,Tenant,4 rooms,0.11735,95,575,0.09102,0.14368
2000,Saxony-Anhalt,Owner,3 rooms,0.22085,50,184,0.16075,0.28096
2000,Saxony-Anhalt,Owner,4 rooms,0.33566,77,184,0.26724,0.40408
2000,Saxony-Anhalt,Owner,5 rooms,0.22107,57,184,0.16095,0.28120
2000,Saxony-Anhalt,Tenant,2 rooms,0.28883,77,271,0.23477,0.34289
2000,Saxony-Anhalt,Tenant,3 rooms,0.47507,147,271,0.41551,0.53464
2000,Saxony-Anhalt,Tenant,4 rooms,0.12613,47,271,0.08653,0.16573
2000,Thuringa,Owner,3 rooms,0.23869,53,210,0.18090,0.29648
2000,Thuringa,Owner,4 rooms,0.21400,56,210,0.15840,0.26960
2000,Thuringa,Owner,5 rooms,0.21693,62,210,0.16105,0.27281
2000,Thuringa,Owner,6 rooms,0.13145,39,210,0.08564,0.17725
2000,Thuringa,Tenant,2 rooms,0.34112,80,246,0.28176,0.40049
2000,Thuringa,Tenant,3 rooms,0.42046,127,246,0.35864,0.48227
2000,Thuringa,Tenant,4 rooms,0.11639,39,246,0.07624,0.15655
2001,Schleswig-Holstein,Owner,3 rooms,0.19253,35,144,0.12791,0.25716
2001,Schleswig-Holstein,Owner,4 rooms,0.30145,55,144,0.22623,0.37666
2001,Schleswig-Holstein,Owner,5 rooms,0.21489,54,144,0.14756,0.28221
2001,Schleswig-Holstein,Tenant,2 rooms,0.33460,47,102,0.24258,0.42663
2001,Schleswig-Holstein,Tenant,3 rooms,0.36604,55,102,0.27209,0.45999
2001,Hamburg,Tenant,2 rooms,0.38029,50,105,0.28698,0.47359
2001,Hamburg,Tenant,3 rooms,0.36326,55,105,0.27083,0.45570
2001,Lower Saxony,Owner,3 rooms,0.13839,68,466,0.10700,0.16977
2001,Lower Saxony,Owner,4 rooms,0.25741,125,466,0.21768,0.29715
2001,Lower Saxony,Owner,5 rooms,0.26387,130,466,0.22382,0.30393
2001,Lower Saxony,Owner,6 rooms,0.15773,90,466,0.12460,0.19086
2001,Lower Saxony,Owner,7 rooms,0.07814,53,466,0.05374,0.10253
2001,Lower Saxony,Tenant,2 rooms,0.22815,84,398,0.18687,0.26943
2001,Lower Saxony,Tenant,3 rooms,0.39718,177,398,0.34905,0.44531
2001,Lower Saxony,Tenant,4 rooms,0.20213,103,398,0.16263,0.24164
2001,Lower Saxony,Tenant,5 rooms,0.07332,34,398,0.04768,0.09896
2001,Bremen,Tenant,3 rooms,0.42334,31,31,0.24654,0.60015
2001,North Rhine-Westphalia,Owner,2 rooms,0.05131,38,1013,0.03772,0.06491
2001,North Rhine-Westphalia,Owner,3 rooms,0.19125,174,1013,0.16701,0.21548
2001,North Rhine-Westphalia,Owner,4 rooms,0.25044,272,1013,0.22374,0.27713
2001,North Rhine-Westphalia,Owner,5 rooms,0.22638,250,1013,0.20059,0.25216
2001,North Rhine-Westphalia,Owner,6 rooms,0.15361,166,1013,0.13139,0.17582
2001,North Rhine-Westphalia,Owner,7 rooms,0.06410,72,1013,0.04901,0.07919
2001,North Rhine-Westphalia,Owner,8 rooms,0.03321,41,1013,0.02217,0.04425
2001,North Rhine-Westphalia,Tenant,1 room,0.05384,60,1416,0.04208,0.06560
2001,North Rhine-Westphalia,Tenant,2 rooms,0.30948,378,1416,0.28539,0.33357
2001,North Rhine-Westphalia,Tenant,3 rooms,0.42270,632,1416,0.39696,0.44844
2001,North Rhine-Westphalia,Tenant,4 rooms,0.13502,226,1416,0.11721,0.15283
2001,North Rhine-Westphalia,Tenant,5 rooms,0.04805,86,1416,0.03691,0.05920
2001,North Rhine-Westphalia,Tenant,6 rooms,0.02208,34,1416,0.01443,0.02974
2001,Hesse,Owner,3 rooms,0.18719,61,289,0.14214,0.23224
2001,Hesse,Owner,4 rooms,0.26112,102,289,0.21039,0.31185
2001,Hesse,Owner,5 rooms,0.19570,77,289,0.14988,0.24152
2001,Hesse,Owner,6 rooms,0.13847,49,289,0.09858,0.17836
2001,Hesse,Tenant,2 rooms,0.32228,115,395,0.27613,0.36843
2001,Hesse,Tenant,3 rooms,0.35621,163,395,0.30893,0.40350
2001,Hesse,Tenant,4 rooms,0.18449,86,395,0.14619,0.22279
2001,Hesse,Tenant,5 rooms,0.06707,31,395,0.04237,0.09177
2001,"Rhineland-Palatinate, Saarland",Owner,3 rooms,0.14943,54,352,0.11214,0.18673
2001,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.21916,91,352,0.17589,0.26244
2001,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.19158,83,352,0.15041,0.23275
2001,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.19536,86,352,0.15388,0.23684
2001,"Rhineland-Palatinate, Saarland",Owner,7 rooms,0.09172,38,352,0.06153,0.12192
2001,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.27220,79,257,0.21768,0.32672
2001,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.37007,109,257,0.31093,0.42922
2001,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.20325,69,257,0.15395,0.25254
2001,Baden-Wuerttemberg,Owner,3 rooms,0.18083,105,565,0.14907,0.21260
2001,Baden-Wuerttemberg,Owner,4 rooms,0.25952,158,565,0.22334,0.29570
2001,Baden-Wuerttemberg,Owner,5 rooms,0.20727,143,565,0.17382,0.24072
2001,Baden-Wuerttemberg,Owner,6 rooms,0.14090,101,565,0.11218,0.16961
2001,Baden-Wuerttemberg,Owner,7 rooms,0.09058,58,565,0.06689,0.11426
2001,Baden-Wuerttemberg,Tenant,2 rooms,0.28126,187,664,0.24703,0.31548
2001,Baden-Wuerttemberg,Tenant,3 rooms,0.40964,291,664,0.37221,0.44708
2001,Baden-Wuerttemberg,Tenant,4 rooms,0.15606,135,664,0.12844,0.18369
2001,Baden-Wuerttemberg,Tenant,5 rooms,0.06219,51,664,0.04380,0.08057
2001,Bavaria,Owner,2 rooms,0.07698,48,827,0.05880,0.09515
2001,Bavaria,Owner,3 rooms,0.18861,142,827,0.16193,0.21529
2001,Bavaria,Owner,4 rooms,0.25424,216,827,0.22455,0.28394
2001,Bavaria,Owner,5 rooms,0.17821,171,827,0.15211,0.20431
2001,Bavaria,Owner,6 rooms,0.13983,142,827,0.11618,0.16348
2001,Bavaria,Owner,7 rooms,0.06938,72,827,0.05205,0.08671
2001,Bavaria,Owner,8 rooms,0.04440,36,827,0.03036,0.05845
2001,Bavaria,Tenant,2 rooms,0.34543,226,690,0.30992,0.38093
2001,Bavaria,Tenant,3 rooms,0.35478,285,690,0.31905,0.39051
2001,Bavaria,Tenant,4 rooms,0.16172,142,690,0.13423,0.18922
2001,Bavaria,Tenant,5 rooms,0.04257,37,690,0.02749,0.05764
2001,Berlin,Tenant,1 room,0.09937,40,407,0.07027,0.12847
2001,Berlin,Tenant,2 rooms,0.36279,133,407,0.31602,0.40956
2001,Berlin,Tenant,3 rooms,0.36467,158,407,0.31785,0.41149
2001,Berlin,Tenant,4 rooms,0.14357,76,407,0.10946,0.17768
2001,Brandenburg,Owner,3 rooms,0.27911,49,155,0.20827,0.34996
2001,Brandenburg,Owner,4 rooms,0.27012,56,155,0.19999,0.34025
2001,Brandenburg,Owner,5 rooms,0.22657,50,155,0.16046,0.29269
2001,Brandenburg,Tenant,2 rooms,0.28583,72,266,0.23144,0.34023
2001,Brandenburg,Tenant,3 rooms,0.47417,151,266,0.41405,0.53429
2001,Brandenburg,Tenant,4 rooms,0.12905,43,266,0.08869,0.16942
2001,Mecklenburg-Western Pomerania,Owner,4 rooms,0.42252,41,41,0.26944,0.57560
2001,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.41140,58,141,0.32988,0.49291
2001,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.38590,83,141,0.30526,0.46653
2001,Saxony,Owner,3 rooms,0.27642,74,262,0.22216,0.33067
2001,Saxony,Owner,4 rooms,0.25588,84,262,0.20294,0.30882
2001,Saxony,Owner,5 rooms,0.19358,67,262,0.14564,0.24151
2001,Saxony,Owner,6 rooms,0.11122,37,262,0.07308,0.14936
2001,Saxony,Tenant,2 rooms,0.34618,159,494,0.30418,0.38818
2001,Saxony,Tenant,3 rooms,0.45022,255,494,0.40630,0.49413
2001,Saxony,Tenant,4 rooms,0.10655,80,494,0.07931,0.13379
2001,Saxony-Anhalt,Owner,3 rooms,0.21155,47,178,0.15138,0.27172
2001,Saxony-Anhalt,Owner,4 rooms,0.33808,76,178,0.26839,0.40777
2001,Saxony-Anhalt,Owner,5 rooms,0.20675,55,178,0.14709,0.26641
2001,Saxony-Anhalt,Tenant,2 rooms,0.28059,69,246,0.22433,0.33685
2001,Saxony-Anhalt,Tenant,3 rooms,0.48102,131,246,0.41846,0.54359
2001,Saxony-Anhalt,Tenant,4 rooms,0.13532,46,246,0.09249,0.17815
2001,Thuringa,Owner,3 rooms,0.24468,48,191,0.18355,0.30580
2001,Thuringa,Owner,4 rooms,0.20642,52,191,0.14887,0.26397
2001,Thuringa,Owner,5 rooms,0.20289,56,191,0.14571,0.26007
2001,Thuringa,Owner,6 rooms,0.12902,35,191,0.08135,0.17669
2001,Thuringa,Tenant,2 rooms,0.37779,77,227,0.31458,0.44100
2001,Thuringa,Tenant,3 rooms,0.40116,112,227,0.33726,0.46506
2001,Thuringa,Tenant,4 rooms,0.12014,38,227,0.07775,0.16253
2002,Schleswig-Holstein,Owner,3 rooms,0.20116,35,161,0.13905,0.26328
2002,Schleswig-Holstein,Owner,4 rooms,0.34356,61,161,0.26998,0.41715
2002,Schleswig-Holstein,Owner,5 rooms,0.23934,65,161,0.17322,0.30545
2002,Schleswig-Holstein,Tenant,2 rooms,0.37431,50,114,0.28508,0.46354
2002,Schleswig-Holstein,Tenant,3 rooms,0.37492,64,114,0.28566,0.46418
2002,Hamburg,Tenant,2 rooms,0.37301,47,97,0.27627,0.46975
2002,Hamburg,Tenant,3 rooms,0.36162,50,97,0.26551,0.45774
2002,Lower Saxony,Owner,3 rooms,0.14426,69,552,0.11493,0.17360
2002,Lower Saxony,Owner,4 rooms,0.24369,141,552,0.20784,0.27954
2002,Lower Saxony,Owner,5 rooms,0.25699,147,552,0.22050,0.29347
2002,Lower Saxony,Owner,6 rooms,0.17098,104,552,0.13955,0.20242
2002,Lower Saxony,Owner,7 rooms,0.07961,56,552,0.05701,0.10222
