,Unnamed: 0,year,sampreg,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
397,397,2011,East,7 rooms,0.0128,77,16579,0.0101,0.01573
398,398,2011,East,8 rooms,0.0085,43,16579,0.00597,0.01156
399,399,2012,West,1 room,0.03265,239,16283,0.02956,0.03567
400,400,2012,West,2 rooms,0.18069,1490,16283,0.17417,0.18823
401,401,2012,West,3 rooms,0.29638,3450,16283,0.28666,0.30558
402,402,2012,West,4 rooms,0.19196,2675,16283,0.18495,0.20089
403,403,2012,West,5 rooms,0.14102,2020,16283,0.13376,0.14713
404,404,2012,West,6 rooms,0.08123,1357,16283,0.07606,0.08585
405,405,2012,West,7 rooms,0.0417,717,16283,0.03841,0.0452
406,406,2012,West,8 rooms,0.0196,357,16283,0.01755,0.02224
407,407,2012,West,9 rooms,0.0069,154,16283,0.00539,0.00865
408,408,2012,West,10 or more rooms,0.00788,132,16283,0.00624,0.01002
409,409,2012,East,1 room,0.05311,123,16283,0.04749,0.05985
410,410,2012,East,2 rooms,0.24762,591,16283,0.23189,0.26365
411,411,2012,East,3 rooms,0.34855,1330,16283,0.33132,0.36604
412,412,2012,East,4 rooms,0.19613,877,16283,0.18109,0.20927
413,413,2012,East,5 rooms,0.08997,432,16283,0.08223,0.09921
414,414,2012,East,6 rooms,0.04283,219,16283,0.03644,0.04862
415,415,2012,East,7 rooms,0.01453,78,16283,0.01118,0.01797
416,416,2012,East,8 rooms,0.00726,42,16283,0.0052,0.00945
417,417,2013,West,1 room,0.035,327,17847,0.03176,0.03871
418,418,2013,West,2 rooms,0.18292,1817,17847,0.17555,0.19101
419,419,2013,West,3 rooms,0.29648,4115,17847,0.28629,0.30436
420,420,2013,West,4 rooms,0.18707,3033,17847,0.17884,0.19499
421,421,2013,West,5 rooms,0.14452,2176,17847,0.13805,0.15096
422,422,2013,West,6 rooms,0.0812,1404,17847,0.07583,0.08689
423,423,2013,West,7 rooms,0.04137,720,17847,0.03789,0.04483
424,424,2013,West,8 rooms,0.01864,350,17847,0.01628,0.02145
425,425,2013,West,9 rooms,0.0073,150,17847,0.00612,0.00915
426,426,2013,West,10 or more rooms,0.0055,121,17847,0.00434,0.00692
427,427,2013,East,1 room,0.05011,114,17847,0.04225,0.05777
428,428,2013,East,2 rooms,0.25265,613,17847,0.23709,0.27024
429,429,2013,East,3 rooms,0.34406,1288,17847,0.32759,0.36149
430,430,2013,East,4 rooms,0.20011,880,17847,0.18423,0.21815
431,431,2013,East,5 rooms,0.08773,416,17847,0.0789,0.09993
432,432,2013,East,6 rooms,0.04111,197,17847,0.03462,0.04915
433,433,2013,East,7 rooms,0.01335,83,17847,0.01111,0.01608
434,434,2013,East,8 rooms,0.01089,43,17847,0.00746,0.01499
435,435,2014,West,1 room,0.03432,270,15807,0.03069,0.03798
436,436,2014,West,2 rooms,0.18072,1551,15807,0.17263,0.18926
437,437,2014,West,3 rooms,0.29274,3527,15807,0.28319,0.3037
438,438,2014,West,4 rooms,0.19412,2633,15807,0.18686,0.20344
439,439,2014,West,5 rooms,0.13997,1952,15807,0.13402,0.14567
440,440,2014,West,6 rooms,0.08054,1257,15807,0.07588,0.08663
441,441,2014,West,7 rooms,0.0432,676,15807,0.03965,0.04683
442,442,2014,West,8 rooms,0.02023,328,15807,0.01763,0.02252
443,443,2014,West,9 rooms,0.00792,145,15807,0.00618,0.00977
444,444,2014,West,10 or more rooms,0.00624,108,15807,0.00498,0.00767
445,445,2014,East,1 room,0.04742,95,15807,0.04065,0.05428
446,446,2014,East,2 rooms,0.25976,576,15807,0.24085,0.27555
447,447,2014,East,3 rooms,0.35798,1210,15807,0.34189,0.37864
448,448,2014,East,4 rooms,0.18514,782,15807,0.17101,0.19826
449,449,2014,East,5 rooms,0.08642,387,15807,0.07695,0.09635
450,450,2014,East,6 rooms,0.03862,199,15807,0.03324,0.0442
451,451,2014,East,7 rooms,0.01549,76,15807,0.0122,0.01878
452,452,2014,East,8 rooms,0.00916,35,15807,0.00522,0.01461
453,453,2015,West,1 room,0.03642,349,15711,0.03322,0.04021
454,454,2015,West,2 rooms,0.17783,1709,15711,0.16857,0.18638
455,455,2015,West,3 rooms,0.29188,3582,15711,0.28142,0.30406
456,456,2015,West,4 rooms,0.19057,2478,15711,0.18181,0.19972
457,457,2015,West,5 rooms,0.14334,1918,15711,0.13633,0.15059
458,458,2015,West,6 rooms,0.08396,1248,15711,0.07887,0.08971
459,459,2015,West,7 rooms,0.04327,641,15711,0.03956,0.0485
460,460,2015,West,8 rooms,0.01874,307,15711,0.01605,0.02102
461,461,2015,West,9 rooms,0.0084,147,15711,0.00683,0.01037
462,462,2015,West,10 or more rooms,0.00558,103,15711,0.00437,0.00689
463,463,2015,East,1 room,0.04833,106,15711,0.04119,0.05629
464,464,2015,East,2 rooms,0.27291,568,15711,0.25491,0.29416
465,465,2015,East,3 rooms,0.36148,1185,15711,0.33785,0.38092
466,466,2015,East,4 rooms,0.17879,737,15711,0.16342,0.1935
467,467,2015,East,5 rooms,0.07894,358,15711,0.06857,0.08903
468,468,2015,East,6 rooms,0.04563,205,15711,0.0394,0.05309
469,469,2015,East,7 rooms,0.01392,70,15711,0.01091,0.01859
470,470,2016,West,1 room,0.0369,476,16385,0.03239,0.04101
471,471,2016,West,2 rooms,0.17746,1890,16385,0.16618,0.18571
472,472,2016,West,3 rooms,0.29042,3788,16385,0.27936,0.30072
473,473,2016,West,4 rooms,0.18904,2598,16385,0.18055,0.19742
474,474,2016,West,5 rooms,0.14097,1841,16385,0.13353,0.1481
475,475,2016,West,6 rooms,0.08556,1200,16385,0.0811,0.09124
476,476,2016,West,7 rooms,0.04366,617,16385,0.0396,0.04799
477,477,2016,West,8 rooms,0.02162,300,16385,0.01858,0.02422
478,478,2016,West,9 rooms,0.00726,122,16385,0.00566,0.00936
479,479,2016,West,10 or more rooms,0.00712,108,16385,0.0054,0.00857
480,480,2016,East,1 room,0.05017,127,16385,0.04006,0.06198
481,481,2016,East,2 rooms,0.25519,605,16385,0.23661,0.2762
482,482,2016,East,3 rooms,0.34799,1250,16385,0.32641,0.37074
483,483,2016,East,4 rooms,0.18014,782,16385,0.16602,0.19696
484,484,2016,East,5 rooms,0.09433,378,16385,0.08466,0.10686
485,485,2016,East,6 rooms,0.04528,192,16385,0.03646,0.05398
486,486,2016,East,7 rooms,0.01689,76,16385,0.01236,0.02118
487,487,2016,East,8 rooms,0.01001,35,16385,0.00629,0.01529
488,488,2017,West,1 room,0.03955,528,18257,0.03526,0.04419
489,489,2017,West,2 rooms,0.17729,2112,18257,0.16977,0.18538
490,490,2017,West,3 rooms,0.28784,4155,18257,0.27604,0.29887
491,491,2017,West,4 rooms,0.18849,2953,18257,0.18017,0.19775
492,492,2017,West,5 rooms,0.14333,2084,18257,0.13738,0.15037
493,493,2017,West,6 rooms,0.08608,1333,18257,0.08111,0.09108
494,494,2017,West,7 rooms,0.04357,703,18257,0.03972,0.04768
495,495,2017,West,8 rooms,0.01978,341,18257,0.01692,0.0223
496,496,2017,West,9 rooms,0.00641,141,18257,0.00513,0.00756
497,497,2017,West,10 or more rooms,0.00765,123,18257,0.00589,0.00938
498,498,2017,East,1 room,0.05466,159,18257,0.04741,0.06426
499,499,2017,East,2 rooms,0.25111,632,18257,0.23216,0.26827
500,500,2017,East,3 rooms,0.33987,1327,18257,0.31943,0.36256
501,501,2017,East,4 rooms,0.17881,884,18257,0.16457,0.19124
502,502,2017,East,5 rooms,0.10494,448,18257,0.09158,0.11628
503,503,2017,East,6 rooms,0.04929,225,18257,0.04233,0.05711
504,504,2017,East,7 rooms,0.01389,76,18257,0.0104,0.01734
505,505,2017,East,8 rooms,0.00742,33,18257,0.00478,0.01076
506,506,2018,West,1 room,0.04129,566,17850,0.03761,0.04562
507,507,2018,West,2 rooms,0.18142,2187,17850,0.17176,0.19105
508,508,2018,West,3 rooms,0.27645,3965,17850,0.26528,0.28742
509,509,2018,West,4 rooms,0.19451,2941,17850,0.1842,0.20509
510,510,2018,West,5 rooms,0.13952,1971,17850,0.13331,0.14691
511,511,2018,West,6 rooms,0.09027,1253,17850,0.08406,0.09656
512,512,2018,West,7 rooms,0.04331,649,17850,0.0395,0.04679
513,513,2018,West,8 rooms,0.01741,299,17850,0.01534,0.01959
514,514,2018,West,9 rooms,0.00791,138,17850,0.00623,0.00951
515,515,2018,West,10 or more rooms,0.0079,124,17850,0.00639,0.00947
516,516,2018,East,1 room,0.05365,184,17850,0.0433,0.06176
517,517,2018,East,2 rooms,0.24945,650,17850,0.23131,0.26913
518,518,2018,East,3 rooms,0.34308,1322,17850,0.3175,0.36554
519,519,2018,East,4 rooms,0.17498,838,17850,0.16119,0.19015
520,520,2018,East,5 rooms,0.10673,426,17850,0.0948,0.12026
521,521,2018,East,6 rooms,0.04362,216,17850,0.03766,0.05221
522,522,2018,East,7 rooms,0.01873,82,17850,0.01456,0.02342
523,523,2018,East,8 rooms,0.00975,39,17850,0.00602,0.0136
524,524,2019,West,1 room,0.03764,527,18341,0.033,0.04203
525,525,2019,West,2 rooms,0.18317,2077,18341,0.17538,0.19169
526,526,2019,West,3 rooms,0.27824,3814,18341,0.26685,0.29258
527,527,2019,West,4 rooms,0.18815,2899,18341,0.17906,0.19702
528,528,2019,West,5 rooms,0.1441,2163,18341,0.13755,0.1517
529,529,2019,West,6 rooms,0.08801,1403,18341,0.0818,0.09433
530,530,2019,West,7 rooms,0.04603,793,18341,0.04144,0.05056
531,531,2019,West,8 rooms,0.01942,404,18341,0.01692,0.02246
532,532,2019,West,9 rooms,0.00814,189,18341,0.00628,0.00982
533,533,2019,West,10 or more rooms,0.00709,187,18341,0.00563,0.00888
534,534,2019,East,1 room,0.04194,128,18341,0.03498,0.05221
535,535,2019,East,2 rooms,0.2549,630,18341,0.23691,0.27615
536,536,2019,East,3 rooms,0.33417,1264,18341,0.30903,0.35736
537,537,2019,East,4 rooms,0.18784,911,18341,0.17195,0.20407
538,538,2019,East,5 rooms,0.10456,487,18341,0.09122,0.1166
539,539,2019,East,6 rooms,0.0464,272,18341,0.03921,0.05318
540,540,2019,East,7 rooms,0.01701,102,18341,0.01164,0.0228
541,541,2019,East,8 rooms,0.01158,60,18341,0.00676,0.01631
542,542,2019,East,10 or more rooms,0.00161,31,18341,0.00094,0.00256
543,543,2020,West,1 room,0.0352,886,19287,0.02997,0.03935
544,544,2020,West,2 rooms,0.18147,2726,19287,0.17271,0.19045
545,545,2020,West,3 rooms,0.26622,4309,19287,0.25449,0.27612
546,546,2020,West,4 rooms,0.1907,2887,19287,0.18048,0.20202
547,547,2020,West,5 rooms,0.14464,1960,19287,0.13624,0.15257
548,548,2020,West,6 rooms,0.0951,1305,19287,0.08949,0.10129
549,549,2020,West,7 rooms,0.04578,690,19287,0.0422,0.05024
550,550,2020,West,8 rooms,0.02323,400,19287,0.02047,0.02652
551,551,2020,West,9 rooms,0.00898,159,19287,0.00677,0.01194
552,552,2020,West,10 or more rooms,0.00868,165,19287,0.00697,0.01047
553,553,2020,East,1 room,0.04127,178,19287,0.03295,0.05175
554,554,2020,East,2 rooms,0.24172,678,19287,0.21817,0.26246
555,555,2020,East,3 rooms,0.33853,1277,19287,0.31246,0.36555
556,556,2020,East,4 rooms,0.1896,842,19287,0.17221,0.20494
557,557,2020,East,5 rooms,0.09511,415,19287,0.08321,0.10876
558,558,2020,East,6 rooms,0.06238,251,19287,0.05335,0.07527
559,559,2020,East,7 rooms,0.01956,95,19287,0.01434,0.02589
560,560,2020,East,8 rooms,0.01183,64,19287,0.00712,0.0168
561,561,2021,West,1 room,0.03881,462,12538,0.03362,0.0436
562,562,2021,West,2 rooms,0.18283,1601,12538,0.17277,0.19442
563,563,2021,West,3 rooms,0.2725,2677,12538,0.25941,0.28499
564,564,2021,West,4 rooms,0.17772,1868,12538,0.16776,0.18903
565,565,2021,West,5 rooms,0.14883,1395,12538,0.13975,0.15915
566,566,2021,West,6 rooms,0.09281,944,12538,0.08598,0.09935
567,567,2021,West,7 rooms,0.04394,497,12538,0.03926,0.05009
568,568,2021,West,8 rooms,0.02392,299,12538,0.02037,0.02805
569,569,2021,West,9 rooms,0.01012,127,12538,0.00758,0.01315
570,570,2021,West,10 or more rooms,0.00852,107,12538,0.00629,0.01174
571,571,2021,East,1 room,0.048,116,12538,0.03911,0.06123
572,572,2021,East,2 rooms,0.21867,441,12538,0.19981,0.24324
573,573,2021,East,3 rooms,0.3167,803,12538,0.28838,0.34775
574,574,2021,East,4 rooms,0.20238,608,12538,0.18461,0.22589
575,575,2021,East,5 rooms,0.11158,300,12538,0.09508,0.13
576,576,2021,East,6 rooms,0.0663,182,12538,0.05549,0.08078
577,577,2021,East,7 rooms,0.02094,69,12538,0.01391,0.03073
578,578,2021,East,8 rooms,0.01543,42,12538,0.00806,0.02588
