year,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Couple with children,4 rooms,0.26123,1235,4621,0.24856,0.27389
2000,Couple with children,5 rooms,0.19788,920,4621,0.18639,0.20937
2000,Couple with children,6 rooms,0.12467,568,4621,0.11515,0.13420
2000,Couple with children,7 rooms,0.06902,302,4621,0.06171,0.07633
2000,Couple with children,8 rooms,0.03036,140,4621,0.02541,0.03531
2000,Couple with children,9 rooms,0.01149,54,4621,0.00841,0.01456
2000,Couple with children,10 or more rooms,0.01219,45,4621,0.00903,0.01536
2000,Multi-generational household,3 rooms,0.19702,34,65,0.09957,0.29447
2000,Multi-generational household,5 rooms,0.18803,31,65,0.09230,0.28377
2000,Other Combinations,3 rooms,0.31218,50,85,0.21308,0.41127
2000,Other Combinations,4 rooms,0.20925,35,85,0.12226,0.29623
2001,Single-person household,1 room,0.09682,289,2872,0.08600,0.10764
2001,Single-person household,2 rooms,0.41780,1220,2872,0.39976,0.43584
2001,Single-person household,3 rooms,0.29558,846,2872,0.27889,0.31227
2001,Single-person household,4 rooms,0.10781,314,2872,0.09646,0.11915
2001,Single-person household,5 rooms,0.04352,131,2872,0.03605,0.05098
2001,Single-person household,6 rooms,0.02281,72,2872,0.01735,0.02827
2001,Couple without children,2 rooms,0.13840,554,3538,0.12702,0.14978
2001,Couple without children,3 rooms,0.37018,1327,3538,0.35426,0.38609
2001,Couple without children,4 rooms,0.23506,822,3538,0.22109,0.24904
2001,Couple without children,5 rooms,0.12142,425,3538,0.11066,0.13218
2001,Couple without children,6 rooms,0.07749,258,3538,0.06868,0.08630
2001,Couple without children,7 rooms,0.02670,96,3538,0.02139,0.03202
2001,Couple without children,8 rooms,0.01697,56,3538,0.01271,0.02122
2001,Single parent,2 rooms,0.13502,90,671,0.10915,0.16090
2001,Single parent,3 rooms,0.43098,295,671,0.39348,0.46848
2001,Single parent,4 rooms,0.24008,178,671,0.20774,0.27242
2001,Single parent,5 rooms,0.08968,69,671,0.06804,0.11131
2001,Single parent,6 rooms,0.05406,39,671,0.03694,0.07119
2001,Couple with children,2 rooms,0.02423,105,4165,0.01956,0.02890
2001,Couple with children,3 rooms,0.24682,1058,4165,0.23373,0.25992
2001,Couple with children,4 rooms,0.26452,1126,4165,0.25112,0.27792
2001,Couple with children,5 rooms,0.20285,837,4165,0.19063,0.21506
2001,Couple with children,6 rooms,0.12843,523,4165,0.11827,0.13859
2001,Couple with children,7 rooms,0.06984,279,4165,0.06210,0.07758
2001,Couple with children,8 rooms,0.03313,135,4165,0.02770,0.03857
2001,Couple with children,9 rooms,0.01263,52,4165,0.00924,0.01602
2001,Couple with children,10 or more rooms,0.01464,50,4165,0.01099,0.01829
2001,Multi-generational household,6 rooms,0.22813,32,32,0.08041,0.37585
2001,Other Combinations,3 rooms,0.28406,39,39,0.14067,0.42744
2002,Single-person household,1 room,0.09648,287,2921,0.08577,0.10718
2002,Single-person household,2 rooms,0.42230,1233,2921,0.40439,0.44022
2002,Single-person household,3 rooms,0.29959,867,2921,0.28298,0.31621
2002,Single-person household,4 rooms,0.09816,287,2921,0.08737,0.10895
2002,Single-person household,5 rooms,0.04774,141,2921,0.04001,0.05548
2002,Single-person household,6 rooms,0.02277,74,2921,0.01736,0.02818
2002,Single-person household,7 rooms,0.00869,32,2921,0.00533,0.01206
2002,Couple without children,2 rooms,0.13753,540,3831,0.12662,0.14844
2002,Couple without children,3 rooms,0.35382,1323,3831,0.33868,0.36897
2002,Couple without children,4 rooms,0.23172,892,3831,0.21836,0.24508
2002,Couple without children,5 rooms,0.14718,581,3831,0.13596,0.15840
2002,Couple without children,6 rooms,0.07207,305,3831,0.06388,0.08026
2002,Couple without children,7 rooms,0.03057,130,3831,0.02512,0.03602
2002,Couple without children,8 rooms,0.01178,60,3831,0.00836,0.01519
2002,Single parent,2 rooms,0.13650,88,636,0.10980,0.16320
2002,Single parent,3 rooms,0.42037,292,636,0.38197,0.45876
2002,Single parent,4 rooms,0.24822,181,636,0.21462,0.28182
2002,Single parent,5 rooms,0.09891,75,636,0.07569,0.12213
2002,Couple with children,2 rooms,0.01870,77,4381,0.01469,0.02272
2002,Couple with children,3 rooms,0.24745,966,4381,0.23467,0.26023
2002,Couple with children,4 rooms,0.28021,1162,4381,0.26691,0.29351
2002,Couple with children,5 rooms,0.21499,959,4381,0.20283,0.22716
2002,Couple with children,6 rooms,0.12271,605,4381,0.11299,0.13243
2002,Couple with children,7 rooms,0.06086,317,4381,0.05378,0.06794
2002,Couple with children,8 rooms,0.03137,165,4381,0.02621,0.03653
2002,Couple with children,9 rooms,0.01279,76,4381,0.00946,0.01611
2002,Couple with children,10 or more rooms,0.01069,54,4381,0.00765,0.01374
2002,Multi-generational household,6 rooms,0.27188,37,37,0.12654,0.41723
2002,Other Combinations,3 rooms,0.31145,36,36,0.15803,0.46487
2003,Single-person household,1 room,0.10298,300,2865,0.09185,0.11411
2003,Single-person household,2 rooms,0.40418,1163,2865,0.38621,0.42215
2003,Single-person household,3 rooms,0.30266,867,2865,0.28583,0.31949
2003,Single-person household,4 rooms,0.10404,310,2865,0.09286,0.11522
2003,Single-person household,5 rooms,0.05093,154,2865,0.04288,0.05898
2003,Single-person household,6 rooms,0.02260,71,2865,0.01716,0.02805
2003,Couple without children,2 rooms,0.14464,553,3749,0.13338,0.15590
2003,Couple without children,3 rooms,0.35898,1306,3749,0.34362,0.37434
2003,Couple without children,4 rooms,0.22219,859,3749,0.20889,0.23550
2003,Couple without children,5 rooms,0.14625,549,3749,0.13493,0.15756
2003,Couple without children,6 rooms,0.07241,299,3749,0.06412,0.08071
2003,Couple without children,7 rooms,0.02881,127,3749,0.02346,0.03417
2003,Couple without children,8 rooms,0.01159,56,3749,0.00816,0.01502
2003,Single parent,2 rooms,0.12487,84,663,0.09969,0.15005
2003,Single parent,3 rooms,0.44562,302,663,0.40776,0.48349
2003,Single parent,4 rooms,0.24400,173,663,0.21128,0.27672
2003,Single parent,5 rooms,0.08749,68,663,0.06596,0.10901
2003,Single parent,6 rooms,0.05068,36,663,0.03397,0.06739
2003,Couple with children,2 rooms,0.01983,83,4133,0.01558,0.02408
2003,Couple with children,3 rooms,0.24295,908,4133,0.22987,0.25602
2003,Couple with children,4 rooms,0.26775,1062,4133,0.25425,0.28126
2003,Couple with children,5 rooms,0.21246,874,4133,0.19999,0.22493
2003,Couple with children,6 rooms,0.12884,586,4133,0.11863,0.13906
2003,Couple with children,7 rooms,0.06687,333,4133,0.05925,0.07448
2003,Couple with children,8 rooms,0.03493,164,4133,0.02933,0.04053
2003,Couple with children,9 rooms,0.01268,67,4133,0.00927,0.01609
2003,Couple with children,10 or more rooms,0.01294,56,4133,0.00949,0.01638
2004,Single-person household,1 room,0.10175,294,2811,0.09057,0.11293
2004,Single-person household,2 rooms,0.39789,1107,2811,0.37979,0.41599
2004,Single-person household,3 rooms,0.30297,857,2811,0.28597,0.31996
2004,Single-person household,4 rooms,0.10272,301,2811,0.09149,0.11394
2004,Single-person household,5 rooms,0.05825,182,2811,0.04959,0.06691
2004,Single-person household,6 rooms,0.02392,70,2811,0.01827,0.02957
2004,Couple without children,2 rooms,0.13846,546,3746,0.12740,0.14952
2004,Couple without children,3 rooms,0.36532,1303,3746,0.34990,0.38074
2004,Couple without children,4 rooms,0.22360,863,3746,0.21026,0.23695
2004,Couple without children,5 rooms,0.14115,553,3746,0.13000,0.15230
2004,Couple without children,6 rooms,0.07339,294,3746,0.06503,0.08174
2004,Couple without children,7 rooms,0.02654,122,3746,0.02139,0.03169
2004,Couple without children,8 rooms,0.01471,65,3746,0.01085,0.01857
2004,Single parent,2 rooms,0.12681,81,640,0.10101,0.15262
2004,Single parent,3 rooms,0.47877,301,640,0.44004,0.51751
2004,Single parent,4 rooms,0.20574,158,640,0.17439,0.23708
2004,Single parent,5 rooms,0.09596,64,640,0.07312,0.11879
2004,Single parent,6 rooms,0.04087,36,640,0.02552,0.05623
2004,Couple with children,2 rooms,0.02164,71,3961,0.01710,0.02617
2004,Couple with children,3 rooms,0.23173,834,3961,0.21858,0.24487
2004,Couple with children,4 rooms,0.27059,1041,3961,0.25675,0.28442
2004,Couple with children,5 rooms,0.22079,845,3961,0.20787,0.23371
2004,Couple with children,6 rooms,0.13304,590,3961,0.12246,0.14361
2004,Couple with children,7 rooms,0.06882,310,3961,0.06093,0.07670
2004,Couple with children,8 rooms,0.02905,143,3961,0.02381,0.03428
2004,Couple with children,9 rooms,0.01237,65,3961,0.00892,0.01581
2004,Couple with children,10 or more rooms,0.01141,62,3961,0.00810,0.01472
2004,Other Combinations,3 rooms,0.36265,34,34,0.19862,0.52669
2005,Single-person household,1 room,0.09575,292,2882,0.08501,0.10650
2005,Single-person household,2 rooms,0.40117,1136,2882,0.38327,0.41906
2005,Single-person household,3 rooms,0.29679,855,2882,0.28011,0.31347
2005,Single-person household,4 rooms,0.10312,313,2882,0.09202,0.11423
2005,Single-person household,5 rooms,0.06023,172,2882,0.05154,0.06892
2005,Single-person household,6 rooms,0.02952,81,2882,0.02334,0.03570
2005,Single-person household,7 rooms,0.00810,33,2882,0.00482,0.01137
2005,Couple without children,2 rooms,0.13915,507,3654,0.12793,0.15038
2005,Couple without children,3 rooms,0.36872,1284,3654,0.35307,0.38436
2005,Couple without children,4 rooms,0.22463,834,3654,0.21110,0.23816
2005,Couple without children,5 rooms,0.14492,548,3654,0.13351,0.15634
2005,Couple without children,6 rooms,0.06403,259,3654,0.05610,0.07197
2005,Couple without children,7 rooms,0.02720,123,3654,0.02193,0.03248
2005,Couple without children,8 rooms,0.01588,66,3654,0.01182,0.01993
2005,Couple without children,9 rooms,0.00580,33,3654,0.00334,0.00826
2005,Single parent,2 rooms,0.12546,83,657,0.10011,0.15081
2005,Single parent,3 rooms,0.47278,305,657,0.43458,0.51099
2005,Single parent,4 rooms,0.19874,151,657,0.16821,0.22928
2005,Single parent,5 rooms,0.10280,75,657,0.07956,0.12604
2005,Single parent,6 rooms,0.05448,43,657,0.03711,0.07184
2005,Couple with children,2 rooms,0.02318,71,3702,0.01833,0.02802
2005,Couple with children,3 rooms,0.22626,758,3702,0.21278,0.23974
2005,Couple with children,4 rooms,0.27617,983,3702,0.26176,0.29057
2005,Couple with children,5 rooms,0.22152,829,3702,0.20814,0.23490
2005,Couple with children,6 rooms,0.12638,531,3702,0.11568,0.13709
2005,Couple with children,7 rooms,0.06432,270,3702,0.05641,0.07222
2005,Couple with children,8 rooms,0.03811,151,3702,0.03194,0.04427
2005,Couple with children,9 rooms,0.01404,59,3702,0.01025,0.01783
2005,Couple with children,10 or more rooms,0.01003,50,3702,0.00682,0.01324
2005,Other Combinations,3 rooms,0.30301,32,32,0.14123,0.46479
2006,Single-person household,1 room,0.09058,304,3259,0.08072,0.10043
2006,Single-person household,2 rooms,0.40104,1266,3259,0.38421,0.41787
2006,Single-person household,3 rooms,0.29745,973,3259,0.28175,0.31314
2006,Single-person household,4 rooms,0.10751,379,3259,0.09687,0.11815
2006,Single-person household,5 rooms,0.06275,212,3259,0.05442,0.07108
2006,Single-person household,6 rooms,0.02500,82,3259,0.01964,0.03036
2006,Single-person household,7 rooms,0.00897,43,3259,0.00573,0.01221
2006,Couple without children,2 rooms,0.14866,574,4117,0.13779,0.15953
2006,Couple without children,3 rooms,0.35452,1365,4117,0.33990,0.36913
2006,Couple without children,4 rooms,0.22217,950,4117,0.20947,0.23487
2006,Couple without children,5 rooms,0.13327,624,4117,0.12288,0.14365
2006,Couple without children,6 rooms,0.07551,328,4117,0.06744,0.08359
2006,Couple without children,7 rooms,0.03379,170,4117,0.02827,0.03931
2006,Couple without children,8 rooms,0.01308,70,4117,0.00961,0.01655
2006,Couple without children,9 rooms,0.00790,36,4117,0.00520,0.01061
2006,Single parent,2 rooms,0.11958,80,729,0.09601,0.14315
2006,Single parent,3 rooms,0.47199,340,729,0.43573,0.50826
2006,Single parent,4 rooms,0.20036,169,729,0.17128,0.22943
2006,Single parent,5 rooms,0.11150,96,729,0.08863,0.13436
2006,Single parent,6 rooms,0.04474,44,729,0.02972,0.05976
2006,Couple with children,2 rooms,0.02000,72,3833,0.01557,0.02443
2006,Couple with children,3 rooms,0.23434,786,3833,0.22092,0.24775
2006,Couple with children,4 rooms,0.27500,1009,3833,0.26086,0.28914
2006,Couple with children,5 rooms,0.22521,844,3833,0.21198,0.23843
2006,Couple with children,6 rooms,0.12307,554,3833,0.11267,0.13347
2006,Couple with children,7 rooms,0.06233,291,3833,0.05467,0.06998
2006,Couple with children,8 rooms,0.03167,151,3833,0.02613,0.03722
2006,Couple with children,9 rooms,0.01500,68,3833,0.01115,0.01884
2006,Couple with children,10 or more rooms,0.01214,58,3833,0.00867,0.01561
2007,Single-person household,1 room,0.09222,291,3079,0.08200,0.10245
2007,Single-person household,2 rooms,0.39653,1178,3079,0.37925,0.41381
2007,Single-person household,3 rooms,0.29294,918,3079,0.27687,0.30902
2007,Single-person household,4 rooms,0.11123,361,3079,0.10012,0.12233
2007,Single-person household,5 rooms,0.06275,197,3079,0.05418,0.07132
2007,Single-person household,6 rooms,0.02822,98,3079,0.02237,0.03407
2007,Single-person household,7 rooms,0.00816,36,3079,0.00498,0.01134
2007,Couple without children,2 rooms,0.13303,487,3841,0.12229,0.14377
2007,Couple without children,3 rooms,0.35180,1282,3841,0.33670,0.36691
2007,Couple without children,4 rooms,0.23059,899,3841,0.21727,0.24391
2007,Couple without children,5 rooms,0.13568,582,3841,0.12485,0.14651
2007,Couple without children,6 rooms,0.07940,319,3841,0.07085,0.08796
2007,Couple without children,7 rooms,0.04005,171,3841,0.03385,0.04625
2007,Couple without children,8 rooms,0.01156,64,3841,0.00818,0.01494
2007,Couple without children,9 rooms,0.00792,37,3841,0.00512,0.01073
2007,Single parent,2 rooms,0.11523,71,670,0.09104,0.13943
2007,Single parent,3 rooms,0.45795,306,670,0.42019,0.49570
2007,Single parent,4 rooms,0.22836,168,670,0.19655,0.26017
2007,Single parent,5 rooms,0.09970,85,670,0.07700,0.12241
2007,Single parent,6 rooms,0.04654,40,670,0.03058,0.06250
2007,Couple with children,2 rooms,0.01548,52,3575,0.01144,0.01953
2007,Couple with children,3 rooms,0.22427,718,3575,0.21059,0.23794
2007,Couple with children,4 rooms,0.26948,927,3575,0.25493,0.28402
2007,Couple with children,5 rooms,0.21630,777,3575,0.20281,0.22980
2007,Couple with children,6 rooms,0.14128,552,3575,0.12986,0.15270
2007,Couple with children,7 rooms,0.07139,299,3575,0.06295,0.07983
2007,Couple with children,8 rooms,0.03304,135,3575,0.02718,0.03890
2007,Couple with children,9 rooms,0.01488,62,3575,0.01091,0.01885
2007,Couple with children,10 or more rooms,0.01354,53,3575,0.00975,0.01733
2007,Other Combinations,3 rooms,0.37200,32,32,0.20185,0.54215
2008,Single-person household,1 room,0.08743,265,2960,0.07725,0.09760
2008,Single-person household,2 rooms,0.39107,1120,2960,0.37348,0.40865
2008,Single-person household,3 rooms,0.29507,880,2960,0.27864,0.31151
2008,Single-person household,4 rooms,0.11280,353,2960,0.10141,0.12420
2008,Single-person household,5 rooms,0.06685,198,2960,0.05785,0.07585
2008,Single-person household,6 rooms,0.03104,99,2960,0.02479,0.03729
2008,Single-person household,7 rooms,0.00918,45,2960,0.00575,0.01262
2008,Couple without children,2 rooms,0.12823,445,3702,0.11746,0.13900
2008,Couple without children,3 rooms,0.34819,1239,3702,0.33284,0.36354
2008,Couple without children,4 rooms,0.23791,882,3702,0.22419,0.25163
2008,Couple without children,5 rooms,0.14399,576,3702,0.13268,0.15530
2008,Couple without children,6 rooms,0.07453,303,3702,0.06607,0.08299
2008,Couple without children,7 rooms,0.03702,152,3702,0.03094,0.04310
2008,Couple without children,8 rooms,0.01194,61,3702,0.00844,0.01544
2008,Couple without children,9 rooms,0.00926,44,3702,0.00618,0.01235
2008,Single parent,2 rooms,0.12044,76,643,0.09527,0.14562
2008,Single parent,3 rooms,0.44001,284,643,0.40161,0.47841
2008,Single parent,4 rooms,0.22225,154,643,0.19009,0.25441
2008,Single parent,5 rooms,0.09944,79,643,0.07629,0.12259
2008,Single parent,6 rooms,0.06782,50,643,0.04837,0.08728
2008,Couple with children,2 rooms,0.01426,45,3266,0.01019,0.01832
2008,Couple with children,3 rooms,0.20627,630,3266,0.19239,0.22015
2008,Couple with children,4 rooms,0.26733,844,3266,0.25215,0.28251
2008,Couple with children,5 rooms,0.23476,757,3266,0.22022,0.24930
2008,Couple with children,6 rooms,0.13918,493,3266,0.12731,0.15105
2008,Couple with children,7 rooms,0.07313,259,3266,0.06420,0.08206
2008,Couple with children,8 rooms,0.03523,130,3266,0.02891,0.04156
2008,Couple with children,9 rooms,0.01385,59,3266,0.00984,0.01786
2008,Couple with children,10 or more rooms,0.01599,49,3266,0.01169,0.02029
2009,Single-person household,1 room,0.08237,228,2823,0.07223,0.09252
2009,Single-person household,2 rooms,0.37606,1043,2823,0.35819,0.39394
2009,Single-person household,3 rooms,0.30360,869,2823,0.28664,0.32057
2009,Single-person household,4 rooms,0.11745,342,2823,0.10557,0.12933
2009,Single-person household,5 rooms,0.07339,208,2823,0.06376,0.08301
2009,Single-person household,6 rooms,0.02908,90,2823,0.02288,0.03528
2009,Single-person household,7 rooms,0.01073,43,2823,0.00693,0.01453
2009,Couple without children,2 rooms,0.12575,415,3509,0.11478,0.13672
2009,Couple without children,3 rooms,0.33404,1146,3509,0.31844,0.34965
2009,Couple without children,4 rooms,0.23391,843,3509,0.21990,0.24792
2009,Couple without children,5 rooms,0.14918,560,3509,0.13739,0.16097
2009,Couple without children,6 rooms,0.07829,290,3509,0.06940,0.08718
2009,Couple without children,7 rooms,0.04204,157,3509,0.03540,0.04868
2009,Couple without children,8 rooms,0.01250,57,3509,0.00882,0.01618
2009,Couple without children,9 rooms,0.00930,41,3509,0.00612,0.01247
2009,Single parent,2 rooms,0.12367,71,591,0.09710,0.15023
2009,Single parent,3 rooms,0.43062,262,591,0.39066,0.47058
2009,Single parent,4 rooms,0.21429,148,591,0.18118,0.24740
2009,Single parent,5 rooms,0.10788,71,591,0.08284,0.13291
2009,Single parent,6 rooms,0.06148,39,591,0.04210,0.08086
2009,Couple with children,2 rooms,0.01454,42,3009,0.01026,0.01882
2009,Couple with children,3 rooms,0.21040,580,3009,0.19584,0.22497
2009,Couple with children,4 rooms,0.26927,772,3009,0.25342,0.28512
2009,Couple with children,5 rooms,0.23323,697,3009,0.21812,0.24834
2009,Couple with children,6 rooms,0.13131,456,3009,0.11924,0.14338
2009,Couple with children,7 rooms,0.06988,242,3009,0.06077,0.07899
2009,Couple with children,8 rooms,0.04138,120,3009,0.03426,0.04850
2009,Couple with children,9 rooms,0.01714,55,3009,0.01250,0.02178
2009,Couple with children,10 or more rooms,0.01285,45,3009,0.00882,0.01687
2010,Single-person household,1 room,0.07409,196,2668,0.06415,0.08403
2010,Single-person household,2 rooms,0.36210,942,2668,0.34386,0.38034
2010,Single-person household,3 rooms,0.31859,846,2668,0.30090,0.33627
2010,Single-person household,4 rooms,0.11995,348,2668,0.10762,0.13228
2010,Single-person household,5 rooms,0.06612,189,2668,0.05669,0.07556
2010,Single-person household,6 rooms,0.03434,98,2668,0.02743,0.04125
2010,Single-person household,7 rooms,0.01605,49,2668,0.01128,0.02082
2010,Couple without children,2 rooms,0.11345,365,3334,0.10268,0.12422
2010,Couple without children,3 rooms,0.34744,1107,3334,0.33127,0.36360
2010,Couple without children,4 rooms,0.24009,822,3334,0.22559,0.25459
2010,Couple without children,5 rooms,0.14622,521,3334,0.13423,0.15822
2010,Couple without children,6 rooms,0.08077,294,3334,0.07152,0.09002
2010,Couple without children,7 rooms,0.03496,129,3334,0.02872,0.04120
2010,Couple without children,8 rooms,0.01823,62,3334,0.01369,0.02277
2010,Couple without children,9 rooms,0.00622,34,3334,0.00355,0.00889
2010,Single parent,2 rooms,0.11148,215,1803,0.09695,0.12601
2010,Single parent,3 rooms,0.47057,869,1803,0.44752,0.49362
2010,Single parent,4 rooms,0.21402,416,1803,0.19508,0.23296
2010,Single parent,5 rooms,0.10754,196,1803,0.09324,0.12184
2010,Single parent,6 rooms,0.05176,71,1803,0.04153,0.06199
2010,Single parent,7 rooms,0.02507,36,1803,0.01785,0.03228
2010,Couple with children,2 rooms,0.01527,142,5709,0.01209,0.01845
2010,Couple with children,3 rooms,0.20785,1363,5709,0.19732,0.21837
2010,Couple with children,4 rooms,0.27031,1533,5709,0.25879,0.28183
2010,Couple with children,5 rooms,0.23367,1135,5709,0.22269,0.24464
2010,Couple with children,6 rooms,0.14327,783,5709,0.13418,0.15236
2010,Couple with children,7 rooms,0.06844,400,5709,0.06188,0.07499
2010,Couple with children,8 rooms,0.03018,193,5709,0.02574,0.03462
2010,Couple with children,9 rooms,0.02034,88,5709,0.01668,0.02401
2010,Couple with children,10 or more rooms,0.01028,72,5709,0.00767,0.01290
2011,Single-person household,1 room,0.08599,319,3504,0.07671,0.09528
2011,Single-person household,2 rooms,0.37752,1285,3504,0.36147,0.39357
2011,Single-person household,3 rooms,0.30037,1060,3504,0.28518,0.31555
2011,Single-person household,4 rooms,0.11501,429,3504,0.10445,0.12558
2011,Single-person household,5 rooms,0.06787,232,3504,0.05954,0.07620
2011,Single-person household,6 rooms,0.03538,133,3504,0.02926,0.04150
2011,Single-person household,7 rooms,0.01173,46,3504,0.00816,0.01530
2011,Couple without children,2 rooms,0.10810,454,4337,0.09886,0.11734
2011,Couple without children,3 rooms,0.35565,1466,4337,0.34140,0.36990
2011,Couple without children,4 rooms,0.22887,1011,4337,0.21636,0.24137
2011,Couple without children,5 rooms,0.15924,707,4337,0.14835,0.17013
2011,Couple without children,6 rooms,0.07637,393,4337,0.06847,0.08428
2011,Couple without children,7 rooms,0.03675,182,4337,0.03115,0.04235
2011,Couple without children,8 rooms,0.01793,87,4337,0.01398,0.02188
2011,Couple without children,9 rooms,0.00599,37,4337,0.00370,0.00829
2011,Single parent,2 rooms,0.12041,253,2261,0.10699,0.13382
2011,Single parent,3 rooms,0.46542,1088,2261,0.44486,0.48599
2011,Single parent,4 rooms,0.21436,534,2261,0.19744,0.23128
2011,Single parent,5 rooms,0.10613,237,2261,0.09343,0.11883
2011,Single parent,6 rooms,0.04672,103,2261,0.03802,0.05542
2011,Single parent,7 rooms,0.02486,46,2261,0.01844,0.03128
2011,Couple with children,2 rooms,0.01311,104,6168,0.01027,0.01595
2011,Couple with children,3 rooms,0.21165,1245,6168,0.20146,0.22185
2011,Couple with children,4 rooms,0.25814,1583,6168,0.24722,0.26906
2011,Couple with children,5 rooms,0.22591,1300,6168,0.21548,0.23635
2011,Couple with children,6 rooms,0.14806,951,6168,0.13920,0.15693
2011,Couple with children,7 rooms,0.07405,507,6168,0.06752,0.08059
2011,Couple with children,8 rooms,0.04122,274,6168,0.03626,0.04619
2011,Couple with children,9 rooms,0.01533,117,6168,0.01227,0.01840
2011,Couple with children,10 or more rooms,0.01251,87,6168,0.00974,0.01529
2011,Other Combinations,3 rooms,0.37841,38,38,0.22214,0.53469
2012,Single-person household,1 room,0.08458,336,3646,0.07554,0.09361
2012,Single-person household,2 rooms,0.37329,1329,3646,0.35759,0.38899
2012,Single-person household,3 rooms,0.31659,1157,3646,0.30149,0.33169
2012,Single-person household,4 rooms,0.11342,429,3646,0.10312,0.12371
2012,Single-person household,5 rooms,0.06328,232,3646,0.05538,0.07119
2012,Single-person household,6 rooms,0.03002,119,3646,0.02448,0.03556
2012,Single-person household,7 rooms,0.01051,44,3646,0.00720,0.01382
2012,Couple without children,2 rooms,0.10772,446,4406,0.09857,0.11688
2012,Couple without children,3 rooms,0.34260,1475,4406,0.32858,0.35661
2012,Couple without children,4 rooms,0.23541,1026,4406,0.22288,0.24793
2012,Couple without children,5 rooms,0.15287,720,4406,0.14224,0.16349
2012,Couple without children,6 rooms,0.08517,413,4406,0.07693,0.09341
2012,Couple without children,7 rooms,0.04215,204,4406,0.03622,0.04809
2012,Couple without children,8 rooms,0.01630,81,4406,0.01256,0.02004
2012,Couple without children,9 rooms,0.00721,41,4406,0.00472,0.00971
2012,Single parent,2 rooms,0.10093,212,2133,0.08814,0.11372
2012,Single parent,3 rooms,0.46680,1006,2133,0.44563,0.48798
2012,Single parent,4 rooms,0.22519,539,2133,0.20746,0.24292
2012,Single parent,5 rooms,0.09730,224,2133,0.08472,0.10988
2012,Single parent,6 rooms,0.05485,100,2133,0.04519,0.06452
2012,Single parent,7 rooms,0.02484,52,2133,0.01823,0.03145
2012,Couple with children,2 rooms,0.01457,78,5773,0.01148,0.01766
2012,Couple with children,3 rooms,0.19868,1092,5773,0.18838,0.20897
2012,Couple with children,4 rooms,0.26963,1514,5773,0.25818,0.28108
2012,Couple with children,5 rooms,0.23091,1238,5773,0.22004,0.24178
2012,Couple with children,6 rooms,0.14166,909,5773,0.13266,0.15065
2012,Couple with children,7 rooms,0.07634,479,5773,0.06949,0.08319
2012,Couple with children,8 rooms,0.03792,263,5773,0.03299,0.04284
2012,Couple with children,9 rooms,0.01363,104,5773,0.01064,0.01662
2012,Couple with children,10 or more rooms,0.01663,96,5773,0.01333,0.01993
2012,Other Combinations,3 rooms,0.37399,32,32,0.20366,0.54432
2013,Single-person household,1 room,0.08681,395,3804,0.07786,0.09576
2013,Single-person household,2 rooms,0.37160,1444,3804,0.35624,0.38696
2013,Single-person household,3 rooms,0.30476,1115,3804,0.29013,0.31939
2013,Single-person household,4 rooms,0.11719,446,3804,0.10697,0.12742
2013,Single-person household,5 rooms,0.06612,219,3804,0.05822,0.07402
2013,Single-person household,6 rooms,0.03298,129,3804,0.02730,0.03865
2013,Single-person household,7 rooms,0.01181,56,3804,0.00838,0.01525
2013,Couple without children,1 room,0.00624,33,4616,0.00397,0.00852
2013,Couple without children,2 rooms,0.10605,574,4616,0.09716,0.11493
2013,Couple without children,3 rooms,0.33479,1531,4616,0.32118,0.34841
2013,Couple without children,4 rooms,0.23620,1040,4616,0.22394,0.24845
2013,Couple without children,5 rooms,0.16219,725,4616,0.15155,0.17282
2013,Couple without children,6 rooms,0.08394,397,4616,0.07594,0.09194
2013,Couple without children,7 rooms,0.04288,195,4616,0.03703,0.04872
2013,Couple without children,8 rooms,0.01759,85,4616,0.01380,0.02138
2013,Couple without children,9 rooms,0.00615,36,4616,0.00389,0.00841
2013,Single parent,2 rooms,0.11822,236,2202,0.10473,0.13171
2013,Single parent,3 rooms,0.45462,1043,2202,0.43382,0.47542
2013,Single parent,4 rooms,0.22728,541,2202,0.20977,0.24479
2013,Single parent,5 rooms,0.09953,240,2202,0.08703,0.11204
2013,Single parent,6 rooms,0.04961,95,2202,0.04054,0.05868
2013,Single parent,7 rooms,0.02800,47,2202,0.02111,0.03489
2013,Couple with children,2 rooms,0.01746,125,6633,0.01431,0.02062
2013,Couple with children,3 rooms,0.21907,1554,6633,0.20911,0.22902
2013,Couple with children,4 rooms,0.25109,1775,6633,0.24065,0.26152
2013,Couple with children,5 rooms,0.23192,1326,6633,0.22176,0.24207
2013,Couple with children,6 rooms,0.14217,933,6633,0.13377,0.15058
2013,Couple with children,7 rooms,0.07322,482,6633,0.06695,0.07949
2013,Couple with children,8 rooms,0.03662,245,6633,0.03210,0.04114
2013,Couple with children,9 rooms,0.01538,104,6633,0.01241,0.01834
2013,Couple with children,10 or more rooms,0.01118,89,6633,0.00865,0.01372
2013,Multi-generational household,3 rooms,0.29431,31,96,0.20267,0.38596
2013,Multi-generational household,4 rooms,0.17750,31,96,0.10067,0.25434
2013,Multi-generational household,5 rooms,0.18598,34,96,0.10774,0.26422
2013,Other Combinations,2 rooms,0.13547,46,303,0.09687,0.17407
2013,Other Combinations,3 rooms,0.38408,129,303,0.32923,0.43894
2013,Other Combinations,4 rooms,0.18597,80,303,0.14209,0.22985
