year,regtyp,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Rural regions,West,8 rooms,0.03342,72,1937,0.02542,0.04143
2001,Rural regions,East,1 room,0.03286,46,1848,0.02473,0.04099
2001,Rural regions,East,2 rooms,0.23685,337,1848,0.21746,0.25624
2001,Rural regions,East,3 rooms,0.35449,654,1848,0.33268,0.37631
2001,Rural regions,East,4 rooms,0.19658,413,1848,0.17846,0.21471
2001,Rural regions,East,5 rooms,0.10204,241,1848,0.08824,0.11585
2001,Rural regions,East,6 rooms,0.04470,109,1848,0.03528,0.05413
2001,Rural regions,East,7 rooms,0.01737,48,1848,0.01141,0.02333
2002,Urban regions,West,1 room,0.03981,188,7291,0.03532,0.04430
2002,Urban regions,West,2 rooms,0.21839,1205,7291,0.20890,0.22787
2002,Urban regions,West,3 rooms,0.30984,2050,7291,0.29923,0.32046
2002,Urban regions,West,4 rooms,0.19403,1527,7291,0.18495,0.20311
2002,Urban regions,West,5 rooms,0.11890,1062,7291,0.11147,0.12633
2002,Urban regions,West,6 rooms,0.06775,656,7291,0.06199,0.07352
2002,Urban regions,West,7 rooms,0.02929,335,7291,0.02542,0.03316
2002,Urban regions,West,8 rooms,0.01233,153,7291,0.00980,0.01487
2002,Urban regions,West,9 rooms,0.00519,66,7291,0.00354,0.00684
2002,Urban regions,West,10 or more rooms,0.00446,49,7291,0.00293,0.00598
2002,Urban regions,East,1 room,0.08406,55,935,0.06627,0.10186
2002,Urban regions,East,2 rooms,0.29452,213,935,0.26529,0.32376
2002,Urban regions,East,3 rooms,0.39128,383,935,0.35998,0.42258
2002,Urban regions,East,4 rooms,0.13643,171,935,0.11441,0.15844
2002,Urban regions,East,5 rooms,0.05538,68,935,0.04071,0.07005
2002,Urban regions,East,6 rooms,0.02455,45,935,0.01463,0.03447
2002,Rural regions,West,2 rooms,0.13154,212,2054,0.11692,0.14616
2002,Rural regions,West,3 rooms,0.24079,432,2054,0.22230,0.25929
2002,Rural regions,West,4 rooms,0.22017,452,2054,0.20225,0.23810
2002,Rural regions,West,5 rooms,0.18613,406,2054,0.16930,0.20297
2002,Rural regions,West,6 rooms,0.09828,251,2054,0.08540,0.11116
2002,Rural regions,West,7 rooms,0.05754,145,2054,0.04747,0.06761
2002,Rural regions,West,8 rooms,0.02804,85,2054,0.02090,0.03518
2002,Rural regions,West,9 rooms,0.00969,34,2054,0.00545,0.01393
2002,Rural regions,West,10 or more rooms,0.01267,37,2054,0.00784,0.01751
2002,Rural regions,East,1 room,0.03087,44,1852,0.02299,0.03875
2002,Rural regions,East,2 rooms,0.24262,332,1852,0.22309,0.26215
2002,Rural regions,East,3 rooms,0.35540,641,1852,0.33359,0.37720
2002,Rural regions,East,4 rooms,0.19711,419,1852,0.17899,0.21524
2002,Rural regions,East,5 rooms,0.10706,263,1852,0.09297,0.12114
2002,Rural regions,East,6 rooms,0.04412,116,1852,0.03477,0.05348
2002,Rural regions,East,7 rooms,0.01493,37,1852,0.00941,0.02046
2003,Urban regions,West,1 room,0.04407,203,7024,0.03927,0.04887
2003,Urban regions,West,2 rooms,0.21086,1137,7024,0.20132,0.22040
2003,Urban regions,West,3 rooms,0.31402,1990,7024,0.30317,0.32488
2003,Urban regions,West,4 rooms,0.18953,1457,7024,0.18036,0.19869
2003,Urban regions,West,5 rooms,0.11988,1011,7024,0.11228,0.12748
2003,Urban regions,West,6 rooms,0.07040,642,7024,0.06442,0.07639
2003,Urban regions,West,7 rooms,0.02965,338,7024,0.02569,0.03362
2003,Urban regions,West,8 rooms,0.01326,148,7024,0.01058,0.01593
2003,Urban regions,West,9 rooms,0.00392,54,7024,0.00246,0.00538
2003,Urban regions,West,10 or more rooms,0.00440,44,7024,0.00286,0.00595
2003,Urban regions,East,1 room,0.08446,49,937,0.06665,0.10228
2003,Urban regions,East,2 rooms,0.29919,224,937,0.26985,0.32852
2003,Urban regions,East,3 rooms,0.38797,383,937,0.35675,0.41919
2003,Urban regions,East,4 rooms,0.14489,178,937,0.12234,0.16744
2003,Urban regions,East,5 rooms,0.05133,66,937,0.03720,0.06547
2003,Urban regions,East,6 rooms,0.02288,37,937,0.01330,0.03246
2003,Rural regions,West,2 rooms,0.13753,216,1945,0.12222,0.15284
2003,Rural regions,West,3 rooms,0.25831,448,1945,0.23885,0.27776
2003,Rural regions,West,4 rooms,0.20270,403,1945,0.18482,0.22057
2003,Rural regions,West,5 rooms,0.18093,357,1945,0.16382,0.19804
2003,Rural regions,West,6 rooms,0.09404,237,1945,0.08107,0.10702
2003,Rural regions,West,7 rooms,0.05167,129,1945,0.04183,0.06151
2003,Rural regions,West,8 rooms,0.03312,87,1945,0.02517,0.04108
2003,Rural regions,West,9 rooms,0.01248,35,1945,0.00755,0.01742
2003,Rural regions,West,10 or more rooms,0.00928,33,1945,0.00502,0.01354
2003,Rural regions,East,1 room,0.03679,50,1809,0.02812,0.04547
2003,Rural regions,East,2 rooms,0.24304,329,1809,0.22327,0.26281
2003,Rural regions,East,3 rooms,0.33687,612,1809,0.31509,0.35866
2003,Rural regions,East,4 rooms,0.20871,415,1809,0.18998,0.22744
2003,Rural regions,East,5 rooms,0.10583,250,1809,0.09165,0.12000
2003,Rural regions,East,6 rooms,0.03927,110,1809,0.03031,0.04822
2003,Rural regions,East,7 rooms,0.01600,43,1809,0.01022,0.02179
2004,Urban regions,West,1 room,0.04145,186,6830,0.03672,0.04618
2004,Urban regions,West,2 rooms,0.20659,1074,6830,0.19698,0.21619
2004,Urban regions,West,3 rooms,0.31781,1954,6830,0.30677,0.32886
2004,Urban regions,West,4 rooms,0.18968,1428,6830,0.18039,0.19898
2004,Urban regions,West,5 rooms,0.12242,1001,6830,0.11465,0.13019
2004,Urban regions,West,6 rooms,0.06999,628,6830,0.06394,0.07604
2004,Urban regions,West,7 rooms,0.02978,309,6830,0.02575,0.03382
2004,Urban regions,West,8 rooms,0.01279,139,6830,0.01013,0.01546
2004,Urban regions,West,9 rooms,0.00492,58,6830,0.00326,0.00658
2004,Urban regions,West,10 or more rooms,0.00456,53,6830,0.00296,0.00616
2004,Urban regions,East,1 room,0.08199,51,934,0.06438,0.09959
2004,Urban regions,East,2 rooms,0.30598,225,934,0.27641,0.33555
2004,Urban regions,East,3 rooms,0.40187,381,934,0.37041,0.43333
2004,Urban regions,East,4 rooms,0.13180,165,934,0.11009,0.15350
2004,Urban regions,East,5 rooms,0.04928,73,934,0.03539,0.06317
2004,Urban regions,East,6 rooms,0.01929,39,934,0.01046,0.02811
2004,Rural regions,West,1 room,0.02338,35,1952,0.01667,0.03008
2004,Rural regions,West,2 rooms,0.13448,203,1952,0.11935,0.14962
2004,Rural regions,West,3 rooms,0.26630,445,1952,0.24669,0.28591
2004,Rural regions,West,4 rooms,0.19028,384,1952,0.17286,0.20770
2004,Rural regions,West,5 rooms,0.18398,361,1952,0.16678,0.20117
2004,Rural regions,West,6 rooms,0.09787,241,1952,0.08468,0.11105
2004,Rural regions,West,7 rooms,0.05477,131,1952,0.04468,0.06487
2004,Rural regions,West,8 rooms,0.02753,77,1952,0.02027,0.03479
2004,Rural regions,West,9 rooms,0.01005,38,1952,0.00563,0.01448
2004,Rural regions,West,10 or more rooms,0.01136,37,1952,0.00665,0.01606
2004,Rural regions,East,1 room,0.04116,52,1775,0.03191,0.05040
2004,Rural regions,East,2 rooms,0.23962,319,1775,0.21975,0.25948
2004,Rural regions,East,3 rooms,0.32374,573,1775,0.30197,0.34552
2004,Rural regions,East,4 rooms,0.20901,423,1775,0.19009,0.22793
2004,Rural regions,East,5 rooms,0.11511,251,1775,0.10026,0.12996
2004,Rural regions,East,6 rooms,0.04442,114,1775,0.03483,0.05400
2004,Rural regions,East,7 rooms,0.01746,43,1775,0.01137,0.02356
2005,Urban regions,West,1 room,0.04122,198,6613,0.03643,0.04601
2005,Urban regions,West,2 rooms,0.20882,1062,6613,0.19903,0.21862
2005,Urban regions,West,3 rooms,0.31676,1900,6613,0.30555,0.32798
2005,Urban regions,West,4 rooms,0.18902,1365,6613,0.17958,0.19845
2005,Urban regions,West,5 rooms,0.12377,978,6613,0.11583,0.13171
2005,Urban regions,West,6 rooms,0.06880,578,6613,0.06270,0.07490
2005,Urban regions,West,7 rooms,0.02890,290,6613,0.02486,0.03293
2005,Urban regions,West,8 rooms,0.01404,143,6613,0.01120,0.01687
2005,Urban regions,West,9 rooms,0.00499,54,6613,0.00329,0.00668
2005,Urban regions,West,10 or more rooms,0.00368,45,6613,0.00222,0.00515
2005,Urban regions,East,1 room,0.08007,50,890,0.06223,0.09791
2005,Urban regions,East,2 rooms,0.29322,218,890,0.26329,0.32315
2005,Urban regions,East,3 rooms,0.39793,366,890,0.36576,0.43011
2005,Urban regions,East,4 rooms,0.13736,173,890,0.11473,0.15998
2005,Urban regions,East,5 rooms,0.06846,83,890,0.05186,0.08506
2005,Rural regions,West,2 rooms,0.14355,214,1871,0.12765,0.15944
2005,Rural regions,West,3 rooms,0.25340,435,1871,0.23369,0.27312
2005,Rural regions,West,4 rooms,0.19315,362,1871,0.17526,0.21104
2005,Rural regions,West,5 rooms,0.18218,356,1871,0.16468,0.19967
2005,Rural regions,West,6 rooms,0.09775,226,1871,0.08429,0.11121
2005,Rural regions,West,7 rooms,0.05062,123,1871,0.04068,0.06055
2005,Rural regions,West,8 rooms,0.03813,85,1871,0.02945,0.04681
2005,Rural regions,West,9 rooms,0.01382,37,1871,0.00853,0.01911
2005,Rural regions,West,10 or more rooms,0.01014,33,1871,0.00560,0.01467
2005,Rural regions,East,1 room,0.03155,44,1722,0.02329,0.03981
2005,Rural regions,East,2 rooms,0.24436,318,1722,0.22406,0.26467
2005,Rural regions,East,3 rooms,0.32322,556,1722,0.30113,0.34532
2005,Rural regions,East,4 rooms,0.21534,412,1722,0.19592,0.23476
2005,Rural regions,East,5 rooms,0.11842,249,1722,0.10316,0.13369
2005,Rural regions,East,6 rooms,0.04128,108,1722,0.03188,0.05067
2005,Rural regions,East,7 rooms,0.01390,35,1722,0.00837,0.01943
2006,Urban regions,West,1 room,0.04136,206,7176,0.03676,0.04597
2006,Urban regions,West,2 rooms,0.21659,1181,7176,0.20706,0.22613
2006,Urban regions,West,3 rooms,0.31325,2012,7176,0.30252,0.32398
2006,Urban regions,West,4 rooms,0.18595,1471,7176,0.17694,0.19495
2006,Urban regions,West,5 rooms,0.12205,1074,7176,0.11447,0.12962
2006,Urban regions,West,6 rooms,0.06697,638,7176,0.06119,0.07276
2006,Urban regions,West,7 rooms,0.03052,333,7176,0.02654,0.03450
2006,Urban regions,West,8 rooms,0.01373,145,7176,0.01104,0.01643
2006,Urban regions,West,9 rooms,0.00549,64,7176,0.00378,0.00719
2006,Urban regions,West,10 or more rooms,0.00409,52,7176,0.00262,0.00557
2006,Urban regions,East,1 room,0.07030,42,944,0.05398,0.08661
2006,Urban regions,East,2 rooms,0.30390,240,944,0.27454,0.33325
2006,Urban regions,East,3 rooms,0.39753,395,944,0.36629,0.42876
2006,Urban regions,East,4 rooms,0.14865,191,944,0.12595,0.17136
2006,Urban regions,East,5 rooms,0.06045,76,944,0.04524,0.07566
2006,Rural regions,West,2 rooms,0.13935,224,2134,0.12465,0.15404
2006,Rural regions,West,3 rooms,0.25946,489,2134,0.24086,0.27806
2006,Rural regions,West,4 rooms,0.20361,448,2134,0.18652,0.22069
2006,Rural regions,West,5 rooms,0.17572,402,2134,0.15956,0.19187
2006,Rural regions,West,6 rooms,0.10391,266,2134,0.09096,0.11686
2006,Rural regions,West,7 rooms,0.05201,146,2134,0.04259,0.06144
2006,Rural regions,West,8 rooms,0.02548,81,2134,0.01879,0.03216
2006,Rural regions,West,9 rooms,0.01586,44,2134,0.01056,0.02117
2006,Rural regions,West,10 or more rooms,0.00971,34,2134,0.00555,0.01387
2006,Rural regions,East,1 room,0.04620,59,1895,0.03675,0.05566
2006,Rural regions,East,2 rooms,0.25909,362,1895,0.23936,0.27883
2006,Rural regions,East,3 rooms,0.31765,610,1895,0.29668,0.33861
2006,Rural regions,East,4 rooms,0.19632,436,1895,0.17843,0.21421
2006,Rural regions,East,5 rooms,0.11353,263,1895,0.09924,0.12782
2006,Rural regions,East,6 rooms,0.03378,110,1895,0.02564,0.04191
2006,Rural regions,East,7 rooms,0.02033,55,1895,0.01397,0.02668
2007,Urban regions,West,1 room,0.04107,197,6666,0.03631,0.04584
2007,Urban regions,West,2 rooms,0.20393,1024,6666,0.19426,0.21360
2007,Urban regions,West,3 rooms,0.31129,1875,6666,0.30018,0.32241
2007,Urban regions,West,4 rooms,0.19110,1382,6666,0.18166,0.20053
2007,Urban regions,West,5 rooms,0.12167,991,6666,0.11382,0.12952
2007,Urban regions,West,6 rooms,0.07631,644,6666,0.06993,0.08268
2007,Urban regions,West,7 rooms,0.03125,323,6666,0.02707,0.03543
2007,Urban regions,West,8 rooms,0.01434,138,6666,0.01149,0.01719
2007,Urban regions,West,9 rooms,0.00559,55,6666,0.00380,0.00738
2007,Urban regions,West,10 or more rooms,0.00346,37,6666,0.00205,0.00487
2007,Urban regions,East,1 room,0.06834,42,891,0.05176,0.08491
2007,Urban regions,East,2 rooms,0.30215,218,891,0.27198,0.33232
2007,Urban regions,East,3 rooms,0.39490,384,891,0.36279,0.42702
2007,Urban regions,East,4 rooms,0.15990,180,891,0.13582,0.18398
2007,Urban regions,East,5 rooms,0.05184,67,891,0.03728,0.06641
2007,Rural regions,West,1 room,0.02061,31,2027,0.01442,0.02680
2007,Rural regions,West,2 rooms,0.14040,215,2027,0.12527,0.15553
2007,Rural regions,West,3 rooms,0.24482,451,2027,0.22609,0.26354
2007,Rural regions,West,4 rooms,0.20637,415,2027,0.18875,0.22399
2007,Rural regions,West,5 rooms,0.17113,368,2027,0.15473,0.18752
2007,Rural regions,West,6 rooms,0.09657,237,2027,0.08371,0.10943
2007,Rural regions,West,7 rooms,0.06310,155,2027,0.05251,0.07368
2007,Rural regions,West,8 rooms,0.02809,77,2027,0.02089,0.03528
2007,Rural regions,West,9 rooms,0.01384,41,2027,0.00876,0.01893
2007,Rural regions,West,10 or more rooms,0.01508,37,2027,0.00977,0.02039
2007,Rural regions,East,1 room,0.03393,43,1782,0.02552,0.04233
2007,Rural regions,East,2 rooms,0.26047,345,1782,0.24008,0.28085
2007,Rural regions,East,3 rooms,0.30953,559,1782,0.28806,0.33100
2007,Rural regions,East,4 rooms,0.20235,418,1782,0.18369,0.22101
2007,Rural regions,East,5 rooms,0.10622,241,1782,0.09191,0.12053
2007,Rural regions,East,6 rooms,0.04913,123,1782,0.03909,0.05917
2007,Rural regions,East,7 rooms,0.02364,53,1782,0.01658,0.03069
2008,Urban regions,West,1 room,0.04078,183,6262,0.03588,0.04568
2008,Urban regions,West,2 rooms,0.20709,973,6262,0.19705,0.21713
2008,Urban regions,West,3 rooms,0.30141,1722,6262,0.29005,0.31278
2008,Urban regions,West,4 rooms,0.18892,1312,6262,0.17923,0.19862
2008,Urban regions,West,5 rooms,0.12665,939,6262,0.11841,0.13489
2008,Urban regions,West,6 rooms,0.07720,605,6262,0.07059,0.08381
2008,Urban regions,West,7 rooms,0.03409,300,6262,0.02960,0.03858
2008,Urban regions,West,8 rooms,0.01278,125,6262,0.01000,0.01556
2008,Urban regions,West,9 rooms,0.00706,71,6262,0.00499,0.00914
2008,Urban regions,West,10 or more rooms,0.00401,32,6262,0.00245,0.00558
2008,Urban regions,East,1 room,0.05492,37,911,0.04012,0.06972
2008,Urban regions,East,2 rooms,0.30095,212,911,0.27115,0.33076
2008,Urban regions,East,3 rooms,0.40848,392,911,0.37654,0.44041
2008,Urban regions,East,4 rooms,0.15406,171,911,0.13060,0.17751
2008,Urban regions,East,5 rooms,0.05836,68,911,0.04313,0.07359
2008,Urban regions,East,6 rooms,0.01474,31,911,0.00691,0.02257
2008,Rural regions,West,2 rooms,0.13124,195,1854,0.11586,0.14661
2008,Rural regions,West,3 rooms,0.24158,410,1854,0.22209,0.26107
2008,Rural regions,West,4 rooms,0.21030,404,1854,0.19175,0.22886
2008,Rural regions,West,5 rooms,0.18710,369,1854,0.16934,0.20485
2008,Rural regions,West,6 rooms,0.09767,222,1854,0.08415,0.11119
2008,Rural regions,West,7 rooms,0.05639,136,1854,0.04589,0.06690
2008,Rural regions,West,8 rooms,0.03059,76,1854,0.02275,0.03843
2008,Rural regions,West,10 or more rooms,0.01757,42,1854,0.01158,0.02355
2008,Rural regions,East,1 room,0.03152,39,1683,0.02317,0.03987
2008,Rural regions,East,2 rooms,0.24960,312,1683,0.22892,0.27028
2008,Rural regions,East,3 rooms,0.31361,544,1683,0.29143,0.33578
2008,Rural regions,East,4 rooms,0.21461,382,1683,0.19499,0.23423
2008,Rural regions,East,5 rooms,0.11639,256,1683,0.10107,0.13172
2008,Rural regions,East,6 rooms,0.04304,111,1683,0.03334,0.05274
2008,Rural regions,East,7 rooms,0.01447,39,1683,0.00876,0.02017
2009,Urban regions,West,1 room,0.03904,149,5801,0.03406,0.04403
2009,Urban regions,West,2 rooms,0.20171,887,5801,0.19138,0.21203
2009,Urban regions,West,3 rooms,0.30296,1617,5801,0.29114,0.31479
2009,Urban regions,West,4 rooms,0.18477,1192,5801,0.17479,0.19476
2009,Urban regions,West,5 rooms,0.13343,890,5801,0.12468,0.14218
2009,Urban regions,West,6 rooms,0.07539,558,5801,0.06860,0.08219
2009,Urban regions,West,7 rooms,0.03519,293,5801,0.03044,0.03993
2009,Urban regions,West,8 rooms,0.01534,122,5801,0.01217,0.01850
2009,Urban regions,West,9 rooms,0.00669,58,5801,0.00459,0.00879
2009,Urban regions,West,10 or more rooms,0.00548,35,5801,0.00358,0.00737
2009,Urban regions,East,1 room,0.06206,41,855,0.04587,0.07824
2009,Urban regions,East,2 rooms,0.30737,207,855,0.27642,0.33832
2009,Urban regions,East,3 rooms,0.40362,371,855,0.37072,0.43653
2009,Urban regions,East,4 rooms,0.14902,161,855,0.12514,0.17291
2009,Urban regions,East,5 rooms,0.05619,75,855,0.04074,0.07163
2009,Rural regions,West,2 rooms,0.12437,185,1796,0.10910,0.13964
2009,Rural regions,West,3 rooms,0.24027,388,1796,0.22050,0.26004
2009,Rural regions,West,4 rooms,0.21866,395,1796,0.19953,0.23778
2009,Rural regions,West,5 rooms,0.19204,360,1796,0.17382,0.21026
2009,Rural regions,West,6 rooms,0.08995,200,1796,0.07671,0.10318
2009,Rural regions,West,7 rooms,0.05554,129,1796,0.04494,0.06613
2009,Rural regions,West,8 rooms,0.02699,61,1796,0.01950,0.03449
2009,Rural regions,West,9 rooms,0.01386,35,1796,0.00845,0.01927
2009,Rural regions,West,10 or more rooms,0.01601,43,1796,0.01020,0.02182
2009,Rural regions,East,1 room,0.02465,33,1619,0.01709,0.03220
2009,Rural regions,East,2 rooms,0.24323,297,1619,0.22232,0.26413
2009,Rural regions,East,3 rooms,0.30593,513,1619,0.28348,0.32838
2009,Rural regions,East,4 rooms,0.22685,388,1619,0.20644,0.24726
2009,Rural regions,East,5 rooms,0.10752,228,1619,0.09243,0.12261
2009,Rural regions,East,6 rooms,0.04772,116,1619,0.03733,0.05810
2009,Rural regions,East,7 rooms,0.02323,44,1619,0.01589,0.03057
2010,Urban regions,West,1 room,0.03395,128,7966,0.02998,0.03793
2010,Urban regions,West,2 rooms,0.18994,971,7966,0.18132,0.19855
2010,Urban regions,West,3 rooms,0.31841,2484,7966,0.30818,0.32864
2010,Urban regions,West,4 rooms,0.19244,1788,7966,0.18378,0.20109
2010,Urban regions,West,5 rooms,0.12734,1176,7966,0.12002,0.13466
2010,Urban regions,West,6 rooms,0.07875,774,7966,0.07283,0.08466
2010,Urban regions,West,7 rooms,0.03299,350,7966,0.02907,0.03692
2010,Urban regions,West,8 rooms,0.01447,159,7966,0.01184,0.01709
2010,Urban regions,West,9 rooms,0.00788,82,7966,0.00594,0.00982
2010,Urban regions,West,10 or more rooms,0.00383,54,7966,0.00247,0.00519
2010,Urban regions,East,1 room,0.06683,41,1101,0.05207,0.08158
2010,Urban regions,East,2 rooms,0.28388,207,1101,0.25724,0.31053
2010,Urban regions,East,3 rooms,0.40899,476,1101,0.37993,0.43804
2010,Urban regions,East,4 rooms,0.15695,236,1101,0.13545,0.17845
2010,Urban regions,East,5 rooms,0.05295,101,1101,0.03972,0.06619
2010,Urban regions,East,6 rooms,0.02170,40,1101,0.01309,0.03031
2010,Rural regions,West,2 rooms,0.14007,208,2648,0.12685,0.15329
2010,Rural regions,West,3 rooms,0.24348,583,2648,0.22713,0.25983
2010,Rural regions,West,4 rooms,0.20908,617,2648,0.19359,0.22457
2010,Rural regions,West,5 rooms,0.18105,504,2648,0.16638,0.19572
2010,Rural regions,West,6 rooms,0.09077,313,2648,0.07982,0.10171
2010,Rural regions,West,7 rooms,0.06132,214,2648,0.05218,0.07046
2010,Rural regions,West,8 rooms,0.02967,108,2648,0.02321,0.03614
2010,Rural regions,West,9 rooms,0.01229,51,2648,0.00809,0.01649
2010,Rural regions,West,10 or more rooms,0.01322,50,2648,0.00887,0.01758
2010,Rural regions,East,1 room,0.02744,31,1997,0.02027,0.03460
2010,Rural regions,East,2 rooms,0.22650,285,1997,0.20814,0.24486
2010,Rural regions,East,3 rooms,0.31930,680,1997,0.29885,0.33976
2010,Rural regions,East,4 rooms,0.21694,517,1997,0.19886,0.23502
2010,Rural regions,East,5 rooms,0.11626,281,1997,0.10220,0.13032
2010,Rural regions,East,6 rooms,0.05978,145,1997,0.04938,0.07018
2010,Rural regions,East,7 rooms,0.02021,58,1997,0.01403,0.02638
2011,Urban regions,West,1 room,0.03471,170,9421,0.03101,0.03840
2011,Urban regions,West,2 rooms,0.20214,1240,9421,0.19403,0.21025
2011,Urban regions,West,3 rooms,0.31687,2811,9421,0.30748,0.32627
2011,Urban regions,West,4 rooms,0.18026,1974,9421,0.17249,0.18802
2011,Urban regions,West,5 rooms,0.13226,1445,9421,0.12542,0.13910
2011,Urban regions,West,6 rooms,0.07482,945,9421,0.06951,0.08014
2011,Urban regions,West,7 rooms,0.03209,439,9421,0.02853,0.03565
2011,Urban regions,West,8 rooms,0.01713,237,9421,0.01451,0.01975
2011,Urban regions,West,9 rooms,0.00593,101,9421,0.00438,0.00749
2011,Urban regions,West,10 or more rooms,0.00378,59,9421,0.00254,0.00502
2011,Urban regions,East,1 room,0.08241,72,1312,0.06753,0.09730
2011,Urban regions,East,2 rooms,0.27662,238,1312,0.25241,0.30084
2011,Urban regions,East,3 rooms,0.39257,559,1312,0.36614,0.41900
2011,Urban regions,East,4 rooms,0.15369,270,1312,0.13417,0.17322
2011,Urban regions,East,5 rooms,0.06580,122,1312,0.05237,0.07922
2011,Urban regions,East,6 rooms,0.01872,51,1312,0.01138,0.02605
2011,Rural regions,West,1 room,0.02724,46,3438,0.02180,0.03268
2011,Rural regions,West,2 rooms,0.12873,277,3438,0.11753,0.13992
2011,Rural regions,West,3 rooms,0.23068,737,3438,0.21660,0.24477
2011,Rural regions,West,4 rooms,0.21157,755,3438,0.19792,0.22523
2011,Rural regions,West,5 rooms,0.18108,647,3438,0.16820,0.19395
2011,Rural regions,West,6 rooms,0.10324,438,3438,0.09307,0.11341
2011,Rural regions,West,7 rooms,0.06411,283,3438,0.05592,0.07230
2011,Rural regions,West,8 rooms,0.03079,136,3438,0.02502,0.03657
2011,Rural regions,West,9 rooms,0.01079,66,3438,0.00733,0.01424
2011,Rural regions,West,10 or more rooms,0.01178,53,3438,0.00817,0.01538
2011,Rural regions,East,1 room,0.03441,46,2390,0.02710,0.04172
2011,Rural regions,East,2 rooms,0.22974,355,2390,0.21288,0.24661
2011,Rural regions,East,3 rooms,0.32631,807,2390,0.30751,0.34511
2011,Rural regions,East,4 rooms,0.20972,602,2390,0.19339,0.22604
2011,Rural regions,East,5 rooms,0.10826,295,2390,0.09580,0.12072
2011,Rural regions,East,6 rooms,0.05949,183,2390,0.05001,0.06898
2011,Rural regions,East,7 rooms,0.01785,67,2390,0.01254,0.02316
2011,Rural regions,East,8 rooms,0.01083,35,2390,0.00668,0.01498
2012,Urban regions,West,1 room,0.03523,194,9147,0.03145,0.03900
2012,Urban regions,West,2 rooms,0.19665,1189,9147,0.18850,0.20480
2012,Urban regions,West,3 rooms,0.31557,2697,9147,0.30604,0.32509
2012,Urban regions,West,4 rooms,0.18501,1923,9147,0.17705,0.19297
2012,Urban regions,West,5 rooms,0.13123,1401,9147,0.12431,0.13815
2012,Urban regions,West,6 rooms,0.07395,930,9147,0.06859,0.07931
2012,Urban regions,West,7 rooms,0.03501,429,9147,0.03124,0.03878
2012,Urban regions,West,8 rooms,0.01568,216,9147,0.01313,0.01822
2012,Urban regions,West,9 rooms,0.00581,99,9147,0.00425,0.00737
2012,Urban regions,West,10 or more rooms,0.00587,69,9147,0.00431,0.00744
2012,Urban regions,East,1 room,0.08825,71,1275,0.07267,0.10382
2012,Urban regions,East,2 rooms,0.28039,237,1275,0.25572,0.30506
2012,Urban regions,East,3 rooms,0.37390,534,1275,0.34733,0.40047
2012,Urban regions,East,4 rooms,0.15199,263,1275,0.13227,0.17170
2012,Urban regions,East,5 rooms,0.06860,119,1275,0.05472,0.08249
2012,Urban regions,East,6 rooms,0.02300,51,1275,0.01477,0.03124
2012,Rural regions,West,1 room,0.02463,45,3444,0.01945,0.02980
2012,Rural regions,West,2 rooms,0.13207,301,3444,0.12076,0.14338
2012,Rural regions,West,3 rooms,0.23848,753,3444,0.22424,0.25271
2012,Rural regions,West,4 rooms,0.21357,752,3444,0.19988,0.22726
2012,Rural regions,West,5 rooms,0.17157,619,3444,0.15898,0.18416
2012,Rural regions,West,6 rooms,0.10294,427,3444,0.09279,0.11309
2012,Rural regions,West,7 rooms,0.06116,288,3444,0.05315,0.06916
2012,Rural regions,West,8 rooms,0.03142,141,3444,0.02559,0.03724
2012,Rural regions,West,9 rooms,0.01017,55,3444,0.00682,0.01353
2012,Rural regions,West,10 or more rooms,0.01400,63,3444,0.01008,0.01793
2012,Rural regions,East,1 room,0.03331,52,2396,0.02613,0.04050
2012,Rural regions,East,2 rooms,0.22834,354,2396,0.21153,0.24516
2012,Rural regions,East,3 rooms,0.33307,796,2396,0.31419,0.35194
2012,Rural regions,East,4 rooms,0.21937,614,2396,0.20280,0.23595
2012,Rural regions,East,5 rooms,0.10126,313,2396,0.08917,0.11334
2012,Rural regions,East,6 rooms,0.05358,168,2396,0.04456,0.06259
2012,Rural regions,East,7 rooms,0.01855,63,2396,0.01315,0.02396
2012,Rural regions,East,8 rooms,0.00929,36,2396,0.00545,0.01313
2013,Urban regions,West,1 room,0.03782,268,10535,0.03418,0.04146
2013,Urban regions,West,2 rooms,0.19811,1471,10535,0.19050,0.20572
2013,Urban regions,West,3 rooms,0.31287,3259,10535,0.30401,0.32172
2013,Urban regions,West,4 rooms,0.18214,2223,10535,0.17477,0.18951
2013,Urban regions,West,5 rooms,0.13427,1529,10535,0.12776,0.14078
2013,Urban regions,West,6 rooms,0.07379,964,10535,0.06880,0.07878
2013,Urban regions,West,7 rooms,0.03553,449,10535,0.03200,0.03907
2013,Urban regions,West,8 rooms,0.01565,214,10535,0.01328,0.01802
2013,Urban regions,West,9 rooms,0.00555,89,10535,0.00413,0.00697
2013,Urban regions,West,10 or more rooms,0.00427,69,10535,0.00302,0.00551
2013,Urban regions,East,1 room,0.07853,61,1283,0.06381,0.09326
2013,Urban regions,East,2 rooms,0.29973,269,1283,0.27465,0.32481
2013,Urban regions,East,3 rooms,0.37225,529,1283,0.34579,0.39872
2013,Urban regions,East,4 rooms,0.15814,270,1283,0.13817,0.17811
2013,Urban regions,East,5 rooms,0.05717,112,1283,0.04446,0.06987
2013,Urban regions,East,6 rooms,0.01733,42,1283,0.01019,0.02448
2013,Rural regions,West,1 room,0.02653,59,3678,0.02134,0.03173
