,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
300,300,1989,Couple with children,5th Quintile,6 rooms,0.1841,40,3546,0.16397,0.20414
301,301,1990,Single-person household,1st Quintile,1 room,0.24036,67,5480,0.22119,0.26043
302,302,1990,Single-person household,1st Quintile,2 rooms,0.57049,190,5480,0.54489,0.60279
303,303,1990,Single-person household,1st Quintile,3 rooms,0.18915,65,5480,0.16943,0.20862
304,304,1990,Single-person household,2nd Quintile,1 room,0.20469,58,5480,0.18283,0.23084
305,305,1990,Single-person household,2nd Quintile,2 rooms,0.38376,98,5480,0.35176,0.41282
306,306,1990,Single-person household,2nd Quintile,3 rooms,0.41155,93,5480,0.38786,0.43153
307,307,1990,Single-person household,3rd Quintile,1 room,0.1312,31,5480,0.10453,0.15715
308,308,1990,Single-person household,3rd Quintile,2 rooms,0.51429,102,5480,0.46987,0.55712
309,309,1990,Single-person household,3rd Quintile,3 rooms,0.35452,70,5480,0.32629,0.38301
310,310,1990,Single-person household,4th Quintile,1 room,0.18573,45,5480,0.16045,0.20885
311,311,1990,Single-person household,4th Quintile,2 rooms,0.50565,106,5480,0.47153,0.54675
312,312,1990,Single-person household,4th Quintile,3 rooms,0.30862,67,5480,0.28671,0.33927
313,313,1990,Single-person household,5th Quintile,2 rooms,0.50103,67,5480,0.45326,0.54059
314,314,1990,Single-person household,5th Quintile,3 rooms,0.49897,68,5480,0.46298,0.53519
315,315,1990,Couple without children,1st Quintile,2 rooms,0.30654,125,5480,0.28548,0.32712
316,316,1990,Couple without children,1st Quintile,3 rooms,0.53884,233,5480,0.51915,0.5608
317,317,1990,Couple without children,1st Quintile,4 rooms,0.15462,70,5480,0.14326,0.16757
318,318,1990,Couple without children,2nd Quintile,2 rooms,0.49839,68,5480,0.43092,0.56743
319,319,1990,Couple without children,2nd Quintile,3 rooms,0.50161,64,5480,0.44203,0.55602
320,320,1990,Couple without children,3rd Quintile,2 rooms,0.29624,64,5480,0.25217,0.33272
321,321,1990,Couple without children,3rd Quintile,3 rooms,0.47464,98,5480,0.42854,0.51552
322,322,1990,Couple without children,3rd Quintile,4 rooms,0.22912,43,5480,0.20066,0.25353
323,323,1990,Couple without children,4th Quintile,2 rooms,0.2416,77,5480,0.20317,0.28129
324,324,1990,Couple without children,4th Quintile,3 rooms,0.50754,123,5480,0.46238,0.54871
325,325,1990,Couple without children,4th Quintile,4 rooms,0.25087,58,5480,0.2244,0.2738
326,326,1990,Couple without children,5th Quintile,2 rooms,0.18086,77,5480,0.15646,0.20236
327,327,1990,Couple without children,5th Quintile,3 rooms,0.41716,157,5480,0.38744,0.44711
328,328,1990,Couple without children,5th Quintile,4 rooms,0.28734,102,5480,0.26763,0.30842
329,329,1990,Couple without children,5th Quintile,5 rooms,0.11464,44,5480,0.10377,0.12463
330,330,1990,Single parent,1st Quintile,2 rooms,0.36405,33,5480,0.31607,0.43014
331,331,1990,Single parent,1st Quintile,3 rooms,0.63595,65,5480,0.57083,0.69272
332,332,1990,Single parent,3rd Quintile,3 rooms,1.0,33,5480,0.77278,1.2682
333,333,1990,Couple with children,1st Quintile,2 rooms,0.11985,116,5480,0.11336,0.12725
334,334,1990,Couple with children,1st Quintile,3 rooms,0.46719,497,5480,0.45177,0.48413
335,335,1990,Couple with children,1st Quintile,4 rooms,0.26518,309,5480,0.25744,0.27536
336,336,1990,Couple with children,1st Quintile,5 rooms,0.10589,121,5480,0.09932,0.11369
337,337,1990,Couple with children,1st Quintile,6 rooms,0.04189,50,5480,0.03705,0.04668
338,338,1990,Couple with children,2nd Quintile,2 rooms,0.05451,41,5480,0.03822,0.07483
339,339,1990,Couple with children,2nd Quintile,3 rooms,0.43955,241,5480,0.3879,0.48937
340,340,1990,Couple with children,2nd Quintile,4 rooms,0.35166,145,5480,0.30692,0.38669
341,341,1990,Couple with children,2nd Quintile,5 rooms,0.15428,48,5480,0.12588,0.18408
342,342,1990,Couple with children,3rd Quintile,2 rooms,0.03591,36,5480,0.02597,0.04654
343,343,1990,Couple with children,3rd Quintile,3 rooms,0.36314,207,5480,0.3269,0.40089
344,344,1990,Couple with children,3rd Quintile,4 rooms,0.29017,151,5480,0.26169,0.3204
345,345,1990,Couple with children,3rd Quintile,5 rooms,0.20352,90,5480,0.18429,0.22472
346,346,1990,Couple with children,3rd Quintile,6 rooms,0.10727,45,5480,0.09592,0.11845
347,347,1990,Couple with children,4th Quintile,3 rooms,0.31101,166,5480,0.27857,0.3417
348,348,1990,Couple with children,4th Quintile,4 rooms,0.32965,133,5480,0.3,0.35876
349,349,1990,Couple with children,4th Quintile,5 rooms,0.21501,79,5480,0.19554,0.23271
350,350,1990,Couple with children,4th Quintile,6 rooms,0.14433,50,5480,0.12949,0.15969
351,351,1990,Couple with children,5th Quintile,3 rooms,0.19847,68,5480,0.17027,0.23762
352,352,1990,Couple with children,5th Quintile,4 rooms,0.30085,90,5480,0.27503,0.32628
353,353,1990,Couple with children,5th Quintile,5 rooms,0.29386,80,5480,0.26999,0.31836
354,354,1990,Couple with children,5th Quintile,6 rooms,0.20682,56,5480,0.18849,0.22506
355,355,1991,Single-person household,1st Quintile,1 room,0.20367,53,5345,0.18732,0.22125
356,356,1991,Single-person household,1st Quintile,2 rooms,0.57191,160,5345,0.54465,0.596
357,357,1991,Single-person household,1st Quintile,3 rooms,0.22442,68,5345,0.20007,0.24852
358,358,1991,Single-person household,2nd Quintile,1 room,0.19409,59,5345,0.1657,0.21639
359,359,1991,Single-person household,2nd Quintile,2 rooms,0.42206,117,5345,0.39013,0.45052
360,360,1991,Single-person household,2nd Quintile,3 rooms,0.38385,95,5345,0.35774,0.40724
361,361,1991,Single-person household,3rd Quintile,2 rooms,0.60452,103,5345,0.55168,0.65081
362,362,1991,Single-person household,3rd Quintile,3 rooms,0.39548,69,5345,0.34358,0.43472
363,363,1991,Single-person household,4th Quintile,1 room,0.17704,38,5345,0.14406,0.20487
364,364,1991,Single-person household,4th Quintile,2 rooms,0.4897,96,5345,0.44345,0.53229
365,365,1991,Single-person household,4th Quintile,3 rooms,0.33325,61,5345,0.29732,0.36277
366,366,1991,Single-person household,5th Quintile,2 rooms,0.51586,72,5345,0.47219,0.56141
367,367,1991,Single-person household,5th Quintile,3 rooms,0.48414,71,5345,0.43926,0.5258
368,368,1991,Couple without children,1st Quintile,2 rooms,0.30083,118,5345,0.27974,0.3211
369,369,1991,Couple without children,1st Quintile,3 rooms,0.54242,222,5345,0.5204,0.56612
370,370,1991,Couple without children,1st Quintile,4 rooms,0.15675,69,5345,0.1469,0.16673
371,371,1991,Couple without children,2nd Quintile,2 rooms,0.40643,66,5345,0.35562,0.47606
372,372,1991,Couple without children,2nd Quintile,3 rooms,0.35925,57,5345,0.30936,0.40128
373,373,1991,Couple without children,2nd Quintile,4 rooms,0.23432,32,5345,0.20604,0.25789
374,374,1991,Couple without children,3rd Quintile,2 rooms,0.2888,61,5345,0.24715,0.32807
375,375,1991,Couple without children,3rd Quintile,3 rooms,0.51317,98,5345,0.4677,0.55112
376,376,1991,Couple without children,3rd Quintile,4 rooms,0.19802,44,5345,0.16836,0.226
377,377,1991,Couple without children,4th Quintile,2 rooms,0.22939,80,5345,0.19541,0.25989
378,378,1991,Couple without children,4th Quintile,3 rooms,0.47564,125,5345,0.4325,0.51937
379,379,1991,Couple without children,4th Quintile,4 rooms,0.29497,63,5345,0.26257,0.32508
380,380,1991,Couple without children,5th Quintile,2 rooms,0.18635,72,5345,0.162,0.21157
381,381,1991,Couple without children,5th Quintile,3 rooms,0.42706,165,5345,0.39359,0.45725
382,382,1991,Couple without children,5th Quintile,4 rooms,0.26467,95,5345,0.24564,0.28144
383,383,1991,Couple without children,5th Quintile,5 rooms,0.12192,44,5345,0.10474,0.13719
384,384,1991,Single parent,1st Quintile,2 rooms,0.46897,34,5345,0.39795,0.58668
385,385,1991,Single parent,1st Quintile,3 rooms,0.53103,53,5345,0.46621,0.59615
386,386,1991,Single parent,2nd Quintile,3 rooms,1.0,35,5345,0.82172,1.17225
387,387,1991,Couple with children,1st Quintile,2 rooms,0.10441,93,5345,0.09732,0.11281
388,388,1991,Couple with children,1st Quintile,3 rooms,0.47086,465,5345,0.45505,0.49008
389,389,1991,Couple with children,1st Quintile,4 rooms,0.27348,301,5345,0.26316,0.28397
390,390,1991,Couple with children,1st Quintile,5 rooms,0.10963,121,5345,0.10253,0.11826
391,391,1991,Couple with children,1st Quintile,6 rooms,0.04162,50,5345,0.0377,0.0452
392,392,1991,Couple with children,2nd Quintile,2 rooms,0.09667,53,5345,0.07201,0.11964
393,393,1991,Couple with children,2nd Quintile,3 rooms,0.42128,220,5345,0.36413,0.47046
394,394,1991,Couple with children,2nd Quintile,4 rooms,0.31848,115,5345,0.28187,0.35216
395,395,1991,Couple with children,2nd Quintile,5 rooms,0.16357,45,5345,0.13286,0.19155
396,396,1991,Couple with children,3rd Quintile,2 rooms,0.05064,42,5345,0.03776,0.0629
397,397,1991,Couple with children,3rd Quintile,3 rooms,0.33824,201,5345,0.3045,0.37355
398,398,1991,Couple with children,3rd Quintile,4 rooms,0.30665,164,5345,0.27416,0.33402
399,399,1991,Couple with children,3rd Quintile,5 rooms,0.19097,84,5345,0.17423,0.20692
400,400,1991,Couple with children,3rd Quintile,6 rooms,0.1135,49,5345,0.10169,0.12502
401,401,1991,Couple with children,4th Quintile,3 rooms,0.29132,160,5345,0.26066,0.3271
402,402,1991,Couple with children,4th Quintile,4 rooms,0.33869,145,5345,0.30636,0.37289
403,403,1991,Couple with children,4th Quintile,5 rooms,0.23012,83,5345,0.20855,0.25085
404,404,1991,Couple with children,4th Quintile,6 rooms,0.13988,52,5345,0.12591,0.15683
405,405,1991,Couple with children,5th Quintile,3 rooms,0.22254,81,5345,0.18812,0.25397
406,406,1991,Couple with children,5th Quintile,4 rooms,0.2526,77,5345,0.22784,0.28453
407,407,1991,Couple with children,5th Quintile,5 rooms,0.30712,91,5345,0.27935,0.34108
408,408,1991,Couple with children,5th Quintile,6 rooms,0.21774,58,5345,0.20156,0.23775
409,409,1992,Single-person household,1st Quintile,1 room,0.20055,82,5425,0.17603,0.22453
410,410,1992,Single-person household,1st Quintile,2 rooms,0.45058,196,5425,0.42416,0.48097
411,411,1992,Single-person household,1st Quintile,3 rooms,0.26611,97,5425,0.23888,0.28999
412,412,1992,Single-person household,1st Quintile,4 rooms,0.08275,31,5425,0.07147,0.09406
413,413,1992,Single-person household,2nd Quintile,1 room,0.12784,32,5425,0.10061,0.15955
414,414,1992,Single-person household,2nd Quintile,2 rooms,0.45854,95,5425,0.42038,0.49366
415,415,1992,Single-person household,2nd Quintile,3 rooms,0.41362,73,5425,0.37743,0.44887
416,416,1992,Single-person household,3rd Quintile,1 room,0.14171,35,5425,0.10821,0.17045
417,417,1992,Single-person household,3rd Quintile,2 rooms,0.52192,94,5425,0.47788,0.57151
418,418,1992,Single-person household,3rd Quintile,3 rooms,0.33637,65,5425,0.29693,0.3762
419,419,1992,Single-person household,4th Quintile,1 room,0.17466,41,5425,0.13373,0.20738
420,420,1992,Single-person household,4th Quintile,2 rooms,0.52845,100,5425,0.48357,0.57255
421,421,1992,Single-person household,4th Quintile,3 rooms,0.29689,59,5425,0.25537,0.33149
422,422,1992,Single-person household,5th Quintile,2 rooms,0.45451,62,5425,0.40076,0.50228
423,423,1992,Single-person household,5th Quintile,3 rooms,0.54549,69,5425,0.49498,0.59556
424,424,1992,Couple without children,1st Quintile,2 rooms,0.39765,103,5425,0.35125,0.44205
425,425,1992,Couple without children,1st Quintile,3 rooms,0.42169,111,5425,0.3852,0.4644
426,426,1992,Couple without children,1st Quintile,4 rooms,0.18065,47,5425,0.15898,0.20539
427,427,1992,Couple without children,2nd Quintile,2 rooms,0.29629,72,5425,0.25131,0.34289
428,428,1992,Couple without children,2nd Quintile,3 rooms,0.49953,125,5425,0.45056,0.55274
429,429,1992,Couple without children,2nd Quintile,4 rooms,0.20418,48,5425,0.1723,0.23282
430,430,1992,Couple without children,3rd Quintile,2 rooms,0.28948,75,5425,0.25329,0.32345
431,431,1992,Couple without children,3rd Quintile,3 rooms,0.54837,121,5425,0.4924,0.6132
432,432,1992,Couple without children,3rd Quintile,4 rooms,0.16215,39,5425,0.13303,0.19664
433,433,1992,Couple without children,4th Quintile,2 rooms,0.23649,91,5425,0.20094,0.2681
434,434,1992,Couple without children,4th Quintile,3 rooms,0.40341,145,5425,0.37282,0.43695
435,435,1992,Couple without children,4th Quintile,4 rooms,0.24998,77,5425,0.22221,0.27683
436,436,1992,Couple without children,4th Quintile,5 rooms,0.11012,33,5425,0.09503,0.12688
437,437,1992,Couple without children,5th Quintile,2 rooms,0.19014,80,5425,0.16391,0.22352
438,438,1992,Couple without children,5th Quintile,3 rooms,0.39473,160,5425,0.36471,0.42945
439,439,1992,Couple without children,5th Quintile,4 rooms,0.29488,110,5425,0.26875,0.32026
440,440,1992,Couple without children,5th Quintile,5 rooms,0.12026,45,5425,0.10526,0.13524
441,441,1992,Single parent,1st Quintile,2 rooms,0.44456,40,5425,0.36587,0.5312
442,442,1992,Single parent,1st Quintile,3 rooms,0.55544,56,5425,0.45089,0.65173
443,443,1992,Single parent,2nd Quintile,3 rooms,1.0,36,5425,0.83452,1.15126
444,444,1992,Couple with children,1st Quintile,2 rooms,0.12249,53,5425,0.10421,0.14186
445,445,1992,Couple with children,1st Quintile,3 rooms,0.48058,213,5425,0.44145,0.53509
446,446,1992,Couple with children,1st Quintile,4 rooms,0.30418,137,5425,0.27143,0.34567
447,447,1992,Couple with children,1st Quintile,5 rooms,0.09275,38,5425,0.07392,0.11925
448,448,1992,Couple with children,2nd Quintile,2 rooms,0.0575,61,5425,0.04749,0.06636
449,449,1992,Couple with children,2nd Quintile,3 rooms,0.38033,340,5425,0.35346,0.40935
450,450,1992,Couple with children,2nd Quintile,4 rooms,0.30346,217,5425,0.2715,0.3365
451,451,1992,Couple with children,2nd Quintile,5 rooms,0.1696,108,5425,0.14749,0.19214
452,452,1992,Couple with children,2nd Quintile,6 rooms,0.08911,50,5425,0.07267,0.10382
453,453,1992,Couple with children,3rd Quintile,2 rooms,0.06096,42,5425,0.04486,0.07602
454,454,1992,Couple with children,3rd Quintile,3 rooms,0.36747,267,5425,0.32226,0.40011
455,455,1992,Couple with children,3rd Quintile,4 rooms,0.28445,182,5425,0.25562,0.31273
456,456,1992,Couple with children,3rd Quintile,5 rooms,0.19354,99,5425,0.1705,0.21667
457,457,1992,Couple with children,3rd Quintile,6 rooms,0.09358,52,5425,0.08142,0.10469
458,458,1992,Couple with children,4th Quintile,2 rooms,0.0485,35,5425,0.03743,0.06006
459,459,1992,Couple with children,4th Quintile,3 rooms,0.32831,181,5425,0.29095,0.36165
460,460,1992,Couple with children,4th Quintile,4 rooms,0.29498,151,5425,0.26873,0.32237
461,461,1992,Couple with children,4th Quintile,5 rooms,0.20699,83,5425,0.1831,0.22954
462,462,1992,Couple with children,4th Quintile,6 rooms,0.12122,53,5425,0.10627,0.13805
463,463,1992,Couple with children,5th Quintile,3 rooms,0.17785,80,5425,0.15505,0.20612
464,464,1992,Couple with children,5th Quintile,4 rooms,0.28981,88,5425,0.26419,0.32243
465,465,1992,Couple with children,5th Quintile,5 rooms,0.29392,89,5425,0.26885,0.31988
466,466,1992,Couple with children,5th Quintile,6 rooms,0.23841,61,5425,0.21694,0.26495
467,467,1993,Single-person household,1st Quintile,1 room,0.19306,83,5330,0.16803,0.21772
468,468,1993,Single-person household,1st Quintile,2 rooms,0.4146,182,5330,0.38392,0.44477
469,469,1993,Single-person household,1st Quintile,3 rooms,0.30881,115,5330,0.28144,0.33569
470,470,1993,Single-person household,1st Quintile,4 rooms,0.08352,31,5330,0.07176,0.09577
471,471,1993,Single-person household,2nd Quintile,1 room,0.16403,38,5330,0.134,0.19093
472,472,1993,Single-person household,2nd Quintile,2 rooms,0.44255,104,5330,0.39437,0.48252
473,473,1993,Single-person household,2nd Quintile,3 rooms,0.39342,81,5330,0.35055,0.43378
474,474,1993,Single-person household,3rd Quintile,1 room,0.14603,37,5330,0.10621,0.18164
475,475,1993,Single-person household,3rd Quintile,2 rooms,0.50114,100,5330,0.45273,0.5565
476,476,1993,Single-person household,3rd Quintile,3 rooms,0.35283,65,5330,0.31609,0.39283
477,477,1993,Single-person household,4th Quintile,2 rooms,0.58271,90,5330,0.52802,0.63134
478,478,1993,Single-person household,4th Quintile,3 rooms,0.41729,69,5330,0.36663,0.4664
479,479,1993,Single-person household,5th Quintile,2 rooms,0.50753,65,5330,0.44779,0.57452
480,480,1993,Single-person household,5th Quintile,3 rooms,0.49247,67,5330,0.44268,0.53601
481,481,1993,Couple without children,1st Quintile,2 rooms,0.32169,78,5330,0.2781,0.37079
482,482,1993,Couple without children,1st Quintile,3 rooms,0.46056,103,5330,0.41591,0.50442
483,483,1993,Couple without children,1st Quintile,4 rooms,0.21775,41,5330,0.1761,0.27109
484,484,1993,Couple without children,2nd Quintile,2 rooms,0.37542,105,5330,0.33331,0.41764
485,485,1993,Couple without children,2nd Quintile,3 rooms,0.43629,117,5330,0.39894,0.47735
486,486,1993,Couple without children,2nd Quintile,4 rooms,0.18828,56,5330,0.16044,0.2179
487,487,1993,Couple without children,3rd Quintile,2 rooms,0.19111,62,5330,0.1606,0.22133
488,488,1993,Couple without children,3rd Quintile,3 rooms,0.43308,110,5330,0.38227,0.48835
489,489,1993,Couple without children,3rd Quintile,4 rooms,0.22635,54,5330,0.19851,0.26473
490,490,1993,Couple without children,3rd Quintile,5 rooms,0.14946,31,5330,0.12446,0.16912
491,491,1993,Couple without children,4th Quintile,2 rooms,0.23818,97,5330,0.20564,0.26686
492,492,1993,Couple without children,4th Quintile,3 rooms,0.45286,165,5330,0.41273,0.48577
493,493,1993,Couple without children,4th Quintile,4 rooms,0.21453,77,5330,0.1912,0.24209
494,494,1993,Couple without children,4th Quintile,5 rooms,0.09443,31,5330,0.08028,0.11067
495,495,1993,Couple without children,5th Quintile,2 rooms,0.1488,72,5330,0.12354,0.17224
496,496,1993,Couple without children,5th Quintile,3 rooms,0.39987,182,5330,0.36583,0.43034
497,497,1993,Couple without children,5th Quintile,4 rooms,0.2658,105,5330,0.24268,0.2968
498,498,1993,Couple without children,5th Quintile,5 rooms,0.1047,44,5330,0.09087,0.11921
499,499,1993,Couple without children,5th Quintile,6 rooms,0.08083,31,5330,0.06929,0.09318
500,500,1993,Single parent,1st Quintile,2 rooms,0.39843,39,5330,0.31059,0.50405
501,501,1993,Single parent,1st Quintile,3 rooms,0.60157,58,5330,0.49994,0.71277
502,502,1993,Couple with children,1st Quintile,2 rooms,0.08901,43,5330,0.07134,0.10775
503,503,1993,Couple with children,1st Quintile,3 rooms,0.45675,184,5330,0.39363,0.51602
504,504,1993,Couple with children,1st Quintile,4 rooms,0.32508,115,5330,0.27595,0.36699
505,505,1993,Couple with children,1st Quintile,5 rooms,0.12916,44,5330,0.09955,0.16654
506,506,1993,Couple with children,2nd Quintile,2 rooms,0.07881,65,5330,0.06389,0.09331
507,507,1993,Couple with children,2nd Quintile,3 rooms,0.3766,308,5330,0.34542,0.41162
508,508,1993,Couple with children,2nd Quintile,4 rooms,0.28829,203,5330,0.26421,0.31725
509,509,1993,Couple with children,2nd Quintile,5 rooms,0.17129,98,5330,0.14638,0.19599
510,510,1993,Couple with children,2nd Quintile,6 rooms,0.08501,49,5330,0.07451,0.09921
511,511,1993,Couple with children,3rd Quintile,2 rooms,0.04785,46,5330,0.03594,0.06147
