,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
300,300,1991,5th Quintile,Urban regions,6 rooms,0.09002,75,6062,0.08297,0.09681
301,301,1991,5th Quintile,Rural regions,3 rooms,0.24461,31,6062,0.1935,0.3007
302,302,1991,5th Quintile,Rural regions,4 rooms,0.36122,37,6062,0.31322,0.40719
303,303,1991,5th Quintile,Rural regions,5 rooms,0.39417,40,6062,0.33948,0.44747
304,304,1992,1st Quintile,Urban regions,1 room,0.17071,77,6068,0.14968,0.19143
305,305,1992,1st Quintile,Urban regions,2 rooms,0.36296,228,6068,0.32639,0.3952
306,306,1992,1st Quintile,Urban regions,3 rooms,0.34502,266,6068,0.31432,0.38365
307,307,1992,1st Quintile,Urban regions,4 rooms,0.12131,98,6068,0.10363,0.14008
308,308,1992,1st Quintile,Rural regions,2 rooms,0.36587,168,6068,0.34066,0.39421
309,309,1992,1st Quintile,Rural regions,3 rooms,0.36721,229,6068,0.3372,0.39787
310,310,1992,1st Quintile,Rural regions,4 rooms,0.19281,148,6068,0.17068,0.21901
311,311,1992,1st Quintile,Rural regions,5 rooms,0.0741,53,6068,0.0576,0.08954
312,312,1992,2nd Quintile,Urban regions,1 room,0.04568,35,6068,0.03332,0.05957
313,313,1992,2nd Quintile,Urban regions,2 rooms,0.2662,182,6068,0.2377,0.29591
314,314,1992,2nd Quintile,Urban regions,3 rooms,0.39057,350,6068,0.35346,0.42864
315,315,1992,2nd Quintile,Urban regions,4 rooms,0.16907,178,6068,0.15147,0.18927
316,316,1992,2nd Quintile,Urban regions,5 rooms,0.08026,70,6068,0.06784,0.09576
317,317,1992,2nd Quintile,Urban regions,6 rooms,0.04822,40,6068,0.04195,0.05512
318,318,1992,2nd Quintile,Rural regions,2 rooms,0.16904,75,6068,0.14525,0.19037
319,319,1992,2nd Quintile,Rural regions,3 rooms,0.42216,244,6068,0.37567,0.46797
320,320,1992,2nd Quintile,Rural regions,4 rooms,0.2162,124,6068,0.19177,0.24215
321,321,1992,2nd Quintile,Rural regions,5 rooms,0.12409,82,6068,0.10638,0.14503
322,322,1992,2nd Quintile,Rural regions,6 rooms,0.06851,37,6068,0.05536,0.08617
323,323,1992,3rd Quintile,Urban regions,1 room,0.05983,48,6068,0.04577,0.07589
324,324,1992,3rd Quintile,Urban regions,2 rooms,0.2855,196,6068,0.26406,0.31332
325,325,1992,3rd Quintile,Urban regions,3 rooms,0.34168,341,6068,0.31294,0.37217
326,326,1992,3rd Quintile,Urban regions,4 rooms,0.17185,177,6068,0.15068,0.18998
327,327,1992,3rd Quintile,Urban regions,5 rooms,0.09407,85,6068,0.08183,0.10253
328,328,1992,3rd Quintile,Urban regions,6 rooms,0.04706,38,6068,0.04038,0.05564
329,329,1992,3rd Quintile,Rural regions,2 rooms,0.0996,32,6068,0.07355,0.12631
330,330,1992,3rd Quintile,Rural regions,3 rooms,0.40387,164,6068,0.34662,0.46424
331,331,1992,3rd Quintile,Rural regions,4 rooms,0.22364,87,6068,0.1927,0.25682
332,332,1992,3rd Quintile,Rural regions,5 rooms,0.18069,66,6068,0.1547,0.20543
333,333,1992,3rd Quintile,Rural regions,6 rooms,0.09221,37,6068,0.075,0.11045
334,334,1992,4th Quintile,Urban regions,1 room,0.06201,47,6068,0.04807,0.0775
335,335,1992,4th Quintile,Urban regions,2 rooms,0.23938,186,6068,0.21607,0.2632
336,336,1992,4th Quintile,Urban regions,3 rooms,0.32347,322,6068,0.29695,0.34474
337,337,1992,4th Quintile,Urban regions,4 rooms,0.21676,207,6068,0.19904,0.23247
338,338,1992,4th Quintile,Urban regions,5 rooms,0.10052,93,6068,0.0919,0.10863
339,339,1992,4th Quintile,Urban regions,6 rooms,0.05786,51,6068,0.05156,0.06498
340,340,1992,4th Quintile,Rural regions,2 rooms,0.1878,45,6068,0.15204,0.22447
341,341,1992,4th Quintile,Rural regions,3 rooms,0.34026,94,6068,0.29526,0.38513
342,342,1992,4th Quintile,Rural regions,4 rooms,0.24627,70,6068,0.21579,0.27459
343,343,1992,4th Quintile,Rural regions,5 rooms,0.22567,53,6068,0.19859,0.25564
344,344,1992,5th Quintile,Urban regions,2 rooms,0.18328,139,6068,0.16516,0.20297
345,345,1992,5th Quintile,Urban regions,3 rooms,0.33135,278,6068,0.30391,0.35802
346,346,1992,5th Quintile,Urban regions,4 rooms,0.23507,202,6068,0.21664,0.25465
347,347,1992,5th Quintile,Urban regions,5 rooms,0.14174,125,6068,0.12744,0.15362
348,348,1992,5th Quintile,Urban regions,6 rooms,0.10856,88,6068,0.10043,0.11886
349,349,1992,5th Quintile,Rural regions,3 rooms,0.26985,35,6068,0.21706,0.33913
350,350,1992,5th Quintile,Rural regions,4 rooms,0.41673,42,6068,0.34275,0.4877
351,351,1992,5th Quintile,Rural regions,5 rooms,0.31343,36,6068,0.26572,0.36476
352,352,1993,1st Quintile,Urban regions,1 room,0.15064,74,6125,0.13107,0.17005
353,353,1993,1st Quintile,Urban regions,2 rooms,0.3131,203,6125,0.28325,0.33966
354,354,1993,1st Quintile,Urban regions,3 rooms,0.35741,271,6125,0.32,0.40271
355,355,1993,1st Quintile,Urban regions,4 rooms,0.1397,100,6125,0.12015,0.16121
356,356,1993,1st Quintile,Urban regions,5 rooms,0.03914,36,6125,0.02815,0.05212
357,357,1993,1st Quintile,Rural regions,2 rooms,0.33438,153,6125,0.30313,0.36362
358,358,1993,1st Quintile,Rural regions,3 rooms,0.40909,211,6125,0.37082,0.44723
359,359,1993,1st Quintile,Rural regions,4 rooms,0.17527,114,6125,0.15268,0.20256
360,360,1993,1st Quintile,Rural regions,5 rooms,0.08125,50,6125,0.06339,0.09602
361,361,1993,2nd Quintile,Urban regions,1 room,0.07451,49,6125,0.05554,0.0891
362,362,1993,2nd Quintile,Urban regions,2 rooms,0.28156,216,6125,0.25035,0.30798
363,363,1993,2nd Quintile,Urban regions,3 rooms,0.36614,336,6125,0.33679,0.39661
364,364,1993,2nd Quintile,Urban regions,4 rooms,0.16367,176,6125,0.14684,0.18227
365,365,1993,2nd Quintile,Urban regions,5 rooms,0.07103,59,6125,0.05851,0.0835
366,366,1993,2nd Quintile,Urban regions,6 rooms,0.04309,33,6125,0.03546,0.0509
367,367,1993,2nd Quintile,Rural regions,2 rooms,0.21253,88,6125,0.18711,0.24004
368,368,1993,2nd Quintile,Rural regions,3 rooms,0.39135,235,6125,0.35439,0.43379
369,369,1993,2nd Quintile,Rural regions,4 rooms,0.21617,136,6125,0.19079,0.24112
370,370,1993,2nd Quintile,Rural regions,5 rooms,0.12263,77,6125,0.10437,0.14167
371,371,1993,2nd Quintile,Rural regions,6 rooms,0.05732,38,6125,0.04764,0.06585
372,372,1993,3rd Quintile,Urban regions,1 room,0.04741,35,6125,0.03479,0.05982
373,373,1993,3rd Quintile,Urban regions,2 rooms,0.23303,182,6125,0.20498,0.25921
374,374,1993,3rd Quintile,Urban regions,3 rooms,0.38314,363,6125,0.35152,0.41648
375,375,1993,3rd Quintile,Urban regions,4 rooms,0.1838,179,6125,0.16302,0.20068
376,376,1993,3rd Quintile,Urban regions,5 rooms,0.09861,85,6125,0.08794,0.10908
377,377,1993,3rd Quintile,Urban regions,6 rooms,0.05401,41,6125,0.04594,0.06269
378,378,1993,3rd Quintile,Rural regions,2 rooms,0.1252,44,6125,0.10126,0.15387
379,379,1993,3rd Quintile,Rural regions,3 rooms,0.33664,164,6125,0.2983,0.38543
380,380,1993,3rd Quintile,Rural regions,4 rooms,0.26948,103,6125,0.22906,0.31089
381,381,1993,3rd Quintile,Rural regions,5 rooms,0.18358,77,6125,0.15867,0.20755
382,382,1993,3rd Quintile,Rural regions,6 rooms,0.08511,34,6125,0.07228,0.0985
383,383,1993,4th Quintile,Urban regions,1 room,0.04382,34,6125,0.0349,0.05479
384,384,1993,4th Quintile,Urban regions,2 rooms,0.22667,177,6125,0.20451,0.24394
385,385,1993,4th Quintile,Urban regions,3 rooms,0.33972,319,6125,0.31454,0.36496
386,386,1993,4th Quintile,Urban regions,4 rooms,0.22453,218,6125,0.20579,0.24574
387,387,1993,4th Quintile,Urban regions,5 rooms,0.10442,96,6125,0.09397,0.11371
388,388,1993,4th Quintile,Urban regions,6 rooms,0.06084,52,6125,0.05329,0.07016
389,389,1993,4th Quintile,Rural regions,2 rooms,0.15434,42,6125,0.12597,0.1825
390,390,1993,4th Quintile,Rural regions,3 rooms,0.31728,113,6125,0.27566,0.35984
391,391,1993,4th Quintile,Rural regions,4 rooms,0.23179,80,6125,0.20518,0.26994
392,392,1993,4th Quintile,Rural regions,5 rooms,0.18716,53,6125,0.15589,0.21857
393,393,1993,4th Quintile,Rural regions,6 rooms,0.10943,33,6125,0.08915,0.13067
394,394,1993,5th Quintile,Urban regions,2 rooms,0.18667,131,6125,0.16804,0.2057
395,395,1993,5th Quintile,Urban regions,3 rooms,0.34915,301,6125,0.32205,0.37836
396,396,1993,5th Quintile,Urban regions,4 rooms,0.22274,183,6125,0.20699,0.2472
397,397,1993,5th Quintile,Urban regions,5 rooms,0.15101,132,6125,0.13801,0.16501
398,398,1993,5th Quintile,Urban regions,6 rooms,0.09043,73,6125,0.08263,0.09894
399,399,1993,5th Quintile,Rural regions,3 rooms,0.31239,44,6125,0.25228,0.38087
400,400,1993,5th Quintile,Rural regions,4 rooms,0.3608,42,6125,0.29807,0.42974
401,401,1993,5th Quintile,Rural regions,5 rooms,0.32681,40,6125,0.28438,0.37112
402,402,1994,1st Quintile,Urban regions,1 room,0.13332,72,6080,0.1104,0.15322
403,403,1994,1st Quintile,Urban regions,2 rooms,0.35657,245,6080,0.32331,0.3893
404,404,1994,1st Quintile,Urban regions,3 rooms,0.33941,320,6080,0.30692,0.37315
405,405,1994,1st Quintile,Urban regions,4 rooms,0.1196,117,6080,0.10327,0.13972
406,406,1994,1st Quintile,Urban regions,5 rooms,0.0511,41,6080,0.03828,0.06257
407,407,1994,1st Quintile,Rural regions,2 rooms,0.32866,128,6080,0.29534,0.36372
408,408,1994,1st Quintile,Rural regions,3 rooms,0.41567,189,6080,0.36619,0.46403
409,409,1994,1st Quintile,Rural regions,4 rooms,0.17292,103,6080,0.15007,0.19978
410,410,1994,1st Quintile,Rural regions,5 rooms,0.08275,47,6080,0.06334,0.10184
411,411,1994,2nd Quintile,Urban regions,1 room,0.06948,44,6080,0.05505,0.08315
412,412,1994,2nd Quintile,Urban regions,2 rooms,0.25783,185,6080,0.22973,0.29706
413,413,1994,2nd Quintile,Urban regions,3 rooms,0.36474,322,6080,0.32866,0.39762
414,414,1994,2nd Quintile,Urban regions,4 rooms,0.17912,167,6080,0.15406,0.19822
415,415,1994,2nd Quintile,Urban regions,5 rooms,0.07739,61,6080,0.06236,0.09641
416,416,1994,2nd Quintile,Urban regions,6 rooms,0.05143,41,6080,0.0427,0.05969
417,417,1994,2nd Quintile,Rural regions,2 rooms,0.22285,100,6080,0.19842,0.25467
418,418,1994,2nd Quintile,Rural regions,3 rooms,0.3828,201,6080,0.3393,0.42204
419,419,1994,2nd Quintile,Rural regions,4 rooms,0.22636,127,6080,0.19783,0.25949
420,420,1994,2nd Quintile,Rural regions,5 rooms,0.10488,62,6080,0.08505,0.12205
421,421,1994,2nd Quintile,Rural regions,6 rooms,0.0631,39,6080,0.05162,0.07467
422,422,1994,3rd Quintile,Urban regions,1 room,0.05195,39,6080,0.04213,0.06498
423,423,1994,3rd Quintile,Urban regions,2 rooms,0.24386,177,6080,0.22412,0.27305
424,424,1994,3rd Quintile,Urban regions,3 rooms,0.35173,311,6080,0.32292,0.38078
425,425,1994,3rd Quintile,Urban regions,4 rooms,0.1859,179,6080,0.16884,0.20929
426,426,1994,3rd Quintile,Urban regions,5 rooms,0.11516,91,6080,0.10507,0.1306
427,427,1994,3rd Quintile,Urban regions,6 rooms,0.05139,39,6080,0.0437,0.06207
428,428,1994,3rd Quintile,Rural regions,2 rooms,0.16151,54,6080,0.12955,0.196
429,429,1994,3rd Quintile,Rural regions,3 rooms,0.35245,174,6080,0.31194,0.39919
430,430,1994,3rd Quintile,Rural regions,4 rooms,0.21855,101,6080,0.18589,0.2568
431,431,1994,3rd Quintile,Rural regions,5 rooms,0.18108,82,6080,0.15472,0.20762
432,432,1994,3rd Quintile,Rural regions,6 rooms,0.08641,44,6080,0.07075,0.10515
433,433,1994,4th Quintile,Urban regions,1 room,0.04671,32,6080,0.03451,0.05772
434,434,1994,4th Quintile,Urban regions,2 rooms,0.25021,187,6080,0.22882,0.27317
435,435,1994,4th Quintile,Urban regions,3 rooms,0.32385,299,6080,0.29786,0.3476
436,436,1994,4th Quintile,Urban regions,4 rooms,0.22129,195,6080,0.19971,0.23961
437,437,1994,4th Quintile,Urban regions,5 rooms,0.09781,90,6080,0.08649,0.10834
438,438,1994,4th Quintile,Urban regions,6 rooms,0.06015,50,6080,0.05415,0.06648
439,439,1994,4th Quintile,Rural regions,2 rooms,0.16187,43,6080,0.1341,0.18926
440,440,1994,4th Quintile,Rural regions,3 rooms,0.31636,119,6080,0.27686,0.35648
441,441,1994,4th Quintile,Rural regions,4 rooms,0.22239,76,6080,0.19292,0.26144
442,442,1994,4th Quintile,Rural regions,5 rooms,0.17661,50,6080,0.1453,0.20862
443,443,1994,4th Quintile,Rural regions,6 rooms,0.12276,31,6080,0.10196,0.14568
444,444,1994,5th Quintile,Urban regions,2 rooms,0.16654,123,6080,0.14591,0.18944
445,445,1994,5th Quintile,Urban regions,3 rooms,0.32832,281,6080,0.30459,0.35159
446,446,1994,5th Quintile,Urban regions,4 rooms,0.23206,197,6080,0.21329,0.25222
447,447,1994,5th Quintile,Urban regions,5 rooms,0.13892,124,6080,0.12635,0.15172
448,448,1994,5th Quintile,Urban regions,6 rooms,0.08988,74,6080,0.07932,0.10068
449,449,1994,5th Quintile,Urban regions,7 rooms,0.04426,34,6080,0.0349,0.05364
450,450,1994,5th Quintile,Rural regions,3 rooms,0.2961,57,6080,0.23958,0.36321
451,451,1994,5th Quintile,Rural regions,4 rooms,0.38907,66,6080,0.33298,0.44038
452,452,1994,5th Quintile,Rural regions,5 rooms,0.31483,50,6080,0.27274,0.36268
453,453,1995,1st Quintile,Urban regions,1 room,0.14451,86,6257,0.12167,0.16848
454,454,1995,1st Quintile,Urban regions,2 rooms,0.33944,247,6257,0.30549,0.3723
455,455,1995,1st Quintile,Urban regions,3 rooms,0.33186,338,6257,0.29873,0.3691
456,456,1995,1st Quintile,Urban regions,4 rooms,0.13733,126,6257,0.11854,0.15372
457,457,1995,1st Quintile,Urban regions,5 rooms,0.04685,40,6257,0.03467,0.06029
458,458,1995,1st Quintile,Rural regions,2 rooms,0.33814,136,6257,0.3082,0.37406
459,459,1995,1st Quintile,Rural regions,3 rooms,0.37666,178,6257,0.33287,0.41561
460,460,1995,1st Quintile,Rural regions,4 rooms,0.19042,101,6257,0.15919,0.22829
461,461,1995,1st Quintile,Rural regions,5 rooms,0.09478,46,6257,0.07524,0.1184
462,462,1995,2nd Quintile,Urban regions,1 room,0.07631,50,6257,0.06232,0.09056
463,463,1995,2nd Quintile,Urban regions,2 rooms,0.27909,207,6257,0.25114,0.30302
464,464,1995,2nd Quintile,Urban regions,3 rooms,0.34293,343,6257,0.31255,0.37337
465,465,1995,2nd Quintile,Urban regions,4 rooms,0.17712,191,6257,0.16151,0.19769
466,466,1995,2nd Quintile,Urban regions,5 rooms,0.06954,67,6257,0.05906,0.07924
467,467,1995,2nd Quintile,Urban regions,6 rooms,0.05501,42,6257,0.04459,0.06729
468,468,1995,2nd Quintile,Rural regions,2 rooms,0.25553,95,6257,0.22737,0.28426
469,469,1995,2nd Quintile,Rural regions,3 rooms,0.40364,207,6257,0.36192,0.4443
470,470,1995,2nd Quintile,Rural regions,4 rooms,0.22303,118,6257,0.19625,0.25305
471,471,1995,2nd Quintile,Rural regions,5 rooms,0.1178,57,6257,0.09727,0.13692
472,472,1995,3rd Quintile,Urban regions,1 room,0.06837,42,6257,0.05403,0.08278
473,473,1995,3rd Quintile,Urban regions,2 rooms,0.25859,195,6257,0.23044,0.28649
474,474,1995,3rd Quintile,Urban regions,3 rooms,0.35481,331,6257,0.32022,0.39177
475,475,1995,3rd Quintile,Urban regions,4 rooms,0.17522,169,6257,0.15418,0.19695
476,476,1995,3rd Quintile,Urban regions,5 rooms,0.09332,79,6257,0.08237,0.10339
477,477,1995,3rd Quintile,Urban regions,6 rooms,0.04969,39,6257,0.04101,0.059
478,478,1995,3rd Quintile,Rural regions,2 rooms,0.16231,67,6257,0.13513,0.19416
479,479,1995,3rd Quintile,Rural regions,3 rooms,0.32807,166,6257,0.2879,0.37966
480,480,1995,3rd Quintile,Rural regions,4 rooms,0.23924,111,6257,0.20416,0.26728
481,481,1995,3rd Quintile,Rural regions,5 rooms,0.16071,77,6257,0.13932,0.19194
482,482,1995,3rd Quintile,Rural regions,6 rooms,0.10967,45,6257,0.08886,0.1341
483,483,1995,4th Quintile,Urban regions,1 room,0.04631,31,6257,0.033,0.05999
484,484,1995,4th Quintile,Urban regions,2 rooms,0.23462,177,6257,0.2132,0.26104
485,485,1995,4th Quintile,Urban regions,3 rooms,0.34548,301,6257,0.31754,0.37275
486,486,1995,4th Quintile,Urban regions,4 rooms,0.18597,177,6257,0.16396,0.20642
487,487,1995,4th Quintile,Urban regions,5 rooms,0.11639,99,6257,0.10025,0.13111
488,488,1995,4th Quintile,Urban regions,6 rooms,0.07123,60,6257,0.06269,0.08104
489,489,1995,4th Quintile,Rural regions,2 rooms,0.13128,42,6257,0.10698,0.16099
490,490,1995,4th Quintile,Rural regions,3 rooms,0.32294,123,6257,0.27545,0.37111
491,491,1995,4th Quintile,Rural regions,4 rooms,0.22514,92,6257,0.19469,0.25335
492,492,1995,4th Quintile,Rural regions,5 rooms,0.20113,72,6257,0.16737,0.24008
493,493,1995,4th Quintile,Rural regions,6 rooms,0.1195,38,6257,0.09192,0.15042
494,494,1995,5th Quintile,Urban regions,2 rooms,0.17506,130,6257,0.15305,0.203
495,495,1995,5th Quintile,Urban regions,3 rooms,0.30904,265,6257,0.28517,0.3394
496,496,1995,5th Quintile,Urban regions,4 rooms,0.2405,196,6257,0.21794,0.26669
497,497,1995,5th Quintile,Urban regions,5 rooms,0.13609,121,6257,0.12362,0.14984
498,498,1995,5th Quintile,Urban regions,6 rooms,0.08649,75,6257,0.07594,0.09838
499,499,1995,5th Quintile,Urban regions,7 rooms,0.05281,37,6257,0.04155,0.06322
500,500,1995,5th Quintile,Rural regions,3 rooms,0.27946,73,6257,0.23234,0.32781
501,501,1995,5th Quintile,Rural regions,4 rooms,0.32089,74,6257,0.27218,0.37116
502,502,1995,5th Quintile,Rural regions,5 rooms,0.20827,42,6257,0.17653,0.23534
503,503,1995,5th Quintile,Rural regions,6 rooms,0.19138,36,6257,0.1457,0.24438
504,504,1996,1st Quintile,Urban regions,1 room,0.13152,76,6179,0.11393,0.15543
505,505,1996,1st Quintile,Urban regions,2 rooms,0.34161,245,6179,0.31336,0.37531
506,506,1996,1st Quintile,Urban regions,3 rooms,0.33139,346,6179,0.29946,0.36868
507,507,1996,1st Quintile,Urban regions,4 rooms,0.14778,133,6179,0.12906,0.17749
508,508,1996,1st Quintile,Urban regions,5 rooms,0.04769,50,6179,0.03697,0.0584
509,509,1996,1st Quintile,Rural regions,2 rooms,0.35964,126,6179,0.31943,0.39923
510,510,1996,1st Quintile,Rural regions,3 rooms,0.35583,155,6179,0.30402,0.40596
511,511,1996,1st Quintile,Rural regions,4 rooms,0.16908,96,6179,0.14108,0.19808
512,512,1996,1st Quintile,Rural regions,5 rooms,0.11546,53,6179,0.09033,0.13726
513,513,1996,2nd Quintile,Urban regions,1 room,0.06623,41,6179,0.04915,0.08034
514,514,1996,2nd Quintile,Urban regions,2 rooms,0.26813,194,6179,0.24284,0.29599
515,515,1996,2nd Quintile,Urban regions,3 rooms,0.35934,352,6179,0.32915,0.39477
516,516,1996,2nd Quintile,Urban regions,4 rooms,0.17248,183,6179,0.15158,0.19154
517,517,1996,2nd Quintile,Urban regions,5 rooms,0.07984,66,6179,0.06797,0.09373
518,518,1996,2nd Quintile,Urban regions,6 rooms,0.05398,49,6179,0.04358,0.06663
519,519,1996,2nd Quintile,Rural regions,2 rooms,0.20138,83,6179,0.167,0.23551
520,520,1996,2nd Quintile,Rural regions,3 rooms,0.40787,202,6179,0.37041,0.45568
521,521,1996,2nd Quintile,Rural regions,4 rooms,0.25338,120,6179,0.21413,0.29349
522,522,1996,2nd Quintile,Rural regions,5 rooms,0.13737,63,6179,0.11302,0.15912
523,523,1996,3rd Quintile,Urban regions,1 room,0.04735,31,6179,0.03628,0.05716
524,524,1996,3rd Quintile,Urban regions,2 rooms,0.2705,189,6179,0.23984,0.29988
525,525,1996,3rd Quintile,Urban regions,3 rooms,0.35224,304,6179,0.32294,0.38614
526,526,1996,3rd Quintile,Urban regions,4 rooms,0.18373,171,6179,0.16441,0.20229
527,527,1996,3rd Quintile,Urban regions,5 rooms,0.10177,81,6179,0.08741,0.11626
528,528,1996,3rd Quintile,Urban regions,6 rooms,0.0444,33,6179,0.03848,0.05138
529,529,1996,3rd Quintile,Rural regions,2 rooms,0.18174,75,6179,0.14897,0.21282
530,530,1996,3rd Quintile,Rural regions,3 rooms,0.32902,166,6179,0.28504,0.37815
531,531,1996,3rd Quintile,Rural regions,4 rooms,0.23426,131,6179,0.20476,0.26612
532,532,1996,3rd Quintile,Rural regions,5 rooms,0.17096,85,6179,0.14513,0.20674
533,533,1996,3rd Quintile,Rural regions,6 rooms,0.08402,41,6179,0.06396,0.10514
534,534,1996,4th Quintile,Urban regions,1 room,0.05448,36,6179,0.04253,0.06764
535,535,1996,4th Quintile,Urban regions,2 rooms,0.25898,201,6179,0.23204,0.28745
536,536,1996,4th Quintile,Urban regions,3 rooms,0.29483,282,6179,0.27331,0.3225
537,537,1996,4th Quintile,Urban regions,4 rooms,0.20908,193,6179,0.18905,0.23092
538,538,1996,4th Quintile,Urban regions,5 rooms,0.10071,90,6179,0.08724,0.11447
539,539,1996,4th Quintile,Urban regions,6 rooms,0.08192,70,6179,0.07122,0.09021
540,540,1996,4th Quintile,Rural regions,2 rooms,0.13877,48,6179,0.10791,0.17342
541,541,1996,4th Quintile,Rural regions,3 rooms,0.2821,108,6179,0.242,0.32487
542,542,1996,4th Quintile,Rural regions,4 rooms,0.24004,79,6179,0.20091,0.28367
543,543,1996,4th Quintile,Rural regions,5 rooms,0.22422,72,6179,0.18322,0.27339
544,544,1996,4th Quintile,Rural regions,6 rooms,0.11487,36,6179,0.08478,0.14557
545,545,1996,5th Quintile,Urban regions,2 rooms,0.16945,114,6179,0.14778,0.19102
546,546,1996,5th Quintile,Urban regions,3 rooms,0.30434,245,6179,0.28008,0.33119
547,547,1996,5th Quintile,Urban regions,4 rooms,0.25243,208,6179,0.22828,0.27792
548,548,1996,5th Quintile,Urban regions,5 rooms,0.14623,120,6179,0.13272,0.16173
549,549,1996,5th Quintile,Urban regions,6 rooms,0.08051,73,6179,0.07064,0.09247
550,550,1996,5th Quintile,Urban regions,7 rooms,0.04705,36,6179,0.03869,0.05565
551,551,1996,5th Quintile,Rural regions,3 rooms,0.32906,80,6179,0.27618,0.39282
552,552,1996,5th Quintile,Rural regions,4 rooms,0.24493,56,6179,0.20707,0.29561
553,553,1996,5th Quintile,Rural regions,5 rooms,0.2007,45,6179,0.1718,0.23037
554,554,1996,5th Quintile,Rural regions,6 rooms,0.22531,47,6179,0.18564,0.27177
555,555,1997,1st Quintile,Urban regions,1 room,0.12602,72,6084,0.10424,0.14844
556,556,1997,1st Quintile,Urban regions,2 rooms,0.36173,260,6084,0.32965,0.39931
557,557,1997,1st Quintile,Urban regions,3 rooms,0.33833,307,6084,0.3059,0.3708
558,558,1997,1st Quintile,Urban regions,4 rooms,0.14231,133,6084,0.12434,0.1695
559,559,1997,1st Quintile,Urban regions,5 rooms,0.03161,32,6084,0.0234,0.03981
560,560,1997,1st Quintile,Rural regions,2 rooms,0.30441,108,6084,0.26382,0.34943
561,561,1997,1st Quintile,Rural regions,3 rooms,0.37932,164,6084,0.33754,0.42569
562,562,1997,1st Quintile,Rural regions,4 rooms,0.19138,97,6084,0.15437,0.228
563,563,1997,1st Quintile,Rural regions,5 rooms,0.12489,47,6084,0.09738,0.15569
564,564,1997,2nd Quintile,Urban regions,1 room,0.05991,39,6084,0.04521,0.07262
565,565,1997,2nd Quintile,Urban regions,2 rooms,0.252,180,6084,0.22724,0.28162
566,566,1997,2nd Quintile,Urban regions,3 rooms,0.37985,369,6084,0.34285,0.41418
567,567,1997,2nd Quintile,Urban regions,4 rooms,0.16921,175,6084,0.14851,0.19173
568,568,1997,2nd Quintile,Urban regions,5 rooms,0.08478,76,6084,0.06969,0.09984
569,569,1997,2nd Quintile,Urban regions,6 rooms,0.05425,44,6084,0.04243,0.06564
570,570,1997,2nd Quintile,Rural regions,2 rooms,0.25333,100,6084,0.21354,0.28498
571,571,1997,2nd Quintile,Rural regions,3 rooms,0.39783,193,6084,0.34815,0.45258
572,572,1997,2nd Quintile,Rural regions,4 rooms,0.22325,118,6084,0.19695,0.25335
573,573,1997,2nd Quintile,Rural regions,5 rooms,0.12558,67,6084,0.10633,0.1421
574,574,1997,3rd Quintile,Urban regions,1 room,0.0507,33,6084,0.03942,0.06272
575,575,1997,3rd Quintile,Urban regions,2 rooms,0.25728,168,6084,0.22746,0.28999
576,576,1997,3rd Quintile,Urban regions,3 rooms,0.36298,317,6084,0.33318,0.39473
577,577,1997,3rd Quintile,Urban regions,4 rooms,0.17332,181,6084,0.15017,0.1945
578,578,1997,3rd Quintile,Urban regions,5 rooms,0.09922,88,6084,0.08535,0.11524
579,579,1997,3rd Quintile,Urban regions,6 rooms,0.0565,40,6084,0.05013,0.06512
580,580,1997,3rd Quintile,Rural regions,2 rooms,0.17193,70,6084,0.13602,0.20466
581,581,1997,3rd Quintile,Rural regions,3 rooms,0.35947,167,6084,0.31282,0.40922
582,582,1997,3rd Quintile,Rural regions,4 rooms,0.22535,108,6084,0.1977,0.25787
583,583,1997,3rd Quintile,Rural regions,5 rooms,0.1693,71,6084,0.1383,0.20771
584,584,1997,3rd Quintile,Rural regions,6 rooms,0.07395,37,6084,0.05862,0.0908
585,585,1997,4th Quintile,Urban regions,2 rooms,0.25481,170,6084,0.22632,0.28285
586,586,1997,4th Quintile,Urban regions,3 rooms,0.35961,309,6084,0.32485,0.38876
587,587,1997,4th Quintile,Urban regions,4 rooms,0.18666,174,6084,0.16505,0.20619
588,588,1997,4th Quintile,Urban regions,5 rooms,0.11357,98,6084,0.10007,0.12789
589,589,1997,4th Quintile,Urban regions,6 rooms,0.08536,66,6084,0.07507,0.09569
590,590,1997,4th Quintile,Rural regions,2 rooms,0.19042,60,6084,0.15544,0.22621
591,591,1997,4th Quintile,Rural regions,3 rooms,0.27381,110,6084,0.24302,0.31773
592,592,1997,4th Quintile,Rural regions,4 rooms,0.21748,84,6084,0.18214,0.26108
593,593,1997,4th Quintile,Rural regions,5 rooms,0.18111,67,6084,0.14575,0.21778
594,594,1997,4th Quintile,Rural regions,6 rooms,0.13719,45,6084,0.10278,0.16907
595,595,1997,5th Quintile,Urban regions,2 rooms,0.15742,116,6084,0.13463,0.17537
596,596,1997,5th Quintile,Urban regions,3 rooms,0.27979,228,6084,0.25441,0.30572
597,597,1997,5th Quintile,Urban regions,4 rooms,0.25173,209,6084,0.22546,0.27882
598,598,1997,5th Quintile,Urban regions,5 rooms,0.1592,123,6084,0.14132,0.17905
599,599,1997,5th Quintile,Urban regions,6 rooms,0.09394,81,6084,0.08172,0.10792
600,600,1997,5th Quintile,Urban regions,7 rooms,0.05792,40,6084,0.04784,0.07076
