,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
902,902,2003,1st Quintile,Rural regions,1 room,0.06742,46,11376,0.05561,0.08071
903,903,2003,1st Quintile,Rural regions,2 rooms,0.34329,201,11376,0.31706,0.37229
904,904,2003,1st Quintile,Rural regions,3 rooms,0.33348,233,11376,0.30577,0.35792
905,905,2003,1st Quintile,Rural regions,4 rooms,0.15829,123,11376,0.1395,0.17766
906,906,2003,1st Quintile,Rural regions,5 rooms,0.09752,70,11376,0.08506,0.10868
907,907,2003,2nd Quintile,Urban regions,1 room,0.04797,47,11376,0.04128,0.05632
908,908,2003,2nd Quintile,Urban regions,2 rooms,0.22225,259,11376,0.20577,0.24003
909,909,2003,2nd Quintile,Urban regions,3 rooms,0.4022,514,11376,0.3817,0.43
910,910,2003,2nd Quintile,Urban regions,4 rooms,0.16859,255,11376,0.1557,0.18254
911,911,2003,2nd Quintile,Urban regions,5 rooms,0.09599,123,11376,0.08464,0.10813
912,912,2003,2nd Quintile,Urban regions,6 rooms,0.063,82,11376,0.0537,0.07112
913,913,2003,2nd Quintile,Rural regions,2 rooms,0.21757,147,11376,0.19907,0.23812
914,914,2003,2nd Quintile,Rural regions,3 rooms,0.35918,302,11376,0.33279,0.38397
915,915,2003,2nd Quintile,Rural regions,4 rooms,0.23029,202,11376,0.2074,0.25188
916,916,2003,2nd Quintile,Rural regions,5 rooms,0.1321,110,11376,0.11666,0.14854
917,917,2003,2nd Quintile,Rural regions,6 rooms,0.06086,59,11376,0.04888,0.07131
918,918,2003,3rd Quintile,Urban regions,1 room,0.04922,46,11376,0.04215,0.05535
919,919,2003,3rd Quintile,Urban regions,2 rooms,0.22199,278,11376,0.20195,0.24012
920,920,2003,3rd Quintile,Urban regions,3 rooms,0.33837,489,11376,0.31787,0.35839
921,921,2003,3rd Quintile,Urban regions,4 rooms,0.17712,284,11376,0.16222,0.18987
922,922,2003,3rd Quintile,Urban regions,5 rooms,0.1207,199,11376,0.11068,0.13183
923,923,2003,3rd Quintile,Urban regions,6 rooms,0.07549,111,11376,0.0666,0.08546
924,924,2003,3rd Quintile,Urban regions,7 rooms,0.0171,36,11376,0.01266,0.02126
925,925,2003,3rd Quintile,Rural regions,2 rooms,0.16595,105,11376,0.14843,0.18558
926,926,2003,3rd Quintile,Rural regions,3 rooms,0.29977,229,11376,0.27431,0.3266
927,927,2003,3rd Quintile,Rural regions,4 rooms,0.21316,161,11376,0.19319,0.23373
928,928,2003,3rd Quintile,Rural regions,5 rooms,0.16758,138,11376,0.1483,0.18798
929,929,2003,3rd Quintile,Rural regions,6 rooms,0.10456,82,11376,0.08784,0.11952
930,930,2003,3rd Quintile,Rural regions,7 rooms,0.04898,36,11376,0.03795,0.06267
931,931,2003,4th Quintile,Urban regions,2 rooms,0.19702,228,11376,0.1835,0.21408
932,932,2003,4th Quintile,Urban regions,3 rooms,0.34349,470,11376,0.32231,0.36131
933,933,2003,4th Quintile,Urban regions,4 rooms,0.2063,344,11376,0.1912,0.22064
934,934,2003,4th Quintile,Urban regions,5 rooms,0.13065,218,11376,0.11754,0.14441
935,935,2003,4th Quintile,Urban regions,6 rooms,0.07626,145,11376,0.06587,0.08481
936,936,2003,4th Quintile,Urban regions,7 rooms,0.03146,69,11376,0.02455,0.03837
937,937,2003,4th Quintile,Urban regions,8 rooms,0.0148,33,11376,0.01076,0.01934
938,938,2003,4th Quintile,Rural regions,2 rooms,0.10875,61,11376,0.09074,0.12677
939,939,2003,4th Quintile,Rural regions,3 rooms,0.28622,185,11376,0.25575,0.31589
940,940,2003,4th Quintile,Rural regions,4 rooms,0.26839,179,11376,0.24046,0.2964
941,941,2003,4th Quintile,Rural regions,5 rooms,0.20476,150,11376,0.18017,0.23435
942,942,2003,4th Quintile,Rural regions,6 rooms,0.08879,79,11376,0.07275,0.10751
943,943,2003,4th Quintile,Rural regions,7 rooms,0.0431,39,11376,0.03352,0.05447
944,944,2003,5th Quintile,Urban regions,2 rooms,0.15425,194,11376,0.13949,0.16845
945,945,2003,5th Quintile,Urban regions,3 rooms,0.23653,431,11376,0.22102,0.25321
946,946,2003,5th Quintile,Urban regions,4 rooms,0.23441,543,11376,0.21649,0.25137
947,947,2003,5th Quintile,Urban regions,5 rooms,0.17199,470,11376,0.15775,0.18617
948,948,2003,5th Quintile,Urban regions,6 rooms,0.09532,307,11376,0.0863,0.10536
949,949,2003,5th Quintile,Urban regions,7 rooms,0.06283,205,11376,0.05401,0.07046
950,950,2003,5th Quintile,Urban regions,8 rooms,0.02256,84,11376,0.01858,0.02669
951,951,2003,5th Quintile,Urban regions,9 rooms,0.00807,35,11376,0.00556,0.01074
952,952,2003,5th Quintile,Urban regions,10 or more rooms,0.01404,33,11376,0.0101,0.01934
953,953,2003,5th Quintile,Rural regions,2 rooms,0.06646,31,11376,0.05171,0.08452
954,954,2003,5th Quintile,Rural regions,3 rooms,0.23029,113,11376,0.20156,0.27456
955,955,2003,5th Quintile,Rural regions,4 rooms,0.22894,155,11376,0.19431,0.2602
956,956,2003,5th Quintile,Rural regions,5 rooms,0.22998,141,11376,0.20112,0.26914
957,957,2003,5th Quintile,Rural regions,6 rooms,0.11446,109,11376,0.09749,0.13666
958,958,2003,5th Quintile,Rural regions,7 rooms,0.07383,61,11376,0.05543,0.093
959,959,2003,5th Quintile,Rural regions,8 rooms,0.05604,47,11376,0.04504,0.06793
960,960,2004,1st Quintile,Urban regions,1 room,0.12151,118,11070,0.10858,0.13616
961,961,2004,1st Quintile,Urban regions,2 rooms,0.33428,371,11070,0.31028,0.3566
962,962,2004,1st Quintile,Urban regions,3 rooms,0.36409,478,11070,0.34332,0.38872
963,963,2004,1st Quintile,Urban regions,4 rooms,0.13707,183,11070,0.12654,0.15004
964,964,2004,1st Quintile,Urban regions,5 rooms,0.04305,51,11070,0.03521,0.05137
965,965,2004,1st Quintile,Rural regions,1 room,0.07219,47,11070,0.05848,0.08702
966,966,2004,1st Quintile,Rural regions,2 rooms,0.32249,181,11070,0.28634,0.35205
967,967,2004,1st Quintile,Rural regions,3 rooms,0.33272,238,11070,0.30355,0.35911
968,968,2004,1st Quintile,Rural regions,4 rooms,0.18174,131,11070,0.16111,0.20495
969,969,2004,1st Quintile,Rural regions,5 rooms,0.09086,58,11070,0.07672,0.10513
970,970,2004,2nd Quintile,Urban regions,1 room,0.04785,43,11070,0.04029,0.05587
971,971,2004,2nd Quintile,Urban regions,2 rooms,0.24469,279,11070,0.22407,0.26036
972,972,2004,2nd Quintile,Urban regions,3 rooms,0.40329,501,11070,0.3806,0.4249
973,973,2004,2nd Quintile,Urban regions,4 rooms,0.15851,253,11070,0.14272,0.17426
974,974,2004,2nd Quintile,Urban regions,5 rooms,0.09228,141,11070,0.08206,0.10502
975,975,2004,2nd Quintile,Urban regions,6 rooms,0.05337,78,11070,0.04589,0.0611
976,976,2004,2nd Quintile,Rural regions,2 rooms,0.21385,148,11070,0.19142,0.23562
977,977,2004,2nd Quintile,Rural regions,3 rooms,0.36446,261,11070,0.33523,0.39187
978,978,2004,2nd Quintile,Rural regions,4 rooms,0.2105,187,11070,0.18666,0.23462
979,979,2004,2nd Quintile,Rural regions,5 rooms,0.15202,113,11070,0.13362,0.17549
980,980,2004,2nd Quintile,Rural regions,6 rooms,0.05916,61,11070,0.04753,0.07044
981,981,2004,3rd Quintile,Urban regions,1 room,0.0389,41,11070,0.03197,0.04596
982,982,2004,3rd Quintile,Urban regions,2 rooms,0.20345,244,11070,0.18547,0.22355
983,983,2004,3rd Quintile,Urban regions,3 rooms,0.3417,460,11070,0.32086,0.36336
984,984,2004,3rd Quintile,Urban regions,4 rooms,0.19396,302,11070,0.18124,0.20859
985,985,2004,3rd Quintile,Urban regions,5 rooms,0.12777,186,11070,0.11611,0.13791
986,986,2004,3rd Quintile,Urban regions,6 rooms,0.06913,107,11070,0.05868,0.07789
987,987,2004,3rd Quintile,Urban regions,7 rooms,0.02509,45,11070,0.0187,0.02959
988,988,2004,3rd Quintile,Rural regions,2 rooms,0.15725,105,11070,0.13709,0.17967
989,989,2004,3rd Quintile,Rural regions,3 rooms,0.33653,238,11070,0.31087,0.36141
990,990,2004,3rd Quintile,Rural regions,4 rooms,0.19378,155,11070,0.17145,0.21739
991,991,2004,3rd Quintile,Rural regions,5 rooms,0.19005,145,11070,0.16881,0.21063
992,992,2004,3rd Quintile,Rural regions,6 rooms,0.0746,62,11070,0.06023,0.09002
993,993,2004,3rd Quintile,Rural regions,7 rooms,0.04779,40,11070,0.03634,0.06008
994,994,2004,4th Quintile,Urban regions,2 rooms,0.21131,225,11070,0.19374,0.22808
995,995,2004,4th Quintile,Urban regions,3 rooms,0.31893,425,11070,0.30052,0.33646
996,996,2004,4th Quintile,Urban regions,4 rooms,0.21337,337,11070,0.19885,0.22951
997,997,2004,4th Quintile,Urban regions,5 rooms,0.14131,236,11070,0.12718,0.15611
998,998,2004,4th Quintile,Urban regions,6 rooms,0.08518,147,11070,0.07528,0.09722
999,999,2004,4th Quintile,Urban regions,7 rooms,0.0299,64,11070,0.02406,0.0375
1000,1000,2004,4th Quintile,Rural regions,2 rooms,0.1294,61,11070,0.10622,0.14874
1001,1001,2004,4th Quintile,Rural regions,3 rooms,0.2629,185,11070,0.23194,0.29549
1002,1002,2004,4th Quintile,Rural regions,4 rooms,0.26271,192,11070,0.2361,0.29689
1003,1003,2004,4th Quintile,Rural regions,5 rooms,0.17979,142,11070,0.15636,0.20392
1004,1004,2004,4th Quintile,Rural regions,6 rooms,0.1166,88,11070,0.09706,0.13833
1005,1005,2004,4th Quintile,Rural regions,7 rooms,0.04861,40,11070,0.03651,0.06197
1006,1006,2004,5th Quintile,Urban regions,2 rooms,0.13293,179,11070,0.12108,0.14939
1007,1007,2004,5th Quintile,Urban regions,3 rooms,0.25968,469,11070,0.23924,0.28009
1008,1008,2004,5th Quintile,Urban regions,4 rooms,0.23286,516,11070,0.2195,0.24994
1009,1009,2004,5th Quintile,Urban regions,5 rooms,0.17488,459,11070,0.16073,0.19023
1010,1010,2004,5th Quintile,Urban regions,6 rooms,0.09977,303,11070,0.08903,0.1102
1011,1011,2004,5th Quintile,Urban regions,7 rooms,0.05082,177,11070,0.04365,0.05832
1012,1012,2004,5th Quintile,Urban regions,8 rooms,0.02607,84,11070,0.02066,0.03177
1013,1013,2004,5th Quintile,Urban regions,9 rooms,0.01059,37,11070,0.00766,0.01449
1014,1014,2004,5th Quintile,Urban regions,10 or more rooms,0.0124,37,11070,0.00855,0.01671
1015,1015,2004,5th Quintile,Rural regions,3 rooms,0.21361,98,11070,0.1803,0.24819
1016,1016,2004,5th Quintile,Rural regions,4 rooms,0.21748,144,11070,0.18451,0.25787
1017,1017,2004,5th Quintile,Rural regions,5 rooms,0.26895,155,11070,0.23091,0.30726
1018,1018,2004,5th Quintile,Rural regions,6 rooms,0.15618,122,11070,0.12394,0.18456
1019,1019,2004,5th Quintile,Rural regions,7 rooms,0.08842,57,11070,0.0657,0.11606
1020,1020,2004,5th Quintile,Rural regions,8 rooms,0.05536,40,11070,0.04407,0.06905
1021,1021,2005,1st Quintile,Urban regions,1 room,0.11912,127,10753,0.10436,0.13434
1022,1022,2005,1st Quintile,Urban regions,2 rooms,0.3329,378,10753,0.30869,0.35701
1023,1023,2005,1st Quintile,Urban regions,3 rooms,0.35214,464,10753,0.32694,0.37467
1024,1024,2005,1st Quintile,Urban regions,4 rooms,0.12216,173,10753,0.10891,0.13606
1025,1025,2005,1st Quintile,Urban regions,5 rooms,0.0477,66,10753,0.0402,0.05665
1026,1026,2005,1st Quintile,Urban regions,6 rooms,0.02599,32,10753,0.0198,0.03297
1027,1027,2005,1st Quintile,Rural regions,1 room,0.0502,37,10753,0.03988,0.06195
1028,1028,2005,1st Quintile,Rural regions,2 rooms,0.339,198,10753,0.30815,0.37025
1029,1029,2005,1st Quintile,Rural regions,3 rooms,0.36571,250,10753,0.33259,0.39996
1030,1030,2005,1st Quintile,Rural regions,4 rooms,0.16564,118,10753,0.1432,0.19039
1031,1031,2005,1st Quintile,Rural regions,5 rooms,0.07945,53,10753,0.0685,0.09504
1032,1032,2005,2nd Quintile,Urban regions,1 room,0.04765,46,10753,0.0382,0.05612
1033,1033,2005,2nd Quintile,Urban regions,2 rooms,0.25402,281,10753,0.23466,0.27976
1034,1034,2005,2nd Quintile,Urban regions,3 rooms,0.3944,487,10753,0.37035,0.41968
1035,1035,2005,2nd Quintile,Urban regions,4 rooms,0.18276,258,10753,0.16723,0.20147
1036,1036,2005,2nd Quintile,Urban regions,5 rooms,0.08366,114,10753,0.07344,0.09626
1037,1037,2005,2nd Quintile,Urban regions,6 rooms,0.03751,52,10753,0.03039,0.04609
1038,1038,2005,2nd Quintile,Rural regions,2 rooms,0.23573,150,10753,0.21018,0.26698
1039,1039,2005,2nd Quintile,Rural regions,3 rooms,0.33806,243,10753,0.31173,0.36414
1040,1040,2005,2nd Quintile,Rural regions,4 rooms,0.23301,182,10753,0.20739,0.26302
1041,1041,2005,2nd Quintile,Rural regions,5 rooms,0.12913,109,10753,0.11262,0.14849
1042,1042,2005,2nd Quintile,Rural regions,6 rooms,0.06407,57,10753,0.05146,0.0752
1043,1043,2005,3rd Quintile,Urban regions,1 room,0.03297,33,10753,0.02723,0.03924
1044,1044,2005,3rd Quintile,Urban regions,2 rooms,0.23039,256,10753,0.21408,0.25003
1045,1045,2005,3rd Quintile,Urban regions,3 rooms,0.34034,433,10753,0.3153,0.36158
1046,1046,2005,3rd Quintile,Urban regions,4 rooms,0.18713,273,10753,0.17223,0.20258
1047,1047,2005,3rd Quintile,Urban regions,5 rooms,0.12322,194,10753,0.11216,0.13945
1048,1048,2005,3rd Quintile,Urban regions,6 rooms,0.06004,76,10753,0.05121,0.06983
1049,1049,2005,3rd Quintile,Urban regions,7 rooms,0.0259,38,10753,0.01943,0.0324
1050,1050,2005,3rd Quintile,Rural regions,2 rooms,0.16463,97,10753,0.14455,0.18508
1051,1051,2005,3rd Quintile,Rural regions,3 rooms,0.32015,219,10753,0.2884,0.35102
1052,1052,2005,3rd Quintile,Rural regions,4 rooms,0.22655,165,10753,0.20528,0.25164
1053,1053,2005,3rd Quintile,Rural regions,5 rooms,0.20465,139,10753,0.17955,0.23062
1054,1054,2005,3rd Quintile,Rural regions,6 rooms,0.08403,64,10753,0.06811,0.10006
1055,1055,2005,4th Quintile,Urban regions,2 rooms,0.19121,208,10753,0.17408,0.20864
1056,1056,2005,4th Quintile,Urban regions,3 rooms,0.30898,416,10753,0.2905,0.32945
1057,1057,2005,4th Quintile,Urban regions,4 rooms,0.21381,333,10753,0.19663,0.22756
1058,1058,2005,4th Quintile,Urban regions,5 rooms,0.15188,240,10753,0.13436,0.16526
1059,1059,2005,4th Quintile,Urban regions,6 rooms,0.09214,160,10753,0.07993,0.10286
1060,1060,2005,4th Quintile,Urban regions,7 rooms,0.02485,55,10753,0.01927,0.03069
1061,1061,2005,4th Quintile,Urban regions,8 rooms,0.01712,32,10753,0.01382,0.02171
1062,1062,2005,4th Quintile,Rural regions,2 rooms,0.1203,58,10753,0.09856,0.14338
1063,1063,2005,4th Quintile,Rural regions,3 rooms,0.24665,175,10753,0.21775,0.27974
1064,1064,2005,4th Quintile,Rural regions,4 rooms,0.24568,177,10753,0.21814,0.27466
1065,1065,2005,4th Quintile,Rural regions,5 rooms,0.23345,162,10753,0.19887,0.26216
1066,1066,2005,4th Quintile,Rural regions,6 rooms,0.10614,83,10753,0.08505,0.12793
1067,1067,2005,4th Quintile,Rural regions,7 rooms,0.04778,42,10753,0.03652,0.05929
1068,1068,2005,5th Quintile,Urban regions,2 rooms,0.12056,157,10753,0.10684,0.13521
1069,1069,2005,5th Quintile,Urban regions,3 rooms,0.27633,464,10753,0.25814,0.29711
1070,1070,2005,5th Quintile,Urban regions,4 rooms,0.22759,499,10753,0.2102,0.24513
1071,1071,2005,5th Quintile,Urban regions,5 rooms,0.18235,444,10753,0.1667,0.20072
1072,1072,2005,5th Quintile,Urban regions,6 rooms,0.09914,283,10753,0.08562,0.11051
1073,1073,2005,5th Quintile,Urban regions,7 rooms,0.05014,169,10753,0.04187,0.0582
1074,1074,2005,5th Quintile,Urban regions,8 rooms,0.02449,82,10753,0.01981,0.02996
1075,1075,2005,5th Quintile,Urban regions,9 rooms,0.00786,36,10753,0.00597,0.01033
1076,1076,2005,5th Quintile,Urban regions,10 or more rooms,0.01155,31,10753,0.00801,0.01558
1077,1077,2005,5th Quintile,Rural regions,3 rooms,0.2204,106,10753,0.18574,0.26097
1078,1078,2005,5th Quintile,Rural regions,4 rooms,0.23473,134,10753,0.20232,0.26954
1079,1079,2005,5th Quintile,Rural regions,5 rooms,0.2601,145,10753,0.21922,0.30395
1080,1080,2005,5th Quintile,Rural regions,6 rooms,0.16015,113,10753,0.12722,0.19784
1081,1081,2005,5th Quintile,Rural regions,7 rooms,0.06555,49,10753,0.04685,0.0876
1082,1082,2005,5th Quintile,Rural regions,8 rooms,0.05907,38,10753,0.03915,0.08339
1083,1083,2006,1st Quintile,Urban regions,1 room,0.11898,130,11808,0.10439,0.13087
1084,1084,2006,1st Quintile,Urban regions,2 rooms,0.33653,396,11808,0.31732,0.35751
1085,1085,2006,1st Quintile,Urban regions,3 rooms,0.35568,484,11808,0.33436,0.37927
1086,1086,2006,1st Quintile,Urban regions,4 rooms,0.14344,203,11808,0.12899,0.15692
1087,1087,2006,1st Quintile,Urban regions,5 rooms,0.04537,70,11808,0.03849,0.05258
1088,1088,2006,1st Quintile,Rural regions,1 room,0.06185,43,11808,0.04888,0.07591
1089,1089,2006,1st Quintile,Rural regions,2 rooms,0.33641,209,11808,0.31045,0.36466
1090,1090,2006,1st Quintile,Rural regions,3 rooms,0.36775,273,11808,0.34078,0.39615
1091,1091,2006,1st Quintile,Rural regions,4 rooms,0.14589,126,11808,0.12926,0.16521
1092,1092,2006,1st Quintile,Rural regions,5 rooms,0.0881,61,11808,0.07329,0.10633
1093,1093,2006,2nd Quintile,Urban regions,1 room,0.04229,40,11808,0.03617,0.04884
1094,1094,2006,2nd Quintile,Urban regions,2 rooms,0.26162,296,11808,0.24111,0.28114
1095,1095,2006,2nd Quintile,Urban regions,3 rooms,0.38675,493,11808,0.36188,0.4084
1096,1096,2006,2nd Quintile,Urban regions,4 rooms,0.16896,264,11808,0.15448,0.18185
1097,1097,2006,2nd Quintile,Urban regions,5 rooms,0.09163,130,11808,0.08192,0.10234
1098,1098,2006,2nd Quintile,Urban regions,6 rooms,0.04876,62,11808,0.04111,0.05645
1099,1099,2006,2nd Quintile,Rural regions,2 rooms,0.23579,171,11808,0.21342,0.25468
1100,1100,2006,2nd Quintile,Rural regions,3 rooms,0.3599,301,11808,0.33284,0.38816
1101,1101,2006,2nd Quintile,Rural regions,4 rooms,0.18902,189,11808,0.17057,0.20472
1102,1102,2006,2nd Quintile,Rural regions,5 rooms,0.10244,102,11808,0.08505,0.119
1103,1103,2006,2nd Quintile,Rural regions,6 rooms,0.06396,61,11808,0.05226,0.07496
1104,1104,2006,2nd Quintile,Rural regions,7 rooms,0.0489,39,11808,0.04018,0.0607
1105,1105,2006,3rd Quintile,Urban regions,2 rooms,0.23989,282,11808,0.22302,0.25783
1106,1106,2006,3rd Quintile,Urban regions,3 rooms,0.35096,490,11808,0.3304,0.37606
1107,1107,2006,3rd Quintile,Urban regions,4 rooms,0.18538,303,11808,0.16908,0.20367
1108,1108,2006,3rd Quintile,Urban regions,5 rooms,0.12872,205,11808,0.11625,0.14275
1109,1109,2006,3rd Quintile,Urban regions,6 rooms,0.06811,113,11808,0.05973,0.07993
1110,1110,2006,3rd Quintile,Urban regions,7 rooms,0.02694,50,11808,0.02139,0.03226
1111,1111,2006,3rd Quintile,Rural regions,2 rooms,0.15384,104,11808,0.13725,0.17276
1112,1112,2006,3rd Quintile,Rural regions,3 rooms,0.29007,246,11808,0.26276,0.31415
1113,1113,2006,3rd Quintile,Rural regions,4 rooms,0.24603,217,11808,0.22256,0.2719
1114,1114,2006,3rd Quintile,Rural regions,5 rooms,0.19046,169,11808,0.16833,0.21141
1115,1115,2006,3rd Quintile,Rural regions,6 rooms,0.08969,83,11808,0.07553,0.10526
1116,1116,2006,3rd Quintile,Rural regions,7 rooms,0.0299,35,11808,0.02284,0.04086
1117,1117,2006,4th Quintile,Urban regions,2 rooms,0.20911,259,11808,0.19321,0.22876
1118,1118,2006,4th Quintile,Urban regions,3 rooms,0.30137,447,11808,0.28004,0.31936
1119,1119,2006,4th Quintile,Urban regions,4 rooms,0.21567,390,11808,0.20221,0.23092
1120,1120,2006,4th Quintile,Urban regions,5 rooms,0.15247,268,11808,0.13858,0.16636
1121,1121,2006,4th Quintile,Urban regions,6 rooms,0.07497,155,11808,0.06515,0.08397
1122,1122,2006,4th Quintile,Urban regions,7 rooms,0.03317,76,11808,0.02754,0.04178
1123,1123,2006,4th Quintile,Urban regions,8 rooms,0.01324,31,11808,0.01013,0.01585
1124,1124,2006,4th Quintile,Rural regions,2 rooms,0.13005,71,11808,0.11058,0.152
1125,1125,2006,4th Quintile,Rural regions,3 rooms,0.24446,176,11808,0.2191,0.27367
1126,1126,2006,4th Quintile,Rural regions,4 rooms,0.25875,189,11808,0.22963,0.28758
1127,1127,2006,4th Quintile,Rural regions,5 rooms,0.23048,176,11808,0.20319,0.25554
1128,1128,2006,4th Quintile,Rural regions,6 rooms,0.08676,88,11808,0.07182,0.10325
1129,1129,2006,4th Quintile,Rural regions,7 rooms,0.0495,50,11808,0.03856,0.06157
1130,1130,2006,5th Quintile,Urban regions,2 rooms,0.13087,186,11808,0.11669,0.14147
1131,1131,2006,5th Quintile,Urban regions,3 rooms,0.27209,487,11808,0.25478,0.29036
1132,1132,2006,5th Quintile,Urban regions,4 rooms,0.21861,499,11808,0.20431,0.23682
1133,1133,2006,5th Quintile,Urban regions,5 rooms,0.16638,473,11808,0.15193,0.18066
1134,1134,2006,5th Quintile,Urban regions,6 rooms,0.10249,303,11808,0.09202,0.1163
1135,1135,2006,5th Quintile,Urban regions,7 rooms,0.05887,185,11808,0.05158,0.06687
1136,1136,2006,5th Quintile,Urban regions,8 rooms,0.03067,93,11808,0.02483,0.03715
1137,1137,2006,5th Quintile,Urban regions,9 rooms,0.01115,37,11808,0.0072,0.0152
1138,1138,2006,5th Quintile,Urban regions,10 or more rooms,0.00887,32,11808,0.0067,0.01105
1139,1139,2006,5th Quintile,Rural regions,2 rooms,0.07461,31,11808,0.05726,0.09238
1140,1140,2006,5th Quintile,Rural regions,3 rooms,0.18235,107,11808,0.15751,0.20898
1141,1141,2006,5th Quintile,Rural regions,4 rooms,0.23531,165,11808,0.20348,0.27032
1142,1142,2006,5th Quintile,Rural regions,5 rooms,0.23336,161,11808,0.20172,0.26797
1143,1143,2006,5th Quintile,Rural regions,6 rooms,0.14903,122,11808,0.13066,0.17045
1144,1144,2006,5th Quintile,Rural regions,7 rooms,0.07655,67,11808,0.05985,0.09222
1145,1145,2006,5th Quintile,Rural regions,8 rooms,0.04879,44,11808,0.03456,0.06723
1146,1146,2007,1st Quintile,Urban regions,1 room,0.10947,118,11009,0.09658,0.12365
1147,1147,2007,1st Quintile,Urban regions,2 rooms,0.34513,361,11009,0.32393,0.36728
1148,1148,2007,1st Quintile,Urban regions,3 rooms,0.35108,440,11009,0.32639,0.37255
1149,1149,2007,1st Quintile,Urban regions,4 rooms,0.14676,198,11009,0.13423,0.16153
1150,1150,2007,1st Quintile,Urban regions,5 rooms,0.04755,64,11009,0.03997,0.05452
1151,1151,2007,1st Quintile,Rural regions,1 room,0.07431,42,11009,0.06033,0.08854
1152,1152,2007,1st Quintile,Rural regions,2 rooms,0.35646,210,11009,0.32881,0.38694
1153,1153,2007,1st Quintile,Rural regions,3 rooms,0.33311,253,11009,0.3038,0.36119
1154,1154,2007,1st Quintile,Rural regions,4 rooms,0.15589,124,11009,0.13692,0.17459
1155,1155,2007,1st Quintile,Rural regions,5 rooms,0.08023,47,11009,0.06556,0.09444
1156,1156,2007,2nd Quintile,Urban regions,1 room,0.04133,39,11009,0.03479,0.04856
1157,1157,2007,2nd Quintile,Urban regions,2 rooms,0.25167,274,11009,0.23315,0.26715
1158,1158,2007,2nd Quintile,Urban regions,3 rooms,0.39845,523,11009,0.37633,0.42093
1159,1159,2007,2nd Quintile,Urban regions,4 rooms,0.17442,247,11009,0.15875,0.19292
1160,1160,2007,2nd Quintile,Urban regions,5 rooms,0.0818,116,11009,0.07092,0.09559
1161,1161,2007,2nd Quintile,Urban regions,6 rooms,0.05233,71,11009,0.04347,0.06061
1162,1162,2007,2nd Quintile,Rural regions,2 rooms,0.21511,144,11009,0.18771,0.23968
1163,1163,2007,2nd Quintile,Rural regions,3 rooms,0.33874,269,11009,0.31053,0.36694
1164,1164,2007,2nd Quintile,Rural regions,4 rooms,0.21023,183,11009,0.18857,0.2321
1165,1165,2007,2nd Quintile,Rural regions,5 rooms,0.13319,110,11009,0.11522,0.15636
1166,1166,2007,2nd Quintile,Rural regions,6 rooms,0.05717,56,11009,0.04531,0.06946
1167,1167,2007,2nd Quintile,Rural regions,7 rooms,0.04556,36,11009,0.03735,0.05618
1168,1168,2007,3rd Quintile,Urban regions,1 room,0.03738,32,11009,0.03275,0.04274
1169,1169,2007,3rd Quintile,Urban regions,2 rooms,0.20795,234,11009,0.18781,0.22609
1170,1170,2007,3rd Quintile,Urban regions,3 rooms,0.33022,436,11009,0.31028,0.34955
1171,1171,2007,3rd Quintile,Urban regions,4 rooms,0.19139,296,11009,0.17722,0.20712
1172,1172,2007,3rd Quintile,Urban regions,5 rooms,0.12455,188,11009,0.11102,0.13811
1173,1173,2007,3rd Quintile,Urban regions,6 rooms,0.07706,117,11009,0.06816,0.08734
1174,1174,2007,3rd Quintile,Urban regions,7 rooms,0.03144,41,11009,0.02413,0.04021
1175,1175,2007,3rd Quintile,Rural regions,2 rooms,0.16314,101,11009,0.1454,0.17901
1176,1176,2007,3rd Quintile,Rural regions,3 rooms,0.29511,233,11009,0.26734,0.32246
1177,1177,2007,3rd Quintile,Rural regions,4 rooms,0.2445,186,11009,0.21705,0.27101
1178,1178,2007,3rd Quintile,Rural regions,5 rooms,0.16902,145,11009,0.15148,0.1952
1179,1179,2007,3rd Quintile,Rural regions,6 rooms,0.08516,78,11009,0.07204,0.09635
1180,1180,2007,3rd Quintile,Rural regions,7 rooms,0.04308,46,11009,0.03418,0.05288
1181,1181,2007,4th Quintile,Urban regions,2 rooms,0.20219,224,11009,0.18651,0.21841
1182,1182,2007,4th Quintile,Urban regions,3 rooms,0.30607,416,11009,0.28606,0.33105
1183,1183,2007,4th Quintile,Urban regions,4 rooms,0.22018,359,11009,0.20397,0.2366
1184,1184,2007,4th Quintile,Urban regions,5 rooms,0.14175,243,11009,0.12899,0.15524
1185,1185,2007,4th Quintile,Urban regions,6 rooms,0.09591,165,11009,0.08453,0.10822
1186,1186,2007,4th Quintile,Urban regions,7 rooms,0.0339,72,11009,0.02739,0.04349
1187,1187,2007,4th Quintile,Rural regions,2 rooms,0.1372,74,11009,0.11411,0.16065
1188,1188,2007,4th Quintile,Rural regions,3 rooms,0.23905,159,11009,0.20933,0.26635
1189,1189,2007,4th Quintile,Rural regions,4 rooms,0.24933,191,11009,0.21885,0.27604
1190,1190,2007,4th Quintile,Rural regions,5 rooms,0.19227,158,11009,0.16795,0.21868
1191,1191,2007,4th Quintile,Rural regions,6 rooms,0.11785,101,11009,0.09888,0.14211
1192,1192,2007,4th Quintile,Rural regions,7 rooms,0.0643,49,11009,0.05115,0.08429
1193,1193,2007,5th Quintile,Urban regions,2 rooms,0.10985,148,11009,0.09565,0.12335
