year,rentown,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Owner,West,5 rooms,0.23209,1080,4536,0.21980,0.24438
2003,Owner,West,6 rooms,0.14352,744,4536,0.13331,0.15372
2003,Owner,West,7 rooms,0.07023,420,4536,0.06279,0.07766
2003,Owner,West,8 rooms,0.03748,222,4536,0.03195,0.04301
2003,Owner,West,9 rooms,0.01212,81,4536,0.00893,0.01530
2003,Owner,West,10 or more rooms,0.01103,70,4536,0.00799,0.01407
2003,Owner,East,2 rooms,0.07663,61,1061,0.06062,0.09264
2003,Owner,East,3 rooms,0.23246,223,1061,0.20703,0.25789
2003,Owner,East,4 rooms,0.31381,328,1061,0.28588,0.34175
2003,Owner,East,5 rooms,0.21410,262,1061,0.18941,0.23880
2003,Owner,East,6 rooms,0.09598,135,1061,0.07824,0.11371
2003,Owner,East,7 rooms,0.03503,52,1061,0.02397,0.04610
2003,Tenant,West,1 room,0.06441,218,4420,0.05717,0.07164
2003,Tenant,West,2 rooms,0.30490,1182,4420,0.29133,0.31847
2003,Tenant,West,3 rooms,0.39473,1755,4420,0.38032,0.40915
2003,Tenant,West,4 rooms,0.15138,795,4420,0.14081,0.16195
2003,Tenant,West,5 rooms,0.05411,288,4420,0.04744,0.06078
2003,Tenant,West,6 rooms,0.02109,135,4420,0.01686,0.02533
2003,Tenant,West,7 rooms,0.00585,47,4420,0.00360,0.00810
2003,Tenant,East,1 room,0.07743,97,1680,0.06464,0.09021
2003,Tenant,East,2 rooms,0.35191,492,1680,0.32906,0.37475
2003,Tenant,East,3 rooms,0.41319,772,1680,0.38964,0.43675
2003,Tenant,East,4 rooms,0.12563,265,1680,0.10978,0.14149
2003,Tenant,East,5 rooms,0.02592,54,1680,0.01832,0.03352
2004,Owner,West,2 rooms,0.05883,174,4443,0.05191,0.06575
2004,Owner,West,3 rooms,0.18622,669,4443,0.17477,0.19767
2004,Owner,West,4 rooms,0.23806,1021,4443,0.22554,0.25059
2004,Owner,West,5 rooms,0.23131,1059,4443,0.21891,0.24371
2004,Owner,West,6 rooms,0.14918,753,4443,0.13871,0.15966
2004,Owner,West,7 rooms,0.07244,396,4443,0.06482,0.08007
2004,Owner,West,8 rooms,0.03257,200,4443,0.02735,0.03779
2004,Owner,West,9 rooms,0.01258,89,4443,0.00930,0.01586
2004,Owner,West,10 or more rooms,0.01283,82,4443,0.00952,0.01614
2004,Owner,East,2 rooms,0.07241,59,1065,0.05684,0.08799
2004,Owner,East,3 rooms,0.21998,212,1065,0.19509,0.24487
2004,Owner,East,4 rooms,0.30299,329,1065,0.27538,0.33061
2004,Owner,East,5 rooms,0.23346,267,1065,0.20804,0.25888
2004,Owner,East,6 rooms,0.10461,143,1065,0.08622,0.12300
2004,Owner,East,7 rooms,0.03894,55,1065,0.02732,0.05056
2004,Tenant,West,1 room,0.06242,208,4295,0.05518,0.06965
2004,Tenant,West,2 rooms,0.29523,1103,4295,0.28158,0.30887
2004,Tenant,West,3 rooms,0.40192,1730,4295,0.38725,0.41658
2004,Tenant,West,4 rooms,0.15132,791,4295,0.14060,0.16204
2004,Tenant,West,5 rooms,0.06052,303,4295,0.05339,0.06765
2004,Tenant,West,6 rooms,0.01811,116,4295,0.01412,0.02210
2004,Tenant,West,7 rooms,0.00589,44,4295,0.00360,0.00818
2004,Tenant,East,1 room,0.07949,100,1643,0.06641,0.09258
2004,Tenant,East,2 rooms,0.35259,485,1643,0.32948,0.37570
2004,Tenant,East,3 rooms,0.41294,742,1643,0.38913,0.43676
2004,Tenant,East,4 rooms,0.12488,259,1643,0.10889,0.14087
2004,Tenant,East,5 rooms,0.02541,57,1643,0.01779,0.03302
2005,Owner,West,2 rooms,0.05697,168,4270,0.05002,0.06392
2005,Owner,West,3 rooms,0.18246,656,4270,0.17087,0.19405
2005,Owner,West,4 rooms,0.23951,968,4270,0.22671,0.25231
2005,Owner,West,5 rooms,0.23596,1039,4270,0.22322,0.24870
2005,Owner,West,6 rooms,0.14397,693,4270,0.13344,0.15450
2005,Owner,West,7 rooms,0.07155,383,4270,0.06382,0.07928
2005,Owner,West,8 rooms,0.03876,207,4270,0.03297,0.04455
2005,Owner,West,9 rooms,0.01508,85,4270,0.01143,0.01874
2005,Owner,West,10 or more rooms,0.01084,71,4270,0.00774,0.01395
2005,Owner,East,2 rooms,0.06873,56,1065,0.05353,0.08393
2005,Owner,East,3 rooms,0.24558,235,1065,0.21972,0.27144
2005,Owner,East,4 rooms,0.29238,332,1065,0.26505,0.31971
2005,Owner,East,5 rooms,0.24927,275,1065,0.22328,0.27526
2005,Owner,East,6 rooms,0.08154,123,1065,0.06509,0.09798
2005,Owner,East,7 rooms,0.03053,44,1065,0.02019,0.04086
2005,Tenant,West,1 room,0.06000,211,4163,0.05279,0.06722
2005,Tenant,West,2 rooms,0.30154,1108,4163,0.28760,0.31548
2005,Tenant,West,3 rooms,0.39647,1679,4163,0.38161,0.41133
2005,Tenant,West,4 rooms,0.15104,759,4163,0.14016,0.16192
2005,Tenant,West,5 rooms,0.05942,295,4163,0.05223,0.06660
2005,Tenant,West,6 rooms,0.02154,111,4163,0.01713,0.02595
2005,Tenant,East,1 room,0.07137,93,1569,0.05863,0.08412
2005,Tenant,East,2 rooms,0.35437,480,1569,0.33069,0.37804
2005,Tenant,East,3 rooms,0.39894,686,1569,0.37470,0.42318
2005,Tenant,East,4 rooms,0.13755,253,1569,0.12050,0.15460
2005,Tenant,East,5 rooms,0.02969,57,1569,0.02129,0.03809
2006,Owner,West,2 rooms,0.05576,190,4777,0.04925,0.06227
2006,Owner,West,3 rooms,0.18048,715,4777,0.16957,0.19139
2006,Owner,West,4 rooms,0.24207,1109,4777,0.22992,0.25422
2006,Owner,West,5 rooms,0.22858,1144,4777,0.21667,0.24049
2006,Owner,West,6 rooms,0.15035,789,4777,0.14021,0.16049
2006,Owner,West,7 rooms,0.07431,445,4777,0.06687,0.08175
2006,Owner,West,8 rooms,0.03386,209,4777,0.02873,0.03899
2006,Owner,West,9 rooms,0.01653,97,4777,0.01291,0.02014
2006,Owner,West,10 or more rooms,0.01128,79,4777,0.00829,0.01428
2006,Owner,East,2 rooms,0.08463,72,1194,0.06884,0.10043
2006,Owner,East,3 rooms,0.24794,257,1194,0.22343,0.27244
2006,Owner,East,4 rooms,0.29305,356,1194,0.26722,0.31888
2006,Owner,East,5 rooms,0.23177,291,1194,0.20783,0.25572
2006,Owner,East,6 rooms,0.07518,126,1194,0.06021,0.09014
2006,Owner,East,7 rooms,0.03814,56,1194,0.02727,0.04901
2006,Owner,East,8 rooms,0.01978,36,1194,0.01188,0.02768
2006,Tenant,West,1 room,0.05723,216,4507,0.05045,0.06402
2006,Tenant,West,2 rooms,0.30933,1215,4507,0.29583,0.32283
2006,Tenant,West,3 rooms,0.39398,1786,4507,0.37971,0.40825
2006,Tenant,West,4 rooms,0.14943,809,4507,0.13902,0.15984
2006,Tenant,West,5 rooms,0.06177,332,4507,0.05474,0.06880
2006,Tenant,West,6 rooms,0.01769,115,4507,0.01385,0.02154
2006,Tenant,West,7 rooms,0.00550,34,4507,0.00334,0.00765
2006,Tenant,East,1 room,0.08086,101,1697,0.06789,0.09384
2006,Tenant,East,2 rooms,0.36638,530,1697,0.34345,0.38931
2006,Tenant,East,3 rooms,0.39137,747,1697,0.36815,0.41460
2006,Tenant,East,4 rooms,0.12553,271,1697,0.10976,0.14130
2006,Tenant,East,5 rooms,0.02951,48,1697,0.02145,0.03756
2007,Owner,West,2 rooms,0.05193,167,4466,0.04542,0.05844
2007,Owner,West,3 rooms,0.18166,668,4466,0.17035,0.19297
2007,Owner,West,4 rooms,0.24059,1012,4466,0.22805,0.25312
2007,Owner,West,5 rooms,0.22679,1068,4466,0.21451,0.23908
2007,Owner,West,6 rooms,0.15138,760,4466,0.14087,0.16189
2007,Owner,West,7 rooms,0.07839,438,4466,0.07051,0.08628
2007,Owner,West,8 rooms,0.03505,196,4466,0.02965,0.04044
2007,Owner,West,9 rooms,0.01570,89,4466,0.01206,0.01935
2007,Owner,West,10 or more rooms,0.01275,68,4466,0.00946,0.01604
2007,Owner,East,2 rooms,0.06690,56,1094,0.05209,0.08171
2007,Owner,East,3 rooms,0.25015,241,1094,0.22447,0.27582
2007,Owner,East,4 rooms,0.29093,335,1094,0.26401,0.31786
2007,Owner,East,5 rooms,0.20956,262,1094,0.18543,0.23369
2007,Owner,East,6 rooms,0.09902,140,1094,0.08131,0.11673
2007,Owner,East,7 rooms,0.04492,60,1094,0.03264,0.05720
2007,Tenant,West,1 room,0.06097,214,4181,0.05372,0.06823
2007,Tenant,West,2 rooms,0.30002,1072,4181,0.28613,0.31392
2007,Tenant,West,3 rooms,0.38803,1658,4181,0.37325,0.40280
2007,Tenant,West,4 rooms,0.15751,785,4181,0.14646,0.16855
2007,Tenant,West,5 rooms,0.05755,291,4181,0.05049,0.06461
2007,Tenant,West,6 rooms,0.02412,121,4181,0.01947,0.02877
2007,Tenant,West,7 rooms,0.00661,40,4181,0.00415,0.00906
2007,Tenant,East,1 room,0.06538,83,1601,0.05326,0.07749
2007,Tenant,East,2 rooms,0.37725,507,1601,0.35350,0.40100
2007,Tenant,East,3 rooms,0.38275,702,1601,0.35893,0.40657
2007,Tenant,East,4 rooms,0.13687,263,1601,0.12003,0.15371
2007,Tenant,East,5 rooms,0.02733,46,1601,0.01934,0.03532
2008,Owner,West,2 rooms,0.05299,157,4259,0.04627,0.05972
2008,Owner,West,3 rooms,0.16763,611,4259,0.15641,0.17885
2008,Owner,West,4 rooms,0.24471,993,4259,0.23180,0.25762
2008,Owner,West,5 rooms,0.23592,1043,4259,0.22316,0.24867
2008,Owner,West,6 rooms,0.15209,715,4259,0.14131,0.16288
2008,Owner,West,7 rooms,0.07550,393,4259,0.06757,0.08344
2008,Owner,West,8 rooms,0.03403,188,4259,0.02859,0.03948
2008,Owner,West,9 rooms,0.01520,89,4259,0.01153,0.01888
2008,Owner,West,10 or more rooms,0.01491,70,4259,0.01127,0.01855
2008,Owner,East,2 rooms,0.06844,54,1058,0.05322,0.08366
2008,Owner,East,3 rooms,0.24399,243,1058,0.21810,0.26988
2008,Owner,East,4 rooms,0.30320,307,1058,0.27549,0.33091
2008,Owner,East,5 rooms,0.23120,279,1058,0.20578,0.25661
2008,Owner,East,6 rooms,0.08605,128,1058,0.06915,0.10296
2008,Owner,East,7 rooms,0.02967,47,1058,0.01944,0.03989
2008,Tenant,West,1 room,0.05932,193,3868,0.05188,0.06677
2008,Tenant,West,2 rooms,0.30427,1011,3868,0.28977,0.31877
2008,Tenant,West,3 rooms,0.38840,1521,3868,0.37304,0.40376
2008,Tenant,West,4 rooms,0.15109,723,3868,0.13980,0.16238
2008,Tenant,West,5 rooms,0.06064,265,3868,0.05312,0.06816
2008,Tenant,West,6 rooms,0.02283,112,3868,0.01812,0.02753
2008,Tenant,West,7 rooms,0.00881,43,3868,0.00586,0.01176
2008,Tenant,East,1 room,0.05921,75,1529,0.04738,0.07105
2008,Tenant,East,2 rooms,0.37010,470,1529,0.34589,0.39430
2008,Tenant,East,3 rooms,0.40053,693,1529,0.37597,0.42510
2008,Tenant,East,4 rooms,0.13653,246,1529,0.11931,0.15374
2008,Tenant,East,5 rooms,0.02625,45,1529,0.01824,0.03427
2009,Owner,West,2 rooms,0.05176,143,3969,0.04487,0.05866
2009,Owner,West,3 rooms,0.17989,572,3969,0.16794,0.19184
2009,Owner,West,4 rooms,0.23529,914,3969,0.22209,0.24849
2009,Owner,West,5 rooms,0.24145,987,3969,0.22813,0.25476
2009,Owner,West,6 rooms,0.14451,656,3969,0.13357,0.15545
2009,Owner,West,7 rooms,0.07613,378,3969,0.06787,0.08438
2009,Owner,West,8 rooms,0.03370,164,3969,0.02808,0.03931
2009,Owner,West,9 rooms,0.01614,83,3969,0.01222,0.02007
2009,Owner,West,10 or more rooms,0.01553,72,3969,0.01168,0.01938
2009,Owner,East,2 rooms,0.06036,51,1039,0.04587,0.07485
2009,Owner,East,3 rooms,0.22075,218,1039,0.19552,0.24598
2009,Owner,East,4 rooms,0.33611,329,1039,0.30737,0.36484
2009,Owner,East,5 rooms,0.21067,259,1039,0.18586,0.23548
2009,Owner,East,6 rooms,0.09143,130,1039,0.07390,0.10897
2009,Owner,East,7 rooms,0.03833,52,1039,0.02665,0.05001
2009,Tenant,West,1 room,0.06085,164,3608,0.05305,0.06865
2009,Tenant,West,2 rooms,0.29845,929,3608,0.28352,0.31339
2009,Tenant,West,3 rooms,0.38272,1433,3608,0.36686,0.39858
2009,Tenant,West,4 rooms,0.15569,673,3608,0.14386,0.16753
2009,Tenant,West,5 rooms,0.06504,263,3608,0.05699,0.07309
2009,Tenant,West,6 rooms,0.02133,102,3608,0.01661,0.02604
2009,Tenant,West,7 rooms,0.00843,44,3608,0.00544,0.01141
2009,Tenant,East,1 room,0.05900,74,1457,0.04689,0.07110
2009,Tenant,East,2 rooms,0.37888,453,1457,0.35396,0.40379
2009,Tenant,East,3 rooms,0.40700,666,1457,0.38176,0.43223
2009,Tenant,East,4 rooms,0.12374,220,1457,0.10682,0.14065
2009,Tenant,East,5 rooms,0.02254,44,1457,0.01492,0.03016
2010,Owner,West,2 rooms,0.05401,147,5085,0.04779,0.06022
2010,Owner,West,3 rooms,0.18826,679,5085,0.17752,0.19901
2010,Owner,West,4 rooms,0.23932,1157,5085,0.22759,0.25105
2010,Owner,West,5 rooms,0.22920,1233,5085,0.21765,0.24076
2010,Owner,West,6 rooms,0.14929,925,5085,0.13950,0.15909
2010,Owner,West,7 rooms,0.07420,493,5085,0.06700,0.08141
2010,Owner,West,8 rooms,0.03349,236,5085,0.02855,0.03844
2010,Owner,West,9 rooms,0.01670,119,5085,0.01317,0.02022
2010,Owner,West,10 or more rooms,0.01210,96,5085,0.00909,0.01510
2010,Owner,East,2 rooms,0.04575,40,1222,0.03403,0.05747
2010,Owner,East,3 rooms,0.24726,250,1222,0.22306,0.27146
2010,Owner,East,4 rooms,0.32175,374,1222,0.29555,0.34795
2010,Owner,East,5 rooms,0.20918,308,1222,0.18637,0.23200
2010,Owner,East,6 rooms,0.11025,157,1222,0.09268,0.12782
2010,Owner,East,7 rooms,0.03577,60,1222,0.02536,0.04619
2010,Owner,East,8 rooms,0.01909,33,1222,0.01141,0.02676
2010,Tenant,West,1 room,0.05507,147,5526,0.04906,0.06109
2010,Tenant,West,2 rooms,0.29151,1032,5526,0.27952,0.30349
2010,Tenant,West,3 rooms,0.40325,2388,5526,0.39031,0.41618
2010,Tenant,West,4 rooms,0.15715,1248,5526,0.14755,0.16675
2010,Tenant,West,5 rooms,0.05869,447,5526,0.05249,0.06489
2010,Tenant,West,6 rooms,0.01971,162,5526,0.01604,0.02337
2010,Tenant,West,7 rooms,0.00823,71,5526,0.00585,0.01061
2010,Tenant,West,8 rooms,0.00401,31,5526,0.00234,0.00567
2010,Tenant,East,1 room,0.06557,72,1883,0.05438,0.07675
2010,Tenant,East,2 rooms,0.36147,452,1883,0.33977,0.38318
2010,Tenant,East,3 rooms,0.41152,906,1883,0.38929,0.43376
2010,Tenant,East,4 rooms,0.12331,379,1883,0.10846,0.13817
2010,Tenant,East,5 rooms,0.02743,74,1883,0.02005,0.03481
2011,Owner,West,2 rooms,0.05535,193,6299,0.04970,0.06100
2011,Owner,West,3 rooms,0.19045,833,6299,0.18075,0.20015
2011,Owner,West,4 rooms,0.23570,1372,6299,0.22522,0.24619
2011,Owner,West,5 rooms,0.22860,1535,6299,0.21822,0.23897
2011,Owner,West,6 rooms,0.14969,1159,6299,0.14087,0.15850
2011,Owner,West,7 rooms,0.07244,623,6299,0.06603,0.07884
2011,Owner,West,8 rooms,0.03820,328,6299,0.03347,0.04294
2011,Owner,West,9 rooms,0.01395,151,6299,0.01106,0.01685
2011,Owner,West,10 or more rooms,0.01166,105,6299,0.00901,0.01431
2011,Owner,East,2 rooms,0.05363,46,1391,0.04179,0.06548
2011,Owner,East,3 rooms,0.23633,269,1391,0.21399,0.25866
2011,Owner,East,4 rooms,0.32811,447,1391,0.30343,0.35280
2011,Owner,East,5 rooms,0.21048,321,1391,0.18905,0.23192
2011,Owner,East,6 rooms,0.10968,201,1391,0.09325,0.12611
2011,Owner,East,7 rooms,0.03288,66,1391,0.02350,0.04225
2011,Owner,East,8 rooms,0.02091,41,1391,0.01339,0.02843
2011,Tenant,West,1 room,0.05958,207,6528,0.05384,0.06532
2011,Tenant,West,2 rooms,0.30315,1324,6528,0.29200,0.31430
2011,Tenant,West,3 rooms,0.39307,2715,6528,0.38122,0.40492
2011,Tenant,West,4 rooms,0.14379,1357,6528,0.13528,0.15230
2011,Tenant,West,5 rooms,0.06627,557,6528,0.06024,0.07231
2011,Tenant,West,6 rooms,0.01907,224,6528,0.01575,0.02238
2011,Tenant,West,7 rooms,0.00990,99,6528,0.00750,0.01230
2011,Tenant,West,8 rooms,0.00409,45,6528,0.00255,0.00564
2011,Tenant,East,1 room,0.07975,118,2316,0.06872,0.09079
2011,Tenant,East,2 rooms,0.35063,547,2316,0.33119,0.37007
2011,Tenant,East,3 rooms,0.41173,1097,2316,0.39169,0.43178
2011,Tenant,East,4 rooms,0.11474,425,2316,0.10176,0.12773
2011,Tenant,East,5 rooms,0.02956,96,2316,0.02266,0.03646
2011,Tenant,East,6 rooms,0.00971,33,2316,0.00572,0.01371
2012,Owner,West,2 rooms,0.05678,206,6208,0.05102,0.06254
2012,Owner,West,3 rooms,0.18987,818,6208,0.18011,0.19962
2012,Owner,West,4 rooms,0.23098,1340,6208,0.22049,0.24146
2012,Owner,West,5 rooms,0.22928,1514,6208,0.21882,0.23974
2012,Owner,West,6 rooms,0.14761,1132,6208,0.13878,0.15643
2012,Owner,West,7 rooms,0.07565,620,6208,0.06907,0.08223
2012,Owner,West,8 rooms,0.03652,314,6208,0.03185,0.04118
2012,Owner,West,9 rooms,0.01391,146,6208,0.01100,0.01683
2012,Owner,West,10 or more rooms,0.01496,118,6208,0.01194,0.01798
2012,Owner,East,2 rooms,0.05719,48,1359,0.04484,0.06954
2012,Owner,East,3 rooms,0.22764,269,1359,0.20534,0.24995
2012,Owner,East,4 rooms,0.33772,416,1359,0.31257,0.36288
2012,Owner,East,5 rooms,0.20674,329,1359,0.18520,0.22828
2012,Owner,East,6 rooms,0.10259,187,1359,0.08645,0.11873
2012,Owner,East,7 rooms,0.03797,68,1359,0.02781,0.04814
2012,Owner,East,8 rooms,0.02077,42,1359,0.01319,0.02836
2012,Tenant,West,1 room,0.05860,230,6352,0.05283,0.06438
2012,Tenant,West,2 rooms,0.29510,1284,6352,0.28388,0.30631
2012,Tenant,West,3 rooms,0.39499,2632,6352,0.38297,0.40702
2012,Tenant,West,4 rooms,0.15614,1335,6352,0.14721,0.16506
2012,Tenant,West,5 rooms,0.05987,506,6352,0.05403,0.06570
2012,Tenant,West,6 rooms,0.01972,225,6352,0.01630,0.02314
2012,Tenant,West,7 rooms,0.00991,97,6352,0.00748,0.01235
2012,Tenant,West,8 rooms,0.00391,43,6352,0.00238,0.00545
2012,Tenant,East,1 room,0.08091,123,2323,0.06981,0.09200
2012,Tenant,East,2 rooms,0.34715,543,2323,0.32778,0.36651
2012,Tenant,East,3 rooms,0.41103,1061,2323,0.39102,0.43105
2012,Tenant,East,4 rooms,0.12008,461,2323,0.10686,0.13330
2012,Tenant,East,5 rooms,0.02772,103,2323,0.02104,0.03440
2012,Tenant,East,6 rooms,0.01100,32,2323,0.00675,0.01524
2013,Owner,West,2 rooms,0.05402,203,6359,0.04846,0.05957
2013,Owner,West,3 rooms,0.19273,863,6359,0.18304,0.20243
2013,Owner,West,4 rooms,0.22340,1373,6359,0.21317,0.23364
2013,Owner,West,5 rooms,0.23609,1558,6359,0.22565,0.24653
2013,Owner,West,6 rooms,0.14978,1180,6359,0.14101,0.15856
2013,Owner,West,7 rooms,0.07771,625,6359,0.07113,0.08429
2013,Owner,West,8 rooms,0.03495,306,6359,0.03044,0.03946
2013,Owner,West,9 rooms,0.01498,142,6359,0.01200,0.01797
2013,Owner,West,10 or more rooms,0.01098,109,6359,0.00842,0.01354
2013,Owner,East,2 rooms,0.06787,55,1316,0.05427,0.08146
2013,Owner,East,3 rooms,0.22876,259,1316,0.20606,0.25147
2013,Owner,East,4 rooms,0.33852,407,1316,0.31294,0.36409
2013,Owner,East,5 rooms,0.19601,313,1316,0.17455,0.21747
2013,Owner,East,6 rooms,0.10055,174,1316,0.08429,0.11680
2013,Owner,East,7 rooms,0.03254,68,1316,0.02295,0.04213
2013,Owner,East,8 rooms,0.02830,40,1316,0.01934,0.03726
2013,Tenant,West,1 room,0.06191,315,7822,0.05656,0.06725
2013,Tenant,West,2 rooms,0.29836,1614,7822,0.28822,0.30850
2013,Tenant,West,3 rooms,0.39039,3252,7822,0.37958,0.40120
2013,Tenant,West,4 rooms,0.15520,1660,7822,0.14718,0.16323
2013,Tenant,West,5 rooms,0.06214,618,7822,0.05679,0.06749
2013,Tenant,West,6 rooms,0.01942,224,7822,0.01636,0.02248
2013,Tenant,West,7 rooms,0.00799,95,7822,0.00602,0.00996
2013,Tenant,West,8 rooms,0.00364,44,7822,0.00230,0.00497
2013,Tenant,East,1 room,0.07841,114,2277,0.06737,0.08946
2013,Tenant,East,2 rooms,0.35762,558,2277,0.33793,0.37731
2013,Tenant,East,3 rooms,0.40729,1029,2277,0.38710,0.42747
2013,Tenant,East,4 rooms,0.12006,473,2277,0.10671,0.13342
2013,Tenant,East,5 rooms,0.02583,103,2277,0.01931,0.03235
2014,Owner,West,2 rooms,0.04967,180,5807,0.04409,0.05526
2014,Owner,West,3 rooms,0.18989,811,5807,0.17980,0.19998
2014,Owner,West,4 rooms,0.23002,1227,5807,0.21919,0.24084
2014,Owner,West,5 rooms,0.23148,1442,5807,0.22063,0.24233
2014,Owner,West,6 rooms,0.14607,1050,5807,0.13699,0.15516
2014,Owner,West,7 rooms,0.08150,584,5807,0.07446,0.08854
2014,Owner,West,8 rooms,0.03865,286,5807,0.03369,0.04361
2014,Owner,West,9 rooms,0.01543,130,5807,0.01226,0.01860
2014,Owner,West,10 or more rooms,0.01217,97,5807,0.00935,0.01499
2014,Owner,East,2 rooms,0.05889,41,1213,0.04563,0.07214
2014,Owner,East,3 rooms,0.26181,251,1213,0.23706,0.28656
2014,Owner,East,4 rooms,0.31163,366,1213,0.28556,0.33771
2014,Owner,East,5 rooms,0.19633,292,1213,0.17397,0.21869
2014,Owner,East,6 rooms,0.09722,169,1213,0.08054,0.11390
2014,Owner,East,7 rooms,0.04244,63,1213,0.03109,0.05378
2014,Owner,East,8 rooms,0.02463,31,1213,0.01590,0.03336
2014,Tenant,West,1 room,0.06124,258,6602,0.05546,0.06703
2014,Tenant,West,2 rooms,0.30058,1371,6602,0.28952,0.31164
2014,Tenant,West,3 rooms,0.38637,2716,6602,0.37462,0.39811
2014,Tenant,West,4 rooms,0.16180,1406,6602,0.15292,0.17069
2014,Tenant,West,5 rooms,0.05622,510,6602,0.05066,0.06178
2014,Tenant,West,6 rooms,0.02083,207,6602,0.01738,0.02427
2014,Tenant,West,7 rooms,0.00770,92,6602,0.00559,0.00981
2014,Tenant,West,8 rooms,0.00335,42,6602,0.00196,0.00475
2014,Tenant,East,1 room,0.07223,95,2100,0.06116,0.08331
2014,Tenant,East,2 rooms,0.36488,534,2100,0.34428,0.38547
2014,Tenant,East,3 rooms,0.40555,959,2100,0.38455,0.42656
2014,Tenant,East,4 rooms,0.11780,417,2100,0.10401,0.13159
2014,Tenant,East,5 rooms,0.02895,95,2100,0.02177,0.03612
2015,Owner,West,2 rooms,0.04963,163,5531,0.04391,0.05536
2015,Owner,West,3 rooms,0.18441,755,5531,0.17419,0.19463
2015,Owner,West,4 rooms,0.23420,1162,5531,0.22304,0.24536
2015,Owner,West,5 rooms,0.23055,1374,5531,0.21945,0.24165
2015,Owner,West,6 rooms,0.15288,1038,5531,0.14339,0.16236
2015,Owner,West,7 rooms,0.08072,543,5531,0.07354,0.08790
2015,Owner,West,8 rooms,0.03482,268,5531,0.02999,0.03965
2015,Owner,West,9 rooms,0.01675,137,5531,0.01337,0.02013
2015,Owner,West,10 or more rooms,0.01051,91,5531,0.00782,0.01320
2015,Owner,East,2 rooms,0.06298,44,1147,0.04891,0.07704
2015,Owner,East,3 rooms,0.27503,253,1147,0.24918,0.30089
2015,Owner,East,4 rooms,0.30423,353,1147,0.27759,0.33087
2015,Owner,East,5 rooms,0.17415,267,1147,0.15219,0.19611
2015,Owner,East,6 rooms,0.11324,176,1147,0.09489,0.13159
2015,Owner,East,7 rooms,0.03561,54,1147,0.02488,0.04634
2015,Tenant,West,1 room,0.06409,335,6915,0.05831,0.06986
2015,Tenant,West,2 rooms,0.29570,1546,6915,0.28495,0.30646
2015,Tenant,West,3 rooms,0.39035,2827,6915,0.37885,0.40185
2015,Tenant,West,4 rooms,0.15156,1316,6915,0.14310,0.16001
2015,Tenant,West,5 rooms,0.06374,544,6915,0.05798,0.06950
2015,Tenant,West,6 rooms,0.02079,210,6915,0.01743,0.02415
2015,Tenant,West,7 rooms,0.00805,98,6915,0.00594,0.01016
2015,Tenant,West,8 rooms,0.00394,39,6915,0.00246,0.00542
2015,Tenant,East,1 room,0.07283,105,2036,0.06154,0.08412
2015,Tenant,East,2 rooms,0.38170,524,2036,0.36060,0.40281
2015,Tenant,East,3 rooms,0.39872,932,2036,0.37745,0.42000
2015,Tenant,East,4 rooms,0.10764,384,2036,0.09417,0.12110
2015,Tenant,East,5 rooms,0.02651,91,2036,0.01953,0.03349
2016,Not included in this version of the questionnaire,West,1 room,0.21965,178,1664,0.19975,0.23954
2016,Not included in this version of the questionnaire,West,2 rooms,0.33068,407,1664,0.30807,0.35329
2016,Not included in this version of the questionnaire,West,3 rooms,0.29255,641,1664,0.27069,0.31442
2016,Not included in this version of the questionnaire,West,4 rooms,0.11323,344,1664,0.09800,0.12846
2016,Not included in this version of the questionnaire,West,5 rooms,0.02188,94,1664,0.01485,0.02891
2016,Not included in this version of the questionnaire,East,2 rooms,0.32074,81,343,0.27127,0.37021
2016,Not included in this version of the questionnaire,East,3 rooms,0.42165,181,343,0.36931,0.47399
2016,Not included in this version of the questionnaire,East,4 rooms,0.10478,81,343,0.07232,0.13724
2016,Owner,West,2 rooms,0.05208,159,5136,0.04600,0.05816
2016,Owner,West,3 rooms,0.17819,661,5136,0.16772,0.18865
2016,Owner,West,4 rooms,0.23347,1087,5136,0.22189,0.24504
2016,Owner,West,5 rooms,0.22832,1265,5136,0.21684,0.23980
2016,Owner,West,6 rooms,0.15753,991,5136,0.14756,0.16749
2016,Owner,West,7 rooms,0.07968,512,5136,0.07228,0.08709
2016,Owner,West,8 rooms,0.03876,254,5136,0.03348,0.04404
2016,Owner,West,9 rooms,0.01347,111,5136,0.01032,0.01663
2016,Owner,West,10 or more rooms,0.01348,96,5136,0.01033,0.01664
2016,Owner,East,2 rooms,0.05611,40,1141,0.04275,0.06947
2016,Owner,East,3 rooms,0.24360,222,1141,0.21868,0.26852
2016,Owner,East,4 rooms,0.30901,343,1141,0.28218,0.33583
2016,Owner,East,5 rooms,0.21143,277,1141,0.18773,0.23513
2016,Owner,East,6 rooms,0.10335,163,1141,0.08568,0.12103
2016,Owner,East,7 rooms,0.04292,63,1141,0.03115,0.05468
2016,Owner,East,8 rooms,0.02722,33,1141,0.01778,0.03667
2016,Tenant,West,1 room,0.06450,288,6058,0.05832,0.07069
2016,Tenant,West,2 rooms,0.29176,1324,6058,0.28031,0.30321
2016,Tenant,West,3 rooms,0.39474,2486,6058,0.38243,0.40705
2016,Tenant,West,4 rooms,0.14991,1167,6058,0.14092,0.15890
2016,Tenant,West,5 rooms,0.06123,482,6058,0.05519,0.06727
