,Unnamed: 0,year,bula_h,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2302,2302,2014,Saxony,Urban regions,5 rooms,0.07003,49,14434,0.0553,0.08587
2303,2303,2014,Saxony,Rural regions,2 rooms,0.217,67,14434,0.17712,0.26221
2304,2304,2014,Saxony,Rural regions,3 rooms,0.3909,146,14434,0.32481,0.45508
2305,2305,2014,Saxony,Rural regions,4 rooms,0.20815,115,14434,0.1693,0.25377
2306,2306,2014,Saxony,Rural regions,5 rooms,0.11176,55,14434,0.08648,0.1449
2307,2307,2014,Saxony,Rural regions,6 rooms,0.07219,44,14434,0.05103,0.0945
2308,2308,2014,Saxony-Anhalt,Urban regions,2 rooms,0.36998,32,14434,0.27602,0.48952
2309,2309,2014,Saxony-Anhalt,Urban regions,3 rooms,0.63002,63,14434,0.49992,0.75499
2310,2310,2014,Saxony-Anhalt,Rural regions,2 rooms,0.21414,61,14434,0.16663,0.2811
2311,2311,2014,Saxony-Anhalt,Rural regions,3 rooms,0.38687,150,14434,0.33179,0.44692
2312,2312,2014,Saxony-Anhalt,Rural regions,4 rooms,0.25264,127,14434,0.20702,0.30777
2313,2313,2014,Saxony-Anhalt,Rural regions,5 rooms,0.08115,45,14434,0.05112,0.1106
2314,2314,2014,Saxony-Anhalt,Rural regions,6 rooms,0.0652,35,14434,0.03684,0.09733
2315,2315,2014,Thuringa,Urban regions,2 rooms,0.31293,32,14434,0.24052,0.39637
2316,2316,2014,Thuringa,Urban regions,3 rooms,0.42272,76,14434,0.32775,0.50945
2317,2317,2014,Thuringa,Urban regions,4 rooms,0.26436,32,14434,0.13334,0.43007
2318,2318,2014,Thuringa,Rural regions,2 rooms,0.28979,57,14434,0.22967,0.34871
2319,2319,2014,Thuringa,Rural regions,3 rooms,0.29292,101,14434,0.24506,0.34479
2320,2320,2014,Thuringa,Rural regions,4 rooms,0.27167,103,14434,0.22233,0.32466
2321,2321,2014,Thuringa,Rural regions,5 rooms,0.14562,69,14434,0.11061,0.18389
2322,2322,2015,Schleswig-Holstein,Urban regions,3 rooms,1.0,56,14368,0.78743,1.23216
2323,2323,2015,Schleswig-Holstein,Rural regions,2 rooms,0.11226,43,14368,0.08581,0.14357
2324,2324,2015,Schleswig-Holstein,Rural regions,3 rooms,0.26192,97,14368,0.2207,0.30883
2325,2325,2015,Schleswig-Holstein,Rural regions,4 rooms,0.26581,101,14368,0.21095,0.34618
2326,2326,2015,Schleswig-Holstein,Rural regions,5 rooms,0.23997,79,14368,0.18956,0.29578
2327,2327,2015,Schleswig-Holstein,Rural regions,6 rooms,0.12004,39,14368,0.07452,0.16295
2328,2328,2015,Hamburg,Urban regions,2 rooms,0.25706,56,14368,0.19851,0.33236
2329,2329,2015,Hamburg,Urban regions,3 rooms,0.41732,98,14368,0.33684,0.49858
2330,2330,2015,Hamburg,Urban regions,4 rooms,0.22659,60,14368,0.1689,0.29479
2331,2331,2015,Hamburg,Urban regions,5 rooms,0.09903,36,14368,0.06741,0.14004
2332,2332,2015,Lower Saxony,Urban regions,2 rooms,0.20255,87,14368,0.15561,0.24934
2333,2333,2015,Lower Saxony,Urban regions,3 rooms,0.30784,165,14368,0.26084,0.35834
2334,2334,2015,Lower Saxony,Urban regions,4 rooms,0.22045,139,14368,0.18032,0.26488
2335,2335,2015,Lower Saxony,Urban regions,5 rooms,0.15624,93,14368,0.12559,0.18733
2336,2336,2015,Lower Saxony,Urban regions,6 rooms,0.11292,70,14368,0.08646,0.14459
2337,2337,2015,Lower Saxony,Rural regions,2 rooms,0.11227,61,14368,0.0819,0.14328
2338,2338,2015,Lower Saxony,Rural regions,3 rooms,0.23866,188,14368,0.20598,0.27049
2339,2339,2015,Lower Saxony,Rural regions,4 rooms,0.22741,183,14368,0.19159,0.26206
2340,2340,2015,Lower Saxony,Rural regions,5 rooms,0.18056,164,14368,0.15074,0.20441
2341,2341,2015,Lower Saxony,Rural regions,6 rooms,0.14078,116,14368,0.10989,0.17395
2342,2342,2015,Lower Saxony,Rural regions,7 rooms,0.07509,71,14368,0.05596,0.09892
2343,2343,2015,Lower Saxony,Rural regions,8 rooms,0.02523,37,14368,0.01825,0.03681
2344,2344,2015,Bremen,Urban regions,3 rooms,1.0,44,14368,0.64907,1.34196
2345,2345,2015,North Rhine-Westphalia,Urban regions,1 room,0.03822,76,14368,0.03138,0.04598
2346,2346,2015,North Rhine-Westphalia,Urban regions,2 rooms,0.19308,432,14368,0.1752,0.21428
2347,2347,2015,North Rhine-Westphalia,Urban regions,3 rooms,0.30979,1013,14368,0.29188,0.33442
2348,2348,2015,North Rhine-Westphalia,Urban regions,4 rooms,0.18662,636,14368,0.17086,0.20134
2349,2349,2015,North Rhine-Westphalia,Urban regions,5 rooms,0.14073,468,14368,0.12834,0.15318
2350,2350,2015,North Rhine-Westphalia,Urban regions,6 rooms,0.0747,283,14368,0.06478,0.08493
2351,2351,2015,North Rhine-Westphalia,Urban regions,7 rooms,0.04128,133,14368,0.03398,0.05224
2352,2352,2015,North Rhine-Westphalia,Urban regions,8 rooms,0.01559,62,14368,0.01139,0.0202
2353,2353,2015,Hesse,Urban regions,1 room,0.03053,31,14368,0.01919,0.04459
2354,2354,2015,Hesse,Urban regions,2 rooms,0.17439,139,14368,0.14569,0.2085
2355,2355,2015,Hesse,Urban regions,3 rooms,0.33383,293,14368,0.29388,0.38243
2356,2356,2015,Hesse,Urban regions,4 rooms,0.18311,166,14368,0.15411,0.22196
2357,2357,2015,Hesse,Urban regions,5 rooms,0.15612,125,14368,0.1306,0.18342
2358,2358,2015,Hesse,Urban regions,6 rooms,0.07689,70,14368,0.06091,0.09492
2359,2359,2015,Hesse,Urban regions,7 rooms,0.04513,44,14368,0.03071,0.06009
2360,2360,2015,Hesse,Rural regions,3 rooms,0.40229,45,14368,0.26964,0.5485
2361,2361,2015,Hesse,Rural regions,4 rooms,0.32968,47,14368,0.23331,0.44896
2362,2362,2015,Hesse,Rural regions,5 rooms,0.26803,35,14368,0.16533,0.3877
2363,2363,2015,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.1952,101,14368,0.16361,0.23229
2364,2364,2015,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.28637,184,14368,0.25485,0.33173
2365,2365,2015,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.20636,125,14368,0.17001,0.24749
2366,2366,2015,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.14398,110,14368,0.11325,0.1718
2367,2367,2015,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.12906,83,14368,0.10664,0.15706
2368,2368,2015,"Rhineland-Palatinate, Saarland",Urban regions,7 rooms,0.03904,32,14368,0.0249,0.05651
2369,2369,2015,"Rhineland-Palatinate, Saarland",Rural regions,2 rooms,0.2012,33,14368,0.13526,0.2726
2370,2370,2015,"Rhineland-Palatinate, Saarland",Rural regions,3 rooms,0.24876,43,14368,0.17146,0.34378
2371,2371,2015,"Rhineland-Palatinate, Saarland",Rural regions,4 rooms,0.12581,37,14368,0.07346,0.19371
2372,2372,2015,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.22714,37,14368,0.16094,0.31861
2373,2373,2015,"Rhineland-Palatinate, Saarland",Rural regions,6 rooms,0.19709,42,14368,0.14656,0.25588
2374,2374,2015,Baden-Wuerttemberg,Urban regions,1 room,0.044,43,14368,0.03337,0.0562
2375,2375,2015,Baden-Wuerttemberg,Urban regions,2 rooms,0.14311,193,14368,0.12585,0.16258
2376,2376,2015,Baden-Wuerttemberg,Urban regions,3 rooms,0.28791,454,14368,0.26089,0.31748
2377,2377,2015,Baden-Wuerttemberg,Urban regions,4 rooms,0.22674,350,14368,0.19997,0.25325
2378,2378,2015,Baden-Wuerttemberg,Urban regions,5 rooms,0.1512,268,14368,0.13267,0.17118
2379,2379,2015,Baden-Wuerttemberg,Urban regions,6 rooms,0.07931,177,14368,0.06406,0.09187
2380,2380,2015,Baden-Wuerttemberg,Urban regions,7 rooms,0.04454,88,14368,0.03519,0.05596
2381,2381,2015,Baden-Wuerttemberg,Urban regions,8 rooms,0.02318,41,14368,0.01547,0.03045
2382,2382,2015,Baden-Wuerttemberg,Rural regions,3 rooms,0.24773,33,14368,0.14259,0.3726
2383,2383,2015,Baden-Wuerttemberg,Rural regions,4 rooms,0.36569,36,14368,0.25593,0.48696
2384,2384,2015,Baden-Wuerttemberg,Rural regions,5 rooms,0.38659,36,14368,0.26918,0.52403
2385,2385,2015,Bavaria,Urban regions,1 room,0.05921,63,14368,0.04324,0.07494
2386,2386,2015,Bavaria,Urban regions,2 rooms,0.2084,207,14368,0.17835,0.2329
2387,2387,2015,Bavaria,Urban regions,3 rooms,0.32151,363,14368,0.27947,0.35485
2388,2388,2015,Bavaria,Urban regions,4 rooms,0.17391,228,14368,0.15077,0.1994
2389,2389,2015,Bavaria,Urban regions,5 rooms,0.13217,179,14368,0.1105,0.15319
2390,2390,2015,Bavaria,Urban regions,6 rooms,0.07025,116,14368,0.05673,0.086
2391,2391,2015,Bavaria,Urban regions,7 rooms,0.03455,39,14368,0.02208,0.04984
2392,2392,2015,Bavaria,Rural regions,2 rooms,0.15987,151,14368,0.13226,0.18789
2393,2393,2015,Bavaria,Rural regions,3 rooms,0.30425,366,14368,0.27349,0.33219
2394,2394,2015,Bavaria,Rural regions,4 rooms,0.21142,258,14368,0.18523,0.23988
2395,2395,2015,Bavaria,Rural regions,5 rooms,0.14546,217,14368,0.12321,0.16777
2396,2396,2015,Bavaria,Rural regions,6 rooms,0.08453,153,14368,0.06941,0.09978
2397,2397,2015,Bavaria,Rural regions,7 rooms,0.0636,97,14368,0.05116,0.07742
2398,2398,2015,Bavaria,Rural regions,8 rooms,0.03087,40,14368,0.02028,0.04329
2399,2399,2015,Berlin,Urban regions,1 room,0.09116,48,14368,0.07443,0.11956
2400,2400,2015,Berlin,Urban regions,2 rooms,0.40497,187,14368,0.35663,0.45594
2401,2401,2015,Berlin,Urban regions,3 rooms,0.31764,227,14368,0.27437,0.35839
2402,2402,2015,Berlin,Urban regions,4 rooms,0.1388,112,14368,0.11441,0.16748
2403,2403,2015,Berlin,Urban regions,5 rooms,0.04744,46,14368,0.03558,0.06351
2404,2404,2015,Brandenburg,Rural regions,2 rooms,0.26432,78,14368,0.21808,0.31377
2405,2405,2015,Brandenburg,Rural regions,3 rooms,0.38498,200,14368,0.33345,0.4328
2406,2406,2015,Brandenburg,Rural regions,4 rooms,0.19352,131,14368,0.15686,0.23869
2407,2407,2015,Brandenburg,Rural regions,5 rooms,0.08966,69,14368,0.06927,0.11084
2408,2408,2015,Brandenburg,Rural regions,6 rooms,0.06751,41,14368,0.05327,0.08539
2409,2409,2015,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.35915,63,14368,0.29982,0.43299
2410,2410,2015,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.36224,103,14368,0.29182,0.44037
2411,2411,2015,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.1728,63,14368,0.13741,0.2131
2412,2412,2015,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.10581,37,14368,0.06744,0.15171
2413,2413,2015,Saxony,Urban regions,2 rooms,0.27624,88,14368,0.22983,0.32763
2414,2414,2015,Saxony,Urban regions,3 rooms,0.48638,220,14368,0.41722,0.55915
2415,2415,2015,Saxony,Urban regions,4 rooms,0.16486,103,14368,0.1365,0.2032
2416,2416,2015,Saxony,Urban regions,5 rooms,0.07252,45,14368,0.05611,0.09177
2417,2417,2015,Saxony,Rural regions,2 rooms,0.21373,59,14368,0.16504,0.26268
2418,2418,2015,Saxony,Rural regions,3 rooms,0.41485,136,14368,0.34654,0.47444
2419,2419,2015,Saxony,Rural regions,4 rooms,0.19945,100,14368,0.16072,0.24733
2420,2420,2015,Saxony,Rural regions,5 rooms,0.0976,51,14368,0.07097,0.13099
2421,2421,2015,Saxony,Rural regions,6 rooms,0.07438,41,14368,0.05422,0.10343
2422,2422,2015,Saxony-Anhalt,Urban regions,3 rooms,1.0,63,14368,0.74302,1.27982
2423,2423,2015,Saxony-Anhalt,Rural regions,2 rooms,0.20708,55,14368,0.15917,0.25993
2424,2424,2015,Saxony-Anhalt,Rural regions,3 rooms,0.39279,144,14368,0.32569,0.45382
2425,2425,2015,Saxony-Anhalt,Rural regions,4 rooms,0.24334,111,14368,0.19356,0.279
2426,2426,2015,Saxony-Anhalt,Rural regions,5 rooms,0.09138,48,14368,0.0641,0.12332
2427,2427,2015,Saxony-Anhalt,Rural regions,6 rooms,0.0654,32,14368,0.04248,0.09789
2428,2428,2015,Thuringa,Urban regions,2 rooms,0.32793,38,14368,0.25401,0.4143
2429,2429,2015,Thuringa,Urban regions,3 rooms,0.39966,67,14368,0.3196,0.47355
2430,2430,2015,Thuringa,Urban regions,4 rooms,0.27241,32,14368,0.13144,0.49129
2431,2431,2015,Thuringa,Rural regions,2 rooms,0.33775,64,14368,0.26745,0.42128
2432,2432,2015,Thuringa,Rural regions,3 rooms,0.31713,107,14368,0.26066,0.38065
2433,2433,2015,Thuringa,Rural regions,4 rooms,0.23589,99,14368,0.19267,0.28546
2434,2434,2015,Thuringa,Rural regions,5 rooms,0.10923,56,14368,0.08599,0.13316
2435,2435,2016,Schleswig-Holstein,Urban regions,2 rooms,0.34154,50,15020,0.18124,0.51156
2436,2436,2016,Schleswig-Holstein,Urban regions,3 rooms,0.47546,81,15020,0.3284,0.63375
2437,2437,2016,Schleswig-Holstein,Urban regions,4 rooms,0.183,47,15020,0.11273,0.25339
2438,2438,2016,Schleswig-Holstein,Rural regions,2 rooms,0.13811,55,15020,0.09475,0.1794
2439,2439,2016,Schleswig-Holstein,Rural regions,3 rooms,0.28716,99,15020,0.23069,0.33933
2440,2440,2016,Schleswig-Holstein,Rural regions,4 rooms,0.23149,91,15020,0.17619,0.30914
2441,2441,2016,Schleswig-Holstein,Rural regions,5 rooms,0.24626,76,15020,0.19249,0.29685
2442,2442,2016,Schleswig-Holstein,Rural regions,6 rooms,0.09698,33,15020,0.05692,0.14181
2443,2443,2016,Hamburg,Urban regions,2 rooms,0.26848,61,15020,0.20702,0.33664
2444,2444,2016,Hamburg,Urban regions,3 rooms,0.36794,98,15020,0.29038,0.44365
2445,2445,2016,Hamburg,Urban regions,4 rooms,0.25889,60,15020,0.19259,0.33772
2446,2446,2016,Hamburg,Urban regions,5 rooms,0.10468,35,15020,0.06842,0.14227
2447,2447,2016,Lower Saxony,Urban regions,2 rooms,0.17481,109,15020,0.13313,0.21399
2448,2448,2016,Lower Saxony,Urban regions,3 rooms,0.31048,210,15020,0.24822,0.36822
2449,2449,2016,Lower Saxony,Urban regions,4 rooms,0.25187,168,15020,0.19844,0.30963
2450,2450,2016,Lower Saxony,Urban regions,5 rooms,0.15573,94,15020,0.12564,0.18934
2451,2451,2016,Lower Saxony,Urban regions,6 rooms,0.10711,63,15020,0.08188,0.13684
2452,2452,2016,Lower Saxony,Rural regions,2 rooms,0.10086,65,15020,0.06959,0.12898
2453,2453,2016,Lower Saxony,Rural regions,3 rooms,0.25507,201,15020,0.20809,0.30135
2454,2454,2016,Lower Saxony,Rural regions,4 rooms,0.2275,183,15020,0.18586,0.26515
2455,2455,2016,Lower Saxony,Rural regions,5 rooms,0.17823,155,15020,0.14728,0.20947
2456,2456,2016,Lower Saxony,Rural regions,6 rooms,0.12601,110,15020,0.10407,0.15681
2457,2457,2016,Lower Saxony,Rural regions,7 rooms,0.08137,74,15020,0.05755,0.10483
2458,2458,2016,Lower Saxony,Rural regions,8 rooms,0.03095,36,15020,0.02264,0.04233
2459,2459,2016,Bremen,Urban regions,3 rooms,1.0,52,15020,0.68688,1.323
2460,2460,2016,North Rhine-Westphalia,Urban regions,1 room,0.04296,122,15020,0.03307,0.05495
2461,2461,2016,North Rhine-Westphalia,Urban regions,2 rooms,0.19032,486,15020,0.17299,0.21596
2462,2462,2016,North Rhine-Westphalia,Urban regions,3 rooms,0.30981,1052,15020,0.28763,0.33208
2463,2463,2016,North Rhine-Westphalia,Urban regions,4 rooms,0.18473,669,15020,0.16867,0.2022
2464,2464,2016,North Rhine-Westphalia,Urban regions,5 rooms,0.13914,455,15020,0.1264,0.15331
2465,2465,2016,North Rhine-Westphalia,Urban regions,6 rooms,0.07175,276,15020,0.06351,0.08081
2466,2466,2016,North Rhine-Westphalia,Urban regions,7 rooms,0.0414,135,15020,0.03337,0.05253
2467,2467,2016,North Rhine-Westphalia,Urban regions,8 rooms,0.01989,62,15020,0.01461,0.02568
2468,2468,2016,Hesse,Urban regions,1 room,0.03681,39,15020,0.02108,0.05585
2469,2469,2016,Hesse,Urban regions,2 rooms,0.19428,146,15020,0.16308,0.23106
2470,2470,2016,Hesse,Urban regions,3 rooms,0.3171,281,15020,0.27529,0.35783
2471,2471,2016,Hesse,Urban regions,4 rooms,0.18026,169,15020,0.1457,0.21346
2472,2472,2016,Hesse,Urban regions,5 rooms,0.14654,122,15020,0.12218,0.17136
2473,2473,2016,Hesse,Urban regions,6 rooms,0.0855,74,15020,0.06845,0.10736
2474,2474,2016,Hesse,Urban regions,7 rooms,0.03951,34,15020,0.02436,0.05632
2475,2475,2016,Hesse,Rural regions,3 rooms,0.43778,54,15020,0.31255,0.60924
2476,2476,2016,Hesse,Rural regions,4 rooms,0.30084,51,15020,0.18737,0.41328
2477,2477,2016,Hesse,Rural regions,5 rooms,0.26138,34,15020,0.14928,0.35708
2478,2478,2016,"Rhineland-Palatinate, Saarland",Urban regions,1 room,0.03979,39,15020,0.02216,0.05688
2479,2479,2016,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19606,125,15020,0.16294,0.23548
2480,2480,2016,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.28969,226,15020,0.24351,0.34257
2481,2481,2016,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.20364,142,15020,0.16385,0.24125
2482,2482,2016,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.15653,116,15020,0.12563,0.19307
2483,2483,2016,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.1143,79,15020,0.09062,0.13798
2484,2484,2016,"Rhineland-Palatinate, Saarland",Rural regions,2 rooms,0.18583,34,15020,0.11815,0.25332
2485,2485,2016,"Rhineland-Palatinate, Saarland",Rural regions,3 rooms,0.26509,50,15020,0.18846,0.35576
2486,2486,2016,"Rhineland-Palatinate, Saarland",Rural regions,4 rooms,0.09511,38,15020,0.05781,0.13498
2487,2487,2016,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.22404,41,15020,0.16772,0.30717
2488,2488,2016,"Rhineland-Palatinate, Saarland",Rural regions,6 rooms,0.22993,41,15020,0.16699,0.29612
2489,2489,2016,Baden-Wuerttemberg,Urban regions,1 room,0.04266,61,15020,0.0323,0.05903
2490,2490,2016,Baden-Wuerttemberg,Urban regions,2 rooms,0.16621,209,15020,0.14414,0.18854
2491,2491,2016,Baden-Wuerttemberg,Urban regions,3 rooms,0.27297,437,15020,0.24428,0.30159
2492,2492,2016,Baden-Wuerttemberg,Urban regions,4 rooms,0.20952,351,15020,0.1833,0.23759
2493,2493,2016,Baden-Wuerttemberg,Urban regions,5 rooms,0.15863,267,15020,0.13831,0.18207
2494,2494,2016,Baden-Wuerttemberg,Urban regions,6 rooms,0.08884,164,15020,0.07371,0.10587
2495,2495,2016,Baden-Wuerttemberg,Urban regions,7 rooms,0.04359,89,15020,0.03581,0.05289
2496,2496,2016,Baden-Wuerttemberg,Urban regions,8 rooms,0.01758,36,15020,0.01028,0.02785
2497,2497,2016,Baden-Wuerttemberg,Rural regions,3 rooms,0.22006,48,15020,0.14452,0.30863
2498,2498,2016,Baden-Wuerttemberg,Rural regions,4 rooms,0.36901,41,15020,0.24004,0.48446
2499,2499,2016,Baden-Wuerttemberg,Rural regions,5 rooms,0.41094,35,15020,0.27202,0.58798
2500,2500,2016,Bavaria,Urban regions,1 room,0.05085,54,15020,0.03806,0.06687
2501,2501,2016,Bavaria,Urban regions,2 rooms,0.2195,191,15020,0.19055,0.25736
2502,2502,2016,Bavaria,Urban regions,3 rooms,0.33284,351,15020,0.29296,0.3764
2503,2503,2016,Bavaria,Urban regions,4 rooms,0.16834,224,15020,0.1465,0.19186
2504,2504,2016,Bavaria,Urban regions,5 rooms,0.1171,153,15020,0.09962,0.13752
2505,2505,2016,Bavaria,Urban regions,6 rooms,0.07876,117,15020,0.06208,0.09637
2506,2506,2016,Bavaria,Urban regions,7 rooms,0.0326,34,15020,0.01946,0.04494
2507,2507,2016,Bavaria,Rural regions,1 room,0.02265,41,15020,0.01291,0.03141
2508,2508,2016,Bavaria,Rural regions,2 rooms,0.14244,179,15020,0.11894,0.16676
2509,2509,2016,Bavaria,Rural regions,3 rooms,0.29633,383,15020,0.26246,0.3319
2510,2510,2016,Bavaria,Rural regions,4 rooms,0.20127,255,15020,0.17129,0.23364
2511,2511,2016,Bavaria,Rural regions,5 rooms,0.1346,192,15020,0.11486,0.15869
2512,2512,2016,Bavaria,Rural regions,6 rooms,0.10051,151,15020,0.08432,0.11758
2513,2513,2016,Bavaria,Rural regions,7 rooms,0.06809,86,15020,0.05207,0.08351
2514,2514,2016,Bavaria,Rural regions,8 rooms,0.0341,43,15020,0.02179,0.04774
2515,2515,2016,Berlin,Urban regions,1 room,0.08903,55,15020,0.06769,0.11147
2516,2516,2016,Berlin,Urban regions,2 rooms,0.37911,177,15020,0.32929,0.42583
2517,2517,2016,Berlin,Urban regions,3 rooms,0.32648,247,15020,0.28622,0.37424
2518,2518,2016,Berlin,Urban regions,4 rooms,0.14966,122,15020,0.11953,0.18215
2519,2519,2016,Berlin,Urban regions,5 rooms,0.05573,41,15020,0.03927,0.07399
2520,2520,2016,Brandenburg,Rural regions,2 rooms,0.23279,78,15020,0.18088,0.28926
2521,2521,2016,Brandenburg,Rural regions,3 rooms,0.39222,218,15020,0.32857,0.45271
2522,2522,2016,Brandenburg,Rural regions,4 rooms,0.20421,144,15020,0.15463,0.24946
2523,2523,2016,Brandenburg,Rural regions,5 rooms,0.11537,77,15020,0.08228,0.15319
2524,2524,2016,Brandenburg,Rural regions,6 rooms,0.05541,37,15020,0.04589,0.06632
2525,2525,2016,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.33193,62,15020,0.26243,0.41473
2526,2526,2016,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.33753,101,15020,0.24608,0.42427
2527,2527,2016,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.18913,73,15020,0.14749,0.23988
2528,2528,2016,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.1414,42,15020,0.10154,0.18743
2529,2529,2016,Saxony,Urban regions,2 rooms,0.2864,106,15020,0.23185,0.34505
2530,2530,2016,Saxony,Urban regions,3 rooms,0.468,222,15020,0.39963,0.55258
2531,2531,2016,Saxony,Urban regions,4 rooms,0.16029,110,15020,0.1243,0.19998
2532,2532,2016,Saxony,Urban regions,5 rooms,0.08531,45,15020,0.05465,0.12078
2533,2533,2016,Saxony,Rural regions,2 rooms,0.19745,67,15020,0.15319,0.24286
2534,2534,2016,Saxony,Rural regions,3 rooms,0.41192,152,15020,0.33483,0.48216
2535,2535,2016,Saxony,Rural regions,4 rooms,0.22095,102,15020,0.17719,0.27688
2536,2536,2016,Saxony,Rural regions,5 rooms,0.10098,51,15020,0.07439,0.13136
2537,2537,2016,Saxony,Rural regions,6 rooms,0.0687,35,15020,0.0417,0.09273
2538,2538,2016,Saxony-Anhalt,Urban regions,2 rooms,0.39117,36,15020,0.20529,0.61857
2539,2539,2016,Saxony-Anhalt,Urban regions,3 rooms,0.60883,70,15020,0.44968,0.81971
2540,2540,2016,Saxony-Anhalt,Rural regions,2 rooms,0.22294,62,15020,0.16496,0.29199
2541,2541,2016,Saxony-Anhalt,Rural regions,3 rooms,0.33245,142,15020,0.27352,0.39172
2542,2542,2016,Saxony-Anhalt,Rural regions,4 rooms,0.25965,117,15020,0.20495,0.3125
2543,2543,2016,Saxony-Anhalt,Rural regions,5 rooms,0.10285,45,15020,0.07579,0.13673
2544,2544,2016,Saxony-Anhalt,Rural regions,6 rooms,0.08212,32,15020,0.05381,0.11529
2545,2545,2016,Thuringa,Urban regions,2 rooms,0.48393,37,15020,0.3159,0.65348
2546,2546,2016,Thuringa,Urban regions,3 rooms,0.51607,73,15020,0.41571,0.62764
2547,2547,2016,Thuringa,Rural regions,2 rooms,0.30416,68,15020,0.22989,0.38072
2548,2548,2016,Thuringa,Rural regions,3 rooms,0.32417,122,15020,0.26212,0.40051
2549,2549,2016,Thuringa,Rural regions,4 rooms,0.21093,98,15020,0.17048,0.25558
2550,2550,2016,Thuringa,Rural regions,5 rooms,0.16074,64,15020,0.12127,0.21
2551,2551,2017,Schleswig-Holstein,Urban regions,2 rooms,0.242,48,16810,0.13185,0.33878
2552,2552,2017,Schleswig-Holstein,Urban regions,3 rooms,0.40403,94,16810,0.28492,0.53997
2553,2553,2017,Schleswig-Holstein,Urban regions,4 rooms,0.17906,51,16810,0.10986,0.27126
2554,2554,2017,Schleswig-Holstein,Urban regions,5 rooms,0.17492,36,16810,0.13461,0.21576
2555,2555,2017,Schleswig-Holstein,Rural regions,2 rooms,0.13985,62,16810,0.10478,0.17739
2556,2556,2017,Schleswig-Holstein,Rural regions,3 rooms,0.27496,109,16810,0.22701,0.3279
2557,2557,2017,Schleswig-Holstein,Rural regions,4 rooms,0.22656,109,16810,0.18006,0.27854
2558,2558,2017,Schleswig-Holstein,Rural regions,5 rooms,0.21277,76,16810,0.16648,0.26687
2559,2559,2017,Schleswig-Holstein,Rural regions,6 rooms,0.14586,52,16810,0.09633,0.20589
2560,2560,2017,Hamburg,Urban regions,2 rooms,0.24164,68,16810,0.18291,0.28988
2561,2561,2017,Hamburg,Urban regions,3 rooms,0.43062,128,16810,0.3484,0.50397
2562,2562,2017,Hamburg,Urban regions,4 rooms,0.22052,64,16810,0.15233,0.28265
2563,2563,2017,Hamburg,Urban regions,5 rooms,0.10723,42,16810,0.07616,0.14202
2564,2564,2017,Lower Saxony,Urban regions,2 rooms,0.19573,115,16810,0.15922,0.24159
2565,2565,2017,Lower Saxony,Urban regions,3 rooms,0.28706,227,16810,0.24029,0.3373
2566,2566,2017,Lower Saxony,Urban regions,4 rooms,0.23408,190,16810,0.19323,0.28408
2567,2567,2017,Lower Saxony,Urban regions,5 rooms,0.15157,111,16810,0.12454,0.17987
2568,2568,2017,Lower Saxony,Urban regions,6 rooms,0.09455,82,16810,0.07638,0.11965
2569,2569,2017,Lower Saxony,Urban regions,7 rooms,0.03702,37,16810,0.02783,0.05107
2570,2570,2017,Lower Saxony,Rural regions,2 rooms,0.13144,105,16810,0.10154,0.16508
2571,2571,2017,Lower Saxony,Rural regions,3 rooms,0.22916,250,16810,0.19012,0.2721
2572,2572,2017,Lower Saxony,Rural regions,4 rooms,0.21668,225,16810,0.18312,0.25476
2573,2573,2017,Lower Saxony,Rural regions,5 rooms,0.20335,190,16810,0.17202,0.24218
2574,2574,2017,Lower Saxony,Rural regions,6 rooms,0.12234,126,16810,0.09521,0.14717
2575,2575,2017,Lower Saxony,Rural regions,7 rooms,0.07209,93,16810,0.05657,0.08991
2576,2576,2017,Lower Saxony,Rural regions,8 rooms,0.02494,39,16810,0.01836,0.03309
2577,2577,2017,Bremen,Urban regions,3 rooms,0.74022,68,16810,0.51669,0.98925
2578,2578,2017,Bremen,Urban regions,4 rooms,0.25978,38,16810,0.15538,0.39653
2579,2579,2017,North Rhine-Westphalia,Urban regions,1 room,0.03616,126,16810,0.02858,0.04494
2580,2580,2017,North Rhine-Westphalia,Urban regions,2 rooms,0.18735,582,16810,0.16977,0.20906
