,Unnamed: 0,year,bula_h,regtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
855,855,2000,Lower Saxony,Rural regions,6 rooms,0.12907,76,11521,0.1171,0.13846
856,856,2000,Lower Saxony,Rural regions,7 rooms,0.05943,40,11521,0.05292,0.06591
857,857,2000,Bremen,Urban regions,3 rooms,1.0,45,11521,0.86496,1.15863
858,858,2000,North Rhine-Westphalia,Urban regions,1 room,0.04179,84,11521,0.03749,0.04621
859,859,2000,North Rhine-Westphalia,Urban regions,2 rooms,0.22499,484,11521,0.21232,0.23457
860,860,2000,North Rhine-Westphalia,Urban regions,3 rooms,0.32785,871,11521,0.31528,0.34105
861,861,2000,North Rhine-Westphalia,Urban regions,4 rooms,0.17975,535,11521,0.1722,0.18829
862,862,2000,North Rhine-Westphalia,Urban regions,5 rooms,0.1108,348,11521,0.10508,0.11644
863,863,2000,North Rhine-Westphalia,Urban regions,6 rooms,0.07289,209,11521,0.06724,0.07846
864,864,2000,North Rhine-Westphalia,Urban regions,7 rooms,0.02859,87,11521,0.02539,0.03239
865,865,2000,North Rhine-Westphalia,Urban regions,8 rooms,0.01334,47,11521,0.01106,0.01572
866,866,2000,Hesse,Urban regions,2 rooms,0.26281,139,11521,0.24214,0.28222
867,867,2000,Hesse,Urban regions,3 rooms,0.32649,225,11521,0.29795,0.34899
868,868,2000,Hesse,Urban regions,4 rooms,0.22284,167,11521,0.20437,0.24427
869,869,2000,Hesse,Urban regions,5 rooms,0.11488,83,11521,0.10426,0.12553
870,870,2000,Hesse,Urban regions,6 rooms,0.07298,49,11521,0.06186,0.08529
871,871,2000,Hesse,Rural regions,3 rooms,0.33271,37,11521,0.27781,0.38707
872,872,2000,Hesse,Rural regions,4 rooms,0.34964,38,11521,0.30983,0.39203
873,873,2000,Hesse,Rural regions,5 rooms,0.31765,38,11521,0.28368,0.35882
874,874,2000,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.19574,89,11521,0.17616,0.21947
875,875,2000,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.29368,152,11521,0.27296,0.31615
876,876,2000,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.2583,133,11521,0.23414,0.28128
877,877,2000,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.13665,84,11521,0.12236,0.14992
878,878,2000,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11564,73,11521,0.10492,0.12833
879,879,2000,"Rhineland-Palatinate, Saarland",Rural regions,4 rooms,0.38875,41,11521,0.34028,0.44814
880,880,2000,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.3537,38,11521,0.29919,0.40077
881,881,2000,"Rhineland-Palatinate, Saarland",Rural regions,6 rooms,0.25755,31,11521,0.22727,0.29375
882,882,2000,Baden-Wuerttemberg,Urban regions,1 room,0.02735,33,11521,0.02244,0.03374
883,883,2000,Baden-Wuerttemberg,Urban regions,2 rooms,0.17481,214,11521,0.15902,0.18865
884,884,2000,Baden-Wuerttemberg,Urban regions,3 rooms,0.30483,404,11521,0.28793,0.32633
885,885,2000,Baden-Wuerttemberg,Urban regions,4 rooms,0.21013,302,11521,0.19667,0.22558
886,886,2000,Baden-Wuerttemberg,Urban regions,5 rooms,0.13695,199,11521,0.12743,0.14698
887,887,2000,Baden-Wuerttemberg,Urban regions,6 rooms,0.07842,117,11521,0.07148,0.08613
888,888,2000,Baden-Wuerttemberg,Urban regions,7 rooms,0.04557,64,11521,0.03994,0.05313
889,889,2000,Baden-Wuerttemberg,Urban regions,8 rooms,0.02195,35,11521,0.01925,0.02484
890,890,2000,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,52,11521,0.8235,1.13741
891,891,2000,Bavaria,Urban regions,1 room,0.07077,34,11521,0.05971,0.08261
892,892,2000,Bavaria,Urban regions,2 rooms,0.2241,162,11521,0.20834,0.24556
893,893,2000,Bavaria,Urban regions,3 rooms,0.32224,268,11521,0.3014,0.34336
894,894,2000,Bavaria,Urban regions,4 rooms,0.20376,186,11521,0.18941,0.2187
895,895,2000,Bavaria,Urban regions,5 rooms,0.10059,98,11521,0.09132,0.11142
896,896,2000,Bavaria,Urban regions,6 rooms,0.04934,58,11521,0.04488,0.0539
897,897,2000,Bavaria,Urban regions,7 rooms,0.0292,36,11521,0.02609,0.03188
898,898,2000,Bavaria,Rural regions,2 rooms,0.21549,140,11521,0.19915,0.23445
899,899,2000,Bavaria,Rural regions,3 rooms,0.23718,210,11521,0.22204,0.25379
900,900,2000,Bavaria,Rural regions,4 rooms,0.23391,219,11521,0.22003,0.24796
901,901,2000,Bavaria,Rural regions,5 rooms,0.15453,147,11521,0.14117,0.16974
902,902,2000,Bavaria,Rural regions,6 rooms,0.11868,115,11521,0.10731,0.13097
903,903,2000,Bavaria,Rural regions,7 rooms,0.04021,45,11521,0.03591,0.04545
904,904,2000,Berlin,Urban regions,1 room,0.10119,42,11521,0.08764,0.11118
905,905,2000,Berlin,Urban regions,2 rooms,0.37037,156,11521,0.34593,0.39272
906,906,2000,Berlin,Urban regions,3 rooms,0.36106,184,11521,0.33985,0.39097
907,907,2000,Berlin,Urban regions,4 rooms,0.16738,99,11521,0.15111,0.18401
908,908,2000,Brandenburg,Rural regions,2 rooms,0.26463,86,11521,0.23929,0.29821
909,909,2000,Brandenburg,Rural regions,3 rooms,0.44766,195,11521,0.41638,0.47835
910,910,2000,Brandenburg,Rural regions,4 rooms,0.17096,91,11521,0.15534,0.18772
911,911,2000,Brandenburg,Rural regions,5 rooms,0.11675,62,11521,0.1043,0.13072
912,912,2000,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.30763,55,11521,0.27989,0.34074
913,913,2000,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.33132,89,11521,0.29757,0.37108
914,914,2000,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.25734,65,11521,0.22345,0.29946
915,915,2000,Mecklenburg-Western Pomerania,Rural regions,5 rooms,0.1037,31,11521,0.0895,0.12002
916,916,2000,Saxony,Urban regions,2 rooms,0.29058,85,11521,0.26432,0.31545
917,917,2000,Saxony,Urban regions,3 rooms,0.51046,187,11521,0.46949,0.55188
918,918,2000,Saxony,Urban regions,4 rooms,0.19896,91,11521,0.18081,0.22165
919,919,2000,Saxony,Rural regions,2 rooms,0.25576,95,11521,0.23432,0.27677
920,920,2000,Saxony,Rural regions,3 rooms,0.39909,174,11521,0.36822,0.43068
921,921,2000,Saxony,Rural regions,4 rooms,0.17173,91,11521,0.15204,0.19247
922,922,2000,Saxony,Rural regions,5 rooms,0.12059,59,11521,0.10492,0.13699
923,923,2000,Saxony,Rural regions,6 rooms,0.05283,31,11521,0.04275,0.06239
924,924,2000,Saxony-Anhalt,Urban regions,3 rooms,1.0,60,11521,0.88524,1.1174
925,925,2000,Saxony-Anhalt,Rural regions,2 rooms,0.21989,66,11521,0.19499,0.24447
926,926,2000,Saxony-Anhalt,Rural regions,3 rooms,0.37445,137,11521,0.34469,0.40456
927,927,2000,Saxony-Anhalt,Rural regions,4 rooms,0.26393,111,11521,0.243,0.2925
928,928,2000,Saxony-Anhalt,Rural regions,5 rooms,0.14172,63,11521,0.12378,0.16048
929,929,2000,Thuringa,Urban regions,3 rooms,1.0,54,11521,0.88687,1.13588
930,930,2000,Thuringa,Rural regions,2 rooms,0.26443,66,11521,0.23421,0.29589
931,931,2000,Thuringa,Rural regions,3 rooms,0.36619,126,11521,0.32534,0.40653
932,932,2000,Thuringa,Rural regions,4 rooms,0.19502,75,11521,0.16935,0.23443
933,933,2000,Thuringa,Rural regions,5 rooms,0.10023,46,11521,0.0858,0.11335
934,934,2000,Thuringa,Rural regions,6 rooms,0.07414,32,11521,0.06436,0.08431
935,935,2001,Schleswig-Holstein,Urban regions,2 rooms,0.43307,32,10161,0.35904,0.53734
936,936,2001,Schleswig-Holstein,Urban regions,3 rooms,0.56693,43,10161,0.49227,0.63178
937,937,2001,Schleswig-Holstein,Rural regions,3 rooms,0.38602,47,10161,0.32571,0.44184
938,938,2001,Schleswig-Holstein,Rural regions,4 rooms,0.38902,52,10161,0.34295,0.44635
939,939,2001,Schleswig-Holstein,Rural regions,5 rooms,0.22496,41,10161,0.19725,0.25956
940,940,2001,Hamburg,Urban regions,2 rooms,0.41582,53,10161,0.36922,0.46396
941,941,2001,Hamburg,Urban regions,3 rooms,0.4244,62,10161,0.37508,0.47697
942,942,2001,Hamburg,Urban regions,4 rooms,0.15978,32,10161,0.13483,0.18401
943,943,2001,Lower Saxony,Urban regions,2 rooms,0.16607,59,10161,0.14262,0.18633
944,944,2001,Lower Saxony,Urban regions,3 rooms,0.33736,149,10161,0.31081,0.36586
945,945,2001,Lower Saxony,Urban regions,4 rooms,0.25037,115,10161,0.2226,0.27535
946,946,2001,Lower Saxony,Urban regions,5 rooms,0.15644,63,10161,0.14015,0.17262
947,947,2001,Lower Saxony,Urban regions,6 rooms,0.08977,42,10161,0.07649,0.10319
948,948,2001,Lower Saxony,Rural regions,2 rooms,0.10113,32,10161,0.0811,0.1286
949,949,2001,Lower Saxony,Rural regions,3 rooms,0.24563,96,10161,0.2178,0.2724
950,950,2001,Lower Saxony,Rural regions,4 rooms,0.25899,113,10161,0.22322,0.28786
951,951,2001,Lower Saxony,Rural regions,5 rooms,0.223,101,10161,0.19949,0.24896
952,952,2001,Lower Saxony,Rural regions,6 rooms,0.11838,61,10161,0.10451,0.13116
953,953,2001,Lower Saxony,Rural regions,7 rooms,0.05286,33,10161,0.04535,0.05995
954,954,2001,Bremen,Urban regions,3 rooms,1.0,37,10161,0.81963,1.18963
955,955,2001,North Rhine-Westphalia,Urban regions,1 room,0.03576,64,10161,0.03185,0.04015
956,956,2001,North Rhine-Westphalia,Urban regions,2 rooms,0.21461,414,10161,0.20122,0.22687
957,957,2001,North Rhine-Westphalia,Urban regions,3 rooms,0.33369,787,10161,0.31631,0.34808
958,958,2001,North Rhine-Westphalia,Urban regions,4 rooms,0.18067,482,10161,0.17202,0.19053
959,959,2001,North Rhine-Westphalia,Urban regions,5 rooms,0.11935,329,10161,0.11255,0.127
960,960,2001,North Rhine-Westphalia,Urban regions,6 rooms,0.07422,195,10161,0.06827,0.08027
961,961,2001,North Rhine-Westphalia,Urban regions,7 rooms,0.02811,81,10161,0.02484,0.03178
962,962,2001,North Rhine-Westphalia,Urban regions,8 rooms,0.01358,43,10161,0.01164,0.01639
963,963,2001,Hesse,Urban regions,2 rooms,0.25856,118,10161,0.23571,0.28176
964,964,2001,Hesse,Urban regions,3 rooms,0.31718,194,10161,0.28807,0.35102
965,965,2001,Hesse,Urban regions,4 rooms,0.23128,149,10161,0.20794,0.25626
966,966,2001,Hesse,Urban regions,5 rooms,0.11751,72,10161,0.10484,0.1294
967,967,2001,Hesse,Urban regions,6 rooms,0.07546,44,10161,0.06257,0.08678
968,968,2001,Hesse,Rural regions,4 rooms,0.55414,39,10161,0.47683,0.62993
969,969,2001,Hesse,Rural regions,5 rooms,0.44586,36,10161,0.38646,0.50563
970,970,2001,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.18936,80,10161,0.16425,0.21283
971,971,2001,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.31523,140,10161,0.28872,0.34526
972,972,2001,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.2414,123,10161,0.21697,0.26795
973,973,2001,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.12738,73,10161,0.11534,0.14153
974,974,2001,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.12664,71,10161,0.11163,0.14327
975,975,2001,"Rhineland-Palatinate, Saarland",Rural regions,4 rooms,0.51198,37,10161,0.43434,0.58351
976,976,2001,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.48802,33,10161,0.40226,0.55759
977,977,2001,Baden-Wuerttemberg,Urban regions,1 room,0.03243,34,10161,0.02648,0.03844
978,978,2001,Baden-Wuerttemberg,Urban regions,2 rooms,0.18347,197,10161,0.16672,0.19953
979,979,2001,Baden-Wuerttemberg,Urban regions,3 rooms,0.29904,350,10161,0.27695,0.31841
980,980,2001,Baden-Wuerttemberg,Urban regions,4 rooms,0.2095,266,10161,0.19304,0.22612
981,981,2001,Baden-Wuerttemberg,Urban regions,5 rooms,0.13117,173,10161,0.11771,0.14229
982,982,2001,Baden-Wuerttemberg,Urban regions,6 rooms,0.0796,107,10161,0.07161,0.0882
983,983,2001,Baden-Wuerttemberg,Urban regions,7 rooms,0.04214,54,10161,0.03373,0.05075
984,984,2001,Baden-Wuerttemberg,Urban regions,8 rooms,0.02266,32,10161,0.01989,0.02567
985,985,2001,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,46,10161,0.81421,1.2078
986,986,2001,Bavaria,Urban regions,2 rooms,0.23603,147,10161,0.21567,0.26167
987,987,2001,Bavaria,Urban regions,3 rooms,0.35295,249,10161,0.32949,0.37845
988,988,2001,Bavaria,Urban regions,4 rooms,0.22051,166,10161,0.20303,0.2412
989,989,2001,Bavaria,Urban regions,5 rooms,0.09504,84,10161,0.08645,0.10501
990,990,2001,Bavaria,Urban regions,6 rooms,0.0647,58,10161,0.05774,0.07379
991,991,2001,Bavaria,Urban regions,7 rooms,0.03078,33,10161,0.02666,0.03566
992,992,2001,Bavaria,Rural regions,2 rooms,0.2211,127,10161,0.20216,0.24121
993,993,2001,Bavaria,Rural regions,3 rooms,0.23381,178,10161,0.21672,0.25517
994,994,2001,Bavaria,Rural regions,4 rooms,0.2315,192,10161,0.21093,0.25099
995,995,2001,Bavaria,Rural regions,5 rooms,0.14607,124,10161,0.13115,0.16392
996,996,2001,Bavaria,Rural regions,6 rooms,0.11349,104,10161,0.10088,0.12537
997,997,2001,Bavaria,Rural regions,7 rooms,0.05402,49,10161,0.04662,0.06185
998,998,2001,Berlin,Urban regions,1 room,0.09716,42,10161,0.08413,0.10989
999,999,2001,Berlin,Urban regions,2 rooms,0.35346,138,10161,0.32452,0.38331
1000,1000,2001,Berlin,Urban regions,3 rooms,0.38268,179,10161,0.35396,0.41257
1001,1001,2001,Berlin,Urban regions,4 rooms,0.1667,94,10161,0.15105,0.1838
1002,1002,2001,Brandenburg,Rural regions,2 rooms,0.22854,73,10161,0.20286,0.25426
1003,1003,2001,Brandenburg,Rural regions,3 rooms,0.46179,189,10161,0.42832,0.49121
1004,1004,2001,Brandenburg,Rural regions,4 rooms,0.19182,88,10161,0.17139,0.21034
1005,1005,2001,Brandenburg,Rural regions,5 rooms,0.11785,62,10161,0.10332,0.13093
1006,1006,2001,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.33131,48,10161,0.30187,0.37046
1007,1007,2001,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.36734,81,10161,0.31694,0.42514
1008,1008,2001,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.30135,64,10161,0.25496,0.35739
1009,1009,2001,Saxony,Urban regions,2 rooms,0.29983,85,10161,0.27268,0.33474
1010,1010,2001,Saxony,Urban regions,3 rooms,0.50736,176,10161,0.46378,0.55958
1011,1011,2001,Saxony,Urban regions,4 rooms,0.19281,85,10161,0.17307,0.21329
1012,1012,2001,Saxony,Rural regions,2 rooms,0.29269,89,10161,0.26348,0.31989
1013,1013,2001,Saxony,Rural regions,3 rooms,0.42083,153,10161,0.37754,0.45509
1014,1014,2001,Saxony,Rural regions,4 rooms,0.16901,79,10161,0.15289,0.18747
1015,1015,2001,Saxony,Rural regions,5 rooms,0.11747,50,10161,0.10087,0.13604
1016,1016,2001,Saxony-Anhalt,Urban regions,3 rooms,1.0,56,10161,0.89105,1.10146
1017,1017,2001,Saxony-Anhalt,Rural regions,2 rooms,0.21556,63,10161,0.18608,0.25461
1018,1018,2001,Saxony-Anhalt,Rural regions,3 rooms,0.36498,122,10161,0.33323,0.39929
1019,1019,2001,Saxony-Anhalt,Rural regions,4 rooms,0.28412,111,10161,0.25316,0.31395
1020,1020,2001,Saxony-Anhalt,Rural regions,5 rooms,0.13534,60,10161,0.11614,0.15735
1021,1021,2001,Thuringa,Urban regions,3 rooms,1.0,51,10161,0.85256,1.14112
1022,1022,2001,Thuringa,Rural regions,2 rooms,0.31657,64,10161,0.27201,0.35351
1023,1023,2001,Thuringa,Rural regions,3 rooms,0.37913,109,10161,0.33777,0.42296
1024,1024,2001,Thuringa,Rural regions,4 rooms,0.20869,71,10161,0.17751,0.2448
1025,1025,2001,Thuringa,Rural regions,5 rooms,0.09561,42,10161,0.08176,0.10834
1026,1026,2002,Schleswig-Holstein,Urban regions,3 rooms,0.69081,54,10647,0.59853,0.7892
1027,1027,2002,Schleswig-Holstein,Urban regions,4 rooms,0.30919,31,10647,0.23081,0.41059
1028,1028,2002,Schleswig-Holstein,Rural regions,3 rooms,0.32604,45,10647,0.27799,0.3878
1029,1029,2002,Schleswig-Holstein,Rural regions,4 rooms,0.4318,60,10647,0.3628,0.50068
1030,1030,2002,Schleswig-Holstein,Rural regions,5 rooms,0.24216,50,10647,0.20263,0.29359
1031,1031,2002,Hamburg,Urban regions,2 rooms,0.40477,52,10647,0.35176,0.46116
1032,1032,2002,Hamburg,Urban regions,3 rooms,0.44833,64,10647,0.38038,0.5294
1033,1033,2002,Hamburg,Urban regions,4 rooms,0.1469,32,10647,0.11489,0.18582
1034,1034,2002,Lower Saxony,Urban regions,2 rooms,0.17795,60,10647,0.1582,0.19861
1035,1035,2002,Lower Saxony,Urban regions,3 rooms,0.32998,149,10647,0.30218,0.36271
1036,1036,2002,Lower Saxony,Urban regions,4 rooms,0.24032,122,10647,0.2119,0.2706
1037,1037,2002,Lower Saxony,Urban regions,5 rooms,0.15503,79,10647,0.12919,0.18036
1038,1038,2002,Lower Saxony,Urban regions,6 rooms,0.09671,52,10647,0.07293,0.11888
1039,1039,2002,Lower Saxony,Rural regions,2 rooms,0.08592,36,10647,0.06434,0.11097
1040,1040,2002,Lower Saxony,Rural regions,3 rooms,0.23672,90,10647,0.20918,0.26327
1041,1041,2002,Lower Saxony,Rural regions,4 rooms,0.24555,115,10647,0.21752,0.27819
1042,1042,2002,Lower Saxony,Rural regions,5 rooms,0.23065,108,10647,0.20192,0.26626
1043,1043,2002,Lower Saxony,Rural regions,6 rooms,0.12628,67,10647,0.10439,0.14527
1044,1044,2002,Lower Saxony,Rural regions,7 rooms,0.07488,39,10647,0.05945,0.09544
1045,1045,2002,Bremen,Urban regions,3 rooms,1.0,32,10647,0.77364,1.22488
1046,1046,2002,North Rhine-Westphalia,Urban regions,1 room,0.02869,48,10647,0.02522,0.03178
1047,1047,2002,North Rhine-Westphalia,Urban regions,2 rooms,0.2285,425,10647,0.21455,0.24174
1048,1048,2002,North Rhine-Westphalia,Urban regions,3 rooms,0.33793,786,10647,0.32329,0.35502
1049,1049,2002,North Rhine-Westphalia,Urban regions,4 rooms,0.17551,492,10647,0.16496,0.18409
1050,1050,2002,North Rhine-Westphalia,Urban regions,5 rooms,0.12736,373,10647,0.11758,0.13733
1051,1051,2002,North Rhine-Westphalia,Urban regions,6 rooms,0.06404,229,10647,0.05818,0.07165
1052,1052,2002,North Rhine-Westphalia,Urban regions,7 rooms,0.02756,105,10647,0.02277,0.03293
1053,1053,2002,North Rhine-Westphalia,Urban regions,8 rooms,0.01041,43,10647,0.00817,0.01289
1054,1054,2002,Hesse,Urban regions,2 rooms,0.2717,129,10647,0.24559,0.30076
1055,1055,2002,Hesse,Urban regions,3 rooms,0.29571,178,10647,0.27345,0.32299
1056,1056,2002,Hesse,Urban regions,4 rooms,0.22442,155,10647,0.19923,0.25041
1057,1057,2002,Hesse,Urban regions,5 rooms,0.12488,107,10647,0.10759,0.14431
1058,1058,2002,Hesse,Urban regions,6 rooms,0.0833,65,10647,0.06867,0.09956
1059,1059,2002,Hesse,Rural regions,4 rooms,0.55047,36,10647,0.45381,0.65359
1060,1060,2002,Hesse,Rural regions,5 rooms,0.44953,33,10647,0.37377,0.53451
1061,1061,2002,"Rhineland-Palatinate, Saarland",Urban regions,2 rooms,0.16978,76,10647,0.14628,0.19654
1062,1062,2002,"Rhineland-Palatinate, Saarland",Urban regions,3 rooms,0.29444,127,10647,0.26274,0.32945
1063,1063,2002,"Rhineland-Palatinate, Saarland",Urban regions,4 rooms,0.22383,128,10647,0.20001,0.24843
1064,1064,2002,"Rhineland-Palatinate, Saarland",Urban regions,5 rooms,0.13638,90,10647,0.11799,0.15881
1065,1065,2002,"Rhineland-Palatinate, Saarland",Urban regions,6 rooms,0.11715,64,10647,0.09813,0.14072
1066,1066,2002,"Rhineland-Palatinate, Saarland",Urban regions,7 rooms,0.05842,37,10647,0.04412,0.072
1067,1067,2002,"Rhineland-Palatinate, Saarland",Rural regions,4 rooms,0.53359,32,10647,0.45896,0.61221
1068,1068,2002,"Rhineland-Palatinate, Saarland",Rural regions,5 rooms,0.46641,32,10647,0.36994,0.55592
1069,1069,2002,Baden-Wuerttemberg,Urban regions,1 room,0.03309,33,10647,0.02741,0.03915
1070,1070,2002,Baden-Wuerttemberg,Urban regions,2 rooms,0.18562,196,10647,0.16441,0.2061
1071,1071,2002,Baden-Wuerttemberg,Urban regions,3 rooms,0.27277,322,10647,0.25415,0.29359
1072,1072,2002,Baden-Wuerttemberg,Urban regions,4 rooms,0.23704,314,10647,0.22108,0.25425
1073,1073,2002,Baden-Wuerttemberg,Urban regions,5 rooms,0.13835,205,10647,0.12082,0.15744
1074,1074,2002,Baden-Wuerttemberg,Urban regions,6 rooms,0.07587,116,10647,0.06513,0.08607
1075,1075,2002,Baden-Wuerttemberg,Urban regions,7 rooms,0.03878,73,10647,0.02986,0.04763
1076,1076,2002,Baden-Wuerttemberg,Urban regions,8 rooms,0.01849,40,10647,0.01459,0.02255
1077,1077,2002,Baden-Wuerttemberg,Rural regions,3 rooms,1.0,38,10647,0.79498,1.21908
1078,1078,2002,Bavaria,Urban regions,2 rooms,0.23346,143,10647,0.21204,0.25397
1079,1079,2002,Bavaria,Urban regions,3 rooms,0.32859,234,10647,0.30168,0.36285
1080,1080,2002,Bavaria,Urban regions,4 rooms,0.23126,181,10647,0.21208,0.25469
1081,1081,2002,Bavaria,Urban regions,5 rooms,0.11665,131,10647,0.10193,0.1337
1082,1082,2002,Bavaria,Urban regions,6 rooms,0.06011,81,10647,0.05031,0.07193
1083,1083,2002,Bavaria,Urban regions,7 rooms,0.02993,44,10647,0.02413,0.03628
1084,1084,2002,Bavaria,Rural regions,2 rooms,0.18231,109,10647,0.16354,0.20105
1085,1085,2002,Bavaria,Rural regions,3 rooms,0.25594,188,10647,0.23307,0.27997
1086,1086,2002,Bavaria,Rural regions,4 rooms,0.20933,173,10647,0.18858,0.23017
1087,1087,2002,Bavaria,Rural regions,5 rooms,0.19276,152,10647,0.16998,0.21269
1088,1088,2002,Bavaria,Rural regions,6 rooms,0.09679,109,10647,0.08165,0.11329
1089,1089,2002,Bavaria,Rural regions,7 rooms,0.06287,59,10647,0.04941,0.07675
1090,1090,2002,Berlin,Urban regions,1 room,0.09234,38,10647,0.0782,0.11014
1091,1091,2002,Berlin,Urban regions,2 rooms,0.33338,131,10647,0.30245,0.36485
1092,1092,2002,Berlin,Urban regions,3 rooms,0.39001,184,10647,0.36023,0.41979
1093,1093,2002,Berlin,Urban regions,4 rooms,0.14491,95,10647,0.12717,0.16041
1094,1094,2002,Berlin,Urban regions,5 rooms,0.03936,34,10647,0.02725,0.05265
1095,1095,2002,Brandenburg,Rural regions,2 rooms,0.22448,72,10647,0.19577,0.25437
1096,1096,2002,Brandenburg,Rural regions,3 rooms,0.45108,183,10647,0.41719,0.48735
1097,1097,2002,Brandenburg,Rural regions,4 rooms,0.23137,109,10647,0.20324,0.26287
1098,1098,2002,Brandenburg,Rural regions,5 rooms,0.09306,49,10647,0.07812,0.10851
1099,1099,2002,Mecklenburg-Western Pomerania,Rural regions,2 rooms,0.3148,42,10647,0.27722,0.3495
1100,1100,2002,Mecklenburg-Western Pomerania,Rural regions,3 rooms,0.42213,83,10647,0.37994,0.4641
1101,1101,2002,Mecklenburg-Western Pomerania,Rural regions,4 rooms,0.26307,55,10647,0.2185,0.30404
1102,1102,2002,Saxony,Urban regions,2 rooms,0.32367,89,10647,0.28773,0.35329
1103,1103,2002,Saxony,Urban regions,3 rooms,0.45041,163,10647,0.41067,0.4964
1104,1104,2002,Saxony,Urban regions,4 rooms,0.16071,80,10647,0.14197,0.1802
1105,1105,2002,Saxony,Urban regions,5 rooms,0.06521,32,10647,0.05133,0.07957
1106,1106,2002,Saxony,Rural regions,2 rooms,0.28943,86,10647,0.26224,0.31826
1107,1107,2002,Saxony,Rural regions,3 rooms,0.36833,138,10647,0.33385,0.40524
1108,1108,2002,Saxony,Rural regions,4 rooms,0.18255,81,10647,0.15521,0.20738
1109,1109,2002,Saxony,Rural regions,5 rooms,0.1597,70,10647,0.13212,0.18762
1110,1110,2002,Saxony-Anhalt,Urban regions,3 rooms,1.0,53,10647,0.87531,1.11712
1111,1111,2002,Saxony-Anhalt,Rural regions,2 rooms,0.24302,66,10647,0.20735,0.27552
1112,1112,2002,Saxony-Anhalt,Rural regions,3 rooms,0.38143,128,10647,0.34074,0.41901
1113,1113,2002,Saxony-Anhalt,Rural regions,4 rooms,0.22919,102,10647,0.1994,0.26168
1114,1114,2002,Saxony-Anhalt,Rural regions,5 rooms,0.14637,67,10647,0.123,0.16708
1115,1115,2002,Thuringa,Urban regions,3 rooms,1.0,55,10647,0.83862,1.19353
1116,1116,2002,Thuringa,Rural regions,2 rooms,0.32059,66,10647,0.29001,0.36129
1117,1117,2002,Thuringa,Rural regions,3 rooms,0.36908,109,10647,0.32435,0.40807
1118,1118,2002,Thuringa,Rural regions,4 rooms,0.2156,72,10647,0.17936,0.24578
1119,1119,2002,Thuringa,Rural regions,5 rooms,0.09472,47,10647,0.07929,0.11299
1120,1120,2003,Schleswig-Holstein,Urban regions,3 rooms,1.0,48,10270,0.87068,1.16566
1121,1121,2003,Schleswig-Holstein,Rural regions,3 rooms,0.39956,55,10270,0.33993,0.47195
1122,1122,2003,Schleswig-Holstein,Rural regions,4 rooms,0.27191,42,10270,0.22725,0.32278
1123,1123,2003,Schleswig-Holstein,Rural regions,5 rooms,0.32852,54,10270,0.27691,0.38956
1124,1124,2003,Hamburg,Urban regions,2 rooms,0.42564,51,10270,0.37339,0.48391
1125,1125,2003,Hamburg,Urban regions,3 rooms,0.40023,52,10270,0.33111,0.46873
1126,1126,2003,Hamburg,Urban regions,4 rooms,0.17413,34,10270,0.1359,0.21692
1127,1127,2003,Lower Saxony,Urban regions,2 rooms,0.17733,55,10270,0.15649,0.19722
1128,1128,2003,Lower Saxony,Urban regions,3 rooms,0.34016,136,10270,0.30976,0.37798
1129,1129,2003,Lower Saxony,Urban regions,4 rooms,0.21706,109,10270,0.18771,0.24402
1130,1130,2003,Lower Saxony,Urban regions,5 rooms,0.17171,82,10270,0.1503,0.19662
1131,1131,2003,Lower Saxony,Urban regions,6 rooms,0.09374,49,10270,0.07036,0.11723
1132,1132,2003,Lower Saxony,Rural regions,2 rooms,0.09078,38,10270,0.0706,0.11463
1133,1133,2003,Lower Saxony,Rural regions,3 rooms,0.27846,103,10270,0.24402,0.30732
1134,1134,2003,Lower Saxony,Rural regions,4 rooms,0.23531,108,10270,0.20546,0.27466
1135,1135,2003,Lower Saxony,Rural regions,5 rooms,0.2217,93,10270,0.18809,0.25278
1136,1136,2003,Lower Saxony,Rural regions,6 rooms,0.09506,54,10270,0.07556,0.11227
1137,1137,2003,Lower Saxony,Rural regions,7 rooms,0.07868,45,10270,0.06553,0.09085
1138,1138,2003,North Rhine-Westphalia,Urban regions,1 room,0.03632,56,10270,0.03122,0.03998
