,Unnamed: 0,year,hhtyp,sampreg,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
341,341,1996,Single-person household,East,3 rooms,0.24737,77,6036,0.22421,0.27128
342,342,1996,Couple without children,West,2 rooms,0.20556,308,6036,0.18831,0.22391
343,343,1996,Couple without children,West,3 rooms,0.3479,437,6036,0.32425,0.37063
344,344,1996,Couple without children,West,4 rooms,0.24764,281,6036,0.22816,0.26401
345,345,1996,Couple without children,West,5 rooms,0.1237,128,6036,0.11194,0.13482
346,346,1996,Couple without children,West,6 rooms,0.07521,78,6036,0.06694,0.08414
347,347,1996,Couple without children,East,2 rooms,0.2641,139,6036,0.24348,0.28981
348,348,1996,Couple without children,East,3 rooms,0.48383,239,6036,0.45396,0.51003
349,349,1996,Couple without children,East,4 rooms,0.18868,93,6036,0.16734,0.21008
350,350,1996,Couple without children,East,5 rooms,0.06338,33,6036,0.05395,0.07534
351,351,1996,Single parent,West,2 rooms,0.20312,52,6036,0.16041,0.25533
352,352,1996,Single parent,West,3 rooms,0.41049,96,6036,0.36314,0.4693
353,353,1996,Single parent,West,4 rooms,0.25478,54,6036,0.20488,0.31084
354,354,1996,Single parent,West,5 rooms,0.13161,33,6036,0.11073,0.15151
355,355,1996,Single parent,East,3 rooms,1.0,56,6036,0.89269,1.09573
356,356,1996,Couple with children,West,2 rooms,0.04231,106,6036,0.03591,0.05107
357,357,1996,Couple with children,West,3 rooms,0.27604,657,6036,0.25451,0.29699
358,358,1996,Couple with children,West,4 rooms,0.25957,492,6036,0.24387,0.27615
359,359,1996,Couple with children,West,5 rooms,0.20272,302,6036,0.18793,0.21536
360,360,1996,Couple with children,West,6 rooms,0.12403,188,6036,0.11564,0.1331
361,361,1996,Couple with children,West,7 rooms,0.068,99,6036,0.05862,0.07614
362,362,1996,Couple with children,West,8 rooms,0.02733,46,6036,0.02314,0.03168
363,363,1996,Couple with children,East,2 rooms,0.06974,45,6036,0.05884,0.08026
364,364,1996,Couple with children,East,3 rooms,0.42266,294,6036,0.39861,0.4515
365,365,1996,Couple with children,East,4 rooms,0.29855,228,6036,0.28185,0.3224
366,366,1996,Couple with children,East,5 rooms,0.14588,113,6036,0.13366,0.1614
367,367,1996,Couple with children,East,6 rooms,0.06317,52,6036,0.05379,0.07158
368,368,1996,Other Combinations,West,3 rooms,1.0,31,6036,0.7191,1.28284
369,369,1997,Single-person household,West,1 room,0.11804,132,5940,0.10474,0.12782
370,370,1997,Single-person household,West,2 rooms,0.41526,431,5940,0.39132,0.43918
371,371,1997,Single-person household,West,3 rooms,0.31073,301,5940,0.29215,0.32784
372,372,1997,Single-person household,West,4 rooms,0.11389,109,5940,0.10469,0.12322
373,373,1997,Single-person household,West,5 rooms,0.04208,43,5940,0.03489,0.04901
374,374,1997,Single-person household,East,1 room,0.20291,65,5940,0.1789,0.23152
375,375,1997,Single-person household,East,2 rooms,0.53611,167,5940,0.50848,0.5668
376,376,1997,Single-person household,East,3 rooms,0.26098,84,5940,0.23445,0.28977
377,377,1997,Couple without children,West,2 rooms,0.18167,287,5940,0.16433,0.201
378,378,1997,Couple without children,West,3 rooms,0.36594,457,5940,0.34333,0.39128
379,379,1997,Couple without children,West,4 rooms,0.23996,290,5940,0.22188,0.25652
380,380,1997,Couple without children,West,5 rooms,0.12999,142,5940,0.11767,0.14272
381,381,1997,Couple without children,West,6 rooms,0.08245,86,5940,0.07334,0.09164
382,382,1997,Couple without children,East,2 rooms,0.26819,143,5940,0.24417,0.2921
383,383,1997,Couple without children,East,3 rooms,0.48881,244,5940,0.46419,0.52057
384,384,1997,Couple without children,East,4 rooms,0.17946,94,5940,0.16036,0.19557
385,385,1997,Couple without children,East,5 rooms,0.06354,33,5940,0.05386,0.07603
386,386,1997,Single parent,West,2 rooms,0.19966,44,5940,0.15349,0.24821
387,387,1997,Single parent,West,3 rooms,0.43991,109,5940,0.38296,0.49529
388,388,1997,Single parent,West,4 rooms,0.20301,51,5940,0.16131,0.24218
389,389,1997,Single parent,West,5 rooms,0.15742,33,5940,0.1344,0.19059
390,390,1997,Single parent,East,3 rooms,1.0,64,5940,0.90489,1.10516
391,391,1997,Couple with children,West,2 rooms,0.03581,95,5940,0.02888,0.04373
392,392,1997,Couple with children,West,3 rooms,0.27176,618,5940,0.25342,0.29459
393,393,1997,Couple with children,West,4 rooms,0.25937,491,5940,0.23929,0.27959
394,394,1997,Couple with children,West,5 rooms,0.2044,298,5940,0.19157,0.21819
395,395,1997,Couple with children,West,6 rooms,0.12159,181,5940,0.11169,0.1305
396,396,1997,Couple with children,West,7 rooms,0.07665,100,5940,0.06605,0.08613
397,397,1997,Couple with children,West,8 rooms,0.03042,50,5940,0.02548,0.03519
398,398,1997,Couple with children,East,2 rooms,0.05288,34,5940,0.04506,0.06136
399,399,1997,Couple with children,East,3 rooms,0.42931,277,5940,0.4039,0.45504
400,400,1997,Couple with children,East,4 rooms,0.30213,221,5940,0.28184,0.32526
401,401,1997,Couple with children,East,5 rooms,0.15147,113,5940,0.13792,0.16547
402,402,1997,Couple with children,East,6 rooms,0.06421,53,5940,0.05664,0.07475
403,403,1998,Single-person household,West,1 room,0.10759,156,6826,0.0981,0.11736
404,404,1998,Single-person household,West,2 rooms,0.42308,560,6826,0.40322,0.44183
405,405,1998,Single-person household,West,3 rooms,0.29263,356,6826,0.28,0.30743
406,406,1998,Single-person household,West,4 rooms,0.11917,145,6826,0.11135,0.12727
407,407,1998,Single-person household,West,5 rooms,0.03581,42,6826,0.03124,0.04033
408,408,1998,Single-person household,West,6 rooms,0.02171,31,6826,0.01832,0.02607
409,409,1998,Single-person household,East,1 room,0.17569,69,6826,0.1569,0.19569
410,410,1998,Single-person household,East,2 rooms,0.55285,190,6826,0.5266,0.58709
411,411,1998,Single-person household,East,3 rooms,0.27145,103,6826,0.24402,0.29457
412,412,1998,Couple without children,West,2 rooms,0.16197,294,6826,0.14993,0.17492
413,413,1998,Couple without children,West,3 rooms,0.36844,562,6826,0.35216,0.38467
414,414,1998,Couple without children,West,4 rooms,0.26,376,6826,0.2455,0.27529
415,415,1998,Couple without children,West,5 rooms,0.13013,169,6826,0.12025,0.14087
416,416,1998,Couple without children,West,6 rooms,0.07946,112,6826,0.073,0.08696
417,417,1998,Couple without children,East,2 rooms,0.25672,147,6826,0.23831,0.28079
418,418,1998,Couple without children,East,3 rooms,0.45503,255,6826,0.42984,0.48448
419,419,1998,Couple without children,East,4 rooms,0.21634,114,6826,0.1977,0.2403
420,420,1998,Couple without children,East,5 rooms,0.07191,43,6826,0.06343,0.08117
421,421,1998,Single parent,West,2 rooms,0.20276,55,6826,0.17093,0.24229
422,422,1998,Single parent,West,3 rooms,0.43145,129,6826,0.38373,0.48569
423,423,1998,Single parent,West,4 rooms,0.25238,79,6826,0.22632,0.28095
424,424,1998,Single parent,West,5 rooms,0.11342,32,6826,0.0915,0.13711
425,425,1998,Single parent,East,3 rooms,1.0,74,6826,0.8917,1.10833
426,426,1998,Couple with children,West,2 rooms,0.03331,90,6826,0.02671,0.03965
427,427,1998,Couple with children,West,3 rooms,0.25235,608,6826,0.23921,0.27007
428,428,1998,Couple with children,West,4 rooms,0.2786,564,6826,0.2634,0.29605
429,429,1998,Couple with children,West,5 rooms,0.19048,341,6826,0.17474,0.20536
430,430,1998,Couple with children,West,6 rooms,0.13472,229,6826,0.12616,0.14371
431,431,1998,Couple with children,West,7 rooms,0.08143,128,6826,0.07354,0.09033
432,432,1998,Couple with children,West,8 rooms,0.02911,55,6826,0.02524,0.0346
433,433,1998,Couple with children,East,2 rooms,0.0485,35,6826,0.0389,0.05971
434,434,1998,Couple with children,East,3 rooms,0.38936,268,6826,0.36338,0.41293
435,435,1998,Couple with children,East,4 rooms,0.29842,228,6826,0.27623,0.32117
436,436,1998,Couple with children,East,5 rooms,0.18096,124,6826,0.16083,0.20261
437,437,1998,Couple with children,East,6 rooms,0.08276,63,6826,0.07294,0.09533
438,438,1999,Single-person household,West,1 room,0.10806,142,6608,0.09975,0.11952
439,439,1999,Single-person household,West,2 rooms,0.44031,532,6608,0.42357,0.45989
440,440,1999,Single-person household,West,3 rooms,0.29492,326,6608,0.2817,0.31017
441,441,1999,Single-person household,West,4 rooms,0.11355,134,6608,0.10502,0.12363
442,442,1999,Single-person household,West,5 rooms,0.04316,46,6608,0.03887,0.04744
443,443,1999,Single-person household,East,1 room,0.15756,62,6608,0.14117,0.17653
444,444,1999,Single-person household,East,2 rooms,0.55275,194,6608,0.52498,0.58711
445,445,1999,Single-person household,East,3 rooms,0.28969,112,6608,0.25849,0.31684
446,446,1999,Couple without children,West,2 rooms,0.15383,292,6608,0.14169,0.16832
447,447,1999,Couple without children,West,3 rooms,0.35419,533,6608,0.33609,0.37381
448,448,1999,Couple without children,West,4 rooms,0.25759,371,6608,0.23941,0.27435
449,449,1999,Couple without children,West,5 rooms,0.12183,169,6608,0.1138,0.13264
450,450,1999,Couple without children,West,6 rooms,0.08508,115,6608,0.07774,0.09388
451,451,1999,Couple without children,West,7 rooms,0.02748,34,6608,0.02174,0.03333
452,452,1999,Couple without children,East,2 rooms,0.23959,131,6608,0.21664,0.2618
453,453,1999,Couple without children,East,3 rooms,0.46722,265,6608,0.44155,0.49248
454,454,1999,Couple without children,East,4 rooms,0.22367,123,6608,0.20109,0.24909
455,455,1999,Couple without children,East,5 rooms,0.06952,43,6608,0.05924,0.08183
456,456,1999,Single parent,West,2 rooms,0.20712,54,6608,0.16755,0.23906
457,457,1999,Single parent,West,3 rooms,0.40497,117,6608,0.34903,0.46283
458,458,1999,Single parent,West,4 rooms,0.26336,77,6608,0.23849,0.297
459,459,1999,Single parent,West,5 rooms,0.12456,33,6608,0.099,0.15255
460,460,1999,Single parent,East,3 rooms,1.0,83,6608,0.88889,1.13659
461,461,1999,Couple with children,West,2 rooms,0.02962,82,6608,0.02371,0.03702
462,462,1999,Couple with children,West,3 rooms,0.25042,573,6608,0.23433,0.2664
463,463,1999,Couple with children,West,4 rooms,0.27716,537,6608,0.26005,0.29368
464,464,1999,Couple with children,West,5 rooms,0.1854,336,6608,0.17172,0.19938
465,465,1999,Couple with children,West,6 rooms,0.13924,237,6608,0.13065,0.14955
466,466,1999,Couple with children,West,7 rooms,0.0802,128,6608,0.07388,0.08995
467,467,1999,Couple with children,West,8 rooms,0.03796,62,6608,0.03296,0.04476
468,468,1999,Couple with children,East,3 rooms,0.38457,245,6608,0.35008,0.42149
469,469,1999,Couple with children,East,4 rooms,0.33164,227,6608,0.30706,0.3657
470,470,1999,Couple with children,East,5 rooms,0.20729,135,6608,0.18553,0.23026
471,471,1999,Couple with children,East,6 rooms,0.0765,58,6608,0.06666,0.08946
472,472,2000,Single-person household,West,1 room,0.1008,250,12342,0.09549,0.10691
473,473,2000,Single-person household,West,2 rooms,0.41921,1006,12342,0.40812,0.43069
474,474,2000,Single-person household,West,3 rooms,0.28597,691,12342,0.27851,0.29461
475,475,2000,Single-person household,West,4 rooms,0.12028,308,12342,0.11435,0.12664
476,476,2000,Single-person household,West,5 rooms,0.0494,126,12342,0.04604,0.05283
477,477,2000,Single-person household,West,6 rooms,0.02435,68,12342,0.02188,0.02676
478,478,2000,Single-person household,East,1 room,0.15606,119,12342,0.1453,0.16809
479,479,2000,Single-person household,East,2 rooms,0.49894,350,12342,0.47789,0.5161
480,480,2000,Single-person household,East,3 rooms,0.28417,207,12342,0.26869,0.30065
481,481,2000,Single-person household,East,4 rooms,0.06082,51,12342,0.05442,0.06923
482,482,2000,Couple without children,West,2 rooms,0.13796,435,12342,0.12877,0.14559
483,483,2000,Couple without children,West,3 rooms,0.34852,1002,12342,0.33866,0.35965
484,484,2000,Couple without children,West,4 rooms,0.2373,705,12342,0.22894,0.24435
485,485,2000,Couple without children,West,5 rooms,0.1365,409,12342,0.13012,0.14275
486,486,2000,Couple without children,West,6 rooms,0.09198,261,12342,0.08685,0.09774
487,487,2000,Couple without children,West,7 rooms,0.03028,93,12342,0.02755,0.03369
488,488,2000,Couple without children,West,8 rooms,0.01747,55,12342,0.01612,0.01904
489,489,2000,Couple without children,East,2 rooms,0.20499,183,12342,0.19036,0.21825
490,490,2000,Couple without children,East,3 rooms,0.49098,457,12342,0.47365,0.51128
491,491,2000,Couple without children,East,4 rooms,0.22973,199,12342,0.21385,0.25039
492,492,2000,Couple without children,East,5 rooms,0.07429,70,12342,0.06808,0.08067
493,493,2000,Single parent,West,2 rooms,0.14527,75,12342,0.12881,0.1632
494,494,2000,Single parent,West,3 rooms,0.43435,219,12342,0.41132,0.46202
495,495,2000,Single parent,West,4 rooms,0.24611,127,12342,0.22697,0.26757
496,496,2000,Single parent,West,5 rooms,0.10925,60,12342,0.09587,0.12721
497,497,2000,Single parent,West,6 rooms,0.06501,35,12342,0.05534,0.07833
498,498,2000,Single parent,East,3 rooms,0.73457,114,12342,0.68113,0.79814
499,499,2000,Single parent,East,4 rooms,0.26543,45,12342,0.22338,0.304
500,500,2000,Couple with children,West,2 rooms,0.02798,107,12342,0.02404,0.03188
501,501,2000,Couple with children,West,3 rooms,0.2469,890,12342,0.23718,0.25906
502,502,2000,Couple with children,West,4 rooms,0.2555,910,12342,0.24705,0.2648
503,503,2000,Couple with children,West,5 rooms,0.19995,707,12342,0.19154,0.20924
504,504,2000,Couple with children,West,6 rooms,0.13446,472,12342,0.12874,0.14135
505,505,2000,Couple with children,West,7 rooms,0.07638,261,12342,0.07171,0.08096
506,506,2000,Couple with children,West,8 rooms,0.03357,120,12342,0.0307,0.03735
507,507,2000,Couple with children,West,9 rooms,0.0124,45,12342,0.01062,0.01484
508,508,2000,Couple with children,West,10 or more rooms,0.01286,40,12342,0.01068,0.01518
509,509,2000,Couple with children,East,3 rooms,0.35725,331,12342,0.33597,0.38218
510,510,2000,Couple with children,East,4 rooms,0.31092,325,12342,0.29409,0.32681
511,511,2000,Couple with children,East,5 rooms,0.20481,213,12342,0.19379,0.21838
512,512,2000,Couple with children,East,6 rooms,0.08806,96,12342,0.07918,0.09818
513,513,2000,Couple with children,East,7 rooms,0.03896,41,12342,0.03297,0.04562
514,514,2000,Other Combinations,West,3 rooms,0.53377,32,12342,0.44372,0.63642
515,515,2000,Other Combinations,West,4 rooms,0.46623,32,12342,0.38907,0.53548
516,516,2001,Single-person household,West,1 room,0.09076,197,11067,0.08525,0.09607
517,517,2001,Single-person household,West,2 rooms,0.41143,888,11067,0.39872,0.42418
518,518,2001,Single-person household,West,3 rooms,0.30393,648,11067,0.29543,0.31306
519,519,2001,Single-person household,West,4 rooms,0.11953,263,11067,0.11326,0.12619
520,520,2001,Single-person household,West,5 rooms,0.04814,109,11067,0.04527,0.05169
521,521,2001,Single-person household,West,6 rooms,0.02621,65,11067,0.02353,0.02903
522,522,2001,Single-person household,East,1 room,0.13573,92,11067,0.1253,0.14709
523,523,2001,Single-person household,East,2 rooms,0.49845,332,11067,0.47649,0.51945
524,524,2001,Single-person household,East,3 rooms,0.29608,198,11067,0.28088,0.31151
525,525,2001,Single-person household,East,4 rooms,0.06974,51,11067,0.0623,0.07812
526,526,2001,Couple without children,West,2 rooms,0.12856,383,11067,0.12043,0.13731
527,527,2001,Couple without children,West,3 rooms,0.35079,894,11067,0.33981,0.36688
528,528,2001,Couple without children,West,4 rooms,0.24449,631,11067,0.23504,0.25556
529,529,2001,Couple without children,West,5 rooms,0.13463,354,11067,0.12744,0.1414
530,530,2001,Couple without children,West,6 rooms,0.09057,229,11067,0.08563,0.09584
531,531,2001,Couple without children,West,7 rooms,0.03098,84,11067,0.02717,0.0343
532,532,2001,Couple without children,West,8 rooms,0.01999,49,11067,0.01781,0.02224
533,533,2001,Couple without children,East,2 rooms,0.19898,171,11067,0.18323,0.21196
534,534,2001,Couple without children,East,3 rooms,0.5013,433,11067,0.48013,0.51967
535,535,2001,Couple without children,East,4 rooms,0.22203,191,11067,0.20593,0.23967
536,536,2001,Couple without children,East,5 rooms,0.07768,71,11067,0.06996,0.08647
537,537,2001,Single parent,West,2 rooms,0.13816,68,11067,0.11796,0.15705
538,538,2001,Single parent,West,3 rooms,0.43427,198,11067,0.40412,0.46688
539,539,2001,Single parent,West,4 rooms,0.25711,130,11067,0.2348,0.28294
540,540,2001,Single parent,West,5 rooms,0.10615,56,11067,0.0901,0.12332
541,541,2001,Single parent,West,6 rooms,0.06431,31,11067,0.0529,0.07779
542,542,2001,Single parent,East,3 rooms,0.68761,97,11067,0.61645,0.76285
543,543,2001,Single parent,East,4 rooms,0.31239,48,11067,0.26422,0.35303
544,544,2001,Couple with children,West,2 rooms,0.02336,79,11067,0.01961,0.02692
545,545,2001,Couple with children,West,3 rooms,0.22983,763,11067,0.21884,0.24194
546,546,2001,Couple with children,West,4 rooms,0.25697,834,11067,0.24634,0.26831
547,547,2001,Couple with children,West,5 rooms,0.2082,646,11067,0.19921,0.21812
548,548,2001,Couple with children,West,6 rooms,0.13814,433,11067,0.13137,0.14575
549,549,2001,Couple with children,West,7 rooms,0.07731,240,11067,0.07233,0.08349
550,550,2001,Couple with children,West,8 rooms,0.03693,117,11067,0.03254,0.04116
551,551,2001,Couple with children,West,9 rooms,0.01347,42,11067,0.01124,0.01641
552,552,2001,Couple with children,West,10 or more rooms,0.01579,45,11067,0.01294,0.01888
553,553,2001,Couple with children,East,3 rooms,0.35254,295,11067,0.32581,0.37749
554,554,2001,Couple with children,East,4 rooms,0.32435,292,11067,0.30117,0.35127
555,555,2001,Couple with children,East,5 rooms,0.19315,191,11067,0.17977,0.20875
556,556,2001,Couple with children,East,6 rooms,0.09129,90,11067,0.0795,0.10337
557,557,2001,Couple with children,East,7 rooms,0.03868,39,11067,0.03204,0.04531
558,558,2002,Single-person household,West,1 room,0.09092,196,11615,0.0856,0.0967
559,559,2002,Single-person household,West,2 rooms,0.40933,886,11615,0.39799,0.42299
560,560,2002,Single-person household,West,3 rooms,0.31004,668,11615,0.29942,0.32021
561,561,2002,Single-person household,West,4 rooms,0.11094,244,11615,0.10368,0.11662
562,562,2002,Single-person household,West,5 rooms,0.05324,120,11615,0.04833,0.05789
563,563,2002,Single-person household,West,6 rooms,0.02552,63,11615,0.02211,0.0288
564,564,2002,Single-person household,East,1 room,0.13149,91,11615,0.11707,0.14438
565,565,2002,Single-person household,East,2 rooms,0.52638,347,11615,0.5023,0.55157
566,566,2002,Single-person household,East,3 rooms,0.28828,199,11615,0.27333,0.30679
567,567,2002,Single-person household,East,4 rooms,0.05385,43,11615,0.04747,0.0624
568,568,2002,Couple without children,West,2 rooms,0.12931,377,11615,0.11968,0.13937
569,569,2002,Couple without children,West,3 rooms,0.3292,886,11615,0.31609,0.3444
570,570,2002,Couple without children,West,4 rooms,0.24405,703,11615,0.23313,0.25656
571,571,2002,Couple without children,West,5 rooms,0.16574,499,11615,0.15536,0.17522
572,572,2002,Couple without children,West,6 rooms,0.08132,266,11615,0.07347,0.08852
573,573,2002,Couple without children,West,7 rooms,0.03613,121,11615,0.02951,0.04214
574,574,2002,Couple without children,West,8 rooms,0.01424,56,11615,0.01114,0.01731
575,575,2002,Couple without children,East,2 rooms,0.18584,163,11615,0.16954,0.19982
576,576,2002,Couple without children,East,3 rooms,0.49276,437,11615,0.47098,0.51545
577,577,2002,Couple without children,East,4 rooms,0.20072,189,11615,0.18062,0.21988
578,578,2002,Couple without children,East,5 rooms,0.08149,82,11615,0.07119,0.09287
579,579,2002,Couple without children,East,6 rooms,0.03918,39,11615,0.03139,0.04866
580,580,2002,Single parent,West,2 rooms,0.15608,73,11615,0.13357,0.17468
581,581,2002,Single parent,West,3 rooms,0.43934,196,11615,0.40261,0.47202
582,582,2002,Single parent,West,4 rooms,0.28698,133,11615,0.26031,0.31343
583,583,2002,Single parent,West,5 rooms,0.1176,58,11615,0.09717,0.14103
584,584,2002,Single parent,East,3 rooms,0.70645,96,11615,0.63031,0.80356
585,585,2002,Single parent,East,4 rooms,0.29355,48,11615,0.24674,0.34372
586,586,2002,Couple with children,West,2 rooms,0.01873,64,11615,0.01538,0.02225
587,587,2002,Couple with children,West,3 rooms,0.23122,689,11615,0.21944,0.24437
588,588,2002,Couple with children,West,4 rooms,0.26866,859,11615,0.25379,0.2821
589,589,2002,Couple with children,West,5 rooms,0.21921,755,11615,0.20726,0.22902
590,590,2002,Couple with children,West,6 rooms,0.13232,508,11615,0.12196,0.14189
591,591,2002,Couple with children,West,7 rooms,0.06836,286,11615,0.06138,0.0755
592,592,2002,Couple with children,West,8 rooms,0.03554,150,11615,0.03037,0.03996
593,593,2002,Couple with children,West,9 rooms,0.0144,67,11615,0.01166,0.0176
594,594,2002,Couple with children,West,10 or more rooms,0.01156,46,11615,0.00844,0.01471
595,595,2002,Couple with children,East,3 rooms,0.33961,277,11615,0.31063,0.36629
596,596,2002,Couple with children,East,4 rooms,0.35064,303,11615,0.32158,0.37491
597,597,2002,Couple with children,East,5 rooms,0.20343,204,11615,0.185,0.22536
598,598,2002,Couple with children,East,6 rooms,0.08022,97,11615,0.06988,0.09124
599,599,2002,Couple with children,East,7 rooms,0.0261,31,11615,0.01721,0.03712
600,600,2003,Single-person household,West,1 room,0.09765,210,11272,0.09081,0.10326
601,601,2003,Single-person household,West,2 rooms,0.38991,829,11272,0.37481,0.40243
602,602,2003,Single-person household,West,3 rooms,0.31473,669,11272,0.30408,0.32671
603,603,2003,Single-person household,West,4 rooms,0.1155,262,11272,0.10773,0.12231
604,604,2003,Single-person household,West,5 rooms,0.05683,131,11272,0.05311,0.06124
605,605,2003,Single-person household,West,6 rooms,0.02538,61,11272,0.02255,0.02804
606,606,2003,Single-person household,East,1 room,0.13802,90,11272,0.12511,0.15174
607,607,2003,Single-person household,East,2 rooms,0.51264,334,11272,0.48963,0.53833
608,608,2003,Single-person household,East,3 rooms,0.28388,198,11272,0.26493,0.3009
609,609,2003,Single-person household,East,4 rooms,0.06547,48,11272,0.05584,0.07536
610,610,2003,Couple without children,West,2 rooms,0.13327,372,11272,0.12336,0.14353
611,611,2003,Couple without children,West,3 rooms,0.33805,864,11272,0.32311,0.35014
612,612,2003,Couple without children,West,4 rooms,0.23371,666,11272,0.22189,0.2447
613,613,2003,Couple without children,West,5 rooms,0.16265,461,11272,0.15241,0.17204
614,614,2003,Couple without children,West,6 rooms,0.08416,265,11272,0.07667,0.09199
615,615,2003,Couple without children,West,7 rooms,0.03423,115,11272,0.02918,0.04021
616,616,2003,Couple without children,West,8 rooms,0.01392,53,11272,0.01154,0.01706
617,617,2003,Couple without children,East,2 rooms,0.20538,181,11272,0.18946,0.22324
618,618,2003,Couple without children,East,3 rooms,0.4793,442,11272,0.45399,0.50247
619,619,2003,Couple without children,East,4 rooms,0.19438,193,11272,0.18013,0.20778
620,620,2003,Couple without children,East,5 rooms,0.09102,88,11272,0.07864,0.10231
621,621,2003,Couple without children,East,6 rooms,0.02991,34,11272,0.02341,0.0372
622,622,2003,Single parent,West,2 rooms,0.13852,71,11272,0.12218,0.15759
623,623,2003,Single parent,West,3 rooms,0.45829,214,11272,0.42629,0.49232
624,624,2003,Single parent,West,4 rooms,0.24447,123,11272,0.21559,0.2661
625,625,2003,Single parent,West,5 rooms,0.09547,51,11272,0.07609,0.11207
626,626,2003,Single parent,West,6 rooms,0.06324,32,11272,0.04779,0.07941
627,627,2003,Single parent,East,3 rooms,0.62535,88,11272,0.56262,0.70853
628,628,2003,Single parent,East,4 rooms,0.37465,50,11272,0.30974,0.44199
629,629,2003,Couple with children,West,2 rooms,0.01841,65,11272,0.01544,0.02225
630,630,2003,Couple with children,West,3 rooms,0.23045,657,11272,0.21699,0.24165
631,631,2003,Couple with children,West,4 rooms,0.25175,769,11272,0.23744,0.26572
632,632,2003,Couple with children,West,5 rooms,0.21996,694,11272,0.20726,0.23303
633,633,2003,Couple with children,West,6 rooms,0.13984,496,11272,0.12962,0.15127
634,634,2003,Couple with children,West,7 rooms,0.07397,295,11272,0.06612,0.08265
635,635,2003,Couple with children,West,8 rooms,0.03795,145,11272,0.03256,0.04523
636,636,2003,Couple with children,West,9 rooms,0.01404,56,11272,0.01081,0.01778
637,637,2003,Couple with children,West,10 or more rooms,0.01363,48,11272,0.01006,0.01826
638,638,2003,Couple with children,East,3 rooms,0.325,251,11272,0.29696,0.36351
639,639,2003,Couple with children,East,4 rooms,0.37007,293,11272,0.33912,0.40074
640,640,2003,Couple with children,East,5 rooms,0.1893,180,11272,0.16768,0.2106
641,641,2003,Couple with children,East,6 rooms,0.08088,90,11272,0.06754,0.09653
642,642,2003,Couple with children,East,7 rooms,0.03476,38,11272,0.02549,0.04657
643,643,2004,Single-person household,West,1 room,0.09468,198,10987,0.08874,0.10262
644,644,2004,Single-person household,West,2 rooms,0.38424,787,10987,0.3686,0.39742
645,645,2004,Single-person household,West,3 rooms,0.3156,664,10987,0.30291,0.33001
646,646,2004,Single-person household,West,4 rooms,0.11485,252,10987,0.10656,0.12346
647,647,2004,Single-person household,West,5 rooms,0.06446,154,10987,0.05974,0.06992
648,648,2004,Single-person household,West,6 rooms,0.02617,61,10987,0.02265,0.02959
649,649,2004,Single-person household,East,1 room,0.14636,96,10987,0.13004,0.16167
650,650,2004,Single-person household,East,2 rooms,0.50937,320,10987,0.48217,0.53959
651,651,2004,Single-person household,East,3 rooms,0.28359,193,10987,0.26542,0.30426
652,652,2004,Single-person household,East,4 rooms,0.06068,49,10987,0.04942,0.07254
653,653,2004,Couple without children,West,2 rooms,0.12409,363,10987,0.11438,0.13533
654,654,2004,Couple without children,West,3 rooms,0.35039,887,10987,0.33575,0.36515
655,655,2004,Couple without children,West,4 rooms,0.23634,667,10987,0.22494,0.25071
656,656,2004,Couple without children,West,5 rooms,0.15453,457,10987,0.14515,0.16568
657,657,2004,Couple without children,West,6 rooms,0.08573,258,10987,0.07807,0.09367
658,658,2004,Couple without children,West,7 rooms,0.03149,111,10987,0.02721,0.03724
659,659,2004,Couple without children,West,8 rooms,0.01743,60,10987,0.01431,0.02109
660,660,2004,Couple without children,East,2 rooms,0.21298,183,10987,0.1912,0.23909
661,661,2004,Couple without children,East,3 rooms,0.46549,416,10987,0.43614,0.49314
662,662,2004,Couple without children,East,4 rooms,0.19301,196,10987,0.17825,0.20695
663,663,2004,Couple without children,East,5 rooms,0.09943,96,10987,0.08418,0.11538
664,664,2004,Couple without children,East,6 rooms,0.02909,36,10987,0.02454,0.0352
665,665,2004,Single parent,West,2 rooms,0.15395,66,10987,0.13312,0.17415
666,666,2004,Single parent,West,3 rooms,0.51648,211,10987,0.46842,0.56268
667,667,2004,Single parent,West,4 rooms,0.21993,111,10987,0.1961,0.24565
668,668,2004,Single parent,West,5 rooms,0.10963,48,10987,0.09096,0.1313
669,669,2004,Single parent,East,3 rooms,0.69334,90,10987,0.60207,0.78889
670,670,2004,Single parent,East,4 rooms,0.30666,47,10987,0.25399,0.37467
671,671,2004,Couple with children,West,2 rooms,0.01745,51,10987,0.01381,0.02161
672,672,2004,Couple with children,West,3 rooms,0.22027,596,10987,0.20647,0.233
673,673,2004,Couple with children,West,4 rooms,0.2527,753,10987,0.23817,0.26913
674,674,2004,Couple with children,West,5 rooms,0.23131,674,10987,0.21673,0.24646
675,675,2004,Couple with children,West,6 rooms,0.1441,496,10987,0.13203,0.15552
676,676,2004,Couple with children,West,7 rooms,0.07562,271,10987,0.067,0.08556
677,677,2004,Couple with children,West,8 rooms,0.03238,127,10987,0.02821,0.03858
678,678,2004,Couple with children,West,9 rooms,0.01394,58,10987,0.01111,0.01765
679,679,2004,Couple with children,West,10 or more rooms,0.01222,54,10987,0.00983,0.01536
680,680,2004,Couple with children,East,3 rooms,0.30906,238,10987,0.27546,0.34615
681,681,2004,Couple with children,East,4 rooms,0.38488,288,10987,0.3428,0.42257
682,682,2004,Couple with children,East,5 rooms,0.18238,171,10987,0.15986,0.20824
