year,bula_h,regtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Baden-Wuerttemberg,Urban regions,Yes,0.05091,46,779,0.03546,0.06636
1999,Baden-Wuerttemberg,Urban regions,No,0.94250,733,779,0.92614,0.95886
1999,Baden-Wuerttemberg,Rural regions,No,0.94256,93,93,0.89502,0.99011
1999,Bavaria,Urban regions,No,0.96214,463,463,0.94473,0.97954
1999,Bavaria,Rural regions,No,0.95811,442,442,0.93941,0.97681
1999,Berlin,Urban regions,No,0.93612,291,291,0.90798,0.96427
1999,Brandenburg,Rural regions,No,0.89239,257,257,0.85443,0.93035
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.80451,151,151,0.74105,0.86798
1999,Saxony,Urban regions,No,0.91466,267,267,0.88108,0.94823
1999,Saxony,Rural regions,No,0.91165,269,269,0.87767,0.94563
1999,Saxony-Anhalt,Urban regions,No,0.94963,69,69,0.89764,1.00161
1999,Saxony-Anhalt,Rural regions,No,0.90872,252,252,0.87308,0.94435
1999,Thuringa,Urban regions,No,0.89136,99,99,0.82975,0.95297
1999,Thuringa,Rural regions,No,0.85988,217,217,0.81358,0.90617
2000,Schleswig-Holstein,Urban regions,No,0.93373,158,158,0.89482,0.97264
2000,Schleswig-Holstein,Rural regions,No,0.95238,222,222,0.92431,0.98046
2000,Hamburg,Urban regions,No,0.94882,183,183,0.91681,0.98084
2000,Lower Saxony,Urban regions,No,0.95348,511,511,0.93520,0.97176
2000,Lower Saxony,Rural regions,Yes,0.06947,36,546,0.04812,0.09082
2000,Lower Saxony,Rural regions,No,0.93053,510,546,0.90918,0.95188
2000,Bremen,Urban regions,No,0.90600,104,104,0.84964,0.96236
2000,North Rhine-Westphalia,Urban regions,Yes,0.04003,110,2695,0.03262,0.04743
2000,North Rhine-Westphalia,Urban regions,No,0.95966,2585,2695,0.95222,0.96709
2000,North Rhine-Westphalia,Rural regions,No,0.92425,69,69,0.86136,0.98714
2000,Hesse,Urban regions,No,0.96551,702,702,0.95200,0.97902
2000,Hesse,Rural regions,No,0.96240,159,159,0.93274,0.99206
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95311,571,571,0.93576,0.97047
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96894,177,177,0.94331,0.99457
2000,Baden-Wuerttemberg,Urban regions,Yes,0.04144,59,1375,0.03090,0.05198
2000,Baden-Wuerttemberg,Urban regions,No,0.95099,1316,1375,0.93957,0.96241
2000,Baden-Wuerttemberg,Rural regions,No,0.96757,151,151,0.93923,0.99592
2000,Bavaria,Urban regions,No,0.98291,875,875,0.97432,0.99151
2000,Bavaria,Rural regions,No,0.97319,894,894,0.96259,0.98378
2000,Berlin,Urban regions,Yes,0.06062,34,511,0.03991,0.08133
2000,Berlin,Urban regions,No,0.93938,477,511,0.91867,0.96009
2000,Brandenburg,Urban regions,No,0.91811,35,35,0.82595,1.01028
2000,Brandenburg,Rural regions,Yes,0.09491,49,498,0.06914,0.12068
2000,Brandenburg,Rural regions,No,0.90509,449,498,0.87932,0.93086
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.93018,40,40,0.85019,1.01016
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14049,37,271,0.09904,0.18193
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.85951,234,271,0.81807,0.90096
2000,Saxony,Urban regions,Yes,0.07241,31,438,0.04811,0.09670
2000,Saxony,Urban regions,No,0.92759,407,438,0.90330,0.95189
2000,Saxony,Rural regions,Yes,0.08894,43,485,0.06358,0.11430
2000,Saxony,Rural regions,No,0.91106,442,485,0.88570,0.93642
2000,Saxony-Anhalt,Urban regions,No,0.90773,102,102,0.85128,0.96417
2000,Saxony-Anhalt,Rural regions,Yes,0.08619,35,422,0.05938,0.11300
2000,Saxony-Anhalt,Rural regions,No,0.90433,387,422,0.87623,0.93243
2000,Thuringa,Urban regions,No,0.89257,131,131,0.83934,0.94581
2000,Thuringa,Rural regions,No,0.91054,359,359,0.88098,0.94011
2001,Schleswig-Holstein,Urban regions,No,0.94304,150,150,0.90583,0.98026
2001,Schleswig-Holstein,Rural regions,No,0.93413,190,190,0.89876,0.96949
2001,Hamburg,Urban regions,No,0.91017,165,165,0.86641,0.95393
2001,Lower Saxony,Urban regions,No,0.95689,457,457,0.93825,0.97553
2001,Lower Saxony,Rural regions,No,0.94027,452,452,0.91840,0.96215
2001,Bremen,Urban regions,No,0.91313,91,91,0.85495,0.97132
2001,North Rhine-Westphalia,Urban regions,Yes,0.05009,116,2411,0.04138,0.05880
2001,North Rhine-Westphalia,Urban regions,No,0.94429,2295,2411,0.93514,0.95345
2001,North Rhine-Westphalia,Rural regions,No,0.87788,51,51,0.78712,0.96864
2001,Hesse,Urban regions,Yes,0.04405,33,629,0.02800,0.06010
2001,Hesse,Urban regions,No,0.95513,596,629,0.93894,0.97133
2001,Hesse,Rural regions,No,0.95717,141,141,0.92362,0.99071
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94395,522,522,0.92420,0.96370
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.95352,161,161,0.92090,0.98614
2001,Baden-Wuerttemberg,Urban regions,Yes,0.04358,58,1227,0.03215,0.05500
2001,Baden-Wuerttemberg,Urban regions,No,0.95555,1169,1227,0.94402,0.96709
2001,Baden-Wuerttemberg,Rural regions,No,0.95481,127,127,0.91854,0.99108
2001,Bavaria,Urban regions,No,0.98010,788,788,0.97035,0.98986
2001,Bavaria,Rural regions,No,0.97435,791,791,0.96332,0.98537
2001,Berlin,Urban regions,Yes,0.07320,35,478,0.04982,0.09657
2001,Berlin,Urban regions,No,0.91981,443,478,0.89544,0.94418
2001,Brandenburg,Urban regions,No,0.88854,33,33,0.77950,0.99758
2001,Brandenburg,Rural regions,Yes,0.08529,41,463,0.05982,0.11076
2001,Brandenburg,Rural regions,No,0.91471,422,463,0.88924,0.94018
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.88700,37,37,0.78358,0.99042
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14434,33,244,0.10015,0.18852
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.85424,211,244,0.80987,0.89861
2001,Saxony,Urban regions,Yes,0.10388,41,420,0.07466,0.13309
2001,Saxony,Urban regions,No,0.89612,379,420,0.86691,0.92534
2001,Saxony,Rural regions,Yes,0.09001,40,429,0.06290,0.11713
2001,Saxony,Rural regions,No,0.90999,389,429,0.88287,0.93710
2001,Saxony-Anhalt,Urban regions,No,0.89173,91,91,0.82753,0.95592
2001,Saxony-Anhalt,Rural regions,Yes,0.10198,39,400,0.07228,0.13167
2001,Saxony-Anhalt,Rural regions,No,0.89450,361,400,0.86435,0.92464
2001,Thuringa,Urban regions,No,0.87946,128,128,0.82283,0.93608
2001,Thuringa,Rural regions,Yes,0.09950,33,349,0.06805,0.13095
2001,Thuringa,Rural regions,No,0.89842,316,349,0.86668,0.93016
2002,Schleswig-Holstein,Urban regions,No,0.95124,166,166,0.91837,0.98410
2002,Schleswig-Holstein,Rural regions,No,0.92734,207,207,0.89189,0.96278
2002,Hamburg,Urban regions,No,0.94264,188,188,0.90931,0.97597
2002,Lower Saxony,Urban regions,No,0.93813,487,487,0.91671,0.95955
2002,Lower Saxony,Rural regions,No,0.93102,482,482,0.90838,0.95367
2002,Bremen,Urban regions,No,0.90557,96,96,0.84677,0.96437
2002,North Rhine-Westphalia,Urban regions,Yes,0.04551,102,2523,0.03738,0.05365
2002,North Rhine-Westphalia,Urban regions,No,0.94791,2421,2523,0.93924,0.95659
2002,North Rhine-Westphalia,Rural regions,No,0.84896,50,50,0.74870,0.94923
2002,Hesse,Urban regions,No,0.95457,686,686,0.93898,0.97017
2002,Hesse,Rural regions,No,0.95177,144,144,0.91665,0.98688
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94632,534,534,0.92718,0.96545
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96866,167,167,0.94215,0.99516
2002,Baden-Wuerttemberg,Urban regions,Yes,0.03486,49,1320,0.02496,0.04475
2002,Baden-Wuerttemberg,Urban regions,No,0.96441,1271,1320,0.95442,0.97441
2002,Baden-Wuerttemberg,Rural regions,No,0.98719,128,128,0.96763,1.00675
2002,Bavaria,Urban regions,No,0.96783,866,866,0.95608,0.97959
2002,Bavaria,Rural regions,No,0.97054,813,813,0.95891,0.98217
2002,Berlin,Urban regions,No,0.93320,469,469,0.91058,0.95582
2002,Brandenburg,Urban regions,No,0.90196,32,32,0.79728,1.00664
2002,Brandenburg,Rural regions,Yes,0.09020,42,466,0.06416,0.11624
2002,Brandenburg,Rural regions,No,0.90980,424,466,0.88376,0.93584
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.91149,37,37,0.81871,1.00428
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.87128,210,210,0.82588,0.91669
2002,Saxony,Urban regions,Yes,0.12248,43,421,0.09112,0.15383
2002,Saxony,Urban regions,No,0.87752,378,421,0.84617,0.90888
2002,Saxony,Rural regions,Yes,0.07828,32,426,0.05274,0.10382
2002,Saxony,Rural regions,No,0.92035,394,426,0.89461,0.94609
2002,Saxony-Anhalt,Urban regions,No,0.87994,92,92,0.81316,0.94672
2002,Saxony-Anhalt,Rural regions,Yes,0.10173,34,400,0.07207,0.13139
2002,Saxony-Anhalt,Rural regions,No,0.89456,366,400,0.86442,0.92470
2002,Thuringa,Urban regions,No,0.89460,131,131,0.84181,0.94739
2002,Thuringa,Rural regions,No,0.92200,320,320,0.89258,0.95143
2003,Schleswig-Holstein,Urban regions,No,0.93065,156,156,0.89065,0.97064
2003,Schleswig-Holstein,Rural regions,No,0.94245,194,194,0.90960,0.97531
2003,Hamburg,Urban regions,No,0.95867,176,176,0.92917,0.98816
2003,Lower Saxony,Urban regions,No,0.93695,459,459,0.91469,0.95921
2003,Lower Saxony,Rural regions,Yes,0.07796,36,499,0.05441,0.10151
2003,Lower Saxony,Rural regions,No,0.92204,463,499,0.89849,0.94559
2003,Bremen,Urban regions,No,0.91464,93,93,0.85754,0.97173
2003,North Rhine-Westphalia,Urban regions,Yes,0.05003,109,2438,0.04138,0.05869
2003,North Rhine-Westphalia,Urban regions,No,0.94520,2329,2438,0.93617,0.95424
2003,North Rhine-Westphalia,Rural regions,No,0.79773,47,47,0.68165,0.91382
2003,Hesse,Urban regions,No,0.94811,639,639,0.93090,0.96532
2003,Hesse,Rural regions,No,0.93358,129,129,0.89044,0.97672
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94234,533,533,0.92253,0.96215
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.95641,158,158,0.92447,0.98835
2003,Baden-Wuerttemberg,Urban regions,Yes,0.04013,48,1281,0.02938,0.05089
2003,Baden-Wuerttemberg,Urban regions,No,0.95987,1233,1281,0.94911,0.97062
2003,Baden-Wuerttemberg,Rural regions,No,0.99824,120,120,0.99071,1.00577
2003,Bavaria,Urban regions,Yes,0.03956,32,861,0.02653,0.05259
2003,Bavaria,Urban regions,No,0.96044,829,861,0.94741,0.97347
2003,Bavaria,Rural regions,No,0.96509,769,769,0.95211,0.97807
2003,Berlin,Urban regions,Yes,0.07906,33,489,0.05512,0.10300
2003,Berlin,Urban regions,No,0.91247,456,489,0.88739,0.93754
2003,Brandenburg,Urban regions,No,0.98721,35,35,0.94945,1.02498
2003,Brandenburg,Rural regions,Yes,0.08419,41,461,0.05881,0.10956
2003,Brandenburg,Rural regions,No,0.91581,420,461,0.89044,0.94119
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.88867,34,34,0.78135,0.99599
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.88022,216,216,0.83681,0.92362
2003,Saxony,Urban regions,Yes,0.15053,49,421,0.11633,0.18473
2003,Saxony,Urban regions,No,0.84947,372,421,0.81527,0.88367
2003,Saxony,Rural regions,Yes,0.09772,42,419,0.06925,0.12618
2003,Saxony,Rural regions,No,0.90228,377,419,0.87382,0.93075
2003,Saxony-Anhalt,Urban regions,No,0.87483,94,94,0.80758,0.94209
2003,Saxony-Anhalt,Rural regions,Yes,0.10013,37,387,0.07018,0.13007
2003,Saxony-Anhalt,Rural regions,No,0.89987,350,387,0.86993,0.92982
2003,Thuringa,Urban regions,No,0.87527,128,128,0.81780,0.93274
2003,Thuringa,Rural regions,No,0.93697,315,315,0.91009,0.96385
2004,Schleswig-Holstein,Urban regions,No,0.91675,152,152,0.87268,0.96081
2004,Schleswig-Holstein,Rural regions,No,0.92103,188,188,0.88237,0.95968
2004,Hamburg,Urban regions,No,0.96664,177,177,0.94011,0.99317
2004,Lower Saxony,Urban regions,Yes,0.07485,34,486,0.05143,0.09827
2004,Lower Saxony,Urban regions,No,0.92515,452,486,0.90173,0.94857
2004,Lower Saxony,Rural regions,Yes,0.07840,37,500,0.05482,0.10199
2004,Lower Saxony,Rural regions,No,0.92160,463,500,0.89801,0.94518
2004,Bremen,Urban regions,No,0.90200,86,86,0.83880,0.96521
2004,North Rhine-Westphalia,Urban regions,Yes,0.05244,108,2369,0.04346,0.06142
2004,North Rhine-Westphalia,Urban regions,No,0.94542,2261,2369,0.93627,0.95457
2004,North Rhine-Westphalia,Rural regions,No,0.81581,46,46,0.70255,0.92907
2004,Hesse,Urban regions,No,0.94947,623,623,0.93225,0.96668
2004,Hesse,Rural regions,No,0.93896,125,125,0.89682,0.98110
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94640,519,519,0.92701,0.96580
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.95827,154,154,0.92659,0.98996
2004,Baden-Wuerttemberg,Urban regions,Yes,0.04431,48,1240,0.03285,0.05577
2004,Baden-Wuerttemberg,Urban regions,No,0.95569,1192,1240,0.94423,0.96715
2004,Baden-Wuerttemberg,Rural regions,No,0.97645,113,113,0.94836,1.00453
2004,Bavaria,Urban regions,Yes,0.04662,32,827,0.03224,0.06100
2004,Bavaria,Urban regions,No,0.95001,795,827,0.93514,0.96487
2004,Bavaria,Rural regions,No,0.97368,762,762,0.96231,0.98505
2004,Berlin,Urban regions,Yes,0.11918,48,485,0.09032,0.14805
2004,Berlin,Urban regions,No,0.87761,437,485,0.84841,0.90681
2004,Brandenburg,Urban regions,No,0.95776,36,36,0.89113,1.02440
2004,Brandenburg,Rural regions,Yes,0.10698,52,444,0.07819,0.13576
2004,Brandenburg,Rural regions,No,0.89116,392,444,0.86216,0.92016
2004,Mecklenburg-Western Pomerania,Urban regions,No,0.94326,41,41,0.87156,1.01495
2004,Mecklenburg-Western Pomerania,Rural regions,No,0.86353,207,207,0.81665,0.91041
2004,Saxony,Urban regions,Yes,0.16728,47,412,0.13120,0.20336
2004,Saxony,Urban regions,No,0.82709,365,412,0.79053,0.86365
2004,Saxony,Rural regions,Yes,0.11138,42,405,0.08070,0.14206
2004,Saxony,Rural regions,No,0.88862,363,405,0.85794,0.91930
2004,Saxony-Anhalt,Urban regions,No,0.86529,89,89,0.79395,0.93662
2004,Saxony-Anhalt,Rural regions,Yes,0.12276,37,380,0.08972,0.15580
2004,Saxony-Anhalt,Rural regions,No,0.87724,343,380,0.84420,0.91028
2004,Thuringa,Urban regions,No,0.88104,128,128,0.82473,0.93734
2004,Thuringa,Rural regions,Yes,0.11080,34,339,0.07733,0.14426
2004,Thuringa,Rural regions,No,0.88920,305,339,0.85574,0.92267
2005,Schleswig-Holstein,Urban regions,No,0.93645,148,148,0.89701,0.97589
2005,Schleswig-Holstein,Rural regions,No,0.91976,186,186,0.88061,0.95891
2005,Hamburg,Urban regions,No,0.95767,171,171,0.92741,0.98794
2005,Lower Saxony,Urban regions,No,0.92104,438,438,0.89576,0.94633
2005,Lower Saxony,Rural regions,No,0.93142,450,450,0.90804,0.95480
2005,Bremen,Urban regions,No,0.92285,81,81,0.86437,0.98132
2005,North Rhine-Westphalia,Urban regions,Yes,0.06000,110,2307,0.05030,0.06969
2005,North Rhine-Westphalia,Urban regions,No,0.93837,2197,2307,0.92856,0.94819
2005,North Rhine-Westphalia,Rural regions,No,0.80316,46,46,0.68698,0.91933
2005,Hesse,Urban regions,No,0.93889,605,605,0.91979,0.95799
2005,Hesse,Rural regions,No,0.97245,129,129,0.94409,1.00080
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94648,501,501,0.92675,0.96621
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96621,151,151,0.93729,0.99513
2005,Baden-Wuerttemberg,Urban regions,Yes,0.04730,53,1207,0.03532,0.05928
2005,Baden-Wuerttemberg,Urban regions,No,0.94977,1154,1207,0.93744,0.96210
2005,Baden-Wuerttemberg,Rural regions,No,0.96471,107,107,0.92958,0.99984
2005,Bavaria,Urban regions,Yes,0.05003,31,798,0.03490,0.06517
2005,Bavaria,Urban regions,No,0.94997,767,798,0.93483,0.96510
2005,Bavaria,Rural regions,No,0.95642,728,728,0.94158,0.97126
2005,Berlin,Urban regions,Yes,0.12218,44,457,0.09212,0.15224
2005,Berlin,Urban regions,No,0.87332,413,457,0.84279,0.90385
2005,Brandenburg,Urban regions,No,0.94118,39,39,0.86637,1.01599
2005,Brandenburg,Rural regions,Yes,0.11054,48,426,0.08072,0.14035
2005,Brandenburg,Rural regions,No,0.88078,378,426,0.84997,0.91159
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.92444,36,36,0.83689,1.01200
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16511,32,235,0.11754,0.21268
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.83489,203,235,0.78732,0.88246
2005,Saxony,Urban regions,Yes,0.14869,44,413,0.11433,0.18304
2005,Saxony,Urban regions,No,0.83483,369,413,0.79897,0.87069
2005,Saxony,Rural regions,Yes,0.12765,42,395,0.09470,0.16060
2005,Saxony,Rural regions,No,0.87135,353,395,0.83829,0.90441
2005,Saxony-Anhalt,Urban regions,No,0.88793,94,94,0.82381,0.95204
2005,Saxony-Anhalt,Rural regions,Yes,0.10689,33,368,0.07528,0.13850
2005,Saxony-Anhalt,Rural regions,No,0.89311,335,368,0.86150,0.92472
2005,Thuringa,Urban regions,No,0.87355,124,124,0.81481,0.93229
2005,Thuringa,Rural regions,Yes,0.10575,32,325,0.07226,0.13923
2005,Thuringa,Rural regions,No,0.89425,293,325,0.86077,0.92774
2006,Schleswig-Holstein,Urban regions,No,0.94317,153,153,0.90637,0.97998
2006,Schleswig-Holstein,Rural regions,No,0.92052,210,210,0.88385,0.95719
2006,Hamburg,Urban regions,No,0.97022,189,189,0.94593,0.99452
2006,Lower Saxony,Urban regions,No,0.95778,507,507,0.94026,0.97530
2006,Lower Saxony,Rural regions,No,0.97185,530,530,0.95775,0.98594
2006,Bremen,Urban regions,No,0.96766,87,87,0.93027,1.00505
2006,North Rhine-Westphalia,Urban regions,Yes,0.04568,100,2471,0.03745,0.05392
2006,North Rhine-Westphalia,Urban regions,No,0.95328,2371,2471,0.94495,0.96160
2006,North Rhine-Westphalia,Rural regions,No,0.85379,58,58,0.76207,0.94552
2006,Hesse,Urban regions,No,0.95404,668,668,0.93814,0.96993
2006,Hesse,Rural regions,No,0.99197,154,154,0.97782,1.00611
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95452,529,529,0.93675,0.97230
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99183,175,175,0.97845,1.00520
2006,Baden-Wuerttemberg,Urban regions,Yes,0.03723,45,1345,0.02710,0.04735
2006,Baden-Wuerttemberg,Urban regions,No,0.96071,1300,1345,0.95032,0.97110
2006,Baden-Wuerttemberg,Rural regions,No,0.97379,123,123,0.94544,1.00214
2006,Bavaria,Urban regions,No,0.95054,839,839,0.93586,0.96522
2006,Bavaria,Rural regions,No,0.97562,846,846,0.96522,0.98602
2006,Berlin,Urban regions,No,0.94142,461,461,0.91996,0.96288
2006,Brandenburg,Urban regions,No,0.98807,45,45,0.95600,1.02015
2006,Brandenburg,Rural regions,Yes,0.07092,41,482,0.04798,0.09386
2006,Brandenburg,Rural regions,No,0.91295,441,482,0.88776,0.93814
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.97000,37,37,0.91428,1.02573
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13657,31,264,0.09507,0.17807
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.86343,233,264,0.82193,0.90493
2006,Saxony,Urban regions,Yes,0.12677,46,455,0.09617,0.15738
2006,Saxony,Urban regions,No,0.87323,409,455,0.84262,0.90383
2006,Saxony,Rural regions,Yes,0.09892,36,421,0.07037,0.12747
2006,Saxony,Rural regions,No,0.89411,385,421,0.86468,0.92354
2006,Saxony-Anhalt,Urban regions,No,0.89007,89,89,0.82472,0.95543
2006,Saxony-Anhalt,Rural regions,No,0.91876,369,369,0.89085,0.94668
2006,Thuringa,Urban regions,No,0.89709,135,135,0.84564,0.94853
2006,Thuringa,Rural regions,No,0.87701,335,335,0.84179,0.91223
2007,Schleswig-Holstein,Urban regions,No,0.99699,144,144,0.98801,1.00597
2007,Schleswig-Holstein,Rural regions,No,0.92585,200,200,0.88945,0.96226
2007,Hamburg,Urban regions,No,0.97533,185,185,0.95292,0.99775
2007,Lower Saxony,Urban regions,No,0.94982,471,471,0.93008,0.96956
2007,Lower Saxony,Rural regions,No,0.95569,496,496,0.93756,0.97382
2007,Bremen,Urban regions,No,0.99414,87,87,0.97802,1.01027
2007,North Rhine-Westphalia,Urban regions,Yes,0.03742,73,2277,0.02962,0.04522
2007,North Rhine-Westphalia,Urban regions,No,0.95788,2204,2277,0.94962,0.96613
2007,North Rhine-Westphalia,Rural regions,No,0.94283,56,56,0.88146,1.00419
2007,Hesse,Urban regions,No,0.97022,624,624,0.95688,0.98357
2007,Hesse,Rural regions,No,0.99203,142,142,0.97735,1.00671
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93996,486,486,0.91882,0.96111
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96699,151,151,0.93839,0.99558
2007,Baden-Wuerttemberg,Urban regions,Yes,0.04360,44,1232,0.03219,0.05500
2007,Baden-Wuerttemberg,Urban regions,No,0.95386,1188,1232,0.94214,0.96558
2007,Baden-Wuerttemberg,Rural regions,No,0.97550,116,116,0.94724,1.00375
2007,Bavaria,Urban regions,No,0.96294,800,800,0.94984,0.97604
2007,Bavaria,Rural regions,No,0.96988,799,799,0.95802,0.98174
2007,Berlin,Urban regions,No,0.92611,440,440,0.90164,0.95058
2007,Brandenburg,Urban regions,No,0.91018,42,42,0.82265,0.99770
2007,Brandenburg,Rural regions,Yes,0.06521,35,443,0.04219,0.08823
2007,Brandenburg,Rural regions,No,0.93197,408,443,0.90849,0.95544
2007,Mecklenburg-Western Pomerania,Urban regions,No,0.97680,37,37,0.92763,1.02598
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12154,31,242,0.08028,0.16279
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.87371,211,242,0.83177,0.91564
2007,Saxony,Urban regions,Yes,0.10385,33,423,0.07475,0.13296
2007,Saxony,Urban regions,No,0.89615,390,423,0.86704,0.92525
2007,Saxony,Rural regions,No,0.92789,389,389,0.90215,0.95363
2007,Saxony-Anhalt,Urban regions,No,0.94458,90,90,0.89705,0.99212
2007,Saxony-Anhalt,Rural regions,No,0.90181,340,340,0.87013,0.93349
2007,Thuringa,Urban regions,No,0.92565,133,133,0.88090,0.97040
2007,Thuringa,Rural regions,No,0.92646,325,325,0.89804,0.95488
2008,Schleswig-Holstein,Rural regions,No,0.91589,184,184,0.87567,0.95610
2008,Hamburg,Urban regions,No,0.98538,182,182,0.96789,1.00286
2008,Lower Saxony,Urban regions,No,0.96536,459,459,0.94861,0.98210
2008,Lower Saxony,Rural regions,No,0.95905,474,474,0.94119,0.97691
2008,North Rhine-Westphalia,Urban regions,Yes,0.04112,72,2123,0.03267,0.04957
2008,North Rhine-Westphalia,Urban regions,No,0.95888,2051,2123,0.95043,0.96733
2008,North Rhine-Westphalia,Rural regions,No,0.97183,54,54,0.92728,1.01638
2008,Hesse,Urban regions,No,0.96011,588,588,0.94427,0.97594
2008,Hesse,Rural regions,No,0.99124,128,128,0.97503,1.00745
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95633,460,460,0.93764,0.97503
2008,Baden-Wuerttemberg,Urban regions,Yes,0.03766,43,1169,0.02674,0.04858
2008,Baden-Wuerttemberg,Urban regions,No,0.96234,1126,1169,0.95142,0.97326
2008,Baden-Wuerttemberg,Rural regions,No,0.99004,113,113,0.97166,1.00843
2008,Bavaria,Urban regions,No,0.95675,740,740,0.94208,0.97141
2008,Bavaria,Rural regions,No,0.97545,757,757,0.96442,0.98648
2008,Berlin,Urban regions,No,0.94588,435,435,0.92459,0.96716
2008,Brandenburg,Urban regions,No,0.99162,42,42,0.96371,1.01953
2008,Brandenburg,Rural regions,Yes,0.07414,33,427,0.04926,0.09902
2008,Brandenburg,Rural regions,No,0.92586,394,427,0.90098,0.95074
2008,Mecklenburg-Western Pomerania,Urban regions,No,0.91008,36,36,0.81530,1.00485
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.91407,214,214,0.87643,0.95171
2008,Saxony,Urban regions,No,0.96032,393,393,0.94099,0.97964
2008,Saxony,Rural regions,No,0.97668,380,380,0.96149,0.99187
2008,Saxony-Anhalt,Urban regions,No,0.95753,93,93,0.91632,0.99874
2008,Saxony-Anhalt,Rural regions,No,0.90869,316,316,0.87688,0.94050
2008,Thuringa,Urban regions,No,0.92473,132,132,0.87956,0.96991
2008,Thuringa,Rural regions,No,0.93368,310,310,0.90593,0.96143
2009,Schleswig-Holstein,Rural regions,No,0.93997,179,179,0.90507,0.97486
2009,Hamburg,Urban regions,No,0.97181,171,171,0.94692,0.99669
2009,Lower Saxony,Urban regions,No,0.93891,421,421,0.91601,0.96182
2009,Lower Saxony,Rural regions,No,0.94427,453,453,0.92312,0.96542
2009,Bremen,Urban regions,No,0.97331,72,72,0.93581,1.01080
2009,North Rhine-Westphalia,Urban regions,Yes,0.03733,64,1959,0.02893,0.04573
2009,North Rhine-Westphalia,Urban regions,No,0.95135,1895,1959,0.94182,0.96088
2009,North Rhine-Westphalia,Rural regions,No,0.87710,52,52,0.78700,0.96721
2009,Hesse,Urban regions,No,0.94052,545,545,0.92064,0.96040
2009,Hesse,Rural regions,No,0.97997,126,126,0.95540,1.00453
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95575,431,431,0.93632,0.97519
2009,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98971,132,132,0.97242,1.00699
2009,Baden-Wuerttemberg,Urban regions,No,0.97392,1019,1019,0.96414,0.98371
2009,Baden-Wuerttemberg,Rural regions,No,0.96453,100,100,0.92810,1.00097
2009,Bavaria,Urban regions,No,0.95344,699,699,0.93781,0.96907
2009,Bavaria,Rural regions,No,0.97158,714,714,0.95938,0.98378
2009,Berlin,Urban regions,No,0.92550,416,416,0.90024,0.95076
2009,Brandenburg,Rural regions,No,0.91369,376,376,0.88527,0.94212
2009,Mecklenburg-Western Pomerania,Urban regions,No,0.90496,32,32,0.80172,1.00820
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.89495,215,215,0.85387,0.93603
2009,Saxony,Urban regions,No,0.91175,360,360,0.88241,0.94110
2009,Saxony,Rural regions,No,0.95942,355,355,0.93887,0.97998
2009,Saxony-Anhalt,Urban regions,No,0.93790,86,86,0.88659,0.98920
2009,Saxony-Anhalt,Rural regions,No,0.92511,309,309,0.89571,0.95450
2009,Thuringa,Urban regions,No,0.89401,124,124,0.83961,0.94841
2009,Thuringa,Rural regions,No,0.93625,289,289,0.90804,0.96447
2010,Schleswig-Holstein,Urban regions,No,0.99191,151,151,0.97757,1.00625
