year,regtyp,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
2020,Staedtischer Raum,Westdeutschland,in school,0.008639232695087979,42741,0.007761853803624523,0.009516611586551435
2020,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.006946648330336048,42741,0.006159226085760409,0.007734070574911688
2020,Staedtischer Raum,Ostdeutschland,general elemantary,0.006206142670757079,42741,0.0054615945643037775,0.00695069077721038
2020,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004584082654536479,42741,0.003943666553441105,0.005224498755631852
2020,Laendlicher Raum,Ostdeutschland,inadequately,0.004407771783208152,42741,0.00377973651777257,0.005035807048643735
2020,Staedtischer Raum,Ostdeutschland,higher vocational,0.004125674389082831,42741,0.0035179824515416073,0.004733366326624055
2020,Staedtischer Raum,Ostdeutschland,inadequately,0.00398462569202017,42741,0.00338736969611652,0.00458188168792382
2020,Laendlicher Raum,Westdeutschland,in school,0.001904157410345922,42741,0.0014908518207685127,0.0023174629999233314
2020,Laendlicher Raum,Ostdeutschland,in school,0.001445749144892274,42741,0.0010855306259207065,0.0018059676638638416
2020,Staedtischer Raum,Ostdeutschland,in school,0.0008462921823759652,42741,0.0005706091427482628,0.0011219752220036677
2021,Staedtischer Raum,Westdeutschland,middle vocational,0.21477296951609465,27598,0.20992784773127646,0.21961809130091284
2021,Staedtischer Raum,Westdeutschland,higher education,0.1935088467277766,27598,0.188847971441508,0.1981697220140452
2021,Laendlicher Raum,Westdeutschland,middle vocational,0.08990620336815178,27598,0.08653134794663751,0.09328105878966604
2021,Laendlicher Raum,Ostdeutschland,middle vocational,0.06054146237476018,27598,0.05772773167841699,0.06335519307110338
2021,Staedtischer Raum,Westdeutschland,general elemantary,0.05904924323172032,27598,0.05626819908997381,0.061830287373466825
2021,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05739714346621189,27598,0.05465287382326451,0.06014141310915928
2021,Laendlicher Raum,Westdeutschland,higher education,0.04716478362822426,27598,0.04466366040065632,0.0496659068557922
2021,Staedtischer Raum,Westdeutschland,inadequately,0.03895757834150501,27598,0.036674690780364144,0.04124046590264588
2021,Laendlicher Raum,Ostdeutschland,higher education,0.032722234065231295,27598,0.030623224864870055,0.034821243265592536
2021,Staedtischer Raum,Ostdeutschland,higher education,0.03075037305478576,27598,0.02871351726481296,0.03278722884475856
2021,Staedtischer Raum,Ostdeutschland,middle vocational,0.02915156683010019,27598,0.027166734002325547,0.031136399657874833
2021,Staedtischer Raum,Westdeutschland,higher vocational,0.027339586442123216,27598,0.025415636106699793,0.029263536777546638
2021,Laendlicher Raum,Westdeutschland,general elemantary,0.024355148156043487,27598,0.02253645876795927,0.026173837544127703
2021,Laendlicher Raum,Westdeutschland,vocational + Abi,0.015934768706032828,27598,0.01445735510746852,0.017412182304597134
2021,Laendlicher Raum,Westdeutschland,higher vocational,0.011937753144318908,27598,0.010656394461902273,0.013219111826735543
2021,Laendlicher Raum,Ostdeutschland,higher vocational,0.010232359837987636,27598,0.009045028873969786,0.011419690802005486
2021,Laendlicher Raum,Ostdeutschland,general elemantary,0.009219782562353443,27598,0.008092153477874276,0.010347411646832609
2021,Laendlicher Raum,Westdeutschland,inadequately,0.009113195480707739,27598,0.007992043130186918,0.01023434783122856
2021,Staedtischer Raum,Westdeutschland,in school,0.006874866766147943,27598,0.005899986238991255,0.007849747293304631
2021,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.00682157322532509,27598,0.0058504526009518255,0.007792693849698355
2021,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.005062886378170966,27598,0.004225522596665679,0.005900250159676252
2021,Staedtischer Raum,Ostdeutschland,general elemantary,0.004636538051588148,27598,0.003835035281569634,0.005438040821606661
2021,Staedtischer Raum,Ostdeutschland,higher vocational,0.004050309102536773,27598,0.0033009671445412446,0.004799651060532301
2021,Staedtischer Raum,Ostdeutschland,inadequately,0.003783841398422511,27598,0.0030594712921853933,0.004508211504659629
2021,Laendlicher Raum,Ostdeutschland,inadequately,0.0028245576636111705,27598,0.0021984078204831795,0.0034507075067391614
2021,Laendlicher Raum,Westdeutschland,in school,0.0019185674696226818,27598,0.0014022833192573877,0.002434851619987976
2021,Laendlicher Raum,Ostdeutschland,in school,0.0010658708164570454,27598,0.0006808909854297646,0.0014508506474843262
2021,Staedtischer Raum,Ostdeutschland,in school,0.0008526966531656363,27598,0.0005083234852920296,0.001197069821039243
2021,-1,Westdeutschland,vocational + Abi,5.329354082285227e-05,27598,-3.283418524986399e-05,0.00013942126689556853
