year,regtyp,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
1995,Staedtischer Raum,Westdeutschland,inadequately,0.03460396812997969,17246,0.03187607352530752,0.03733186273465187
1995,Staedtischer Raum,Westdeutschland,higher vocational,0.02960474925792845,17246,0.027075061580621094,0.0321344369352358
1995,Staedtischer Raum,Westdeutschland,vocational + Abi,0.025855335103890018,17246,0.023486697094400003,0.028223973113380034
1995,Staedtischer Raum,Ostdeutschland,higher education,0.025620996719262615,17246,0.023262833565045264,0.027979159873479965
1995,Laendlicher Raum,Ostdeutschland,general elemantary,0.020153101077956568,17246,0.018055794430934406,0.02225040772497873
1995,Laendlicher Raum,Ostdeutschland,higher vocational,0.012341821590376504,17246,0.010694020276999686,0.013989622903753322
1995,Laendlicher Raum,Westdeutschland,higher vocational,0.011326355256991095,17246,0.009746986841055861,0.012905723672926328
1995,Laendlicher Raum,Westdeutschland,higher education,0.011248242462115294,17246,0.009674267392146732,0.012822217532083856
1995,Staedtischer Raum,Ostdeutschland,general elemantary,0.007733166692704265,17246,0.006425777760910995,0.009040555624497536
1995,Staedtischer Raum,Westdeutschland,in school,0.006639587564443055,17246,0.005427494807291413,0.007851680321594699
1995,Laendlicher Raum,Westdeutschland,inadequately,0.006092798000312451,17246,0.004931367600745802,0.007254228399879101
1995,Staedtischer Raum,Ostdeutschland,higher vocational,0.005780346820809248,17246,0.0046489108004758245,0.006911782841142672
1995,Laendlicher Raum,Westdeutschland,vocational + Abi,0.005467895641306046,17246,0.0043672908665091876,0.006568500416102904
1995,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.003436962974535229,17246,0.002563485530167546,0.004310440418902912
1995,Laendlicher Raum,Ostdeutschland,in school,0.0021090454616466176,17246,0.0014243516635217722,0.002793739259771463
1995,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0019528198718950164,17246,0.0012939213863363116,0.002611718357453721
1995,Staedtischer Raum,Ostdeutschland,in school,0.0014841431026402126,17246,0.0009095938652329093,0.0020586923400475157
1995,Laendlicher Raum,Westdeutschland,in school,0.0010154663333854085,17246,0.0005401048086744399,0.001490827858096377
1995,Laendlicher Raum,Ostdeutschland,inadequately,0.0003905639743790033,17246,9.566507970246418e-05,0.0006854628690555423
1995,Staedtischer Raum,Ostdeutschland,inadequately,0.00023433838462740198,17246,5.892833647535569e-06,0.0004627839356072684
1996,Staedtischer Raum,Westdeutschland,middle vocational,0.27824633991088477,16862,0.27148222843349257,0.28501045138827696
1996,Staedtischer Raum,Westdeutschland,general elemantary,0.11982813494589434,16862,0.11492623243394452,0.12473003745784415
1996,Laendlicher Raum,Ostdeutschland,middle vocational,0.11091661362189688,16862,0.10617669290716357,0.11565653433663019
1996,Laendlicher Raum,Westdeutschland,middle vocational,0.08633036282622533,16862,0.08209122137457056,0.0905695042778801
1996,Staedtischer Raum,Westdeutschland,higher education,0.06118714194780395,16862,0.05756953709729003,0.06480474679831787
1996,Staedtischer Raum,Ostdeutschland,middle vocational,0.050843411839592616,16862,0.04752761582500175,0.05415920785418348
1996,Laendlicher Raum,Ostdeutschland,higher education,0.039147040101845956,16862,0.03621965768188519,0.04207442252180672
1996,Laendlicher Raum,Westdeutschland,general elemantary,0.0366008911521324,16862,0.03376656072647035,0.03943522157779445
1996,Staedtischer Raum,Westdeutschland,inadequately,0.031826861871419476,16862,0.02917729458486812,0.034476429157970834
1996,Staedtischer Raum,Westdeutschland,higher vocational,0.030951623169955443,16862,0.028337560635273453,0.03356568570463743
1996,Staedtischer Raum,Ostdeutschland,higher education,0.027609802673456398,16862,0.025136635540735548,0.030082969806177248
1996,Staedtischer Raum,Westdeutschland,vocational + Abi,0.026098026734563972,16862,0.023691653504412734,0.02850439996471521
1996,Laendlicher Raum,Ostdeutschland,general elemantary,0.019971355824315723,16862,0.01785969244555492,0.022083019203076527
1996,Laendlicher Raum,Westdeutschland,higher education,0.012412476129853597,16862,0.010741314177302529,0.014083638082404665
1996,Laendlicher Raum,Ostdeutschland,higher vocational,0.012014640356460852,16862,0.010370146819305683,0.013659133893616022
1996,Laendlicher Raum,Westdeutschland,higher vocational,0.01153723742838956,16862,0.009925357822109336,0.013149117034669785
1996,Staedtischer Raum,Ostdeutschland,general elemantary,0.0076384468491406746,16862,0.006324314747278981,0.008952578951002368
1996,Staedtischer Raum,Westdeutschland,in school,0.0076384468491406746,16862,0.006324314747278981,0.008952578951002368
1996,Staedtischer Raum,Ostdeutschland,higher vocational,0.0062062380649267985,16862,0.00502084091867808,0.007391635211175517
1996,Laendlicher Raum,Westdeutschland,inadequately,0.0062062380649267985,16862,0.00502084091867808,0.007391635211175517
1996,Laendlicher Raum,Westdeutschland,vocational + Abi,0.0054105665181413114,16862,0.004303318734344397,0.0065178143019382255
1996,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.003898790579248886,16862,0.0029581618987850333,0.0048394192597127385
1996,Laendlicher Raum,Ostdeutschland,in school,0.0022278803309993636,16862,0.0015162357596623694,0.0029395249023363578
1996,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002068746021642266,16862,0.0013829334703152757,0.002754558572969256
1996,Staedtischer Raum,Ostdeutschland,in school,0.0011139401654996818,16862,0.0006104506436698979,0.0016174296873294656
1996,Laendlicher Raum,Westdeutschland,in school,0.0011139401654996818,16862,0.0006104506436698979,0.0016174296873294656
1996,Laendlicher Raum,Ostdeutschland,inadequately,0.0005569700827498409,16862,0.00020084998439099853,0.0009130901811086833
1996,Staedtischer Raum,Ostdeutschland,inadequately,0.0003978357733927435,16862,9.683539684141295e-05,0.0006988361499440741
1997,Staedtischer Raum,Westdeutschland,middle vocational,0.2781430078727376,16487,0.2713031841430292,0.28498283160244603
1997,Staedtischer Raum,Westdeutschland,general elemantary,0.12036360685009334,16487,0.11539671797392159,0.1253304957262651
1997,Laendlicher Raum,Ostdeutschland,middle vocational,0.11013716419121825,16487,0.105358420561672,0.1149159078207645
1997,Laendlicher Raum,Westdeutschland,middle vocational,0.08651895138381625,16487,0.08222763389238143,0.09081026887525108
1997,Staedtischer Raum,Westdeutschland,higher education,0.06257608960311663,16487,0.058879021285173416,0.06627315792105984
1997,Staedtischer Raum,Ostdeutschland,middle vocational,0.05088872656440224,16487,0.047534019447881826,0.05424343368092266
1997,Laendlicher Raum,Ostdeutschland,higher education,0.04082460839217596,16487,0.037803994049813924,0.04384522273453799
1997,Laendlicher Raum,Westdeutschland,general elemantary,0.035711387062738416,16487,0.032878742187748985,0.038544031937727846
1997,Staedtischer Raum,Westdeutschland,higher vocational,0.031409788166544925,16487,0.028747299338798372,0.034072276994291474
1997,Staedtischer Raum,Westdeutschland,inadequately,0.031003976949922896,16487,0.028358189498263353,0.03364976440158244
1997,Staedtischer Raum,Ostdeutschland,higher education,0.027108189270351433,16487,0.024629239192302407,0.02958713934840046
1997,Staedtischer Raum,Westdeutschland,vocational + Abi,0.02499797094391689,16487,0.022614881232882224,0.027381060654951557
1997,Laendlicher Raum,Ostdeutschland,general elemantary,0.01996591185780375,16487,0.01783065356084296,0.02210117015476454
1997,Laendlicher Raum,Westdeutschland,higher education,0.012904796688580472,16487,0.011181974896622043,0.0146276184805389
1997,Laendlicher Raum,Ostdeutschland,higher vocational,0.012255498741985229,16487,0.010576025621080423,0.013934971862890035
1997,Laendlicher Raum,Westdeutschland,higher vocational,0.011200389578767957,16487,0.009593981202077193,0.01280679795545872
1997,Staedtischer Raum,Westdeutschland,in school,0.0071422774125476825,16487,0.0058568512979329974,0.008427703527162368
1997,Staedtischer Raum,Ostdeutschland,general elemantary,0.0070611151692232775,16487,0.005782961240710847,0.008339269097735708
1997,Staedtischer Raum,Ostdeutschland,higher vocational,0.006411817222628033,16487,0.005193447696064196,0.007630186749191871
1997,Laendlicher Raum,Westdeutschland,vocational + Abi,0.005681357032708384,16487,0.004534064717105177,0.006828649348311591
1997,Laendlicher Raum,Westdeutschland,inadequately,0.005681357032708384,16487,0.004534064717105177,0.006828649348311591
1997,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0038957876795714633,16487,0.0029448867310399264,0.004846688628103
1997,Laendlicher Raum,Ostdeutschland,in school,0.0024348672997321647,16487,0.001682563021635275,0.0031871715778290545
1997,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0020290560831101373,16487,0.0013421597050384789,0.0027159524611817957
1997,Staedtischer Raum,Ostdeutschland,in school,0.0013797581365148932,16487,0.0008131446377857053,0.001946371635244081
1997,Laendlicher Raum,Westdeutschland,in school,0.0013797581365148932,16487,0.0008131446377857053,0.001946371635244081
1997,Laendlicher Raum,Ostdeutschland,inadequately,0.0004869734599464329,16487,0.00015020444384343344,0.0008237424760494324
1997,Staedtischer Raum,Ostdeutschland,inadequately,0.00032464897329762194,16487,4.965589587746077e-05,0.0005996420507177831
1997,-1,Westdeutschland,middle vocational,8.116224332440549e-05,16487,-5.635103909364366e-05,0.00021867552574245463
1998,Staedtischer Raum,Westdeutschland,middle vocational,0.2782920274708868,18147,0.2717714691211323,0.28481258582064134
1998,Staedtischer Raum,Westdeutschland,general elemantary,0.12048372648551807,18147,0.11574742011420228,0.12522003285683386
1998,Laendlicher Raum,Ostdeutschland,middle vocational,0.10831591519856673,18147,0.10379417822485278,0.11283765217228069
1998,Laendlicher Raum,Westdeutschland,middle vocational,0.08942968050164228,18147,0.08527773889983709,0.09358162210344748
1998,Staedtischer Raum,Westdeutschland,higher education,0.06822932218572708,18147,0.06456077845978916,0.071897865911665
1998,Staedtischer Raum,Ostdeutschland,middle vocational,0.047999402806808,18147,0.044889189471019,0.051109616142597
1998,Laendlicher Raum,Ostdeutschland,higher education,0.040161242161839354,18147,0.03730459658182815,0.04301788774185056
1998,Laendlicher Raum,Westdeutschland,general elemantary,0.036354135562854585,18147,0.03363087439141425,0.03907739673429492
1998,Staedtischer Raum,Westdeutschland,higher vocational,0.0320991340698716,18147,0.029534557032962917,0.034663711106780286
1998,Staedtischer Raum,Westdeutschland,inadequately,0.026873693639892504,18147,0.02452080193215121,0.0292265853476338
1998,Staedtischer Raum,Westdeutschland,vocational + Abi,0.0266497461928934,18147,0.024306409118729937,0.028993083267056866
1998,Staedtischer Raum,Ostdeutschland,higher education,0.024634219169901463,18147,0.022378906240108524,0.026889532099694403
1998,Laendlicher Raum,Ostdeutschland,general elemantary,0.018960883845924155,18147,0.016976498082521514,0.020945269609326796
1998,Laendlicher Raum,Westdeutschland,higher education,0.013959390862944163,18147,0.012252387855634473,0.015666393870253852
1998,Laendlicher Raum,Ostdeutschland,higher vocational,0.011645267243953419,18147,0.010084332294525726,0.013206202193381112
1998,Laendlicher Raum,Westdeutschland,higher vocational,0.011421319796954314,18147,0.009875291573821363,0.012967348020087265
1998,Staedtischer Raum,Westdeutschland,in school,0.007614213197969543,18147,0.006349458107750397,0.00887896828818869
1998,Staedtischer Raum,Ostdeutschland,general elemantary,0.0074649148999701405,18147,0.006212526558514361,0.00871730324142592
1998,Staedtischer Raum,Ostdeutschland,higher vocational,0.006046581068975813,18147,0.0049186265001702366,0.00717453563778139
1998,Laendlicher Raum,Westdeutschland,vocational + Abi,0.005971931919976112,18147,0.004850919563666085,0.00709294427628614
1998,Laendlicher Raum,Westdeutschland,inadequately,0.005076142131979695,18147,0.004042154220787589,0.006110130043171801
1998,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.003135264257987459,18147,0.002321855500239379,0.003948673015735539
1998,Laendlicher Raum,Ostdeutschland,in school,0.0030606151089877577,18147,0.00225691803460265,0.0038643121833728655
1998,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0019408778739922366,18147,0.0013005080029243271,0.002581247745060146
1998,Laendlicher Raum,Westdeutschland,in school,0.0015676321289937296,18147,0.000992013215252285,0.002143251042735174
1998,Staedtischer Raum,Ostdeutschland,in school,0.001492982979994028,18147,0.0009312154406050525,0.0020547505193830038
1998,Laendlicher Raum,Ostdeutschland,inadequately,0.0006718423409973126,18147,0.0002948422983894712,0.001048842383605154
1998,Staedtischer Raum,Ostdeutschland,inadequately,0.0004478948939982084,18147,0.00014004115929189124,0.0007557486287045256
1999,Staedtischer Raum,Westdeutschland,middle vocational,0.2770352369380316,17396,0.27038468877408794,0.2836857851019753
1999,Staedtischer Raum,Westdeutschland,general elemantary,0.11778554070473876,17396,0.11299522156816019,0.12257585984131733
1999,Laendlicher Raum,Ostdeutschland,middle vocational,0.1089003645200486,17396,0.10427113012135472,0.11352959891874248
1999,Laendlicher Raum,Westdeutschland,middle vocational,0.09143377885783718,17396,0.08715063166305297,0.0957169260526214
1999,Staedtischer Raum,Westdeutschland,higher education,0.06948663426488456,17396,0.06570792639790149,0.07326534213186764
1999,Staedtischer Raum,Ostdeutschland,middle vocational,0.04867861482381531,17396,0.04548072050503317,0.05187650914259745
1999,Laendlicher Raum,Ostdeutschland,higher education,0.040097205346294046,17396,0.037181779146949596,0.043012631545638495
1999,Laendlicher Raum,Westdeutschland,general elemantary,0.03569258809234508,17396,0.032935642824800944,0.03844953335988922
1999,Staedtischer Raum,Westdeutschland,higher vocational,0.0318955042527339,17396,0.029284201499813076,0.03450680700565473
1999,Staedtischer Raum,Westdeutschland,vocational + Abi,0.026731470230862697,17396,0.02433451934620828,0.029128421115517115
1999,Staedtischer Raum,Westdeutschland,inadequately,0.02657958687727825,17396,0.02418926872373141,0.028969905030825086
1999,Staedtischer Raum,Ostdeutschland,higher education,0.024984811664641556,17396,0.02266541460427808,0.02730420872500503
1999,Laendlicher Raum,Ostdeutschland,general elemantary,0.018757594167679224,17396,0.016741512624041634,0.020773675711316813
1999,Laendlicher Raum,Westdeutschland,higher education,0.014201093560145808,17396,0.012442820053739157,0.01595936706655246
1999,Laendlicher Raum,Ostdeutschland,higher vocational,0.012302551640340218,17396,0.010664449657171223,0.013940653623509214
1999,Laendlicher Raum,Westdeutschland,higher vocational,0.011543134872417983,17396,0.009955786986465053,0.013130482758370914
1999,Staedtischer Raum,Ostdeutschland,general elemantary,0.007594167679222357,17396,0.006304089240413145,0.008884246118031569
1999,Staedtischer Raum,Westdeutschland,in school,0.007138517618469016,17396,0.005887453059967209,0.008389582176970823
1999,Staedtischer Raum,Ostdeutschland,higher vocational,0.006075334143377886,17396,0.004920570264494448,0.007230098022261324
1999,Laendlicher Raum,Westdeutschland,vocational + Abi,0.005847509113001215,17396,0.004714474106816609,0.006980544119185821
1999,Laendlicher Raum,Westdeutschland,inadequately,0.004632442284325638,17396,0.003623356422870961,0.005641528145780316
1999,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.00318955042527339,17396,0.0023516307289703797,0.004027470121576401
1999,Laendlicher Raum,Ostdeutschland,in school,0.002885783718104496,17396,0.002088641675144878,0.0036829257610641137
1999,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002430133657351154,17396,0.0016984588312123979,0.0031618084834899103
1999,Laendlicher Raum,Westdeutschland,in school,0.0016707168894289186,17396,0.0010638132967643755,0.0022776204820934617
1999,Staedtischer Raum,Ostdeutschland,in school,0.0012910085054678008,17396,0.0007574090182418076,0.0018246079926937941
1999,Laendlicher Raum,Ostdeutschland,inadequately,0.0006834750911300122,17396,0.0002951063635449242,0.0010718438187151001
1999,Staedtischer Raum,Ostdeutschland,inadequately,0.0004556500607533414,17396,0.0001385121780389668,0.0007727879434677161
2000,Staedtischer Raum,Westdeutschland,middle vocational,0.29663879739886834,30607,0.29152140322948944,0.30175619156824723
2000,Laendlicher Raum,Westdeutschland,middle vocational,0.10628325310362301,30607,0.10283040036058655,0.10973610584665947
2000,Laendlicher Raum,Ostdeutschland,middle vocational,0.09699349717084706,30607,0.09367789482904174,0.10030909951265238
2000,Staedtischer Raum,Westdeutschland,general elemantary,0.09230639304112828,30607,0.08906351050192114,0.09554927558033542
2000,Staedtischer Raum,Westdeutschland,higher education,0.0891394307913183,30607,0.08594710968808045,0.09233175189455614
2000,Staedtischer Raum,Westdeutschland,higher vocational,0.04336626974073136,30607,0.0410843804619767,0.04564815901948602
2000,Staedtischer Raum,Ostdeutschland,middle vocational,0.04011485516425978,30607,0.037916448969557884,0.04231326135896167
2000,Staedtischer Raum,Westdeutschland,vocational + Abi,0.034329870787940205,30607,0.03229003046349657,0.03636971111238384
2000,Laendlicher Raum,Ostdeutschland,higher education,0.033020859724685415,30607,0.031018931832404124,0.03502278761696671
2000,Laendlicher Raum,Westdeutschland,general elemantary,0.032049657968077024,30607,0.030076399714727902,0.03402291622142614
2000,Staedtischer Raum,Ostdeutschland,higher education,0.02136643864538468,30607,0.019746413288163657,0.022986464002605705
2000,Laendlicher Raum,Westdeutschland,higher education,0.017608310108943502,30607,0.016134821208479255,0.01908179900940775
2000,Laendlicher Raum,Ostdeutschland,general elemantary,0.015159192635757116,30607,0.013790308333460757,0.016528076938053474
2000,Laendlicher Raum,Ostdeutschland,higher vocational,0.014821383329110717,30607,0.013467605030782464,0.01617516162743897
2000,Laendlicher Raum,Westdeutschland,higher vocational,0.014779157165779917,30607,0.013427279731304536,0.0161310346002553
2000,Staedtischer Raum,Westdeutschland,inadequately,0.013470146102525124,30607,0.012178668262053867,0.014761623942996382
2000,Laendlicher Raum,Westdeutschland,vocational + Abi,0.007685161726205557,30607,0.006706805669494342,0.008663517782916772
2000,Staedtischer Raum,Ostdeutschland,higher vocational,0.006545055316273964,30607,0.005641662904828738,0.007448447727719189
2000,Staedtischer Raum,Westdeutschland,in school,0.006460602989612364,30607,0.0055630196909122725,0.007358186288312455
2000,Staedtischer Raum,Ostdeutschland,general elemantary,0.00536272274301157,30607,0.004544501543467652,0.006180943942555488
2000,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.003040283759817583,30607,0.002423487751339601,0.003657079768295565
2000,Laendlicher Raum,Westdeutschland,inadequately,0.0025757959631787855,30607,0.002007935842855098,0.003143656083502473
2000,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002195760493201588,30607,0.0016713627120209626,0.002720158274382213
2000,Laendlicher Raum,Ostdeutschland,in school,0.0015201418799087915,30607,0.0010836688576118531,0.00195661490220573
2000,Laendlicher Raum,Westdeutschland,in school,0.0014779157165779918,30607,0.0010475384125949734,0.0019082930205610103
2000,Staedtischer Raum,Ostdeutschland,in school,0.0009289755932775948,30607,0.0005876679426540989,0.0012702832439010906
2000,Laendlicher Raum,Ostdeutschland,inadequately,0.0005911662866311967,30607,0.00031885094390003195,0.0008634816293623614
2000,Staedtischer Raum,Ostdeutschland,inadequately,0.00016890465332319906,30607,2.3315233090298625e-05,0.0003144940735560995
2001,Staedtischer Raum,Westdeutschland,middle vocational,0.29483480688692415,27798,0.28947456847860026,0.30019504529524804
2001,Laendlicher Raum,Westdeutschland,middle vocational,0.10418799441600744,27798,0.10059657129396582,0.10777941753804907
2001,Laendlicher Raum,Ostdeutschland,middle vocational,0.09841786877617496,27798,0.09491608825976289,0.10191964929258704
2001,Staedtischer Raum,Westdeutschland,higher education,0.09083294555607259,27798,0.08745468735393325,0.09421120375821193
2001,Staedtischer Raum,Westdeutschland,general elemantary,0.08915774778966962,27798,0.085807704454838,0.09250779112450123
2001,Staedtischer Raum,Westdeutschland,higher vocational,0.04313634248487669,27798,0.04074800340258568,0.0455246815671677
2001,Staedtischer Raum,Ostdeutschland,middle vocational,0.04104234527687296,27798,0.03871014900928322,0.04337454154446271
2001,Staedtischer Raum,Westdeutschland,vocational + Abi,0.036249418334108885,27798,0.03405215482256958,0.03844668184564819
2001,Laendlicher Raum,Ostdeutschland,higher education,0.03429502093997208,27798,0.03215564519585702,0.03643439668408714
2001,Laendlicher Raum,Westdeutschland,general elemantary,0.03085155886458818,27798,0.02881881338811806,0.0328843043410583
2001,Staedtischer Raum,Ostdeutschland,higher education,0.022568636575151232,27798,0.020822633144050563,0.0243146400062519
2001,Laendlicher Raum,Westdeutschland,higher education,0.017496510004653326,27798,0.015955192674078685,0.019037827335227967
2001,Laendlicher Raum,Ostdeutschland,general elemantary,0.014378780828292229,27798,0.012979305165472167,0.01577825649111229
2001,Laendlicher Raum,Ostdeutschland,higher vocational,0.014239181014425313,27798,0.012846416870014258,0.01563194515883637
2001,Laendlicher Raum,Westdeutschland,higher vocational,0.014239181014425313,27798,0.012846416870014258,0.01563194515883637
2001,Staedtischer Raum,Westdeutschland,inadequately,0.011354118194509074,27798,0.010108610593371087,0.01259962579564706
2001,Staedtischer Raum,Westdeutschland,in school,0.007864122847836203,27798,0.006825733993435513,0.008902511702236894
2001,Laendlicher Raum,Westdeutschland,vocational + Abi,0.007817589576547232,27798,0.0067822531577460595,0.008852925995348404
2001,Staedtischer Raum,Ostdeutschland,higher vocational,0.006375058166589111,27798,0.0054394314506588486,0.007310684882519373
2001,Staedtischer Raum,Ostdeutschland,general elemantary,0.006002791996277338,27798,0.005094723673920008,0.006910860318634668
2001,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.003257328990228013,27798,0.0025874881332494646,0.003927169847206561
2001,Laendlicher Raum,Westdeutschland,inadequately,0.0024662633783154955,27798,0.0018831771026916184,0.0030493496539393725
2001,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0023731968357375522,27798,0.0018011913013916327,0.0029452023700834717
2001,Laendlicher Raum,Ostdeutschland,in school,0.002280130293159609,27798,0.0017194265711547605,0.0028408340151644578
2001,Laendlicher Raum,Westdeutschland,in school,0.0021405304792926944,27798,0.0015972242359745426,0.0026838367226108464
2001,Staedtischer Raum,Ostdeutschland,in school,0.0013959981386691485,27798,0.0009570751105282843,0.0018349211668100126
2001,Laendlicher Raum,Ostdeutschland,inadequately,0.0006514657980456026,27798,0.00035151253135408595,0.0009514190647371193
2001,Staedtischer Raum,Ostdeutschland,inadequately,9.306654257794323e-05,27798,-2.033680533608771e-05,0.0002064698904919742
2002,Staedtischer Raum,Westdeutschland,middle vocational,0.28800284798860804,28961,0.2827874576999736,0.29321823827724247
2002,Staedtischer Raum,Westdeutschland,higher education,0.12063901744393023,28961,0.11688776072571057,0.12439027416214989
2002,Laendlicher Raum,Westdeutschland,middle vocational,0.09910110359558562,28961,0.09565977163889229,0.10254243555227895
2002,Laendlicher Raum,Ostdeutschland,middle vocational,0.09011213955144179,28961,0.08681425931069628,0.0934100197921873
2002,Staedtischer Raum,Westdeutschland,general elemantary,0.07916518333926664,28961,0.076055563694374,0.08227480298415929
2002,Staedtischer Raum,Westdeutschland,higher vocational,0.04307582769668921,28961,0.040737502697841994,0.045414152695536426
2002,Staedtischer Raum,Ostdeutschland,middle vocational,0.03791384834460662,28961,0.03571419010138576,0.04011350658782748
2002,Staedtischer Raum,Westdeutschland,vocational + Abi,0.0374688501245995,28961,0.03528163311926657,0.039656067129932436
2002,Laendlicher Raum,Ostdeutschland,higher education,0.035555357778568886,28961,0.033422605210808774,0.037688110346329
2002,Laendlicher Raum,Westdeutschland,general elemantary,0.02834638661445354,28961,0.026434976487463794,0.03025779674144329
2002,Laendlicher Raum,Westdeutschland,higher education,0.023362406550373797,28961,0.021622704794190574,0.02510210830655702
2002,Staedtischer Raum,Ostdeutschland,higher education,0.023317906728373087,28961,0.021579823024795247,0.025055990431950927
2002,Laendlicher Raum,Westdeutschland,higher vocational,0.014373442506229975,28961,0.01300260527513632,0.01574427973732363
2002,Laendlicher Raum,Ostdeutschland,higher vocational,0.01379494482022072,28961,0.01245158334175413,0.015138306298687308
2002,Laendlicher Raum,Ostdeutschland,general elemantary,0.012103951584193664,28961,0.010844537610694007,0.01336336555769332
2002,Staedtischer Raum,Westdeutschland,inadequately,0.009745461018155927,28961,0.008614040866317174,0.01087688116999468
2002,Staedtischer Raum,Westdeutschland,in school,0.009300462798148808,28961,0.008194927650117343,0.010405997946180273
2002,Laendlicher Raum,Westdeutschland,vocational + Abi,0.00845496618013528,28961,0.007400430074756837,0.009509502285513722
2002,Staedtischer Raum,Ostdeutschland,higher vocational,0.0063189747241011035,28961,0.0054063418635195365,0.0072316075846826705
2002,Staedtischer Raum,Ostdeutschland,general elemantary,0.0054289782840868635,28961,0.004582674568831078,0.006275281999342649
2002,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0036044855820576717,28961,0.0029142667209492504,0.004294704443166093
2002,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002402990388038448,28961,0.001839089367357646,0.00296689140871925
2002,Laendlicher Raum,Ostdeutschland,in school,0.0023584905660377358,28961,0.0017998227904284531,0.0029171583416470184
2002,Laendlicher Raum,Westdeutschland,inadequately,0.0022249911000356,28961,0.0016823286832712702,0.00276765351679993
2002,Laendlicher Raum,Westdeutschland,in school,0.001868992524029904,28961,0.0013715454847733793,0.0023664395632864285
2002,Staedtischer Raum,Ostdeutschland,in school,0.001201495194019224,28961,0.0008025169125949734,0.0016004734754434746
2002,Laendlicher Raum,Ostdeutschland,inadequately,0.000578497686009256,28961,0.0003015648507327953,0.0008554305212857168
2002,Staedtischer Raum,Ostdeutschland,inadequately,0.000177999288002848,28961,2.43538139908513e-05,0.0003316447620148447
2003,Staedtischer Raum,Westdeutschland,middle vocational,0.28786684593629747,27727,0.28253741231400825,0.2931962795585867
2003,Staedtischer Raum,Westdeutschland,higher education,0.11947702721498447,27727,0.1156591919974121,0.12329486243255684
2003,Laendlicher Raum,Westdeutschland,middle vocational,0.09662014928833047,27727,0.0931425968932391,0.10009770168342184
2003,Laendlicher Raum,Ostdeutschland,middle vocational,0.09068570633779963,27727,0.0873055945850511,0.09406581809054815
2003,Staedtischer Raum,Westdeutschland,general elemantary,0.07765774954796235,27727,0.07450751360597935,0.08080798548994536
2003,Staedtischer Raum,Westdeutschland,higher vocational,0.04274653437804256,27727,0.04036548413786588,0.04512758461821924
2003,Staedtischer Raum,Ostdeutschland,middle vocational,0.03954749872502202,27727,0.037253452913214545,0.0418415445368295
2003,Staedtischer Raum,Westdeutschland,vocational + Abi,0.03848115350734851,27727,0.036216991119238845,0.04074531589545817
2003,Laendlicher Raum,Ostdeutschland,higher education,0.03625573740089944,27727,0.034055477903693024,0.03845599689810586
2003,Laendlicher Raum,Westdeutschland,general elemantary,0.02721498446845009,27727,0.02529977133300246,0.029130197603897717
2003,Staedtischer Raum,Ostdeutschland,higher education,0.023645046131021374,27727,0.021856588813072234,0.025433503448970513
2003,Laendlicher Raum,Westdeutschland,higher education,0.022485975242245815,27727,0.020740868514667863,0.024231081969823768
2003,Laendlicher Raum,Westdeutschland,higher vocational,0.014557930363021002,27727,0.01314808981058895,0.015967770915453053
2003,Laendlicher Raum,Ostdeutschland,higher vocational,0.014279753349714869,27727,0.012883250514696264,0.015676256184733475
2003,Laendlicher Raum,Ostdeutschland,general elemantary,0.012564328434327043,27727,0.011253249991953687,0.013875406876700398
2003,Staedtischer Raum,Westdeutschland,in school,0.010014372479020817,27727,0.008842363482767273,0.01118638147527436
2003,Staedtischer Raum,Westdeutschland,inadequately,0.009550744123510594,27727,0.008405918476585592,0.010695569770435596
2003,Laendlicher Raum,Westdeutschland,vocational + Abi,0.00843803607028606,27727,0.007361359534709268,0.009514712605862851
2003,Staedtischer Raum,Ostdeutschland,higher vocational,0.006676248319347211,27727,0.005717694987612714,0.007634801651081708
2003,Staedtischer Raum,Ostdeutschland,general elemantary,0.005378088923918587,27727,0.004517198988217031,0.006238978859620143
2003,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.004079929528489962,27727,0.003329615263523118,0.004830243793456807
2003,Laendlicher Raum,Ostdeutschland,in school,0.002596318790857249,27727,0.001997329411767954,0.003195308169946544
2003,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002503593119755204,27727,0.0019153698853702683,0.00309181635414014
2003,Laendlicher Raum,Westdeutschland,inadequately,0.002364504613102137,27727,0.001792814529201305,0.0029361946970029693
2003,Laendlicher Raum,Westdeutschland,in school,0.002179053270898048,27727,0.0016301891244650704,0.002727917417331026
