"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"vocational + Abi","1984","(Fach-)Abitur","Berlin","","","",""
"vocational + Abi","1984","(Fach-)Abitur","Brandenburg","","","",""
"vocational + Abi","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1984","(Fach-)Abitur","Sachsen","","","",""
"vocational + Abi","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"vocational + Abi","1984","(Fach-)Abitur","Thueringen","","","",""
"vocational + Abi","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"vocational + Abi","1984","AkademikerInnen","Hamburg","","","",""
"vocational + Abi","1984","AkademikerInnen","Niedersachsen","","","",""
"vocational + Abi","1984","AkademikerInnen","Bremen","","","",""
"vocational + Abi","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"vocational + Abi","1984","AkademikerInnen","Hessen","","","",""
"vocational + Abi","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"vocational + Abi","1984","AkademikerInnen","Bayern","","","",""
"vocational + Abi","1984","AkademikerInnen","Saarland","","","",""
"vocational + Abi","1984","AkademikerInnen","Berlin","","","",""
"vocational + Abi","1984","AkademikerInnen","Brandenburg","","","",""
"vocational + Abi","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1984","AkademikerInnen","Sachsen","","","",""
"vocational + Abi","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"vocational + Abi","1984","AkademikerInnen","Thueringen","","","",""
"higher vocational","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher vocational","1984","(noch) kein Abschluss","Hamburg","","","",""
"higher vocational","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"higher vocational","1984","(noch) kein Abschluss","Bremen","","","",""
"higher vocational","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher vocational","1984","(noch) kein Abschluss","Hessen","","","",""
"higher vocational","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher vocational","1984","(noch) kein Abschluss","Bayern","","","",""
"higher vocational","1984","(noch) kein Abschluss","Saarland","","","",""
"higher vocational","1984","(noch) kein Abschluss","Berlin","","","",""
"higher vocational","1984","(noch) kein Abschluss","Brandenburg","","","",""
"higher vocational","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","(noch) kein Abschluss","Sachsen","","","",""
"higher vocational","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher vocational","1984","(noch) kein Abschluss","Thueringen","","","",""
"higher vocational","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","1984","Hauptschulabschluss","Hamburg","","","",""
"higher vocational","1984","Hauptschulabschluss","Niedersachsen","36","0.0527716493699036","0.0367600446426811","0.068783254097126"
"higher vocational","1984","Hauptschulabschluss","Bremen","","","",""
"higher vocational","1984","Hauptschulabschluss","Nordrhein-Westfalen","73","0.0424268723141069","0.0333277626922247","0.0515259819359892"
"higher vocational","1984","Hauptschulabschluss","Hessen","","","",""
"higher vocational","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","Hauptschulabschluss","Baden-Wuerttemberg","53","0.0514161340130342","0.0396832006344758","0.0631490673915926"
"higher vocational","1984","Hauptschulabschluss","Bayern","60","0.0522128938300773","0.0401016186904756","0.064324168969679"
"higher vocational","1984","Hauptschulabschluss","Saarland","","","",""
"higher vocational","1984","Hauptschulabschluss","Berlin","","","",""
"higher vocational","1984","Hauptschulabschluss","Brandenburg","","","",""
"higher vocational","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","Hauptschulabschluss","Sachsen","","","",""
"higher vocational","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher vocational","1984","Hauptschulabschluss","Thueringen","","","",""
"higher vocational","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","1984","Realschulabschluss","Hamburg","","","",""
"higher vocational","1984","Realschulabschluss","Niedersachsen","","","",""
"higher vocational","1984","Realschulabschluss","Bremen","","","",""
"higher vocational","1984","Realschulabschluss","Nordrhein-Westfalen","43","0.0978828199705981","0.0708156837445365","0.12494995619666"
"higher vocational","1984","Realschulabschluss","Hessen","","","",""
"higher vocational","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","Realschulabschluss","Baden-Wuerttemberg","38","0.139846927338777","0.0994387547787808","0.180255099898773"
"higher vocational","1984","Realschulabschluss","Bayern","43","0.121908113400908","0.0885705759672496","0.155245650834566"
"higher vocational","1984","Realschulabschluss","Saarland","","","",""
"higher vocational","1984","Realschulabschluss","Berlin","","","",""
"higher vocational","1984","Realschulabschluss","Brandenburg","","","",""
"higher vocational","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","Realschulabschluss","Sachsen","","","",""
"higher vocational","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"higher vocational","1984","Realschulabschluss","Thueringen","","","",""
"higher vocational","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher vocational","1984","(Fach-)Abitur","Hamburg","","","",""
"higher vocational","1984","(Fach-)Abitur","Niedersachsen","","","",""
"higher vocational","1984","(Fach-)Abitur","Bremen","","","",""
"higher vocational","1984","(Fach-)Abitur","Nordrhein-Westfalen","40","0.189402127246661","0.141866087957885","0.236938166535437"
"higher vocational","1984","(Fach-)Abitur","Hessen","","","",""
"higher vocational","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"higher vocational","1984","(Fach-)Abitur","Bayern","","","",""
"higher vocational","1984","(Fach-)Abitur","Saarland","","","",""
"higher vocational","1984","(Fach-)Abitur","Berlin","","","",""
"higher vocational","1984","(Fach-)Abitur","Brandenburg","","","",""
"higher vocational","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","(Fach-)Abitur","Sachsen","","","",""
"higher vocational","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher vocational","1984","(Fach-)Abitur","Thueringen","","","",""
"higher vocational","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"higher vocational","1984","AkademikerInnen","Hamburg","","","",""
"higher vocational","1984","AkademikerInnen","Niedersachsen","","","",""
"higher vocational","1984","AkademikerInnen","Bremen","","","",""
"higher vocational","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"higher vocational","1984","AkademikerInnen","Hessen","","","",""
"higher vocational","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"higher vocational","1984","AkademikerInnen","Bayern","","","",""
"higher vocational","1984","AkademikerInnen","Saarland","","","",""
"higher vocational","1984","AkademikerInnen","Berlin","","","",""
"higher vocational","1984","AkademikerInnen","Brandenburg","","","",""
"higher vocational","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","AkademikerInnen","Sachsen","","","",""
"higher vocational","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"higher vocational","1984","AkademikerInnen","Thueringen","","","",""
"higher education","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher education","1984","(noch) kein Abschluss","Hamburg","","","",""
"higher education","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"higher education","1984","(noch) kein Abschluss","Bremen","","","",""
"higher education","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher education","1984","(noch) kein Abschluss","Hessen","","","",""
"higher education","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher education","1984","(noch) kein Abschluss","Bayern","","","",""
"higher education","1984","(noch) kein Abschluss","Saarland","","","",""
"higher education","1984","(noch) kein Abschluss","Berlin","","","",""
"higher education","1984","(noch) kein Abschluss","Brandenburg","","","",""
"higher education","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher education","1984","(noch) kein Abschluss","Sachsen","","","",""
"higher education","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher education","1984","(noch) kein Abschluss","Thueringen","","","",""
"higher education","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher education","1984","Hauptschulabschluss","Hamburg","","","",""
"higher education","1984","Hauptschulabschluss","Niedersachsen","","","",""
"higher education","1984","Hauptschulabschluss","Bremen","","","",""
"higher education","1984","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","1984","Hauptschulabschluss","Hessen","","","",""
"higher education","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","1984","Hauptschulabschluss","Bayern","","","",""
"higher education","1984","Hauptschulabschluss","Saarland","","","",""
"higher education","1984","Hauptschulabschluss","Berlin","","","",""
"higher education","1984","Hauptschulabschluss","Brandenburg","","","",""
"higher education","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","1984","Hauptschulabschluss","Sachsen","","","",""
"higher education","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher education","1984","Hauptschulabschluss","Thueringen","","","",""
"higher education","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"higher education","1984","Realschulabschluss","Hamburg","","","",""
"higher education","1984","Realschulabschluss","Niedersachsen","","","",""
"higher education","1984","Realschulabschluss","Bremen","","","",""
"higher education","1984","Realschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","1984","Realschulabschluss","Hessen","","","",""
"higher education","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","Realschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","1984","Realschulabschluss","Bayern","","","",""
"higher education","1984","Realschulabschluss","Saarland","","","",""
"higher education","1984","Realschulabschluss","Berlin","","","",""
"higher education","1984","Realschulabschluss","Brandenburg","","","",""
"higher education","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","1984","Realschulabschluss","Sachsen","","","",""
"higher education","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"higher education","1984","Realschulabschluss","Thueringen","","","",""
"higher education","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher education","1984","(Fach-)Abitur","Hamburg","","","",""
"higher education","1984","(Fach-)Abitur","Niedersachsen","","","",""
"higher education","1984","(Fach-)Abitur","Bremen","","","",""
"higher education","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"higher education","1984","(Fach-)Abitur","Hessen","","","",""
"higher education","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"higher education","1984","(Fach-)Abitur","Bayern","","","",""
"higher education","1984","(Fach-)Abitur","Saarland","","","",""
"higher education","1984","(Fach-)Abitur","Berlin","","","",""
"higher education","1984","(Fach-)Abitur","Brandenburg","","","",""
"higher education","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher education","1984","(Fach-)Abitur","Sachsen","","","",""
"higher education","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher education","1984","(Fach-)Abitur","Thueringen","","","",""
"higher education","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"higher education","1984","AkademikerInnen","Hamburg","","","",""
"higher education","1984","AkademikerInnen","Niedersachsen","78","1","1","1"
"higher education","1984","AkademikerInnen","Bremen","","","",""
"higher education","1984","AkademikerInnen","Nordrhein-Westfalen","226","1","1","1"
"higher education","1984","AkademikerInnen","Hessen","93","1","1","1"
"higher education","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","37","1","1","1"
"higher education","1984","AkademikerInnen","Baden-Wuerttemberg","126","1","1","1"
"higher education","1984","AkademikerInnen","Bayern","157","1","1","1"
"higher education","1984","AkademikerInnen","Saarland","","","",""
"higher education","1984","AkademikerInnen","Berlin","37","1","1","1"
"higher education","1984","AkademikerInnen","Brandenburg","","","",""
"higher education","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"higher education","1984","AkademikerInnen","Sachsen","","","",""
"higher education","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"higher education","1984","AkademikerInnen","Thueringen","","","",""
"in school","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"in school","1985","(noch) kein Abschluss","Hamburg","","","",""
"in school","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"in school","1985","(noch) kein Abschluss","Bremen","","","",""
"in school","1985","(noch) kein Abschluss","Nordrhein-Westfalen","62","0.421320237945724","0.369141427109359","0.473499048782089"
"in school","1985","(noch) kein Abschluss","Hessen","","","",""
"in school","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","1985","(noch) kein Abschluss","Baden-Wuerttemberg","41","0.4493655655457","0.393263842757986","0.505467288333415"
"in school","1985","(noch) kein Abschluss","Bayern","","","",""
"in school","1985","(noch) kein Abschluss","Saarland","","","",""
"in school","1985","(noch) kein Abschluss","Berlin","","","",""
"in school","1985","(noch) kein Abschluss","Brandenburg","","","",""
"in school","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
