"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"inadequately","1989","Hauptschulabschluss","Niedersachsen","","","",""
"inadequately","1989","Hauptschulabschluss","Bremen","","","",""
"inadequately","1989","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","1989","Hauptschulabschluss","Hessen","","","",""
"inadequately","1989","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1989","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","1989","Hauptschulabschluss","Bayern","","","",""
"inadequately","1989","Hauptschulabschluss","Saarland","","","",""
"inadequately","1989","Hauptschulabschluss","Berlin","","","",""
"inadequately","1989","Hauptschulabschluss","Brandenburg","","","",""
"inadequately","1989","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","1989","Hauptschulabschluss","Sachsen","","","",""
"inadequately","1989","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","1989","Hauptschulabschluss","Thueringen","","","",""
"inadequately","1989","Realschulabschluss","Schleswig-Holstein","","","",""
"inadequately","1989","Realschulabschluss","Hamburg","","","",""
"inadequately","1989","Realschulabschluss","Niedersachsen","","","",""
"inadequately","1989","Realschulabschluss","Bremen","","","",""
"inadequately","1989","Realschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","1989","Realschulabschluss","Hessen","","","",""
"inadequately","1989","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1989","Realschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","1989","Realschulabschluss","Bayern","","","",""
"inadequately","1989","Realschulabschluss","Saarland","","","",""
"inadequately","1989","Realschulabschluss","Berlin","","","",""
"inadequately","1989","Realschulabschluss","Brandenburg","","","",""
"inadequately","1989","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","1989","Realschulabschluss","Sachsen","","","",""
"inadequately","1989","Realschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","1989","Realschulabschluss","Thueringen","","","",""
"inadequately","1989","(Fach-)Abitur","Schleswig-Holstein","","","",""
"inadequately","1989","(Fach-)Abitur","Hamburg","","","",""
"inadequately","1989","(Fach-)Abitur","Niedersachsen","","","",""
"inadequately","1989","(Fach-)Abitur","Bremen","","","",""
"inadequately","1989","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"inadequately","1989","(Fach-)Abitur","Hessen","","","",""
"inadequately","1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1989","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"inadequately","1989","(Fach-)Abitur","Bayern","","","",""
"inadequately","1989","(Fach-)Abitur","Saarland","","","",""
"inadequately","1989","(Fach-)Abitur","Berlin","","","",""
"inadequately","1989","(Fach-)Abitur","Brandenburg","","","",""
"inadequately","1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"inadequately","1989","(Fach-)Abitur","Sachsen","","","",""
"inadequately","1989","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"inadequately","1989","(Fach-)Abitur","Thueringen","","","",""
"inadequately","1989","AkademikerInnen","Schleswig-Holstein","","","",""
"inadequately","1989","AkademikerInnen","Hamburg","","","",""
"inadequately","1989","AkademikerInnen","Niedersachsen","","","",""
"inadequately","1989","AkademikerInnen","Bremen","","","",""
"inadequately","1989","AkademikerInnen","Nordrhein-Westfalen","","","",""
"inadequately","1989","AkademikerInnen","Hessen","","","",""
"inadequately","1989","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1989","AkademikerInnen","Baden-Wuerttemberg","","","",""
"inadequately","1989","AkademikerInnen","Bayern","","","",""
"inadequately","1989","AkademikerInnen","Saarland","","","",""
"inadequately","1989","AkademikerInnen","Berlin","","","",""
"inadequately","1989","AkademikerInnen","Brandenburg","","","",""
"inadequately","1989","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"inadequately","1989","AkademikerInnen","Sachsen","","","",""
"inadequately","1989","AkademikerInnen","Sachsen-Anhalt","","","",""
"inadequately","1989","AkademikerInnen","Thueringen","","","",""
"general elemantary","1989","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"general elemantary","1989","(noch) kein Abschluss","Hamburg","","","",""
"general elemantary","1989","(noch) kein Abschluss","Niedersachsen","","","",""
"general elemantary","1989","(noch) kein Abschluss","Bremen","","","",""
"general elemantary","1989","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"general elemantary","1989","(noch) kein Abschluss","Hessen","","","",""
"general elemantary","1989","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","1989","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"general elemantary","1989","(noch) kein Abschluss","Bayern","","","",""
"general elemantary","1989","(noch) kein Abschluss","Saarland","","","",""
"general elemantary","1989","(noch) kein Abschluss","Berlin","","","",""
"general elemantary","1989","(noch) kein Abschluss","Brandenburg","","","",""
"general elemantary","1989","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","1989","(noch) kein Abschluss","Sachsen","","","",""
"general elemantary","1989","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"general elemantary","1989","(noch) kein Abschluss","Thueringen","","","",""
"general elemantary","1989","Hauptschulabschluss","Schleswig-Holstein","54","0.261084290413609","0.195443819519581","0.326724761307638"
"general elemantary","1989","Hauptschulabschluss","Hamburg","35","0.224279557199403","0.142528090255197","0.306031024143608"
"general elemantary","1989","Hauptschulabschluss","Niedersachsen","216","0.379630026707877","0.339790302297682","0.419469751118073"
"general elemantary","1989","Hauptschulabschluss","Bremen","","","",""
"general elemantary","1989","Hauptschulabschluss","Nordrhein-Westfalen","540","0.329861389378265","0.305250792506844","0.354471986249687"
"general elemantary","1989","Hauptschulabschluss","Hessen","239","0.365203341700659","0.32466806563959","0.405738617761729"
"general elemantary","1989","Hauptschulabschluss","Rheinland-Pfalz,Saarland","199","0.416068921084942","0.371601645154147","0.460536197015737"
"general elemantary","1989","Hauptschulabschluss","Baden-Wuerttemberg","465","0.394626115769636","0.365340055325258","0.423912176214015"
"general elemantary","1989","Hauptschulabschluss","Bayern","355","0.316150581138021","0.286859348663279","0.345441813612763"
"general elemantary","1989","Hauptschulabschluss","Saarland","","","",""
"general elemantary","1989","Hauptschulabschluss","Berlin","69","0.3644292751624","0.290995697069966","0.437862853254834"
"general elemantary","1989","Hauptschulabschluss","Brandenburg","","","",""
"general elemantary","1989","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","1989","Hauptschulabschluss","Sachsen","","","",""
"general elemantary","1989","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"general elemantary","1989","Hauptschulabschluss","Thueringen","","","",""
"general elemantary","1989","Realschulabschluss","Schleswig-Holstein","","","",""
"general elemantary","1989","Realschulabschluss","Hamburg","","","",""
"general elemantary","1989","Realschulabschluss","Niedersachsen","51","0.21163731489511","0.156782160628708","0.266492469161511"
"general elemantary","1989","Realschulabschluss","Bremen","","","",""
"general elemantary","1989","Realschulabschluss","Nordrhein-Westfalen","99","0.209526106493217","0.17132572646154","0.247726486524894"
"general elemantary","1989","Realschulabschluss","Hessen","32","0.118273813667594","0.0691485135229042","0.167399113812284"
"general elemantary","1989","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","1989","Realschulabschluss","Baden-Wuerttemberg","80","0.257611987412593","0.205156494817216","0.310067480007969"
"general elemantary","1989","Realschulabschluss","Bayern","68","0.210836038492209","0.163228077358946","0.258443999625473"
"general elemantary","1989","Realschulabschluss","Saarland","","","",""
"general elemantary","1989","Realschulabschluss","Berlin","","","",""
"general elemantary","1989","Realschulabschluss","Brandenburg","","","",""
"general elemantary","1989","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","1989","Realschulabschluss","Sachsen","","","",""
"general elemantary","1989","Realschulabschluss","Sachsen-Anhalt","","","",""
"general elemantary","1989","Realschulabschluss","Thueringen","","","",""
"general elemantary","1989","(Fach-)Abitur","Schleswig-Holstein","","","",""
"general elemantary","1989","(Fach-)Abitur","Hamburg","","","",""
"general elemantary","1989","(Fach-)Abitur","Niedersachsen","","","",""
"general elemantary","1989","(Fach-)Abitur","Bremen","","","",""
"general elemantary","1989","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"general elemantary","1989","(Fach-)Abitur","Hessen","","","",""
"general elemantary","1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","1989","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"general elemantary","1989","(Fach-)Abitur","Bayern","","","",""
"general elemantary","1989","(Fach-)Abitur","Saarland","","","",""
"general elemantary","1989","(Fach-)Abitur","Berlin","","","",""
"general elemantary","1989","(Fach-)Abitur","Brandenburg","","","",""
"general elemantary","1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"general elemantary","1989","(Fach-)Abitur","Sachsen","","","",""
"general elemantary","1989","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"general elemantary","1989","(Fach-)Abitur","Thueringen","","","",""
"general elemantary","1989","AkademikerInnen","Schleswig-Holstein","","","",""
"general elemantary","1989","AkademikerInnen","Hamburg","","","",""
"general elemantary","1989","AkademikerInnen","Niedersachsen","","","",""
"general elemantary","1989","AkademikerInnen","Bremen","","","",""
"general elemantary","1989","AkademikerInnen","Nordrhein-Westfalen","","","",""
"general elemantary","1989","AkademikerInnen","Hessen","","","",""
"general elemantary","1989","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","1989","AkademikerInnen","Baden-Wuerttemberg","","","",""
"general elemantary","1989","AkademikerInnen","Bayern","","","",""
"general elemantary","1989","AkademikerInnen","Saarland","","","",""
"general elemantary","1989","AkademikerInnen","Berlin","","","",""
"general elemantary","1989","AkademikerInnen","Brandenburg","","","",""
"general elemantary","1989","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"general elemantary","1989","AkademikerInnen","Sachsen","","","",""
"general elemantary","1989","AkademikerInnen","Sachsen-Anhalt","","","",""
"general elemantary","1989","AkademikerInnen","Thueringen","","","",""
"middle vocational","1989","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"middle vocational","1989","(noch) kein Abschluss","Hamburg","","","",""
"middle vocational","1989","(noch) kein Abschluss","Niedersachsen","","","",""
"middle vocational","1989","(noch) kein Abschluss","Bremen","","","",""
"middle vocational","1989","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"middle vocational","1989","(noch) kein Abschluss","Hessen","","","",""
"middle vocational","1989","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","1989","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"middle vocational","1989","(noch) kein Abschluss","Bayern","","","",""
"middle vocational","1989","(noch) kein Abschluss","Saarland","","","",""
"middle vocational","1989","(noch) kein Abschluss","Berlin","","","",""
"middle vocational","1989","(noch) kein Abschluss","Brandenburg","","","",""
"middle vocational","1989","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"middle vocational","1989","(noch) kein Abschluss","Sachsen","","","",""
"middle vocational","1989","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"middle vocational","1989","(noch) kein Abschluss","Thueringen","","","",""
"middle vocational","1989","Hauptschulabschluss","Schleswig-Holstein","108","0.665132688161753","0.594602605728186","0.73566277059532"
"middle vocational","1989","Hauptschulabschluss","Hamburg","60","0.706862545957096","0.6176448030165","0.796080288897692"
"middle vocational","1989","Hauptschulabschluss","Niedersachsen","323","0.552709311279769","0.511891098763345","0.593527523796194"
"middle vocational","1989","Hauptschulabschluss","Bremen","39","0.557495426710591","0.436749928167383","0.678240925253799"
"middle vocational","1989","Hauptschulabschluss","Nordrhein-Westfalen","800","0.625106014649068","0.599766099317993","0.650445929980143"
"middle vocational","1989","Hauptschulabschluss","Hessen","277","0.571063279857316","0.529396764733999","0.612729794980634"
"middle vocational","1989","Hauptschulabschluss","Rheinland-Pfalz,Saarland","255","0.539329536457612","0.494361970724222","0.584297102191002"
"middle vocational","1989","Hauptschulabschluss","Baden-Wuerttemberg","552","0.54279988579938","0.512950923250683","0.572648848348077"
"middle vocational","1989","Hauptschulabschluss","Bayern","567","0.629373947812371","0.598948795214934","0.659799100409808"
"middle vocational","1989","Hauptschulabschluss","Saarland","","","",""
"middle vocational","1989","Hauptschulabschluss","Berlin","89","0.585863003123091","0.510704837708081","0.661021168538101"
"middle vocational","1989","Hauptschulabschluss","Brandenburg","","","",""
"middle vocational","1989","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"middle vocational","1989","Hauptschulabschluss","Sachsen","","","",""
"middle vocational","1989","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"middle vocational","1989","Hauptschulabschluss","Thueringen","","","",""
"middle vocational","1989","Realschulabschluss","Schleswig-Holstein","49","0.736663954812429","0.634214705318725","0.839113204306132"
"middle vocational","1989","Realschulabschluss","Hamburg","30","0.798084604099881","0.676680706512292","0.919488501687469"
"middle vocational","1989","Realschulabschluss","Niedersachsen","137","0.674647513009894","0.611729671283847","0.737565354735941"
"middle vocational","1989","Realschulabschluss","Bremen","","","",""
"middle vocational","1989","Realschulabschluss","Nordrhein-Westfalen","300","0.70911561502191","0.66648480595034","0.75174642409348"
"middle vocational","1989","Realschulabschluss","Hessen","125","0.837599743056232","0.781494212867805","0.893705273244659"
"middle vocational","1989","Realschulabschluss","Rheinland-Pfalz,Saarland","61","0.671017906759375","0.575527487207109","0.766508326311641"
"middle vocational","1989","Realschulabschluss","Baden-Wuerttemberg","158","0.631905396284089","0.574056081687919","0.68975471088026"
"middle vocational","1989","Realschulabschluss","Bayern","184","0.680801899869086","0.626393736577443","0.735210063160729"
"middle vocational","1989","Realschulabschluss","Saarland","","","",""
"middle vocational","1989","Realschulabschluss","Berlin","38","0.679673820833881","0.561609423712379","0.797738217955383"
"middle vocational","1989","Realschulabschluss","Brandenburg","","","",""
"middle vocational","1989","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"middle vocational","1989","Realschulabschluss","Sachsen","","","",""
"middle vocational","1989","Realschulabschluss","Sachsen-Anhalt","","","",""
"middle vocational","1989","Realschulabschluss","Thueringen","","","",""
"middle vocational","1989","(Fach-)Abitur","Schleswig-Holstein","","","",""
"middle vocational","1989","(Fach-)Abitur","Hamburg","","","",""
"middle vocational","1989","(Fach-)Abitur","Niedersachsen","38","0.480883815813899","0.365476269444571","0.596291362183228"
"middle vocational","1989","(Fach-)Abitur","Bremen","","","",""
"middle vocational","1989","(Fach-)Abitur","Nordrhein-Westfalen","124","0.468375454829249","0.406145542321193","0.530605367337304"
"middle vocational","1989","(Fach-)Abitur","Hessen","43","0.494747653805834","0.387828752056426","0.601666555555241"
"middle vocational","1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","1989","(Fach-)Abitur","Baden-Wuerttemberg","51","0.367391982156792","0.282194312038283","0.452589652275301"
"middle vocational","1989","(Fach-)Abitur","Bayern","47","0.444760414324338","0.351894781562881","0.537626047085795"
"middle vocational","1989","(Fach-)Abitur","Saarland","","","",""
"middle vocational","1989","(Fach-)Abitur","Berlin","","","",""
"middle vocational","1989","(Fach-)Abitur","Brandenburg","","","",""
"middle vocational","1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"middle vocational","1989","(Fach-)Abitur","Sachsen","","","",""
"middle vocational","1989","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"middle vocational","1989","(Fach-)Abitur","Thueringen","","","",""
"middle vocational","1989","AkademikerInnen","Schleswig-Holstein","","","",""
"middle vocational","1989","AkademikerInnen","Hamburg","","","",""
"middle vocational","1989","AkademikerInnen","Niedersachsen","","","",""
"middle vocational","1989","AkademikerInnen","Bremen","","","",""
"middle vocational","1989","AkademikerInnen","Nordrhein-Westfalen","","","",""
"middle vocational","1989","AkademikerInnen","Hessen","","","",""
"middle vocational","1989","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"middle vocational","1989","AkademikerInnen","Baden-Wuerttemberg","","","",""
"middle vocational","1989","AkademikerInnen","Bayern","","","",""
"middle vocational","1989","AkademikerInnen","Saarland","","","",""
"middle vocational","1989","AkademikerInnen","Berlin","","","",""
"middle vocational","1989","AkademikerInnen","Brandenburg","","","",""
"middle vocational","1989","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"middle vocational","1989","AkademikerInnen","Sachsen","","","",""
"middle vocational","1989","AkademikerInnen","Sachsen-Anhalt","","","",""
"middle vocational","1989","AkademikerInnen","Thueringen","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Hamburg","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Niedersachsen","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Bremen","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Hessen","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Bayern","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Saarland","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Berlin","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Brandenburg","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Sachsen","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Thueringen","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Schleswig-Holstein","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Hamburg","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Niedersachsen","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Bremen","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Hessen","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Bayern","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Saarland","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Berlin","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Brandenburg","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Sachsen","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Thueringen","","","",""
"vocational + Abi","1989","Realschulabschluss","Schleswig-Holstein","","","",""
"vocational + Abi","1989","Realschulabschluss","Hamburg","","","",""
"vocational + Abi","1989","Realschulabschluss","Niedersachsen","","","",""
"vocational + Abi","1989","Realschulabschluss","Bremen","","","",""
"vocational + Abi","1989","Realschulabschluss","Nordrhein-Westfalen","","","",""
"vocational + Abi","1989","Realschulabschluss","Hessen","","","",""
"vocational + Abi","1989","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1989","Realschulabschluss","Baden-Wuerttemberg","","","",""
"vocational + Abi","1989","Realschulabschluss","Bayern","","","",""
"vocational + Abi","1989","Realschulabschluss","Saarland","","","",""
"vocational + Abi","1989","Realschulabschluss","Berlin","","","",""
"vocational + Abi","1989","Realschulabschluss","Brandenburg","","","",""
"vocational + Abi","1989","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1989","Realschulabschluss","Sachsen","","","",""
"vocational + Abi","1989","Realschulabschluss","Sachsen-Anhalt","","","",""
"vocational + Abi","1989","Realschulabschluss","Thueringen","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Schleswig-Holstein","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Hamburg","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Niedersachsen","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Bremen","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Nordrhein-Westfalen","81","0.331930539409746","0.273204051375967","0.390657027443525"
"vocational + Abi","1989","(Fach-)Abitur","Hessen","33","0.397645218751804","0.292984789547779","0.502305647955829"
"vocational + Abi","1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Baden-Wuerttemberg","56","0.418934681769307","0.331741772156964","0.50612759138165"
"vocational + Abi","1989","(Fach-)Abitur","Bayern","46","0.361525127555173","0.271742378801379","0.451307876308967"
"vocational + Abi","1989","(Fach-)Abitur","Saarland","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Berlin","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Brandenburg","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Sachsen","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Thueringen","","","",""
"vocational + Abi","1989","AkademikerInnen","Schleswig-Holstein","","","",""
"vocational + Abi","1989","AkademikerInnen","Hamburg","","","",""
"vocational + Abi","1989","AkademikerInnen","Niedersachsen","","","",""
"vocational + Abi","1989","AkademikerInnen","Bremen","","","",""
"vocational + Abi","1989","AkademikerInnen","Nordrhein-Westfalen","","","",""
"vocational + Abi","1989","AkademikerInnen","Hessen","","","",""
"vocational + Abi","1989","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1989","AkademikerInnen","Baden-Wuerttemberg","","","",""
"vocational + Abi","1989","AkademikerInnen","Bayern","","","",""
"vocational + Abi","1989","AkademikerInnen","Saarland","","","",""
"vocational + Abi","1989","AkademikerInnen","Berlin","","","",""
"vocational + Abi","1989","AkademikerInnen","Brandenburg","","","",""
"vocational + Abi","1989","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1989","AkademikerInnen","Sachsen","","","",""
"vocational + Abi","1989","AkademikerInnen","Sachsen-Anhalt","","","",""
"vocational + Abi","1989","AkademikerInnen","Thueringen","","","",""
"higher vocational","1989","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher vocational","1989","(noch) kein Abschluss","Hamburg","","","",""
"higher vocational","1989","(noch) kein Abschluss","Niedersachsen","","","",""
"higher vocational","1989","(noch) kein Abschluss","Bremen","","","",""
"higher vocational","1989","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher vocational","1989","(noch) kein Abschluss","Hessen","","","",""
"higher vocational","1989","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1989","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher vocational","1989","(noch) kein Abschluss","Bayern","","","",""
"higher vocational","1989","(noch) kein Abschluss","Saarland","","","",""
"higher vocational","1989","(noch) kein Abschluss","Berlin","","","",""
"higher vocational","1989","(noch) kein Abschluss","Brandenburg","","","",""
"higher vocational","1989","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","1989","(noch) kein Abschluss","Sachsen","","","",""
"higher vocational","1989","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher vocational","1989","(noch) kein Abschluss","Thueringen","","","",""
"higher vocational","1989","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","1989","Hauptschulabschluss","Hamburg","","","",""
"higher vocational","1989","Hauptschulabschluss","Niedersachsen","","","",""
"higher vocational","1989","Hauptschulabschluss","Bremen","","","",""
"higher vocational","1989","Hauptschulabschluss","Nordrhein-Westfalen","56","0.0432389304145911","0.0325922724221896","0.0538855884069926"
"higher vocational","1989","Hauptschulabschluss","Hessen","","","",""
"higher vocational","1989","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1989","Hauptschulabschluss","Baden-Wuerttemberg","48","0.0569388735803271","0.0430543635209268","0.0708233836397276"
"higher vocational","1989","Hauptschulabschluss","Bayern","41","0.0482554334826714","0.0347551239490674","0.0617557430162754"
"higher vocational","1989","Hauptschulabschluss","Saarland","","","",""
"higher vocational","1989","Hauptschulabschluss","Berlin","","","",""
"higher vocational","1989","Hauptschulabschluss","Brandenburg","","","",""
"higher vocational","1989","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","1989","Hauptschulabschluss","Sachsen","","","",""
"higher vocational","1989","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher vocational","1989","Hauptschulabschluss","Thueringen","","","",""
"higher vocational","1989","Realschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","1989","Realschulabschluss","Hamburg","","","",""
"higher vocational","1989","Realschulabschluss","Niedersachsen","","","",""
"higher vocational","1989","Realschulabschluss","Bremen","","","",""
"higher vocational","1989","Realschulabschluss","Nordrhein-Westfalen","37","0.0813582784848728","0.0556969695902313","0.107019587379514"
"higher vocational","1989","Realschulabschluss","Hessen","","","",""
"higher vocational","1989","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1989","Realschulabschluss","Baden-Wuerttemberg","","","",""
"higher vocational","1989","Realschulabschluss","Bayern","30","0.108362061638705","0.0720829673831329","0.144641155894276"
"higher vocational","1989","Realschulabschluss","Saarland","","","",""
"higher vocational","1989","Realschulabschluss","Berlin","","","",""
"higher vocational","1989","Realschulabschluss","Brandenburg","","","",""
"higher vocational","1989","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","1989","Realschulabschluss","Sachsen","","","",""
"higher vocational","1989","Realschulabschluss","Sachsen-Anhalt","","","",""
"higher vocational","1989","Realschulabschluss","Thueringen","","","",""
"higher vocational","1989","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher vocational","1989","(Fach-)Abitur","Hamburg","","","",""
"higher vocational","1989","(Fach-)Abitur","Niedersachsen","","","",""
"higher vocational","1989","(Fach-)Abitur","Bremen","","","",""
"higher vocational","1989","(Fach-)Abitur","Nordrhein-Westfalen","42","0.199694005761006","0.149838840103152","0.249549171418859"
"higher vocational","1989","(Fach-)Abitur","Hessen","","","",""
"higher vocational","1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1989","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"higher vocational","1989","(Fach-)Abitur","Bayern","","","",""
"higher vocational","1989","(Fach-)Abitur","Saarland","","","",""
"higher vocational","1989","(Fach-)Abitur","Berlin","","","",""
"higher vocational","1989","(Fach-)Abitur","Brandenburg","","","",""
"higher vocational","1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher vocational","1989","(Fach-)Abitur","Sachsen","","","",""
"higher vocational","1989","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher vocational","1989","(Fach-)Abitur","Thueringen","","","",""
"higher vocational","1989","AkademikerInnen","Schleswig-Holstein","","","",""
"higher vocational","1989","AkademikerInnen","Hamburg","","","",""
"higher vocational","1989","AkademikerInnen","Niedersachsen","","","",""
"higher vocational","1989","AkademikerInnen","Bremen","","","",""
"higher vocational","1989","AkademikerInnen","Nordrhein-Westfalen","","","",""
"higher vocational","1989","AkademikerInnen","Hessen","","","",""
"higher vocational","1989","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1989","AkademikerInnen","Baden-Wuerttemberg","","","",""
"higher vocational","1989","AkademikerInnen","Bayern","","","",""
