"pgisced97","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"higher vocational","2004","66 und älter","weiblich","83","0.040207047695574","0.0317688907402019","0.048645204650946"
"higher education","2004","16-34 Jahre alt","maennlich","252","0.104507887381098","0.09270578152705","0.116309993235146"
"higher education","2004","16-34 Jahre alt","weiblich","293","0.113277304024265","0.101596472691916","0.124958135356614"
"higher education","2004","35-65 Jahre alt","maennlich","1732","0.220483269682333","0.209977559223035","0.230988980141631"
"higher education","2004","35-65 Jahre alt","weiblich","1405","0.164959576653597","0.155771468182515","0.174147685124678"
"higher education","2004","66 und älter","maennlich","443","0.212132538733508","0.192862578366819","0.231402499100197"
"higher education","2004","66 und älter","weiblich","186","0.0780519954726159","0.0665293301451573","0.0895746608000745"
"in school","2005","16-34 Jahre alt","maennlich","312","0.0998245998948542","0.087859072507949","0.111790127281759"
"in school","2005","16-34 Jahre alt","weiblich","340","0.104978907678193","0.0933215072255826","0.116636308130803"
"in school","2005","35-65 Jahre alt","maennlich","","","",""
"in school","2005","35-65 Jahre alt","weiblich","","","",""
"in school","2005","66 und älter","maennlich","","","",""
"in school","2005","66 und älter","weiblich","","","",""
"inadequately","2005","16-34 Jahre alt","maennlich","36","0.0236851884756296","0.0176152701515188","0.0297551067997405"
"inadequately","2005","16-34 Jahre alt","weiblich","","","",""
"inadequately","2005","35-65 Jahre alt","maennlich","53","0.0128040167918593","0.0098685583377113","0.0157394752460073"
"inadequately","2005","35-65 Jahre alt","weiblich","79","0.0153220256026248","0.0122124943552337","0.0184315568500159"
"inadequately","2005","66 und älter","maennlich","","","",""
"inadequately","2005","66 und älter","weiblich","37","0.0175353049827484","0.0118769135042052","0.0231936964612916"
"general elemantary","2005","16-34 Jahre alt","maennlich","417","0.196622878387153","0.180758383812923","0.212487372961382"
"general elemantary","2005","16-34 Jahre alt","weiblich","420","0.17780425460043","0.163263305888299","0.19234520331256"
"general elemantary","2005","35-65 Jahre alt","maennlich","242","0.049446462346121","0.0437859331499056","0.0551069915423364"
"general elemantary","2005","35-65 Jahre alt","weiblich","589","0.119610121143402","0.111395052296418","0.127825189990385"
"general elemantary","2005","66 und älter","maennlich","124","0.0781362232313331","0.0655401715565608","0.0907322749061054"
"general elemantary","2005","66 und älter","weiblich","624","0.316135290836275","0.2960905964624","0.33617998521015"
"middle vocational","2005","16-34 Jahre alt","maennlich","1158","0.469260462816611","0.449340102536092","0.489180823097129"
"middle vocational","2005","16-34 Jahre alt","weiblich","1186","0.44940830926222","0.430490561474669","0.468326057049772"
"middle vocational","2005","35-65 Jahre alt","maennlich","2829","0.550953547447463","0.537966684493124","0.563940410401802"
"middle vocational","2005","35-65 Jahre alt","weiblich","3150","0.557344433751377","0.544770113396455","0.569918754106299"
"middle vocational","2005","66 und älter","maennlich","921","0.554640984380918","0.531315216267224","0.577966752494612"
"middle vocational","2005","66 und älter","weiblich","1064","0.505665430219952","0.48411182241458","0.527219038025324"
"vocational + Abi","2005","16-34 Jahre alt","maennlich","177","0.0825896714980446","0.0716022909186892","0.0935770520774"
"vocational + Abi","2005","16-34 Jahre alt","weiblich","262","0.0997548509857203","0.0883580894119722","0.111151612559468"
"vocational + Abi","2005","35-65 Jahre alt","maennlich","245","0.0471173498518393","0.0415849792076089","0.0526497204960698"
"vocational + Abi","2005","35-65 Jahre alt","weiblich","351","0.0606351046534779","0.0545932684027401","0.0666769409042157"
"vocational + Abi","2005","66 und älter","maennlich","46","0.0274916733873339","0.0198176679464912","0.0351656788281766"
"vocational + Abi","2005","66 und älter","weiblich","56","0.0357248285953767","0.0277234757612283","0.0437261814295252"
"higher vocational","2005","16-34 Jahre alt","maennlich","78","0.0276351827845559","0.0210919062531384","0.0341784593159734"
"higher vocational","2005","16-34 Jahre alt","weiblich","131","0.0462750125994089","0.0382855253292948","0.0542644998695231"
"higher vocational","2005","35-65 Jahre alt","maennlich","648","0.122023414755474","0.113477389244358","0.130569440266591"
"higher vocational","2005","35-65 Jahre alt","weiblich","455","0.0742760769866371","0.0676378065047409","0.0809143474685332"
"higher vocational","2005","66 und älter","maennlich","173","0.109411804659479","0.0947615420838995","0.124062067235058"
"higher vocational","2005","66 und älter","weiblich","83","0.0420173135764439","0.0333682154621527","0.050666411690735"
"higher education","2005","16-34 Jahre alt","maennlich","233","0.100382016143152","0.0883868433846408","0.112377188901664"
"higher education","2005","16-34 Jahre alt","weiblich","290","0.113050265864439","0.101007691034015","0.125092840694864"
"higher education","2005","35-65 Jahre alt","maennlich","1618","0.217655208807243","0.206881015556256","0.22842940205823"
"higher education","2005","35-65 Jahre alt","weiblich","1370","0.172812237862481","0.16324075956123","0.182383716163732"
"higher education","2005","66 und älter","maennlich","466","0.220871902875343","0.201402639497511","0.240341166253174"
"higher education","2005","66 und älter","weiblich","203","0.082921831789204","0.0710336490071329","0.0948100145712751"
"in school","2006","16-34 Jahre alt","maennlich","321","0.101062634094246","0.0891202473978981","0.113005020790595"
"in school","2006","16-34 Jahre alt","weiblich","310","0.0891965625342633","0.0784673037186857","0.0999258213498409"
"in school","2006","35-65 Jahre alt","maennlich","","","",""
"in school","2006","35-65 Jahre alt","weiblich","","","",""
"in school","2006","66 und älter","maennlich","","","",""
"in school","2006","66 und älter","weiblich","","","",""
"inadequately","2006","16-34 Jahre alt","maennlich","34","0.0254066618322177","0.0191719464989864","0.031641377165449"
"inadequately","2006","16-34 Jahre alt","weiblich","","","",""
"inadequately","2006","35-65 Jahre alt","maennlich","52","0.0125403009907431","0.00971730038217844","0.0153633015993078"
"inadequately","2006","35-65 Jahre alt","weiblich","75","0.0151371874090873","0.0121567519652869","0.0181176228528878"
"inadequately","2006","66 und älter","maennlich","","","",""
"inadequately","2006","66 und älter","weiblich","44","0.018320437026937","0.0129427836512932","0.0236980904025808"
"general elemantary","2006","16-34 Jahre alt","maennlich","421","0.189342071435017","0.173819149061219","0.204864993808815"
"general elemantary","2006","16-34 Jahre alt","weiblich","432","0.185676662843881","0.171039381052681","0.200313944635081"
"general elemantary","2006","35-65 Jahre alt","maennlich","248","0.0511950477702646","0.0456039157225725","0.0567861798179566"
"general elemantary","2006","35-65 Jahre alt","weiblich","612","0.112275272305766","0.104568891366129","0.119981653245402"
"general elemantary","2006","66 und älter","maennlich","138","0.0741549679324021","0.0629214903242032","0.085388445540601"
"general elemantary","2006","66 und älter","weiblich","707","0.314363219780514","0.295746509778437","0.332979929782591"
"middle vocational","2006","16-34 Jahre alt","maennlich","1181","0.479531551941706","0.459737399815384","0.499325704068028"
"middle vocational","2006","16-34 Jahre alt","weiblich","1218","0.454942024793819","0.436197142848227","0.473686906739411"
"middle vocational","2006","35-65 Jahre alt","maennlich","2997","0.541962658996651","0.529323085300867","0.554602232692434"
"middle vocational","2006","35-65 Jahre alt","weiblich","3407","0.551723220829078","0.539583659072805","0.563862782585351"
"middle vocational","2006","66 und älter","maennlich","1112","0.553190121797183","0.531875700820142","0.574504542774225"
"middle vocational","2006","66 und älter","weiblich","1229","0.505075608916706","0.48502684310501","0.525124374728403"
"vocational + Abi","2006","16-34 Jahre alt","maennlich","166","0.0738550375404297","0.0634926303857834","0.084217444695076"
"vocational + Abi","2006","16-34 Jahre alt","weiblich","287","0.106340242860738","0.0947359613244086","0.117944524397067"
"vocational + Abi","2006","35-65 Jahre alt","maennlich","267","0.0498078540863842","0.0442889615795427","0.0553267465932257"
"vocational + Abi","2006","35-65 Jahre alt","weiblich","388","0.0614211099867414","0.055560221243645","0.0672819987298378"
"vocational + Abi","2006","66 und älter","maennlich","51","0.0290346502120983","0.0218362645126993","0.0362330359114973"
"vocational + Abi","2006","66 und älter","weiblich","61","0.0294737500268937","0.0226916942491573","0.03625580580463"
"higher vocational","2006","16-34 Jahre alt","maennlich","72","0.0248378483244442","0.0186715219130383","0.0310041747358501"
"higher vocational","2006","16-34 Jahre alt","weiblich","117","0.0403834336511386","0.0329731672386339","0.0477937000636434"
"higher vocational","2006","35-65 Jahre alt","maennlich","666","0.112971793690575","0.104941137583606","0.121002449797544"
"higher vocational","2006","35-65 Jahre alt","weiblich","490","0.0745424865969655","0.0681311373245084","0.0809538358694225"
"higher vocational","2006","66 und älter","maennlich","208","0.104123045922769","0.0910290391148703","0.117217052730667"
"higher vocational","2006","66 und älter","weiblich","106","0.0457195877463707","0.0373437322955398","0.0540954431972016"
"higher education","2006","16-34 Jahre alt","maennlich","252","0.105964194831939","0.0937690171114446","0.118159372552433"
"higher education","2006","16-34 Jahre alt","weiblich","322","0.114889165442171","0.102885283982022","0.12689304690232"
"higher education","2006","35-65 Jahre alt","maennlich","1737","0.230938911208899","0.220247715545965","0.241630106871833"
"higher education","2006","35-65 Jahre alt","weiblich","1473","0.184686987528365","0.17521481518013","0.1941591598766"
"higher education","2006","66 und älter","maennlich","567","0.231321817550743","0.213243603541401","0.249400031560084"
"higher education","2006","66 und älter","weiblich","239","0.0858261268496823","0.0745939437147459","0.0970583099846187"
"in school","2007","16-34 Jahre alt","maennlich","313","0.111982448329779","0.0990014502690548","0.124963446390503"
"in school","2007","16-34 Jahre alt","weiblich","316","0.106790481613748","0.094676643553963","0.118904319673533"
"in school","2007","35-65 Jahre alt","maennlich","","","",""
"in school","2007","35-65 Jahre alt","weiblich","","","",""
"in school","2007","66 und älter","maennlich","","","",""
"in school","2007","66 und älter","weiblich","","","",""
"inadequately","2007","16-34 Jahre alt","maennlich","","","",""
"inadequately","2007","16-34 Jahre alt","weiblich","","","",""
"inadequately","2007","35-65 Jahre alt","maennlich","40","0.0117543166316372","0.00890774767741361","0.0146008855858608"
"inadequately","2007","35-65 Jahre alt","weiblich","70","0.0147044091147572","0.0116488155374664","0.0177600026920481"
"inadequately","2007","66 und älter","maennlich","","","",""
"inadequately","2007","66 und älter","weiblich","40","0.0181645239513491","0.0127616738739598","0.0235673740287385"
"general elemantary","2007","16-34 Jahre alt","maennlich","382","0.177366129192532","0.161642204015505","0.193090054369558"
"general elemantary","2007","16-34 Jahre alt","weiblich","363","0.167356868462959","0.152715217750157","0.181998519175761"
"general elemantary","2007","35-65 Jahre alt","maennlich","215","0.0517342457028546","0.0458843968257991","0.05758409457991"
"general elemantary","2007","35-65 Jahre alt","weiblich","537","0.113413330933769","0.105363603385851","0.121463058481687"
"general elemantary","2007","66 und älter","maennlich","123","0.0661451057207158","0.0553837826709245","0.076906428770507"
"general elemantary","2007","66 und älter","weiblich","659","0.304105509058031","0.285494265641928","0.322716752474133"
"middle vocational","2007","16-34 Jahre alt","maennlich","1091","0.484047336402535","0.463475589253253","0.504619083551817"
"middle vocational","2007","16-34 Jahre alt","weiblich","1106","0.448501764521054","0.428994653239837","0.468008875802272"
"middle vocational","2007","35-65 Jahre alt","maennlich","2759","0.53594157364342","0.52277006237291","0.54911308491393"
"middle vocational","2007","35-65 Jahre alt","weiblich","3125","0.545616452786966","0.532976555122961","0.55825635045097"
"middle vocational","2007","66 und älter","maennlich","1076","0.547974691137187","0.526425114725333","0.569524267549041"
"middle vocational","2007","66 und älter","weiblich","1228","0.508299744016774","0.488074130281756","0.528525357751791"
"vocational + Abi","2007","16-34 Jahre alt","maennlich","158","0.0695851352009717","0.0591109827971557","0.0800592876047877"
"vocational + Abi","2007","16-34 Jahre alt","weiblich","270","0.101881516703388","0.0900169102370361","0.11374612316974"
"vocational + Abi","2007","35-65 Jahre alt","maennlich","261","0.0524907328229922","0.0466006201314358","0.0583808455145485"
"vocational + Abi","2007","35-65 Jahre alt","weiblich","367","0.0646965421759604","0.0584519319645826","0.0709411523873382"
"vocational + Abi","2007","66 und älter","maennlich","49","0.0310541774916244","0.0235433657834336","0.0385649891998152"
"vocational + Abi","2007","66 und älter","weiblich","70","0.0363370046987471","0.0287664325982555","0.0439075767992386"
"higher vocational","2007","16-34 Jahre alt","maennlich","62","0.021966594694394","0.0159329387242409","0.0280002506645472"
"higher vocational","2007","16-34 Jahre alt","weiblich","91","0.0354251693466614","0.0281747562737119","0.0426755824196109"
"higher vocational","2007","35-65 Jahre alt","maennlich","619","0.112776733154073","0.104422304221925","0.12113116208622"
"higher vocational","2007","35-65 Jahre alt","weiblich","454","0.0739264683575558","0.0672842791036703","0.0805686576114413"
"higher vocational","2007","66 und älter","maennlich","219","0.116453428544448","0.102564524596987","0.130342332491909"
"higher vocational","2007","66 und älter","weiblich","94","0.0439164310116105","0.0356264603631218","0.0522064016600993"
"higher education","2007","16-34 Jahre alt","maennlich","234","0.113129650318905","0.100090760330659","0.12616854030715"
"higher education","2007","16-34 Jahre alt","weiblich","323","0.129146499635315","0.115992655526589","0.142300343744041"
"higher education","2007","35-65 Jahre alt","maennlich","1613","0.235302398045023","0.224099030252919","0.246505765837127"
"higher education","2007","35-65 Jahre alt","weiblich","1408","0.187642796630992","0.177731556542765","0.197554036719219"
"higher education","2007","66 und älter","maennlich","568","0.231990180162597","0.213713584691259","0.250266775633936"
"higher education","2007","66 und älter","weiblich","256","0.0891767872634885","0.0776466493380736","0.100706925188903"
"in school","2008","16-34 Jahre alt","maennlich","280","0.108235607310344","0.0948097790338463","0.121661435586841"
"in school","2008","16-34 Jahre alt","weiblich","274","0.102028924368387","0.0895414347688819","0.114516413967893"
"in school","2008","35-65 Jahre alt","maennlich","","","",""
"in school","2008","35-65 Jahre alt","weiblich","","","",""
"in school","2008","66 und älter","maennlich","","","",""
"in school","2008","66 und älter","weiblich","","","",""
"inadequately","2008","16-34 Jahre alt","maennlich","","","",""
"inadequately","2008","16-34 Jahre alt","weiblich","","","",""
"inadequately","2008","35-65 Jahre alt","maennlich","34","0.00990512818765703","0.00719043268053093","0.0126198236947831"
"inadequately","2008","35-65 Jahre alt","weiblich","61","0.0138207261110072","0.0107545093889976","0.0168869428330167"
"inadequately","2008","66 und älter","maennlich","","","",""
"inadequately","2008","66 und älter","weiblich","30","0.014801376212418","0.00987161852269359","0.0197311339021424"
"general elemantary","2008","16-34 Jahre alt","maennlich","348","0.169593210707501","0.153375833364255","0.185810588050747"
"general elemantary","2008","16-34 Jahre alt","weiblich","329","0.167662914209454","0.152251218007701","0.183074610411208"
"general elemantary","2008","35-65 Jahre alt","maennlich","199","0.0551241981556376","0.048867990224316","0.0613804060869592"
"general elemantary","2008","35-65 Jahre alt","weiblich","475","0.110374812689042","0.102144847334137","0.118604778043948"
"general elemantary","2008","66 und älter","maennlich","110","0.0608298047371492","0.0504805881985475","0.071179021275751"
"general elemantary","2008","66 und älter","weiblich","630","0.294429384845303","0.275822509647613","0.313036260042993"
"middle vocational","2008","16-34 Jahre alt","maennlich","993","0.499709040700801","0.478101722084731","0.52131635931687"
"middle vocational","2008","16-34 Jahre alt","weiblich","1007","0.448282283545638","0.427765155716938","0.468799411374339"
"middle vocational","2008","35-65 Jahre alt","maennlich","2584","0.535132048207288","0.521459547569584","0.548804548844992"
"middle vocational","2008","35-65 Jahre alt","weiblich","2938","0.553595443289145","0.540539145559586","0.566651741018705"
"middle vocational","2008","66 und älter","maennlich","1053","0.535655050394811","0.514060703334511","0.557249397455112"
"middle vocational","2008","66 und älter","weiblich","1212","0.516203647805933","0.495802506896876","0.536604788714989"
"vocational + Abi","2008","16-34 Jahre alt","maennlich","138","0.0663212421124248","0.0555675893226061","0.0770748949022435"
"vocational + Abi","2008","16-34 Jahre alt","weiblich","239","0.10180191090217","0.0893267447101208","0.114277077094218"
"vocational + Abi","2008","35-65 Jahre alt","maennlich","259","0.0580576176728168","0.0516470802012762","0.0644681551443575"
"vocational + Abi","2008","35-65 Jahre alt","weiblich","354","0.064534777596841","0.0580816505688235","0.0709879046248586"
"vocational + Abi","2008","66 und älter","maennlich","45","0.032917186957363","0.0251917989437357","0.0406425749709902"
"vocational + Abi","2008","66 und älter","weiblich","65","0.0345303120253647","0.0270764354176088","0.0419841886331206"
"higher vocational","2008","16-34 Jahre alt","maennlich","52","0.0231851307383353","0.0166817100128164","0.0296885514638541"
"higher vocational","2008","16-34 Jahre alt","weiblich","74","0.0360150503337833","0.0283280048413899","0.0437020958261768"
"higher vocational","2008","35-65 Jahre alt","maennlich","563","0.107377189174282","0.0988904144450669","0.115863963903498"
"higher vocational","2008","35-65 Jahre alt","weiblich","416","0.0718244936675027","0.0650432270397727","0.0786057602952327"
"higher vocational","2008","66 und älter","maennlich","220","0.113562191616486","0.0998243618607531","0.127300021372219"
"higher vocational","2008","66 und älter","weiblich","97","0.0439398457809324","0.0355725619812817","0.0523071295805831"
"higher education","2008","16-34 Jahre alt","maennlich","220","0.111545810318073","0.0979415448998895","0.125150075736257"
"higher education","2008","16-34 Jahre alt","weiblich","311","0.132474888910068","0.118488998503892","0.146460779316244"
"higher education","2008","35-65 Jahre alt","maennlich","1473","0.234403818602318","0.222791073620823","0.246016563583813"
"higher education","2008","35-65 Jahre alt","weiblich","1325","0.185849746646461","0.17563346752338","0.196066025769542"
"higher education","2008","66 und älter","maennlich","608","0.25056446040175","0.231801386474362","0.269327534329138"
"higher education","2008","66 und älter","weiblich","271","0.0960954333300493","0.0840637805223743","0.108127086137724"
"in school","2009","16-34 Jahre alt","maennlich","276","0.113390533039094","0.0990883715778365","0.127692694500352"
"in school","2009","16-34 Jahre alt","weiblich","231","0.0979672558004264","0.0850737255028416","0.110860786098011"
"in school","2009","35-65 Jahre alt","maennlich","","","",""
"in school","2009","35-65 Jahre alt","weiblich","","","",""
"in school","2009","66 und älter","maennlich","","","",""
"in school","2009","66 und älter","weiblich","","","",""
"inadequately","2009","16-34 Jahre alt","maennlich","","","",""
"inadequately","2009","16-34 Jahre alt","weiblich","","","",""
"inadequately","2009","35-65 Jahre alt","maennlich","33","0.0105843192409325","0.00766396178738518","0.0135046766944798"
"inadequately","2009","35-65 Jahre alt","weiblich","52","0.012835716806347","0.00976734771248533","0.0159040859002086"
"inadequately","2009","66 und älter","maennlich","","","",""
"inadequately","2009","66 und älter","weiblich","","","",""
"general elemantary","2009","16-34 Jahre alt","maennlich","312","0.163009990551402","0.14634848108348","0.179671500019325"
"general elemantary","2009","16-34 Jahre alt","weiblich","283","0.151122565064036","0.135587703947408","0.166657426180663"
"general elemantary","2009","35-65 Jahre alt","maennlich","173","0.0514602541273377","0.0451553442529796","0.0577651640016959"
"general elemantary","2009","35-65 Jahre alt","weiblich","417","0.101567423954016","0.0933331979371925","0.109801649970839"
"general elemantary","2009","66 und älter","maennlich","100","0.0563860424717852","0.0462591213610785","0.0665129635824918"
"general elemantary","2009","66 und älter","weiblich","569","0.276574950039729","0.257976392764102","0.295173507315356"
"middle vocational","2009","16-34 Jahre alt","maennlich","889","0.488693000368048","0.466145104295943","0.511240896440152"
"middle vocational","2009","16-34 Jahre alt","weiblich","911","0.446049933094559","0.424490006840612","0.467609859348507"
"middle vocational","2009","35-65 Jahre alt","maennlich","2402","0.534785478264088","0.520551326655618","0.549019629872558"
"middle vocational","2009","35-65 Jahre alt","weiblich","2714","0.5460159655684","0.532444530276786","0.559587400860014"
"middle vocational","2009","66 und älter","maennlich","1004","0.517883484119828","0.495946017301718","0.539820950937938"
"middle vocational","2009","66 und älter","weiblich","1192","0.529548328375349","0.508795066204286","0.550301590546412"
"vocational + Abi","2009","16-34 Jahre alt","maennlich","120","0.0629982834725594","0.0520390129477339","0.073957553997385"
"vocational + Abi","2009","16-34 Jahre alt","weiblich","218","0.107221510507641","0.0938021122595599","0.120640908755722"
"vocational + Abi","2009","35-65 Jahre alt","maennlich","235","0.0558107122874598","0.0492597745772705","0.0623616499976491"
"vocational + Abi","2009","35-65 Jahre alt","weiblich","333","0.0647628608863567","0.0580543411079437","0.0714713806647698"
"vocational + Abi","2009","66 und älter","maennlich","38","0.0292298100324211","0.0218343421733402","0.0366252778915021"
"vocational + Abi","2009","66 und älter","weiblich","59","0.0335828629503974","0.0260922521312031","0.0410734737695917"
"higher vocational","2009","16-34 Jahre alt","maennlich","48","0.0218807403666814","0.0152818029786312","0.0284796777547315"
"higher vocational","2009","16-34 Jahre alt","weiblich","61","0.0373360491167254","0.0291132106995917","0.045558887533859"
"higher vocational","2009","35-65 Jahre alt","maennlich","519","0.110535896704829","0.101587792457151","0.119484000952507"
"higher vocational","2009","35-65 Jahre alt","weiblich","390","0.0761889338365622","0.0689572347329038","0.0834206329402206"
"higher vocational","2009","66 und älter","maennlich","220","0.121588448507017","0.107240506282065","0.135936390731968"
"higher vocational","2009","66 und älter","weiblich","100","0.0475830622671876","0.0387315838868594","0.0564345406475158"
"higher education","2009","16-34 Jahre alt","maennlich","220","0.130167551561496","0.114989491525825","0.145345611597166"
"higher education","2009","16-34 Jahre alt","weiblich","320","0.150572022613081","0.13506045662099","0.166083588605172"
"higher education","2009","35-65 Jahre alt","maennlich","1355","0.236823339375353","0.224691128694251","0.248955550056454"
"higher education","2009","35-65 Jahre alt","weiblich","1264","0.198629098948318","0.187753804107366","0.20950439378927"
"higher education","2009","66 und älter","maennlich","617","0.266721014073977","0.247305107295213","0.286136920852741"
"higher education","2009","66 und älter","weiblich","273","0.0967327956383553","0.0844422530930388","0.109023338183672"
"in school","2010","16-34 Jahre alt","maennlich","366","0.103256993455669","0.0920100588545817","0.114503928056756"
"in school","2010","16-34 Jahre alt","weiblich","343","0.0926196278794499","0.0834576411733789","0.101781614585521"
"in school","2010","35-65 Jahre alt","maennlich","","","",""
"in school","2010","35-65 Jahre alt","weiblich","","","",""
"in school","2010","66 und älter","maennlich","","","",""
"in school","2010","66 und älter","weiblich","","","",""
"inadequately","2010","16-34 Jahre alt","maennlich","54","0.0177009780509786","0.0128272541734909","0.0225747019284662"
"inadequately","2010","16-34 Jahre alt","weiblich","98","0.0154072365884349","0.0115146870658151","0.0192997861110547"
"inadequately","2010","35-65 Jahre alt","maennlich","68","0.0108635463827853","0.00828928381976586","0.0134378089458048"
"inadequately","2010","35-65 Jahre alt","weiblich","89","0.0123780198279458","0.00981610768344565","0.014939931972446"
"inadequately","2010","66 und älter","maennlich","","","",""
"inadequately","2010","66 und älter","weiblich","","","",""
"general elemantary","2010","16-34 Jahre alt","maennlich","453","0.179596686570447","0.165409270815501","0.193784102325394"
"general elemantary","2010","16-34 Jahre alt","weiblich","592","0.159870594014088","0.148288133231174","0.171453054797002"
"general elemantary","2010","35-65 Jahre alt","maennlich","292","0.0541294039151264","0.0485102437603844","0.0597485640698684"
"general elemantary","2010","35-65 Jahre alt","weiblich","577","0.104953038078532","0.0978513157020817","0.112054760454982"
"general elemantary","2010","66 und älter","maennlich","97","0.060798609292533","0.0501404270895795","0.0714567914954864"
"general elemantary","2010","66 und älter","weiblich","525","0.268786930772986","0.249999441510814","0.287574420035159"
"middle vocational","2010","16-34 Jahre alt","maennlich","1273","0.46858627794139","0.45014242722591","0.48703012865687"
"middle vocational","2010","16-34 Jahre alt","weiblich","1759","0.443424272942722","0.427723706774024","0.45912483911142"
"middle vocational","2010","35-65 Jahre alt","maennlich","3062","0.530879800600826","0.518486725177005","0.543272876024646"
"middle vocational","2010","35-65 Jahre alt","weiblich","3615","0.534948622574725","0.523391498486636","0.546505746662815"
"middle vocational","2010","66 und älter","maennlich","954","0.522408373209349","0.50012964625894","0.544687100159759"
"middle vocational","2010","66 und älter","weiblich","1138","0.53304245917378","0.511899669122984","0.554185249224576"
"vocational + Abi","2010","16-34 Jahre alt","maennlich","198","0.0741935377347972","0.0645066653868932","0.0838804100827012"
"vocational + Abi","2010","16-34 Jahre alt","weiblich","408","0.0910752853836328","0.08198227519503","0.100168295572236"
"vocational + Abi","2010","35-65 Jahre alt","maennlich","367","0.0580450863804838","0.0522382884355167","0.0638518843254508"
"vocational + Abi","2010","35-65 Jahre alt","weiblich","646","0.0738340687197812","0.0677748577579151","0.0798932796816473"
"vocational + Abi","2010","66 und älter","maennlich","35","0.0284569396373403","0.0210407286381857","0.0358731506364948"
"vocational + Abi","2010","66 und älter","weiblich","61","0.0335092417713716","0.0258827667529313","0.0411357167898119"
"higher vocational","2010","16-34 Jahre alt","maennlich","95","0.0216877037064859","0.0163039401962975","0.0270714672166743"
"higher vocational","2010","16-34 Jahre alt","weiblich","98","0.0376141513740918","0.031601116824399","0.0436271859237845"
"higher vocational","2010","35-65 Jahre alt","maennlich","655","0.107914365003181","0.100209202040039","0.115619527966323"
"higher vocational","2010","35-65 Jahre alt","weiblich","451","0.0689248111516841","0.0630550092948771","0.074794613008491"
"higher vocational","2010","66 und älter","maennlich","215","0.116129328749788","0.101839656309353","0.130419001190223"
"higher vocational","2010","66 und älter","weiblich","105","0.0491092588710032","0.03995148958375","0.0582670281582564"
"higher education","2010","16-34 Jahre alt","maennlich","373","0.134977822540233","0.122348348551279","0.147607296529187"
"higher education","2010","16-34 Jahre alt","weiblich","548","0.159988831817581","0.148402904096373","0.171574759538789"
"higher education","2010","35-65 Jahre alt","maennlich","1785","0.238167797717597","0.227589638267458","0.248745957167736"
"higher education","2010","35-65 Jahre alt","weiblich","1777","0.204961439647332","0.195607954737769","0.214314924556894"
"higher education","2010","66 und älter","maennlich","617","0.265334614821042","0.245642212571984","0.2850270170701"
"higher education","2010","66 und älter","weiblich","286","0.101494873305444","0.0886973764546473","0.114292370156241"
"in school","2011","16-34 Jahre alt","maennlich","453","0.104182398469681","0.093176912943967","0.115187883995394"
"in school","2011","16-34 Jahre alt","weiblich","443","0.0962119131922066","0.0870345172771048","0.105389309107308"
"in school","2011","35-65 Jahre alt","maennlich","","","",""
"in school","2011","35-65 Jahre alt","weiblich","","","",""
"in school","2011","66 und älter","maennlich","","","",""
"in school","2011","66 und älter","weiblich","","","",""
"inadequately","2011","16-34 Jahre alt","maennlich","65","0.020614171665569","0.0154954432545094","0.0257329000766285"
"inadequately","2011","16-34 Jahre alt","weiblich","88","0.0152571725112639","0.0114423865335227","0.0190719584890052"
"inadequately","2011","35-65 Jahre alt","maennlich","80","0.0115358904227314","0.00910274766359279","0.01396903318187"
"inadequately","2011","35-65 Jahre alt","weiblich","117","0.0149921825199087","0.012470198803775","0.0175141662360425"
"inadequately","2011","66 und älter","maennlich","","","",""
"inadequately","2011","66 und älter","weiblich","43","0.0193802719687241","0.014188040945488","0.0245725029919602"
"general elemantary","2011","16-34 Jahre alt","maennlich","501","0.173146700509542","0.159515830462142","0.186777570556942"
"general elemantary","2011","16-34 Jahre alt","weiblich","598","0.126691503808826","0.116339383172024","0.137043624445628"
"general elemantary","2011","35-65 Jahre alt","maennlich","347","0.0508878028008446","0.0458802307768753","0.0558953748248139"
"general elemantary","2011","35-65 Jahre alt","weiblich","784","0.104253737343266","0.0979117068207276","0.110595767865804"
"general elemantary","2011","66 und älter","maennlich","155","0.0721663547356962","0.0619965493708644","0.082336160100528"
"general elemantary","2011","66 und älter","weiblich","689","0.2668578697085","0.250198527208195","0.283517212208805"
"middle vocational","2011","16-34 Jahre alt","maennlich","1283","0.460636860344722","0.442680338804673","0.478593381884771"
"middle vocational","2011","16-34 Jahre alt","weiblich","1771","0.45336356649054","0.437870252186586","0.468856880794494"
"middle vocational","2011","35-65 Jahre alt","maennlich","3674","0.529937279242017","0.518564889938319","0.541309668545715"
"middle vocational","2011","35-65 Jahre alt","weiblich","4555","0.53445175715406","0.524099701227462","0.544803813080658"
"middle vocational","2011","66 und älter","maennlich","1235","0.519308487805895","0.499672347089192","0.538944628522597"
"middle vocational","2011","66 und älter","weiblich","1444","0.535949521315585","0.517166376053442","0.554732666577728"
"vocational + Abi","2011","16-34 Jahre alt","maennlich","188","0.0713422219237173","0.0620695818760392","0.0806148619713955"
"vocational + Abi","2011","16-34 Jahre alt","weiblich","424","0.111054486176378","0.101275870876544","0.120833101476212"
"vocational + Abi","2011","35-65 Jahre alt","maennlich","431","0.0637711855776813","0.0582036266216438","0.0693387445337188"
"vocational + Abi","2011","35-65 Jahre alt","weiblich","839","0.0790268690616765","0.0734279927011734","0.0846257454221796"
