"pgisced97","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"in school","1991","35-65 Jahre alt","weiblich","","","",""
"in school","1991","66 und älter","maennlich","","","",""
"in school","1991","66 und älter","weiblich","","","",""
"inadequately","1991","16-34 Jahre alt","maennlich","82","0.026773029787424","0.0205004619633457","0.0330455976115023"
"inadequately","1991","16-34 Jahre alt","weiblich","108","0.0266549725980109","0.0203410302200192","0.0329689149760025"
"inadequately","1991","35-65 Jahre alt","maennlich","176","0.0176108566281286","0.013238880685027","0.0219828325712301"
"inadequately","1991","35-65 Jahre alt","weiblich","276","0.0294752910332152","0.0238574938377152","0.0350930882287152"
"inadequately","1991","66 und älter","maennlich","","","",""
"inadequately","1991","66 und älter","weiblich","","","",""
"general elemantary","1991","16-34 Jahre alt","maennlich","522","0.165741582194229","0.15129199046189","0.180191173926568"
"general elemantary","1991","16-34 Jahre alt","weiblich","558","0.199743694922011","0.184071523308412","0.21541586653561"
"general elemantary","1991","35-65 Jahre alt","maennlich","415","0.0974635059855713","0.087605271444068","0.107321740527075"
"general elemantary","1991","35-65 Jahre alt","weiblich","884","0.277230580769763","0.262362525750526","0.292098635789"
"general elemantary","1991","66 und älter","maennlich","51","0.0912371645985536","0.0673242968233989","0.115150032373708"
"general elemantary","1991","66 und älter","weiblich","456","0.487168098784811","0.454922222912509","0.519413974657114"
"middle vocational","1991","16-34 Jahre alt","maennlich","1425","0.571433588611012","0.552203491164074","0.590663686057951"
"middle vocational","1991","16-34 Jahre alt","weiblich","1274","0.538182027377903","0.518639618434252","0.557724436321555"
"middle vocational","1991","35-65 Jahre alt","maennlich","1834","0.575531503575804","0.559102810061374","0.591960197090235"
"middle vocational","1991","35-65 Jahre alt","weiblich","1693","0.513316701542318","0.496715113746024","0.529918289338612"
"middle vocational","1991","66 und älter","maennlich","335","0.636639965966068","0.596697394445901","0.676582537486236"
"middle vocational","1991","66 und älter","weiblich","385","0.427644649702755","0.39572768117193","0.45956161823358"
"vocational + Abi","1991","16-34 Jahre alt","maennlich","116","0.0555197252654567","0.0466213721118463","0.0644180784190671"
"vocational + Abi","1991","16-34 Jahre alt","weiblich","109","0.0546782300665985","0.0457662308345025","0.0635902292986945"
"vocational + Abi","1991","35-65 Jahre alt","maennlich","83","0.0204440046595377","0.0157402640443041","0.0251477452747714"
"vocational + Abi","1991","35-65 Jahre alt","weiblich","50","0.0123900609534932","0.00871585788916601","0.0160642640178203"
"vocational + Abi","1991","66 und älter","maennlich","","","",""
"vocational + Abi","1991","66 und älter","weiblich","","","",""
"higher vocational","1991","16-34 Jahre alt","maennlich","117","0.0523085029434012","0.0436566490860442","0.0609603568007581"
"higher vocational","1991","16-34 Jahre alt","weiblich","94","0.0455455303962379","0.0373725853894261","0.0537184754030497"
"higher vocational","1991","35-65 Jahre alt","maennlich","310","0.0978738255036728","0.0879971071551123","0.107750543852233"
"higher vocational","1991","35-65 Jahre alt","weiblich","144","0.0564905683717563","0.0488223441603285","0.0641587925831842"
"higher vocational","1991","66 und älter","maennlich","68","0.119761059483591","0.0927974147252853","0.146724704241896"
"higher vocational","1991","66 und älter","weiblich","","","",""
"higher education","1991","16-34 Jahre alt","maennlich","191","0.0909165834245293","0.0797450456403447","0.102088121208714"
"higher education","1991","16-34 Jahre alt","weiblich","286","0.100873262447044","0.0890679747199497","0.112678550174139"
"higher education","1991","35-65 Jahre alt","maennlich","659","0.191076303647285","0.178008489772625","0.204144117521945"
"higher education","1991","35-65 Jahre alt","weiblich","435","0.111096797329455","0.100658931433824","0.121534663225085"
"higher education","1991","66 und älter","maennlich","77","0.119519122173207","0.0925790251777227","0.14645921916869"
"higher education","1991","66 und älter","weiblich","36","0.0364507940467765","0.02436047709574","0.0485411109978129"
"in school","1992","16-34 Jahre alt","maennlich","95","0.0403794321576397","0.0325560204926924","0.048202843822587"
"in school","1992","16-34 Jahre alt","weiblich","96","0.0364220998044351","0.0289857956298797","0.0438584039789905"
"in school","1992","35-65 Jahre alt","maennlich","","","",""
"in school","1992","35-65 Jahre alt","weiblich","","","",""
"in school","1992","66 und älter","maennlich","","","",""
"in school","1992","66 und älter","weiblich","","","",""
"inadequately","1992","16-34 Jahre alt","maennlich","72","0.0227053409666834","0.0167850495806786","0.0286256323526883"
"inadequately","1992","16-34 Jahre alt","weiblich","96","0.025483482509197","0.0192280804127982","0.0317388846055959"
"inadequately","1992","35-65 Jahre alt","maennlich","172","0.0195941158414953","0.0149448741585027","0.0242433575244878"
"inadequately","1992","35-65 Jahre alt","weiblich","266","0.0307608035939859","0.0249940573365572","0.0365275498514145"
"inadequately","1992","66 und älter","maennlich","","","",""
"inadequately","1992","66 und älter","weiblich","","","",""
"general elemantary","1992","16-34 Jahre alt","maennlich","526","0.175006757715792","0.159905298617033","0.190108216814552"
"general elemantary","1992","16-34 Jahre alt","weiblich","552","0.198889755021299","0.183045070749791","0.214734439292807"
"general elemantary","1992","35-65 Jahre alt","maennlich","402","0.0970215002588731","0.087092877029279","0.106950123488467"
"general elemantary","1992","35-65 Jahre alt","weiblich","840","0.265225052266745","0.250481539786944","0.279968564746546"
"general elemantary","1992","66 und älter","maennlich","52","0.0940151176414998","0.0697562783398249","0.118273956943175"
"general elemantary","1992","66 und älter","weiblich","439","0.470863047467902","0.438591359201769","0.503134735734035"
"middle vocational","1992","16-34 Jahre alt","maennlich","1327","0.558581194117132","0.538846296549372","0.578316091684893"
"middle vocational","1992","16-34 Jahre alt","weiblich","1220","0.53076993019105","0.510960256882816","0.550579603499284"
"middle vocational","1992","35-65 Jahre alt","maennlich","1783","0.567583672981709","0.55096553649904","0.584201809464378"
"middle vocational","1992","35-65 Jahre alt","weiblich","1691","0.517077401203795","0.500388295595679","0.533766506811912"
"middle vocational","1992","66 und älter","maennlich","338","0.637620915334726","0.597665694601874","0.677576136067579"
"middle vocational","1992","66 und älter","weiblich","392","0.44172958160799","0.409623235334828","0.473835927881152"
"vocational + Abi","1992","16-34 Jahre alt","maennlich","116","0.0564581951394334","0.0472852166643566","0.0656311736145101"
"vocational + Abi","1992","16-34 Jahre alt","weiblich","109","0.0518516200019082","0.0430502443230157","0.0606529956808007"
"vocational + Abi","1992","35-65 Jahre alt","maennlich","85","0.0230588299650727","0.018024181269599","0.0280934786605464"
"vocational + Abi","1992","35-65 Jahre alt","weiblich","52","0.0133295586297315","0.00949945554256239","0.0171596617169006"
"vocational + Abi","1992","66 und älter","maennlich","","","",""
"vocational + Abi","1992","66 und älter","weiblich","","","",""
"higher vocational","1992","16-34 Jahre alt","maennlich","114","0.0556721354647993","0.0465594443795926","0.0647848265500059"
"higher vocational","1992","16-34 Jahre alt","weiblich","101","0.0561269197435912","0.0469905504667836","0.0652632890203989"
"higher vocational","1992","35-65 Jahre alt","maennlich","316","0.10088413494815","0.0907814781344361","0.110986791761863"
"higher vocational","1992","35-65 Jahre alt","weiblich","146","0.0578043686313909","0.0500102431446268","0.0655984941181549"
"higher vocational","1992","66 und älter","maennlich","64","0.115071513109413","0.0885469221666547","0.141596104052172"
"higher vocational","1992","66 und älter","weiblich","","","",""
"higher education","1992","16-34 Jahre alt","maennlich","182","0.0911969444385193","0.0797552238280993","0.102638665048939"
"higher education","1992","16-34 Jahre alt","weiblich","264","0.10045619272852","0.0885237115874055","0.112388673869634"
"higher education","1992","35-65 Jahre alt","maennlich","656","0.191857746004701","0.1786493552387","0.205066136770701"
"higher education","1992","35-65 Jahre alt","weiblich","449","0.115802815674352","0.105115942807105","0.126489688541598"
"higher education","1992","66 und älter","maennlich","75","0.11782023006017","0.0910224279565225","0.144618032163818"
"higher education","1992","66 und älter","weiblich","34","0.0315012243752349","0.020208373573869","0.0427940751766007"
"in school","1993","16-34 Jahre alt","maennlich","88","0.0384532078820526","0.0307538202743071","0.0461525954897981"
"in school","1993","16-34 Jahre alt","weiblich","99","0.0392314239508014","0.0314282983627634","0.0470345495388393"
"in school","1993","35-65 Jahre alt","maennlich","","","",""
"in school","1993","35-65 Jahre alt","weiblich","","","",""
"in school","1993","66 und älter","maennlich","","","",""
"in school","1993","66 und älter","weiblich","","","",""
"inadequately","1993","16-34 Jahre alt","maennlich","70","0.0245493275872973","0.0183531031393338","0.0307455520352609"
"inadequately","1993","16-34 Jahre alt","weiblich","97","0.0296037547587169","0.0227915119597209","0.036415997557713"
"inadequately","1993","35-65 Jahre alt","maennlich","171","0.0218911311919547","0.0169308350814829","0.0268514273024265"
"inadequately","1993","35-65 Jahre alt","weiblich","250","0.0314426008768757","0.0255463294183475","0.0373388723354038"
"inadequately","1993","66 und älter","maennlich","","","",""
"inadequately","1993","66 und älter","weiblich","","","",""
"general elemantary","1993","16-34 Jahre alt","maennlich","516","0.178901777502366","0.163555269579273","0.194248285425459"
"general elemantary","1993","16-34 Jahre alt","weiblich","518","0.185199785805505","0.169586727801584","0.200812843809426"
"general elemantary","1993","35-65 Jahre alt","maennlich","376","0.0922632146907277","0.0824530982649524","0.102073331116503"
"general elemantary","1993","35-65 Jahre alt","weiblich","797","0.254813392249009","0.240090294272907","0.269536490225111"
"general elemantary","1993","66 und älter","maennlich","57","0.102202803573853","0.0771143088729652","0.127291298274741"
"general elemantary","1993","66 und älter","weiblich","443","0.472893912485235","0.440909303609883","0.504878521360587"
"middle vocational","1993","16-34 Jahre alt","maennlich","1314","0.550597675915302","0.530679960258803","0.5705153915718"
"middle vocational","1993","16-34 Jahre alt","weiblich","1227","0.535591162941257","0.515546022433535","0.55563630344898"
"middle vocational","1993","35-65 Jahre alt","maennlich","1756","0.568179160991616","0.551388246431781","0.584970075551451"
"middle vocational","1993","35-65 Jahre alt","weiblich","1660","0.520352229257579","0.503472499799054","0.537231958716104"
"middle vocational","1993","66 und älter","maennlich","338","0.624488744100421","0.584381034226815","0.664596453974027"
"middle vocational","1993","66 und älter","weiblich","401","0.438535783905146","0.406747013739266","0.470324554071027"
"vocational + Abi","1993","16-34 Jahre alt","maennlich","120","0.0553476477877258","0.0461919747792458","0.0645033207962058"
"vocational + Abi","1993","16-34 Jahre alt","weiblich","107","0.0551833541030197","0.0460059473435915","0.0643607608624478"
"vocational + Abi","1993","35-65 Jahre alt","maennlich","80","0.0198013217083153","0.0150786903242796","0.0245239530923509"
"vocational + Abi","1993","35-65 Jahre alt","weiblich","54","0.015713807911103","0.0115117989613485","0.0199158168608574"
"vocational + Abi","1993","66 und älter","maennlich","","","",""
"vocational + Abi","1993","66 und älter","weiblich","","","",""
"higher vocational","1993","16-34 Jahre alt","maennlich","111","0.0576928411874164","0.0483568186171342","0.0670288637576985"
"higher vocational","1993","16-34 Jahre alt","weiblich","95","0.0573995639437507","0.0480506689763417","0.0667484589111597"
"higher vocational","1993","35-65 Jahre alt","maennlich","305","0.0985992421721977","0.088493326950084","0.108705157394311"
"higher vocational","1993","35-65 Jahre alt","weiblich","148","0.059042645948894","0.0510787893177975","0.0670065025799904"
"higher vocational","1993","66 und älter","maennlich","58","0.109292986637441","0.083451490129056","0.135134483145827"
"higher vocational","1993","66 und älter","weiblich","30","0.0371091633309272","0.0249992990769051","0.0492190275849493"
"higher education","1993","16-34 Jahre alt","maennlich","177","0.0944575221378408","0.0827469699945186","0.106168074281163"
"higher education","1993","16-34 Jahre alt","weiblich","235","0.0977909544969489","0.0858525827844239","0.109729326209474"
"higher education","1993","35-65 Jahre alt","maennlich","655","0.199265929245188","0.18572524593068","0.212806612559697"
"higher education","1993","35-65 Jahre alt","weiblich","456","0.118635323756539","0.10770984726311","0.129560800249969"
"higher education","1993","66 und älter","maennlich","78","0.124709391218088","0.0973453780008617","0.152073404435315"
"higher education","1993","66 und älter","weiblich","39","0.0368502553228927","0.0247810875562012","0.0489194230895842"
"in school","1994","16-34 Jahre alt","maennlich","109","0.050227756695646","0.0413112599835866","0.0591442534077053"
"in school","1994","16-34 Jahre alt","weiblich","132","0.051246957354984","0.0423356778451458","0.0601582368648221"
"in school","1994","35-65 Jahre alt","maennlich","","","",""
"in school","1994","35-65 Jahre alt","weiblich","","","",""
"in school","1994","66 und älter","maennlich","","","",""
"in school","1994","66 und älter","weiblich","","","",""
"inadequately","1994","16-34 Jahre alt","maennlich","56","0.019251500140845","0.0136420054563024","0.0248609948253877"
"inadequately","1994","16-34 Jahre alt","weiblich","86","0.0276669652866459","0.0210384278196333","0.0342955027536586"
"inadequately","1994","35-65 Jahre alt","maennlich","159","0.0228274031294842","0.0177028801129754","0.0279519261459929"
"inadequately","1994","35-65 Jahre alt","weiblich","227","0.0315988607959511","0.025615986536611","0.0375817350552913"
"inadequately","1994","66 und älter","maennlich","","","",""
"inadequately","1994","66 und älter","weiblich","","","",""
"general elemantary","1994","16-34 Jahre alt","maennlich","450","0.163588151439226","0.148487397297845","0.178688905580606"
"general elemantary","1994","16-34 Jahre alt","weiblich","470","0.16889377241945","0.153752425201726","0.184035119637175"
"general elemantary","1994","35-65 Jahre alt","maennlich","354","0.0898972359869111","0.0800829673742617","0.0997115045995604"
"general elemantary","1994","35-65 Jahre alt","weiblich","756","0.24605524472477","0.231324232419448","0.260786257030093"
"general elemantary","1994","66 und älter","maennlich","56","0.0967953247425881","0.0725005857911309","0.121090063694045"
"general elemantary","1994","66 und älter","weiblich","430","0.458196329965182","0.426445922932864","0.489946736997499"
"middle vocational","1994","16-34 Jahre alt","maennlich","1261","0.5458201688278","0.525494196118437","0.566146141537162"
"middle vocational","1994","16-34 Jahre alt","weiblich","1205","0.53302131386912","0.512858541388521","0.553184086349719"
"middle vocational","1994","35-65 Jahre alt","maennlich","1738","0.57121385651679","0.554233011730134","0.588194701303447"
"middle vocational","1994","35-65 Jahre alt","weiblich","1642","0.524007602507798","0.506926522815686","0.541088682199911"
"middle vocational","1994","66 und älter","maennlich","335","0.609628377205244","0.569545059121167","0.64971169528932"
"middle vocational","1994","66 und älter","weiblich","415","0.446359251316524","0.414681173837212","0.478037328795836"
"vocational + Abi","1994","16-34 Jahre alt","maennlich","129","0.0634804419407008","0.0535265935251821","0.0734342903562195"
"vocational + Abi","1994","16-34 Jahre alt","weiblich","121","0.0580807484621697","0.0486281247236987","0.0675333722006408"
"vocational + Abi","1994","35-65 Jahre alt","maennlich","71","0.0186181288091969","0.0139801732277875","0.0232560843906063"
"vocational + Abi","1994","35-65 Jahre alt","weiblich","48","0.013634665891203","0.00966834664603067","0.0176009851363753"
"vocational + Abi","1994","66 und älter","maennlich","","","",""
"vocational + Abi","1994","66 und älter","weiblich","","","",""
"higher vocational","1994","16-34 Jahre alt","maennlich","114","0.0535660356270297","0.044374193899522","0.0627578773545374"
"higher vocational","1994","16-34 Jahre alt","weiblich","105","0.0552380695691046","0.0460057703593239","0.0644703687788852"
"higher vocational","1994","35-65 Jahre alt","maennlich","303","0.102103088314483","0.0917141245325839","0.112492052096383"
"higher vocational","1994","35-65 Jahre alt","weiblich","144","0.0586675797736926","0.0506301514820135","0.0667050080653717"
"higher vocational","1994","66 und älter","maennlich","60","0.119847252876153","0.0931611581024561","0.146533347649851"
"higher vocational","1994","66 und älter","weiblich","32","0.0399350638580118","0.027457493751057","0.0524126339649665"
"higher education","1994","16-34 Jahre alt","maennlich","186","0.104065945328753","0.0916005813157955","0.116531309341711"
"higher education","1994","16-34 Jahre alt","weiblich","233","0.105852173038526","0.0934189425686696","0.118285403508381"
"higher education","1994","35-65 Jahre alt","maennlich","638","0.195340287243134","0.181737071244454","0.208943503241814"
"higher education","1994","35-65 Jahre alt","weiblich","467","0.126036046306585","0.11468487539734","0.13738721721583"
"higher education","1994","66 und älter","maennlich","90","0.139877541433683","0.111377460271524","0.168377622595842"
"higher education","1994","66 und älter","weiblich","42","0.0378781550659189","0.025713159097603","0.0500431510342348"
"in school","1995","16-34 Jahre alt","maennlich","142","0.0600911560331372","0.0505170747648324","0.069665237301442"
"in school","1995","16-34 Jahre alt","weiblich","145","0.0560071986644864","0.0468271319697328","0.06518726535924"
"in school","1995","35-65 Jahre alt","maennlich","","","",""
"in school","1995","35-65 Jahre alt","weiblich","","","",""
"in school","1995","66 und älter","maennlich","","","",""
"in school","1995","66 und älter","weiblich","","","",""
"inadequately","1995","16-34 Jahre alt","maennlich","46","0.0167818762971097","0.0116070692910413","0.021956683303178"
"inadequately","1995","16-34 Jahre alt","weiblich","78","0.0213438196491108","0.0155736216936439","0.0271140176045778"
"inadequately","1995","35-65 Jahre alt","maennlich","148","0.0175488504418672","0.0131130617018127","0.0219846391819216"
"inadequately","1995","35-65 Jahre alt","weiblich","226","0.028239867828645","0.0226830366686966","0.0337966989885934"
"inadequately","1995","66 und älter","maennlich","","","",""
"inadequately","1995","66 und älter","weiblich","","","",""
"general elemantary","1995","16-34 Jahre alt","maennlich","446","0.150646812155688","0.136236509721","0.165057114590376"
"general elemantary","1995","16-34 Jahre alt","weiblich","472","0.174824976025357","0.159660956126793","0.18998899592392"
"general elemantary","1995","35-65 Jahre alt","maennlich","365","0.0868785046575302","0.0773634456249091","0.0963935636901514"
"general elemantary","1995","35-65 Jahre alt","weiblich","735","0.227418273516863","0.213357758531137","0.241478788502589"
"general elemantary","1995","66 und älter","maennlich","61","0.102084457014434","0.0776339426475906","0.126534971381278"
"general elemantary","1995","66 und älter","weiblich","437","0.463797963044333","0.432219282150526","0.49537664393814"
"middle vocational","1995","16-34 Jahre alt","maennlich","1285","0.541024496935461","0.520949652881792","0.561099340989131"
"middle vocational","1995","16-34 Jahre alt","weiblich","1239","0.51593050500912","0.495978385809375","0.535882624208864"
"middle vocational","1995","35-65 Jahre alt","maennlich","1783","0.564783138172725","0.548034297438573","0.581531978906876"
"middle vocational","1995","35-65 Jahre alt","weiblich","1700","0.52397113739012","0.507218366163201","0.540723908617039"
"middle vocational","1995","66 und älter","maennlich","339","0.613581837561726","0.574258039523298","0.652905635600154"
"middle vocational","1995","66 und älter","weiblich","411","0.436551871666243","0.405146044665254","0.467957698667232"
"vocational + Abi","1995","16-34 Jahre alt","maennlich","139","0.0717360273589438","0.0613403361506294","0.0821317185672581"
"vocational + Abi","1995","16-34 Jahre alt","weiblich","136","0.0723289880784003","0.0619872685052698","0.0826707076515309"
"vocational + Abi","1995","35-65 Jahre alt","maennlich","100","0.0251222948068275","0.0198354597846056","0.0304091298290493"
"vocational + Abi","1995","35-65 Jahre alt","weiblich","81","0.0232107074567523","0.0181598982121776","0.0282615167013269"
"vocational + Abi","1995","66 und älter","maennlich","","","",""
"vocational + Abi","1995","66 und älter","weiblich","","","",""
"higher vocational","1995","16-34 Jahre alt","maennlich","112","0.0533284045525749","0.044276750842841","0.0623800582623087"
"higher vocational","1995","16-34 Jahre alt","weiblich","105","0.0514452927164646","0.042625800468125","0.0602647849648041"
"higher vocational","1995","35-65 Jahre alt","maennlich","308","0.10049216591434","0.0903353024686862","0.110649029359994"
"higher vocational","1995","35-65 Jahre alt","weiblich","155","0.0608072851352134","0.0527910306270455","0.0688235396433814"
"higher vocational","1995","66 und älter","maennlich","56","0.101964183367657","0.0775264402487841","0.12640192648653"
"higher vocational","1995","66 und älter","weiblich","","","",""
"higher education","1995","16-34 Jahre alt","maennlich","197","0.106391226667085","0.0939696826645458","0.118812770669625"
"higher education","1995","16-34 Jahre alt","weiblich","235","0.108119219857061","0.0957214256275222","0.1205170140866"
"higher education","1995","35-65 Jahre alt","maennlich","661","0.204784027836675","0.191151335840677","0.218416719832672"
"higher education","1995","35-65 Jahre alt","weiblich","517","0.136352728672407","0.124841638607209","0.147863818737605"
"higher education","1995","66 und älter","maennlich","102","0.151893818636567","0.122907997488508","0.180879639784626"
"higher education","1995","66 und älter","weiblich","51","0.0481998656483562","0.03463669795939","0.0617630333373224"
"in school","1996","16-34 Jahre alt","maennlich","138","0.0614415441136893","0.0515672592578171","0.0713158289695614"
"in school","1996","16-34 Jahre alt","weiblich","156","0.0673775577107986","0.0571816112421283","0.0775735041794689"
"in school","1996","35-65 Jahre alt","maennlich","","","",""
"in school","1996","35-65 Jahre alt","weiblich","","","",""
"in school","1996","66 und älter","maennlich","","","",""
"in school","1996","66 und älter","weiblich","","","",""
"inadequately","1996","16-34 Jahre alt","maennlich","44","0.0160355978762091","0.0108705280228857","0.0212006677295325"
"inadequately","1996","16-34 Jahre alt","weiblich","71","0.0210428984226897","0.0152050664156486","0.0268807304297307"
"inadequately","1996","35-65 Jahre alt","maennlich","140","0.0204012034203121","0.0155939137547945","0.0252084930858297"
"inadequately","1996","35-65 Jahre alt","weiblich","198","0.0263393658876214","0.0209381812459699","0.0317405505292728"
"inadequately","1996","66 und älter","maennlich","","","",""
"inadequately","1996","66 und älter","weiblich","","","",""
"general elemantary","1996","16-34 Jahre alt","maennlich","420","0.147459421755738","0.132880086581257","0.162038756930218"
"general elemantary","1996","16-34 Jahre alt","weiblich","450","0.163310854537931","0.148275745696095","0.178345963379767"
"general elemantary","1996","35-65 Jahre alt","maennlich","350","0.0849523944775543","0.0754713118025236","0.0944334771525849"
"general elemantary","1996","35-65 Jahre alt","weiblich","707","0.220001464413692","0.206029989985823","0.233972938841561"
"general elemantary","1996","66 und älter","maennlich","54","0.0961336638875373","0.0725864407886052","0.119680886986469"
"general elemantary","1996","66 und älter","weiblich","428","0.453957115376412","0.422609320777404","0.48530490997542"
"middle vocational","1996","16-34 Jahre alt","maennlich","1217","0.531744427073147","0.511226339532515","0.552262514613779"
"middle vocational","1996","16-34 Jahre alt","weiblich","1172","0.513583487009501","0.493253988564565","0.533912985454438"
"middle vocational","1996","35-65 Jahre alt","maennlich","1776","0.566522021276091","0.549670458026825","0.583373584525358"
"middle vocational","1996","35-65 Jahre alt","weiblich","1703","0.533170784928543","0.516344247866203","0.549997321990882"
"middle vocational","1996","66 und älter","maennlich","354","0.626007070992549","0.587355143127065","0.664658998858033"
"middle vocational","1996","66 und älter","weiblich","425","0.440442016822016","0.409184597284075","0.471699436359956"
"vocational + Abi","1996","16-34 Jahre alt","maennlich","129","0.0796164068672487","0.0684855230795696","0.0907472906549279"
"vocational + Abi","1996","16-34 Jahre alt","weiblich","145","0.0825412276847817","0.0713482477776061","0.0937342075919574"
"vocational + Abi","1996","35-65 Jahre alt","maennlich","96","0.0263726556172456","0.020923595615997","0.0318217156184941"
"vocational + Abi","1996","35-65 Jahre alt","weiblich","81","0.0238908229861808","0.0187403476256323","0.0290412983467293"
"vocational + Abi","1996","66 und älter","maennlich","","","",""
"vocational + Abi","1996","66 und älter","weiblich","","","",""
"higher vocational","1996","16-34 Jahre alt","maennlich","114","0.0541200036323312","0.0448166215690955","0.063423385695567"
"higher vocational","1996","16-34 Jahre alt","weiblich","112","0.0541373013617407","0.0449332436243049","0.0633413590991765"
"higher vocational","1996","35-65 Jahre alt","maennlich","306","0.0984033478604123","0.0882745160610808","0.108532179659744"
"higher vocational","1996","35-65 Jahre alt","weiblich","157","0.0596268821599217","0.051640433319243","0.0676133310006004"
"higher vocational","1996","66 und älter","maennlich","54","0.0903060791596417","0.0674102706046909","0.113201887714593"
"higher vocational","1996","66 und älter","weiblich","","","",""
"higher education","1996","16-34 Jahre alt","maennlich","210","0.109582598681637","0.0967382660359179","0.122426931327356"
"higher education","1996","16-34 Jahre alt","weiblich","216","0.098006673272557","0.0859133275256453","0.110100019019469"
"higher education","1996","35-65 Jahre alt","maennlich","654","0.203348377348384","0.189661547913715","0.217035206783054"
"higher education","1996","35-65 Jahre alt","weiblich","531","0.136970679624041","0.125374654668243","0.148566704579839"
"higher education","1996","66 und älter","maennlich","106","0.154099901469174","0.12525888492408","0.182940918014267"
"higher education","1996","66 und älter","weiblich","53","0.0513899234460427","0.0374881868745788","0.0652916600175065"
"in school","1997","16-34 Jahre alt","maennlich","156","0.0655904913045678","0.0552737011662169","0.0759072814429188"
"in school","1997","16-34 Jahre alt","weiblich","160","0.0694036456297713","0.0588391157708048","0.0799681754887379"
"in school","1997","35-65 Jahre alt","maennlich","","","",""
"in school","1997","35-65 Jahre alt","weiblich","","","",""
"in school","1997","66 und älter","maennlich","","","",""
"in school","1997","66 und älter","weiblich","","","",""
"inadequately","1997","16-34 Jahre alt","maennlich","39","0.0152825459838943","0.0101703298898862","0.0203947620779025"
"inadequately","1997","16-34 Jahre alt","weiblich","57","0.0184473246815321","0.012853590029784","0.0240410593332801"
"inadequately","1997","35-65 Jahre alt","maennlich","133","0.0207614849693401","0.0158699353204545","0.0256530346182257"
"inadequately","1997","35-65 Jahre alt","weiblich","193","0.0284158956240343","0.0227825584870676","0.034049232761001"
"inadequately","1997","66 und älter","maennlich","","","",""
"inadequately","1997","66 und älter","weiblich","","","",""
"general elemantary","1997","16-34 Jahre alt","maennlich","445","0.159266674577427","0.144017472587014","0.17451587656784"
"general elemantary","1997","16-34 Jahre alt","weiblich","431","0.170625206044482","0.154987416276531","0.186262995812433"
"general elemantary","1997","35-65 Jahre alt","maennlich","327","0.0817296406630138","0.0723313668508382","0.0911279144751893"
"general elemantary","1997","35-65 Jahre alt","weiblich","669","0.210178036960852","0.196364555883655","0.223991518038048"
"general elemantary","1997","66 und älter","maennlich","59","0.100511724066033","0.0772166433932147","0.123806804738852"
"general elemantary","1997","66 und älter","weiblich","419","0.452523721154125","0.421119519126581","0.483927923181669"
"middle vocational","1997","16-34 Jahre alt","maennlich","1124","0.517815057631344","0.496991751237271","0.538638364025417"
"middle vocational","1997","16-34 Jahre alt","weiblich","1139","0.514195217160263","0.493418675023518","0.534971759297008"
"middle vocational","1997","35-65 Jahre alt","maennlich","1753","0.565893620537503","0.548890113751837","0.582897127323169"
"middle vocational","1997","35-65 Jahre alt","weiblich","1694","0.541381361496009","0.524487755207918","0.5582749677841"
"middle vocational","1997","66 und älter","maennlich","375","0.627240888798446","0.58977902172031","0.664702755876582"
"middle vocational","1997","66 und älter","weiblich","431","0.439853728874986","0.408536069371491","0.471171388378481"
"vocational + Abi","1997","16-34 Jahre alt","maennlich","130","0.0822470939429199","0.0707978002777626","0.0936963876080772"
"vocational + Abi","1997","16-34 Jahre alt","weiblich","132","0.0783504326191064","0.0671796919201914","0.0895211733180214"
"vocational + Abi","1997","35-65 Jahre alt","maennlich","89","0.0261210502221981","0.0206493685615368","0.0315927318828593"
"vocational + Abi","1997","35-65 Jahre alt","weiblich","81","0.0246892166090855","0.0194281955987015","0.0299502376194695"
"vocational + Abi","1997","66 und älter","maennlich","","","",""
"vocational + Abi","1997","66 und älter","weiblich","","","",""
"higher vocational","1997","16-34 Jahre alt","maennlich","116","0.0578922145221596","0.0481599051150586","0.0676245239292607"
"higher vocational","1997","16-34 Jahre alt","weiblich","99","0.0474156309324446","0.0385809503536891","0.0562503115112002"
"higher vocational","1997","35-65 Jahre alt","maennlich","302","0.0964686146480555","0.0863402889548069","0.106596940341304"
"higher vocational","1997","35-65 Jahre alt","weiblich","164","0.0621667317208628","0.0539804496752151","0.0703530137665104"
"higher vocational","1997","66 und älter","maennlich","57","0.0905951386895291","0.068357473518753","0.112832803860305"
"higher vocational","1997","66 und älter","weiblich","","","",""
"higher education","1997","16-34 Jahre alt","maennlich","202","0.101905922037687","0.089298794177225","0.11451304989815"
"higher education","1997","16-34 Jahre alt","weiblich","205","0.1015625429324","0.0890054511744048","0.114119634690396"
"higher education","1997","35-65 Jahre alt","maennlich","660","0.20902558895989","0.195076239294779","0.222974938625"
"higher education","1997","35-65 Jahre alt","weiblich","541","0.133168757589157","0.121649796264149","0.144687718914165"
"higher education","1997","66 und älter","maennlich","111","0.148505510017006","0.12095559212552","0.176055427908493"
"higher education","1997","66 und älter","weiblich","56","0.0547791479837232","0.0404223126979893","0.069135983269457"
"in school","1998","16-34 Jahre alt","maennlich","162","0.0668680866893227","0.0566394791348854","0.07709669424376"
"in school","1998","16-34 Jahre alt","weiblich","171","0.0748248048879005","0.0641277354271649","0.0855218743486361"
"in school","1998","35-65 Jahre alt","maennlich","","","",""
