"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"middle vocational","1993","66 und älter","Westdeutschland, alte Bundeslaender","530","0.500334309651971","0.470813572287878","0.529855047016064"
"middle vocational","1993","66 und älter","Ostdeutschland, neue Bundeslaender","209","0.519915633985824","0.470584034115133","0.569247233856514"
"vocational + Abi","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","184","0.0606888314193457","0.0527263935776531","0.0686512692610382"
"vocational + Abi","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","43","0.0345849179565299","0.0247275370242074","0.0444422988888524"
"vocational + Abi","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","108","0.0197201421357698","0.015702241103101","0.0237380431684386"
"vocational + Abi","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","167","0.0628255339733334","0.0547333594171537","0.0709177085295131"
"higher vocational","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","39","0.03742809779099","0.0271886486470758","0.0476675469349042"
"higher vocational","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","289","0.078058535879674","0.0703062273328596","0.0858108444264884"
"higher vocational","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","164","0.0824413084315465","0.0707003877955622","0.0941822290675308"
"higher vocational","1993","66 und älter","Westdeutschland, alte Bundeslaender","65","0.0604761530181648","0.0464026154654376","0.074549690570892"
"higher vocational","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","211","0.0803327919488862","0.0712681906715952","0.0893973932261772"
"higher education","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","201","0.156054864121853","0.136477379676956","0.175632348566749"
"higher education","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","483","0.126472200987297","0.116867030479451","0.136077371495144"
"higher education","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","628","0.287672057178843","0.268347852992286","0.306996261365399"
"higher education","1993","66 und älter","Westdeutschland, alte Bundeslaender","71","0.0610512015811887","0.0469152399733897","0.0751871631889878"
"higher education","1993","66 und älter","Ostdeutschland, neue Bundeslaender","46","0.0984653947105498","0.0690460500631914","0.127884739357908"
"in school","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","156","0.0509192219555134","0.0435212507341116","0.0583171931769153"
"in school","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","85","0.0499670941236715","0.0379606556693717","0.0619735325779714"
"in school","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","137","0.0280687778362494","0.0225103792339838","0.033627176438515"
"inadequately","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","381","0.0333614388602266","0.0280828503698625","0.0386400273505908"
"inadequately","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","66 und älter","Westdeutschland, alte Bundeslaender","30","0.0100694918057501","0.00419869306578414","0.0159402905457161"
"inadequately","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","742","0.178140440709815","0.165263869441429","0.191017011978201"
"general elemantary","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","178","0.119180746277321","0.101326181094691","0.13703531145995"
"general elemantary","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","987","0.193591021654008","0.181976972896105","0.20520507041191"
"general elemantary","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","123","0.0636758132398532","0.0532349733481377","0.0741166531315687"
"general elemantary","1994","66 und älter","Westdeutschland, alte Bundeslaender","379","0.336951483035269","0.309157716725164","0.364745249345374"
"general elemantary","1994","66 und älter","Ostdeutschland, neue Bundeslaender","107","0.293556439045201","0.249150408900016","0.337962469190385"
"middle vocational","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1739","0.526015539726016","0.509211971712789","0.542819107739244"
"middle vocational","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","727","0.592806830635512","0.565732378955939","0.619881282315086"
"middle vocational","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2228","0.547829418102442","0.533199658537489","0.562459177667394"
"middle vocational","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1152","0.547864297315366","0.526582614517051","0.569145980113681"
"middle vocational","1994","66 und älter","Westdeutschland, alte Bundeslaender","533","0.500398986419661","0.470998065928994","0.529799906910328"
"middle vocational","1994","66 und älter","Ostdeutschland, neue Bundeslaender","217","0.524045423832399","0.475345909703418","0.57274493796138"
"vocational + Abi","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","204","0.0657774058135553","0.0574351457757597","0.0741196658513509"
"vocational + Abi","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0414339857268196","0.0304517136732724","0.0524162577803669"
"vocational + Abi","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","92","0.0175443506204314","0.0136852288008627","0.0214034724400001"
"vocational + Abi","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","172","0.0575679440788732","0.049729397307958","0.0654064908497884"
"higher vocational","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0418673777022697","0.0308303146890046","0.0529044407155348"
"higher vocational","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","281","0.0794483558851391","0.0714990373839868","0.0873976743862914"
"higher vocational","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","166","0.0850897137386883","0.0731590981889847","0.0970203292883919"
"higher vocational","1994","66 und älter","Westdeutschland, alte Bundeslaender","69","0.0682855797029108","0.0534536734950806","0.0831174859107411"
"higher vocational","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","242","0.0935106698799771","0.083712790207533","0.103308549552421"
"higher education","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","177","0.149860534923554","0.13019111481888","0.169529955028229"
"higher education","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","477","0.128225414877753","0.118397700633304","0.138053129122203"
"higher education","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","628","0.289841681844775","0.27044206847879","0.309241295210759"
"higher education","1994","66 und älter","Westdeutschland, alte Bundeslaender","77","0.0667259876379676","0.052052168790714","0.0813998064852212"
"higher education","1994","66 und älter","Ostdeutschland, neue Bundeslaender","55","0.108524524984815","0.0781942704300151","0.138854779539615"
"in school","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","190","0.0587636396479243","0.0510370510588518","0.0664902282369967"
"in school","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","97","0.0554351591764608","0.0425842757414289","0.0682860426114927"
"in school","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","120","0.0230266516109898","0.018098990298029","0.0279543129239506"
"inadequately","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","369","0.0276830643747677","0.0230055811478497","0.0323605476016858"
"inadequately","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","66 und älter","Westdeutschland, alte Bundeslaender","37","0.00945781217288353","0.00382437578379784","0.0150912485619692"
"inadequately","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","748","0.175812216045391","0.163306121498912","0.188318310591869"
"general elemantary","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","170","0.107081325904531","0.0897158268077031","0.124446825001358"
"general elemantary","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","991","0.180928623652294","0.169953340166023","0.191903907138565"
"general elemantary","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","109","0.0581017902626872","0.0479849564900539","0.0682186240353205"
"general elemantary","1995","66 und älter","Westdeutschland, alte Bundeslaender","393","0.345623578615036","0.317944153475588","0.373303003754483"
"general elemantary","1995","66 und älter","Ostdeutschland, neue Bundeslaender","105","0.275085619913646","0.232018050061605","0.318153189765687"
"middle vocational","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1814","0.507218982404532","0.490793851811193","0.52364411299787"
"middle vocational","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","710","0.617834192321868","0.590545273418907","0.645123111224828"
"middle vocational","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2349","0.542108130266907","0.52790363982555","0.556312620708264"
"middle vocational","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1134","0.554160035166015","0.532664167966593","0.575655902365438"
"middle vocational","1995","66 und älter","Westdeutschland, alte Bundeslaender","538","0.499311552760953","0.470210335423717","0.528412770098189"
"middle vocational","1995","66 und älter","Ostdeutschland, neue Bundeslaender","212","0.507436954628362","0.459220527684702","0.555653381572023"
"vocational + Abi","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","236","0.0792479777103735","0.0703733624967403","0.0881225929240067"
"vocational + Abi","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","39","0.0423292424878096","0.0310221014747399","0.0536363835008792"
"vocational + Abi","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","152","0.0271605294391933","0.0225261569286552","0.0317949019497313"
"vocational + Abi","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","170","0.0559925920344972","0.0484392859432447","0.0635458981257497"
"higher vocational","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.037715522357238","0.0270166932500382","0.0484143514644379"
"higher vocational","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","302","0.0799479354464496","0.0722155933308408","0.0876802775620583"
"higher vocational","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","161","0.0840036863098231","0.0720074805391868","0.0959998920804593"
"higher vocational","1995","66 und älter","Westdeutschland, alte Bundeslaender","60","0.0550799508137154","0.0418018528778931","0.0683580487495377"
"higher vocational","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","281","0.0999379405462932","0.0900845539553423","0.109791327137244"
"higher education","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","151","0.13719366703153","0.117871842172217","0.156515491890844"
"higher education","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","562","0.14192728747899","0.131977902646275","0.151876672311705"
"higher education","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","616","0.288638036605531","0.269041921938305","0.308234151272756"
"higher education","1995","66 und älter","Westdeutschland, alte Bundeslaender","84","0.0735176192298159","0.0583276860531726","0.0887075524064593"
"higher education","1995","66 und älter","Ostdeutschland, neue Bundeslaender","69","0.139639556171051","0.106211008207048","0.173068104135053"
"in school","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","196","0.0646222755062516","0.0563896369899336","0.0728549140225695"
"in school","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","98","0.0632561179789411","0.0492960230919799","0.0772162128659022"
"in school","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","108","0.0216455210154134","0.0167726316363122","0.0265184103945147"
"inadequately","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","333","0.0281657415487394","0.0233981178053407","0.0329333652921381"
"inadequately","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","66 und älter","Westdeutschland, alte Bundeslaender","42","0.0107929452287618","0.00481062893251583","0.0167752615250078"
"inadequately","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","698","0.164970204881037","0.152542007138551","0.177398402623522"
"general elemantary","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","172","0.114329133241409","0.0960800393867775","0.13257822709604"
"general elemantary","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","954","0.175594176335449","0.164630130147331","0.186558222523567"
"general elemantary","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","103","0.0533004862834608","0.0436306281489013","0.0629703444180204"
"general elemantary","1996","66 und älter","Westdeutschland, alte Bundeslaender","385","0.340387875610738","0.312954001693898","0.367821749527579"
"general elemantary","1996","66 und älter","Ostdeutschland, neue Bundeslaender","97","0.23951564808001","0.198939976830764","0.280091319329256"
"middle vocational","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1738","0.503773748252976","0.487031566744969","0.520515929760984"
"middle vocational","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","651","0.603009543521066","0.574950116674663","0.631068970367469"
"middle vocational","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2321","0.547725745174035","0.53338314844176","0.562068341906311"
"middle vocational","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1158","0.559446472745897","0.538075364140778","0.580817581351017"
"middle vocational","1996","66 und älter","Westdeutschland, alte Bundeslaender","552","0.503625477288995","0.474677756874444","0.532573197703546"
"middle vocational","1996","66 und älter","Ostdeutschland, neue Bundeslaender","227","0.532276006668335","0.484839041644595","0.579712971692075"
"vocational + Abi","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","229","0.0899894820051409","0.080407099702336","0.0995718643079457"
"vocational + Abi","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","45","0.043423915575131","0.0317356271516026","0.0551122039986593"
"vocational + Abi","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","148","0.028241988248472","0.0234681029974378","0.0330158734995061"
"vocational + Abi","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","180","0.0580833329188356","0.0502510851612806","0.0659155806763907"
"higher vocational","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0374724334760328","0.0265808955903196","0.048363971361746"
"higher vocational","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","300","0.0775999988269962","0.0698903289619904","0.085309668692002"
"higher vocational","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","163","0.0858169899489487","0.073759645950949","0.0978743339469485"
"higher vocational","1996","66 und älter","Westdeutschland, alte Bundeslaender","59","0.0533245478126871","0.0403162661851359","0.0663328294402383"
"higher vocational","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","277","0.0969154354203454","0.0870090528211908","0.1068218180195"
"higher education","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","149","0.133269171560592","0.113778193138125","0.152760149983059"
"higher education","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","570","0.142672349866308","0.132594019293707","0.15275068043891"
"higher education","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","615","0.285827188386934","0.266377982893236","0.305276393880631"
"higher education","1996","66 und älter","Westdeutschland, alte Bundeslaender","82","0.0730732485754462","0.058005176191595","0.0881413209592973"
"higher education","1996","66 und älter","Ostdeutschland, neue Bundeslaender","77","0.162272516455899","0.12721933077411","0.197325702137688"
"in school","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","206","0.0660208816742149","0.0575486004273571","0.0744931629210727"
"in school","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","110","0.0734670626195399","0.0582886299085022","0.0886454953305775"
"in school","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","91","0.0199946350174324","0.0152186595406854","0.0247706104941794"
"inadequately","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","322","0.0297411975712835","0.0248155817707289","0.034666813371838"
"inadequately","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","66 und älter","Westdeutschland, alte Bundeslaender","44","0.0125478044990031","0.00615320259689798","0.0189424064011083"
"inadequately","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","710","0.176927380714511","0.163907478503007","0.189947282926015"
"general elemantary","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","166","0.114818824589584","0.0962718621130401","0.133365787066127"
"general elemantary","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","901","0.168053075145987","0.157211096331344","0.178895053960631"
"general elemantary","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","95","0.0501695656500755","0.040689839588168","0.059649291711983"
"general elemantary","1997","66 und älter","Westdeutschland, alte Bundeslaender","386","0.340084902047082","0.312869841231897","0.367299962862267"
"general elemantary","1997","66 und älter","Ostdeutschland, neue Bundeslaender","92","0.224338398182598","0.185405498568501","0.263271297796695"
"middle vocational","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1642","0.496948230005585","0.479889250955929","0.51400720905524"
"middle vocational","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","621","0.59516325971365","0.566606549347249","0.62371997008005"
"middle vocational","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2308","0.551225411401444","0.536803718085186","0.565647104717702"
"middle vocational","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1139","0.564360531527645","0.542828029183228","0.585893033872063"
"middle vocational","1997","66 und älter","Westdeutschland, alte Bundeslaender","573","0.50868847412508","0.479969030254612","0.537407917995548"
"middle vocational","1997","66 und älter","Ostdeutschland, neue Bundeslaender","233","0.520214455675026","0.473586799675559","0.566842111674493"
"vocational + Abi","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","218","0.0890972747046633","0.0793774298736198","0.0988171195357068"
"vocational + Abi","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","44","0.0439717329388247","0.0320436042006068","0.0558998616770427"
"vocational + Abi","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","142","0.028539312543193","0.0237112611872477","0.0333673638991383"
"vocational + Abi","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1997","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","165","0.0561841373367823","0.0483274111897831","0.0640408634837816"
"higher vocational","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","50","0.0384306767628741","0.0272471321048147","0.0496142214209335"
"higher vocational","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","310","0.0788215908673634","0.0710083361082087","0.0866348456265182"
"higher vocational","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","156","0.0822715669904896","0.0703389814948548","0.0942041524861244"
"higher vocational","1997","66 und älter","Westdeutschland, alte Bundeslaender","55","0.0518742088627366","0.0391338892170978","0.0646145285083753"
"higher vocational","1997","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1997","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","268","0.0948274605468116","0.0848315153513997","0.104823405742223"
"higher education","1997","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","139","0.130385143167195","0.110795447471781","0.149974838862609"
"higher education","1997","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","586","0.143619412470729","0.133450430158461","0.153788394782997"
"higher education","1997","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","615","0.288048374003778","0.268382623109999","0.307714124897557"
"higher education","1997","66 und älter","Westdeutschland, alte Bundeslaender","81","0.0707109133173015","0.0559847286350767","0.0854370979995263"
"higher education","1997","66 und älter","Ostdeutschland, neue Bundeslaender","86","0.179654073165845","0.143824152762508","0.215483993569183"
"in school","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","224","0.0699010587352566","0.0614013341594348","0.0784007833110785"
"in school","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","109","0.074261177324725","0.0591597163401308","0.0893626383093193"
"in school","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","82","0.0177261180536771","0.0133274466667452","0.022124789440609"
"inadequately","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","305","0.0316798186857154","0.0268926041537464","0.0364670332176844"
"inadequately","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","66 und älter","Westdeutschland, alte Bundeslaender","46","0.0141119146079207","0.00778467564136323","0.0204391535744781"
"inadequately","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","728","0.180362641267571","0.167545753921347","0.193179528613794"
"general elemantary","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","185","0.12307939313483","0.104157411253107","0.142001375016553"
"general elemantary","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","975","0.163001572746495","0.152905783562779","0.173097361930212"
"general elemantary","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","102","0.0475786263057072","0.0385910007650029","0.0565662518464115"
"general elemantary","1998","66 und älter","Westdeutschland, alte Bundeslaender","477","0.357664129901953","0.331952699451327","0.383375560352579"
"general elemantary","1998","66 und älter","Ostdeutschland, neue Bundeslaender","94","0.213627597694794","0.176729690828028","0.250525504561561"
"middle vocational","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1679","0.483072644099085","0.466414777439672","0.499730510758497"
"middle vocational","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","632","0.597982026647136","0.56974229199638","0.626221761297892"
"middle vocational","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2642","0.546995137342979","0.533389301726463","0.560600972959496"
"middle vocational","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1217","0.574595995354198","0.553721954065664","0.595470036642731"
"middle vocational","1998","66 und älter","Westdeutschland, alte Bundeslaender","633","0.489275415875847","0.462460432177534","0.51609039957416"
"middle vocational","1998","66 und älter","Ostdeutschland, neue Bundeslaender","255","0.527771741711272","0.482829164550901","0.572714318871643"
"vocational + Abi","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","243","0.0909310801874731","0.081346943889151","0.100515216485795"
"vocational + Abi","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","38","0.0382998628131474","0.0272460460904322","0.0493536795358625"
"vocational + Abi","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","172","0.030914842402061","0.0261839121607646","0.0356457726433574"
"vocational + Abi","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","194","0.060154679059914","0.0522285470710815","0.0680808110487465"
"higher vocational","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","50","0.0378078699424739","0.0268224714187671","0.0487932684661808"
"higher vocational","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","338","0.0737684776836829","0.0666238887905621","0.0809130665768037"
"higher vocational","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","164","0.0811396360710515","0.0696113235679069","0.0926679485741961"
"higher vocational","1998","66 und älter","Westdeutschland, alte Bundeslaender","57","0.0489250550897996","0.0373537994013896","0.0604963107782096"
"higher vocational","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","307","0.0978517785970242","0.0879475259122435","0.107756031281805"
"higher education","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","137","0.122271678528901","0.103403203372731","0.141140153685071"
"higher education","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","708","0.153229086186257","0.143383634925984","0.16307453744653"
"higher education","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","640","0.282872155394917","0.263856213294067","0.301888097495766"
"higher education","1998","66 und älter","Westdeutschland, alte Bundeslaender","93","0.0702722282425196","0.0565609727817277","0.0839834837033114"
"higher education","1998","66 und älter","Ostdeutschland, neue Bundeslaender","94","0.187283509633412","0.152161591539399","0.222405427727425"
"in school","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","215","0.0717001819660081","0.0628737929594254","0.0805265709725908"
"in school","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.0793518449605304","0.0636481331027235","0.0950555568183372"
"in school","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
