"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"in school","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","75","0.0176744616275181","0.0131665061610756","0.0221824170939607"
"inadequately","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","285","0.0305303483477502","0.0258132967159568","0.0352473999795435"
"inadequately","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","66 und älter","Westdeutschland, alte Bundeslaender","52","0.0167795215591172","0.00988171163086956","0.0236773314873649"
"inadequately","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","697","0.187216731121861","0.1738711186652","0.200562343578523"
"general elemantary","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","189","0.130618701910952","0.111039959686361","0.150197444135543"
"general elemantary","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","917","0.150952279109834","0.141136528211101","0.160768030008568"
"general elemantary","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","93","0.0436811256976167","0.0349973108744928","0.0523649405207406"
"general elemantary","1999","66 und älter","Westdeutschland, alte Bundeslaender","475","0.350510441470021","0.324887289917555","0.376133593022486"
"general elemantary","1999","66 und älter","Ostdeutschland, neue Bundeslaender","90","0.18384081058792","0.149648139242321","0.21803348193352"
"middle vocational","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1606","0.487674213409897","0.47057339849793","0.504775028321864"
"middle vocational","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","620","0.606720645525819","0.578340022775223","0.635101268276414"
"middle vocational","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2652","0.55499499000774","0.541369108042575","0.568620871972905"
"middle vocational","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1205","0.576749349171886","0.555757308793634","0.597741389550138"
"middle vocational","1999","66 und älter","Westdeutschland, alte Bundeslaender","624","0.484565630571595","0.457727085476243","0.511404175666947"
"middle vocational","1999","66 und älter","Ostdeutschland, neue Bundeslaender","261","0.532676686005221","0.488634871861331","0.576718500149111"
"vocational + Abi","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","222","0.0824114933269005","0.0730035070092195","0.0918194796445815"
"vocational + Abi","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","42","0.044272099054517","0.0323209641402984","0.0562232339687355"
"vocational + Abi","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","184","0.0346685734802001","0.0296527314602405","0.0396844155001597"
"vocational + Abi","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","30","0.0139670046609995","0.00898092007047914","0.0189530892515199"
"vocational + Abi","1999","66 und älter","Westdeutschland, alte Bundeslaender","30","0.0245711327070423","0.0162572025951217","0.032885062818963"
"vocational + Abi","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","173","0.0566005137972772","0.0486948779259527","0.0645061496686018"
"higher vocational","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0328897279623135","0.0225276919160263","0.0432517640086007"
"higher vocational","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","350","0.0748046336240753","0.0675915890567976","0.082017678191353"
"higher vocational","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","164","0.0835039375290159","0.0717500627870844","0.0952578122709474"
"higher vocational","1999","66 und älter","Westdeutschland, alte Bundeslaender","55","0.046648799393882","0.0353236830334356","0.0579739157543283"
"higher vocational","1999","66 und älter","Ostdeutschland, neue Bundeslaender","30","0.0678169945125878","0.0456225391894342","0.0900114498357414"
"higher education","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","294","0.0967224047505377","0.0866100344481091","0.106834775052966"
"higher education","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","123","0.0996706388590751","0.0822661494240571","0.117075128294093"
"higher education","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","720","0.153634868987562","0.143747939893537","0.163521798081588"
"higher education","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","634","0.281544421684359","0.262435520999828","0.300653322368891"
"higher education","1999","66 und älter","Westdeutschland, alte Bundeslaender","96","0.0769244742983432","0.0626142360194109","0.0912347125772756"
"higher education","1999","66 und älter","Ostdeutschland, neue Bundeslaender","104","0.203470622160004","0.167933980173654","0.239007264146355"
"in school","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","346","0.0589230886777817","0.0526770153154612","0.0651691620401022"
"in school","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","144","0.082189953292999","0.0690564913292032","0.0953234152567949"
"in school","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","89","0.0155364728853958","0.0122560653503378","0.0188168804204539"
"inadequately","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","237","0.01941043813167","0.0167258147551512","0.0220950615081887"
"inadequately","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2000","66 und älter","Westdeutschland, alte Bundeslaender","60","0.0177440454818028","0.0128080087491962","0.0226800822144095"
"inadequately","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1008","0.170093726327468","0.160127965933091","0.180059486721846"
"general elemantary","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","260","0.136686889258289","0.120260540162569","0.153113238354009"
"general elemantary","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1281","0.116898120701402","0.110645944132834","0.12315029726997"
"general elemantary","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","107","0.0325218928825852","0.0264781192715114","0.0385656664936589"
"general elemantary","2000","66 und älter","Westdeutschland, alte Bundeslaender","777","0.279839396895987","0.263054880426537","0.296623913365437"
"general elemantary","2000","66 und älter","Ostdeutschland, neue Bundeslaender","149","0.177426788853473","0.152257361612526","0.202596216094419"
"middle vocational","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2639","0.484469963835613","0.471213973315028","0.497725954356198"
"middle vocational","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","937","0.579871860895784","0.556269776844586","0.603473944946982"
"middle vocational","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5571","0.554951527819697","0.54528093164756","0.564622123991834"
"middle vocational","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1853","0.570481695857742","0.553615722778415","0.587347668937069"
"middle vocational","2000","66 und älter","Westdeutschland, alte Bundeslaender","1400","0.511325647024059","0.492636120964193","0.530015173083926"
"middle vocational","2000","66 und älter","Ostdeutschland, neue Bundeslaender","478","0.536976063390321","0.504124530387575","0.569827596393067"
"vocational + Abi","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","454","0.0928091396795718","0.0851125829254026","0.100505696433741"
"vocational + Abi","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","67","0.0399380696712452","0.0305746042782618","0.0493015350642286"
"vocational + Abi","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","460","0.0466689163546825","0.0425644395993943","0.0507733931099706"
"vocational + Abi","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","49","0.0159682533749239","0.0116972199531268","0.0202392867967211"
"vocational + Abi","2000","66 und älter","Westdeutschland, alte Bundeslaender","91","0.0332219717072916","0.0265213389718341","0.0399226044427492"
"vocational + Abi","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","331","0.061323973353795","0.0549600524099347","0.0676878942976553"
"higher vocational","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","92","0.0615414681516099","0.0500497512132665","0.0730331850899532"
"higher vocational","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","893","0.0890582642666914","0.0835157798758676","0.0946007486575152"
"higher vocational","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","334","0.103633607879106","0.0932489355213914","0.11401828023682"
"higher vocational","2000","66 und älter","Westdeutschland, alte Bundeslaender","162","0.0638795194595948","0.0547365678649723","0.0730224710542174"
"higher vocational","2000","66 und älter","Ostdeutschland, neue Bundeslaender","82","0.0933062379937371","0.0741432993384048","0.112469176649069"
"higher education","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","593","0.116843635240374","0.108322977881127","0.12536429259962"
"higher education","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","168","0.0941973787582989","0.0802295260857303","0.108165231430867"
"higher education","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1696","0.17259342822313","0.165239935348222","0.179946921098038"
"higher education","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","961","0.27626708312928","0.261031697845284","0.291502468413275"
"higher education","2000","66 und älter","Westdeutschland, alte Bundeslaender","256","0.0937110149787128","0.0828149822642006","0.104607047693225"
"higher education","2000","66 und älter","Ostdeutschland, neue Bundeslaender","164","0.179575907543443","0.154287604147345","0.204864210939541"
"in school","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","393","0.074235587645806","0.0667472368622987","0.0817239384293133"
"in school","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","157","0.0912162722445924","0.0767516466814077","0.105680897807777"
"in school","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2001","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","66","0.0134007230785877","0.0101162600567808","0.0166851861003947"
"inadequately","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","178","0.0147201667888508","0.0122635559968106","0.017176777580891"
"inadequately","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2001","66 und älter","Westdeutschland, alte Bundeslaender","53","0.0170304018398553","0.0120417370009118","0.0220190666787989"
"inadequately","2001","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","905","0.178504160598749","0.16756568708302","0.189442634114478"
"general elemantary","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","236","0.13768484220071","0.120374054090759","0.154995630310661"
"general elemantary","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1068","0.108885315191712","0.102531250243153","0.115239380140271"
"general elemantary","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","93","0.0309934248263712","0.0248641890292899","0.0371226606234525"
"general elemantary","2001","66 und älter","Westdeutschland, alte Bundeslaender","689","0.265607068806015","0.248578196264244","0.282635941347786"
"general elemantary","2001","66 und älter","Ostdeutschland, neue Bundeslaender","131","0.167672172472933","0.14257290688547","0.192771438060396"
"middle vocational","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2204","0.470864535710149","0.45660644773918","0.485122623681119"
"middle vocational","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","848","0.575723414799644","0.55089367070754","0.600553158891747"
"middle vocational","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5099","0.558378535663384","0.548248997673353","0.568508073653414"
"middle vocational","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1705","0.564064706130532","0.546526560911774","0.58160285134929"
"middle vocational","2001","66 und älter","Westdeutschland, alte Bundeslaender","1334","0.515497386811087","0.49622821130828","0.534766562313894"
