"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"higher vocational","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","177","0.104503882957261","0.0900214759189919","0.11898628999553"
"higher vocational","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","137","0.110437453177131","0.0939955601610464","0.126879346193217"
"higher vocational","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","124","0.209255043959242","0.180978865793154","0.23753122212533"
"higher vocational","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","765","1","1","1"
"higher education","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","875","1","1","1"
"in school","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","157","0.352658827847449","0.318532104037439","0.386785551657459"
"in school","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","85","0.781504791493177","0.700916084935355","0.862093498050998"
"in school","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","525","0.559321176050459","0.52386088263281","0.594781469468109"
"inadequately","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1797","0.328816999444994","0.315605209979948","0.34202878891004"
"general elemantary","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","249","0.213926748574645","0.191531586288417","0.236321910860874"
"general elemantary","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","311","0.165683966470939","0.147926435376501","0.183441497565377"
"general elemantary","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","159","0.104683909654263","0.0885021813971831","0.120865637911342"
"general elemantary","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","67","0.0795732011148944","0.0602433439389817","0.098903058290807"
"middle vocational","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2825","0.610046167633448","0.596329393503549","0.623762941763347"
"middle vocational","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","956","0.714754203285893","0.690095050851656","0.73941335572013"
"middle vocational","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","1195","0.731108966581419","0.709932365152626","0.752285568010212"
"middle vocational","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1070","0.776801570906714","0.754792720611681","0.798810421201747"
"middle vocational","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","348","0.40747208157069","0.373251385573343","0.441692777568037"
"middle vocational","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","59","0.34425776043693","0.265271938786497","0.423243582087363"
"middle vocational","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","319","0.377260294686883","0.343503645648827","0.41101694372494"
"vocational + Abi","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","74","0.62049084304583","0.539819458843786","0.701162227247875"
"vocational + Abi","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","212","0.0555835801595986","0.0491401212683483","0.0620270390508489"
"higher vocational","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","83","0.0713190481394615","0.0572641987035519","0.0853738975753712"
"higher vocational","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","178","0.103207066947642","0.0886766574419126","0.117737476453372"
"higher vocational","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","146","0.118514519439024","0.101430498169298","0.135598540708749"
"higher vocational","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","125","0.215267623742427","0.186643273043781","0.243891974441073"
"higher vocational","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","796","1","1","1"
"higher education","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","860","1","1","1"
"in school","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","191","0.418855339057746","0.384030023851114","0.453680654264378"
"in school","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","97","0.78092230550039","0.704994882473927","0.856849728526853"
"in school","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","504","0.485336451500694","0.450058442859662","0.520614460141726"
"inadequately","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1804","0.328731653798455","0.315632191686979","0.341831115909932"
"general elemantary","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","235","0.207068790027149","0.184433078868929","0.22970450118537"
"general elemantary","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","328","0.164912935481814","0.1476973332297","0.182128537733929"
"general elemantary","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","149","0.0919696206024094","0.0765026204826471","0.107436620722172"
"general elemantary","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","73","0.0915838246112371","0.0712240615579455","0.111943587664529"
"middle vocational","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2912","0.615982277890247","0.602419633996745","0.62954492178375"
"middle vocational","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","914","0.718508399937622","0.693385619126641","0.743631180748603"
"middle vocational","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","1254","0.719423746057878","0.698581389497578","0.740266102618177"
"middle vocational","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1049","0.793308138955581","0.771635273001826","0.814981004909336"
"middle vocational","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","396","0.388532549694866","0.357104858203924","0.419960241185809"
"middle vocational","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","75","0.414345710366225","0.336290039008941","0.492401381723508"
"middle vocational","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","410","0.435317698321254","0.403349559265334","0.467285837377174"
"vocational + Abi","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","69","0.542431826956159","0.463490783659701","0.621372870252616"
"vocational + Abi","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","202","0.0503957254823925","0.0442954029441934","0.0564960480205916"
"higher vocational","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","80","0.0736162372413114","0.0590280496448897","0.0882044248377331"
"higher vocational","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","203","0.115663318460308","0.100826676213483","0.130499960707133"
"higher vocational","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","143","0.11472224044201","0.0976654509772348","0.131779029906785"
"higher vocational","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","118","0.17614975198388","0.151586986497072","0.200712517470687"
"higher vocational","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","927","1","1","1"
"higher education","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","836","1","1","1"
"in school","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","196","0.423794510806612","0.387922915934326","0.459666105678898"
"in school","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","98","0.766648440914279","0.690007885751531","0.843288996077028"
"in school","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","460","0.467102469311765","0.430885486886257","0.503319451737273"
"inadequately","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1711","0.320640476013869","0.307419138754459","0.333861813273279"
"general elemantary","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","226","0.194111020286259","0.17173307680456","0.216488963767958"
"general elemantary","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","326","0.162242927921268","0.145163885608028","0.179321970234508"
"general elemantary","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","146","0.0922927919714477","0.0767724371372874","0.107813146805608"
"general elemantary","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","69","0.0927046604064205","0.0716518804820879","0.113757440330753"
"middle vocational","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2853","0.624555853697212","0.610838362581419","0.638273344813006"
"middle vocational","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","892","0.731800438119782","0.706734565253135","0.756866310986429"
"middle vocational","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","1250","0.722634025122598","0.701894091085796","0.743373959159401"
"middle vocational","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1050","0.798451345639719","0.776940422822563","0.819962268456875"
"middle vocational","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","363","0.366331231702805","0.334516500290433","0.398145963115178"
"middle vocational","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","77","0.408342847933029","0.332885450013186","0.483800245852872"
"middle vocational","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","403","0.471522130147172","0.43855929336909","0.504484966925253"
"vocational + Abi","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","75","0.513192993091083","0.436461604396124","0.589924381786042"
"vocational + Abi","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","200","0.0504233788762544","0.0442247254332993","0.0566220323192096"
"higher vocational","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","78","0.0715091843663414","0.0569302028167102","0.0860881659159727"
"higher vocational","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","214","0.115123046956134","0.10033726984093","0.129908824071338"
"higher vocational","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","140","0.109255862388833","0.0925278738204851","0.125983850957181"
"higher vocational","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","115","0.162146638150023","0.137807896574483","0.186485379725563"
"higher vocational","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","929","1","1","1"
"higher education","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","841","1","1","1"
"in school","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","206","0.422032546136629","0.385627377442954","0.458437714830304"
"in school","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","110","0.783598165520538","0.713081849156708","0.854114481884367"
"in school","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","431","0.471005966274122","0.434211968710756","0.507799963837489"
"inadequately","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1655","0.319940207821903","0.306543350486717","0.333337065157088"
"general elemantary","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","217","0.19072382413752","0.168125156658997","0.213322491616042"
"general elemantary","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","342","0.167935005118188","0.150618078474809","0.185251931761566"
"general elemantary","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","136","0.0893831390003325","0.0738864740341286","0.104879803966536"
"general elemantary","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","68","0.0916941749410785","0.0704213430856107","0.112967006796546"
"middle vocational","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2784","0.626906572072435","0.613016478133135","0.640796666011736"
"middle vocational","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","866","0.73508666863944","0.709703071794835","0.760470265484045"
"middle vocational","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","1242","0.71937061652887","0.6985561878894","0.74018504516834"
"middle vocational","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1027","0.803204066730346","0.781608549607117","0.824799583853576"
"middle vocational","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","354","0.370223253404944","0.337988851602975","0.402457655206913"
"middle vocational","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","81","0.422779204577468","0.348519806702517","0.497038602452418"
"middle vocational","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","385","0.451780627460081","0.418557887313618","0.485003367606543"
"vocational + Abi","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","73","0.477812787482599","0.402725635725728","0.55289993923947"
"vocational + Abi","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
