"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"inadequately","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2314","0.352715751792624","0.340393376105083","0.365038127480164"
"general elemantary","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","426","0.211080077936222","0.191704557339253","0.230455598533191"
"general elemantary","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","79","0.07419669883503","0.0572608943482233","0.0911325033218366"
"middle vocational","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3188","0.592192289671249","0.579518876627515","0.604865702714984"
"middle vocational","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","1109","0.692269884232865","0.670355159729157","0.714184608736573"
"middle vocational","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","350","0.443820635368045","0.408072176854565","0.479569093881524"
"middle vocational","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","271","0.354912020938307","0.32048369010956","0.389340351767053"
"vocational + Abi","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","246","0.0500371428168325","0.0444145832812298","0.0556597023524353"
"higher vocational","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","169","0.0966500378309132","0.0826205335688561","0.11067954209297"
"higher vocational","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","121","0.201267343693649","0.172418160844717","0.23011652654258"
"higher vocational","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1988","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1988","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1988","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1988","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1988","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1988","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1988","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1988","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1988","AkademikerInnen","Westdeutschland, alte Bundeslaender","702","1","1","1"
"higher education","1988","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","175","0.422966543923736","0.390636568473316","0.455296519374155"
"in school","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","634","0.50055414927268","0.467833523027679","0.53327477551768"
"inadequately","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2197","0.350919655084704","0.338336321011635","0.363502989157773"
"general elemantary","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","393","0.20384300818257","0.184428445831842","0.223257570533297"
"general elemantary","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","85","0.0671010233720535","0.0507278164766143","0.0834742302674927"
"middle vocational","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3070","0.593864874777804","0.580916306652514","0.606813442903095"
"middle vocational","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","1096","0.69848368461324","0.676367312922265","0.720600056304216"
"middle vocational","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","353","0.433655905538443","0.398352795050626","0.468959016026259"
"middle vocational","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","290","0.379153362416483","0.34459129015752","0.413715434675445"
"vocational + Abi","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","233","0.0505198289691115","0.0447453003749888","0.0562943575632341"
"higher vocational","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","165","0.0976733072041898","0.0833662541563181","0.111980360252061"
"higher vocational","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","114","0.187190732045074","0.159404052911347","0.214977411178802"
"higher vocational","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1989","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1989","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1989","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1989","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1989","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1989","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1989","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1989","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1989","AkademikerInnen","Westdeutschland, alte Bundeslaender","699","1","1","1"
"higher education","1989","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","162","0.377713981049037","0.345179032255933","0.410248929842142"
"in school","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","33","0.658896353029611","0.521896245370912","0.795896460688309"
"in school","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","612","0.537346567110093","0.503886353492297","0.570806780727888"
