"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"general elemantary","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1993","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1993","66 und älter","Hauptschulabschluss","469","0.432982677652374","0.403807625896686","0.462157729408062"
"general elemantary","1993","66 und älter","Realschulabschluss","31","0.158156092482428","0.107202626895476","0.20910955806938"
"general elemantary","1993","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1993","66 und älter","AkademikerInnen","","","",""
"middle vocational","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1993","16-34 Jahre alt","Hauptschulabschluss","915","0.630987175925335","0.60723166072089","0.65474269112978"
"middle vocational","1993","16-34 Jahre alt","Realschulabschluss","1219","0.700325438931135","0.67883719816876","0.72181367969351"
"middle vocational","1993","16-34 Jahre alt","(Fach-)Abitur","346","0.520535818979561","0.481525346521291","0.559546291437832"
"middle vocational","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1993","35-65 Jahre alt","(noch) kein Abschluss","53","0.141796673047742","0.11025917188419","0.173334174211293"
"middle vocational","1993","35-65 Jahre alt","Hauptschulabschluss","2386","0.665700770808773","0.650496280884983","0.680905260732563"
"middle vocational","1993","35-65 Jahre alt","Realschulabschluss","910","0.768352416757627","0.744147322363981","0.792557511151274"
"middle vocational","1993","35-65 Jahre alt","(Fach-)Abitur","51","0.183209536486292","0.134869173777958","0.231549899194626"
"middle vocational","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1993","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1993","66 und älter","Hauptschulabschluss","583","0.513981424017087","0.4845522307707","0.543410617263474"
"middle vocational","1993","66 und älter","Realschulabschluss","145","0.744227592940252","0.683302709471645","0.805152476408858"
"middle vocational","1993","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1993","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1993","16-34 Jahre alt","(Fach-)Abitur","227","0.356776023138566","0.319368689012514","0.394183357264618"
"vocational + Abi","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1993","35-65 Jahre alt","(Fach-)Abitur","134","0.460683018713428","0.398395119027731","0.522970918399125"
"vocational + Abi","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1993","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1993","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1993","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1993","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1993","66 und älter","AkademikerInnen","","","",""
"higher vocational","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1993","16-34 Jahre alt","Hauptschulabschluss","43","0.0414623956834804","0.0316479623045693","0.0512768290623915"
"higher vocational","1993","16-34 Jahre alt","Realschulabschluss","105","0.0698756239576202","0.0579176023476559","0.0818336455675844"
"higher vocational","1993","16-34 Jahre alt","(Fach-)Abitur","57","0.122688157881873","0.0970695141041453","0.1483068016596"
"higher vocational","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1993","35-65 Jahre alt","Hauptschulabschluss","202","0.0632963053850957","0.0554483787462758","0.0711442320239156"
"higher vocational","1993","35-65 Jahre alt","Realschulabschluss","188","0.154164798889369","0.133446783517567","0.174882814261171"
"higher vocational","1993","35-65 Jahre alt","(Fach-)Abitur","61","0.35610744480028","0.296269348836928","0.415945540763633"
"higher vocational","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1993","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","1993","66 und älter","Hauptschulabschluss","55","0.0519763160484233","0.0389058656985679","0.0650467663982788"
"higher vocational","1993","66 und älter","Realschulabschluss","","","",""
"higher vocational","1993","66 und älter","(Fach-)Abitur","","","",""
"higher vocational","1993","66 und älter","AkademikerInnen","","","",""
"higher education","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1993","16-34 Jahre alt","AkademikerInnen","412","1","1","1"
"higher education","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1993","35-65 Jahre alt","AkademikerInnen","1111","1","1","1"
"higher education","1993","66 und älter","(noch) kein Abschluss","","","",""
"higher education","1993","66 und älter","Hauptschulabschluss","","","",""
"higher education","1993","66 und älter","Realschulabschluss","","","",""
"higher education","1993","66 und älter","(Fach-)Abitur","","","",""
"higher education","1993","66 und älter","AkademikerInnen","117","1","1","1"
"in school","1994","16-34 Jahre alt","(noch) kein Abschluss","241","0.701055199381846","0.655620527398803","0.74648987136489"
"in school","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","1994","66 und älter","(noch) kein Abschluss","","","",""
"in school","1994","66 und älter","Hauptschulabschluss","","","",""
"in school","1994","66 und älter","Realschulabschluss","","","",""
"in school","1994","66 und älter","(Fach-)Abitur","","","",""
"in school","1994","66 und älter","AkademikerInnen","","","",""
"inadequately","1994","16-34 Jahre alt","(noch) kein Abschluss","127","0.257542391902302","0.214143765811322","0.300941017993281"
"inadequately","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","1994","35-65 Jahre alt","(noch) kein Abschluss","379","0.854254882171247","0.820942921235774","0.887566843106721"
"inadequately","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","1994","66 und älter","(noch) kein Abschluss","30","0.902303880808711","0.799434015610727","1.0051737460067"
"inadequately","1994","66 und älter","Hauptschulabschluss","","","",""
"inadequately","1994","66 und älter","Realschulabschluss","","","",""
"inadequately","1994","66 und älter","(Fach-)Abitur","","","",""
"inadequately","1994","66 und älter","AkademikerInnen","","","",""
"general elemantary","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1994","16-34 Jahre alt","Hauptschulabschluss","548","0.308027730692517","0.284434848013802","0.331620613371232"
"general elemantary","1994","16-34 Jahre alt","Realschulabschluss","372","0.209681728020021","0.190145920268154","0.229217535771888"
"general elemantary","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1994","35-65 Jahre alt","Hauptschulabschluss","1041","0.261626276274559","0.24718641923428","0.276066133314838"
"general elemantary","1994","35-65 Jahre alt","Realschulabschluss","69","0.0772864631950833","0.0621897981286171","0.0923831282615495"
"general elemantary","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1994","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1994","66 und älter","Hauptschulabschluss","457","0.420184218044851","0.391212413831244","0.449156022258457"
"general elemantary","1994","66 und älter","Realschulabschluss","","","",""
"general elemantary","1994","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1994","66 und älter","AkademikerInnen","","","",""
"middle vocational","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1994","16-34 Jahre alt","Hauptschulabschluss","863","0.634819795021756","0.610214951980161","0.659424638063351"
"middle vocational","1994","16-34 Jahre alt","Realschulabschluss","1181","0.718382530307084","0.696797247395419","0.73996781321875"
"middle vocational","1994","16-34 Jahre alt","(Fach-)Abitur","348","0.517206764494549","0.478850440400159","0.55556308858894"
"middle vocational","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1994","35-65 Jahre alt","(noch) kein Abschluss","50","0.138072526430856","0.105503974172961","0.170641078688751"
"middle vocational","1994","35-65 Jahre alt","Hauptschulabschluss","2318","0.670360762094319","0.65491683151713","0.685804692671508"
"middle vocational","1994","35-65 Jahre alt","Realschulabschluss","945","0.774506422207","0.750881224176724","0.798131620237277"
"middle vocational","1994","35-65 Jahre alt","(Fach-)Abitur","52","0.202196405719905","0.150845409929825","0.253547401509984"
"middle vocational","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1994","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1994","66 und älter","Hauptschulabschluss","600","0.525001017325419","0.495689583078971","0.554312451571866"
"middle vocational","1994","66 und älter","Realschulabschluss","139","0.740943200171293","0.678482457257015","0.80340394308557"
"middle vocational","1994","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1994","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1994","16-34 Jahre alt","(Fach-)Abitur","250","0.381293083272911","0.344011337355832","0.418574829189989"
"vocational + Abi","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1994","35-65 Jahre alt","(Fach-)Abitur","119","0.411089746178829","0.348181577865488","0.47399791449217"
"vocational + Abi","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1994","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1994","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1994","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1994","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1994","66 und älter","AkademikerInnen","","","",""
"higher vocational","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1994","16-34 Jahre alt","Hauptschulabschluss","45","0.0412714928767152","0.0311063224475473","0.0514366633058832"
"higher vocational","1994","16-34 Jahre alt","Realschulabschluss","115","0.0719357416728942","0.0595360337789239","0.0843354495668645"
"higher vocational","1994","16-34 Jahre alt","(Fach-)Abitur","54","0.10150015223254","0.0783199807806806","0.124680323684399"
"higher vocational","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1994","35-65 Jahre alt","Hauptschulabschluss","193","0.064908717765842","0.0568147286495905","0.0730027068820936"
"higher vocational","1994","35-65 Jahre alt","Realschulabschluss","188","0.148207114597916","0.128120932877945","0.168293296317887"
"higher vocational","1994","35-65 Jahre alt","(Fach-)Abitur","64","0.386713848101266","0.324449334300251","0.448978361902281"
"higher vocational","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1994","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","1994","66 und älter","Hauptschulabschluss","57","0.0538652350174749","0.0406144552125317","0.0671160148224182"
"higher vocational","1994","66 und älter","Realschulabschluss","","","",""
"higher vocational","1994","66 und älter","(Fach-)Abitur","","","",""
"higher vocational","1994","66 und älter","AkademikerInnen","","","",""
