"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"in school","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","1990","66 und älter","(noch) kein Abschluss","","","",""
"in school","1990","66 und älter","Hauptschulabschluss","","","",""
"in school","1990","66 und älter","Realschulabschluss","","","",""
"in school","1990","66 und älter","(Fach-)Abitur","","","",""
"in school","1990","66 und älter","AkademikerInnen","","","",""
"inadequately","1990","16-34 Jahre alt","(noch) kein Abschluss","143","0.303520357887773","0.2557595990728","0.351281116702747"
"inadequately","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","1990","35-65 Jahre alt","(noch) kein Abschluss","460","0.85469174265914","0.824372781729689","0.885010703588591"
"inadequately","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","1990","66 und älter","(noch) kein Abschluss","","","",""
"inadequately","1990","66 und älter","Hauptschulabschluss","","","",""
"inadequately","1990","66 und älter","Realschulabschluss","","","",""
"inadequately","1990","66 und älter","(Fach-)Abitur","","","",""
"inadequately","1990","66 und älter","AkademikerInnen","","","",""
"general elemantary","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1990","16-34 Jahre alt","Hauptschulabschluss","692","0.30275902090653","0.281516108880527","0.324001932932533"
"general elemantary","1990","16-34 Jahre alt","Realschulabschluss","440","0.23870231218727","0.219732947133292","0.257671677241247"
"general elemantary","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1990","35-65 Jahre alt","Hauptschulabschluss","1279","0.288351601835715","0.274579372568782","0.302123831102649"
"general elemantary","1990","35-65 Jahre alt","Realschulabschluss","70","0.0833741339864285","0.0668177657283163","0.0999305022445406"
"general elemantary","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1990","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1990","66 und älter","Hauptschulabschluss","494","0.441593028131876","0.412510939095641","0.47067511716811"
"general elemantary","1990","66 und älter","Realschulabschluss","35","0.184203035970979","0.129933077451668","0.238472994490289"
"general elemantary","1990","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1990","66 und älter","AkademikerInnen","","","",""
"middle vocational","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1990","16-34 Jahre alt","Hauptschulabschluss","1043","0.652869998798526","0.630859317608329","0.674880679988722"
"middle vocational","1990","16-34 Jahre alt","Realschulabschluss","1373","0.692387947400526","0.671851578855998","0.712924315945055"
"middle vocational","1990","16-34 Jahre alt","(Fach-)Abitur","336","0.544234064123205","0.504581107869318","0.583887020377093"
"middle vocational","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1990","35-65 Jahre alt","(noch) kein Abschluss","57","0.135015977324553","0.105615049421268","0.164416905227838"
"middle vocational","1990","35-65 Jahre alt","Hauptschulabschluss","2644","0.646339943815713","0.631804314959006","0.660875572672419"
"middle vocational","1990","35-65 Jahre alt","Realschulabschluss","833","0.778423422635407","0.753550705660397","0.803296139610417"
"middle vocational","1990","35-65 Jahre alt","(Fach-)Abitur","47","0.152106700874035","0.105994600399128","0.198218801348943"
"middle vocational","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1990","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1990","66 und älter","Hauptschulabschluss","564","0.506399918052577","0.477119754072113","0.535680082033042"
"middle vocational","1990","66 und älter","Realschulabschluss","138","0.707890059857924","0.644228667903053","0.771551451812794"
"middle vocational","1990","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1990","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1990","16-34 Jahre alt","(Fach-)Abitur","222","0.354826872126358","0.316732732831005","0.392921011421711"
"vocational + Abi","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1990","35-65 Jahre alt","(Fach-)Abitur","129","0.498748899414397","0.434548345477253","0.562949453351542"
"vocational + Abi","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1990","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1990","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1990","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1990","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1990","66 und älter","AkademikerInnen","","","",""
"higher vocational","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1990","16-34 Jahre alt","Hauptschulabschluss","41","0.0282890165715697","0.0206233216133652","0.0359547115297742"
"higher vocational","1990","16-34 Jahre alt","Realschulabschluss","127","0.0689097404122039","0.0576381960488756","0.0801812847755321"
"higher vocational","1990","16-34 Jahre alt","(Fach-)Abitur","48","0.100939063750437","0.0769542705039162","0.124923856996958"
"higher vocational","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1990","35-65 Jahre alt","Hauptschulabschluss","227","0.0631143718564053","0.0557214223129416","0.0705073213998691"
"higher vocational","1990","35-65 Jahre alt","Realschulabschluss","168","0.138202443378165","0.117533710833934","0.158871175922396"
"higher vocational","1990","35-65 Jahre alt","(Fach-)Abitur","57","0.349144399711567","0.287935440663742","0.410353358759392"
"higher vocational","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1990","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","1990","66 und älter","Hauptschulabschluss","61","0.0508215682369998","0.0379587230870953","0.0636844133869044"
"higher vocational","1990","66 und älter","Realschulabschluss","","","",""
"higher vocational","1990","66 und älter","(Fach-)Abitur","","","",""
"higher vocational","1990","66 und älter","AkademikerInnen","","","",""
"higher education","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1990","16-34 Jahre alt","AkademikerInnen","521","1","1","1"
"higher education","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1990","35-65 Jahre alt","AkademikerInnen","1068","1","1","1"
"higher education","1990","66 und älter","(noch) kein Abschluss","","","",""
"higher education","1990","66 und älter","Hauptschulabschluss","","","",""
"higher education","1990","66 und älter","Realschulabschluss","","","",""
"higher education","1990","66 und älter","(Fach-)Abitur","","","",""
"higher education","1990","66 und älter","AkademikerInnen","109","1","1","1"
"in school","1991","16-34 Jahre alt","(noch) kein Abschluss","162","0.588773519861232","0.537873782944573","0.639673256777891"
"in school","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","1991","66 und älter","(noch) kein Abschluss","","","",""
"in school","1991","66 und älter","Hauptschulabschluss","","","",""
"in school","1991","66 und älter","Realschulabschluss","","","",""
"in school","1991","66 und älter","(Fach-)Abitur","","","",""
"in school","1991","66 und älter","AkademikerInnen","","","",""
"inadequately","1991","16-34 Jahre alt","(noch) kein Abschluss","174","0.362661650445015","0.312929560635911","0.412393740254119"
"inadequately","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","1991","35-65 Jahre alt","(noch) kein Abschluss","445","0.858763778597859","0.828268041690644","0.889259515505075"
"inadequately","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","1991","66 und älter","(noch) kein Abschluss","","","",""
"inadequately","1991","66 und älter","Hauptschulabschluss","","","",""
"inadequately","1991","66 und älter","Realschulabschluss","","","",""
"inadequately","1991","66 und älter","(Fach-)Abitur","","","",""
"inadequately","1991","66 und älter","AkademikerInnen","","","",""
"general elemantary","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1991","16-34 Jahre alt","Hauptschulabschluss","650","0.303399165122757","0.281603192904708","0.325195137340805"
"general elemantary","1991","16-34 Jahre alt","Realschulabschluss","430","0.226083065667527","0.207063244560617","0.245102886774437"
"general elemantary","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1991","35-65 Jahre alt","Hauptschulabschluss","1227","0.281758139192453","0.26781546815469","0.295700810230216"
"general elemantary","1991","35-65 Jahre alt","Realschulabschluss","72","0.0820499866689893","0.0659050860779554","0.0981948872600232"
"general elemantary","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1991","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1991","66 und älter","Hauptschulabschluss","473","0.434246197322902","0.404981836249195","0.463510558396609"
"general elemantary","1991","66 und älter","Realschulabschluss","34","0.181853994657476","0.127151360842319","0.236556628472633"
"general elemantary","1991","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1991","66 und älter","AkademikerInnen","","","",""
"middle vocational","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1991","16-34 Jahre alt","Hauptschulabschluss","996","0.644886569324944","0.622198252675977","0.667574885973911"
"middle vocational","1991","16-34 Jahre alt","Realschulabschluss","1315","0.710260984208503","0.689633906444604","0.730888061972403"
"middle vocational","1991","16-34 Jahre alt","(Fach-)Abitur","335","0.527571122537534","0.487953181666145","0.567189063408924"
"middle vocational","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1991","35-65 Jahre alt","(noch) kein Abschluss","54","0.13175821971023","0.102141399606775","0.161375039813684"
"middle vocational","1991","35-65 Jahre alt","Hauptschulabschluss","2547","0.653124011703105","0.638371793306879","0.667876230099331"
"middle vocational","1991","35-65 Jahre alt","Realschulabschluss","863","0.770892855839338","0.746169755696642","0.795615955982034"
"middle vocational","1991","35-65 Jahre alt","(Fach-)Abitur","48","0.15882643146421","0.112583360430838","0.205069502497582"
"middle vocational","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1991","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1991","66 und älter","Hauptschulabschluss","575","0.517952247652815","0.48845053790587","0.547453957399761"
"middle vocational","1991","66 und älter","Realschulabschluss","134","0.706798436438109","0.642238612340382","0.771358260535837"
"middle vocational","1991","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1991","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1991","16-34 Jahre alt","(Fach-)Abitur","225","0.37988998472186","0.341373515537069","0.418406453906652"
"vocational + Abi","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1991","35-65 Jahre alt","(Fach-)Abitur","133","0.466252295030476","0.403138982958615","0.529365607102338"
"vocational + Abi","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1991","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1991","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1991","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1991","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1991","66 und älter","AkademikerInnen","","","",""
"higher vocational","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1991","16-34 Jahre alt","Hauptschulabschluss","47","0.0376889817940178","0.0286599331830766","0.046718030404959"
"higher vocational","1991","16-34 Jahre alt","Realschulabschluss","113","0.0636559501239696","0.0525549408338384","0.0747569594141008"
"higher vocational","1991","16-34 Jahre alt","(Fach-)Abitur","50","0.0925388927406055","0.0695425203242208","0.11553526515699"
"higher vocational","1991","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1991","35-65 Jahre alt","Hauptschulabschluss","218","0.0625878290480978","0.0550805488296845","0.0700951092665112"
"higher vocational","1991","35-65 Jahre alt","Realschulabschluss","175","0.147057157491672","0.126222342433374","0.167891972549971"
"higher vocational","1991","35-65 Jahre alt","(Fach-)Abitur","59","0.374921273505314","0.313674971537205","0.436167575473422"
"higher vocational","1991","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1991","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","1991","66 und älter","Hauptschulabschluss","53","0.0468243395489817","0.0343510904383967","0.0592975886595668"
"higher vocational","1991","66 und älter","Realschulabschluss","","","",""
"higher vocational","1991","66 und älter","(Fach-)Abitur","","","",""
"higher vocational","1991","66 und älter","AkademikerInnen","","","",""
"higher education","1991","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1991","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1991","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","1991","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1991","16-34 Jahre alt","AkademikerInnen","477","1","1","1"
"higher education","1991","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1991","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1991","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","1991","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1991","35-65 Jahre alt","AkademikerInnen","1094","1","1","1"
"higher education","1991","66 und älter","(noch) kein Abschluss","","","",""
"higher education","1991","66 und älter","Hauptschulabschluss","","","",""
"higher education","1991","66 und älter","Realschulabschluss","","","",""
"higher education","1991","66 und älter","(Fach-)Abitur","","","",""
"higher education","1991","66 und älter","AkademikerInnen","113","1","1","1"
"in school","1992","16-34 Jahre alt","(noch) kein Abschluss","191","0.631770403770564","0.582221233828217","0.68131957371291"
"in school","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","1992","66 und älter","(noch) kein Abschluss","","","",""
"in school","1992","66 und älter","Hauptschulabschluss","","","",""
"in school","1992","66 und älter","Realschulabschluss","","","",""
"in school","1992","66 und älter","(Fach-)Abitur","","","",""
"in school","1992","66 und älter","AkademikerInnen","","","",""
"inadequately","1992","16-34 Jahre alt","(noch) kein Abschluss","150","0.316589670731855","0.268805226515862","0.364374114947847"
"inadequately","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","1992","35-65 Jahre alt","(noch) kein Abschluss","432","0.857845680282609","0.82686272822153","0.888828632343687"
"inadequately","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","1992","66 und älter","(noch) kein Abschluss","","","",""
"inadequately","1992","66 und älter","Hauptschulabschluss","","","",""
"inadequately","1992","66 und älter","Realschulabschluss","","","",""
"inadequately","1992","66 und älter","(Fach-)Abitur","","","",""
"inadequately","1992","66 und älter","AkademikerInnen","","","",""
"general elemantary","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1992","16-34 Jahre alt","Hauptschulabschluss","639","0.319029096807251","0.296470837115141","0.341587356499361"
"general elemantary","1992","16-34 Jahre alt","Realschulabschluss","439","0.229876945586471","0.21031409452948","0.249439796643462"
"general elemantary","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1992","35-65 Jahre alt","Hauptschulabschluss","1170","0.274858543358101","0.260763765891455","0.288953320824746"
"general elemantary","1992","35-65 Jahre alt","Realschulabschluss","72","0.0844866588392913","0.0683634536018032","0.100609864076779"
"general elemantary","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1992","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1992","66 und älter","Hauptschulabschluss","457","0.423343877924887","0.394038868375672","0.452648887474101"
"general elemantary","1992","66 und älter","Realschulabschluss","34","0.169890052544739","0.11731595340487","0.222464151684608"
"general elemantary","1992","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1992","66 und älter","AkademikerInnen","","","",""
"middle vocational","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1992","16-34 Jahre alt","Hauptschulabschluss","936","0.623357586214971","0.599906692205972","0.64680848022397"
"middle vocational","1992","16-34 Jahre alt","Realschulabschluss","1229","0.700075237643507","0.678770170998247","0.721380304288767"
"middle vocational","1992","16-34 Jahre alt","(Fach-)Abitur","327","0.530999433447289","0.491332373373417","0.57066649352116"
"middle vocational","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1992","35-65 Jahre alt","(noch) kein Abschluss","54","0.133840952362275","0.103632288810455","0.164049615914095"
"middle vocational","1992","35-65 Jahre alt","Hauptschulabschluss","2465","0.658539584409349","0.643568496491261","0.673510672327437"
"middle vocational","1992","35-65 Jahre alt","Realschulabschluss","888","0.762998899711188","0.738346334698086","0.78765146472429"
"middle vocational","1992","35-65 Jahre alt","(Fach-)Abitur","49","0.16640347660698","0.120235883699961","0.212571069513998"
"middle vocational","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1992","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1992","66 und älter","Hauptschulabschluss","580","0.526943347938686","0.497330831694475","0.556555864182897"
"middle vocational","1992","66 und älter","Realschulabschluss","139","0.719763756524815","0.656888872970241","0.78263864007939"
"middle vocational","1992","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1992","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1992","16-34 Jahre alt","(Fach-)Abitur","225","0.359571344216041","0.32142752141123","0.397715167020852"
"vocational + Abi","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1992","35-65 Jahre alt","(Fach-)Abitur","137","0.472735767887728","0.410848476736736","0.534623059038719"
"vocational + Abi","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1992","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1992","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1992","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1992","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1992","66 und älter","AkademikerInnen","","","",""
"higher vocational","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1992","16-34 Jahre alt","Hauptschulabschluss","47","0.0427414963972607","0.0329518806649778","0.0525311121295435"
"higher vocational","1992","16-34 Jahre alt","Realschulabschluss","109","0.070047816770022","0.0581810614373866","0.0819145721026574"
"higher vocational","1992","16-34 Jahre alt","(Fach-)Abitur","56","0.10942922233667","0.0846151994709579","0.134243245202382"
"higher vocational","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1992","35-65 Jahre alt","Hauptschulabschluss","213","0.0641538011838391","0.0564179933444696","0.0718896090232086"
"higher vocational","1992","35-65 Jahre alt","Realschulabschluss","183","0.152514441449521","0.131672094871408","0.173356788027633"
"higher vocational","1992","35-65 Jahre alt","(Fach-)Abitur","64","0.360860755505292","0.301329415790388","0.420392095220197"
"higher vocational","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1992","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","1992","66 und älter","Hauptschulabschluss","54","0.048697154192733","0.0359313564025301","0.061462951982936"
"higher vocational","1992","66 und älter","Realschulabschluss","","","",""
"higher vocational","1992","66 und älter","(Fach-)Abitur","","","",""
"higher vocational","1992","66 und älter","AkademikerInnen","","","",""
"higher education","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1992","16-34 Jahre alt","AkademikerInnen","446","1","1","1"
"higher education","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1992","35-65 Jahre alt","AkademikerInnen","1105","1","1","1"
"higher education","1992","66 und älter","(noch) kein Abschluss","","","",""
"higher education","1992","66 und älter","Hauptschulabschluss","","","",""
"higher education","1992","66 und älter","Realschulabschluss","","","",""
"higher education","1992","66 und älter","(Fach-)Abitur","","","",""
"higher education","1992","66 und älter","AkademikerInnen","109","1","1","1"
"in school","1993","16-34 Jahre alt","(noch) kein Abschluss","187","0.609080395851068","0.55860474791103","0.659556043791107"
"in school","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","1993","66 und älter","(noch) kein Abschluss","","","",""
"in school","1993","66 und älter","Hauptschulabschluss","","","",""
"in school","1993","66 und älter","Realschulabschluss","","","",""
"in school","1993","66 und älter","(Fach-)Abitur","","","",""
"in school","1993","66 und älter","AkademikerInnen","","","",""
"inadequately","1993","16-34 Jahre alt","(noch) kein Abschluss","152","0.351032010935972","0.301659426022595","0.400404595849349"
"inadequately","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","1993","35-65 Jahre alt","(noch) kein Abschluss","415","0.850642772292341","0.818418294209929","0.882867250374753"
"inadequately","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","1993","66 und älter","(noch) kein Abschluss","","","",""
"inadequately","1993","66 und älter","Hauptschulabschluss","","","",""
"inadequately","1993","66 und älter","Realschulabschluss","","","",""
"inadequately","1993","66 und älter","(Fach-)Abitur","","","",""
"inadequately","1993","66 und älter","AkademikerInnen","","","",""
"general elemantary","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1993","16-34 Jahre alt","Hauptschulabschluss","612","0.312862788496207","0.290036665783053","0.335688911209361"
"general elemantary","1993","16-34 Jahre alt","Realschulabschluss","422","0.229798937111245","0.210065531806786","0.249532342415704"
"general elemantary","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1993","35-65 Jahre alt","Hauptschulabschluss","1104","0.268478502936988","0.254195058722793","0.282761947151183"
"general elemantary","1993","35-65 Jahre alt","Realschulabschluss","69","0.0774827843530036","0.0621435913422995","0.0928219773637077"
"general elemantary","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
