year,regtyp,sex,plh0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2021,Urban regions,female,Sometimes,0.09117389730703628,1502,17175,0.09110572419698469,0.09124207041708786
2021,Urban regions,female,Often,0.1839078090908049,3268,17175,0.18381605886377625,0.18399955931783354
2021,Urban regions,female,Very often,0.04111032231806561,737,17175,0.04106330073852044,0.04115734389761078
2021,Rural regions,male,Very seldom,0.003468016501008962,47,17175,0.0034540937950966353,0.003481939206921289
2021,Rural regions,male,Seldom,0.013742875833969777,199,17175,0.013715303639106283,0.01377044802883327
2021,Rural regions,male,Sometimes,0.045357155035280566,708,17175,0.045307873887385615,0.04540643618317552
2021,Rural regions,male,Often,0.08626771180187176,1493,17175,0.08620121954462956,0.08633420405911396
2021,Rural regions,male,Very often,0.013224191705842976,297,17175,0.013197137719511741,0.01325124569217421
2021,Rural regions,female,Very seldom,0.002284261072527061,38,17175,0.002272954948842695,0.0022955671962114265
2021,Rural regions,female,Seldom,0.017171861264910156,270,17175,0.01714109428076812,0.017202628249052193
2021,Rural regions,female,Sometimes,0.04228902106723448,763,17175,0.04224135948011382,0.04233668265435513
2021,Rural regions,female,Often,0.07832549218266958,1604,17175,0.07826185985569094,0.07838912450964823
2021,Rural regions,female,Very often,0.02021441296757561,380,17175,0.02018108310359256,0.02024774283155866
