year,bula_h,sex,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Brandenburg,female,Often,0.29683,149,325,0.24709,0.34658
2010,Mecklenburg-Western Pomerania,male,Sometimes,0.29582,61,174,0.22781,0.36383
2010,Mecklenburg-Western Pomerania,male,Often,0.41543,113,174,0.34199,0.48886
2010,Mecklenburg-Western Pomerania,female,Sometimes,0.31569,76,189,0.24925,0.38213
2010,Mecklenburg-Western Pomerania,female,Often,0.36513,113,189,0.29630,0.43395
2010,Saxony,male,Seldom,0.07796,54,611,0.05668,0.09923
2010,Saxony,male,Sometimes,0.27914,210,611,0.24354,0.31473
2010,Saxony,male,Often,0.40838,310,611,0.36937,0.44739
2010,Saxony,male,Very often,0.03814,37,611,0.02294,0.05334
2010,Saxony,female,Seldom,0.11592,60,607,0.09043,0.14140
2010,Saxony,female,Sometimes,0.29271,211,607,0.25649,0.32894
2010,Saxony,female,Often,0.32829,294,607,0.29090,0.36568
2010,Saxony,female,Very often,0.03270,42,607,0.01854,0.04686
2010,Saxony-Anhalt,male,Sometimes,0.26848,120,272,0.21572,0.32125
2010,Saxony-Anhalt,male,Often,0.38333,152,272,0.32544,0.44121
2010,Saxony-Anhalt,female,Seldom,0.08737,34,345,0.05753,0.11721
2010,Saxony-Anhalt,female,Sometimes,0.32556,142,345,0.27604,0.37508
2010,Saxony-Anhalt,female,Often,0.31006,169,345,0.26118,0.35894
2010,Thuringa,male,Sometimes,0.27813,128,296,0.22700,0.32926
2010,Thuringa,male,Often,0.32654,168,296,0.27303,0.38006
2010,Thuringa,female,Sometimes,0.31943,153,355,0.27085,0.36800
2010,Thuringa,female,Often,0.29594,165,355,0.24839,0.34350
2010,Thuringa,female,Very often,0.07569,37,355,0.04814,0.10325
2011,Schleswig-Holstein,male,Sometimes,0.24076,86,272,0.18986,0.29166
2011,Schleswig-Holstein,male,Often,0.35409,153,272,0.29715,0.41103
2011,Schleswig-Holstein,male,Very often,0.07217,33,272,0.04136,0.10297
2011,Schleswig-Holstein,female,Seldom,0.07913,39,340,0.05040,0.10787
2011,Schleswig-Holstein,female,Sometimes,0.19686,83,340,0.15453,0.23918
2011,Schleswig-Holstein,female,Often,0.37589,174,340,0.32433,0.42745
2011,Schleswig-Holstein,female,Very often,0.09399,44,340,0.06293,0.12505
2011,Hamburg,male,Sometimes,0.30697,50,119,0.22374,0.39019
2011,Hamburg,male,Often,0.33563,69,119,0.25043,0.42084
2011,Hamburg,female,Sometimes,0.35335,62,135,0.27241,0.43428
2011,Hamburg,female,Often,0.31595,73,135,0.23723,0.39466
2011,Lower Saxony,male,Seldom,0.04945,56,885,0.03516,0.06374
2011,Lower Saxony,male,Sometimes,0.26608,308,885,0.23695,0.29521
2011,Lower Saxony,male,Often,0.35396,434,885,0.32244,0.38549
2011,Lower Saxony,male,Very often,0.06253,87,885,0.04657,0.07849
2011,Lower Saxony,female,Seldom,0.07845,97,983,0.06163,0.09527
2011,Lower Saxony,female,Sometimes,0.25411,294,983,0.22688,0.28134
2011,Lower Saxony,female,Often,0.33719,488,983,0.30762,0.36675
2011,Lower Saxony,female,Very often,0.07642,104,983,0.05980,0.09303
2011,North Rhine-Westphalia,male,Very seldom,0.02072,44,1960,0.01441,0.02702
2011,North Rhine-Westphalia,male,Seldom,0.08762,190,1960,0.07510,0.10014
2011,North Rhine-Westphalia,male,Sometimes,0.26683,642,1960,0.24724,0.28641
2011,North Rhine-Westphalia,male,Often,0.33104,907,1960,0.31020,0.35188
2011,North Rhine-Westphalia,male,Very often,0.06118,177,1960,0.05057,0.07179
2011,North Rhine-Westphalia,female,Very seldom,0.02227,52,2155,0.01604,0.02850
2011,North Rhine-Westphalia,female,Seldom,0.07762,195,2155,0.06632,0.08891
2011,North Rhine-Westphalia,female,Sometimes,0.23927,674,2155,0.22125,0.25728
2011,North Rhine-Westphalia,female,Often,0.33382,1002,2155,0.31390,0.35373
2011,North Rhine-Westphalia,female,Very often,0.08008,232,2155,0.06862,0.09154
2011,Hesse,male,Seldom,0.06077,52,635,0.04218,0.07937
2011,Hesse,male,Sometimes,0.23263,205,635,0.19974,0.26551
2011,Hesse,male,Often,0.34665,312,635,0.30961,0.38370
2011,Hesse,male,Very often,0.06646,66,635,0.04707,0.08585
2011,Hesse,female,Seldom,0.07370,68,721,0.05462,0.09279
2011,Hesse,female,Sometimes,0.20078,205,721,0.17152,0.23004
2011,Hesse,female,Often,0.33986,373,721,0.30527,0.37446
2011,Hesse,female,Very often,0.07551,75,721,0.05621,0.09481
2011,"Rhineland-Palatinate, Saarland",male,Seldom,0.06779,56,520,0.04617,0.08942
2011,"Rhineland-Palatinate, Saarland",male,Sometimes,0.25550,184,520,0.21798,0.29302
2011,"Rhineland-Palatinate, Saarland",male,Often,0.32715,247,520,0.28679,0.36752
2011,"Rhineland-Palatinate, Saarland",male,Very often,0.04595,33,520,0.02793,0.06396
2011,"Rhineland-Palatinate, Saarland",female,Seldom,0.07929,64,627,0.05812,0.10046
2011,"Rhineland-Palatinate, Saarland",female,Sometimes,0.27708,228,627,0.24202,0.31214
2011,"Rhineland-Palatinate, Saarland",female,Often,0.29988,275,627,0.26398,0.33577
2011,"Rhineland-Palatinate, Saarland",female,Very often,0.08024,60,627,0.05896,0.10153
2011,Baden-Wuerttemberg,male,Seldom,0.05782,82,1147,0.04431,0.07134
2011,Baden-Wuerttemberg,male,Sometimes,0.27842,449,1147,0.25247,0.30437
2011,Baden-Wuerttemberg,male,Often,0.33657,541,1147,0.30921,0.36393
2011,Baden-Wuerttemberg,male,Very often,0.04627,75,1147,0.03411,0.05844
2011,Baden-Wuerttemberg,female,Seldom,0.06354,93,1286,0.05020,0.07688
2011,Baden-Wuerttemberg,female,Sometimes,0.27443,465,1286,0.25003,0.29883
2011,Baden-Wuerttemberg,female,Often,0.32467,600,1286,0.29907,0.35027
2011,Baden-Wuerttemberg,female,Very often,0.07116,128,1286,0.05710,0.08521
2011,Bavaria,male,Very seldom,0.02065,33,1496,0.01344,0.02786
2011,Bavaria,male,Seldom,0.09016,153,1496,0.07564,0.10468
2011,Bavaria,male,Sometimes,0.23082,470,1496,0.20946,0.25218
2011,Bavaria,male,Often,0.36802,703,1496,0.34357,0.39246
2011,Bavaria,male,Very often,0.05661,137,1496,0.04490,0.06832
2011,Bavaria,female,Very seldom,0.02038,43,1669,0.01360,0.02716
2011,Bavaria,female,Seldom,0.07655,148,1669,0.06379,0.08931
2011,Bavaria,female,Sometimes,0.24170,510,1669,0.22115,0.26224
2011,Bavaria,female,Often,0.34615,796,1669,0.32332,0.36898
2011,Bavaria,female,Very often,0.07634,172,1669,0.06360,0.08909
2011,Berlin,male,Seldom,0.10426,46,350,0.07220,0.13632
2011,Berlin,male,Sometimes,0.24359,102,350,0.19856,0.28863
2011,Berlin,male,Often,0.36218,168,350,0.31175,0.41261
2011,Berlin,male,Very often,0.06278,34,350,0.03733,0.08823
2011,Berlin,female,Seldom,0.10347,59,410,0.07395,0.13298
2011,Berlin,female,Sometimes,0.23101,99,410,0.19016,0.27185
2011,Berlin,female,Often,0.34912,200,410,0.30292,0.39532
2011,Berlin,female,Very often,0.08926,52,410,0.06163,0.11689
2011,Brandenburg,male,Seldom,0.11467,49,377,0.08246,0.14688
2011,Brandenburg,male,Sometimes,0.29816,154,377,0.25192,0.34439
2011,Brandenburg,male,Often,0.31284,174,377,0.26598,0.35971
2011,Brandenburg,female,Seldom,0.10619,47,442,0.07744,0.13494
2011,Brandenburg,female,Sometimes,0.31549,153,442,0.27211,0.35886
2011,Brandenburg,female,Often,0.27976,195,442,0.23787,0.32166
2011,Brandenburg,female,Very often,0.05380,47,442,0.03275,0.07486
2011,Mecklenburg-Western Pomerania,male,Sometimes,0.30729,85,203,0.24367,0.37092
2011,Mecklenburg-Western Pomerania,male,Often,0.37668,118,203,0.30986,0.44350
2011,Mecklenburg-Western Pomerania,female,Sometimes,0.20079,70,211,0.14661,0.25498
2011,Mecklenburg-Western Pomerania,female,Often,0.43822,141,211,0.37111,0.50533
2011,Saxony,male,Seldom,0.08775,65,665,0.06623,0.10927
2011,Saxony,male,Sometimes,0.31509,259,665,0.27976,0.35043
2011,Saxony,male,Often,0.31071,292,665,0.27551,0.34591
2011,Saxony,male,Very often,0.04794,49,665,0.03169,0.06419
2011,Saxony,female,Seldom,0.08729,70,699,0.06635,0.10823
2011,Saxony,female,Sometimes,0.28379,229,699,0.25034,0.31724
2011,Saxony,female,Often,0.33628,336,699,0.30123,0.37133
2011,Saxony,female,Very often,0.05177,64,699,0.03533,0.06821
2011,Saxony-Anhalt,male,Seldom,0.07360,37,374,0.04710,0.10010
2011,Saxony-Anhalt,male,Sometimes,0.31591,151,374,0.26873,0.36309
2011,Saxony-Anhalt,male,Often,0.35890,186,374,0.31022,0.40758
2011,Saxony-Anhalt,female,Seldom,0.10228,45,441,0.07397,0.13060
2011,Saxony-Anhalt,female,Sometimes,0.29779,168,441,0.25506,0.34052
2011,Saxony-Anhalt,female,Often,0.28084,189,441,0.23885,0.32283
2011,Saxony-Anhalt,female,Very often,0.06470,39,441,0.04172,0.08769
2011,Thuringa,male,Seldom,0.11805,45,408,0.08670,0.14940
2011,Thuringa,male,Sometimes,0.29759,158,408,0.25318,0.34201
2011,Thuringa,male,Often,0.27651,169,408,0.23305,0.31996
2011,Thuringa,male,Very often,0.09060,36,408,0.06271,0.11848
2011,Thuringa,female,Seldom,0.09395,43,446,0.06685,0.12106
2011,Thuringa,female,Sometimes,0.24828,143,446,0.20814,0.28842
2011,Thuringa,female,Often,0.31625,208,446,0.27305,0.35946
2011,Thuringa,female,Very often,0.10841,52,446,0.07953,0.13730
2012,Schleswig-Holstein,male,Sometimes,0.23692,91,248,0.18389,0.28994
2012,Schleswig-Holstein,male,Often,0.38576,157,248,0.32505,0.44647
2012,Schleswig-Holstein,female,Sometimes,0.20771,89,316,0.16291,0.25251
2012,Schleswig-Holstein,female,Often,0.39787,182,316,0.34382,0.45192
2012,Schleswig-Holstein,female,Very often,0.06780,45,316,0.04003,0.09556
2012,Hamburg,male,Sometimes,0.34726,58,126,0.26380,0.43072
2012,Hamburg,male,Often,0.34597,68,126,0.26258,0.42936
2012,Hamburg,female,Sometimes,0.25058,59,143,0.17930,0.32185
2012,Hamburg,female,Often,0.38918,84,143,0.30899,0.46938
2012,Lower Saxony,male,Seldom,0.05739,62,869,0.04192,0.07286
2012,Lower Saxony,male,Sometimes,0.25051,274,869,0.22169,0.27934
2012,Lower Saxony,male,Often,0.36104,445,869,0.32909,0.39300
2012,Lower Saxony,male,Very often,0.07003,88,869,0.05305,0.08701
2012,Lower Saxony,female,Seldom,0.06816,75,968,0.05228,0.08405
2012,Lower Saxony,female,Sometimes,0.26874,305,968,0.24080,0.29668
2012,Lower Saxony,female,Often,0.33770,477,968,0.30789,0.36751
2012,Lower Saxony,female,Very often,0.08385,111,968,0.06638,0.10131
2012,Bremen,female,Often,0.36531,36,36,0.20578,0.52483
2012,North Rhine-Westphalia,male,Seldom,0.07770,162,1887,0.06561,0.08978
2012,North Rhine-Westphalia,male,Sometimes,0.26600,614,1887,0.24606,0.28595
2012,North Rhine-Westphalia,male,Often,0.35346,952,1887,0.33189,0.37504
2012,North Rhine-Westphalia,male,Very often,0.05799,159,1887,0.04744,0.06854
2012,North Rhine-Westphalia,female,Very seldom,0.01867,39,2110,0.01289,0.02445
2012,North Rhine-Westphalia,female,Seldom,0.05720,152,2110,0.04729,0.06711
2012,North Rhine-Westphalia,female,Sometimes,0.23771,635,2110,0.21955,0.25588
2012,North Rhine-Westphalia,female,Often,0.36648,1070,2110,0.34592,0.38705
2012,North Rhine-Westphalia,female,Very often,0.07650,214,2110,0.06515,0.08784
2012,Hesse,male,Seldom,0.05234,42,624,0.03485,0.06983
2012,Hesse,male,Sometimes,0.24034,211,624,0.20679,0.27389
2012,Hesse,male,Often,0.36196,323,624,0.32422,0.39970
2012,Hesse,male,Very often,0.06344,48,624,0.04430,0.08258
2012,Hesse,female,Seldom,0.06469,60,742,0.04698,0.08240
2012,Hesse,female,Sometimes,0.20663,217,742,0.17748,0.23579
2012,Hesse,female,Often,0.34542,371,742,0.31118,0.37966
2012,Hesse,female,Very often,0.09848,94,742,0.07703,0.11994
2012,"Rhineland-Palatinate, Saarland",male,Seldom,0.06600,46,528,0.04480,0.08719
2012,"Rhineland-Palatinate, Saarland",male,Sometimes,0.27758,193,528,0.23935,0.31581
2012,"Rhineland-Palatinate, Saarland",male,Often,0.32655,240,528,0.28651,0.36659
2012,"Rhineland-Palatinate, Saarland",male,Very often,0.06848,49,528,0.04691,0.09004
2012,"Rhineland-Palatinate, Saarland",female,Seldom,0.06938,61,626,0.04946,0.08930
2012,"Rhineland-Palatinate, Saarland",female,Sometimes,0.26275,218,626,0.22824,0.29725
2012,"Rhineland-Palatinate, Saarland",female,Often,0.35863,299,626,0.32103,0.39623
2012,"Rhineland-Palatinate, Saarland",female,Very often,0.06054,48,626,0.04184,0.07923
2012,Baden-Wuerttemberg,male,Seldom,0.05607,80,1108,0.04252,0.06963
2012,Baden-Wuerttemberg,male,Sometimes,0.25681,383,1108,0.23107,0.28254
2012,Baden-Wuerttemberg,male,Often,0.36043,565,1108,0.33215,0.38872
2012,Baden-Wuerttemberg,male,Very often,0.05206,80,1108,0.03897,0.06514
2012,Baden-Wuerttemberg,female,Seldom,0.07945,108,1226,0.06431,0.09460
2012,Baden-Wuerttemberg,female,Sometimes,0.25921,409,1226,0.23467,0.28375
2012,Baden-Wuerttemberg,female,Often,0.32812,589,1226,0.30182,0.35441
2012,Baden-Wuerttemberg,female,Very often,0.08851,120,1226,0.07261,0.10442
2012,Bavaria,male,Seldom,0.06637,111,1471,0.05364,0.07909
2012,Bavaria,male,Sometimes,0.23168,443,1471,0.21011,0.25325
2012,Bavaria,male,Often,0.38176,767,1471,0.35692,0.40659
2012,Bavaria,male,Very often,0.06955,150,1471,0.05654,0.08255
2012,Bavaria,female,Very seldom,0.01730,37,1675,0.01105,0.02355
2012,Bavaria,female,Seldom,0.07958,147,1675,0.06661,0.09254
2012,Bavaria,female,Sometimes,0.24003,489,1675,0.21957,0.26049
2012,Bavaria,female,Often,0.34386,797,1675,0.32111,0.36662
2012,Bavaria,female,Very often,0.08878,205,1675,0.07515,0.10240
2012,Berlin,male,Sometimes,0.28896,128,309,0.23834,0.33959
2012,Berlin,male,Often,0.36786,181,309,0.31401,0.42172
2012,Berlin,female,Seldom,0.07309,36,421,0.04820,0.09798
2012,Berlin,female,Sometimes,0.23733,123,421,0.19664,0.27801
2012,Berlin,female,Often,0.34962,213,421,0.30402,0.39523
2012,Berlin,female,Very often,0.08830,49,421,0.06117,0.11544
2012,Brandenburg,male,Seldom,0.09155,32,380,0.06252,0.12059
2012,Brandenburg,male,Sometimes,0.27903,150,380,0.23388,0.32419
2012,Brandenburg,male,Often,0.36942,198,380,0.32083,0.41802
2012,Brandenburg,female,Seldom,0.08249,46,411,0.05586,0.10912
2012,Brandenburg,female,Sometimes,0.29160,164,411,0.24760,0.33559
2012,Brandenburg,female,Often,0.34453,201,411,0.29853,0.39053
2012,Mecklenburg-Western Pomerania,male,Sometimes,0.30594,84,209,0.24331,0.36856
2012,Mecklenburg-Western Pomerania,male,Often,0.39496,125,209,0.32853,0.46140
2012,Mecklenburg-Western Pomerania,female,Sometimes,0.29688,79,221,0.23650,0.35725
2012,Mecklenburg-Western Pomerania,female,Often,0.37531,142,221,0.31133,0.43930
2012,Saxony,male,Seldom,0.06765,52,680,0.04876,0.08654
2012,Saxony,male,Sometimes,0.29235,255,680,0.25814,0.32656
2012,Saxony,male,Often,0.38065,322,680,0.34412,0.41717
2012,Saxony,male,Very often,0.04183,51,680,0.02677,0.05689
2012,Saxony,female,Seldom,0.06853,56,720,0.05007,0.08700
2012,Saxony,female,Sometimes,0.26991,243,720,0.23746,0.30235
2012,Saxony,female,Often,0.36472,352,720,0.32954,0.39991
2012,Saxony,female,Very often,0.05592,69,720,0.03912,0.07271
2012,Saxony-Anhalt,male,Seldom,0.06930,33,349,0.04262,0.09598
2012,Saxony-Anhalt,male,Sometimes,0.27477,124,349,0.22787,0.32167
2012,Saxony-Anhalt,male,Often,0.38966,192,349,0.33842,0.44090
2012,Saxony-Anhalt,female,Seldom,0.09628,45,427,0.06826,0.12429
2012,Saxony-Anhalt,female,Sometimes,0.25881,145,427,0.21722,0.30041
2012,Saxony-Anhalt,female,Often,0.36155,199,427,0.31593,0.40718
2012,Saxony-Anhalt,female,Very often,0.05991,38,427,0.03737,0.08244
2012,Thuringa,male,Sometimes,0.24999,136,345,0.20423,0.29574
2012,Thuringa,male,Often,0.41199,209,345,0.35998,0.46400
2012,Thuringa,female,Seldom,0.09416,40,446,0.06702,0.12129
2012,Thuringa,female,Sometimes,0.26593,163,446,0.22488,0.30698
2012,Thuringa,female,Often,0.33155,199,446,0.28781,0.37529
2012,Thuringa,female,Very often,0.07980,44,446,0.05462,0.10498
2013,Schleswig-Holstein,male,Sometimes,0.25161,105,379,0.20786,0.29535
2013,Schleswig-Holstein,male,Often,0.41231,232,379,0.36269,0.46194
2013,Schleswig-Holstein,male,Very often,0.05887,42,379,0.03514,0.08260
2013,Schleswig-Holstein,female,Seldom,0.05858,45,503,0.03804,0.07913
2013,Schleswig-Holstein,female,Sometimes,0.20982,127,503,0.17420,0.24544
2013,Schleswig-Holstein,female,Often,0.43443,276,503,0.39107,0.47779
2013,Schleswig-Holstein,female,Very often,0.07767,55,503,0.05426,0.10108
2013,Hamburg,male,Sometimes,0.29963,62,156,0.22751,0.37174
2013,Hamburg,male,Often,0.39212,94,156,0.31526,0.46898
2013,Hamburg,female,Sometimes,0.28325,72,194,0.21968,0.34682
2013,Hamburg,female,Often,0.36846,122,194,0.30040,0.43652
2013,Lower Saxony,male,Seldom,0.06361,75,1099,0.04918,0.07805
2013,Lower Saxony,male,Sometimes,0.23461,314,1099,0.20955,0.25968
2013,Lower Saxony,male,Often,0.37484,593,1099,0.34621,0.40347
2013,Lower Saxony,male,Very often,0.07002,117,1099,0.05493,0.08511
2013,Lower Saxony,female,Very seldom,0.03431,34,1350,0.02460,0.04403
2013,Lower Saxony,female,Seldom,0.07026,106,1350,0.05662,0.08390
2013,Lower Saxony,female,Sometimes,0.23379,391,1350,0.21120,0.25637
2013,Lower Saxony,female,Often,0.38518,671,1350,0.35921,0.41115
2013,Lower Saxony,female,Very often,0.07208,148,1350,0.05828,0.08588
2013,Bremen,male,Often,0.30264,43,43,0.16371,0.44158
2013,Bremen,female,Sometimes,0.30934,38,82,0.20868,0.41000
2013,Bremen,female,Often,0.24934,44,82,0.15512,0.34356
2013,North Rhine-Westphalia,male,Very seldom,0.01213,35,2327,0.00768,0.01658
2013,North Rhine-Westphalia,male,Seldom,0.06985,170,2327,0.05950,0.08021
2013,North Rhine-Westphalia,male,Sometimes,0.23682,698,2327,0.21954,0.25410
2013,North Rhine-Westphalia,male,Often,0.36643,1233,2327,0.34685,0.38601
2013,North Rhine-Westphalia,male,Very often,0.05212,191,2327,0.04308,0.06115
2013,North Rhine-Westphalia,female,Very seldom,0.02394,65,2801,0.01828,0.02960
2013,North Rhine-Westphalia,female,Seldom,0.06675,226,2801,0.05750,0.07599
2013,North Rhine-Westphalia,female,Sometimes,0.22955,783,2801,0.21397,0.24513
2013,North Rhine-Westphalia,female,Often,0.34861,1441,2801,0.33096,0.36626
2013,North Rhine-Westphalia,female,Very often,0.08100,286,2801,0.07089,0.09110
2013,Hesse,male,Seldom,0.07174,63,797,0.05381,0.08967
2013,Hesse,male,Sometimes,0.23975,243,797,0.21009,0.26940
2013,Hesse,male,Often,0.35911,411,797,0.32578,0.39244
2013,Hesse,male,Very often,0.05934,80,797,0.04293,0.07575
2013,Hesse,female,Seldom,0.06412,72,932,0.04839,0.07986
2013,Hesse,female,Sometimes,0.22151,263,932,0.19484,0.24819
2013,Hesse,female,Often,0.36682,501,932,0.33587,0.39778
2013,Hesse,female,Very often,0.06578,96,932,0.04985,0.08170
2013,"Rhineland-Palatinate, Saarland",male,Seldom,0.06741,46,605,0.04741,0.08741
2013,"Rhineland-Palatinate, Saarland",male,Sometimes,0.26118,212,605,0.22614,0.29621
2013,"Rhineland-Palatinate, Saarland",male,Often,0.33681,309,605,0.29912,0.37450
2013,"Rhineland-Palatinate, Saarland",male,Very often,0.05016,38,605,0.03275,0.06757
2013,"Rhineland-Palatinate, Saarland",female,Seldom,0.06452,65,779,0.04726,0.08179
2013,"Rhineland-Palatinate, Saarland",female,Sometimes,0.26720,249,779,0.23611,0.29830
2013,"Rhineland-Palatinate, Saarland",female,Often,0.33914,389,779,0.30587,0.37240
2013,"Rhineland-Palatinate, Saarland",female,Very often,0.08151,76,779,0.06228,0.10074
2013,Baden-Wuerttemberg,male,Seldom,0.04511,93,1357,0.03406,0.05616
2013,Baden-Wuerttemberg,male,Sometimes,0.26670,451,1357,0.24316,0.29024
2013,Baden-Wuerttemberg,male,Often,0.34656,718,1357,0.32123,0.37189
2013,Baden-Wuerttemberg,male,Very often,0.04250,95,1357,0.03176,0.05324
2013,Baden-Wuerttemberg,female,Seldom,0.06781,132,1622,0.05557,0.08005
2013,Baden-Wuerttemberg,female,Sometimes,0.23560,472,1622,0.21494,0.25626
2013,Baden-Wuerttemberg,female,Often,0.36569,863,1622,0.34224,0.38914
2013,Baden-Wuerttemberg,female,Very often,0.06422,155,1622,0.05228,0.07615
2013,Bavaria,male,Very seldom,0.01811,35,1815,0.01197,0.02424
2013,Bavaria,male,Seldom,0.04657,106,1815,0.03687,0.05626
2013,Bavaria,male,Sometimes,0.25144,551,1815,0.23147,0.27140
2013,Bavaria,male,Often,0.36289,930,1815,0.34077,0.38502
2013,Bavaria,male,Very often,0.06643,193,1815,0.05497,0.07790
2013,Bavaria,female,Very seldom,0.02741,50,2227,0.02063,0.03419
2013,Bavaria,female,Seldom,0.07855,170,2227,0.06737,0.08973
2013,Bavaria,female,Sometimes,0.24483,615,2227,0.22697,0.26270
2013,Bavaria,female,Often,0.34716,1142,2227,0.32738,0.36693
2013,Bavaria,female,Very often,0.08412,250,2227,0.07259,0.09565
2013,Berlin,male,Seldom,0.09787,46,423,0.06952,0.12622
2013,Berlin,male,Sometimes,0.27480,139,423,0.23220,0.31739
2013,Berlin,male,Often,0.32300,205,423,0.27839,0.36762
2013,Berlin,male,Very often,0.04407,33,423,0.02448,0.06365
2013,Berlin,female,Seldom,0.07532,47,535,0.05294,0.09771
2013,Berlin,female,Sometimes,0.26356,173,535,0.22620,0.30093
2013,Berlin,female,Often,0.35523,251,535,0.31464,0.39583
2013,Berlin,female,Very often,0.07955,64,535,0.05660,0.10250
2013,Brandenburg,male,Seldom,0.05748,36,418,0.03514,0.07982
2013,Brandenburg,male,Sometimes,0.33586,174,418,0.29052,0.38119
2013,Brandenburg,male,Often,0.30683,208,418,0.26257,0.35110
2013,Brandenburg,female,Seldom,0.05999,50,544,0.04001,0.07996
2013,Brandenburg,female,Sometimes,0.32219,209,544,0.28289,0.36150
2013,Brandenburg,female,Often,0.36917,243,544,0.32858,0.40976
2013,Brandenburg,female,Very often,0.05331,42,544,0.03442,0.07221
2013,Mecklenburg-Western Pomerania,male,Sometimes,0.27069,83,218,0.21157,0.32981
2013,Mecklenburg-Western Pomerania,male,Often,0.43132,135,218,0.36542,0.49722
2013,Mecklenburg-Western Pomerania,female,Seldom,0.10657,39,318,0.07260,0.14054
2013,Mecklenburg-Western Pomerania,female,Sometimes,0.23621,91,318,0.18945,0.28297
2013,Mecklenburg-Western Pomerania,female,Often,0.40341,156,318,0.34941,0.45742
2013,Mecklenburg-Western Pomerania,female,Very often,0.09505,32,318,0.06276,0.12734
2013,Saxony,male,Seldom,0.10672,72,796,0.08526,0.12819
2013,Saxony,male,Sometimes,0.29147,281,796,0.25988,0.32306
2013,Saxony,male,Often,0.37081,371,796,0.33723,0.40439
2013,Saxony,male,Very often,0.06171,72,796,0.04499,0.07844
2013,Saxony,female,Seldom,0.09032,87,872,0.07128,0.10935
2013,Saxony,female,Sometimes,0.28804,284,872,0.25797,0.31811
2013,Saxony,female,Often,0.38038,427,872,0.34814,0.41262
2013,Saxony,female,Very often,0.04793,74,872,0.03374,0.06211
2013,Saxony-Anhalt,male,Seldom,0.07808,33,425,0.05254,0.10362
2013,Saxony-Anhalt,male,Sometimes,0.30527,154,425,0.26144,0.34911
2013,Saxony-Anhalt,male,Often,0.36401,202,425,0.31821,0.40980
2013,Saxony-Anhalt,male,Very often,0.07304,36,425,0.04828,0.09781
2013,Saxony-Anhalt,female,Seldom,0.10465,52,519,0.07829,0.13101
2013,Saxony-Anhalt,female,Sometimes,0.29483,165,519,0.25556,0.33409
2013,Saxony-Anhalt,female,Often,0.36972,260,519,0.32815,0.41129
2013,Saxony-Anhalt,female,Very often,0.05095,42,519,0.03202,0.06989
2013,Thuringa,male,Seldom,0.06124,37,440,0.03881,0.08367
2013,Thuringa,male,Sometimes,0.29244,152,440,0.24988,0.33499
2013,Thuringa,male,Often,0.38730,212,440,0.34173,0.43287
2013,Thuringa,male,Very often,0.08427,39,440,0.05828,0.11025
2013,Thuringa,female,Seldom,0.10155,57,535,0.07593,0.12717
2013,Thuringa,female,Sometimes,0.27633,163,535,0.23840,0.31426
2013,Thuringa,female,Often,0.42640,284,535,0.38445,0.46835
2013,Thuringa,female,Very often,0.04054,31,535,0.02381,0.05726
2014,Schleswig-Holstein,male,Sometimes,0.25977,115,385,0.21591,0.30363
2014,Schleswig-Holstein,male,Often,0.42919,220,385,0.37968,0.47870
2014,Schleswig-Holstein,male,Very often,0.07898,50,385,0.05201,0.10596
2014,Schleswig-Holstein,female,Seldom,0.06099,36,508,0.04016,0.08182
2014,Schleswig-Holstein,female,Sometimes,0.23061,131,508,0.19395,0.26728
2014,Schleswig-Holstein,female,Often,0.44270,264,508,0.39946,0.48594
2014,Schleswig-Holstein,female,Very often,0.12503,77,508,0.09624,0.15382
2014,Hamburg,male,Sometimes,0.18072,52,162,0.12128,0.24016
2014,Hamburg,male,Often,0.54417,110,162,0.46724,0.62110
2014,Hamburg,female,Sometimes,0.24890,77,191,0.18742,0.31038
2014,Hamburg,female,Often,0.40040,114,191,0.33073,0.47007
2014,Lower Saxony,male,Seldom,0.04929,69,1189,0.03698,0.06160
2014,Lower Saxony,male,Sometimes,0.26230,345,1189,0.23728,0.28731
2014,Lower Saxony,male,Often,0.41168,659,1189,0.38369,0.43967
2014,Lower Saxony,male,Very often,0.07821,116,1189,0.06295,0.09348
2014,Lower Saxony,female,Seldom,0.07231,108,1360,0.05854,0.08608
2014,Lower Saxony,female,Sometimes,0.24890,379,1360,0.22591,0.27189
2014,Lower Saxony,female,Often,0.42279,714,1360,0.39653,0.44906
2014,Lower Saxony,female,Very often,0.09037,159,1360,0.07512,0.10561
2014,Bremen,male,Often,0.41466,46,46,0.27071,0.55861
2014,Bremen,female,Sometimes,0.34400,43,98,0.24946,0.43853
2014,Bremen,female,Often,0.41038,55,98,0.31249,0.50827
2014,North Rhine-Westphalia,male,Very seldom,0.01208,33,2573,0.00786,0.01631
2014,North Rhine-Westphalia,male,Seldom,0.07605,183,2573,0.06580,0.08629
2014,North Rhine-Westphalia,male,Sometimes,0.24625,750,2573,0.22960,0.26290
2014,North Rhine-Westphalia,male,Often,0.41974,1350,2573,0.40067,0.43881
2014,North Rhine-Westphalia,male,Very often,0.07348,257,2573,0.06339,0.08356
2014,North Rhine-Westphalia,female,Very seldom,0.01879,64,3055,0.01398,0.02361
2014,North Rhine-Westphalia,female,Seldom,0.07487,235,3055,0.06553,0.08420
2014,North Rhine-Westphalia,female,Sometimes,0.24265,813,3055,0.22745,0.25786
