year,age_gr,migback,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,46-65 y.,Indirect migration background,No,0.93221,49,49,0.86109,1.00332
2007,66 and older,No migration background,No,0.99977,3954,3954,0.99930,1.00024
2008,17-29 y.,No migration background,Yes,0.07238,190,2499,0.06222,0.08254
2008,17-29 y.,No migration background,No,0.85812,2309,2499,0.84444,0.87181
2008,17-29 y.,Direct migration background,No,0.88227,207,207,0.83826,0.92628
2008,17-29 y.,Indirect migration background,Yes,0.10084,44,433,0.07244,0.12923
2008,17-29 y.,Indirect migration background,No,0.78123,389,433,0.74224,0.82021
2008,30-45 y.,No migration background,Yes,0.06854,287,4296,0.06098,0.07609
2008,30-45 y.,No migration background,No,0.93146,4009,4296,0.92391,0.93902
2008,30-45 y.,Direct migration background,Yes,0.09542,58,605,0.07199,0.11886
2008,30-45 y.,Direct migration background,No,0.90458,547,605,0.88114,0.92801
2008,30-45 y.,Indirect migration background,No,0.91229,248,248,0.87701,0.94756
2008,46-65 y.,No migration background,Yes,0.09106,442,5935,0.08374,0.09838
2008,46-65 y.,No migration background,No,0.90894,5493,5935,0.90162,0.91626
2008,46-65 y.,Direct migration background,Yes,0.13145,89,708,0.10655,0.15636
2008,46-65 y.,Direct migration background,No,0.86855,619,708,0.84364,0.89345
2008,46-65 y.,Indirect migration background,No,0.89070,48,48,0.80149,0.97990
2008,66 and older,No migration background,No,0.99934,3913,3913,0.99854,1.00015
2008,66 and older,Direct migration background,No,0.99939,367,367,0.99686,1.00192
2009,17-29 y.,No migration background,Yes,0.08683,200,2296,0.07530,0.09835
2009,17-29 y.,No migration background,No,0.85129,2096,2296,0.83674,0.86585
2009,17-29 y.,Direct migration background,No,0.84807,157,157,0.79174,0.90440
2009,17-29 y.,Indirect migration background,Yes,0.09145,38,384,0.06258,0.12032
2009,17-29 y.,Indirect migration background,No,0.81916,346,384,0.78062,0.85771
2009,30-45 y.,No migration background,Yes,0.06756,256,3876,0.05966,0.07546
2009,30-45 y.,No migration background,No,0.93244,3620,3876,0.92454,0.94034
2009,30-45 y.,Direct migration background,Yes,0.11040,54,531,0.08372,0.13708
2009,30-45 y.,Direct migration background,No,0.88960,477,531,0.86292,0.91628
2009,30-45 y.,Indirect migration background,No,0.91105,244,244,0.87525,0.94684
2009,46-65 y.,No migration background,Yes,0.08458,389,5660,0.07733,0.09183
2009,46-65 y.,No migration background,No,0.91542,5271,5660,0.90817,0.92267
2009,46-65 y.,Direct migration background,Yes,0.16963,86,619,0.14004,0.19923
2009,46-65 y.,Direct migration background,No,0.83037,533,619,0.80077,0.85996
2009,46-65 y.,Indirect migration background,No,0.85020,42,42,0.74096,0.95944
2009,66 and older,No migration background,No,0.99970,3819,3819,0.99916,1.00025
2010,17-29 y.,No migration background,Yes,0.08056,384,2960,0.07076,0.09037
2010,17-29 y.,No migration background,No,0.86201,2576,2960,0.84958,0.87444
2010,17-29 y.,Direct migration background,Yes,0.15793,90,485,0.12544,0.19042
2010,17-29 y.,Direct migration background,No,0.81612,395,485,0.78161,0.85063
2010,17-29 y.,Indirect migration background,Yes,0.09243,64,474,0.06633,0.11854
2010,17-29 y.,Indirect migration background,No,0.82812,410,474,0.79412,0.86212
2010,30-45 y.,No migration background,Yes,0.07508,651,7074,0.06894,0.08122
2010,30-45 y.,No migration background,No,0.92492,6423,7074,0.91878,0.93106
2010,30-45 y.,Direct migration background,Yes,0.11912,209,1452,0.10245,0.13579
2010,30-45 y.,Direct migration background,No,0.88065,1243,1452,0.86397,0.89734
2010,30-45 y.,Indirect migration background,Yes,0.11018,54,544,0.08385,0.13652
2010,30-45 y.,Indirect migration background,No,0.88982,490,544,0.86348,0.91615
2010,46-65 y.,No migration background,Yes,0.08395,493,6178,0.07703,0.09087
2010,46-65 y.,No migration background,No,0.91605,5685,6178,0.90913,0.92297
2010,46-65 y.,Direct migration background,Yes,0.17026,108,695,0.14230,0.19822
2010,46-65 y.,Direct migration background,No,0.82974,587,695,0.80178,0.85770
2010,46-65 y.,Indirect migration background,No,0.94321,71,71,0.88900,0.99743
2010,66 and older,No migration background,No,0.99979,3701,3701,0.99933,1.00026
2011,17-29 y.,No migration background,Yes,0.07543,365,3210,0.06629,0.08456
2011,17-29 y.,No migration background,No,0.85354,2845,3210,0.84131,0.86577
2011,17-29 y.,Direct migration background,Yes,0.08938,53,437,0.06260,0.11616
2011,17-29 y.,Direct migration background,No,0.87734,384,437,0.84654,0.90813
2011,17-29 y.,Indirect migration background,Yes,0.05236,47,527,0.03332,0.07140
2011,17-29 y.,Indirect migration background,No,0.84306,480,527,0.81197,0.87414
2011,30-45 y.,No migration background,Yes,0.06460,665,7829,0.05916,0.07005
2011,30-45 y.,No migration background,No,0.93532,7164,7829,0.92987,0.94077
2011,30-45 y.,Direct migration background,Yes,0.08713,183,1493,0.07282,0.10145
2011,30-45 y.,Direct migration background,No,0.91271,1310,1493,0.89838,0.92703
2011,30-45 y.,Indirect migration background,Yes,0.11313,56,607,0.08791,0.13835
2011,30-45 y.,Indirect migration background,No,0.88687,551,607,0.86165,0.91209
2011,46-65 y.,No migration background,Yes,0.07257,584,8059,0.06690,0.07823
2011,46-65 y.,No migration background,No,0.92743,7475,8059,0.92177,0.93310
2011,46-65 y.,Direct migration background,Yes,0.13388,132,948,0.11219,0.15557
2011,46-65 y.,Direct migration background,No,0.86575,816,948,0.84404,0.88747
2011,46-65 y.,Indirect migration background,No,0.89331,106,106,0.83426,0.95236
2011,66 and older,No migration background,No,0.99985,4715,4715,0.99951,1.00020
2012,17-29 y.,No migration background,Yes,0.07354,304,3092,0.06434,0.08274
2012,17-29 y.,No migration background,No,0.85819,2788,3092,0.84589,0.87049
2012,17-29 y.,Direct migration background,Yes,0.10910,51,387,0.07799,0.14020
2012,17-29 y.,Direct migration background,No,0.86533,336,387,0.83127,0.89938
2012,17-29 y.,Indirect migration background,Yes,0.06059,45,502,0.03970,0.08149
2012,17-29 y.,Indirect migration background,No,0.83109,457,502,0.79828,0.86389
2012,30-45 y.,No migration background,Yes,0.06420,581,7104,0.05850,0.06990
2012,30-45 y.,No migration background,No,0.93580,6523,7104,0.93010,0.94150
2012,30-45 y.,Direct migration background,Yes,0.08673,155,1398,0.07197,0.10149
2012,30-45 y.,Direct migration background,No,0.91327,1243,1398,0.89851,0.92803
2012,30-45 y.,Indirect migration background,Yes,0.10619,52,573,0.08094,0.13143
2012,30-45 y.,Indirect migration background,No,0.89381,521,573,0.86857,0.91906
2012,46-65 y.,No migration background,Yes,0.07650,641,8305,0.07079,0.08222
2012,46-65 y.,No migration background,No,0.92350,7664,8305,0.91778,0.92921
2012,46-65 y.,Direct migration background,Yes,0.12100,123,931,0.10004,0.14196
2012,46-65 y.,Direct migration background,No,0.87900,808,931,0.85804,0.89996
2012,46-65 y.,Indirect migration background,No,0.88075,127,127,0.82416,0.93734
2012,66 and older,No migration background,No,0.99966,4780,4780,0.99914,1.00018
2013,17-29 y.,No migration background,Yes,0.06553,251,2916,0.05655,0.07452
2013,17-29 y.,No migration background,No,0.85772,2665,2916,0.84504,0.87040
2013,17-29 y.,Direct migration background,Yes,0.11414,141,1094,0.09529,0.13299
2013,17-29 y.,Direct migration background,No,0.87772,953,1094,0.85829,0.89714
2013,17-29 y.,Indirect migration background,Yes,0.08987,104,1015,0.07226,0.10747
2013,17-29 y.,Indirect migration background,No,0.83557,911,1015,0.81276,0.85839
2013,30-45 y.,No migration background,Yes,0.06933,566,6455,0.06314,0.07553
2013,30-45 y.,No migration background,No,0.93067,5889,6455,0.92447,0.93686
2013,30-45 y.,Direct migration background,Yes,0.12620,421,3036,0.11439,0.13802
2013,30-45 y.,Direct migration background,No,0.87380,2615,3036,0.86198,0.88561
2013,30-45 y.,Indirect migration background,Yes,0.11809,102,872,0.09666,0.13953
2013,30-45 y.,Indirect migration background,No,0.88191,770,872,0.86047,0.90334
2013,46-65 y.,No migration background,Yes,0.07238,577,8107,0.06674,0.07802
2013,46-65 y.,No migration background,No,0.92762,7530,8107,0.92198,0.93326
2013,46-65 y.,Direct migration background,Yes,0.13405,342,1914,0.11879,0.14932
2013,46-65 y.,Direct migration background,No,0.86595,1572,1914,0.85068,0.88121
2013,46-65 y.,Indirect migration background,No,0.93207,155,155,0.89232,0.97181
2013,66 and older,No migration background,No,0.99958,4583,4583,0.99898,1.00017
2013,66 and older,Direct migration background,No,0.99881,453,453,0.99562,1.00199
2014,17-29 y.,No migration background,Yes,0.06615,213,2668,0.05672,0.07558
2014,17-29 y.,No migration background,No,0.86378,2455,2668,0.85076,0.87680
2014,17-29 y.,Direct migration background,Yes,0.07817,83,790,0.05944,0.09690
2014,17-29 y.,Direct migration background,No,0.89053,707,790,0.86874,0.91232
2014,17-29 y.,Indirect migration background,Yes,0.06865,72,837,0.05151,0.08579
2014,17-29 y.,Indirect migration background,No,0.84082,765,837,0.81602,0.86562
2014,30-45 y.,No migration background,Yes,0.07568,444,5429,0.06864,0.08271
2014,30-45 y.,No migration background,No,0.92430,4985,5429,0.91727,0.93134
2014,30-45 y.,Direct migration background,Yes,0.11770,317,2386,0.10477,0.13063
2014,30-45 y.,Direct migration background,No,0.88163,2069,2386,0.86867,0.89460
2014,30-45 y.,Indirect migration background,Yes,0.13729,77,702,0.11181,0.16277
2014,30-45 y.,Indirect migration background,No,0.86271,625,702,0.83723,0.88819
2014,46-65 y.,No migration background,Yes,0.06716,515,7540,0.06151,0.07281
2014,46-65 y.,No migration background,No,0.93284,7025,7540,0.92719,0.93849
2014,46-65 y.,Direct migration background,Yes,0.13259,252,1596,0.11595,0.14924
2014,46-65 y.,Direct migration background,No,0.86662,1344,1596,0.84993,0.88330
2014,46-65 y.,Indirect migration background,No,0.94939,166,166,0.91595,0.98284
2014,66 and older,No migration background,No,0.99966,4500,4500,0.99912,1.00020
2014,66 and older,Direct migration background,No,0.99878,446,446,0.99554,1.00202
2015,17-29 y.,No migration background,Yes,0.06080,198,2577,0.05157,0.07003
2015,17-29 y.,No migration background,No,0.86339,2379,2577,0.85012,0.87665
2015,17-29 y.,Direct migration background,Yes,0.10744,129,1072,0.08889,0.12598
2015,17-29 y.,Direct migration background,No,0.86506,943,1072,0.84459,0.88552
2015,17-29 y.,Indirect migration background,Yes,0.07776,71,805,0.05925,0.09627
2015,17-29 y.,Indirect migration background,No,0.85765,734,805,0.83350,0.88180
2015,30-45 y.,No migration background,Yes,0.07082,383,4833,0.06359,0.07805
2015,30-45 y.,No migration background,No,0.92918,4450,4833,0.92195,0.93641
2015,30-45 y.,Direct migration background,Yes,0.13647,426,2819,0.12379,0.14914
2015,30-45 y.,Direct migration background,No,0.86344,2393,2819,0.85076,0.87612
2015,30-45 y.,Indirect migration background,Yes,0.13409,66,633,0.10752,0.16065
2015,30-45 y.,Indirect migration background,No,0.86591,567,633,0.83935,0.89248
2015,46-65 y.,No migration background,Yes,0.06594,474,7303,0.06025,0.07163
2015,46-65 y.,No migration background,No,0.93406,6829,7303,0.92837,0.93975
2015,46-65 y.,Direct migration background,Yes,0.12412,265,1658,0.10825,0.14000
2015,46-65 y.,Direct migration background,No,0.87588,1393,1658,0.86000,0.89175
2015,46-65 y.,Indirect migration background,No,0.89059,163,163,0.84252,0.93866
2015,66 and older,No migration background,No,0.99914,4453,4453,0.99828,1.00000
2015,66 and older,Direct migration background,No,0.99404,441,441,0.98684,1.00123
2016,17-29 y.,No migration background,Yes,0.05899,166,2371,0.04951,0.06848
2016,17-29 y.,No migration background,No,0.86372,2205,2371,0.84991,0.87753
2016,17-29 y.,Direct migration background,Yes,0.08478,95,761,0.06498,0.10458
2016,17-29 y.,Direct migration background,No,0.79397,666,761,0.76521,0.82272
2016,17-29 y.,Indirect migration background,Yes,0.07668,64,728,0.05734,0.09603
2016,17-29 y.,Indirect migration background,No,0.83561,664,728,0.80867,0.86256
2016,30-45 y.,No migration background,Yes,0.07053,301,4253,0.06284,0.07823
2016,30-45 y.,No migration background,No,0.92947,3952,4253,0.92177,0.93716
2016,30-45 y.,Direct migration background,Yes,0.11779,309,2270,0.10453,0.13106
2016,30-45 y.,Direct migration background,No,0.84828,1961,2270,0.83352,0.86305
2016,30-45 y.,Indirect migration background,Yes,0.09101,56,575,0.06748,0.11454
2016,30-45 y.,Indirect migration background,No,0.90899,519,575,0.88546,0.93252
2016,46-65 y.,No migration background,Yes,0.06102,416,6884,0.05537,0.06668
2016,46-65 y.,No migration background,No,0.93881,6468,6884,0.93315,0.94448
2016,46-65 y.,Direct migration background,Yes,0.13495,255,1538,0.11787,0.15203
2016,46-65 y.,Direct migration background,No,0.85546,1283,1538,0.83788,0.87304
2016,46-65 y.,Indirect migration background,No,0.88928,172,172,0.84225,0.93631
2016,66 and older,Direct migration background,No,0.98946,410,410,0.97956,0.99936
2017,17-29 y.,No migration background,Yes,0.05065,175,2940,0.04273,0.05858
2017,17-29 y.,No migration background,No,0.88069,2765,2940,0.86897,0.89241
2017,17-29 y.,Direct migration background,Yes,0.12084,298,1243,0.10271,0.13897
2017,17-29 y.,Direct migration background,No,0.75357,945,1243,0.72960,0.77753
2017,17-29 y.,Indirect migration background,Yes,0.07215,69,803,0.05424,0.09005
2017,17-29 y.,Indirect migration background,No,0.84761,734,803,0.82274,0.87248
2017,30-45 y.,No migration background,Yes,0.05756,286,4563,0.05080,0.06432
2017,30-45 y.,No migration background,No,0.94244,4277,4563,0.93568,0.94920
2017,30-45 y.,Direct migration background,Yes,0.14077,848,3214,0.12875,0.15280
2017,30-45 y.,Direct migration background,No,0.84082,2366,3214,0.82817,0.85347
2017,30-45 y.,Indirect migration background,Yes,0.10740,61,592,0.08244,0.13237
2017,30-45 y.,Indirect migration background,No,0.89260,531,592,0.86763,0.91756
2017,46-65 y.,No migration background,Yes,0.05565,426,8152,0.05067,0.06063
2017,46-65 y.,No migration background,No,0.94435,7726,8152,0.93937,0.94933
2017,46-65 y.,Direct migration background,Yes,0.14415,434,1937,0.12850,0.15980
2017,46-65 y.,Direct migration background,No,0.84989,1503,1937,0.83398,0.86580
2017,46-65 y.,Indirect migration background,No,0.93315,212,212,0.89944,0.96685
2017,66 and older,No migration background,No,0.99868,4498,4498,0.99762,0.99974
2017,66 and older,Direct migration background,No,0.99584,447,447,0.98986,1.00181
2018,17-29 y.,No migration background,Yes,0.05454,193,2913,0.04629,0.06279
2018,17-29 y.,No migration background,No,0.88012,2720,2913,0.86832,0.89192
2018,17-29 y.,Direct migration background,Yes,0.13375,430,1584,0.11698,0.15051
2018,17-29 y.,Direct migration background,No,0.81307,1154,1584,0.79386,0.83227
2018,17-29 y.,Indirect migration background,Yes,0.07288,74,811,0.05498,0.09078
2018,17-29 y.,Indirect migration background,No,0.85481,737,811,0.83055,0.87907
2018,30-45 y.,No migration background,Yes,0.05547,295,4220,0.04857,0.06238
2018,30-45 y.,No migration background,No,0.94453,3925,4220,0.93762,0.95143
2018,30-45 y.,Direct migration background,Yes,0.12359,941,3525,0.11272,0.13445
2018,30-45 y.,Direct migration background,No,0.87231,2584,3525,0.86130,0.88333
2018,30-45 y.,Indirect migration background,Yes,0.10350,53,562,0.07829,0.12870
2018,30-45 y.,Indirect migration background,No,0.89650,509,562,0.87130,0.92171
2018,46-65 y.,No migration background,Yes,0.05329,420,7810,0.04831,0.05827
2018,46-65 y.,No migration background,No,0.94671,7390,7810,0.94173,0.95169
2018,46-65 y.,Direct migration background,Yes,0.14412,540,2128,0.12920,0.15905
2018,46-65 y.,Direct migration background,No,0.85352,1588,2128,0.83850,0.86855
2018,46-65 y.,Indirect migration background,No,0.94842,225,225,0.91945,0.97738
2018,66 and older,No migration background,No,0.99917,4510,4510,0.99834,1.00001
2018,66 and older,Direct migration background,No,0.98874,471,471,0.97920,0.99828
2019,17-29 y.,No migration background,Yes,0.05043,161,2714,0.04220,0.05866
2019,17-29 y.,No migration background,No,0.87261,2553,2714,0.86006,0.88515
2019,17-29 y.,Direct migration background,Yes,0.15039,401,1331,0.13118,0.16960
2019,17-29 y.,Direct migration background,No,0.79215,930,1331,0.77035,0.81396
2019,17-29 y.,Indirect migration background,Yes,0.09076,59,710,0.06961,0.11190
2019,17-29 y.,Indirect migration background,No,0.83311,651,710,0.80566,0.86055
2019,30-45 y.,No migration background,Yes,0.04790,231,4139,0.04139,0.05440
2019,30-45 y.,No migration background,No,0.95210,3908,4139,0.94560,0.95861
2019,30-45 y.,Direct migration background,Yes,0.12509,834,3155,0.11354,0.13663
2019,30-45 y.,Direct migration background,No,0.86917,2321,3155,0.85740,0.88094
2019,30-45 y.,Indirect migration background,Yes,0.06255,40,551,0.04232,0.08279
2019,30-45 y.,Indirect migration background,No,0.93745,511,551,0.91721,0.95768
2019,46-65 y.,No migration background,Yes,0.04489,361,8623,0.04052,0.04926
2019,46-65 y.,No migration background,No,0.95507,8262,8623,0.95070,0.95945
2019,46-65 y.,Direct migration background,Yes,0.13502,492,2083,0.12034,0.14969
2019,46-65 y.,Direct migration background,No,0.86300,1591,2083,0.84823,0.87777
2019,46-65 y.,Indirect migration background,No,0.95556,277,277,0.93125,0.97987
2019,66 and older,No migration background,No,0.99895,4700,4700,0.99803,0.99988
2019,66 and older,Direct migration background,No,0.99773,458,458,0.99336,1.00209
2020,17-29 y.,No migration background,Yes,0.05168,164,2552,0.04309,0.06027
2020,17-29 y.,No migration background,No,0.86908,2388,2552,0.85599,0.88217
2020,17-29 y.,Direct migration background,Yes,0.15559,301,1816,0.13892,0.17227
2020,17-29 y.,Direct migration background,No,0.73947,1515,1816,0.71928,0.75966
2020,17-29 y.,Indirect migration background,Yes,0.10864,72,709,0.08571,0.13156
2020,17-29 y.,Indirect migration background,No,0.82128,637,709,0.79306,0.84950
2020,30-45 y.,No migration background,Yes,0.04914,204,3699,0.04217,0.05611
2020,30-45 y.,No migration background,No,0.95073,3495,3699,0.94376,0.95771
2020,30-45 y.,Direct migration background,Yes,0.11537,695,3803,0.10522,0.12553
2020,30-45 y.,Direct migration background,No,0.86133,3108,3803,0.85034,0.87232
2020,30-45 y.,Indirect migration background,Yes,0.09641,41,531,0.07128,0.12153
2020,30-45 y.,Indirect migration background,No,0.90335,490,531,0.87820,0.92851
2020,46-65 y.,No migration background,Yes,0.04383,338,7915,0.03932,0.04834
2020,46-65 y.,No migration background,No,0.95617,7577,7915,0.95166,0.96068
2020,46-65 y.,Direct migration background,Yes,0.12708,416,2213,0.11320,0.14096
2020,46-65 y.,Direct migration background,No,0.86629,1797,2213,0.85211,0.88047
2020,46-65 y.,Indirect migration background,No,0.95313,256,256,0.92718,0.97907
2020,66 and older,No migration background,No,0.99933,4407,4407,0.99857,1.00010
2020,66 and older,Direct migration background,No,0.99633,457,457,0.99078,1.00188
2020,66 and older,Indirect migration background,No,0.99354,32,32,0.96534,1.02174
2021,17-29 y.,No migration background,Yes,0.03887,92,1771,0.02986,0.04787
2021,17-29 y.,No migration background,No,0.89123,1679,1771,0.87672,0.90573
2021,17-29 y.,Direct migration background,Yes,0.15853,147,1007,0.13596,0.18110
2021,17-29 y.,Direct migration background,No,0.75357,860,1007,0.72694,0.78020
2021,17-29 y.,Indirect migration background,No,0.84706,374,374,0.81053,0.88358
2021,30-45 y.,No migration background,Yes,0.04933,140,2613,0.04102,0.05763
2021,30-45 y.,No migration background,No,0.95057,2473,2613,0.94225,0.95888
2021,30-45 y.,Direct migration background,Yes,0.12131,374,2307,0.10798,0.13463
2021,30-45 y.,Direct migration background,No,0.86152,1933,2307,0.84742,0.87562
2021,30-45 y.,Indirect migration background,No,0.94364,286,286,0.91687,0.97042
2021,46-65 y.,No migration background,Yes,0.04843,245,5592,0.04280,0.05406
2021,46-65 y.,No migration background,No,0.95091,5347,5592,0.94524,0.95657
2021,46-65 y.,Direct migration background,Yes,0.10937,250,1466,0.09339,0.12536
2021,46-65 y.,Direct migration background,No,0.87292,1216,1466,0.85587,0.88998
2021,46-65 y.,Indirect migration background,No,0.92685,188,188,0.88953,0.96417
2021,66 and older,No migration background,No,0.98742,3212,3212,0.98356,0.99127
2021,66 and older,Direct migration background,No,0.98520,320,320,0.97195,0.99845
