"hlf0633","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"8","2020","3","Staedtischer Raum","218","","",""
"8","2020","3","Laendlicher Raum","79","0.104739709452117","0.0865190720660487","0.122960346838185"
"8","2020","4","Staedtischer Raum","207","","",""
"8","2020","4","Laendlicher Raum","77","0.0232881577938709","0.0156937735148911","0.0308825420728508"
"8","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"8","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"9","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"9","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"9","2020","2","Staedtischer Raum","70","0.0452125124508042","0.0363134873344454","0.0541115375671629"
"9","2020","2","Laendlicher Raum","21","","",""
"9","2020","3","Staedtischer Raum","58","0.0159721105280455","0.0108306690317416","0.0211135520243495"
"9","2020","3","Laendlicher Raum","24","","",""
"9","2020","4","Staedtischer Raum","56","0.0109477971292349","0.00752479718324495","0.0143707970752248"
"9","2020","4","Laendlicher Raum","16","","",""
"9","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"9","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"10","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"10","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"10","2020","2","Staedtischer Raum","125","","",""
"10","2020","2","Laendlicher Raum","73","0.0485479987862468","0.0353130435575931","0.0617829540149005"
"10","2020","3","Staedtischer Raum","60","0.0286611339272636","0.0218183613113179","0.0355039065432092"
"10","2020","3","Laendlicher Raum","30","0.0263167137627902","0.0167918689621978","0.0358415585633827"
"10","2020","4","Staedtischer Raum","38","0.00850911212621649","0.00548762741286566","0.0115305968395673"
"10","2020","4","Laendlicher Raum","33","0.0117551466897935","0.00632779353610223","0.0171824998434848"
"10","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"10","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
