,Unnamed: 0,year,quintil_oecd_hh,sampreg,hlc0080_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
357,357,2013,3rd Quintile,West,Yes,0.01232,42,17511,0.00906,0.01619
358,358,2013,3rd Quintile,West,No,0.98768,2577,17511,0.94303,1.03121
359,359,2013,3rd Quintile,East,No,1.0,703,17511,0.92011,1.07592
360,360,2013,4th Quintile,West,No,1.0,2568,17511,0.9612,1.04424
361,361,2013,4th Quintile,East,No,1.0,497,17511,0.90285,1.07562
362,362,2013,5th Quintile,West,No,1.0,2819,17511,0.96484,1.03805
363,363,2013,5th Quintile,East,No,1.0,352,17511,0.89255,1.12161
364,364,2014,1st Quintile,West,Yes,0.09222,323,15653,0.07667,0.10635
365,365,2014,1st Quintile,West,No,0.90778,2204,15653,0.86133,0.94831
366,366,2014,1st Quintile,East,Yes,0.13212,147,15653,0.10616,0.16113
367,367,2014,1st Quintile,East,No,0.86788,755,15653,0.81167,0.93661
368,368,2014,2nd Quintile,West,Yes,0.03392,135,15653,0.02662,0.04234
369,369,2014,2nd Quintile,West,No,0.96608,2322,15653,0.91815,1.00299
370,370,2014,2nd Quintile,East,Yes,0.0238,52,15653,0.019,0.02943
371,371,2014,2nd Quintile,East,No,0.9762,797,15653,0.91718,1.04872
372,372,2014,3rd Quintile,West,No,1.0,2324,15653,0.96328,1.04751
373,373,2014,3rd Quintile,East,No,1.0,718,15653,0.9277,1.08273
374,374,2014,4th Quintile,West,No,1.0,2401,15653,0.96428,1.03865
375,375,2014,4th Quintile,East,No,1.0,516,15653,0.91724,1.09507
376,376,2014,5th Quintile,West,No,1.0,2598,15653,0.96209,1.04134
377,377,2014,5th Quintile,East,No,1.0,361,15653,0.9041,1.13465
378,378,2015,1st Quintile,West,Yes,0.0769,260,15355,0.06292,0.09518
379,379,2015,1st Quintile,West,No,0.9231,2352,15355,0.87921,0.9696
380,380,2015,1st Quintile,East,Yes,0.11379,109,15355,0.08989,0.14551
381,381,2015,1st Quintile,East,No,0.88621,740,15355,0.81918,0.95895
382,382,2015,2nd Quintile,West,Yes,0.02167,96,15355,0.01591,0.02919
383,383,2015,2nd Quintile,West,No,0.97833,2292,15355,0.93281,1.02127
384,384,2015,2nd Quintile,East,Yes,0.03306,45,15355,0.01918,0.05098
385,385,2015,2nd Quintile,East,No,0.96694,857,15355,0.90358,1.03552
386,386,2015,3rd Quintile,West,Yes,0.00887,34,15355,0.00524,0.01384
387,387,2015,3rd Quintile,West,No,0.99113,2300,15355,0.94613,1.03795
388,388,2015,3rd Quintile,East,No,1.0,625,15355,0.9174,1.09532
389,389,2015,4th Quintile,West,No,1.0,2259,15355,0.95955,1.0395
390,390,2015,4th Quintile,East,No,1.0,472,15355,0.90172,1.1052
391,391,2015,5th Quintile,West,No,1.0,2588,15355,0.96416,1.04415
392,392,2015,5th Quintile,East,No,1.0,326,15355,0.86174,1.12246
393,393,2016,1st Quintile,West,Yes,0.07398,233,14088,0.06134,0.086
394,394,2016,1st Quintile,West,No,0.92602,2006,14088,0.88592,0.98545
395,395,2016,1st Quintile,East,Yes,0.09816,92,14088,0.07655,0.11651
396,396,2016,1st Quintile,East,No,0.90184,711,14088,0.83221,0.96739
397,397,2016,2nd Quintile,West,Yes,0.02821,87,14088,0.01987,0.03567
398,398,2016,2nd Quintile,West,No,0.97179,2183,14088,0.93346,1.01936
399,399,2016,2nd Quintile,East,No,1.0,780,14088,0.92325,1.06186
400,400,2016,3rd Quintile,West,No,1.0,2035,14088,0.95485,1.04448
401,401,2016,3rd Quintile,East,No,1.0,658,14088,0.93052,1.08428
402,402,2016,4th Quintile,West,No,1.0,2178,14088,0.96035,1.04404
403,403,2016,4th Quintile,East,No,1.0,433,14088,0.89419,1.09497
404,404,2016,5th Quintile,West,No,1.0,2368,14088,0.94734,1.03805
405,405,2016,5th Quintile,East,No,1.0,324,14088,0.88444,1.11331
406,406,2017,1st Quintile,West,Yes,0.06498,321,17261,0.05445,0.07635
407,407,2017,1st Quintile,West,No,0.93502,3372,17261,0.88716,0.97971
408,408,2017,1st Quintile,East,Yes,0.11108,116,17261,0.08784,0.13764
409,409,2017,1st Quintile,East,No,0.88892,1002,17261,0.81939,0.95195
410,410,2017,2nd Quintile,West,Yes,0.02239,94,17261,0.016,0.02857
411,411,2017,2nd Quintile,West,No,0.97761,2317,17261,0.92995,1.0198
412,412,2017,2nd Quintile,East,Yes,0.0261,35,17261,0.01612,0.0373
413,413,2017,2nd Quintile,East,No,0.9739,873,17261,0.90423,1.03486
414,414,2017,3rd Quintile,West,No,1.0,2309,17261,0.95929,1.04085
415,415,2017,3rd Quintile,East,No,1.0,729,17261,0.92858,1.07913
416,416,2017,4th Quintile,West,No,1.0,2470,17261,0.96311,1.03718
417,417,2017,4th Quintile,East,No,1.0,535,17261,0.91844,1.07519
418,418,2017,5th Quintile,West,No,1.0,2701,17261,0.96019,1.03771
419,419,2017,5th Quintile,East,No,1.0,387,17261,0.90978,1.08552
420,420,2018,1st Quintile,West,Yes,0.08101,470,17563,0.06552,0.09683
421,421,2018,1st Quintile,West,No,0.91899,3570,17563,0.87239,0.96511
422,422,2018,1st Quintile,East,Yes,0.10168,127,17563,0.08235,0.12773
423,423,2018,1st Quintile,East,No,0.89832,1095,17563,0.81475,0.98515
424,424,2018,2nd Quintile,West,Yes,0.01949,165,17563,0.01472,0.02522
425,425,2018,2nd Quintile,West,No,0.98051,2375,17563,0.93298,1.02407
426,426,2018,2nd Quintile,East,Yes,0.02598,51,17563,0.01904,0.03434
427,427,2018,2nd Quintile,East,No,0.97402,925,17563,0.91481,1.05273
428,428,2018,3rd Quintile,West,Yes,0.00664,38,17563,0.00429,0.00957
429,429,2018,3rd Quintile,West,No,0.99336,2218,17563,0.94922,1.03845
430,430,2018,3rd Quintile,East,No,1.0,690,17563,0.91932,1.08672
431,431,2018,4th Quintile,West,No,1.0,2373,17563,0.96067,1.04659
432,432,2018,4th Quintile,East,No,1.0,476,17563,0.9201,1.0905
433,433,2018,5th Quintile,West,No,1.0,2631,17563,0.96503,1.0453
434,434,2018,5th Quintile,East,No,1.0,359,17563,0.90006,1.0969
435,435,2019,1st Quintile,West,Yes,0.08713,353,18158,0.06803,0.10251
436,436,2019,1st Quintile,West,No,0.91287,3551,18158,0.87262,0.95847
437,437,2019,1st Quintile,East,Yes,0.11241,114,18158,0.08902,0.13884
438,438,2019,1st Quintile,East,No,0.88759,965,18158,0.81837,0.96591
439,439,2019,2nd Quintile,West,Yes,0.02048,92,18158,0.01557,0.02789
440,440,2019,2nd Quintile,West,No,0.97952,2155,18158,0.94005,1.0312
441,441,2019,2nd Quintile,East,No,1.0,828,18158,0.92723,1.08708
442,442,2019,3rd Quintile,West,No,1.0,2165,18158,0.95636,1.04199
443,443,2019,3rd Quintile,East,No,1.0,717,18158,0.91029,1.08574
444,444,2019,4th Quintile,West,No,1.0,2392,18158,0.95299,1.04328
445,445,2019,4th Quintile,East,No,1.0,536,18158,0.90665,1.10021
446,446,2019,5th Quintile,West,No,1.0,3605,18158,0.94634,1.04608
447,447,2019,5th Quintile,East,No,1.0,685,18158,0.89936,1.11241
448,448,2020,1st Quintile,West,Yes,0.07703,394,18836,0.06197,0.0945
449,449,2020,1st Quintile,West,No,0.92297,4498,18836,0.87228,0.99082
450,450,2020,1st Quintile,East,Yes,0.07882,83,18836,0.05897,0.10199
451,451,2020,1st Quintile,East,No,0.92118,1062,18836,0.82842,1.01564
452,452,2020,2nd Quintile,West,Yes,0.02186,69,18836,0.01568,0.02781
453,453,2020,2nd Quintile,West,No,0.97814,2488,18836,0.93242,1.03353
454,454,2020,2nd Quintile,East,No,1.0,843,18836,0.92017,1.0789
455,455,2020,3rd Quintile,West,No,1.0,2232,18836,0.95714,1.04463
456,456,2020,3rd Quintile,East,No,1.0,676,18836,0.92684,1.08217
457,457,2020,4th Quintile,West,No,1.0,2297,18836,0.95627,1.04107
458,458,2020,4th Quintile,East,No,1.0,500,18836,0.88857,1.10677
459,459,2020,5th Quintile,West,No,1.0,3112,18836,0.94984,1.04521
460,460,2020,5th Quintile,East,No,1.0,582,18836,0.87382,1.12647
461,461,2021,1st Quintile,West,Yes,0.0693,266,12376,0.0541,0.08337
462,462,2021,1st Quintile,West,No,0.9307,2309,12376,0.87322,1.00328
463,463,2021,1st Quintile,East,Yes,0.07197,52,12376,0.04533,0.10127
464,464,2021,1st Quintile,East,No,0.92803,634,12376,0.83982,1.0364
465,465,2021,2nd Quintile,West,Yes,0.02188,71,12376,0.01382,0.03009
466,466,2021,2nd Quintile,West,No,0.97812,1676,12376,0.9201,1.03119
467,467,2021,2nd Quintile,East,No,1.0,597,12376,0.90933,1.13082
468,468,2021,3rd Quintile,West,No,1.0,1550,12376,0.94276,1.05279
469,469,2021,3rd Quintile,East,No,1.0,464,12376,0.90157,1.11977
470,470,2021,4th Quintile,West,No,1.0,1703,12376,0.94264,1.05291
471,471,2021,4th Quintile,East,No,1.0,383,12376,0.87716,1.11786
472,472,2021,5th Quintile,West,No,1.0,2262,12376,0.94389,1.04927
473,473,2021,5th Quintile,East,No,1.0,409,12376,0.85656,1.14308
