year,bula_h,hhtyp,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,North Rhine-Westphalia,Couple without children,Yes,0.01644,31,1187,0.00920,0.02368
2022,North Rhine-Westphalia,Couple without children,No,0.98356,1156,1187,0.97632,0.99080
2022,North Rhine-Westphalia,Single parent,No,0.97262,201,201,0.95001,0.99524
2022,North Rhine-Westphalia,Couple with children,Yes,0.03068,37,1117,0.02056,0.04080
2022,North Rhine-Westphalia,Couple with children,No,0.96932,1080,1117,0.95920,0.97944
2022,North Rhine-Westphalia,Other Combinations,No,0.95896,224,224,0.93292,0.98500
2022,Hesse,Single-person household,No,0.95763,368,368,0.93703,0.97824
2022,Hesse,Couple without children,No,0.96057,366,366,0.94060,0.98054
2022,Hesse,Single parent,No,0.97359,74,74,0.93681,1.01038
2022,Hesse,Couple with children,No,0.95334,303,303,0.92955,0.97713
2022,Hesse,Other Combinations,No,0.99328,57,57,0.97188,1.01468
2022,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96529,254,254,0.94274,0.98785
2022,"Rhineland-Palatinate, Saarland",Couple without children,No,0.97974,263,263,0.96268,0.99680
2022,"Rhineland-Palatinate, Saarland",Single parent,No,0.97232,50,50,0.92638,1.01825
2022,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99174,221,221,0.97977,1.00370
2022,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.98416,55,55,0.95087,1.01746
2022,Baden-Wuerttemberg,No answer / don't know,No,0.96994,56,56,0.92481,1.01507
2022,Baden-Wuerttemberg,Single-person household,No,0.97367,589,589,0.96072,0.98661
2022,Baden-Wuerttemberg,Couple without children,No,0.99169,619,619,0.98454,0.99885
2022,Baden-Wuerttemberg,Single parent,No,0.99838,105,105,0.99066,1.00611
2022,Baden-Wuerttemberg,Couple with children,No,0.95451,680,680,0.93884,0.97018
2022,Baden-Wuerttemberg,Other Combinations,No,0.94450,150,150,0.90773,0.98126
2022,Bavaria,No answer / don't know,No,0.98388,76,76,0.95539,1.01238
2022,Bavaria,Single-person household,No,0.98189,870,870,0.97302,0.99076
2022,Bavaria,Couple without children,Yes,0.02696,32,907,0.01642,0.03751
2022,Bavaria,Couple without children,No,0.97304,875,907,0.96249,0.98358
2022,Bavaria,Single parent,No,0.96126,165,165,0.93172,0.99079
2022,Bavaria,Couple with children,Yes,0.06472,50,851,0.04818,0.08126
2022,Bavaria,Couple with children,No,0.93528,801,851,0.91874,0.95182
2022,Bavaria,Other Combinations,No,0.96731,188,188,0.94183,0.99280
2022,Berlin,Single-person household,No,0.98433,444,444,0.97276,0.99589
2022,Berlin,Couple without children,No,0.96743,328,328,0.94819,0.98667
2022,Berlin,Single parent,No,0.95400,59,59,0.90008,1.00791
2022,Berlin,Couple with children,No,0.92312,182,182,0.88431,0.96193
2022,Berlin,Other Combinations,No,0.96117,56,56,0.91011,1.01223
2022,Brandenburg,Single-person household,No,0.99892,189,189,0.99421,1.00362
2022,Brandenburg,Couple without children,No,0.98251,233,233,0.96564,0.99938
2022,Brandenburg,Couple with children,No,0.98008,188,188,0.96005,1.00010
2022,Brandenburg,Other Combinations,No,0.99095,41,41,0.96159,1.02030
2022,Mecklenburg-Western Pomerania,Single-person household,No,0.96581,144,144,0.93602,0.99559
2022,Mecklenburg-Western Pomerania,Couple without children,No,0.98500,120,120,0.96316,1.00684
2022,Mecklenburg-Western Pomerania,Couple with children,No,0.97441,85,85,0.94064,1.00818
2022,Saxony,Single-person household,No,0.98682,376,376,0.97527,0.99836
2022,Saxony,Couple without children,No,0.98544,386,386,0.97347,0.99740
2022,Saxony,Single parent,No,0.98705,98,98,0.96454,1.00955
2022,Saxony,Couple with children,No,0.98190,306,306,0.96694,0.99686
2022,Saxony,Other Combinations,No,0.99115,63,63,0.96785,1.01446
2022,Saxony-Anhalt,Single-person household,No,0.96869,191,191,0.94393,0.99345
2022,Saxony-Anhalt,Couple without children,No,0.99907,194,194,0.99475,1.00338
2022,Saxony-Anhalt,Couple with children,No,0.97893,165,165,0.95696,1.00091
2022,Saxony-Anhalt,Other Combinations,No,0.94450,38,38,0.87073,1.01827
2022,Thuringa,Single-person household,No,0.98236,168,168,0.96239,1.00232
2022,Thuringa,Couple without children,No,0.98460,160,160,0.96546,1.00374
2022,Thuringa,Couple with children,No,0.98157,150,150,0.95997,1.00317
