year,bula_h,pgisced97,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.88239,161,161,0.83247,0.93231
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.87181,318,318,0.83501,0.90861
1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.97654,43,43,0.93076,1.02232
1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.93938,56,56,0.87632,1.00245
1999,Baden-Wuerttemberg,Primary Level,Southern Europe,0.49508,66,104,0.39852,0.59163
1999,Baden-Wuerttemberg,Primary Level,Western Asia,0.23497,38,104,0.15309,0.31685
1999,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.72231,253,395,0.67809,0.76653
1999,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.10364,90,395,0.07354,0.13373
1999,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.06453,52,395,0.04027,0.08879
1999,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.84849,608,719,0.82227,0.87472
1999,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.05024,69,719,0.03426,0.06621
1999,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.02389,42,719,0.01272,0.03506
1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.58987,38,38,0.43138,0.74835
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.88199,84,84,0.81258,0.95140
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.84301,128,128,0.77974,0.90628
1999,Bavaria,No answer / don't know,Germany,0.77260,31,31,0.62261,0.92259
1999,Bavaria,Lower Secondary Level,Germany,0.80589,278,319,0.76242,0.84936
1999,Bavaria,Lower Secondary Level,Southern Europe,0.05131,41,319,0.02706,0.07556
1999,Bavaria,Upper Secondary Level,Germany,0.89529,807,882,0.87507,0.91550
1999,Bavaria,Upper Secondary Level,Southern Europe,0.01918,38,882,0.01012,0.02824
1999,Bavaria,Upper Secondary Level,Eastern Europe,0.03888,37,882,0.02611,0.05164
1999,Bavaria,Post-secondary Non-tertiary Level,Germany,0.65917,40,40,0.51041,0.80793
1999,Bavaria,First Stage of Tertiary Education,Germany,0.92750,111,111,0.87904,0.97596
1999,Bavaria,Second Stage of Tertiary Education,Germany,0.83786,179,179,0.78371,0.89201
1999,Berlin,Lower Secondary Level,Germany,0.77663,42,42,0.64914,0.90412
1999,Berlin,Upper Secondary Level,Germany,0.93309,206,206,0.89888,0.96729
1999,Berlin,First Stage of Tertiary Education,Germany,0.92415,31,31,0.82940,1.01889
1999,Berlin,Second Stage of Tertiary Education,Germany,0.92481,146,146,0.88189,0.96773
1999,Brandenburg,Lower Secondary Level,Germany,0.95059,53,53,0.89168,1.00949
1999,Brandenburg,Upper Secondary Level,Germany,0.98291,309,309,0.96843,0.99738
1999,Brandenburg,First Stage of Tertiary Education,Germany,0.93140,38,38,0.84996,1.01285
1999,Brandenburg,Second Stage of Tertiary Education,Germany,0.94999,143,143,0.91414,0.98584
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98875,220,220,0.97478,1.00272
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.98015,96,96,0.95211,1.00820
1999,Saxony,Lower Secondary Level,Germany,0.98774,116,116,0.96762,1.00785
1999,Saxony,Upper Secondary Level,Germany,0.96735,623,623,0.95339,0.98132
1999,Saxony,First Stage of Tertiary Education,Germany,0.94033,67,67,0.88319,0.99748
1999,Saxony,Second Stage of Tertiary Education,Germany,0.95840,237,237,0.93293,0.98388
1999,Saxony-Anhalt,Lower Secondary Level,Germany,0.95649,76,76,0.91031,1.00266
1999,Saxony-Anhalt,Upper Secondary Level,Germany,0.94039,345,345,0.91537,0.96541
1999,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.98167,54,54,0.94555,1.01778
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.92546,142,142,0.88211,0.96881
1999,Thuringa,Lower Secondary Level,Germany,0.84688,66,66,0.75933,0.93442
1999,Thuringa,Upper Secondary Level,Germany,0.95899,430,430,0.94022,0.97775
1999,Thuringa,Second Stage of Tertiary Education,Germany,0.94531,128,128,0.90576,0.98486
2000,Schleswig-Holstein,Lower Secondary Level,Germany,0.90511,91,91,0.84456,0.96566
2000,Schleswig-Holstein,Upper Secondary Level,Germany,0.92312,357,357,0.89545,0.95080
2000,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.88874,34,34,0.78146,0.99603
2000,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.91803,54,54,0.84418,0.99188
2000,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.92693,89,89,0.87255,0.98130
2000,Hamburg,Upper Secondary Level,Germany,0.94233,140,140,0.90357,0.98108
2000,Hamburg,Second Stage of Tertiary Education,Germany,0.93825,64,64,0.87881,0.99769
2000,Lower Saxony,Pre-primary Level,Germany,0.91200,31,31,0.81062,1.01337
2000,Lower Saxony,Lower Secondary Level,Germany,0.87073,266,266,0.83034,0.91113
2000,Lower Saxony,Upper Secondary Level,Germany,0.92359,1046,1046,0.90748,0.93969
2000,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.85831,97,97,0.78855,0.92807
2000,Lower Saxony,First Stage of Tertiary Education,Germany,0.86892,113,113,0.80641,0.93142
2000,Lower Saxony,Second Stage of Tertiary Education,Germany,0.89186,215,215,0.85025,0.93347
2000,Bremen,Upper Secondary Level,Germany,0.84860,73,73,0.76581,0.93140
2000,North Rhine-Westphalia,Pre-primary Level,Germany,0.80059,92,92,0.71850,0.88269
2000,North Rhine-Westphalia,Primary Level,Germany,0.28688,39,123,0.20662,0.36715
2000,North Rhine-Westphalia,Primary Level,Southern Europe,0.17856,34,123,0.11060,0.24653
2000,North Rhine-Westphalia,Primary Level,Western Asia,0.28938,50,123,0.20891,0.36985
2000,North Rhine-Westphalia,Lower Secondary Level,Germany,0.78590,586,767,0.75685,0.81495
2000,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.04009,50,767,0.02620,0.05398
2000,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.06949,83,767,0.05148,0.08750
2000,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.05800,48,767,0.04145,0.07456
2000,North Rhine-Westphalia,Upper Secondary Level,Germany,0.89854,2322,2598,0.88693,0.91015
2000,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01843,66,2598,0.01326,0.02360
2000,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.01208,37,2598,0.00788,0.01629
2000,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.01810,70,2598,0.01298,0.02323
2000,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.03543,103,2598,0.02832,0.04255
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.80138,261,292,0.75554,0.84722
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.07753,31,292,0.04680,0.10825
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.88915,354,354,0.85640,0.92190
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.84041,586,627,0.81172,0.86910
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.05794,41,627,0.03964,0.07624
2000,Hesse,Lower Secondary Level,Germany,0.70835,197,197,0.64472,0.77199
2000,Hesse,Upper Secondary Level,Germany,0.85734,705,815,0.83332,0.88137
2000,Hesse,Upper Secondary Level,Southern Europe,0.04136,43,815,0.02768,0.05504
2000,Hesse,Upper Secondary Level,Western Asia,0.03227,33,815,0.02013,0.04441
2000,Hesse,Upper Secondary Level,Eastern Europe,0.04525,34,815,0.03097,0.05953
2000,Hesse,Post-secondary Non-tertiary Level,Germany,0.79511,83,83,0.70774,0.88247
2000,Hesse,First Stage of Tertiary Education,Germany,0.88960,88,88,0.82374,0.95545
2000,Hesse,Second Stage of Tertiary Education,Germany,0.77042,205,205,0.71271,0.82813
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.84974,239,239,0.80435,0.89514
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.89665,692,728,0.87452,0.91878
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.03525,36,728,0.02185,0.04866
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.66062,36,36,0.50375,0.81749
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.89395,97,97,0.83235,0.95554
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.88604,130,130,0.83121,0.94088
2000,Baden-Wuerttemberg,Pre-primary Level,Germany,0.88794,56,56,0.80457,0.97130
2000,Baden-Wuerttemberg,Primary Level,Southern Europe,0.45917,39,39,0.30073,0.61762
2000,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.67373,352,588,0.63581,0.71166
2000,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.13414,130,588,0.10657,0.16171
2000,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.06572,68,588,0.04567,0.08577
2000,Baden-Wuerttemberg,Lower Secondary Level,Eastern Europe,0.08151,38,588,0.05938,0.10365
2000,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.83869,1153,1377,0.81926,0.85813
2000,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.05225,99,1377,0.04049,0.06401
2000,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.02462,61,1377,0.01643,0.03281
2000,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.04409,64,1377,0.03324,0.05494
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.62531,71,71,0.51191,0.73870
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.82861,198,198,0.77599,0.88124
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.84773,344,344,0.80971,0.88576
2000,Bavaria,Pre-primary Level,Germany,0.94915,43,43,0.88270,1.01559
2000,Bavaria,Lower Secondary Level,Germany,0.77866,390,470,0.74108,0.81623
2000,Bavaria,Lower Secondary Level,Southern Europe,0.06156,46,470,0.03981,0.08332
2000,Bavaria,Lower Secondary Level,Western Asia,0.04159,34,470,0.02352,0.05966
2000,Bavaria,Upper Secondary Level,Germany,0.92071,1732,1837,0.90835,0.93307
2000,Bavaria,Upper Secondary Level,Southern Europe,0.01819,50,1837,0.01208,0.02431
2000,Bavaria,Upper Secondary Level,Eastern Europe,0.03063,55,1837,0.02275,0.03851
2000,Bavaria,Post-secondary Non-tertiary Level,Germany,0.63792,94,94,0.54024,0.73559
2000,Bavaria,First Stage of Tertiary Education,Germany,0.89543,229,229,0.85571,0.93515
2000,Bavaria,Second Stage of Tertiary Education,Germany,0.84822,411,411,0.81349,0.88295
2000,Berlin,Lower Secondary Level,Germany,0.77486,57,57,0.66546,0.88426
2000,Berlin,Upper Secondary Level,Germany,0.93431,337,337,0.90782,0.96080
2000,Berlin,First Stage of Tertiary Education,Germany,0.91770,67,67,0.85140,0.98400
2000,Berlin,Second Stage of Tertiary Education,Germany,0.89592,215,215,0.85500,0.93683
2000,Brandenburg,Lower Secondary Level,Germany,0.97023,107,107,0.93788,1.00259
2000,Brandenburg,Upper Secondary Level,Germany,0.98379,507,507,0.97279,0.99480
2000,Brandenburg,First Stage of Tertiary Education,Germany,0.97405,80,80,0.93899,1.00911
2000,Brandenburg,Second Stage of Tertiary Education,Germany,0.95671,253,253,0.93158,0.98184
2000,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.97617,42,42,0.92949,1.02286
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.96530,317,317,0.94513,0.98548
2000,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.92239,39,39,0.83732,1.00746
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.96079,120,120,0.92591,0.99566
2000,Saxony,Lower Secondary Level,Germany,0.96481,153,153,0.93552,0.99411
2000,Saxony,Upper Secondary Level,Germany,0.98151,991,991,0.97312,0.98990
2000,Saxony,Post-secondary Non-tertiary Level,Germany,0.95081,46,46,0.88762,1.01400
2000,Saxony,First Stage of Tertiary Education,Germany,0.96491,143,143,0.93464,0.99517
2000,Saxony,Second Stage of Tertiary Education,Germany,0.97578,366,366,0.96001,0.99155
2000,Saxony-Anhalt,Lower Secondary Level,Germany,0.92644,92,92,0.87280,0.98008
2000,Saxony-Anhalt,Upper Secondary Level,Germany,0.95914,541,541,0.94245,0.97584
2000,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.95767,110,110,0.91986,0.99547
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.94685,225,225,0.91747,0.97623
2000,Thuringa,Lower Secondary Level,Germany,0.88616,74,74,0.81330,0.95902
2000,Thuringa,Upper Secondary Level,Germany,0.97935,658,658,0.96847,0.99022
2000,Thuringa,First Stage of Tertiary Education,Germany,0.99124,88,88,0.97167,1.01082
2000,Thuringa,Second Stage of Tertiary Education,Germany,0.96307,169,169,0.93455,0.99159
2001,Schleswig-Holstein,Lower Secondary Level,Germany,0.91412,83,83,0.85348,0.97477
2001,Schleswig-Holstein,Upper Secondary Level,Germany,0.91475,334,334,0.88476,0.94474
2001,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.98975,31,31,0.95371,1.02579
2001,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.91022,48,48,0.82850,0.99195
2001,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.93202,74,74,0.87428,0.98977
2001,Hamburg,Upper Secondary Level,Germany,0.93337,127,127,0.88982,0.97691
2001,Hamburg,Second Stage of Tertiary Education,Germany,0.92445,65,65,0.85970,0.98920
2001,Lower Saxony,Pre-primary Level,Germany,0.82600,41,41,0.70851,0.94349
2001,Lower Saxony,Lower Secondary Level,Germany,0.85369,240,240,0.80888,0.89850
2001,Lower Saxony,Upper Secondary Level,Germany,0.92259,925,925,0.90536,0.93982
2001,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.88035,89,89,0.81254,0.94816
2001,Lower Saxony,First Stage of Tertiary Education,Germany,0.89994,106,106,0.84255,0.95734
2001,Lower Saxony,Second Stage of Tertiary Education,Germany,0.88827,207,207,0.84524,0.93129
2001,Bremen,Upper Secondary Level,Germany,0.78620,65,65,0.68576,0.88665
2001,North Rhine-Westphalia,Pre-primary Level,Germany,0.83072,103,103,0.75795,0.90350
2001,North Rhine-Westphalia,Primary Level,Germany,0.34194,36,78,0.23598,0.44789
2001,North Rhine-Westphalia,Primary Level,Western Asia,0.31885,42,78,0.21476,0.42294
2001,North Rhine-Westphalia,Lower Secondary Level,Germany,0.76341,502,667,0.73113,0.79569
2001,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.04187,46,667,0.02666,0.05708
2001,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.08035,80,667,0.05970,0.10099
2001,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.05333,39,667,0.03626,0.07039
2001,North Rhine-Westphalia,Upper Secondary Level,Germany,0.89679,2095,2339,0.88445,0.90912
2001,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01753,61,2339,0.01221,0.02285
2001,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.01335,32,2339,0.00870,0.01801
2001,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.01951,65,2339,0.01390,0.02511
2001,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.03501,86,2339,0.02756,0.04246
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.78003,242,277,0.73116,0.82890
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.10086,35,277,0.06533,0.13639
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.90262,315,315,0.86983,0.93542
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.83685,539,579,0.80673,0.86698
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.06812,40,579,0.04758,0.08866
2001,Hesse,Lower Secondary Level,Germany,0.68986,163,163,0.61863,0.76109
2001,Hesse,Upper Secondary Level,Germany,0.86931,635,705,0.84441,0.89421
2001,Hesse,Upper Secondary Level,Southern Europe,0.03726,39,705,0.02327,0.05125
2001,Hesse,Upper Secondary Level,Western Asia,0.03335,31,705,0.02009,0.04661
2001,Hesse,Post-secondary Non-tertiary Level,Germany,0.85015,89,89,0.77558,0.92473
2001,Hesse,First Stage of Tertiary Education,Germany,0.88809,73,73,0.81527,0.96091
2001,Hesse,Second Stage of Tertiary Education,Germany,0.79796,183,183,0.73963,0.85630
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.81157,186,186,0.75522,0.86792
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.90018,651,688,0.87776,0.92259
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.03494,37,688,0.02121,0.04867
2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.63542,35,35,0.47364,0.79721
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.90718,89,89,0.84655,0.96781
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.89285,125,125,0.83841,0.94730
2001,Baden-Wuerttemberg,Pre-primary Level,Germany,0.93557,63,63,0.87445,0.99668
2001,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.66736,292,506,0.62626,0.70845
2001,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.14726,121,506,0.11635,0.17817
2001,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.06432,61,506,0.04293,0.08572
2001,Baden-Wuerttemberg,Lower Secondary Level,Eastern Europe,0.07843,32,506,0.05498,0.10188
2001,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.85486,1019,1211,0.83502,0.87471
2001,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04796,87,1211,0.03592,0.06000
2001,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.02766,57,1211,0.01842,0.03690
2001,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03581,48,1211,0.02534,0.04629
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.58532,68,68,0.46735,0.70329
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.83700,172,172,0.78164,0.89237
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.83993,307,307,0.79884,0.88101
2001,Bavaria,Pre-primary Level,Germany,0.94232,48,48,0.87567,1.00897
2001,Bavaria,Lower Secondary Level,Germany,0.78303,339,413,0.74323,0.82283
2001,Bavaria,Lower Secondary Level,Southern Europe,0.06516,43,413,0.04133,0.08899
2001,Bavaria,Lower Secondary Level,Western Asia,0.04103,31,413,0.02188,0.06018
2001,Bavaria,Upper Secondary Level,Germany,0.92261,1526,1625,0.90961,0.93561
2001,Bavaria,Upper Secondary Level,Southern Europe,0.01775,44,1625,0.01133,0.02417
2001,Bavaria,Upper Secondary Level,Eastern Europe,0.03111,55,1625,0.02267,0.03955
2001,Bavaria,Post-secondary Non-tertiary Level,Germany,0.66182,95,95,0.56618,0.75746
2001,Bavaria,First Stage of Tertiary Education,Germany,0.88810,214,214,0.84576,0.93043
2001,Bavaria,Second Stage of Tertiary Education,Germany,0.83187,378,378,0.79412,0.86962
2001,Berlin,Lower Secondary Level,Germany,0.79020,62,62,0.68802,0.89238
2001,Berlin,Upper Secondary Level,Germany,0.93089,324,324,0.90323,0.95855
2001,Berlin,First Stage of Tertiary Education,Germany,0.90537,66,66,0.83421,0.97653
2001,Berlin,Second Stage of Tertiary Education,Germany,0.90529,206,206,0.86520,0.94537
2001,Brandenburg,Lower Secondary Level,Germany,0.97605,96,96,0.94531,1.00680
2001,Brandenburg,Upper Secondary Level,Germany,0.98770,476,476,0.97779,0.99761
2001,Brandenburg,First Stage of Tertiary Education,Germany,0.97250,67,67,0.93305,1.01196
2001,Brandenburg,Second Stage of Tertiary Education,Germany,0.95741,243,243,0.93197,0.98285
2001,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.97500,37,37,0.92401,1.02600
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.97170,289,289,0.95255,0.99085
2001,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.90888,35,35,0.81214,1.00561
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.95643,110,110,0.91810,0.99475
2001,Saxony,Pre-primary Level,Germany,0.90685,35,35,0.80915,1.00454
2001,Saxony,Lower Secondary Level,Germany,0.97311,138,138,0.94602,1.00020
2001,Saxony,Upper Secondary Level,Germany,0.98244,905,905,0.97388,0.99100
2001,Saxony,Post-secondary Non-tertiary Level,Germany,0.96633,41,41,0.91043,1.02223
