,Unnamed: 0,year,bula_h,sampreg,region_origin,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
321,321,1995,Thuringa,East,Germany,1.0,627,12504,0.95874,1.05588
322,322,1996,Schleswig-Holstein,West,Germany,1.0,254,12342,0.94339,1.06702
323,323,1996,Hamburg,West,Germany,1.0,101,12342,0.87928,1.12786
324,324,1996,Lower Saxony,West,Germany,0.9236,848,12342,0.88392,0.95485
325,325,1996,Lower Saxony,West,Southern Europe,0.0196,39,12342,0.01215,0.028
326,326,1996,Lower Saxony,West,Western Asia,0.02264,53,12342,0.0181,0.02772
327,327,1996,Lower Saxony,West,Eastern Europe,0.03416,46,12342,0.02771,0.04166
328,328,1996,Bremen,West,Germany,1.0,74,12342,0.88147,1.11614
329,329,1996,North Rhine-Westphalia,West,Germany,0.88744,1897,12342,0.85699,0.91172
330,330,1996,North Rhine-Westphalia,West,Southern Europe,0.03086,204,12342,0.02759,0.03402
331,331,1996,North Rhine-Westphalia,West,Central Asia,0.00662,31,12342,0.00598,0.00732
332,332,1996,North Rhine-Westphalia,West,Western Asia,0.03388,210,12342,0.03105,0.03712
333,333,1996,North Rhine-Westphalia,West,Eastern Europe,0.0412,129,12342,0.03621,0.0466
334,334,1996,Hesse,West,Germany,0.85308,617,12342,0.81128,0.89884
335,335,1996,Hesse,West,Southern Europe,0.05081,113,12342,0.04219,0.06246
336,336,1996,Hesse,West,Western Asia,0.04343,92,12342,0.0358,0.05306
337,337,1996,Hesse,West,Eastern Europe,0.05268,39,12342,0.04237,0.0642
338,338,1996,"Rhineland-Palatinate, Saarland",West,Germany,0.91836,524,12342,0.87513,0.95832
339,339,1996,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03565,50,12342,0.02842,0.04352
340,340,1996,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04599,54,12342,0.04232,0.04966
341,341,1996,Baden-Wuerttemberg,West,Germany,0.85543,1083,12342,0.81544,0.89869
342,342,1996,Baden-Wuerttemberg,West,Southern Europe,0.07635,310,12342,0.06653,0.08613
343,343,1996,Baden-Wuerttemberg,West,Western Asia,0.02842,154,12342,0.02566,0.0315
344,344,1996,Baden-Wuerttemberg,West,Eastern Europe,0.0398,71,12342,0.0349,0.04558
345,345,1996,Bavaria,West,Germany,0.8976,1280,12342,0.86319,0.9308
346,346,1996,Bavaria,West,Southern Europe,0.03333,145,12342,0.02844,0.0394
347,347,1996,Bavaria,West,Western Asia,0.02503,80,12342,0.02118,0.02902
348,348,1996,Bavaria,West,Eastern Europe,0.04404,72,12342,0.03708,0.05139
349,349,1996,Berlin,West,Germany,1.0,228,12342,0.92511,1.0811
350,350,1996,Berlin,East,Germany,1.0,233,12342,0.92713,1.06942
351,351,1996,Brandenburg,East,Germany,1.0,581,12342,0.95553,1.04562
352,352,1996,Mecklenburg-Western Pomerania,East,Germany,1.0,388,12342,0.93754,1.06442
353,353,1996,Saxony,East,Germany,1.0,1068,12342,0.966,1.0367
354,354,1996,Saxony-Anhalt,East,Germany,1.0,640,12342,0.94407,1.05331
355,355,1996,Thuringa,East,Germany,1.0,634,12342,0.9518,1.04907
356,356,1997,Schleswig-Holstein,West,Germany,1.0,247,12214,0.92201,1.07726
357,357,1997,Hamburg,West,Germany,1.0,100,12214,0.8682,1.12681
358,358,1997,Lower Saxony,West,Germany,0.91124,847,12214,0.873,0.95078
359,359,1997,Lower Saxony,West,Southern Europe,0.01752,40,12214,0.01133,0.02451
360,360,1997,Lower Saxony,West,Central Asia,0.01647,34,12214,0.01482,0.01835
361,361,1997,Lower Saxony,West,Western Asia,0.02193,51,12214,0.01828,0.02651
362,362,1997,Lower Saxony,West,Eastern Europe,0.03285,43,12214,0.02679,0.04118
363,363,1997,Bremen,West,Germany,1.0,73,12214,0.87917,1.14725
364,364,1997,North Rhine-Westphalia,West,Germany,0.89196,1898,12214,0.86365,0.92238
365,365,1997,North Rhine-Westphalia,West,Southern Europe,0.02859,179,12214,0.02461,0.03262
366,366,1997,North Rhine-Westphalia,West,Central Asia,0.00728,33,12214,0.00654,0.00829
367,367,1997,North Rhine-Westphalia,West,Western Asia,0.03113,197,12214,0.02843,0.03368
368,368,1997,North Rhine-Westphalia,West,Eastern Europe,0.04103,125,12214,0.03479,0.04604
369,369,1997,Hesse,West,Germany,0.83765,574,12214,0.7946,0.88766
370,370,1997,Hesse,West,Southern Europe,0.05371,102,12214,0.0449,0.06266
371,371,1997,Hesse,West,Western Asia,0.04881,85,12214,0.03807,0.06327
372,372,1997,Hesse,West,Eastern Europe,0.05983,41,12214,0.04679,0.07271
373,373,1997,"Rhineland-Palatinate, Saarland",West,Germany,0.9102,539,12214,0.87,0.95288
374,374,1997,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03969,54,12214,0.03192,0.05101
375,375,1997,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05011,56,12214,0.0452,0.05525
376,376,1997,Baden-Wuerttemberg,West,Germany,0.84441,1088,12214,0.80677,0.87897
377,377,1997,Baden-Wuerttemberg,West,Southern Europe,0.08008,303,12214,0.07138,0.0906
378,378,1997,Baden-Wuerttemberg,West,Western Asia,0.03296,157,12214,0.02924,0.0367
379,379,1997,Baden-Wuerttemberg,West,Eastern Europe,0.04255,76,12214,0.03604,0.0506
380,380,1997,Bavaria,West,Germany,0.88867,1274,12214,0.84921,0.92082
381,381,1997,Bavaria,West,Southern Europe,0.0365,141,12214,0.0315,0.04357
382,382,1997,Bavaria,West,Western Asia,0.02324,70,12214,0.01975,0.02682
383,383,1997,Bavaria,West,Eastern Europe,0.0516,70,12214,0.04043,0.06356
384,384,1997,Berlin,West,Germany,1.0,212,12214,0.9172,1.0845
385,385,1997,Berlin,East,Germany,1.0,228,12214,0.92656,1.07261
386,386,1997,Brandenburg,East,Germany,1.0,581,12214,0.95573,1.05366
387,387,1997,Mecklenburg-Western Pomerania,East,Germany,1.0,378,12214,0.94678,1.06355
388,388,1997,Saxony,East,Germany,1.0,1049,12214,0.96588,1.03621
389,389,1997,Saxony-Anhalt,East,Germany,1.0,634,12214,0.96373,1.05137
390,390,1997,Thuringa,East,Germany,1.0,635,12214,0.95077,1.05087
391,391,1998,Schleswig-Holstein,West,Germany,1.0,321,13639,0.93624,1.06956
392,392,1998,Hamburg,West,Germany,1.0,133,13639,0.90917,1.09383
393,393,1998,Lower Saxony,West,Germany,0.9137,1013,13639,0.88387,0.94916
394,394,1998,Lower Saxony,West,Southern Europe,0.01305,37,13639,0.00938,0.01747
395,395,1998,Lower Saxony,West,Central Asia,0.01431,32,13639,0.01234,0.01662
396,396,1998,Lower Saxony,West,Western Asia,0.02318,47,13639,0.01826,0.02979
397,397,1998,Lower Saxony,West,Eastern Europe,0.03576,45,13639,0.02955,0.04347
398,398,1998,Bremen,West,Germany,1.0,84,13639,0.87953,1.13285
399,399,1998,North Rhine-Westphalia,West,Germany,0.8819,2235,13639,0.85672,0.9029
400,400,1998,North Rhine-Westphalia,West,Southern Europe,0.03187,171,13639,0.02818,0.03608
401,401,1998,North Rhine-Westphalia,West,Central Asia,0.01386,45,13639,0.01154,0.01599
402,402,1998,North Rhine-Westphalia,West,Western Asia,0.0324,188,13639,0.02945,0.03509
403,403,1998,North Rhine-Westphalia,West,Eastern Europe,0.03997,125,13639,0.03621,0.04502
404,404,1998,Hesse,West,Germany,0.84763,679,13639,0.81282,0.8859
405,405,1998,Hesse,West,Southern Europe,0.05615,96,13639,0.04684,0.0686
406,406,1998,Hesse,West,Western Asia,0.04351,69,13639,0.03332,0.05713
407,407,1998,Hesse,West,Eastern Europe,0.05271,45,13639,0.043,0.06435
408,408,1998,"Rhineland-Palatinate, Saarland",West,Germany,0.91556,634,13639,0.87771,0.95619
409,409,1998,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03009,50,13639,0.02479,0.0351
410,410,1998,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05436,60,13639,0.0475,0.0623
411,411,1998,Baden-Wuerttemberg,West,Germany,0.84293,1228,13639,0.811,0.87921
412,412,1998,Baden-Wuerttemberg,West,Southern Europe,0.07902,273,13639,0.06931,0.09113
413,413,1998,Baden-Wuerttemberg,West,Western Asia,0.03512,152,13639,0.03153,0.03913
414,414,1998,Baden-Wuerttemberg,West,Eastern Europe,0.04293,84,13639,0.03702,0.04944
415,415,1998,Bavaria,West,Germany,0.89076,1523,13639,0.86263,0.91674
416,416,1998,Bavaria,West,Southern Europe,0.04004,131,13639,0.03415,0.04636
417,417,1998,Bavaria,West,Western Asia,0.02269,67,13639,0.0195,0.02685
418,418,1998,Bavaria,West,Eastern Europe,0.04651,81,13639,0.04,0.05309
419,419,1998,Berlin,West,Germany,1.0,244,13639,0.92677,1.06615
420,420,1998,Berlin,East,Germany,1.0,230,13639,0.9207,1.06112
421,421,1998,Brandenburg,East,Germany,1.0,604,13639,0.9569,1.0507
422,422,1998,Mecklenburg-Western Pomerania,East,Germany,1.0,399,13639,0.94636,1.06161
423,423,1998,Saxony,East,Germany,1.0,1146,13639,0.96279,1.03476
424,424,1998,Saxony-Anhalt,East,Germany,1.0,660,13639,0.95338,1.04781
425,425,1998,Thuringa,East,Germany,1.0,708,13639,0.96031,1.0551
426,426,1999,Schleswig-Holstein,West,Germany,1.0,300,13136,0.93314,1.0582
427,427,1999,Hamburg,West,Germany,1.0,117,13136,0.90474,1.11579
428,428,1999,Lower Saxony,West,Germany,0.92653,989,13136,0.89089,0.96141
429,429,1999,Lower Saxony,West,Southern Europe,0.01502,38,13136,0.01137,0.01988
430,430,1999,Lower Saxony,West,Western Asia,0.01959,46,13136,0.01682,0.02273
431,431,1999,Lower Saxony,West,Eastern Europe,0.03886,46,13136,0.03103,0.0475
432,432,1999,Bremen,West,Germany,1.0,75,13136,0.87261,1.13565
433,433,1999,North Rhine-Westphalia,West,Germany,0.88116,2133,13136,0.85206,0.90725
434,434,1999,North Rhine-Westphalia,West,Southern Europe,0.02884,151,13136,0.02549,0.03219
435,435,1999,North Rhine-Westphalia,West,Central Asia,0.01397,44,13136,0.01182,0.0163
436,436,1999,North Rhine-Westphalia,West,Western Asia,0.03451,184,13136,0.03069,0.03736
437,437,1999,North Rhine-Westphalia,West,Eastern Europe,0.04152,123,13136,0.03727,0.04657
438,438,1999,Hesse,West,Germany,0.84378,665,13136,0.80902,0.88749
439,439,1999,Hesse,West,Southern Europe,0.05441,82,13136,0.04434,0.06683
440,440,1999,Hesse,West,Western Asia,0.03956,59,13136,0.03001,0.0499
441,441,1999,Hesse,West,Eastern Europe,0.06224,48,13136,0.05137,0.07486
442,442,1999,"Rhineland-Palatinate, Saarland",West,Germany,0.91071,620,13136,0.86616,0.95417
443,443,1999,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03065,44,13136,0.02491,0.03592
444,444,1999,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05863,60,13136,0.04946,0.06854
445,445,1999,Baden-Wuerttemberg,West,Germany,0.83141,1179,13136,0.79156,0.86397
446,446,1999,Baden-Wuerttemberg,West,Southern Europe,0.08326,254,13136,0.07093,0.09515
447,447,1999,Baden-Wuerttemberg,West,Western Asia,0.04179,150,13136,0.03689,0.04736
448,448,1999,Baden-Wuerttemberg,West,Eastern Europe,0.04354,76,13136,0.03736,0.05152
449,449,1999,Bavaria,West,Germany,0.89034,1474,13136,0.84805,0.91814
450,450,1999,Bavaria,West,Southern Europe,0.03514,114,13136,0.03043,0.04054
451,451,1999,Bavaria,West,Western Asia,0.02357,66,13136,0.0198,0.02783
452,452,1999,Bavaria,West,Eastern Europe,0.05095,81,13136,0.04282,0.05702
453,453,1999,Berlin,West,Germany,1.0,244,13136,0.93216,1.08395
454,454,1999,Berlin,East,Germany,1.0,223,13136,0.93301,1.06679
455,455,1999,Brandenburg,East,Germany,1.0,581,13136,0.95275,1.05794
456,456,1999,Mecklenburg-Western Pomerania,East,Germany,1.0,391,13136,0.93327,1.06747
457,457,1999,Saxony,East,Germany,1.0,1118,13136,0.9714,1.03833
458,458,1999,Saxony-Anhalt,East,Germany,1.0,664,13136,0.95268,1.04763
459,459,1999,Thuringa,East,Germany,1.0,697,13136,0.9464,1.04876
460,460,2000,Schleswig-Holstein,West,Germany,1.0,642,23349,0.94928,1.04425
461,461,2000,Hamburg,West,Germany,1.0,268,23349,0.94494,1.06869
462,462,2000,Lower Saxony,West,Germany,0.91928,1779,23349,0.89529,0.94393
463,463,2000,Lower Saxony,West,Southern Europe,0.01085,38,23349,0.00824,0.01344
464,464,2000,Lower Saxony,West,Central Asia,0.01228,39,23349,0.01037,0.01451
465,465,2000,Lower Saxony,West,Western Asia,0.02399,62,23349,0.02094,0.02811
466,466,2000,Lower Saxony,West,Eastern Europe,0.03359,73,23349,0.02825,0.03884
467,467,2000,Bremen,West,Germany,1.0,155,23349,0.91519,1.06982
468,468,2000,North Rhine-Westphalia,West,Germany,0.87062,4246,23349,0.85807,0.88764
469,469,2000,North Rhine-Westphalia,West,Southern Europe,0.02714,186,23349,0.02458,0.03012
470,470,2000,North Rhine-Westphalia,West,Central Asia,0.01649,87,23349,0.01467,0.01834
471,471,2000,North Rhine-Westphalia,West,Western Asia,0.0352,247,23349,0.03264,0.03781
472,472,2000,North Rhine-Westphalia,West,Eastern Europe,0.05054,270,23349,0.04798,0.05348
473,473,2000,Hesse,West,Germany,0.84697,1311,23349,0.82566,0.86963
474,474,2000,Hesse,West,Southern Europe,0.05222,100,23349,0.04498,0.05956
475,475,2000,Hesse,West,Western Asia,0.04344,85,23349,0.03725,0.04936
476,476,2000,Hesse,West,Eastern Europe,0.05737,77,23349,0.04921,0.06589
477,477,2000,"Rhineland-Palatinate, Saarland",West,Germany,0.88228,1222,23349,0.86132,0.90431
478,478,2000,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02532,52,23349,0.02064,0.02956
479,479,2000,"Rhineland-Palatinate, Saarland",West,Central Asia,0.01853,31,23349,0.01537,0.02155
480,480,2000,"Rhineland-Palatinate, Saarland",West,Western Asia,0.0238,32,23349,0.01968,0.0287
481,481,2000,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05006,96,23349,0.0455,0.05563
482,482,2000,Baden-Wuerttemberg,West,Germany,0.81696,2193,23349,0.79579,0.83261
483,483,2000,Baden-Wuerttemberg,West,Southern Europe,0.07299,312,23349,0.06614,0.08009
484,484,2000,Baden-Wuerttemberg,West,Western Asia,0.03372,166,23349,0.02996,0.0374
485,485,2000,Baden-Wuerttemberg,West,Eastern Europe,0.05794,160,23349,0.05215,0.06269
486,486,2000,Baden-Wuerttemberg,West,Western Europe,0.01839,34,23349,0.01486,0.02266
487,487,2000,Bavaria,West,Germany,0.8873,2917,23349,0.86902,0.90525
488,488,2000,Bavaria,West,Southern Europe,0.02627,119,23349,0.02346,0.02964
489,489,2000,Bavaria,West,Western Asia,0.01991,88,23349,0.01792,0.0226
490,490,2000,Bavaria,West,Eastern Europe,0.05047,152,23349,0.04603,0.05596
491,491,2000,Bavaria,West,Western Europe,0.01605,36,23349,0.01274,0.0193
492,492,2000,Berlin,West,Germany,1.0,371,23349,0.95055,1.05234
493,493,2000,Berlin,East,Germany,1.0,367,23349,0.95408,1.04722
494,494,2000,Brandenburg,East,Germany,1.0,997,23349,0.96944,1.0348
495,495,2000,Mecklenburg-Western Pomerania,East,Germany,1.0,548,23349,0.95505,1.04606
496,496,2000,Saxony,East,Germany,1.0,1737,23349,0.96974,1.02083
497,497,2000,Saxony-Anhalt,East,Germany,1.0,1023,23349,0.96865,1.03297
498,498,2000,Thuringa,East,Germany,1.0,1031,23349,0.96948,1.02633
499,499,2001,Schleswig-Holstein,West,Germany,1.0,587,21180,0.95393,1.04714
500,500,2001,Hamburg,West,Germany,1.0,248,21180,0.93457,1.06314
501,501,2001,Lower Saxony,West,Germany,0.91709,1622,21180,0.89379,0.94088
502,502,2001,Lower Saxony,West,Southern Europe,0.01277,36,21180,0.00939,0.0159
503,503,2001,Lower Saxony,West,Central Asia,0.01012,33,21180,0.00811,0.01232
504,504,2001,Lower Saxony,West,Western Asia,0.027,64,21180,0.02141,0.03322
505,505,2001,Lower Saxony,West,Eastern Europe,0.03302,68,21180,0.0275,0.03955
506,506,2001,Bremen,West,Germany,1.0,130,21180,0.89318,1.10955
507,507,2001,North Rhine-Westphalia,West,Germany,0.86862,3852,21180,0.8531,0.88475
508,508,2001,North Rhine-Westphalia,West,Southern Europe,0.02429,162,21180,0.02137,0.02744
509,509,2001,North Rhine-Westphalia,West,Central Asia,0.01948,83,21180,0.01719,0.02179
510,510,2001,North Rhine-Westphalia,West,Western Asia,0.03626,223,21180,0.03292,0.03919
511,511,2001,North Rhine-Westphalia,West,Eastern Europe,0.05136,233,21180,0.04734,0.05556
512,512,2001,Hesse,West,Germany,0.85509,1179,21180,0.82944,0.88304
513,513,2001,Hesse,West,Southern Europe,0.04841,91,21180,0.04201,0.05651
514,514,2001,Hesse,West,Western Asia,0.04662,76,21180,0.03858,0.05392
515,515,2001,Hesse,West,Eastern Europe,0.04988,64,21180,0.04392,0.05694
516,516,2001,"Rhineland-Palatinate, Saarland",West,Germany,0.92689,1132,21180,0.90268,0.95462
517,517,2001,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.0262,50,21180,0.02188,0.0311
518,518,2001,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04691,85,21180,0.04022,0.0524
519,519,2001,Baden-Wuerttemberg,West,Germany,0.84199,1944,21180,0.81863,0.8628
520,520,2001,Baden-Wuerttemberg,West,Southern Europe,0.07106,270,21180,0.06404,0.07961
521,521,2001,Baden-Wuerttemberg,West,Western Asia,0.03365,151,21180,0.02925,0.039
522,522,2001,Baden-Wuerttemberg,West,Eastern Europe,0.0533,131,21180,0.04834,0.05925
523,523,2001,Bavaria,West,Germany,0.88954,2624,21180,0.86775,0.90892
524,524,2001,Bavaria,West,Southern Europe,0.0253,105,21180,0.02155,0.02948
525,525,2001,Bavaria,West,Western Asia,0.01834,77,21180,0.01584,0.02116
526,526,2001,Bavaria,West,Eastern Europe,0.05,140,21180,0.04505,0.05512
527,527,2001,Bavaria,West,Western Europe,0.01681,33,21180,0.01331,0.02088
528,528,2001,Berlin,West,Germany,1.0,374,21180,0.94971,1.05195
529,529,2001,Berlin,East,Germany,1.0,349,21180,0.92751,1.05811
530,530,2001,Brandenburg,East,Germany,1.0,939,21180,0.96223,1.03652
531,531,2001,Mecklenburg-Western Pomerania,East,Germany,1.0,496,21180,0.94714,1.05025
532,532,2001,Saxony,East,Germany,1.0,1610,21180,0.97122,1.02843
533,533,2001,Saxony-Anhalt,East,Germany,1.0,970,21180,0.96851,1.03649
534,534,2001,Thuringa,East,Germany,1.0,949,21180,0.95579,1.03829
535,535,2002,Schleswig-Holstein,West,Germany,1.0,652,22288,0.94754,1.06355
536,536,2002,Hamburg,West,Germany,1.0,302,22288,0.90922,1.06275
537,537,2002,Lower Saxony,West,Germany,0.92816,1766,22288,0.89872,0.95833
538,538,2002,Lower Saxony,West,Southern Europe,0.01126,32,22288,0.0078,0.01597
539,539,2002,Lower Saxony,West,Western Asia,0.02864,59,22288,0.02245,0.03583
540,540,2002,Lower Saxony,West,Eastern Europe,0.03195,63,22288,0.02573,0.03913
541,541,2002,Bremen,West,Germany,1.0,151,22288,0.89895,1.1068
542,542,2002,North Rhine-Westphalia,West,Germany,0.85698,4104,22288,0.83874,0.87345
543,543,2002,North Rhine-Westphalia,West,Southern Europe,0.02356,138,22288,0.02065,0.02678
544,544,2002,North Rhine-Westphalia,West,Central Asia,0.02037,78,22288,0.01795,0.02319
545,545,2002,North Rhine-Westphalia,West,Western Asia,0.03704,206,22288,0.03289,0.04079
546,546,2002,North Rhine-Westphalia,West,Eastern Europe,0.05211,241,22288,0.04783,0.05746
547,547,2002,North Rhine-Westphalia,West,Western Europe,0.00994,36,22288,0.00788,0.0127
548,548,2002,Hesse,West,Germany,0.85296,1347,22288,0.81442,0.89696
549,549,2002,Hesse,West,Southern Europe,0.04688,89,22288,0.03932,0.05392
550,550,2002,Hesse,West,Western Asia,0.04678,70,22288,0.03979,0.05542
551,551,2002,Hesse,West,Eastern Europe,0.05338,60,22288,0.0461,0.0612
552,552,2002,"Rhineland-Palatinate, Saarland",West,Germany,0.92433,1162,22288,0.89169,0.95771
553,553,2002,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02985,49,22288,0.02399,0.03549
554,554,2002,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04582,83,22288,0.03961,0.05374
555,555,2002,Baden-Wuerttemberg,West,Germany,0.83414,2175,22288,0.80481,0.8619
556,556,2002,Baden-Wuerttemberg,West,Southern Europe,0.07456,249,22288,0.06457,0.08548
557,557,2002,Baden-Wuerttemberg,West,Western Asia,0.03624,147,22288,0.03038,0.04187
558,558,2002,Baden-Wuerttemberg,West,Eastern Europe,0.05505,121,22288,0.0485,0.06166
559,559,2002,Bavaria,West,Germany,0.88436,2859,22288,0.85588,0.90622
560,560,2002,Bavaria,West,Southern Europe,0.02883,96,22288,0.02485,0.03372
561,561,2002,Bavaria,West,Western Asia,0.01915,69,22288,0.01589,0.02265
562,562,2002,Bavaria,West,Eastern Europe,0.0497,129,22288,0.0444,0.05598
563,563,2002,Bavaria,West,Western Europe,0.01796,43,22288,0.01346,0.02277
564,564,2002,Berlin,West,Germany,1.0,398,22288,0.93864,1.06985
565,565,2002,Berlin,East,Germany,1.0,359,22288,0.92269,1.07693
566,566,2002,Brandenburg,East,Germany,1.0,949,22288,0.95835,1.04226
567,567,2002,Mecklenburg-Western Pomerania,East,Germany,1.0,500,22288,0.94028,1.06355
568,568,2002,Saxony,East,Germany,1.0,1618,22288,0.96839,1.03511
569,569,2002,Saxony-Anhalt,East,Germany,1.0,940,22288,0.96132,1.03962
570,570,2002,Thuringa,East,Germany,1.0,948,22288,0.95467,1.04267
571,571,2003,Schleswig-Holstein,West,Germany,1.0,604,21474,0.94867,1.06147
572,572,2003,Hamburg,West,Germany,1.0,271,21474,0.91925,1.0851
573,573,2003,Lower Saxony,West,Germany,0.92656,1700,21474,0.89209,0.96289
574,574,2003,Lower Saxony,West,Southern Europe,0.0117,31,21474,0.00783,0.01656
575,575,2003,Lower Saxony,West,Western Asia,0.02886,54,21474,0.02192,0.03487
576,576,2003,Lower Saxony,West,Eastern Europe,0.03288,63,21474,0.02624,0.03972
577,577,2003,Bremen,West,Germany,1.0,150,21474,0.88819,1.12442
578,578,2003,North Rhine-Westphalia,West,Germany,0.86332,3957,21474,0.8438,0.88455
579,579,2003,North Rhine-Westphalia,West,Southern Europe,0.02249,130,21474,0.01923,0.02596
580,580,2003,North Rhine-Westphalia,West,Central Asia,0.01875,71,21474,0.01647,0.02098
581,581,2003,North Rhine-Westphalia,West,Western Asia,0.03755,189,21474,0.03306,0.04225
582,582,2003,North Rhine-Westphalia,West,Eastern Europe,0.04989,220,21474,0.04564,0.05486
583,583,2003,North Rhine-Westphalia,West,Western Europe,0.00801,32,21474,0.00609,0.01032
584,584,2003,Hesse,West,Germany,0.86215,1248,21474,0.82572,0.90139
585,585,2003,Hesse,West,Southern Europe,0.04199,69,21474,0.03509,0.05088
586,586,2003,Hesse,West,Western Asia,0.04266,59,21474,0.03498,0.05126
587,587,2003,Hesse,West,Eastern Europe,0.05321,54,21474,0.04391,0.06151
588,588,2003,"Rhineland-Palatinate, Saarland",West,Germany,0.9044,1158,21474,0.87345,0.9433
589,589,2003,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02202,36,21474,0.01691,0.02766
590,590,2003,"Rhineland-Palatinate, Saarland",West,Western Asia,0.02988,31,21474,0.02333,0.03546
591,591,2003,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04371,76,21474,0.03713,0.05155
592,592,2003,Baden-Wuerttemberg,West,Germany,0.83864,2100,21474,0.80841,0.86896
593,593,2003,Baden-Wuerttemberg,West,Southern Europe,0.07244,233,21474,0.06397,0.08174
594,594,2003,Baden-Wuerttemberg,West,Western Asia,0.03049,123,21474,0.02553,0.03661
595,595,2003,Baden-Wuerttemberg,West,Eastern Europe,0.05843,121,21474,0.05245,0.06486
596,596,2003,Bavaria,West,Germany,0.87697,2733,21474,0.85253,0.90746
597,597,2003,Bavaria,West,Southern Europe,0.03048,93,21474,0.02571,0.03434
598,598,2003,Bavaria,West,Western Asia,0.02178,71,21474,0.01803,0.02565
599,599,2003,Bavaria,West,Eastern Europe,0.05271,131,21474,0.04647,0.05726
600,600,2003,Bavaria,West,Western Europe,0.01807,40,21474,0.01424,0.02231
601,601,2003,Berlin,West,Germany,1.0,386,21474,0.93266,1.07957
602,602,2003,Berlin,East,Germany,1.0,370,21474,0.93479,1.06344
603,603,2003,Brandenburg,East,Germany,1.0,928,21474,0.9591,1.04072
604,604,2003,Mecklenburg-Western Pomerania,East,Germany,1.0,510,21474,0.94677,1.06137
605,605,2003,Saxony,East,Germany,1.0,1583,21474,0.96787,1.04027
606,606,2003,Saxony-Anhalt,East,Germany,1.0,909,21474,0.94993,1.04561
607,607,2003,Thuringa,East,Germany,1.0,940,21474,0.95423,1.04399
608,608,2004,Schleswig-Holstein,West,Germany,1.0,607,20953,0.93236,1.06193
609,609,2004,Hamburg,West,Germany,1.0,271,20953,0.90307,1.10289
610,610,2004,Lower Saxony,West,Germany,0.91118,1677,20953,0.87503,0.94412
611,611,2004,Lower Saxony,West,Southern Europe,0.01175,31,20953,0.00774,0.01635
612,612,2004,Lower Saxony,West,Central Asia,0.0103,31,20953,0.00705,0.01288
613,613,2004,Lower Saxony,West,Western Asia,0.03164,53,20953,0.02423,0.03944
614,614,2004,Lower Saxony,West,Eastern Europe,0.03512,65,20953,0.02832,0.04438
615,615,2004,Bremen,West,Germany,1.0,144,20953,0.88362,1.1159
616,616,2004,North Rhine-Westphalia,West,Germany,0.85902,3855,20953,0.84044,0.87938
617,617,2004,North Rhine-Westphalia,West,Southern Europe,0.02268,121,20953,0.01916,0.02663
618,618,2004,North Rhine-Westphalia,West,Central Asia,0.02005,73,20953,0.01702,0.02304
619,619,2004,North Rhine-Westphalia,West,Western Asia,0.0373,180,20953,0.03336,0.04141
620,620,2004,North Rhine-Westphalia,West,Eastern Europe,0.05136,221,20953,0.04671,0.05641
621,621,2004,North Rhine-Westphalia,West,Western Europe,0.00959,33,20953,0.00731,0.01252
622,622,2004,Hesse,West,Germany,0.85089,1202,20953,0.80913,0.89129
623,623,2004,Hesse,West,Southern Europe,0.04914,70,20953,0.04078,0.05815
624,624,2004,Hesse,West,Western Asia,0.04449,51,20953,0.03551,0.05268
625,625,2004,Hesse,West,Eastern Europe,0.05547,54,20953,0.04545,0.06411
626,626,2004,"Rhineland-Palatinate, Saarland",West,Germany,0.93026,1112,20953,0.88907,0.97206
627,627,2004,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02808,37,20953,0.02182,0.03554
628,628,2004,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04166,75,20953,0.03474,0.0484
629,629,2004,Baden-Wuerttemberg,West,Germany,0.83905,2042,20953,0.80579,0.86646
630,630,2004,Baden-Wuerttemberg,West,Southern Europe,0.0766,222,20953,0.06757,0.088
631,631,2004,Baden-Wuerttemberg,West,Western Asia,0.03135,127,20953,0.02619,0.03655
632,632,2004,Baden-Wuerttemberg,West,Eastern Europe,0.05301,110,20953,0.04551,0.05941
633,633,2004,Bavaria,West,Germany,0.87837,2667,20953,0.85062,0.90682
634,634,2004,Bavaria,West,Southern Europe,0.03318,92,20953,0.02748,0.03889
635,635,2004,Bavaria,West,Western Asia,0.02125,70,20953,0.01746,0.02513
636,636,2004,Bavaria,West,Eastern Europe,0.04961,125,20953,0.04373,0.05625
637,637,2004,Bavaria,West,Western Europe,0.01759,36,20953,0.01352,0.02225
