,Unnamed: 0,year,bula_h,sampreg,region_origin,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1258,1258,2018,North Rhine-Westphalia,West,Western Asia,0.04728,974,28771,0.0394,0.05516
1259,1259,2018,North Rhine-Westphalia,West,Eastern Europe,0.05191,438,28771,0.04612,0.05786
1260,1260,2018,North Rhine-Westphalia,West,Western Europe,0.01299,46,28771,0.00815,0.01785
1261,1261,2018,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00481,61,28771,0.00225,0.00792
1262,1262,2018,Hesse,West,Germany,0.85774,1382,28771,0.80341,0.90716
1263,1263,2018,Hesse,West,Southern Asia,0.02206,113,28771,0.0142,0.03365
1264,1264,2018,Hesse,West,Southern Europe,0.02996,47,28771,0.01958,0.04199
1265,1265,2018,Hesse,West,Western Asia,0.04691,327,28771,0.03063,0.06671
1266,1266,2018,Hesse,West,Eastern Europe,0.03933,136,28771,0.03115,0.04938
1267,1267,2018,Hesse,West,Sub-Saharan Africa,0.00399,59,28771,0.00212,0.00613
1268,1268,2018,"Rhineland-Palatinate, Saarland",West,Germany,0.85094,1172,28771,0.79904,0.89252
1269,1269,2018,"Rhineland-Palatinate, Saarland",West,Southern Asia,0.00425,32,28771,0.00212,0.0081
1270,1270,2018,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03042,60,28771,0.02112,0.04034
1271,1271,2018,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02508,40,28771,0.01242,0.04249
1272,1272,2018,"Rhineland-Palatinate, Saarland",West,Western Asia,0.03292,264,28771,0.02376,0.04689
1273,1273,2018,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05639,139,28771,0.04551,0.0686
1274,1274,2018,Baden-Wuerttemberg,West,Germany,0.83338,2249,28771,0.79191,0.86752
1275,1275,2018,Baden-Wuerttemberg,West,Southern Asia,0.01079,60,28771,0.00439,0.01837
1276,1276,2018,Baden-Wuerttemberg,West,Southern Europe,0.05765,168,28771,0.04519,0.0676
1277,1277,2018,Baden-Wuerttemberg,West,Central Asia,0.01277,49,28771,0.00962,0.0161
1278,1278,2018,Baden-Wuerttemberg,West,Western Asia,0.02012,364,28771,0.01471,0.02491
1279,1279,2018,Baden-Wuerttemberg,West,Eastern Europe,0.06529,233,28771,0.05558,0.07537
1280,1280,2018,Bavaria,West,Germany,0.84123,3276,28771,0.80618,0.87339
1281,1281,2018,Bavaria,West,Southern Asia,0.00618,61,28771,0.00378,0.00885
1282,1282,2018,Bavaria,West,Southern Europe,0.03563,127,28771,0.02909,0.0452
1283,1283,2018,Bavaria,West,Central Asia,0.01381,93,28771,0.01088,0.01857
1284,1284,2018,Bavaria,West,Western Asia,0.01812,364,28771,0.013,0.0236
1285,1285,2018,Bavaria,West,Eastern Europe,0.05656,342,28771,0.04911,0.06577
1286,1286,2018,Bavaria,West,Western Europe,0.02847,66,28771,0.01914,0.03819
1287,1287,2018,Berlin,West,Germany,0.96217,499,28771,0.87949,1.05768
1288,1288,2018,Berlin,West,Western Asia,0.03783,89,28771,0.02072,0.05871
1289,1289,2018,Berlin,East,Germany,0.98689,351,28771,0.8792,1.09031
1290,1290,2018,Berlin,East,Western Asia,0.01311,41,28771,0.00651,0.02154
1291,1291,2018,Brandenburg,East,Germany,0.97159,951,28771,0.90431,1.04598
1292,1292,2018,Brandenburg,East,Southern Asia,0.00241,31,28771,0.00164,0.00328
1293,1293,2018,Brandenburg,East,Western Asia,0.0057,83,28771,0.00459,0.0071
1294,1294,2018,Brandenburg,East,Eastern Europe,0.02029,48,28771,0.01207,0.03
1295,1295,2018,Mecklenburg-Western Pomerania,East,Germany,0.99514,589,28771,0.89869,1.09136
1296,1296,2018,Mecklenburg-Western Pomerania,East,Western Asia,0.00486,36,28771,0.00317,0.00665
1297,1297,2018,Saxony,East,Germany,0.97884,1570,28771,0.92748,1.03842
1298,1298,2018,Saxony,East,Southern Asia,0.00171,31,28771,0.00107,0.00253
1299,1299,2018,Saxony,East,Western Asia,0.00391,93,28771,0.00268,0.00561
1300,1300,2018,Saxony,East,Eastern Europe,0.01553,46,28771,0.00978,0.02504
1301,1301,2018,Saxony-Anhalt,East,Germany,0.98851,877,28771,0.91144,1.05403
1302,1302,2018,Saxony-Anhalt,East,Western Asia,0.01149,76,28771,0.00809,0.01696
1303,1303,2018,Thuringa,East,Germany,0.95915,884,28771,0.89166,1.02998
1304,1304,2018,Thuringa,East,Western Asia,0.00897,84,28771,0.00561,0.01437
1305,1305,2018,Thuringa,East,Eastern Europe,0.03187,42,28771,0.02298,0.04164
1306,1306,2019,Schleswig-Holstein,West,Germany,0.93917,850,28686,0.8623,1.02452
1307,1307,2019,Schleswig-Holstein,West,Southern Asia,0.00988,40,28686,0.00376,0.01596
1308,1308,2019,Schleswig-Holstein,West,Western Asia,0.03192,185,28686,0.01668,0.05003
1309,1309,2019,Schleswig-Holstein,West,Eastern Europe,0.01903,36,28686,0.01016,0.02818
1310,1310,2019,Hamburg,West,Germany,0.9281,429,28686,0.81504,1.01751
1311,1311,2019,Hamburg,West,Western Asia,0.04228,64,28686,0.02039,0.07285
1312,1312,2019,Hamburg,West,Eastern Europe,0.02962,41,28686,0.02202,0.04116
1313,1313,2019,Lower Saxony,West,Germany,0.88012,2159,28686,0.83275,0.92373
1314,1314,2019,Lower Saxony,West,Southern Asia,0.00926,38,28686,0.00279,0.01797
1315,1315,2019,Lower Saxony,West,Southern Europe,0.00624,36,28686,0.00362,0.00983
1316,1316,2019,Lower Saxony,West,Central Asia,0.02557,52,28686,0.01549,0.03911
1317,1317,2019,Lower Saxony,West,Western Asia,0.03438,484,28686,0.02661,0.04281
1318,1318,2019,Lower Saxony,West,Eastern Europe,0.04443,163,28686,0.03755,0.053
1319,1319,2019,Bremen,West,Germany,0.88661,167,28686,0.73126,1.07289
1320,1320,2019,Bremen,West,Western Asia,0.11339,77,28686,0.0645,0.17452
1321,1321,2019,North Rhine-Westphalia,West,Germany,0.80066,4441,28686,0.77283,0.83099
1322,1322,2019,North Rhine-Westphalia,West,Northern Africa,0.00409,33,28686,0.00181,0.0065
1323,1323,2019,North Rhine-Westphalia,West,Southern Asia,0.01267,118,28686,0.00921,0.01648
1324,1324,2019,North Rhine-Westphalia,West,Southern Europe,0.04274,207,28686,0.03445,0.05258
1325,1325,2019,North Rhine-Westphalia,West,Central Asia,0.01555,116,28686,0.01207,0.01933
1326,1326,2019,North Rhine-Westphalia,West,Western Asia,0.04965,951,28686,0.0418,0.06011
1327,1327,2019,North Rhine-Westphalia,West,Eastern Europe,0.05391,393,28686,0.04679,0.06143
1328,1328,2019,North Rhine-Westphalia,West,Western Europe,0.01342,50,28686,0.00815,0.01981
1329,1329,2019,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00731,58,28686,0.00276,0.01523
1330,1330,2019,Hesse,West,Germany,0.87163,1463,28686,0.8167,0.92488
1331,1331,2019,Hesse,West,Southern Asia,0.01607,68,28686,0.00815,0.0258
1332,1332,2019,Hesse,West,Southern Europe,0.02974,40,28686,0.01737,0.04705
1333,1333,2019,Hesse,West,Western Asia,0.04076,268,28686,0.02557,0.05473
1334,1334,2019,Hesse,West,Eastern Europe,0.03392,112,28686,0.02719,0.04087
1335,1335,2019,Hesse,West,Sub-Saharan Africa,0.00787,36,28686,0.00205,0.01521
1336,1336,2019,"Rhineland-Palatinate, Saarland",West,Germany,0.84258,1178,28686,0.78782,0.8932
1337,1337,2019,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03493,52,28686,0.02434,0.04571
1338,1338,2019,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02919,37,28686,0.01448,0.04256
1339,1339,2019,"Rhineland-Palatinate, Saarland",West,Western Asia,0.03819,234,28686,0.02894,0.05167
1340,1340,2019,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05511,121,28686,0.04185,0.07106
1341,1341,2019,Baden-Wuerttemberg,West,Germany,0.84117,2330,28686,0.80395,0.88415
1342,1342,2019,Baden-Wuerttemberg,West,Southern Asia,0.00266,41,28686,0.0016,0.00394
1343,1343,2019,Baden-Wuerttemberg,West,Southern Europe,0.0532,133,28686,0.03954,0.06645
1344,1344,2019,Baden-Wuerttemberg,West,Central Asia,0.01257,43,28686,0.00943,0.01529
1345,1345,2019,Baden-Wuerttemberg,West,Western Asia,0.02254,384,28686,0.01651,0.0301
1346,1346,2019,Baden-Wuerttemberg,West,Eastern Europe,0.06787,216,28686,0.05619,0.08203
1347,1347,2019,Bavaria,West,Germany,0.84355,3364,28686,0.80433,0.8813
1348,1348,2019,Bavaria,West,Southern Asia,0.0068,63,28686,0.00397,0.01063
1349,1349,2019,Bavaria,West,Southern Europe,0.03789,107,28686,0.02783,0.05131
1350,1350,2019,Bavaria,West,Central Asia,0.01363,83,28686,0.0101,0.01762
1351,1351,2019,Bavaria,West,Western Asia,0.01656,352,28686,0.01179,0.02266
1352,1352,2019,Bavaria,West,Eastern Europe,0.05175,296,28686,0.0442,0.0605
1353,1353,2019,Bavaria,West,Western Europe,0.02414,63,28686,0.01636,0.03179
1354,1354,2019,Bavaria,West,Sub-Saharan Africa,0.00568,36,28686,0.0024,0.0099
1355,1355,2019,Berlin,West,Germany,0.96672,485,28686,0.8647,1.06758
1356,1356,2019,Berlin,West,Western Asia,0.03328,68,28686,0.01393,0.05651
1357,1357,2019,Berlin,East,Germany,0.98591,337,28686,0.87886,1.11176
1358,1358,2019,Berlin,East,Western Asia,0.01409,34,28686,0.00606,0.02785
1359,1359,2019,Brandenburg,East,Germany,0.9637,1052,28686,0.89505,1.04268
1360,1360,2019,Brandenburg,East,Southern Asia,0.00288,35,28686,0.00194,0.00416
1361,1361,2019,Brandenburg,East,Western Asia,0.01801,75,28686,0.00808,0.03486
1362,1362,2019,Brandenburg,East,Eastern Europe,0.0154,41,28686,0.00994,0.02358
1363,1363,2019,Mecklenburg-Western Pomerania,East,Germany,1.0,606,28686,0.88572,1.09831
1364,1364,2019,Saxony,East,Germany,0.98042,1598,28686,0.92002,1.04043
1365,1365,2019,Saxony,East,Western Asia,0.00336,71,28686,0.00225,0.00511
1366,1366,2019,Saxony,East,Eastern Europe,0.01622,40,28686,0.01017,0.0241
1367,1367,2019,Saxony-Anhalt,East,Germany,0.99066,873,28686,0.91892,1.09104
1368,1368,2019,Saxony-Anhalt,East,Western Asia,0.00934,76,28686,0.00632,0.01249
1369,1369,2019,Thuringa,East,Germany,0.95082,890,28686,0.86224,1.04257
1370,1370,2019,Thuringa,East,Western Asia,0.00945,63,28686,0.00517,0.01624
1371,1371,2019,Thuringa,East,Eastern Europe,0.03973,34,28686,0.02237,0.05748
1372,1372,2020,Schleswig-Holstein,West,Germany,0.94601,781,28813,0.86576,1.02409
1373,1373,2020,Schleswig-Holstein,West,Southern Asia,0.00626,37,28813,0.00345,0.01027
1374,1374,2020,Schleswig-Holstein,West,Western Asia,0.03347,165,28813,0.02117,0.05222
1375,1375,2020,Schleswig-Holstein,West,Eastern Europe,0.01426,44,28813,0.00804,0.02399
1376,1376,2020,Hamburg,West,Germany,0.89784,408,28813,0.78155,1.0009
1377,1377,2020,Hamburg,West,Southern Asia,0.0262,31,28813,0.01115,0.04553
1378,1378,2020,Hamburg,West,Western Asia,0.04767,76,28813,0.02623,0.07801
1379,1379,2020,Hamburg,West,Eastern Europe,0.02829,40,28813,0.01982,0.03717
1380,1380,2020,Lower Saxony,West,Germany,0.87116,2001,28813,0.83655,0.91287
1381,1381,2020,Lower Saxony,West,Southern Asia,0.01197,64,28813,0.00413,0.02323
1382,1382,2020,Lower Saxony,West,Southern Europe,0.00701,57,28813,0.00356,0.01105
1383,1383,2020,Lower Saxony,West,Central Asia,0.02587,50,28813,0.01499,0.03893
1384,1384,2020,Lower Saxony,West,Western Asia,0.04594,460,28813,0.03242,0.06392
1385,1385,2020,Lower Saxony,West,Eastern Europe,0.03549,218,28813,0.02822,0.04465
1386,1386,2020,Lower Saxony,West,Sub-Saharan Africa,0.00256,35,28813,0.001,0.00489
1387,1387,2020,Bremen,West,Germany,0.95942,151,28813,0.79136,1.15083
1388,1388,2020,Bremen,West,Western Asia,0.04058,92,28813,0.02381,0.06002
1389,1389,2020,North Rhine-Westphalia,West,Germany,0.81855,4060,28813,0.78811,0.84909
1390,1390,2020,North Rhine-Westphalia,West,Northern Africa,0.00259,38,28813,0.00078,0.00505
1391,1391,2020,North Rhine-Westphalia,West,Southern Asia,0.01135,188,28813,0.0076,0.01555
1392,1392,2020,North Rhine-Westphalia,West,Southern Europe,0.03886,269,28813,0.03088,0.04726
1393,1393,2020,North Rhine-Westphalia,West,Central Asia,0.01814,121,28813,0.0131,0.0233
1394,1394,2020,North Rhine-Westphalia,West,Western Asia,0.0439,1100,28813,0.03674,0.05284
1395,1395,2020,North Rhine-Westphalia,West,Eastern Europe,0.03981,588,28813,0.03431,0.04627
1396,1396,2020,North Rhine-Westphalia,West,Western Europe,0.0132,52,28813,0.00844,0.01751
1397,1397,2020,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00864,181,28813,0.00323,0.01743
1398,1398,2020,North Rhine-Westphalia,West,Latin America and the Caribbean,0.00498,33,28813,0.00207,0.0089
1399,1399,2020,Hesse,West,Germany,0.89179,1347,28813,0.84226,0.94637
1400,1400,2020,Hesse,West,Southern Asia,0.01848,97,28813,0.01147,0.02684
1401,1401,2020,Hesse,West,Southern Europe,0.01752,73,28813,0.01019,0.02503
1402,1402,2020,Hesse,West,Western Asia,0.0277,273,28813,0.01683,0.04294
1403,1403,2020,Hesse,West,Eastern Europe,0.03534,174,28813,0.02765,0.04534
1404,1404,2020,Hesse,West,Sub-Saharan Africa,0.00916,65,28813,0.00257,0.0216
1405,1405,2020,"Rhineland-Palatinate, Saarland",West,Germany,0.86098,1042,28813,0.81239,0.92354
1406,1406,2020,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.0429,76,28813,0.02822,0.05767
1407,1407,2020,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02711,31,28813,0.01296,0.04806
1408,1408,2020,"Rhineland-Palatinate, Saarland",West,Western Asia,0.02573,231,28813,0.01781,0.03378
1409,1409,2020,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04328,142,28813,0.0322,0.05817
1410,1410,2020,Baden-Wuerttemberg,West,Germany,0.84456,2182,28813,0.80274,0.88718
1411,1411,2020,Baden-Wuerttemberg,West,Southern Asia,0.00496,64,28813,0.00309,0.00783
1412,1412,2020,Baden-Wuerttemberg,West,Southern Europe,0.05728,187,28813,0.04246,0.07493
1413,1413,2020,Baden-Wuerttemberg,West,Central Asia,0.00805,35,28813,0.00526,0.01084
1414,1414,2020,Baden-Wuerttemberg,West,Western Asia,0.01987,361,28813,0.01408,0.02742
1415,1415,2020,Baden-Wuerttemberg,West,Eastern Europe,0.05713,306,28813,0.04635,0.06786
1416,1416,2020,Baden-Wuerttemberg,West,Sub-Saharan Africa,0.00814,42,28813,0.00424,0.0133
1417,1417,2020,Bavaria,West,Germany,0.84501,3134,28813,0.80645,0.8839
1418,1418,2020,Bavaria,West,Southern Asia,0.00775,67,28813,0.00375,0.01187
1419,1419,2020,Bavaria,West,Southern Europe,0.04096,228,28813,0.02933,0.0545
1420,1420,2020,Bavaria,West,Central Asia,0.01044,66,28813,0.00677,0.0141
1421,1421,2020,Bavaria,West,Western Asia,0.01494,320,28813,0.01039,0.02087
1422,1422,2020,Bavaria,West,Eastern Europe,0.04696,437,28813,0.03803,0.0587
1423,1423,2020,Bavaria,West,Western Europe,0.02253,61,28813,0.01631,0.0291
1424,1424,2020,Bavaria,West,Sub-Saharan Africa,0.0059,55,28813,0.00268,0.01088
1425,1425,2020,Bavaria,West,Latin America and the Caribbean,0.00551,35,28813,0.00236,0.0091
1426,1426,2020,Berlin,West,Germany,0.88169,505,28813,0.79675,0.98546
1427,1427,2020,Berlin,West,Southern Asia,0.00356,42,28813,0.00204,0.0053
1428,1428,2020,Berlin,West,Southern Europe,0.02543,31,28813,0.01207,0.03822
1429,1429,2020,Berlin,West,Western Asia,0.04054,107,28813,0.01903,0.06926
1430,1430,2020,Berlin,West,Eastern Europe,0.02381,65,28813,0.0122,0.04128
1431,1431,2020,Berlin,West,Sub-Saharan Africa,0.00529,34,28813,0.00231,0.00921
1432,1432,2020,Berlin,West,Latin America and the Caribbean,0.01968,33,28813,0.00397,0.04355
1433,1433,2020,Berlin,East,Germany,0.95773,343,28813,0.84505,1.09405
1434,1434,2020,Berlin,East,Western Asia,0.00983,59,28813,0.00779,0.01278
1435,1435,2020,Berlin,East,Eastern Europe,0.03243,40,28813,0.01636,0.05176
1436,1436,2020,Brandenburg,East,Germany,0.97359,968,28813,0.90038,1.05788
1437,1437,2020,Brandenburg,East,Western Asia,0.01089,74,28813,0.00387,0.02225
1438,1438,2020,Brandenburg,East,Eastern Europe,0.01552,63,28813,0.00949,0.02302
1439,1439,2020,Mecklenburg-Western Pomerania,East,Germany,1.0,474,28813,0.8991,1.094
1440,1440,2020,Saxony,East,Germany,0.98273,1474,28813,0.9253,1.04832
1441,1441,2020,Saxony,East,Western Asia,0.00471,85,28813,0.00305,0.00676
1442,1442,2020,Saxony,East,Eastern Europe,0.01255,56,28813,0.00854,0.0168
1443,1443,2020,Saxony-Anhalt,East,Germany,0.97463,840,28813,0.89558,1.07443
1444,1444,2020,Saxony-Anhalt,East,Western Asia,0.01153,76,28813,0.0066,0.01964
1445,1445,2020,Saxony-Anhalt,East,Eastern Europe,0.01384,35,28813,0.0085,0.01963
1446,1446,2020,Thuringa,East,Germany,0.95634,821,28813,0.86767,1.05968
1447,1447,2020,Thuringa,East,Western Asia,0.00774,56,28813,0.00374,0.01427
1448,1448,2020,Thuringa,East,Eastern Europe,0.03591,61,28813,0.02048,0.05186
1449,1449,2021,Schleswig-Holstein,West,Germany,0.95519,621,18879,0.87586,1.05797
1450,1450,2021,Schleswig-Holstein,West,Western Asia,0.02829,145,18879,0.01158,0.05426
1451,1451,2021,Schleswig-Holstein,West,Eastern Europe,0.01651,31,18879,0.00923,0.02464
1452,1452,2021,Hamburg,West,Germany,0.90978,308,18879,0.78196,1.04441
1453,1453,2021,Hamburg,West,Western Asia,0.04839,55,18879,0.01765,0.0978
1454,1454,2021,Hamburg,West,Eastern Europe,0.04183,32,18879,0.02374,0.06887
1455,1455,2021,Lower Saxony,West,Germany,0.89278,1440,18879,0.83014,0.95519
1456,1456,2021,Lower Saxony,West,Central Asia,0.03482,33,18879,0.01926,0.05189
1457,1457,2021,Lower Saxony,West,Western Asia,0.04193,288,18879,0.02605,0.06099
1458,1458,2021,Lower Saxony,West,Eastern Europe,0.03047,92,18879,0.02302,0.03873
1459,1459,2021,Bremen,West,Germany,0.96114,97,18879,0.73765,1.19451
1460,1460,2021,Bremen,West,Western Asia,0.03886,32,18879,0.01915,0.06459
1461,1461,2021,North Rhine-Westphalia,West,Germany,0.82608,2831,18879,0.78802,0.8664
1462,1462,2021,North Rhine-Westphalia,West,Southern Asia,0.01017,106,18879,0.00693,0.0148
1463,1463,2021,North Rhine-Westphalia,West,Southern Europe,0.04267,135,18879,0.03072,0.05313
1464,1464,2021,North Rhine-Westphalia,West,Central Asia,0.01762,57,18879,0.01164,0.02473
1465,1465,2021,North Rhine-Westphalia,West,Western Asia,0.03806,716,18879,0.02937,0.04691
1466,1466,2021,North Rhine-Westphalia,West,Eastern Europe,0.04443,304,18879,0.03559,0.05311
1467,1467,2021,North Rhine-Westphalia,West,Western Europe,0.01326,34,18879,0.00778,0.01842
1468,1468,2021,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00771,77,18879,0.00275,0.01343
1469,1469,2021,Hesse,West,Germany,0.89639,877,18879,0.823,0.97962
1470,1470,2021,Hesse,West,Southern Asia,0.02347,78,18879,0.01257,0.04038
1471,1471,2021,Hesse,West,Western Asia,0.03511,211,18879,0.01633,0.0651
1472,1472,2021,Hesse,West,Eastern Europe,0.04192,72,18879,0.02575,0.06027
1473,1473,2021,Hesse,West,Sub-Saharan Africa,0.00311,41,18879,0.0022,0.00433
1474,1474,2021,"Rhineland-Palatinate, Saarland",West,Germany,0.88196,697,18879,0.80923,0.95861
1475,1475,2021,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03877,39,18879,0.019,0.06312
1476,1476,2021,"Rhineland-Palatinate, Saarland",West,Western Asia,0.03215,174,18879,0.01962,0.04755
1477,1477,2021,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04711,69,18879,0.0276,0.06942
1478,1478,2021,Baden-Wuerttemberg,West,Germany,0.83756,1564,18879,0.78897,0.88746
1479,1479,2021,Baden-Wuerttemberg,West,Southern Asia,0.00528,39,18879,0.00315,0.00792
1480,1480,2021,Baden-Wuerttemberg,West,Southern Europe,0.06261,107,18879,0.04305,0.08278
1481,1481,2021,Baden-Wuerttemberg,West,Western Asia,0.02402,239,18879,0.01614,0.03306
1482,1482,2021,Baden-Wuerttemberg,West,Eastern Europe,0.07053,173,18879,0.05455,0.08591
1483,1483,2021,Bavaria,West,Germany,0.82919,2197,18879,0.78654,0.87212
1484,1484,2021,Bavaria,West,Southern Asia,0.00695,34,18879,0.00288,0.01155
1485,1485,2021,Bavaria,West,Southern Europe,0.04863,96,18879,0.03374,0.06384
1486,1486,2021,Bavaria,West,Central Asia,0.01162,44,18879,0.0064,0.01724
1487,1487,2021,Bavaria,West,Western Asia,0.01736,191,18879,0.01057,0.02646
1488,1488,2021,Bavaria,West,Eastern Europe,0.05524,228,18879,0.04253,0.06957
1489,1489,2021,Bavaria,West,Western Europe,0.0213,43,18879,0.01545,0.02768
1490,1490,2021,Bavaria,West,Sub-Saharan Africa,0.0097,46,18879,0.0052,0.01501
1491,1491,2021,Berlin,West,Germany,0.94288,378,18879,0.84223,1.0713
1492,1492,2021,Berlin,West,Western Asia,0.05712,99,18879,0.02421,0.09194
1493,1493,2021,Berlin,East,Germany,0.97404,243,18879,0.82414,1.10398
1494,1494,2021,Berlin,East,Western Asia,0.02596,56,18879,0.01842,0.03575
1495,1495,2021,Brandenburg,East,Germany,0.99022,618,18879,0.89822,1.09917
1496,1496,2021,Brandenburg,East,Western Asia,0.00978,46,18879,0.00291,0.0222
1497,1497,2021,Mecklenburg-Western Pomerania,East,Germany,1.0,386,18879,0.89753,1.12689
1498,1498,2021,Saxony,East,Germany,0.97475,1065,18879,0.89759,1.05718
1499,1499,2021,Saxony,East,Western Asia,0.00576,50,18879,0.00336,0.00931
1500,1500,2021,Saxony,East,Eastern Europe,0.0195,37,18879,0.01108,0.03126
1501,1501,2021,Saxony-Anhalt,East,Germany,0.98189,544,18879,0.85576,1.0917
1502,1502,2021,Saxony-Anhalt,East,Western Asia,0.01811,60,18879,0.01211,0.02517
1503,1503,2021,Thuringa,East,Germany,0.98366,564,18879,0.8734,1.09697
1504,1504,2021,Thuringa,East,Western Asia,0.01634,40,18879,0.0063,0.03343
