"plb0022_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstaetig","1988","16-34 Jahre alt","weiblich","796","0.378867903785578","0.356945428632829","0.400790378938327"
"Nicht erwerbstaetig","1988","35-65 Jahre alt","maennlich","427","0.183966291089835","0.168960238032216","0.198972344147454"
"Nicht erwerbstaetig","1988","35-65 Jahre alt","weiblich","1292","0.519567492674459","0.50018342424946","0.538951561099458"
"Nicht erwerbstaetig","1988","66 und älter","maennlich","399","0.95508683571141","0.935279242778975","0.974894428643844"
"Nicht erwerbstaetig","1988","66 und älter","weiblich","620","0.981711373029447","0.971281334227096","0.992141411831799"
"Betriebliches Praktikum","1988","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1988","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1988","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1988","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1988","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1988","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","16-34 Jahre alt","maennlich","55","0.0359518030224464","0.0277370547531911","0.0441665512917017"
"Wehrpflicht/Zivildienst","1988","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1988","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1988","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1988","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1989","16-34 Jahre alt","maennlich","1207","0.61798794673009","0.596316620518896","0.639659272941285"
"Voll erwerbstaetig","1989","16-34 Jahre alt","weiblich","714","0.427106187715598","0.404522730828769","0.449689644602428"
"Voll erwerbstaetig","1989","35-65 Jahre alt","maennlich","2011","0.798803767918662","0.782929451863173","0.814678083974151"
"Voll erwerbstaetig","1989","35-65 Jahre alt","weiblich","687","0.251236122028845","0.23408632455041","0.268385919507279"
"Voll erwerbstaetig","1989","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1989","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1989","16-34 Jahre alt","maennlich","","","",""
"Teilzeitbeschaeftigung","1989","16-34 Jahre alt","weiblich","177","0.104834086841256","0.0908482502422942","0.118819923440218"
"Teilzeitbeschaeftigung","1989","35-65 Jahre alt","maennlich","","","",""
"Teilzeitbeschaeftigung","1989","35-65 Jahre alt","weiblich","447","0.191135759850345","0.175588483994484","0.206683035706206"
"Teilzeitbeschaeftigung","1989","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1989","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1989","16-34 Jahre alt","maennlich","220","0.105900243779149","0.0921756840280488","0.119624803530249"
"Ausbildung/Lehre","1989","16-34 Jahre alt","weiblich","156","0.0854221469599161","0.0726612557866721","0.0981830381331601"
"Ausbildung/Lehre","1989","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1989","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1989","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1989","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1989","16-34 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1989","16-34 Jahre alt","weiblich","55","0.0310879167014515","0.0231643007209306","0.0390115326819723"
"Geringfuegig erwerbstaetig","1989","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1989","35-65 Jahre alt","weiblich","95","0.0383812490221865","0.0307848717413905","0.0459776263029825"
"Geringfuegig erwerbstaetig","1989","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1989","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1989","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1989","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1989","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1989","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1989","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1989","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1989","16-34 Jahre alt","maennlich","400","0.213596291471117","0.19531627492078","0.231876308021453"
"Nicht erwerbstaetig","1989","16-34 Jahre alt","weiblich","741","0.351549661781778","0.329751637793039","0.373347685770517"
"Nicht erwerbstaetig","1989","35-65 Jahre alt","maennlich","417","0.189981723020408","0.174448257096302","0.205515188944513"
"Nicht erwerbstaetig","1989","35-65 Jahre alt","weiblich","1228","0.519246869098624","0.499491119327916","0.539002618869332"
"Nicht erwerbstaetig","1989","66 und älter","maennlich","377","0.949208331967374","0.927690668843443","0.970725995091305"
"Nicht erwerbstaetig","1989","66 und älter","weiblich","616","0.983500370626342","0.973545236247519","0.993455505005166"
"Betriebliches Praktikum","1989","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1989","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1989","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1989","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1989","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1989","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","16-34 Jahre alt","maennlich","50","0.0289686276254014","0.0214880084622888","0.036449246788514"
"Wehrpflicht/Zivildienst","1989","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1989","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1989","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1989","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1990","16-34 Jahre alt","maennlich","1160","0.606300297855604","0.584120807076743","0.628479788634465"
"Voll erwerbstaetig","1990","16-34 Jahre alt","weiblich","697","0.421137664536698","0.398290276376889","0.443985052696506"
"Voll erwerbstaetig","1990","35-65 Jahre alt","maennlich","1968","0.802873460009712","0.786987049100079","0.818759870919346"
"Voll erwerbstaetig","1990","35-65 Jahre alt","weiblich","683","0.261483697294138","0.243862217830285","0.27910517675799"
"Voll erwerbstaetig","1990","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1990","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1990","16-34 Jahre alt","maennlich","34","0.0214159758611799","0.014844042787915","0.0279879089344448"
"Teilzeitbeschaeftigung","1990","16-34 Jahre alt","weiblich","212","0.127880891215965","0.112427364761109","0.143334417670821"
"Teilzeitbeschaeftigung","1990","35-65 Jahre alt","maennlich","","","",""
"Teilzeitbeschaeftigung","1990","35-65 Jahre alt","weiblich","447","0.203386560764428","0.187245764457609","0.219527357071246"
"Teilzeitbeschaeftigung","1990","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1990","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1990","16-34 Jahre alt","maennlich","197","0.106701971139335","0.0926864404715096","0.12071750180716"
"Ausbildung/Lehre","1990","16-34 Jahre alt","weiblich","140","0.0750700084962319","0.062876616518801","0.0872634004736628"
"Ausbildung/Lehre","1990","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1990","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1990","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1990","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1990","16-34 Jahre alt","maennlich","30","0.0201800486076561","0.0137965410010116","0.0265635562143007"
"Geringfuegig erwerbstaetig","1990","16-34 Jahre alt","weiblich","47","0.025241780977708","0.0179833070433863","0.0325002549120298"
"Geringfuegig erwerbstaetig","1990","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1990","35-65 Jahre alt","weiblich","94","0.0415936984403344","0.0335874582342048","0.049599938646464"
"Geringfuegig erwerbstaetig","1990","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1990","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1990","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1990","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1990","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1990","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1990","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1990","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1990","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1990","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1990","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1990","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1990","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1990","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1990","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1990","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1990","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1990","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1990","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1990","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1990","16-34 Jahre alt","maennlich","387","0.212254545506125","0.193691612823481","0.230817478188769"
"Nicht erwerbstaetig","1990","16-34 Jahre alt","weiblich","698","0.350669654773397","0.328588650885936","0.372750658660859"
"Nicht erwerbstaetig","1990","35-65 Jahre alt","maennlich","411","0.183319642612046","0.167868512593547","0.198770772630544"
"Nicht erwerbstaetig","1990","35-65 Jahre alt","weiblich","1163","0.492444321849227","0.472396812320321","0.512491831378132"
"Nicht erwerbstaetig","1990","66 und älter","maennlich","398","0.958299735532343","0.939113041395286","0.9774864296694"
"Nicht erwerbstaetig","1990","66 und älter","weiblich","635","0.989944596234694","0.982238927071519","0.99765026539787"
"Betriebliches Praktikum","1990","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1990","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1990","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1990","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1990","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1990","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1990","16-34 Jahre alt","maennlich","56","0.0331471610301002","0.0250201940641023","0.0412741279960982"
"Wehrpflicht/Zivildienst","1990","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1990","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1990","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1990","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1990","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1991","16-34 Jahre alt","maennlich","1621","0.622128046389891","0.603509042320273","0.64074705045951"
"Voll erwerbstaetig","1991","16-34 Jahre alt","weiblich","981","0.398080541145126","0.379155527748871","0.41700555454138"
"Voll erwerbstaetig","1991","35-65 Jahre alt","maennlich","2676","0.762184205699311","0.748077472926856","0.776290938471767"
"Voll erwerbstaetig","1991","35-65 Jahre alt","weiblich","1222","0.304785644389336","0.289557353914208","0.320013934864464"
"Voll erwerbstaetig","1991","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1991","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1991","16-34 Jahre alt","maennlich","128","0.0436472475409332","0.0358015472459297","0.0514929478359367"
"Teilzeitbeschaeftigung","1991","16-34 Jahre alt","weiblich","366","0.13884673337836","0.125478020704501","0.152215446052218"
"Teilzeitbeschaeftigung","1991","35-65 Jahre alt","maennlich","217","0.0453846342593974","0.0384878800271994","0.0522813884915953"
"Teilzeitbeschaeftigung","1991","35-65 Jahre alt","weiblich","733","0.214844051253182","0.201256720041969","0.228431382464394"
"Teilzeitbeschaeftigung","1991","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1991","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1991","16-34 Jahre alt","maennlich","278","0.100272412837933","0.0887381331446464","0.111806692531219"
"Ausbildung/Lehre","1991","16-34 Jahre alt","weiblich","226","0.0891477970304548","0.0781308618635591","0.10016473219735"
"Ausbildung/Lehre","1991","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1991","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1991","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1991","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1991","16-34 Jahre alt","maennlich","45","0.0212274585139175","0.015692248335916","0.0267626686919191"
"Geringfuegig erwerbstaetig","1991","16-34 Jahre alt","weiblich","57","0.0270968559019916","0.0208195139984606","0.0333741978055225"
"Geringfuegig erwerbstaetig","1991","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1991","35-65 Jahre alt","weiblich","116","0.03948761317803","0.0330447863327751","0.0459304400232849"
"Geringfuegig erwerbstaetig","1991","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1991","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1991","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1991","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1991","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1991","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1991","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1991","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1991","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1991","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1991","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1991","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1991","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1991","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1991","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1991","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1991","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1991","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1991","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1991","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1991","16-34 Jahre alt","maennlich","471","0.185356945175316","0.170434762971747","0.200279127378886"
"Nicht erwerbstaetig","1991","16-34 Jahre alt","weiblich","940","0.346828072544068","0.328426607286644","0.365229537801493"
