"plb0022_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Ausbildung/Lehre","1992","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1992","16-34 Jahre alt","maennlich","39","0.0217917991757977","0.0160685812854578","0.0275150170661375"
"Geringfuegig erwerbstaetig","1992","16-34 Jahre alt","weiblich","44","0.023490927469092","0.017561049160916","0.0294208057772681"
"Geringfuegig erwerbstaetig","1992","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1992","35-65 Jahre alt","weiblich","71","0.02240197238353","0.0174809371889833","0.0273230075780768"
"Geringfuegig erwerbstaetig","1992","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1992","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1992","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1992","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1992","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1992","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1992","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1992","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1992","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1992","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1992","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1992","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1992","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1992","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1992","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1992","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1992","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1992","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1992","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1992","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1992","16-34 Jahre alt","maennlich","513","0.204230723217242","0.188427990005809","0.220033456428675"
"Nicht erwerbstaetig","1992","16-34 Jahre alt","weiblich","1016","0.382827343726399","0.363796310349158","0.40185837710364"
"Nicht erwerbstaetig","1992","35-65 Jahre alt","maennlich","685","0.214241371312368","0.200524515479576","0.227958227145161"
"Nicht erwerbstaetig","1992","35-65 Jahre alt","weiblich","1530","0.461142231953866","0.444565927812735","0.477718536094996"
"Nicht erwerbstaetig","1992","66 und älter","maennlich","539","0.969369197566049","0.955059044198313","0.983679350933784"
"Nicht erwerbstaetig","1992","66 und älter","weiblich","915","0.994086555177869","0.989140264727065","0.999032845628674"
"Betriebliches Praktikum","1992","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1992","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1992","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1992","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1992","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1992","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1992","16-34 Jahre alt","maennlich","53","0.0254968098928027","0.0193178888992002","0.0316757308864053"
"Wehrpflicht/Zivildienst","1992","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1992","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1992","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1992","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1992","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1993","16-34 Jahre alt","maennlich","1540","0.614306920504053","0.595103033563068","0.633510807445037"
"Voll erwerbstaetig","1993","16-34 Jahre alt","weiblich","923","0.388263768609704","0.368977649199606","0.407549888019802"
"Voll erwerbstaetig","1993","35-65 Jahre alt","maennlich","2574","0.75665389118581","0.742153459372471","0.771154322999148"
"Voll erwerbstaetig","1993","35-65 Jahre alt","weiblich","1186","0.313363039161527","0.297757468806769","0.328968609516285"
"Voll erwerbstaetig","1993","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1993","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1993","16-34 Jahre alt","maennlich","42","0.0198969375238174","0.0143875349879374","0.0254063400596975"
"Teilzeitbeschaeftigung","1993","16-34 Jahre alt","weiblich","262","0.117358127642867","0.104621684354063","0.130094570931671"
"Teilzeitbeschaeftigung","1993","35-65 Jahre alt","maennlich","42","0.0112878163172536","0.00771788379534866","0.0148577488391586"
"Teilzeitbeschaeftigung","1993","35-65 Jahre alt","weiblich","614","0.197098240865769","0.18371489348239","0.210481588249148"
"Teilzeitbeschaeftigung","1993","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1993","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1993","16-34 Jahre alt","maennlich","269","0.104544985108225","0.0924738252200927","0.116616144996358"
"Ausbildung/Lehre","1993","16-34 Jahre alt","weiblich","235","0.0921868883329171","0.0807388224400323","0.103634954225802"
"Ausbildung/Lehre","1993","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1993","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1993","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1993","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1993","16-34 Jahre alt","maennlich","31","0.0184215683756485","0.0131163737861029","0.0237267629651941"
"Geringfuegig erwerbstaetig","1993","16-34 Jahre alt","weiblich","61","0.0262498221578595","0.0199229905645813","0.0325766537511376"
"Geringfuegig erwerbstaetig","1993","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1993","35-65 Jahre alt","weiblich","83","0.0334446268613082","0.0273958339065684","0.039493419816048"
"Geringfuegig erwerbstaetig","1993","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1993","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1993","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1993","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1993","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1993","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1993","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1993","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1993","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1993","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1993","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1993","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1993","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1993","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1993","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1993","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1993","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1993","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1993","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1993","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1993","16-34 Jahre alt","maennlich","534","0.216344966211491","0.200100278213775","0.232589654209207"
"Nicht erwerbstaetig","1993","16-34 Jahre alt","weiblich","972","0.375941393256653","0.356773601661342","0.395109184851964"
"Nicht erwerbstaetig","1993","35-65 Jahre alt","maennlich","732","0.226544214758803","0.212398844112229","0.240689585405378"
"Nicht erwerbstaetig","1993","35-65 Jahre alt","weiblich","1498","0.453599129807946","0.436850319282141","0.470347940333751"
"Nicht erwerbstaetig","1993","66 und älter","maennlich","544","0.972097083562313","0.958468639381625","0.985725527743"
"Nicht erwerbstaetig","1993","66 und älter","weiblich","929","0.990135496360907","0.983814286212214","0.996456706509599"
"Betriebliches Praktikum","1993","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1993","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1993","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1993","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1993","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1993","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","16-34 Jahre alt","maennlich","52","0.0264846222767648","0.0201496632094912","0.0328195813440385"
"Wehrpflicht/Zivildienst","1993","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1993","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1993","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1993","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1994","16-34 Jahre alt","maennlich","1473","0.613371961083197","0.59381569915427","0.632928223012124"
"Voll erwerbstaetig","1994","16-34 Jahre alt","weiblich","864","0.373249202372492","0.354046284777067","0.392452119967916"
"Voll erwerbstaetig","1994","35-65 Jahre alt","maennlich","2426","0.723143257134564","0.707849228121262","0.738437286147866"
"Voll erwerbstaetig","1994","35-65 Jahre alt","weiblich","1127","0.302522214978843","0.286890048164135","0.318154381793552"
"Voll erwerbstaetig","1994","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1994","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1994","16-34 Jahre alt","maennlich","48","0.0223994557765078","0.0164568535252798","0.0283420580277359"
"Teilzeitbeschaeftigung","1994","16-34 Jahre alt","weiblich","266","0.116650558710283","0.103905847253497","0.129395270167069"
"Teilzeitbeschaeftigung","1994","35-65 Jahre alt","maennlich","83","0.0271729071054964","0.0216155530389625","0.0327302611720303"
"Teilzeitbeschaeftigung","1994","35-65 Jahre alt","weiblich","580","0.188862783326812","0.175543044409786","0.202182522243838"
"Teilzeitbeschaeftigung","1994","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1994","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1994","16-34 Jahre alt","maennlich","218","0.0920796080008921","0.0804682549951907","0.103690961006593"
"Ausbildung/Lehre","1994","16-34 Jahre alt","weiblich","223","0.0786333901357613","0.0679467776583346","0.089320002613188"
"Ausbildung/Lehre","1994","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1994","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1994","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1994","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1994","16-34 Jahre alt","maennlich","36","0.0181191240274222","0.0127626967619232","0.0234755512929211"
"Geringfuegig erwerbstaetig","1994","16-34 Jahre alt","weiblich","70","0.0328311111851045","0.0257563094057239","0.0399059129644851"
"Geringfuegig erwerbstaetig","1994","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1994","35-65 Jahre alt","weiblich","106","0.0377556746439178","0.0312691936180547","0.044242155669781"
"Geringfuegig erwerbstaetig","1994","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1994","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1994","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1994","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1994","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1994","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1994","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1994","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1994","16-34 Jahre alt","maennlich","545","0.225278397354498","0.208501570613548","0.242055224095448"
"Nicht erwerbstaetig","1994","16-34 Jahre alt","weiblich","1014","0.39863573759636","0.379196588560574","0.418074886632145"
"Nicht erwerbstaetig","1994","35-65 Jahre alt","maennlich","751","0.239090282266694","0.224511215856309","0.253669348677079"
"Nicht erwerbstaetig","1994","35-65 Jahre alt","weiblich","1495","0.468997864438653","0.452015079040494","0.485980649836812"
"Nicht erwerbstaetig","1994","66 und älter","maennlich","554","0.970001450958437","0.956009884052195","0.983993017864679"
"Nicht erwerbstaetig","1994","66 und älter","weiblich","942","0.99368359188308","0.988645739484635","0.998721444281526"
"Betriebliches Praktikum","1994","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1994","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1994","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1994","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1994","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1994","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","16-34 Jahre alt","maennlich","62","0.0287514537574833","0.0220406844785575","0.035462223036409"
"Wehrpflicht/Zivildienst","1994","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1994","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1994","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1994","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1995","16-34 Jahre alt","maennlich","1538","0.613133991965004","0.593848841489013","0.632419142440994"
"Voll erwerbstaetig","1995","16-34 Jahre alt","weiblich","893","0.374502891171597","0.355579799754157","0.393425982589036"
"Voll erwerbstaetig","1995","35-65 Jahre alt","maennlich","2536","0.731848111997367","0.716953221605365","0.74674300238937"
"Voll erwerbstaetig","1995","35-65 Jahre alt","weiblich","1145","0.289924353407764","0.274795057304301","0.305053649511227"
"Voll erwerbstaetig","1995","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1995","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1995","16-34 Jahre alt","maennlich","36","0.0197283794721422","0.014221773896652","0.0252349850476324"
"Teilzeitbeschaeftigung","1995","16-34 Jahre alt","weiblich","270","0.112591718843298","0.100233189021108","0.124950248665489"
"Teilzeitbeschaeftigung","1995","35-65 Jahre alt","maennlich","53","0.0200089136826826","0.0153006668614808","0.0247171605038844"
"Teilzeitbeschaeftigung","1995","35-65 Jahre alt","weiblich","643","0.190244204013594","0.17715670038817","0.203331707639017"
"Teilzeitbeschaeftigung","1995","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1995","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1995","16-34 Jahre alt","maennlich","238","0.0973332970784147","0.0855962329440469","0.109070361212782"
"Ausbildung/Lehre","1995","16-34 Jahre alt","weiblich","207","0.0732252622273677","0.0630400658214255","0.0834104586333098"
"Ausbildung/Lehre","1995","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1995","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1995","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1995","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1995","16-34 Jahre alt","maennlich","44","0.0219330587742899","0.0161334467712105","0.0277326707773692"
"Geringfuegig erwerbstaetig","1995","16-34 Jahre alt","weiblich","79","0.0323309999866136","0.0254154801788509","0.0392465197943763"
"Geringfuegig erwerbstaetig","1995","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1995","35-65 Jahre alt","weiblich","132","0.0461359829886102","0.0391409915494366","0.0531309744277838"
"Geringfuegig erwerbstaetig","1995","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1995","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1995","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1995","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1995","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1995","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1995","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1995","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1995","16-34 Jahre alt","maennlich","542","0.220431821171602","0.204017261204537","0.236846381138668"
"Nicht erwerbstaetig","1995","16-34 Jahre alt","weiblich","1063","0.406620637303001","0.38741570529415","0.425825569311852"
"Nicht erwerbstaetig","1995","35-65 Jahre alt","maennlich","776","0.237571544155576","0.223261757382653","0.2518813309285"
"Nicht erwerbstaetig","1995","35-65 Jahre alt","weiblich","1529","0.472645218464057","0.455997943856091","0.489292493072024"
"Nicht erwerbstaetig","1995","66 und älter","maennlich","572","0.963689652024357","0.948621116686298","0.978758187362416"
"Nicht erwerbstaetig","1995","66 und älter","weiblich","950","0.98732808232398","0.980259823056531","0.994396341591428"
"Betriebliches Praktikum","1995","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1995","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1995","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1995","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1995","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1995","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","16-34 Jahre alt","maennlich","52","0.0274394515385472","0.020970839773007","0.0339080633040874"
"Wehrpflicht/Zivildienst","1995","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1995","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1995","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1995","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1996","16-34 Jahre alt","maennlich","1453","0.611739955422067","0.592069203367904","0.631410707476231"
"Voll erwerbstaetig","1996","16-34 Jahre alt","weiblich","860","0.356742665111572","0.337668686833561","0.375816643389584"
"Voll erwerbstaetig","1996","35-65 Jahre alt","maennlich","2487","0.729203942738175","0.714156199921906","0.744251685554444"
"Voll erwerbstaetig","1996","35-65 Jahre alt","weiblich","1103","0.286923537022893","0.27175289796136","0.302094176084426"
"Voll erwerbstaetig","1996","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1996","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1996","16-34 Jahre alt","maennlich","45","0.0220321328483964","0.0161074275324345","0.0279568381643582"
"Teilzeitbeschaeftigung","1996","16-34 Jahre alt","weiblich","254","0.117904487203834","0.10506361992334","0.130745354484328"
"Teilzeitbeschaeftigung","1996","35-65 Jahre alt","maennlich","49","0.019499346368762","0.014817041817125","0.0241816509203991"
"Teilzeitbeschaeftigung","1996","35-65 Jahre alt","weiblich","696","0.208741417131898","0.195110776505261","0.222372057758535"
"Teilzeitbeschaeftigung","1996","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1996","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1996","16-34 Jahre alt","maennlich","233","0.0959435479116409","0.0840562854203515","0.10783081040293"
"Ausbildung/Lehre","1996","16-34 Jahre alt","weiblich","191","0.0691837520649386","0.0590794710171183","0.0792880331127589"
"Ausbildung/Lehre","1996","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1996","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1996","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1996","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1996","16-34 Jahre alt","maennlich","39","0.0220601065254463","0.0161317259627996","0.027988487088093"
"Geringfuegig erwerbstaetig","1996","16-34 Jahre alt","weiblich","72","0.0296741338848002","0.0229176738197435","0.036430593949857"
"Geringfuegig erwerbstaetig","1996","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1996","35-65 Jahre alt","weiblich","128","0.0457012021306135","0.0386969989243576","0.0527054053368694"
"Geringfuegig erwerbstaetig","1996","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1996","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1996","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1996","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1996","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1996","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1996","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1996","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1996","16-34 Jahre alt","maennlich","539","0.221966828133313","0.205193498358884","0.238740157907742"
"Nicht erwerbstaetig","1996","16-34 Jahre alt","weiblich","1046","0.426494961734855","0.406802638522171","0.446187284947539"
"Nicht erwerbstaetig","1996","35-65 Jahre alt","maennlich","793","0.245150388373136","0.23058331867164","0.259717458074631"
"Nicht erwerbstaetig","1996","35-65 Jahre alt","weiblich","1476","0.456684170597866","0.439977615957889","0.473390725237844"
"Nicht erwerbstaetig","1996","66 und älter","maennlich","579","0.954291582842547","0.937676887459464","0.970906278225631"
"Nicht erwerbstaetig","1996","66 und älter","weiblich","960","0.989499441059404","0.98308804713709","0.995910834981718"
"Betriebliches Praktikum","1996","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1996","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1996","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1996","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1996","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1996","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","16-34 Jahre alt","maennlich","49","0.0262574291591355","0.0198034973787569","0.0327113609395141"
"Wehrpflicht/Zivildienst","1996","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1996","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1996","35-65 Jahre alt","weiblich","","","",""
