"plb0022_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","2019","Westdeutschland, alte Bundeslaender","51","0.00314290616527332","0.00242829650042218","0.00385751583012446"
"Altersteilzeit mit Arbeitszeit Null","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2019","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2019","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2019","Westdeutschland, alte Bundeslaender","47","0.00172094482837221","0.00119177365287005","0.00225011600387436"
"FSJ/FOeJ/BFD","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2019","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2019","Westdeutschland, alte Bundeslaender","8858","0.379801494503024","0.37360522329147","0.385997765714579"
"Nicht erwerbstaetig","2019","Ostdeutschland, neue Bundeslaender","2468","0.412291040699892","0.399919950098748","0.424662131301036"
"Betriebliches Praktikum","2019","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2019","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2019","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2019","Ostdeutschland, neue Bundeslaender","","","",""
