"plb0022_h","year","n","percent","lower_confidence","upper_confidence"
"Werkstatt fuer Behinderte","2016","33","0.00270225186368198","0.00210369618088138","0.00330080754648259"
"Nicht erwerbstaetig","2016","13171","0.405554931324678","0.399893712601907","0.41121615004745"
"Betriebliches Praktikum","2016","79","0.000227607354699649","5.36779772635514e-05","0.000401536732135746"
"Wehrpflicht/Zivildienst","2016","","","",""
"Voll erwerbstaetig","2017","10755","0.387349004741509","0.382034625093168","0.39266338438985"
"Teilzeitbeschaeftigung","2017","4386","0.123428051932239","0.119839696088717","0.127016407775762"
"Ausbildung/Lehre","2017","826","0.0238677970910099","0.0222026397697302","0.0255329544122895"
"Geringfuegig erwerbstaetig","2017","1785","0.0591768561706839","0.0566027602692201","0.0617509520721477"
"Altersteilzeit mit Arbeitszeit Null","2017","65","0.0025843993286857","0.00203052317128484","0.00313827548608655"
"Freiwilliger Wehrdienst","2017","","","",""
"FSJ/FOeJ/BFD","2017","60","0.00145739151155735","0.00104122589045638","0.00187355713265831"
"Werkstatt fuer Behinderte","2017","35","0.00263393095401589","0.0020747861801298","0.00319307572790198"
"Nicht erwerbstaetig","2017","14286","0.399198380682006","0.393855755397851","0.40454100596616"
"Betriebliches Praktikum","2017","78","0.000205712249673108","4.92605863309981e-05","0.000362163913015217"
"Wehrpflicht/Zivildienst","2017","","","",""
"Voll erwerbstaetig","2018","10377","0.391361076596696","0.385848780418402","0.39687337277499"
"Teilzeitbeschaeftigung","2018","4422","0.13041732081707","0.126613789947028","0.134220851687112"
"Ausbildung/Lehre","2018","835","0.022442047550698","0.0207691614853561","0.0241149336160399"
"Geringfuegig erwerbstaetig","2018","1713","0.0560740720710307","0.0534756250084018","0.0586725191336595"
"Altersteilzeit mit Arbeitszeit Null","2018","54","0.00204672954920638","0.00153628425937846","0.00255717483903431"
"Freiwilliger Wehrdienst","2018","","","",""
"FSJ/FOeJ/BFD","2018","55","0.00142886501832794","0.00100223739284368","0.0018554926438122"
"Werkstatt fuer Behinderte","2018","45","0.00347056115447548","0.00280634599220883","0.00413477631674214"
"Nicht erwerbstaetig","2018","12569","0.392633226621355","0.387117751787048","0.398148701455662"
"Betriebliches Praktikum","2018","43","0.000119783417570714","-3.82162989987883e-06","0.000243388465041307"
"Wehrpflicht/Zivildienst","2018","","","",""
"Voll erwerbstaetig","2019","11301","0.394587162793979","0.389031252444176","0.400143073143781"
"Teilzeitbeschaeftigung","2019","4475","0.139527247963664","0.13558851973287","0.143465976194459"
"Ausbildung/Lehre","2019","797","0.0223383941333162","0.0206585143822322","0.0240182738844002"
"Geringfuegig erwerbstaetig","2019","1623","0.0509374425444192","0.0484381106659029","0.0534367744229354"
"Altersteilzeit mit Arbeitszeit Null","2019","55","0.00266607183601921","0.00207991455929632","0.0032522291127421"
"Freiwilliger Wehrdienst","2019","","","",""
"FSJ/FOeJ/BFD","2019","57","0.00181189982871567","0.00132847246814453","0.00229532718928682"
"Werkstatt fuer Behinderte","2019","40","0.00285827129469974","0.00225141185754191","0.00346513073185757"
"Nicht erwerbstaetig","2019","11350","0.385204266781386","0.37967243573469","0.390736097828082"
"Betriebliches Praktikum","2019","31","6.92428238013721e-05","-2.53439231570458e-05","0.00016382957075979"
"Wehrpflicht/Zivildienst","2019","","","",""
