"plb0022_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Wehrpflicht/Zivildienst","1989","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1989","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1989","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1989","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1989","AkademikerInnen","","","",""
"Voll erwerbstaetig","1990","(noch) kein Abschluss","328","0.26947786978695","0.239702866597974","0.299252872975926"
"Voll erwerbstaetig","1990","Hauptschulabschluss","2530","0.402926458199865","0.389824917452472","0.416027998947257"
"Voll erwerbstaetig","1990","Realschulabschluss","799","0.483189332544944","0.458922563748002","0.507456101341885"
"Voll erwerbstaetig","1990","(Fach-)Abitur","300","0.37847064151203","0.343897876422127","0.413043406601934"
"Voll erwerbstaetig","1990","AkademikerInnen","475","0.653820177747401","0.618601818677155","0.689038536817646"
"Teilzeitbeschaeftigung","1990","(noch) kein Abschluss","41","0.0300265584708704","0.0185739008932494","0.0414792160484914"
"Teilzeitbeschaeftigung","1990","Hauptschulabschluss","405","0.0766541577530477","0.0695478236411931","0.0837604918649024"
"Teilzeitbeschaeftigung","1990","Realschulabschluss","160","0.0903377963973934","0.0764170548548393","0.104258537939947"
"Teilzeitbeschaeftigung","1990","(Fach-)Abitur","47","0.0641931913747986","0.0467219092301439","0.0816644735194534"
"Teilzeitbeschaeftigung","1990","AkademikerInnen","60","0.0874245562394144","0.0665152227462158","0.108333889732613"
"Ausbildung/Lehre","1990","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1990","Hauptschulabschluss","146","0.0202037671343544","0.0164455694102732","0.0239619648584355"
"Ausbildung/Lehre","1990","Realschulabschluss","125","0.0573724474722935","0.0460794481448159","0.0686654467997712"
"Ausbildung/Lehre","1990","(Fach-)Abitur","45","0.0678728792916841","0.0499431842900162","0.0858025742933521"
"Ausbildung/Lehre","1990","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1990","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1990","Hauptschulabschluss","93","0.017157694758762","0.0136889930440454","0.0206263964734787"
"Geringfuegig erwerbstaetig","1990","Realschulabschluss","","","",""
"Geringfuegig erwerbstaetig","1990","(Fach-)Abitur","35","0.0454159463220654","0.0305737399866318","0.0602581526574989"
"Geringfuegig erwerbstaetig","1990","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1990","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1990","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1990","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1990","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1990","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1990","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1990","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1990","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1990","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1990","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1990","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1990","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1990","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1990","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1990","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1990","(noch) kein Abschluss","465","0.664343550176867","0.632653900707241","0.696033199646494"
"Nicht erwerbstaetig","1990","Hauptschulabschluss","2196","0.480179967760862","0.466834798378831","0.493525137142894"
"Nicht erwerbstaetig","1990","Realschulabschluss","505","0.346616160725819","0.323506362859753","0.369725958591885"
"Nicht erwerbstaetig","1990","(Fach-)Abitur","311","0.422097564026962","0.386891224032661","0.457303904021263"
"Nicht erwerbstaetig","1990","AkademikerInnen","150","0.238196747862072","0.206662795511138","0.269730700213006"
"Betriebliches Praktikum","1990","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1990","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1990","Realschulabschluss","","","",""
"Betriebliches Praktikum","1990","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1990","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1990","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1990","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1990","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1990","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1990","AkademikerInnen","","","",""
"Voll erwerbstaetig","1991","(noch) kein Abschluss","328","0.269510215777482","0.240277366664781","0.298743064890183"
"Voll erwerbstaetig","1991","Hauptschulabschluss","3007","0.38210176140276","0.370562164211261","0.393641358594258"
"Voll erwerbstaetig","1991","Realschulabschluss","1611","0.488188665657605","0.470757674852263","0.505619656462946"
"Voll erwerbstaetig","1991","(Fach-)Abitur","368","0.405352757076583","0.373205764003297","0.437499750149868"
"Voll erwerbstaetig","1991","AkademikerInnen","1099","0.621303502914088","0.598136247190486","0.64447075863769"
"Teilzeitbeschaeftigung","1991","(noch) kein Abschluss","48","0.0417362572335191","0.0285604954557383","0.0549120190112999"
"Teilzeitbeschaeftigung","1991","Hauptschulabschluss","688","0.0884363205599728","0.0816933464861393","0.0951792946338062"
"Teilzeitbeschaeftigung","1991","Realschulabschluss","445","0.119618309969463","0.108301927689899","0.130934692249026"
"Teilzeitbeschaeftigung","1991","(Fach-)Abitur","70","0.072592530216576","0.0556032355862813","0.0895818248468707"
"Teilzeitbeschaeftigung","1991","AkademikerInnen","195","0.111155099833023","0.0961425405136514","0.126167659152396"
"Ausbildung/Lehre","1991","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1991","Hauptschulabschluss","173","0.0199842545779287","0.0166606974030668","0.0233078117527906"
"Ausbildung/Lehre","1991","Realschulabschluss","218","0.0549227248637554","0.046977924731645","0.0628675249958658"
"Ausbildung/Lehre","1991","(Fach-)Abitur","60","0.0619409200656085","0.0461576129216963","0.0777242272095208"
"Ausbildung/Lehre","1991","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1991","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1991","Hauptschulabschluss","127","0.0199043258352844","0.0165872864873549","0.0232213651832138"
"Geringfuegig erwerbstaetig","1991","Realschulabschluss","37","0.0128580186214246","0.0089293073368912","0.016786729905958"
"Geringfuegig erwerbstaetig","1991","(Fach-)Abitur","41","0.0563350884930896","0.0412380250516688","0.0714321519345104"
"Geringfuegig erwerbstaetig","1991","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1991","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1991","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1991","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1991","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1991","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1991","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1991","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1991","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1991","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1991","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1991","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1991","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1991","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1991","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1991","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1991","(noch) kein Abschluss","474","0.637995569271808","0.606333286001646","0.669657852541969"
"Nicht erwerbstaetig","1991","Hauptschulabschluss","2806","0.487998254626297","0.476127249132861","0.499869260119733"
"Nicht erwerbstaetig","1991","Realschulabschluss","814","0.315577271968829","0.299370805002162","0.331783738935495"
"Nicht erwerbstaetig","1991","(Fach-)Abitur","348","0.390636170232884","0.358690011224612","0.422582329241155"
"Nicht erwerbstaetig","1991","AkademikerInnen","358","0.243228942458866","0.222737764249933","0.263720120667799"
"Betriebliches Praktikum","1991","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1991","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1991","Realschulabschluss","","","",""
"Betriebliches Praktikum","1991","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1991","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1991","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1991","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1991","Realschulabschluss","34","0.00883500891892419","0.00557176339360199","0.0120982544442464"
"Wehrpflicht/Zivildienst","1991","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1991","AkademikerInnen","","","",""
"Voll erwerbstaetig","1992","(noch) kein Abschluss","299","0.262828932691446","0.233763227562599","0.291894637820294"
"Voll erwerbstaetig","1992","Hauptschulabschluss","2911","0.380574679513244","0.368848631986208","0.39230072704028"
"Voll erwerbstaetig","1992","Realschulabschluss","1639","0.489365006675669","0.471813229025064","0.506916784326275"
"Voll erwerbstaetig","1992","(Fach-)Abitur","373","0.407090604895618","0.375082238680509","0.439098971110728"
"Voll erwerbstaetig","1992","AkademikerInnen","1108","0.637610936838611","0.614487122857155","0.660734750820067"
"Teilzeitbeschaeftigung","1992","(noch) kein Abschluss","39","0.0308453372068238","0.0194283518825908","0.0422623225310569"
"Teilzeitbeschaeftigung","1992","Hauptschulabschluss","505","0.0752320133714934","0.0688617855620408","0.081602241180946"
"Teilzeitbeschaeftigung","1992","Realschulabschluss","283","0.0866943543512095","0.0768144475930275","0.0965742611093914"
"Teilzeitbeschaeftigung","1992","(Fach-)Abitur","64","0.0736457290616772","0.0566286060431654","0.0906628520801891"
"Teilzeitbeschaeftigung","1992","AkademikerInnen","124","0.0832531519411389","0.0699633318403221","0.0965429720419557"
"Ausbildung/Lehre","1992","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1992","Hauptschulabschluss","164","0.018273931388929","0.0150391243125309","0.0215087384653272"
"Ausbildung/Lehre","1992","Realschulabschluss","227","0.0555802491456299","0.0475358772208182","0.0636246210704416"
"Ausbildung/Lehre","1992","(Fach-)Abitur","50","0.0528220634877875","0.0382491203816066","0.0673950065939683"
"Ausbildung/Lehre","1992","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1992","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1992","Hauptschulabschluss","77","0.0115640026496659","0.00898194701413308","0.0141460582851987"
"Geringfuegig erwerbstaetig","1992","Realschulabschluss","30","0.0121480151574192","0.00830167253494284","0.0159943577798956"
"Geringfuegig erwerbstaetig","1992","(Fach-)Abitur","41","0.0505166181293155","0.0362479111386692","0.0647853251199618"
"Geringfuegig erwerbstaetig","1992","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1992","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1992","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1992","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1992","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1992","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1992","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1992","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1992","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1992","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1992","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1992","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1992","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1992","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1992","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1992","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1992","(noch) kein Abschluss","513","0.657526228385645","0.626191182444313","0.688861274326977"
"Nicht erwerbstaetig","1992","Hauptschulabschluss","2912","0.511926010343229","0.49985388717278","0.523998133513679"
"Nicht erwerbstaetig","1992","Realschulabschluss","919","0.352699669918264","0.335923036793951","0.369476303042578"
"Nicht erwerbstaetig","1992","(Fach-)Abitur","362","0.390496695200699","0.358711819662481","0.422281570738917"
"Nicht erwerbstaetig","1992","AkademikerInnen","401","0.259904297810086","0.23880613114749","0.281002464472681"
"Betriebliches Praktikum","1992","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1992","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1992","Realschulabschluss","","","",""
"Betriebliches Praktikum","1992","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1992","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1992","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1992","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1992","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1992","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1992","AkademikerInnen","","","",""
"Voll erwerbstaetig","1993","(noch) kein Abschluss","278","0.260196937318498","0.23080553136336","0.289588343273636"
"Voll erwerbstaetig","1993","Hauptschulabschluss","2740","0.36955857450664","0.35772467995625","0.38139246905703"
"Voll erwerbstaetig","1993","Realschulabschluss","1651","0.494183636697257","0.47661214974264","0.511755123651873"
"Voll erwerbstaetig","1993","(Fach-)Abitur","361","0.415373103693585","0.383530192990874","0.447216014396297"
"Voll erwerbstaetig","1993","AkademikerInnen","1086","0.624139724475352","0.600698500021528","0.647580948929176"
"Teilzeitbeschaeftigung","1993","(noch) kein Abschluss","44","0.0326244982543795","0.0207235745291815","0.0445254219795775"
"Teilzeitbeschaeftigung","1993","Hauptschulabschluss","452","0.0697644161374375","0.0635187733963125","0.0760100588785625"
"Teilzeitbeschaeftigung","1993","Realschulabschluss","264","0.0840906474217826","0.0743369789126336","0.0938443159309315"
"Teilzeitbeschaeftigung","1993","(Fach-)Abitur","66","0.0774707326055167","0.0601959303241388","0.0947455348868946"
"Teilzeitbeschaeftigung","1993","AkademikerInnen","125","0.0816535284903197","0.0684004452365065","0.094906611744133"
"Ausbildung/Lehre","1993","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1993","Hauptschulabschluss","165","0.0193804537993199","0.016000615476061","0.0227602921225788"
"Ausbildung/Lehre","1993","Realschulabschluss","219","0.0529989819533073","0.0451253178564572","0.0608726460501574"
"Ausbildung/Lehre","1993","(Fach-)Abitur","68","0.0651181256806759","0.0491746320362978","0.0810616193250539"
"Ausbildung/Lehre","1993","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1993","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1993","Hauptschulabschluss","90","0.0173192873248442","0.0141208716373461","0.0205177030123423"
"Geringfuegig erwerbstaetig","1993","Realschulabschluss","44","0.0139699677700098","0.0098450939314087","0.018094841608611"
"Geringfuegig erwerbstaetig","1993","(Fach-)Abitur","41","0.0463199952050056","0.0327387444188342","0.0599012459911771"
"Geringfuegig erwerbstaetig","1993","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1993","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1993","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1993","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1993","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1993","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1993","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1993","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1993","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1993","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1993","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1993","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1993","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1993","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1993","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1993","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1993","(noch) kein Abschluss","508","0.665764843867601","0.634164071162724","0.697365616572479"
"Nicht erwerbstaetig","1993","Hauptschulabschluss","2928","0.521343152776946","0.509095928887305","0.533590376666587"
"Nicht erwerbstaetig","1993","Realschulabschluss","915","0.348679781377545","0.331931179511522","0.365428383243568"
"Nicht erwerbstaetig","1993","(Fach-)Abitur","366","0.375064000349679","0.343779830178378","0.406348170520979"
"Nicht erwerbstaetig","1993","AkademikerInnen","402","0.273780774562675","0.252200274104145","0.295361275021205"
"Betriebliches Praktikum","1993","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1993","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1993","Realschulabschluss","","","",""
"Betriebliches Praktikum","1993","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1993","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1993","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1993","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1993","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1993","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1993","AkademikerInnen","","","",""
"Voll erwerbstaetig","1994","(noch) kein Abschluss","241","0.224492008446036","0.19650781868084","0.252476198211232"
"Voll erwerbstaetig","1994","Hauptschulabschluss","2456","0.345187257210781","0.333300234673738","0.357074279747824"
"Voll erwerbstaetig","1994","Realschulabschluss","1619","0.48578361127641","0.468072217488855","0.503495005063965"
"Voll erwerbstaetig","1994","(Fach-)Abitur","362","0.403998513238851","0.372478469931888","0.435518556545815"
"Voll erwerbstaetig","1994","AkademikerInnen","1093","0.618018477210193","0.594617185387002","0.641419769033385"
"Teilzeitbeschaeftigung","1994","(noch) kein Abschluss","44","0.037032713634706","0.0243673491943444","0.0496980780750675"
"Teilzeitbeschaeftigung","1994","Hauptschulabschluss","459","0.0722129276046298","0.0657412215712699","0.0786846336379897"
"Teilzeitbeschaeftigung","1994","Realschulabschluss","273","0.0924357125673116","0.0821717053604487","0.102699719774174"
"Teilzeitbeschaeftigung","1994","(Fach-)Abitur","61","0.0731129906443196","0.0563911560731069","0.0898348252155323"
"Teilzeitbeschaeftigung","1994","AkademikerInnen","126","0.0777121301688031","0.0648178952016045","0.0906063651360017"
"Ausbildung/Lehre","1994","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1994","Hauptschulabschluss","131","0.0148818850614796","0.0118545515178844","0.0179092186050749"
"Ausbildung/Lehre","1994","Realschulabschluss","186","0.0464416527001773","0.0389842804583606","0.053899024941994"
"Ausbildung/Lehre","1994","(Fach-)Abitur","72","0.0659220801811281","0.049982376075749","0.0818617842865072"
"Ausbildung/Lehre","1994","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1994","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1994","Hauptschulabschluss","93","0.0155222164328374","0.0124314443934921","0.0186129884721828"
"Geringfuegig erwerbstaetig","1994","Realschulabschluss","54","0.0185768749374587","0.0137919753910066","0.0233617744839109"
"Geringfuegig erwerbstaetig","1994","(Fach-)Abitur","50","0.0519416634116647","0.0376872710759689","0.0661960557473606"
"Geringfuegig erwerbstaetig","1994","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1994","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1994","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1994","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1994","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1994","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1994","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1994","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1994","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1994","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1994","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1994","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1994","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1994","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1994","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1994","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1994","(noch) kein Abschluss","540","0.703431635825872","0.67279842536955","0.734064846282194"
"Nicht erwerbstaetig","1994","Hauptschulabschluss","2992","0.549885158591195","0.537446177346574","0.562324139835816"
"Nicht erwerbstaetig","1994","Realschulabschluss","901","0.350101786293934","0.333198225983101","0.367005346604767"
"Nicht erwerbstaetig","1994","(Fach-)Abitur","367","0.382086314438773","0.350874580311921","0.413298048565624"
"Nicht erwerbstaetig","1994","AkademikerInnen","400","0.274409742844547","0.25291840707","0.295901078619093"
"Betriebliches Praktikum","1994","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","1994","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","1994","Realschulabschluss","","","",""
"Betriebliches Praktikum","1994","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","1994","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","1994","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","1994","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1994","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","1994","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","1994","AkademikerInnen","","","",""
"Voll erwerbstaetig","1995","(noch) kein Abschluss","225","0.194740151266246","0.168650262364103","0.220830040168388"
"Voll erwerbstaetig","1995","Hauptschulabschluss","2479","0.338643959372236","0.326835456545003","0.350452462199468"
"Voll erwerbstaetig","1995","Realschulabschluss","1696","0.497191308462519","0.479663938394689","0.51471867853035"
"Voll erwerbstaetig","1995","(Fach-)Abitur","422","0.396795016049519","0.367576658166994","0.426013373932045"
"Voll erwerbstaetig","1995","AkademikerInnen","1149","0.605836623333293","0.583025964378358","0.628647282288228"
"Teilzeitbeschaeftigung","1995","(noch) kein Abschluss","37","0.0277889369894507","0.0169598285648751","0.0386180454140264"
"Teilzeitbeschaeftigung","1995","Hauptschulabschluss","436","0.0672879425646744","0.0610369651586654","0.0735389199706834"
"Teilzeitbeschaeftigung","1995","Realschulabschluss","279","0.0885913552722348","0.078630288559093","0.0985524219853767"
"Teilzeitbeschaeftigung","1995","(Fach-)Abitur","78","0.0774894721997798","0.0615215923423143","0.0934573520572454"
"Teilzeitbeschaeftigung","1995","AkademikerInnen","162","0.095479323886774","0.0817614801400355","0.109197167633512"
"Ausbildung/Lehre","1995","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","1995","Hauptschulabschluss","131","0.0149658407560835","0.0119362657126197","0.0179954157995473"
"Ausbildung/Lehre","1995","Realschulabschluss","192","0.0449944284425589","0.0377277502701512","0.0522611066149666"
"Ausbildung/Lehre","1995","(Fach-)Abitur","79","0.0682060902437659","0.0531500158908643","0.0832621645966676"
"Ausbildung/Lehre","1995","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","1995","(noch) kein Abschluss","","","",""
"Geringfuegig erwerbstaetig","1995","Hauptschulabschluss","123","0.0198915678492572","0.0164075764074161","0.0233755592910982"
"Geringfuegig erwerbstaetig","1995","Realschulabschluss","71","0.0223908340060195","0.0172043699580266","0.0275772980540124"
"Geringfuegig erwerbstaetig","1995","(Fach-)Abitur","52","0.0493896856649495","0.0364489301731829","0.0623304411567161"
"Geringfuegig erwerbstaetig","1995","AkademikerInnen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","1995","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","1995","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","1995","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","1995","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","1995","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","1995","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","1995","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","1995","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","597","0.733816886320148","0.704698952353614","0.762934820286682"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","2988","0.557338995689679","0.544945299189165","0.569732692190193"
